name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,dissolution_date,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,category_survey_email_address,date_of_organization_meeting,reason_for_administrative,mailing_international_address,office_jurisdiction_3
"CORE TRIANGLE CONSULTING, LLC",LLC,Active,,1345801,2022-03-31,1025 THOMAS JEFFERSON ST N.W. #400 W,WASHINGTON,United States,20007,DC,fomalley@carltonfields.com,Foreign,2020-06-01,DE,DE,False,False,False,False,False,Professional Organizations (813920),,2021-11-10 00:08:45.5300000,,2020-06-01,"CORE TRIANGLE CONSULTING, LLC",United States,,,,,,,,,,,,,,,,,,,
THE PROPERTY EXPERTS LLC,LLC,Active,,1345802,2022-03-31,32 NEPAUG ST,HARTFORD,United States,06106,CT,DGARDNER@BUYTRADECT.COM,Domestic,2020-06-01,CT,Connecticut,False,False,True,False,False,All Other Specialty Trade Contractors (238990),,2021-11-10 00:08:45.5433333,,,,,,,,,,,,,,,,,,,,,,,
JUST THE TIP STEAK LLC,LLC,Active,Annual report past due,1345803,2021-03-31,449 MAIN ST,TORRINGTON,United States,06790,CT,JUSTTHETIPSTEAK@GMAIL.COM,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,Mobile Food Services (722330),722330.0,2021-11-10 00:08:45.5433333,,,,,,,,,,,,,,,,,,,,,,,
FULL LOTUS LLC,LLC,Active,,1345804,2022-03-31,10 BROOKSIDE ROAD,MADISON,United States,06443,CT,bob@gz-cpa.com,Domestic,2020-06-01,CT,Connecticut,True,False,False,False,False,Sports and Recreation Instruction (611620),611620.0,2021-11-10 00:08:45.5433333,,,,,,,,,,,,,,,,,,,,,,,
HANDS ON HOUNDS LLC,LLC,Active,,1345805,2022-03-31,236 MISTUXET AVE.,MYSTIC,United States,06355,CT,Handsonhoundsmassage@gmail.com,Domestic,2020-06-01,CT,Connecticut,True,False,False,False,False,Pet Care (except Veterinary) Services (812910),812910.0,2021-11-10 00:08:45.5433333,,,,,,,,,,,,,,,,,,,,,,,
HEALING DIALOGUE LLC,LLC,Active,,1345806,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,eastern@registeredagentsinc.com,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),,2021-11-10 00:08:45.5433333,,,,,,,,,,,,,,,,,,,,,,,
"NATIONAL JUSTICE IMPACT BAR ASSOCIATION, INC.",Non-Stock,Active,First report past due,1345807,2020-08-30,No information provided,,,,,DIETER@JUSTICEIMPACTBAR.ORG,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,Business Associations (813910),813910.0,2021-11-10 00:08:45.5433333,,,,,,,,,,,,,,,,,,,,,Failure to file First Report,,
MRT PAINTING LLC,LLC,Active,,1345808,2022-03-31,137 BEARDSLEY PARKWAY,TRUMBULL,United States,06611,CT,michael.tarascio@wow1day.com,Domestic,2020-06-01,CT,Connecticut,False,True,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:08:45.5433333,,,,,,,,,,,,,,,,,,,,,,,
CAR TIME LLC,LLC,Active,,1345809,2022-03-31,1559 NORTH MAIN STREET,WATERBURY,United States,06704,CT,compliance@zenbusiness.com,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,Used Car Dealers (441120),441120.0,2021-11-10 00:08:45.5433333,,,,,,,,,,,,,,,,,,,,,,,
TAVERA'S TRUCKING LLC,LLC,Active,Annual report past due,1345810,2021-03-31,41 DANA RD,DANBURY,United States,06811,CT,TAVERASR_R@HOTMAIL.COM,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:08:45.5433333,,,,,,,,,,,,,,,,,,,,,,,
STURDGO LLC,LLC,Active,Annual report past due,1345812,2021-03-31,168 KING STREET,STRATFORD,United States,06615,CT,TAMIYU_SIRI@YAHOO.COM,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:45.5433333,,,,,,,,,,,,,,,,,,,,,,,
FAC TRANSPORT LLC,LLC,Active,,1345813,2022-03-31,61 N PLAINS INDUSTRIAL RD 176,WALLINGFORD,United States,06492,CT,franciscoagosto99@gmail.com,Domestic,2020-06-01,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:08:45.5433333,,,,,,,,,,,,,,,,,,,,,,,
"AQR INDICES, LLC",LLC,Active,,1345814,2022-03-31,TWO GREENWICH PLAZA,GREENWICH,United States,06830,CT,complianceteam@cogencyglobal.com,Foreign,2020-06-01,DE,DE,False,False,False,False,False,Open-End Investment Funds (525910),,2021-11-10 00:08:45.5433333,,2020-06-01,"AQR INDICES, LLC",United States,,"850 NEW BURTON RD STE 201, DOVER, DE, 19904,",850 NEW BURTON RD STE 201,DOVER,DE,19904,,"850 NEW BURTON RD STE 201, DOVER, DE, 19904, United States",850 NEW BURTON RD STE 201,DOVER,DE,19904,United States,,,,,,
FOXY CUTS GROOMING SALON LLC,LLC,Active,,1345815,2022-03-31,1270 BOSTON TURNPIKE,BOLTON,United States,06043,CT,kinger2367@aol.com,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,Pet Care (except Veterinary) Services (812910),812910.0,2021-11-10 00:08:45.5433333,,,,,,,,,,,,,,,,,,,,,,,
COME WANDER TRAVELS LLC,LLC,Active,,1345816,2022-03-31,253 GREENS FARMS RD,WESTPORT,United States,06880,CT,Sharon@comewandertravels.com,Domestic,2020-06-01,CT,Connecticut,True,False,False,False,False,All Other Information Services (519190),519190.0,2021-11-10 00:08:45.5433333,,,,,,,,,,,,,,,,,,,,,,,
SHORE COUNSELING LLC,LLC,Active,,1345817,2022-03-31,48 SOUND VIEW HEIGHTS APT. B,BRANFORD,United States,06405,CT,lindsayrperrone@gmail.com,Domestic,2020-06-01,CT,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:08:45.5433333,,,,,,,,,,,,,,,,,,,,,,,
"NORTHEAST BUILDING PRODUCTS, LLC",LLC,Active,,1345818,2022-03-31,4280 ARAMINGO AVENUE,PHILADELPHIA,United States,19124,PA,A.SOJO@NBPMAIL.COM,Foreign,2020-06-01,PA,PA,False,False,False,False,False,Metal Window and Door Manufacturing (332321),,2021-11-10 00:08:46.0433333,,2020-06-01,"NORTHEAST BUILDING PRODUCTS, LLC",United States,,"4280 ARAMINGO AVENUE, PHILADELPHIA, PA, 19124, United States",4280 ARAMINGO AVENUE,PHILADELPHIA,PA,19124,United States,"4280 ARAMINGO AVENUE, PHILADELPHIA, PA, 19124, United States",4280 ARAMINGO AVENUE,PHILADELPHIA,PA,19124,United States,,,,,,
G9 LLC,LLC,Active,Annual report past due,1345819,2021-03-31,35 MEETING HOUSE ROAD,GREENWICH,United States,06831,CT,FILING@ACS123.COM,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:46.0433333,,,,,,,,,,,,,,,,,,,,,,,
"ANTHOGEN, INC.",Stock,Active,,1345820,2022-10-22,25 MUMFORD ROAD,NEW HAVEN,United States,06515-2431,CT,DANIEL.NADIS@ANTHOGEN.COM,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,All Other Information Services (519190),519190.0,2021-11-10 00:08:46.0433333,10000.0,,,,,,,,,,,,,,,,,,,,,,
"EQUILAW, LLC",LLC,Active,,1345821,2022-03-31,71 Aiken St,Norwalk,United States,06851-2157,CT,taylor.equilaw@gmail.com,Domestic,2020-06-01,CT,Connecticut,True,False,False,False,False,All Other Legal Services (541199),541199.0,2021-11-10 00:08:46.0433333,,,,,,,,,,,,,,,,,,E5,taylor.equilaw@gmail.com,,,,
GEDDES TERRACE 187 LLC,LLC,Active,Annual report past due,1345822,2021-03-31,119 ENOCH STREET,WATERBURY,United States,06705,CT,JUICEGONZALEZ1@YAHOO.COM,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:46.0433333,,,,,,,,,,,,,,,,,,,,,,,
USD ADVISORY LLC,LLC,Active,Annual report past due,1345823,2021-03-31,1273 EAST PUTNAM AVE UNIT 685,RIVERSIDE,United States,06878,CT,URVI@DHARIAGROUP.COM,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,Other Financial Vehicles (525990),525990.0,2021-11-10 00:08:46.0433333,,,,,,,,,,,,,,,,,,,,,,,
CHRISPAUL VENTURES LLC,LLC,Active,,1345824,2022-03-31,115 LONGVIEW DRIVE,WINDSOR,United States,06095,CT,abiedupaul@yahoo.com,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,2021-11-10 00:08:46.0433333,,,,,,,,,,,,,,,,,,,,,,,
PRIME PROPERTY CONNECTION LLC,LLC,Active,,1345830,2022-03-31,302 ENFIELD STREET,ENFIELD,United States,06082,CT,brent.skrzypek@yahoo.com,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:46.0433333,,,,,,,,,,,,,,,,,,,,,,,
VAPE N TOBACCO MART LLC,LLC,Active,Annual report past due,1345831,2021-03-31,338 NORTH ELM STREET,TORRINGTON,United States,06790,CT,JAHANGIRALAM75@ATT.NET,Domestic,2020-06-01,CT,Connecticut,False,False,True,False,False,Tobacco Stores (453991),453991.0,2021-11-10 00:08:46.0433333,,,,,,,,,,,,,,,,,,,,,,,
"SAVAGE HILL CATTLE CO, LLC",LLC,Active,,1345832,2022-03-31,431 SAVAGE HILL ROAD,BERLIN,United States,06037,CT,RyanM01@comcast.net,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,Beef Cattle Ranching and Farming (112111),112111.0,2021-11-10 00:08:46.0433333,,,,,,,,,,,,,,,,,,,,,,,
MY FATHERS HOUSE CHARITIES AND OUTREACH INC,Non-Stock,Active,First report past due,1345833,2020-08-30,No information provided,,,,,WJ9043@GMAIL.COM,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,Educational Support Services (611710),611710.0,2021-11-10 00:08:46.0433333,,,,,,,,,,,,,,,,,,,,,Failure to file First Report,,
CONTRASTANO LLC,LLC,Active,,1345834,2022-03-31,91 EVERETT ST,BRISTOL,United States,06010,CT,jcost0216@gmail.com,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,Mobile Food Services (722330),722330.0,2021-11-10 00:08:46.0433333,,,,,,,,,,,,,,,,,,,,,,,
"2283-2289 MAIN STREET, LLC",LLC,Active,,1345836,2022-03-31,C/O THE HB NITKIN GROUP 230 MASON STREET,GREENWICH,United States,06830,CT,pchristian@hbnitkin.com,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:46.0900000,,,,,,,,,,,,,,,,,,,,,,,
BEAUT JEUX LLC,LLC,Active,Annual report past due,1345837,2021-03-31,401 COMMONS PARK S SUITE 470,STAMFORD,United States,06902,CT,HELP@BEAUTJEUX.COM,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,Electronics Stores (443142),443142.0,2021-11-10 00:08:46.0900000,,,,,,,,,,,,,,,,,,,,,,,
THENEXTSTEP LLC,LLC,Active,Annual report past due,1345838,2021-03-31,198 GRANDVIEW AVE,HAMDEN,United States,06514,CT,THENEXTS2020@GMAIL.COM,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:08:46.0900000,,,,,,,,,,,,,,,,,,,,,,,
A HEALTHY EDUCATION LLC,LLC,Active,,1345839,2022-03-31,840 E MAIN STREET,STRATFORD,United States,06614,CT,CATHIECOLLIER730@GMAIL.COM,Domestic,2020-06-01,CT,Connecticut,True,False,False,False,False,Offices of Dentists (621210),621210.0,2021-11-10 00:08:46.0900000,,,,,,,,,,,,,,,,,,,,,,,
"BRONZED BY COY, LLC",LLC,Active,,1345840,2022-03-31,122 CLIFFORD STREET,BRIDGEPORT,United States,06607,CT,COYAL1929@YAHOO.COM,Domestic,2020-06-01,CT,Connecticut,True,False,True,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:08:46.0900000,,,,,,,,,,,,,,,,,,,,,,,
PRIME CONCESSIONS LLC,LLC,Active,Annual report past due,1345841,2021-03-31,11906 BUTLER WOODS CIRCLE,RIVERVIEW,United States,33579,FL,PRIME.CONCESSIONS@YAHOO.COM,Domestic,2020-06-01,FL,Connecticut,True,False,False,False,False,Mobile Food Services (722330),722330.0,2021-11-10 00:08:46.0900000,,,,,,,,,,,,,,,,,,,,,,,
GARCIA'S CARPENTRY SERVICES LLC,LLC,Active,Annual report past due,1345842,2021-03-31,140 GREAT PLAIN RD,DANBURY,United States,06811,CT,KLEVER95@ICLOUD.COM,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),238350.0,2021-11-10 00:08:46.0900000,,,,,,,,,,,,,,,,,,,,,,,
STAR ROWING CENTER LLC,LLC,Active,,1345843,2022-03-31,703 REEF ROAD,FAIRFIELD,United States,06824,CT,star.rowingcenter@gmail.com,Domestic,2020-06-01,CT,Connecticut,True,False,False,False,False,Sports and Recreation Instruction (611620),611620.0,2021-11-10 00:08:46.0900000,,,,,,,,,,,,,,,,,,,,,,,
16TH DEVELOPMENT INC.,Non-Stock,Active,First report past due,1345844,2020-08-30,No information provided,,,,,,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:46.0900000,,,,,,,,,,,,,,,,,,,,,Failure to file First Report,,
LANDMARK ELECTRIC LLC,LLC,Active,,1345845,2022-03-31,41 JAY LANE,MONROE,United States,06468,CT,landmarkelectricct@gmail.com,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,Electrical Contractors and Other Wiring Installation Contractors (238210),238210.0,2021-11-10 00:08:46.0900000,,,,,,,,,,,,,,,,,,,,,,,
"EDWARDS ENTERPRISES, LLC",LLC,Active,,1345846,2022-03-31,213 WILMOT AVENUE,BRIDGEPORT,United States,06607,CT,JIMMYEDWARDSNY@GMAIL.COM,Domestic,2020-06-01,CT,Connecticut,False,False,True,False,False,Offices of Other Holding Companies (551112),551112.0,2021-11-10 00:08:46.0900000,,,,,,,,,,,,,,,,,,,,,,,
FORLIVIO ACQUISITION LLC,LLC,Active,,1345847,2022-03-31,29 HAVILAND STREET,NORWALK,United States,06854,CT,jreed@jmg.com,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:08:46.0900000,,,,,,,,,,,,,,,,,,,,,,,
VIS COLLECTION LLC,LLC,Active,,1345849,2022-03-31,680 E MAIN STREET UNIT #1121,STAMFORD,United States,06901,CT,info.viscollection@gmail.com,Domestic,2020-06-01,CT,Connecticut,True,False,True,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:46.0900000,,,,,,,,,,,,,,,,,,,,,,,
MAGNETIC FREIGHT LLC,LLC,Active,Annual report past due,1345850,2021-03-31,33 LAWRENCE AVE,MILFORD,United States,06460,CT,DONNELG@GMAIL.COM,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:46.0900000,,,,,,,,,,,,,,,,,,,,,,,
"BYLINE, INC.",Stock,Active,,1345851,2022-06-03,16 CHRISTINA CT.,CLINTON,United States,06413,CT,DK@BYLINEINC.COM,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,Document Preparation Services (561410),511120.0,2021-11-10 00:08:46.0900000,1000.0,,,,,,,,,,,,,,,,,,,,,,
"KEEP EFFICIENTLY GROWING, LLC",LLC,Active,,1345852,2022-03-31,43 BELCREST ROAD,WEST HARTFORD,,06107,CT,k.guest@fortheloveofkeg.com,Domestic,2020-06-01,CT,Connecticut,True,False,True,True,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:08:46.0900000,,,,,,,,,,,,,,,,,,,,,,,
CPR LLC,LLC,Active,Annual report past due,1345853,2021-03-31,490 HIGH HILL RD,MERIDEN,United States,06451,CT,NIKKI.NURSE18@GMAIL.COM,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,All Other Support Services (561990),561990.0,2021-11-10 00:08:46.0900000,,,,,,,,,,,,,,,,,,,,,,,
Y.I.M. LLC,LLC,Active,Annual report past due,1345854,2021-03-31,30 KREYSSIG RD,BROAD BROOK,United States,06016,CT,SEEYIMDOTCOM@GMAIL.COM,Domestic,2020-06-01,CT,Connecticut,True,False,True,True,False,,,2021-11-10 00:08:43.4500000,,,,,,,,,,,,,,,,,,,,,,,
XB PROPERTIES LLC,LLC,Active,Annual report past due,1345855,2021-03-31,214 SOUTH COLONY ROAD,WALLINGFORD,United States,06492,CT,JIMMYEXPRESS1316@GMAIL.COM,Domestic,2020-06-01,CT,Connecticut,False,False,True,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:08:43.4500000,,,,,,,,,,,,,,,,,,,,,,,
WHAC ENTERPRISES LLC,LLC,Active,,1345856,2022-03-31,37 HIGH FARMS ROAD,WEST HARTFORD,United States,06107,CT,AMATOS@MATOSGROUP.COM,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:43.4500000,,,,,,,,,,,,,,,,,,,,,,,
"CRANE CONSULTING AND OUTSOURCING, LLC",LLC,Active,,1345857,2022-03-31,"6409 CONGRESS AVENUE, SUITE 100",BOCA RATON,United States,33487,FL,akey@cornerstonesupport.com,Foreign,2020-06-01,FL,FL,False,False,False,False,False,Collection Agencies (561440),,2021-11-10 00:08:43.4500000,,2020-06-01,"CRANE CONSULTING AND OUTSOURCING, LLC",United States,,"6409 CONGRESS AVENUE, SUITE 100, BOCA RATON, FL, 72201, United States","6409 CONGRESS AVENUE, SUITE 100",BOCA RATON,FL,72201,United States,"6409 CONGRESS AVENUE, SUITE 100, BOCA RATON, FL, 33487, United States","6409 CONGRESS AVENUE, SUITE 100",BOCA RATON,FL,33487,United States,,,,,,
P.O.M. BOX LLC,LLC,Active,Annual report past due,1345858,2021-03-31,391 MOUNTAIN ROAD,CHESHIRE,United States,06410,CT,CA.POM.BOX@GMAIL.COM,Domestic,2020-06-01,CT,Connecticut,True,False,False,False,False,All Other Specialty Food Stores (445299),445299.0,2021-11-10 00:08:43.4500000,,,,,,,,,,,,,,,,,,,,,,,
PABLO SEGUNDO TUSA POALASIN LLC,LLC,Active,Annual report past due,1345859,2021-03-31,184 OSBORNE ST,DANBURY CT 06810,United States,06810,CT,ESTEVEZKATIUSCA@GMAIL.COM,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,Drywall and Insulation Contractors (238310),238310.0,2021-11-10 00:08:43.4500000,,,,,,,,,,,,,,,,,,,,,,,
MODERN WAY LENDING LLC,LLC,Active,Annual report past due,1345860,2021-03-31,42 WARREN STREET,HARTFORD,United States,06120,CT,INFO@MODERNWAYLENDING.COM,Domestic,2020-06-01,CT,Connecticut,False,False,True,False,False,Mortgage and Nonmortgage Loan Brokers (522310),522310.0,2021-11-10 00:08:43.4500000,,,,,,,,,,,,,,,,,,,,,,,
J & J AMERICAN BULLY DYNASTY LLC,LLC,Active,,1345862,2022-03-31,90 FOXON BLVD,EAST HAVEN,United States,06513,CT,jbullydynasty@gmail.com,Domestic,2020-06-01,CT,Connecticut,False,False,True,False,False,Pet Care (except Veterinary) Services (812910),812910.0,2021-11-10 00:08:43.4500000,,,,,,,,,,,,,,,,,,,,,,,
EDGAR R CAMEY LLC,LLC,Active,Annual report past due,1345863,2021-03-31,71 CRYSTAL ST APT 3,STAMFORD,United States,06902,CT,LISSETTE_TRRS@YAHOO.COM,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:08:43.4500000,,,,,,,,,,,,,,,,,,,,,,,
YOUNIQUELY HERBALS LLC,LLC,Active,,1345864,2022-03-31,28 OLD NORTH RD,COLEBROOK,United States,06021,CT,stazialyn@yahoo.com,Domestic,2020-06-01,CT,Connecticut,True,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:08:43.4500000,,,,,,,,,,,,,,,,,,,,,,,
THE UNDERGROUND SALON LLC,LLC,Active,,1345865,2022-03-31,18 B CHURCH STREET,GUILFORD,United States,06437,CT,TALENTEDSTYLISTS@YAHOO.COM,Domestic,2020-06-01,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:08:43.4500000,,,,,,,,,,,,,,,,,,,,,,,
MZC FILMS LLC,LLC,Withdrawn,,1345866,2021-03-31,255 CABRINI BLVD. APT. 2C C/O LINDA ROSENTHAL,NEW YORK,United States,10040,NY,MICAH.CORMIER@GMAIL.COM,Foreign,2020-06-01,NY,NY,False,False,False,False,False,Motion Picture and Video Production (512110),512110.0,2021-11-10 00:08:43.4500000,,2020-09-01,MZC FILMS LLC,United States,,"255 CABRINI BLVD. APT. 2C C/O LINDA ROSENTHAL, NEW YORK, NY, 10040, United States",255 CABRINI BLVD. APT. 2C C/O LINDA ROSENTHAL,NEW YORK,NY,10040,United States,"255 CABRINI BLVD. APT. 2C C/O LINDA ROSENTHAL, NEW YORK, NY, 10040, United States",255 CABRINI BLVD. APT. 2C C/O LINDA ROSENTHAL,NEW YORK,NY,10040,United States,,,,,,
HOMES FOR SENIORS LLC,LLC,Active,Annual report past due,1345867,2021-03-31,10 LIBRARY PL.,BETHEL,United States,06801,CT,CDRZAL.HOMESFORSENIORS@GMAIL.COM,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,Services for the Elderly and Persons with Disabilities (624120),624120.0,2021-11-10 00:08:43.4500000,,,,,,,,,,,,,,,,,,,,,,,
PARADISE THAI LLC,LLC,Active,Annual report past due,1345868,2021-03-31,500 BOSTON POST ROAD,ORANGE,United States,06477,CT,GONGLEAN2784@GMAIL.COM,Domestic,2020-06-01,CT,Connecticut,True,False,True,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:08:43.4500000,,,,,,,,,,,,,,,,,,,,,,,
CULINARYDNA LLC,LLC,Active,,1345874,2022-03-31,33 APPLEWOOD LANE,MILFORD,United States,06460,CT,christophermartone@yahoo.com,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,,,,,,
THE MUFFIN SAFE LLC,LLC,Dissolved,,1345875,2022-03-31,33 APPLEWOOD LANE,MILFORD,United States,06460,CT,christophermartone@yahoo.com,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,Baked Goods Stores (445291),445291.0,2021-11-10 00:08:43.4966667,,,,,2021-09-08T00:00:00.000,,,,,,,,,,,,,,,,,,
"DAY HILL DOME PARTNERS, LLC",LLC,Active,,1345877,2022-03-31,875 DAY HILL ROAD,WINDSOR,United States,06095,CT,taxes@dayhilldome.com,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,Fitness and Recreational Sports Centers (713940),,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,,,,,,
BEAVER PINES LLC,LLC,Active,,1345879,2022-03-31,1728 ROUTE 198,WOODSTOCK,United States,06281,CT,beaverpines@outlook.com,Domestic,2020-06-01,CT,Connecticut,True,True,False,False,False,RV (Recreational Vehicle) Parks and Campgrounds (721211),721211.0,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,,,,,,
"WELLTRE' HAIRCARE, LLC",LLC,Active,,1345880,2022-03-31,45 JACKSON ROAD,BLOOMFIELD,United States,06002,CT,HURSTLATONYA@GMAIL.COM,Domestic,2020-06-01,CT,Connecticut,True,False,True,False,False,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",446120.0,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,,,,,,
PRACTICE THE INTERVIEW LLC,LLC,Active,Annual report past due,1345885,2021-03-31,326 NW CORNER RD,NORTH STONINGTON,United States,06359,CT,PRACTICETHEINTERVIEW@GMAIL.COM,Domestic,2020-06-01,CT,Connecticut,False,True,False,False,False,Professional and Management Development Training (611430),611430.0,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,,,,,,
J.M.S. PROPERTIES LLC,LLC,Active,Annual report past due,1345886,2021-03-31,90 KIBBE STREET,HARTFORD,,06106,CT,J.M.S.PROPERTIES1994@GMAIL.COM,Domestic,2020-06-01,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,,,,,,
"ARIES NDT SOLUTIONS, LLC",LLC,Active,,1345887,2022-03-31,11 LEITAO DR,OAKDALE,United States,06370,CT,tim@ariesndtsolutions.com,Domestic,2020-06-01,CT,Connecticut,False,True,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",,2021-11-10 00:08:43.4966667,,,,,,,,,,,,,,,,,,,,,,,
