name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,category_survey_email_address,total_authorized_shares,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,date_of_organization_meeting,reason_for_administrative,mailing_international_address
COMPUTER SERVICES & MEDIA TECH LLC,LLC,Active,Annual report past due,1349412,2021-03-31,108 LORRAINE ST,BRIDGEPORT,United States,06604,CT,COMPUTERSERVMEDIA@GMAIL.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Computer Training (611420),611420.0,2021-11-10 00:08:43.5300000,,,,,,,,,,,,,,,,,,,,,,
"PIPE DREAM KITCHEN, LLC",LLC,Active,,1349413,2022-03-31,67 OLD SEA LANE,OLD SAYBROOK,United States,06475,CT,jwebb@pipedreamkitchen.com,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:08:43.5300000,,,,,,,,,,,,,,,,,,,,,,
808 FOXON RD LLC,LLC,Active,,1349414,2022-03-31,800 FOXON RD,EAST HAVEN,United States,06513,CT,corp@iVisionRE.com,Domestic,2020-07-01,CT,Connecticut,True,False,True,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:08:43.5300000,,,,,,,,,,,,,,,,,,,,,,
NEW ERIE SCIENTIFIC LLC,LLC,Active,,1349415,2022-03-31,20 POST ROAD,PORTSMOUTH,United States,03801,NH,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2020-07-01,DE,DE,False,False,False,False,False,Glass Product Manufacturing Made of Purchased Glass (327215),,2021-11-10 00:08:43.5300000,,2020-07-01,NEW ERIE SCIENTIFIC LLC,United States,,,"20 POST ROAD, PORTSMOUTH, NH, 03801, United States",20 POST ROAD,PORTSMOUTH,NH,03801,United States,"20 POST ROAD, PORTSMOUTH, NH, 03801, United States",20 POST ROAD,PORTSMOUTH,NH,03801,United States,,,,
"JMB LAW, LLC",LLC,Active,Annual report past due,1349416,2021-03-31,467 NAUBUC AVE.,GLASTONBURY,United States,06033,CT,JBECHTEL210@GMAIL.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Offices of Lawyers (541110),541110.0,2021-11-10 00:08:43.5600000,,,,,,,,,,,,,,,,,,,,,,
BRIGHT CLOUD COMPUTING SERVICES LLC,LLC,Active,,1349417,2022-03-31,515 WEST AVE 372,NORWALK,United States,06850,CT,bright.poku@gmail.com,Domestic,2020-07-01,CT,Connecticut,False,False,True,False,False,Custom Computer Programming Services (541511),541511.0,2021-11-10 00:08:43.5600000,2021-11-30T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
I GOTCHA! SERVICES LLC,LLC,Active,Annual report past due,1349418,2021-03-31,18 SOUTHGATE RD,TRUMBULL,United States,06611,CT,JHIRSHIK@YAHOO.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,True,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:43.5600000,,,,,,,,,,,,,,,,,,,,,,
RICHARD-ALLAN SCIENTIFIC LLC,LLC,Active,,1349419,2022-03-31,4481 CAMPUS DRIVE,KALAMAZOO,United States,49008,MI,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2020-07-01,DE,DE,False,False,False,False,False,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers (423450)",,2021-11-10 00:08:43.5600000,,2020-07-01,RICHARD-ALLAN SCIENTIFIC LLC,United States,,,"4481 CAMPUS DRIVE, KALAMAZOO, MI, 49008, United States",4481 CAMPUS DRIVE,KALAMAZOO,MI,49008,United States,"4481 CAMPUS DRIVE, KALAMAZOO, MI, 49008, United States",4481 CAMPUS DRIVE,KALAMAZOO,MI,49008,United States,,,,
DUCHESS OF DAMES LLC,LLC,Active,,1349420,2022-03-31,53 LAWLOR STREET,WATERBURY,United States,06708,CT,duchessofdames@outlook.com,Domestic,2020-07-01,CT,Connecticut,True,False,True,False,False,Women's Clothing Stores (448120),448120.0,2021-11-10 00:08:43.5600000,,,,,,,,,,,,,,,,,,,,,,
NANA'S FRONT PORCH TAKEOUT LLC,LLC,Active,Annual report past due,1349421,2021-03-31,2 FRANKLIN AVENUE APT A,HARTFORD,United States,06114,CT,NANACHICKEN74@YAHOO.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Caterers (722320),722320.0,2021-11-10 00:08:43.5600000,,,,,,,,,,,,,,,,,,,,,,
MADDS HOLDINGS LLC,LLC,Active,Annual report past due,1349422,2021-03-31,49 FEDERAL ROAD UNIT C,BROOKFIELD,United States,06804,CT,MICHAEL.Y.HUSSAIN@GMAIL.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:43.5600000,,,,,,,,,,,,,,,,,,,,,,
CHINA HOUSE NEW LONDON INC.,B Corp,Active,,1349423,2022-10-17,1 OCEAN AVE,NEW LONDON,United States,06320,CT,HYSERVICES@YAHOO.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),722513.0,2021-11-10 00:08:43.5600000,,,,,,100.0,,,,,,,,,,,,,,,,
LR ENTERPRISE INC.,Stock,Active,,1349424,2022-02-18,11 ALLEN STREET,NEW HYDE PARK,United States,11040,NY,LIBERTYRESTENT@GMAIL.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),,2021-11-10 00:08:43.5600000,,,,,,200.0,,,,,,,,,,,,,,,,
VISIONS BY ANGIE LLC,LLC,Active,Annual report past due,1349425,2021-03-31,38 TOWNLINE ROAD SUITE 17,ROCKY HILL,United States,06067,CT,ANGIESVISION1103@GMAIL.COM,Domestic,2020-07-01,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:08:43.5600000,,,,,,,,,,,,,,,,,,,,,,
JUST 10 INVESTMENT CLUB LLC,LLC,Active,,1349426,2022-03-31,506 BLAKE STREET  SUITE 2,NEW HAVEN,United States,06511,CT,larryconaway2001@gmail.com,Domestic,2020-07-01,CT,Connecticut,False,False,True,False,False,Business Associations (813910),523930.0,2021-11-10 00:08:43.5600000,,,,,,,,,,,,,,,,,,,,,,
15 BARBOUR STREET LLC,LLC,Active,,1349427,2022-03-31,49 FEDERAL ROAD UNIT C,BROOKFIELD,United States,06804,CT,rda@westconnlaw.com,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:43.5600000,,,,,,,,,,,,,,,,,,,,,,
LRE REALTY LLC,LLC,Active,,1349428,2022-03-31,35 WHALLEY AVENUE,NEW HAVEN,United States,06511,CT,libertrestent@gmail.com,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),,2021-11-10 00:08:43.5600000,,,,,,,,,,,,,,,,,,,,,,
"PELVIC HEALTH PHYSICAL THERAPY, LLC",LLC,Active,,1349429,2022-03-31,304 MAIN STREET SUITE 205,FARMINGTON,United States,06032,CT,pelvichealthct@gmail.com,Domestic,2020-07-01,CT,Connecticut,True,False,False,False,False,"Offices of Physical, Occupational and Speech Therapists, and Audiologists (621340)",621340.0,2021-11-10 00:08:43.5600000,,,,,,,,,,,,,,,,,,,,,,
"INCLINE CAPITAL, LLC",LLC,Active,,1349430,2022-03-31,600 OENOKE RIDGE,NEW CANAAN,United States,06840,CT,Laguzzaj@gmail.com,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),,2021-11-10 00:08:43.5600000,,,,,,,,,,,,,,,,,,,,,,
RUSSELL SPEEDERS SUBSCRIPTION LLC,LLC,Active,,1349432,2022-03-31,607 MAIN AVE.  2ND FLOOR,NORWALK,United States,06851,CT,mduignan@rsw.net,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",,2021-11-10 00:08:43.5600000,,,,,,,,,,,,,,,,,,,,,,
STOIC MISFITS LLC,LLC,Active,,1349433,2022-03-31,923 JACOBS LANE,NEWINGTON,United States,06111,CT,nbell418@gmail.com,Domestic,2020-07-01,CT,Connecticut,True,False,True,False,False,Clothing Accessories Stores (448150),448150.0,2021-11-10 00:08:43.5600000,,,,,,,,,,,,,,,,,,,,,,
35 CLAUDIA DRIVE LLC,LLC,Active,,1349434,2022-03-31,26 WOODSIDE STREET UNIT 1A,STAMFORD,United States,06902,CT,philg123@msn.com,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:44.1400000,,,,,,,,,,,,,,,,,,,,,,
SHIR CHAVERIM INC.,Non-Stock,Active,First report past due,1349435,2020-09-29,No information provided,,,,,AARON@SHERMANLI.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Religious Organizations (813110),813110.0,2021-11-10 00:08:44.1400000,,,,,,,,,,,,,,,,,,,,,,
"PETZOLD'S CHESTER BOAT BASIN, LLC",LLC,Active,,1349436,2022-03-31,226 MIDDLESEX AVENUE,CHESTER,United States,06412,CT,SWILKINSON@WILKINSONWOLFECPA.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Marinas (713930),713930.0,2021-11-10 00:08:44.1400000,,,,,,,,,,,,,,,,,,,,,,
WHITFIELD LLC,LLC,Active,,1349437,2022-03-31,225 SUMMER HILL ROAD,MADISON,United States,06443,CT,WHITFIELDPROPS@GMAIL.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:44.1400000,,,,,,,,,,,,,,,,,,,,,,
"JT FOR GLOBAL DEVELOPMENT, LLC",LLC,Active,,1349438,2022-03-31,17 HOWE ST APT C3,NEW HAVEN,United States,06511,CT,jtforglobaldevelopment@gmail.com,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Internet Publishing and Broadcasting and Web Search Portals (519130),519130.0,2021-11-10 00:08:44.1400000,,,,,,,,,,,,,,,,,,,,,,
KAP ACCOUNTING SERVICES LLC,LLC,Active,Annual report past due,1349439,2021-03-31,392 STATE ST APT 7D,NORTH HAVEN,United States,06473,CT,KPUTORAK@GMAIL.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Other Accounting Services (541219),541219.0,2021-11-10 00:08:44.1400000,,,,,,,,,,,,,,,,,,,,,,
"2 BROTHERS PROPERTIES, LLC",LLC,Active,,1349440,2022-03-31,226 MIDDLESEX AVENUE,CHESTER,United States,06412,CT,SWILKINSON@WILKINSONWOLFECPA.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:44.1400000,,,,,,,,,,,,,,,,,,,,,,
COCOLION HAIR AND WELLNESS LLC,LLC,Active,,1349442,2022-03-31,44 WILLINGTON AVENUE,STAFFORD SPRINGS,United States,06076,CT,cocolionhairandwellness@gmail.com,Domestic,2020-07-01,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:08:44.1400000,,,,,,,,,,,,,,,,,,,,,,
STRUCTURED MANAGEMENT LLC,LLC,Active,Annual report past due,1349443,2021-03-31,18 WALL STREET,NORWALK,United States,06851,CT,STRUCTUREDMANAGEMENT21@GMAIL.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:08:44.1400000,,,,,,,,,,,,,,,,,,,,,,
SUNSHINE CHILD CARE LLC,LLC,Active,Annual report past due,1349444,2021-03-31,87 SPRUCEDALE DRIVE,WATERBURY,United States,06706,CT,KENIADELAROSA1215@GMAIL.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Child Day Care Services (624410),624410.0,2021-11-10 00:08:44.1400000,,,,,,,,,,,,,,,,,,,,,,
BECCA'S HOMEMADE SOAP LLC,LLC,Dissolved,,1349448,2021-03-31,137 WALNUT ST.,WILLIMANTIC,United States,06226,CT,BECCASHOMEMADESOAP@GMAIL.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Soap and Other Detergent Manufacturing (325611),325611.0,2021-11-10 00:08:44.1400000,2021-03-31T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
RACE STICKERS LLC,LLC,Active,Annual report past due,1349449,2021-03-31,"680 MIX AVE., APT. 5N",HAMDEN,United States,06514,CT,RACESTICKERSLLC@GMAIL.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:44.1400000,,,,,,,,,,,,,,,,,,,,,,
JOHN SPADAFINA LLC,LLC,Active,,1349450,2022-03-31,17 LORI LN.,WALLINGFORD,United States,06492,CT,SPADAFINAJ@GMAIL.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:44.1400000,,,,,,,,,,,,,,,,,,,,,,
"GREENRN, LLC",LLC,Active,Annual report past due,1349451,2021-03-31,40 NOUVELLE WAY UNIT N848,NATICK,United States,01760,MA,MICHELLE_ROCHON@YAHOO.COM,Domestic,2020-07-01,MA,Connecticut,True,False,False,False,False,All Other Health and Personal Care Stores (446199),446199.0,2021-11-10 00:08:44.1400000,,,,,,,,,,,,,,,,,,,,,,
MOLASKEY BIOSCAPES LLC,LLC,Active,Annual report past due,1349452,2021-03-31,156 FALL MOUNTAIN LAKE RD,TERRYVILLE,United States,06786,CT,MOLASKEYBIOSCAPES@GMAIL.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,"Other Foundation, Structure, and Building Exterior Contractors (238190)",238190.0,2021-11-10 00:08:44.1700000,,,,,,,,,,,,,,,,,,,,,,
RLH ONE LLC,LLC,Active,Annual report past due,1349453,2021-03-31,16 RICCIARDONE AVENUE,TORRINGTON,United States,06790,CT,MCSHERRYLAWOFFICE@YAHOO.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Other Direct Selling Establishments (454390),454390.0,2021-11-10 00:08:44.1700000,,,,,,,,,,,,,,,,,,,,,,
NAZTY'S AUTO DETAILING LLC,LLC,Active,Annual report past due,1349454,2021-03-31,35 DEPOT RD,CANTERBURY,United States,06331,CT,NAZTYSAUTODETAILING@YAHOO.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Car Washes (811192),811192.0,2021-11-10 00:08:44.1700000,,,,,,,,,,,,,,,,,,,,,,
MARIA DEL ROCIO SERVICES LLC,LLC,Active,Annual report past due,1349455,2021-03-31,94 SOUTH ST APT3,WATERBURY,United States,06706,CT,MILDREDP2003@HOTMAIL.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:44.1700000,,,,,,,,,,,,,,,,,,,,,,
ANCHOR INDUSTRIAL GROUP LLC,LLC,Active,,1349456,2022-03-31,21 SILVER ST.,STAMFORD,United States,06902,CT,info@anchorindustrialgroup.com,Domestic,2020-07-01,CT,Connecticut,True,False,False,False,False,Industrial Supplies Merchant Wholesalers (423840),423840.0,2021-11-10 00:08:44.1700000,,,,,,,,,,,,,,,,,,,,,,
"LIFT-CV, INC.",Non-Stock,Active,,1349457,2022-07-06,150 Alpine St,Bridgeport,United States,06610-1727,CT,JMGOMES01@GMAIL.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Other Social Advocacy Organizations (813319),813319.0,2021-11-10 00:08:44.1700000,,,,,,,,,,,,,,,,,,,,2020-07-01,,
RS.ART LLC,LLC,Active,,1349458,2022-03-31,114 N HUMISTON DR,BETHANY,United States,06524,CT,R.SCOTT@ROBERTASCOTT.ART,Domestic,2020-07-01,CT,Connecticut,True,True,True,False,False,"Independent Artists, Writers, and Performers (711510)",,2021-11-10 00:08:44.1700000,,,,,,,,,,,,,,,,,,,,,,
DEEP LLC,LLC,Active,,1349459,2022-03-31,86 MARTIN LUTHER KING DRIVE,BRIDGEPORT,United States,06608,CT,AVTARKULLAR@YAHOO.COM,Domestic,2020-07-01,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:08:44.1700000,,,,,,,,,,,,,,,,,,,,,,
B LLC,LLC,Active,,1349460,2022-03-31,28 WILNA STREET,NEW BRITAIN,United States,06053,CT,shane@bellone.com,Domestic,2020-07-01,CT,Connecticut,False,True,False,True,False,Custom Computer Programming Services (541511),541511.0,2021-11-10 00:08:44.1700000,,,,,,,,,,,,,,,,,,,,,,
"WBEAUTY STUDIO, LLC",LLC,Active,,1349461,2022-03-31,1151 SOUTH MAIN STREET,CHESHIRE,United States,06410,CT,wbeauty.studio@yahoo.com,Domestic,2020-07-01,CT,Connecticut,True,False,True,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:08:44.1700000,,,,,,,,,,,,,,,,,,,,,,
LOGANFAMILY LLC,LLC,Active,,1349462,2022-03-31,14 AVERY STREET,PAWCATUCK,United States,06379,CT,compliance@zenbusiness.com,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:44.1700000,,,,,,,,,,,,,,,,,,,,,,
MJE LANDSCAPING LLC,LLC,Active,Annual report past due,1349463,2021-03-31,7 WILDMERE LN,NORWALK,United States,06851,CT,TAXCENTERCT@GMAIL.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:08:44.1700000,,,,,,,,,,,,,,,,,,,,,,
BARISTA LLC,LLC,Active,,1349464,2022-03-31,26 FARMSTEAD ROAD,SHORT HILLS,United States,07078,NJ,baristaoncampus@gmail.com,Domestic,2020-07-01,NJ,Connecticut,False,False,False,False,False,Custom Computer Programming Services (541511),541511.0,2021-11-10 00:08:44.1700000,,,,,,,,,,,,,,,,,,,,,,
RENDON CLEANING AND REMODELING LLC,LLC,Active,Annual report past due,1349465,2021-03-31,60 KENT AVE,BRIDGEPORT,United States,06610,CT,TAXCENTERCT@GMAIL.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:08:44.1700000,,,,,,,,,,,,,,,,,,,,,,
"RIVER EAST INSURANCE, LLC",LLC,Active,,1349466,2022-03-31,139 SOUTH MAIN STREET,COLCHESTER,United States,06415,CT,dan@rivereastinsurance.com,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:08:44.1700000,,,,,,,,,,,,,,,,,,,,,,
HEIDIBAR LLC,LLC,Active,,1349467,2022-03-31,94 BROOKMOOR ROAD,WEST HARTFORD,United States,06107,CT,courtney@goheidibar.com,Domestic,2020-07-01,CT,Connecticut,True,False,False,False,False,Pet and Pet Supplies Stores (453910),453910.0,2021-11-10 00:08:44.1700000,,,,,,,,,,,,,,,,,,,,,,
COATH PARTNERS LLC,LLC,Active,Annual report past due,1349468,2021-03-31,32 MOUNTAIN TOP LANE,NEW HAVEN,United States,06513,CT,GOUBOURNPROPERTIES@GMAIL.COM,Domestic,2020-07-01,CT,Connecticut,False,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:44.1700000,,,,,,,,,,,,,,,,,,,,,,
"PAMELA BLANCHETT, LLC",LLC,Active,Annual report past due,1349469,2021-03-31,27 ELSKIP LANE,GREENWICH,United States,06831,CT,PAMELA.BLANCHETT@GMAIL.COM,Domestic,2020-07-01,CT,Connecticut,True,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),621399.0,2021-11-10 00:08:44.1700000,,,,,,,,,,,,,,,,,,,,,,
"EAGLE LOGISTICS, LLC",LLC,Active,Annual report past due,1349470,2021-03-31,9 PARK AVE. APT. D,ENFIELD,United States,06082,CT,ABBASABBAS85@OUTLOOK.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",484122.0,2021-11-10 00:08:44.2000000,,,,,,,,,,,,,,,,,,,,,,
CARIBBEAN SEAFOOD PARLOR LLC,LLC,Active,Annual report past due,1349471,2021-03-31,85 CLINTON ST,WATERBURY,United States,06710,CT,ARIELKHIA96@GMAIL.COM,Domestic,2020-07-01,CT,Connecticut,True,False,False,False,False,Limited-Service Restaurants (722513),722513.0,2021-11-10 00:08:44.2000000,,,,,,,,,,,,,,,,,,,,,,
"WREN HOMESCHOOL CONSULTING, LLC",LLC,Active,,1349472,2022-03-31,1 A LONG HILL DRIVE,MIDDLE HADDAM,United States,06456,CT,Linda@wrenhsc.com,Domestic,2020-07-01,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:44.2000000,,,,,,,,,,,,,,,,,,,,,,
"THE EVOLVE FUND, LLC",LLC,Active,Annual report past due,1349473,2021-03-31,75 OLD HILL ROAD,WESTPORT,United States,06880-2315,CT,THEEVOLVEFUND@OUTLOOK.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Open-End Investment Funds (525910),525910.0,2021-11-10 00:08:44.2000000,,,,,,,,,,,,,,,,,,,,,,
SILVER LANE CUTS LLC,LLC,Active,Annual report past due,1349474,2021-03-31,283 SILVER LANE,EAST HARTFORD,,06118,CT,HMENSAH@HENRYMENSAHCPA.COM,Domestic,2020-07-01,CT,Connecticut,False,False,True,False,False,Barber Shops (812111),812111.0,2021-11-10 00:08:44.2000000,,,,,,,,,,,,,,,,,,,,,,
THE CHILL FACTORY LLC,LLC,Active,,1349475,2022-03-31,40 BULL'S BRIDGE ROAD,SOUTH KENT,United States,06785,CT,raphaelchlls8@gmail.com,Domestic,2020-07-01,CT,Connecticut,False,False,True,False,False,Sports and Recreation Instruction (611620),611620.0,2021-11-10 00:08:44.2000000,,,,,,,,,,,,,,,,,,,,,,
SILVER LININGS LLC,LLC,Active,,1349476,2022-03-31,20 FIELDSTONE DRIVE,EASTON,United States,06612,CT,GENESISCOMPANIESLLC@GMAIL.COM,Domestic,2020-07-01,CT,Connecticut,True,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:44.2000000,,,,,,,,,,,,,,,,,,,,,,
"MARSAM MARINE, LLC",LLC,Active,Annual report past due,1349477,2021-03-31,11 S WIG HILL RD,CHESTER,United States,06412,CT,MARSAMMARINE@GMAIL.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Offices of Other Holding Companies (551112),551112.0,2021-11-10 00:08:44.2000000,,,,,,,,,,,,,,,,,,,,,,
PAPA G'S LLC,LLC,Active,Annual report past due,1349478,2021-03-31,7 BACKUS AVE DANBURY FAIR MALL B221,DANBURY,United States,06810,CT,C.LARAONESTOP@GMAIL.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),722513.0,2021-11-10 00:08:44.2000000,,,,,,,,,,,,,,,,,,,,,,
INTEGRATED MARKETING LLC,LLC,Active,Annual report past due,1349479,2021-03-31,4 MAIN STREET,NORWALK,United States,06851,CT,INTEGRATEDMARKETING21@GMAIL.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:08:44.2000000,,,,,,,,,,,,,,,,,,,,,,
CELEBRITY RENTAL LLC,LLC,Active,Annual report past due,1349480,2021-03-31,1592 NORTH BROAD STREET,MERIDEN,United States,06450,CT,HMENSAH@HENRYMENSAHCPA.COM,Domestic,2020-07-01,CT,Connecticut,False,False,True,False,False,Passenger Car Leasing (532112),532112.0,2021-11-10 00:08:44.2000000,,,,,,,,,,,,,,,,,,,,,,
"AEGIS DEFENSE SERVICES, LLC",LLC,Active,,1349481,2022-03-31,1760 OLD MEADOW ROAD SUITE 400,MCLEAN,United States,22102,VA,cls-ctarmsevidence@wolterskluwer.com,Foreign,2020-07-01,DE,DE,False,False,False,False,False,Security Guards and Patrol Services (561612),,2021-11-10 00:08:44.2000000,,2020-06-23,"AEGIS DEFENSE SERVICES, LLC",United States,,,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,"1209 ORANGE ST, WILMINGTON, DE, 19801, United States",1209 ORANGE ST,WILMINGTON,DE,19801,United States,,,,
THE PALACE INC.,Stock,Active,First report past due,1349483,2020-09-29,No information provided,,,,,EFFAFELIX@YAHOO.COM,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Caterers (722320),722320.0,2021-11-10 00:08:44.2000000,,,,,,100.0,,,,,,,,,,,,,,,,
LT GORDON PROPERTIES LLC,LLC,Active,,1349484,2022-03-31,318 FITCHVILLE ROAD,BOZRAH,United States,06334,CT,logan.gordon@mainscountrystore.com,Domestic,2020-07-01,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:44.2000000,,,,,,,,,,,,,,,,,,,,,,
"RXFUNCTION, INC.",Stock,Active,,1349485,2022-07-01,7576 MARKET PLACE DR,EDEN PRAIRIE,United States,55344-3636,MN,ACCOUNTSPAYABLE@RXFUNCTION.COM,Foreign,2020-07-01,MN,MN,False,False,False,False,False,All Other Miscellaneous Manufacturing (339999),339999.0,2021-11-10 00:08:44.2000000,,2020-07-06,"RXFUNCTION, INC.",United States,,,,,,,,,,,,,,,,,,
