name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,began_transacting_in_ct,business_name_in_state_country,category_survey_email_address,country_formation,billing_unit,dissolution_date,reason_for_administrative,total_authorized_shares,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,date_of_organization_meeting
SPRINKLES ON TOP LLC,LLC,Active,1337965,2022-03-31,22 LURTON STREET,NEW BRITAIN,United States,06053,CT,dialisramos46@gmail.com,Domestic,2020-03-02,CT,Connecticut,True,False,True,False,False,Food Service Contractors (722310),722310.0,2021-11-10 00:08:35.7466667,,,,,,,,,,,,,,,,,,,,,,
VILLAGE GREEN MARKET CORPORATION,Non-Stock,Active,1337966,2020-05-31,No information provided,,,,,KYLEWILK@GMAIL.COM,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,All Other Specialty Food Stores (445299),445299.0,2021-11-10 00:08:35.7466667,First report past due,,,,,,,Failure to file First Report,,,,,,,,,,,,,,
"SOCIAL MARKETING SCENE, LLC",LLC,Active,1337967,2021-03-31,984 SOUTHFORD ROAD SUITE 15,MIDDLEBURY,United States,06762,CT,INFO@SOCIALMARKETINGSCENE.COM,Domestic,2020-03-02,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:35.7466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"PORTIA PENDLETON, LCSW LLC",LLC,Active,1337968,2022-03-31,12 ROGERS LAKE TRAIL,OLD LYME,United States,06371,CT,portiapendletonlcswllc@gmail.com,Domestic,2020-03-02,CT,Connecticut,True,False,False,False,False,Other Individual and Family Services (624190),624190.0,2021-11-10 00:08:35.7466667,,,,portiapendletonlcswllc@gmail.com,,,,,,,,,,,,,,,,,,
WESTERN CONNECTICUT RESTORATION LLC,LLC,Active,1337969,2022-03-31,12 NORTH SAWYER HILL RD,MARBLEDALE,United States,06777,CT,office@westernctrestore.com,Domestic,2020-03-02,CT,Connecticut,True,False,False,False,False,Janitorial Services (561720),561790.0,2021-11-10 00:08:35.7466667,,,,,,,,,,,,,,,,,,,,,,
DAVILA & SONS CLEANING LLC,LLC,Active,1337970,2021-03-31,1362 SOUTH AVE,STRATFORD,United States,06615,CT,DAVILASONSLLC@YAHOO.COM,Domestic,2020-03-02,CT,Connecticut,True,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:08:35.7466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
TWO GODFREY LLC,LLC,Active,1337971,2022-03-31,4 BEACH ROAD,GROTON,United States,06340,CT,melissa.oceantechnology@gmail.com,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:35.7466667,,,,,,,,,,,,,,,,,,,,,,
"MINORITY ENTREPRENEURS TRAINING ASSOCIATION, INC.",Non-Stock,Active,1337972,2022-06-01,468 ANSON STREET,BRIDGEPORT,United States,06606,CT,MINORITYETA@GMAIL.COM,Domestic,2020-03-02,CT,Connecticut,True,False,True,False,False,Professional and Management Development Training (611430),611430.0,2021-11-10 00:08:35.7466667,,,,,,,,,,,,,,,,,,,,,,
NAAD CENTER LLC,LLC,Dissolved,1337973,2022-03-31,80 BIRCH LANE,GREENWICH,United States,06830,CT,naadcentergreenwich@gmail.com,Domestic,2020-03-02,CT,Connecticut,True,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),621399.0,2021-11-10 00:08:35.7466667,,,,,,,2021-02-17T00:00:00.000,,,,,,,,,,,,,,,
KNL HOME DELIVERY LLC,LLC,Active,1337974,2022-03-31,61 PLEASANT STREET APT. A3,DANBURY,United States,06810,CT,cristiankarnal54@gmail.com,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:08:35.7466667,,,,,,,,,,,,,,,,,,,,,,
L&L2020 LLC,LLC,Active,1337975,2022-03-31,126 GALLUP HILL RD,LEDYARD,United States,06339,CT,Klechner3@yahoo.com,Domestic,2020-03-02,CT,Connecticut,True,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:08:35.7466667,,,,,,,,,,,,,,,,,,,,,,
SOLO ENTERPRISES LLC,LLC,Active,1337976,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,eastern@northwestregisteredagent.com,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,Business Associations (813910),452319.0,2021-11-10 00:08:35.7466667,,,,,,,,,,,,,,,,,,,,,,
ROSS SHEPHERD CONSTRUCTION LLC,LLC,Active,1337977,2021-03-31,175 RIVERVIEW,GUILFORD,United States,,CT,RAS104@AOL.COM,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:35.7466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"NP3, LLC",LLC,Active,1337978,2022-03-31,6 DEERFIELD DRIVE,ASHFORD,United States,06278,CT,noah@homesellingteam.com,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:36.2166667,,,,,,,,,,,,,,,,,,,,,,
BREAKTHROUGH UNLIMITED LLC,LLC,Active,1337979,2021-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,NE@NORTHWESTREGISTEREDAGENT.COM,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.2166667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
RESTART HEALTH AND WELLNESS LLC,LLC,Active,1337980,2021-03-31,1336 WEST MAIN STREET 2A,WATERBURY,United States,06708,CT,RESTARTHEALTHWELLNESS@GMAIL.COM,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,Outpatient Mental Health and Substance Abuse Centers (621420),621420.0,2021-11-10 00:08:36.2166667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
RAND TACTICAL & SURVIVAL LLC,LLC,Active,1337981,2021-03-31,177 CANAL STREET,PLANTSVILLE,United States,06479,CT,ROBERT@KMSDEFENSE.COM,Domestic,2020-03-02,CT,Connecticut,False,True,False,False,False,All Other Miscellaneous Schools and Instruction (611699),611699.0,2021-11-10 00:08:36.2166667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
AUTUMNTIDE HERBAL WELLNESS LLC,LLC,Active,1337982,2022-03-31,1690 KING STREET,ENFIELD,United States,06082,CT,autumntideherbals@gmail.com,Domestic,2020-03-02,CT,Connecticut,True,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:08:36.2166667,,,,,,,,,,,,,,,,,,,,,,
"DB GREENFIELD REALTY, LLC",LLC,Active,1337983,2021-03-31,425 GREENFIELD STREET,FAIRFIELD,United States,06825,CT,MBURDO@MILAZZOBURDOLAW.COM,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:36.2166667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"NIKKI'S, LLC",LLC,Active,1337984,2022-03-31,1052 Main Street,Newington,United States,06111,CT,VANGJELGJONI0281@GMAIL.COM,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:08:36.2166667,,,,,,,,,,,,,,,,,,,,,,
"5 COSTANZO ASSOCIATES, LLC",LLC,Active,1337985,2022-03-31,1396 STEPHEN MARC LANE,EAST MEADOW,United States,11554,NY,justinagosta@yahoo.com,Domestic,2020-03-02,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:36.2166667,,,,,,,,,,,,,,,,,,,,,,
"MJ SALES GROUP, LLC",LLC,Active,1337986,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,eastern@northwestregisteredagent.com,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:08:36.2166667,,,,,,,,,,,,,,,,,,,,,,
"MEP ANCHORING SOLUTIONS, LLC",LLC,Active,1337987,2021-03-31,503 MAIN STREET,NEW CANAAN,United States,06840,CT,JSANDREUTER@GMAIL.COM,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,Commercial and Institutional Building Construction (236220),236220.0,2021-11-10 00:08:36.2166667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
SAWYER HOUSE LLC,LLC,Active,1337988,2021-03-31,"40 PROSPECT AVE BLDG 2,  1J",NORWALK,United States,06850,CT,DANE.A.SAWYER@GMAIL.COM,Domestic,2020-03-02,CT,Connecticut,False,True,False,True,False,Book Publishers (511130),511130.0,2021-11-10 00:08:36.2166667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
SCOTTY'S AUTOS LLC,LLC,Active,1337990,2022-03-31,75 COUNTRY CLUB RD,DAYVILLE,United States,06241,CT,Scott@scottys-autos.com,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,General Automotive Repair (811111),811111.0,2021-11-10 00:08:36.2166667,,,,,,,,,,,,,,,,,,,,,,
"OTC HEATING & COOLING,LLC",LLC,Active,1337991,2022-03-31,180 BEAR HILL RD,BETHANY,United States,06524,CT,Offtheclockhvac@gmail.com,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",238220.0,2021-11-10 00:08:36.2166667,,,,,,,,,,,,,,,,,,,,,,
"THE DONKEY'S CROSS, INC.",Non-Stock,Active,1337992,2022-03-06,23 GREEN HILL ROAD,BETHLEHEM,United States,06751,CT,Thedonkeyscross@gmail.com,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,Other Social Advocacy Organizations (813319),813319.0,2021-11-10 00:08:36.2166667,,,,,,,,,,,,,,,,,,,,,,
DE LA ROSA TRANSPORT LLC,LLC,Active,1337993,2021-03-31,34 PANADARM RD APT 301,DANBURY,United States,06811,CT,DELAROSATRANSPORTLLC@GMAIL.COM,Domestic,2020-03-02,CT,Connecticut,False,False,True,False,False,"Specialized Freight (except Used Goods) Trucking, Local (484220)",484220.0,2021-11-10 00:08:36.2166667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
SERRANO R. LANDSCAPING LLC,LLC,Active,1337994,2021-03-31,569 ELM ST APT 3,NEW HAVEN,United States,06511,CT,ELIZABETHPEREZ323@GMAIL.COM,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:36.2166667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"BROWENS GIFTS, LLC",LLC,Active,1337995,2021-03-31,41 IRON ST,LEDYARD,United States,06339,CT,ROB@DUBIELCPA.COM,Domestic,2020-03-02,CT,Connecticut,True,False,False,False,False,"Gift, Novelty, and Souvenir Stores (453220)",453220.0,2021-11-10 00:08:36.2466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"SEAMIST AT MYSTIC, LLP",LLP,Active,1337996,2021-03-02,23 TWIN LAKES DRIVE,WATERFORD,,06358,CT,GDEVGROUP12@GMAIL.COM,Domestic,2020-03-02,CT,Connecticut,True,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:08:36.2466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"BAYSHORE MORTGAGE FUNDING, LLC",LLC,Active,1337997,2022-03-31,"1920 GREENSPRING DR, SUITE 140",TIMONIUM,United States,21093,MD,MARS@MYPARACORP.COM,Domestic,2020-03-02,MD,Connecticut,False,False,False,False,False,Consumer Lending (522291),522291.0,2021-11-10 00:08:36.2466667,,,,,,,,,,,,,,,,,,,,,,
CAF MANAGEMENT LLC,LLC,Active,1337999,2021-03-31,75 WASHINGTON AVENUE,NORTH HAVEN,United States,06473,CT,PDLAND@AOL.COM,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:08:36.2466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
STONE INVESTMENTS LLC,LLC,Active,1338000,2021-03-31,59R PENT ROAD,DURHAM,United States,06422,CT,STONE8175@COMCAST.NET,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:36.2466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
CREATIVE PERSPECTIVES LLC,LLC,Active,1338001,2022-03-31,4 FORT HILL ROAD,GROTON,United States,06340,CT,emberleigh.luce@yahoo.com,Domestic,2020-03-02,CT,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:08:36.2466667,,,,,,,,,,,,,,,,,,,,,,
"KING OF CLOCKS, INC.",Stock,Active,1338002,2022-03-02,C/O MARKS PANETH LLP 685 THIRD AVENUE,NEW YORK,United States,10017,NY,LTUBIS@MARKsPANETH.COM,Foreign,2020-03-02,NY,NY,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:08:36.2466667,,2020-01-26,"KING OF CLOCKS, INC.",,United States,,,,,,,,,,,,,,,,,
"THE FUTURE SCHOOL, INC.",Non-Stock,Active,1338004,2020-05-31,No information provided,,,,,CHRISTINE@TFSBPT.ORG,Domestic,2020-03-02,CT,Connecticut,True,False,True,False,False,Elementary and Secondary Schools (611110),611110.0,2021-11-10 00:08:36.2466667,First report past due,,,,,,,Failure to file First Report,,,,,,,,,,,,,,
PVSC LLC,LLC,Active,1338005,2021-03-31,1307 RIVER VIEW LN,NORWICH,United States,06360,CT,SEANPEAVEY@PROTONMAIL.COM,Domestic,2020-03-02,CT,Connecticut,False,True,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:08:36.2466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"30-40 OLD FIELD POINT ROAD, LLC",LLC,Active,1338006,2022-03-31,"7550 WISCONSIN AVENUE, 6TH FLOOR",BETHESDA,United States,20814,MD,INFO2@CPS-FILINGS.COM,Domestic,2020-03-02,MD,Connecticut,False,False,False,False,False,Residential Property Managers (531311),,2021-11-10 00:08:36.2466667,,,,,,,,,,,,,,,,,,,,,,
FORCE EXTREME INVESTMENTS LLC,LLC,Active,1338007,2022-03-31,600 GETTY AVE. SUITE 305,CLIFTON,United States,07011,NJ,sal.conti@forceextremeinvestments.com,Foreign,2020-03-02,NJ,NJ,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:08:36.2466667,,2020-04-02,FORCE EXTREME INVESTMENTS LLC,,United States,,,,,"600 GETTY AVE. SUITE 305, CLIFTON, NJ, 07011, United States",600 GETTY AVE. SUITE 305,CLIFTON,NJ,07011,United States,"600 GETTY AVE. SUITE 305, CLIFTON, NJ, 07011, United States",600 GETTY AVE. SUITE 305,CLIFTON,NJ,07011,United States,
"315 MILBANK AVENUE, LLC",LLC,Active,1338008,2022-03-31,315 MILBANK AVENUE,GREENWICH,United States,06830,CT,INFO2@CPS-FILINGS.COM,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),,2021-11-10 00:08:36.2466667,,,,,,,,,,,,,,,,,,,,,,
ELY NATURAL CLEANING SERVICES LLC,LLC,Dissolved,1338010,2021-03-31,8 WALNUT TRAIL,DANBURY,United States,06811,CT,SENECA.BUSINESS@YAHOO.COM,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:08:36.2466667,Annual report past due,,,,,,2021-09-13T00:00:00.000,,,,,,,,,,,,,,,
MONKEY'S TREE SERVICES LLC,LLC,Active,1338011,2021-03-31,248 IRANISTAN AVE,BRIDGEPORT,United States,06604,CT,ACCOUNTMANAGER@DURANGOAGENCY.COM,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:08:36.2466667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
TEMPEAN LLC,LLC,Active,1338012,2022-03-31,151 HAMILTON DR,MANCHESTER,United States,06042,CT,tempeanco@gmail.com,Domestic,2020-03-02,CT,Connecticut,True,False,True,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:36.2466667,,,,,,,,,,,,,,,,,,,,,,
"MINDFUL CONNECTIONS PSYCHOTHERAPY, PLLC",LLC,Active,1338013,2022-03-31,"151 NEW PARK AVENUE, SUITE 117",HARTFORD,United States,06106,CT,angelica.valentin@gmail.com,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:08:36.2466667,,,,,,,,,,,,,,,,,,,,,,
"WPF DESIGN AND CONSULTING, LLC",LLC,Active,1338014,2021-03-31,9 ADMIRAL LANE,NORWALK,United States,06851,CT,RICHARD.ROSENTHAL@ME.COM,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,Other Specialized Design Services (541490),541490.0,2021-11-10 00:08:36.2933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"BOOM BOOM, LLC",LLC,Active,1338016,2022-03-31,66E FLOYDVILLE ROAD,EAST GRANBY,United States,06026,CT,jennifergalka@aol.com,Domestic,2020-03-02,CT,Connecticut,True,False,False,False,False,Sports and Recreation Instruction (611620),611620.0,2021-11-10 00:08:36.2933333,,,,,,,,,,,,,,,,,,,,,,
BALD PAUL STUDIO INC.,Stock,Active,1338017,2022-05-29,101 CHESTNUT HILL ROAD,NORWALK,United States,06851-1901,CT,PAUL@BALDPAULSTUDIOS.COM,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,Musical Groups and Artists (711130),711130.0,2021-11-10 00:08:36.2933333,,,,,,,,,100.0,,,,,,,,,,,,,
CHILD?S REPLAY LLC,LLC,Active,1338018,2022-03-31,57 KING ST,TORRINGTON,United States,06790,CT,CHILDSREPLAY2@GMAIL.COM,Domestic,2020-03-02,CT,Connecticut,True,False,False,False,False,Children's and Infants' Clothing Stores (448130),448130.0,2021-11-10 00:08:36.2933333,,,,,,,,,,,,,,,,,,,,,,
BIG ROCK SAW SHOP LLC,LLC,Active,1338019,2022-03-31,203 GRAYS BRIDGE ROAD,BROOKFIELD,United States,06804,CT,DIANA@GRAYSBRIDGE.COM,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,Cut Stone and Stone Product Manufacturing (327991),327991.0,2021-11-10 00:08:36.2933333,,,,,,,,,,,,,,,,,,,,,,
"MPS RENOVATION, LLC",LLC,Active,1338020,2022-03-31,189 BETHMOUR ROAD,BETHANY,United States,06524,CT,Mpsrenovation64@gmail.com,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,Other Building Finishing Contractors (238390),238390.0,2021-11-10 00:08:36.2933333,,,,,,,,,,,,,,,,,,,,,,
CHAVEZ LANDSCAPING LLC,LLC,Active,1338021,2021-03-31,494 CATHERINE ST,BRIDGEPORT,United States,06604,CT,ACCOUNTMANAGER@DURANGOAGENCY.COM,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:08:36.2933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"RYEBORN PROPERTIES S.R.L., LLC",LLC,Active,1338022,2022-03-31,618 BARRACK HILL RD,RIDGEFIELD,United States,06877,CT,admin@thewoodden.com,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),,2021-11-10 00:08:36.2933333,,,,,,,,,,,,,,,,,,,,,,
1880 SEAVIEW LLC,LLC,Active,1338023,2022-03-31,57 WILLOW PLACE,ALBERTSON,United States,11507,NY,tianming.xia@yahoo.com,Domestic,2020-03-02,NY,Connecticut,False,False,True,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:36.2933333,,,,,,,,,,,,,,,,,,,,,,
"JOYCE DALHOUSE, INC",Non-Stock,Active,1338024,2021-07-23,120 HIGH STREET,DERBY,United States,06418,CT,,Domestic,2020-03-02,CT,Connecticut,True,False,False,False,False,Religious Organizations (813110),813110.0,2021-11-10 00:08:36.2933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"DANFORTH PEWTERERS, LTD",Stock,Active,1338026,2021-03-02,52 SEYMOUR ST,MIDDLEBURY,United States,05753,VT,BKLEPPNER@DANFORTHPEWTER.COM,Foreign,2020-03-02,VT,VT,False,False,False,False,False,Jewelry and Silverware Manufacturing (339910),339910.0,2021-11-10 00:08:36.2933333,Annual report past due,2020-04-01,"DANFORTH PEWTERERS, LTD",,United States,,,,,,,,,,,,,,,,,
AND ZAK INVESTMENTS LLC,LLC,Active,1338027,2022-03-31,1420 MAIN ST,GLASTONBURY,United States,06033,CT,karen@metropmct.com,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:36.2933333,,,,karen@metropmct.com,,,,,,,,,,,,,,,,,,
"SPOTLIGHT DANCE CONSERVATORY, LLC",LLC,Active,1338029,2022-03-31,7 BUTTERNUT RIDGE,NEWTOWN,United States,06470,CT,jlmatus10@gmail.com,Domestic,2020-03-02,CT,Connecticut,True,False,False,False,False,Dance Companies (711120),711120.0,2021-11-10 00:08:36.2933333,,,,,,,,,,,,,,,,,,,,,,
GUIDED HACKING LLC,LLC,Active,1338030,2022-03-31,320 GOLD AVE. SW STE. 620 PMB 1390,ALBUQUERQUE,United States,87102,NM,guidedhackingrake@gmail.com,Domestic,2020-03-02,NM,Connecticut,False,False,False,False,False,Internet Publishing and Broadcasting and Web Search Portals (519130),,2021-11-10 00:08:36.2933333,,,,,,,,,,,,,,,,,,,,,,
"OLD MILL TRADERS, INC.",Stock,Active,1338031,2022-03-19,735 HANOVER ROAD,MERIDEN,United States,06451,CT,PETER@OLDMILLTRADERS.COM,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,Other Miscellaneous Nondurable Goods Merchant Wholesalers (424990),424990.0,2021-11-10 00:08:36.2933333,,,,,,,,,100.0,,,,,,,,,,,,,
LILY ORCHID MASSAGE SPA LLC,LLC,Active,1338032,2021-03-31,190 DANBURY RD,RIDGEFIELD,United States,06877,CT,MING.ACCTAX@GMAIL.COM,Domestic,2020-03-02,CT,Connecticut,True,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:08:36.2933333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
TORRES MOTORS LLC,LLC,Active,1338033,2021-03-31,14 HOLDSTOCK PL,EAST HARTFORD,United States,06108,CT,TORRESMOTORSLLC@GMAIL.COM,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,Automobile and Other Motor Vehicle Merchant Wholesalers (423110),423110.0,2021-11-10 00:08:36.3233333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
BR TECHNOLOGY SOLUTIONS LLC,LLC,Active,1338034,2021-03-31,466 MIDDLE TPKE WEST APT 22U,MANCHESTER,United States,06040,CT,CONTACT@ISELACCOUNTING.COM,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,Custom Computer Programming Services (541511),541511.0,2021-11-10 00:08:36.3233333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"GREENBRIER MOVIE, LLC",LLC,Dissolved,1338036,2021-03-31,2257 SILAS DEANE HIGHWAY,ROCKY HILL,United States,06067,CT,SUPURCELL630@GMAIL.COM,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,Motion Picture and Video Production (512110),512110.0,2021-11-10 00:08:36.3233333,,,,,,,2021-02-16T00:00:00.000,,,,,,,,,,,,,,,
CONNECTICUT LAWN MOWER & ROOFING SERVICE LLC,LLC,Active,1338038,2021-03-31,1165 SAYBROOK RD APT A,HADDAN,United States,06438,CT,SALVADOR12231984@ICLOUD.COM,Domestic,2020-03-02,CT,Connecticut,False,False,True,False,False,Roofing Contractors (238160),238160.0,2021-11-10 00:08:36.3233333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
ALOTTA MUSIC CO.,Stock,Active,1338039,2022-03-03,64 OVERLOOK DRIVE,WINDSOR,United States,06095,CT,JKRYTIUK@AOL.COM,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,Music Publishers (512230),512230.0,2021-11-10 00:08:36.3233333,Annual report past due,,,,,,,,100.0,,,,,,,,,,,,,
HEARTY HS LLC,LLC,Dissolved,1338040,2022-03-31,15 CORNELL RD,W HARTFORD,United States,06107,CT,Zhangzhenghao@gmail.com,Domestic,2020-03-02,CT,Connecticut,False,False,False,False,False,Offices of Physicians (except Mental Health Specialists) (621111),622110.0,2021-11-10 00:08:36.3233333,,,,,,,2021-11-09T00:00:00.000,,,,,,,,,,,,,,,
