name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,dissolution_date,total_authorized_shares,billing_unit,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,date_of_organization_meeting,category_survey_email_address,reason_for_administrative,mailing_jurisdiction_3,office_jurisdiction_3,mailing_international_address,mailing_address
VALLEY ROAD SYSTEMS LLC,LLC,Active,,1364817,2022-03-31,200 VALLEY ROAD,BETHANY,United States,06524,CT,compliance@zenbusiness.com,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:12:38.2600000,,,,,,,,,,,,,,,,,,,,,,,,,
"BOUTIQUE BY FAYE, LLC",LLC,Active,,1364819,2022-03-31,1 BRUSH HILL RD SUITE 539,NEW FAIRFIELD,United States,06812,CT,BoutiquebyFaye@gmail.com,Domestic,2020-11-02,CT,Connecticut,True,False,True,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,2021-11-10 00:12:38.2600000,,,,,,,,,,,,,,,,,,,,,,,,,
"FIP CONSTRUCTION ABQ, LLC",LLC,Active,,1364820,2022-03-31,1536 NEW BRITAIN AVENUE,FARMINGTON,United States,06032,CT,nelsonr@fipconstruction.com,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Commercial and Institutional Building Construction (236220),,2021-11-10 00:12:38.2600000,,,,,,,,,,,,,,,,,,,,,,,,,
STUDIO Q PROPERTIES LLC,LLC,Active,,1364821,2022-03-31,32 CURTISS LANE,WATERTOWN,United States,06795,CT,ron@studioQarch.com,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:38.2600000,,,,,,,,,,,,,,,,,,,,,,,,,
SINGTHONG LLC,LLC,Active,,1364822,2022-03-31,123 STATE STREET,NEW LONDON,United States,06320,CT,kin.dthaiandsushi2020@gmail.com,Domestic,2020-11-02,CT,Connecticut,True,False,True,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:12:38.2600000,,,,,,,,,,,,,,,,,,,,,,,,,
"HIGHER POWER COACHING AND CONSULTING, LLC",LLC,Active,,1364823,2022-03-31,24 WOODWARD AVE. UNIT 47,NEW HAVEN,United States,06512,CT,barb@higherpowercc.com,Domestic,2020-11-02,CT,Connecticut,True,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:12:38.2600000,,,,,,,,,,,,,,,,,,,,,,,,,
ERYIEM SCENTS LIMITED LIABILITY COMPANY,LLC,Active,,1364824,2022-03-31,94 RAYMOND LANE,WILTON,United States,06897,CT,grayhollett@gmail.com,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",446120.0,2021-11-10 00:12:38.2600000,,,,,,,,,,,,,,,,,,,,,,,,,
CAMILO SERVICES LLC,LLC,Dissolved,,1364825,2021-03-31,21 INMAN AVENUE,WATERBURY,United States,06704,CT,DANIELCAMILOARANGO@GMAIL.COM,Domestic,2020-11-02,CT,Connecticut,False,False,True,False,False,Couriers and Express Delivery Services (492110),492110.0,2021-11-10 00:12:38.2733333,2021-04-26T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,
"GELSO, LLC",LLC,Active,Annual report past due,1364826,2021-03-31,"161 WORCESTER ROAD, SUITE 606",FRAMINGHAM,United States,01701,MA,LUCIA@CRAVEBETTER.COM,Foreign,2020-11-02,DE,DE,False,False,False,False,False,All Other Miscellaneous Food Manufacturing (311999),311999.0,2021-11-10 00:12:38.2733333,,,,2020-10-30,"GELSO, LLC",United States,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,"1209 ORANGE STREET, WILIMNGTON, DE, 19801, United States",1209 ORANGE STREET,WILIMNGTON,DE,19801,United States,,,,,,,
CTRET 2020 LLC,LLC,Active,,1364827,2022-03-31,34 MAIN ST,EAST HADDAM,United States,06423,CT,CTRET2020LLC@GMAIL.COM,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Other Performing Arts Companies (711190),711190.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,,,,
"DECKENSTEIN RUDOLPH FOUNDATION, INC.",Non-Stock,Active,First report past due,1364828,2021-01-31,No information provided,,,,,DECKENSTEINRUDOLPHFOUNDATION@GMAIL.COM,Domestic,2020-11-02,CT,Connecticut,True,False,True,False,False,Other Social Advocacy Organizations (813319),813319.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,,,,
MOXI ON THE ROCKS LLC,LLC,Active,,1364829,2022-03-31,70 N. BEACON ST.,HARTFORD,United States,06105,CT,Kim@moxiontherocks.com,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Drinking Places (Alcoholic Beverages) (722410),722410.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,,,,
CJ BUY HOMES LLC,LLC,Active,,1364830,2022-03-31,29 SHORTWOODS RD.,NEW FAIRFIELD,United States,06812,CT,cj.buyhomes@gmail.com,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,,,,
DIVINE SHINE CLEAN LLC,LLC,Active,Annual report past due,1364831,2021-03-31,195 CENTERBROOK RD.,HAMDEN,United States,06518,CT,ROBINSONMR70@YAHOO.COM,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,,,,
ANDREW & THOMAS LLC,LLC,Active,Annual report past due,1364833,2021-03-31,11 FANTON RD,DANBURY,United States,06811,CT,ELAINE.ANDREW@ATT.NET,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",551114.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,,,,
PFTRADERS LLC,LLC,Active,,1364834,2022-03-31,"1345 BARNUM AVE. # 9, PMB #234",STRATFORD,United States,06614,CT,922rsg@gmail.com,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,,,,
381 COMMONWEALTH LLC,LLC,Active,,1364835,2022-03-31,192 ARNOLDALE RD FL 3,WEST HARTFORD,United States,06119,CT,zkcrentals@gmail.com,Domestic,2020-11-02,CT,Connecticut,True,False,False,False,False,Other Activities Related to Real Estate (531390),531110.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,,,,
EMERSON PROPERTIES LLC,LLC,Active,,1364836,2022-03-31,23 BRAINARD RD,NIANTIC,United States,06357,CT,emersonproperties860@gmail.com,Domestic,2020-11-02,CT,Connecticut,False,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,,,,
DANIAL FAMILY ENTERPRISE LLC,LLC,Active,Annual report past due,1364837,2021-03-31,3 ACORN LN.,WESTPORT,United States,06880,CT,KIANA.DANIAL@GMAIL.COM,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Motion Picture and Video Production (512110),512110.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,,,,
M&R REAL REALTY LLC,LLC,Active,Annual report past due,1364838,2021-03-31,1446 ELLA T GRASSO BLVD,NEW HAVEN,United States,06511,CT,RAZIELGANON14@GMAIL.COM,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,,,,
RICHARD'S RENOVATIONS LLC,LLC,Active,,1364839,2022-03-31,50 DAVIS STREET,DANBURY,United States,06810,CT,BRENDANIC1@AOL.COM,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,,,,
LESTER AUDIO SERVICES LLC,LLC,Active,,1364840,2022-03-31,8 FOREST DR.,WESTPORT,United States,06880,CT,shandygaff@msn.com,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Motion Picture and Video Production (512110),512110.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,,,,
CAREERMEDIC LLC,LLC,Active,,1364841,2022-03-31,60 HAMMEL LANE,UNCASVILLE,United States,06382,CT,drick.jones@careermedicllc.com,Domestic,2020-11-02,CT,Connecticut,False,True,True,False,False,Document Preparation Services (561410),813219.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,,,,
ANDRADE'S HOUSE CLEANING LLC,LLC,Active,Annual report past due,1364842,2021-03-31,26 CLOVER ST APT 2 CLOVER ST,STRATFORD,United States,06614,CT,SINDYYYANES310@GMAIL.COM,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,,,,
EAST COAST FITNESS EQUIPMENT LLC,LLC,Active,Annual report past due,1364843,2021-03-31,99 KEENEY STREET,MANCHESTER,United States,06040,CT,AYAGLIN@GMAIL.COM,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Sporting Goods Stores (451110),451110.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,,,,
BENNY'S TRANSPORTS LLC,LLC,Active,Annual report past due,1364844,2021-03-31,1850 STATE ST,HAMDEN,United States,06517,CT,BENNYSTRANSPORTSLLC@GMAIL.COM,Domestic,2020-11-02,CT,Connecticut,False,False,True,False,False,Couriers and Express Delivery Services (492110),492110.0,2021-11-10 00:12:38.9933333,,,,,,,,,,,,,,,,,,,,,,,,,
A & R CLEANING SERVICES LLC,LLC,Active,Annual report past due,1364845,2021-03-31,419 FROST ROAD,WATERBURY,United States,06705,CT,RKAMBERI79@GMAIL.COM,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,,,,,,,
121 SPRINGDALE LLC,LLC,Active,Annual report past due,1364846,2021-03-31,85 NEIPSIC ROAD,GLASTONBURY,United States,06033,CT,SHELDONHAAG@GMAIL.COM,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,,,,,,,
SECOND START TRANSPORTATION LLC,LLC,Active,Annual report past due,1364847,2021-03-31,117 LINCOLN ST,MERIDEN,United States,06451,CT,JONJONBKNY@HOTMAIL.COM,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,,,,,,,
2B CHEMICAL LLC,LLC,Active,,1364848,2022-03-31,"100 CHURCH ST , APT/1",WALLINGFORD,United States,06492,CT,tarek.sobhy.us@gmail.com,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",446120.0,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,,,,,,,
"MIKE TEWEY & COMPANY, L.L.C.",LLC,Active,,1364850,2022-03-31,32 CHARCOAL HILL ROAD,WESTPORT,United States,06880,CT,miketewey@miketewey.com,Domestic,2020-11-02,CT,Connecticut,False,True,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,,,,,,,
ROMERO TRANSPORT LLC,LLC,Active,Annual report past due,1364851,2021-03-31,93 WHARTON PLACE UNIT2 93 WHARTON PLACE,WEST HAVEN,United States,06516,CT,LUCIANOSANTOSJR@YAHOO.COM,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,,,,,,,
"COLUMBIA ARTISTS THEATRICALS, LLC",LLC,Active,Annual report past due,1364852,2021-03-31,65 BANKSIDE TRAIL,NEWTOWN,United States,06482,CT,LGRAHAM@FKKS.COM,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,,,,,,,
"MCLAUGHLIN ABC SERVICES, LLC",LLC,Active,Annual report past due,1364853,2021-03-31,48 MANOR STREET,STAMFORD,United States,06902,CT,DMCLAUGHLIN718@AOL.COM,Domestic,2020-11-02,CT,Connecticut,True,False,True,False,False,Other Accounting Services (541219),541219.0,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,,,,,,,
MISS RAMAH LLC,LLC,Active,Annual report past due,1364854,2021-03-31,67 HILLWOOD LN,MERIDEN,United States,06450,CT,RAMAH.AHMED@AOL.COM,Domestic,2020-11-02,CT,Connecticut,True,False,True,False,False,Family Clothing Stores (448140),448140.0,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,,,,,,,
936 SDH LLC,LLC,Active,Annual report past due,1364855,2021-03-31,936 SILAS DEANE HIGHWAY,WETHERSFIELD,United States,06109,CT,INFO@KENNEDYDOYLE.COM,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,,,,,,,
8 CALEBS POND LLC,LLC,Active,,1364856,2022-03-31,584 WEST ROAD,NEW CANAAN,United States,06840,CT,jasmithx1@gmail.com,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,,,,,,,
BLACK OAK REALTY LLC,LLC,Dissolved,,1364857,2021-03-31,29 W MYSTIC AVE,MYSTIC,United States,06355,CT,BLKOAKREALTY@GMAIL.COM,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:12:39.6666667,2021-02-02T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,
"TRUCEPT RISK MANAGEMENT, INC.",Stock,Active,,1364859,2022-11-02,600 LA TERRAZA BLVD,ESCONDIDO,United States,92025,CA,ADMIN@INCSMART.BIZ,Foreign,2020-11-02,CA,CA,False,False,False,False,False,Office Administrative Services (561110),,2021-11-10 00:12:39.6666667,,,,2020-11-02,"TRUCEPT RISK MANAGEMENT, INC.",United States,,,,,,,,,,,,,,admin@incsmart.biz,,,,,
"CORNERSTONE COMMUNITY FOUNDATION, LLC",LLC,Active,,1364860,2022-03-31,718 WEST AVENUE,NORWALK,United States,06850,CT,Pastor@come2cornerstone.org,Domestic,2020-11-02,CT,Connecticut,True,True,True,False,False,Civic and Social Organizations (813410),813410.0,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,,,,,,,
"BACON POND REALTY, LLC",LLC,Active,,1364862,2022-03-31,146 HUNTINDON AVENUE,WATERBURY,United States,06708,CT,cyndi@innovativecpagroup.com,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:39.6666667,,,,,,,,,,,,,,,,,,,,,,,,,
2J'S LLC,LLC,Active,,1364866,2022-03-31,12 STARR AVE 14 STARR AVE,DANBURY,United States,06811,CT,2jsofct@gmail.com,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Couriers and Express Delivery Services (492110),492110.0,2021-11-10 00:12:40.3366667,,,,,,,,,,,,,,,,,,,,,,,,,
HARLEM WORLD LLC,LLC,Active,Annual report past due,1364867,2021-03-31,38 CROSBY ST,EAST HARTFORD,United States,06118,CT,MANINDERARORA67@GMAIL.COM,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,"Gift, Novelty, and Souvenir Stores (453220)",453220.0,2021-11-10 00:12:40.3366667,,,,,,,,,,,,,,,,,,,,,,,,,
ROUTE EXPRESS LLC,LLC,Active,,1364868,2022-03-31,75 DANBURY RD UNIT B7,RIDGEFIELD,United States,06877,CT,Routeexpress.llc@gmail.com,Foreign,2020-11-02,OH,OH,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:12:40.3366667,,,,2019-03-15,ROUTE EXPRESS LLC,United States,"1991 CROCKER RD, SUITE 600E, WESTLAKE, OH, 44145, United States","1991 CROCKER RD, SUITE 600E",WESTLAKE,OH,44145,United States,"1991 CROCKER RD, SUITE 600E, WESTLAKE, OH, 44145, United States","1991 CROCKER RD, SUITE 600E",WESTLAKE,OH,44145,United States,,,,,,,
GREAT FINDS CT LLC,LLC,Active,Annual report past due,1364869,2021-03-31,40 HILLSIDE DRIVE,NEW FAIRFIELD,United States,06812,CT,KRISTEN@GREATFINDSCT.COM,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,"Gift, Novelty, and Souvenir Stores (453220)",453220.0,2021-11-10 00:12:40.3366667,,,,,,,,,,,,,,,,,,,,,,,,,
"IDEA CONSULTING, LLC.",LLC,Active,Annual report past due,1364872,2021-03-31,153 BOSTON POST RD #2012,EAST LYME,United States,06333,CT,IDEACONSULTINGLLC@OUTLOOK.COM,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Computer Systems Design Services (541512),541512.0,2021-11-10 00:12:40.3366667,,,,,,,,,,,,,,,,,,,,,,,,,
"DGB INVESTMENTS, LLC",LLC,Active,Annual report past due,1364873,2021-03-31,2507 POST ROAD,SOUTHPORT,United States,06890,CT,DBOYD@OPTONLINE.NET,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:12:40.3366667,,,,,,,,,,,,,,,,,,,,,,,,,
"REBAR REINFORCEMENT PLACERS, LLC",LLC,Active,,1364877,2022-03-31,12559 GULF FREEWAY,HOUSTON,United States,77034,TX,managedreports@incorp.com,Foreign,2020-11-02,TX,TX,False,False,False,False,False,Commercial and Institutional Building Construction (236220),236220.0,2021-11-10 00:12:40.3366667,,,,2011-12-01,"REBAR REINFORCEMENT PLACERS, LLC",United States,"12559 GULF FREEWAY, HOUSTON, TX, 77034, United States",12559 GULF FREEWAY,HOUSTON,TX,77034,United States,"12559 GULF FREEWAY, HOUSTON, TX, 77034, United States",12559 GULF FREEWAY,HOUSTON,TX,77034,United States,,,,,,,
NORMAN AMBROSE LLC,LLC,Active,,1364878,2022-03-31,39 BEECHER LANE,LITCHFIELD,United States,06759,CT,norman@normanambrose.com,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works) (533110),533110.0,2021-11-10 00:12:40.3366667,,,,,,,,,,,,,,,,,,,,,,,,,
"APEX SYSTEMS, LLC",LLC,Active,Annual report past due,1364879,2021-03-31,4400 COX ROAD,GLEN ALLEN,United States,23060,VA,STACIA.MANION@ASGN.COM,Foreign,2020-11-02,VA,VA,False,False,False,False,False,Temporary Help Services (561320),561320.0,2021-11-10 00:12:40.3366667,,,,2020-11-02,"APEX SYSTEMS, LLC",United States,"4400 COX ROAD, GLEN ALLEN, VA, 23060, United States",4400 COX ROAD,GLEN ALLEN,VA,23060,United States,"4400 COX ROAD, GLEN ALLEN, VA, 23060, United States",4400 COX ROAD,GLEN ALLEN,VA,23060,United States,,,,,,,
MASSACO PROPERTY LLC,LLC,Active,Annual report past due,1364880,2021-03-31,1 MORGAN PLACE,UNIONVILLE,United States,06085,CT,REGINALD.M1@SBCGLOBAL.NET,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:40.3366667,,,,,,,,,,,,,,,,,,,,,,,,,
WICKED CANDLES LLC,LLC,Active,No Agent,1364881,2022-03-31,642 S PINE CREEK RD,FAIRFIELD,United States,06824,CT,wickedcandlesllc@gmail.com,Domestic,2020-11-02,CT,Connecticut,False,False,False,True,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,2021-11-10 00:12:41.0566667,2021-06-09T00:00:00.000,,,,,,,,,,,,,,,,,,,,Failure to appoint or maintain an agent for service,,,,
NLJ SERVICES LLC,LLC,Active,Annual report past due,1364882,2021-03-31,285 COOK HILL ROAD,WALLINGFORD,United States,06492,CT,NLJLLCCT@GMAIL.COM,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:12:41.0566667,,,,,,,,,,,,,,,,,,,,,,,,,
BROAD BROOK PROPERTY LLC,LLC,Active,Annual report past due,1364883,2021-03-31,16 MAPLE AVE,WINDSOR LOCKS,United States,06096,CT,AALTAF@GMAIL.COM,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:41.0700000,,,,,,,,,,,,,,,,,,,,,,,,,
"SUPER EMPOWERED ONE, LLC",LLC,Active,,1364884,2022-03-31,42  VICTORIA CT,FAIRFIELD,United States,06824,CT,tqjq@optonline.net,Domestic,2020-11-02,CT,Connecticut,True,False,False,False,False,All Other Miscellaneous Schools and Instruction (611699),611699.0,2021-11-10 00:12:41.0700000,,,,,,,,,,,,,,,,,,,,,,,,,
UW VINTAGE LANE II LLC,LLC,Active,,1364885,2022-03-31,171 PENNYWISE LANE,GLASTONBURY,United States,06033,CT,lwainman@h-mrealty.com,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Land Subdivision (237210),237210.0,2021-11-10 00:12:41.0700000,,,,,,,,,,,,,,,,,,,,,,,,,
"400 CHAPEL ROAD UNIT 1F, LLC",LLC,Dissolved,,1364886,2021-03-31,22 IVY STREET APT 1B,FARMINGDALE,United States,11735,NY,SCOTT.W.SCHIRMER@GMAIL.COM,Domestic,2020-11-02,NY,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:12:41.0700000,2021-01-26T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,
KKEZ AUTOMOTIVE LLC,LLC,Active,Annual report past due,1364887,2021-03-31,29 WARD ST,WALLINGFORD,United States,06492,CT,KKEZ0007@GMAIL.COM,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,"Automotive Body, Paint, and Interior Repair and Maintenance (811121)",811121.0,2021-11-10 00:12:41.0700000,,,,,,,,,,,,,,,,,,,,,,,,,
BUTTERFLY SALON & SPA LLC,LLC,Active,Annual report past due,1364888,2021-03-31,255 MAIN STREET,DANBURY,United States,06810,CT,DANIELDIACASTIL@YAHOO.COM,Domestic,2020-11-02,CT,Connecticut,True,False,True,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:12:41.0700000,,,,,,,,,,,,,,,,,,,,,,,,,
"531 MAIN ST., LLC",LLC,Active,Annual report past due,1364889,2021-03-31,531 MAIN STREET,EAST HARTFORD,United States,06108,CT,TANGIEMCDOUGALD@SBCGLOBAL.NET,Domestic,2020-11-02,CT,Connecticut,True,False,True,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:12:41.0700000,,,,,,,,,,,,,,,,,,,,,,,,,
DEWANS LLC,LLC,Active,Annual report past due,1364890,2021-03-31,250 MAIN STREET APT 533,HARTFORD,United States,06106,CT,SLYCEPIZZABAR@OUTLOOK.COM,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:12:41.0700000,,,,,,,,,,,,,,,,,,,,,,,,,
US 1 BILLIARD CT LLC,LLC,Active,,1364891,2022-03-31,1167 BOSTON POST RD,WEST HAVEN,United States,06516,CT,njskcpas@gmail.com,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,All Other Amusement and Recreation Industries (713990),713990.0,2021-11-10 00:12:41.0700000,,,,,,,,,,,,,,,,,,,,,,,,,
SAM INVESTMENTS LLC,LLC,Active,Annual report past due,1364892,2021-03-31,4 NORTH AVENUE,WESTON,United States,06883,CT,MJAXRD@YAHOO.COM,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Other Financial Vehicles (525990),525990.0,2021-11-10 00:12:41.0700000,,,,,,,,,,,,,,,,,,,,,,,,,
AC4 WAY ENTERPRISE LLC,LLC,Active,Annual report past due,1364893,2021-03-31,74 FALLON DR,HAMDEN,,06515,CT,PLUHTV29@GMAIL.COM,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:12:41.0700000,,,,,,,,,,,,,,,,,,,,,,,,,
HIGH OUTPUT PERFORMANCE LLC,LLC,Active,Annual report past due,1364894,2021-03-31,130 RAILROAD HILL STREET,WATERBURY,United States,06708,CT,HIGHOUTPUTAUTO@AOL.COM,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:41.0700000,,,,,,,,,,,,,,,,,,,,,,,,,
"HEALING WITH CAROLIN, LLC",LLC,Active,,1364895,2022-03-31,64 LONGFELLOW AVENUE,FAIRFIELD,United States,06825,CT,sharon@oberstlaw.com,Domestic,2020-11-02,CT,Connecticut,False,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),621399.0,2021-11-10 00:12:41.0700000,,,,,,,,,,,,,,,,,,,,,,,,,
