name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,reason_for_administrative,total_authorized_shares,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,category_survey_email_address,date_of_organization_meeting,mailing_international_address
"AMY SERINO, PLLC",LLC,Active,1343080,2021-03-31,14 ESSEX CT,BROOKFIELD,United States,06804,CT,SERINOAMY@AOL.COM,Domestic,2020-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:40.8100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
MARCUM ARTISAN CONSTRUCTION SERVICES LLC,LLC,Active,1343081,2022-03-31,102 GROVE STREET,CLINTON,United States,06413,CT,MARCUM@MARCUMARTISANCONSTRUCTIONSERVICES.COM,Domestic,2020-05-01,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),238350.0,2021-11-10 00:08:40.8100000,,,,,,,,,,,,,,,,,,,,,,,
CLOUDGREEN LLC,LLC,Active,1343082,2021-03-31,147 HAYNES RD,AVON,United States,06001,CT,INFO@CLOUDGREENGLOBAL.COM,Domestic,2020-05-01,CT,Connecticut,False,False,False,False,False,Custom Computer Programming Services (541511),541511.0,2021-11-10 00:08:40.8100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
ANGELS PLACE LLC,LLC,Active,1343083,2022-03-31,1176 NEW BRITAIN AVE 1ST FL,WEST HARTFORD,United States,06110,CT,patriciavergara@live.com,Domestic,2020-05-01,CT,Connecticut,True,False,True,False,False,Child Day Care Services (624410),,2021-11-10 00:08:40.8100000,,,,,,,,,,,,,,,,,,,,,,,
WKLR INVESTMENTS LLC,LLC,Active,1343084,2022-03-31,52 WILSON AVE,TRUMBULL,United States,06611,CT,wkrlinvestment@gmail.com,Domestic,2020-05-01,CT,Connecticut,False,False,True,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",551114.0,2021-11-10 00:08:40.8100000,,,,,,,,,,,,,,,,,,,,,,,
"CAPEX, LLC",LLC,Active,1343085,2021-03-31,30 BREEZY KNOLL,AVON,United States,06001,CT,LLCSUPPORT@PRIMECORPORATESERVICES.COM,Domestic,2020-05-01,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:08:40.8100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
AMFABULOUS LLC,LLC,Active,1343086,2021-03-31,1313 CONNECTICUT AVENUE,BRIDGEPORT,United States,06607,CT,AMFABULOUSII@GMAIL.COM,Domestic,2020-05-01,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:40.8100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
HIGHCREW LLC,LLC,Active,1343087,2021-03-31,169 ENGLISH ST,NEW HAVEN,United States,06513,CT,IVAAN@YAHOO.COM,Domestic,2020-05-01,CT,Connecticut,False,False,True,False,False,Other Clothing Stores (448190),448190.0,2021-11-10 00:08:40.8100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
ALL4RAM LLC,LLC,Active,1343088,2021-03-31,857 POST RD #209,FAIRFIELD,United States,06824,CT,SUCCEED4RAM@GMAIL.COM,Domestic,2020-05-01,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:40.8100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"CHAVELIER CHARLEE, LLC",LLC,Active,1343089,2021-03-31,13 ARMSTRONG PLACE APT 3,BRIDGEPORT,United States,06608,CT,HENRY.CHARLEE@YAHOO.COM,Domestic,2020-05-01,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:40.8100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
SHOP MY TRIBE LLC,LLC,Active,1343090,2022-03-31,9 MIYA LN,SANDY HOOK,United States,06482,CT,info@shopmytribe.com,Domestic,2020-05-01,CT,Connecticut,False,False,False,False,False,Women's Clothing Stores (448120),448120.0,2021-11-10 00:08:40.8100000,,,,,,,,,,,,,,,,,,,,,,,
JAM-ROC LLC,LLC,Active,1343091,2021-03-31,3395 MAIN STREET,HARTFORD,United States,06120,CT,PROSTS1@ME.COM,Domestic,2020-05-01,CT,Connecticut,True,False,True,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:08:40.8100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
CLOSE LANDSCAPING LLC,LLC,Active,1343092,2022-03-31,9 BETHPAGE DR.,BETHEL,United States,06801,CT,CLOSELANDSCAPINGLLC@GMAIL.COM,Domestic,2020-05-01,CT,Connecticut,False,False,False,False,False,"Environment, Conservation and Wildlife Organizations (813312)",,2021-11-10 00:08:40.8566667,,,,,,,,,,,,,,,,,,,,,,,
R2M GENERAL SERVICES & MAINTENANCE SOLUTIONS LLC,LLC,Active,1343093,2022-03-31,33 ROOSEVELT DRIVE APT 311,DERBY,United States,06418,CT,r2m.general.services@gmail.com,Domestic,2020-05-01,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:40.8566667,,,,,,,,,,,,,,,,,,,,,,,
"GODDESS BODY FITNESS, LLC",LLC,Active,1343094,2021-03-31,39 SPRING HILL LANE,BLOOMFIELD,United States,06002,CT,GODDESSBODYFITNESS860@GMAIL.COM,Domestic,2020-05-01,CT,Connecticut,True,False,True,False,False,,,2021-11-10 00:08:40.8566667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"ELISE & ELIJAH, LLC",LLC,Active,1343095,2021-03-31,39 SPRING HILL LANE,BLOOMFIELD,United States,06002,CT,GODDESSBODYFITNESS860@GMAIL.COM,Domestic,2020-05-01,CT,Connecticut,True,False,True,False,False,,,2021-11-10 00:08:40.8566667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"CARDINAL GEMS, LLC",LLC,Active,1343097,2022-03-31,54 DANBURY RD. #295,RIDGEFIELD,United States,06877,CT,Kevin@CardinalGems.com,Domestic,2020-05-01,CT,Connecticut,False,False,False,False,False,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers (423940)",423940.0,2021-11-10 00:08:40.8566667,,,,,,,,,,,,,,,,,,,,,,,
SIXX LLC,LLC,Active,1343131,2021-03-31,56 NUTMEG,BRIDGEPORT,United States,,CT,SIXXINFO@YAHOO.COM,Foreign,2020-05-01,USA,USA,False,False,False,False,False,,,2021-11-10 00:08:41.9800000,Annual report past due,,,,2020-05-01,SIXX LLC,United States,,,,,,,,,,,,,,,,
MOUNTAIN VIEW MASONRY LLC,LLC,Dissolved,1343132,2021-03-31,136 MOUNTAIN VIEW ROAD,SOMERS,,06071,CT,JARRETTDZI94@GMAIL.COM,Domestic,2020-05-01,CT,Connecticut,False,False,False,False,False,Masonry Contractors (238140),238140.0,2021-11-10 00:08:41.9800000,,,,2021-03-05T00:00:00.000,,,,,,,,,,,,,,,,,,,
"WALTER DE GRUYTER, INC.",Stock,Active,1343133,2022-05-01,121 HIGH STREET SUITE 302,BOSTON,United States,02110,MA,monitorfile@precisioncorp.com,Foreign,2020-05-01,NY,NY,False,False,False,False,False,Book Publishers (511130),511130.0,2021-11-10 00:08:41.9800000,,,,,2019-09-23,"WALTER DE GRUYTER, INC.",United States,,,,,,,,,,,,,,,,
PURE BEAUTE LLC,LLC,Active,1343188,2021-03-31,335 CONESTOGA ST,WINDSOR,United States,,CT,CNA4546@GMAIL.COM,Domestic,2020-05-01,CT,Connecticut,False,False,False,False,False,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",446120.0,2021-11-10 00:08:42.6233333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
CARTIER CARPENTRY LLC,LLC,Active,1343248,2021-03-31,231 KENWOOD ESTATES,GRISWOLD,United States,06351,CT,CINDYCARIGNAN@GMAIL.COM,Domestic,2020-05-01,CT,Connecticut,False,False,False,False,False,Commercial and Institutional Building Construction (236220),236220.0,2021-11-10 00:08:39.5600000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"QUADIENT CXM USA, INC.",Stock,Active,1343327,2022-05-01,470 ATLANTIC AVENUE 4TH FLOOR,BOSTON,United States,02210,MA,d.valderrama@quadient.com,Foreign,2020-05-01,MA,MA,False,False,False,False,False,Other Computer Related Services (541519),541519.0,2021-11-10 00:08:40.8266667,,,,,2020-05-01,"QUADIENT CXM USA, INC.",United States,,,,,,,,,,,,,,,,
"REFINING TECHNOLOGY SOLUTIONS, LLC",LLC,Active,1343339,2022-03-31,974 CENTRE ROAD,WILMINGTON,United States,19805,DE,SHALOM.D.STRATFORD@DUPONT.COM,Foreign,2020-05-01,DE,DE,False,False,False,False,False,All Other Basic Organic Chemical Manufacturing (325199),0.0,2021-11-10 00:08:40.8266667,,,,,2020-05-01,"REFINING TECHNOLOGY SOLUTIONS, LLC",United States,,,,,,,,,,,,,,,,
"THE RESEARCH DEPARTMENT, INC.",Stock,Active,1348564,2021-05-01,No information provided,,,,,,Domestic,2020-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:44.1233333,First report past due,,1500.0,,,,,,,,,,,,,,,,,,,,
GREENE KENNEDY AND COMPANY LLC,LLC,Active,1343096,2021-03-31,201 WASHINGTON STREET SUITE 2600,BOSTON,United States,02108,MA,MHGREENE@GREENEKENNEDY.COM,Domestic,2020-05-02,MA,Connecticut,False,False,False,True,False,,,2021-11-10 00:08:40.8566667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
NAVARRO CONTRACTING SERVICES LLC,LLC,Active,1343098,2021-03-31,70 LORETTA PLACE,BRIDGEPORT,United States,06606,CT,DELAIGLESIAC@GMAIL.COM,Domestic,2020-05-02,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:40.8566667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
TERRASHOPS LLC,LLC,Active,1343099,2022-03-31,123 FULLER DRIVE,WEST HARTFORD,United States,06117,CT,matt@stollercpa.com,Domestic,2020-05-02,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:08:40.8566667,,,,,,,,,,,,,,,,,,,,,,,
THE PURITAN FARM LLC,LLC,Dissolved,1343114,2021-03-31,51 ELM ST,MIDDLEBURY,United States,06762,CT,JON.R.HARE@GMAIL.COM,Domestic,2020-05-02,CT,Connecticut,False,False,False,False,False,Other Vegetable (except Potato) and Melon Farming (111219),111219.0,2021-11-10 00:08:40.9033333,,,,2021-06-08T00:00:00.000,,,,,,,,,,,,,,,,,,,
SRS COUNSELING SERVICES LLC,LLC,Active,1343115,2022-03-31,4 DARRELL RD,DANBURY,United States,06811,CT,srscounselingservices@gmail.com,Domestic,2020-05-02,CT,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:08:40.9033333,,,,,,,,,,,,,,,,,,,,,,,
LAVALLEE HOME TRANSFORMATIONS LLC,LLC,Active,1343116,2021-03-31,12 GEORGE STREET,PLAINFIELD,United States,06374,CT,LAVALLEEHOMETRANSFORMATIONS@GMAIL.COM,Domestic,2020-05-02,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),238350.0,2021-11-10 00:08:40.9033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"HOLISTIC ONE, LLC",LLC,Active,1343117,2021-03-31,120  MIDDLE STREET UNIT 9293,BRIDGEPORT,United States,06602,CT,INFO@HOLISTIC-1.COM,Domestic,2020-05-02,CT,Connecticut,False,False,False,False,False,"Offices of Physicians, Mental Health Specialists (621112)",621112.0,2021-11-10 00:08:40.9033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
EBN CONSULTING LLC,LLC,Active,1343118,2022-03-31,68 GREENFIELD RD,STAMFORD,United States,06906,CT,barthnaftilan@gmail.com,Domestic,2020-05-02,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:40.9033333,,,,,,,,,,,,,,,,,,,,,barthnaftilan@gmail.com,,
RECAP RECYCLING LLC,LLC,Active,1343119,2022-03-31,322 AUGUR ST.,HAMDEN,United States,06517,CT,davidfleming@recaprecycling.com,Domestic,2020-05-02,CT,Connecticut,False,False,False,False,False,Solid Waste Collection (562111),562111.0,2021-11-10 00:08:40.9033333,,,,,,,,,,,,,,,,,,,,,,,
JTSR LLC,LLC,Active,1343120,2022-03-31,202 WILDCAT HILL RD,HARWINTON,United States,06791,CT,jtsrllc@gmail.com,Domestic,2020-05-02,CT,Connecticut,False,False,False,False,False,Mobile Food Services (722330),722330.0,2021-11-10 00:08:40.9033333,,,,,,,,,,,,,,,,,,,,,,,
HJSACHSE LLC,LLC,Active,1343121,2021-03-31,980 ARBUTUS ST,MIDDLETOWN,United States,06457,CT,SACHSECONTRACTORS@GMAIL.COM,Domestic,2020-05-02,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:40.9033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
SLIP ANGLE LLC,LLC,Active,1343122,2022-03-31,76 TOWN HILL RD  BLDG BACK,TERRYVILLE,United States,06786,CT,slipanglemedia@gmail.com,Domestic,2020-05-02,CT,Connecticut,False,False,False,False,False,Automotive Parts and Accessories Stores (441310),441310.0,2021-11-10 00:08:40.9033333,,,,,,,,,,,,,,,,,,,,,,,
KAREN LYNN CONSULTING LLC,LLC,Active,1343123,2022-03-31,139 S. RIVER ROAD,TOLLAND,United States,06084,CT,karendemeola@gmail.com,Domestic,2020-05-02,CT,Connecticut,True,False,True,False,False,Human Resources Consulting Services (541612),541612.0,2021-11-10 00:08:40.9033333,,,,,,,,,,,,,,,,,,,,,,,
THE CRAFTY LLAMA LLC,LLC,Active,1343124,2021-03-31,446 RIDGEFIELD AVE 3RD FLOOR,BRIDGEPORT,United States,06610,CT,THECRAFTYLLAMALLC@GMAIL.COM,Domestic,2020-05-02,CT,Connecticut,True,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,2021-11-10 00:08:40.9033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
ESSENTIALS DELIVERY LLC,LLC,Active,1343125,2021-03-31,115 FULLER DRIVE,WEST HARTFORD,United States,,CT,KYLE@DRIVERIDECHARGE.COM,Domestic,2020-05-02,CT,Connecticut,True,False,False,False,False,Local Messengers and Local Delivery (492210),492210.0,2021-11-10 00:08:40.9033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
TONY SERVICES LLC,LLC,Active,1343126,2022-03-31,1257 BARNUM AVE,BRIDGEPORT,United States,06610,CT,tonymazdaperez@gmail.com,Domestic,2020-05-02,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:08:40.9033333,,,,,,,,,,,,,,,,,,,,,,,
"MORON MOTORSPORT, LLC",LLC,Active,1343127,2021-03-31,30 NORTH STREET,WEST HAVEN,United States,06516,CT,MICHAELTRUPP11@GMAIL.COM,Domestic,2020-05-02,CT,Connecticut,False,False,False,False,False,Automotive Parts and Accessories Stores (441310),441310.0,2021-11-10 00:08:40.9033333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
S.T.O.M.P. TOGETHER INC,Non-Stock,Active,1343128,2020-07-31,No information provided,,,,,STOMP.TOGETHER@YAHOO.COM,Domestic,2020-05-02,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:40.9033333,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,,,,,
LUNA PIZZA LLC,LLC,Active,1343129,2021-03-31,290 WALLINGFORD ROAD,CHESHIRE,United States,06410,CT,MICHAELCLPCUW@YAHOO.COM,Domestic,2020-05-02,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:08:41.9800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"MEDEL CONSTRUCTION, LLC",LLC,Active,1343130,2021-03-31,122 CAMPBELL AVE,WEST HAVEN,United States,06516,CT,MCABAN@CRNAGENCY.COM,Domestic,2020-05-02,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:41.9800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
GRUPO MEXICO AMERICANO INC.,Non-Stock,Active,1343142,2020-07-31,No information provided,,,,,GRUPOMACT00@GMAIL.COM,Domestic,2020-05-02,CT,Connecticut,False,False,True,False,False,Other Social Advocacy Organizations (813319),813319.0,2021-11-10 00:08:41.9800000,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,,,,,
JOHNSON'S FREIGHT DISPATCH LLC,LLC,Active,1343152,2021-03-31,317 WEST AVE #113197,STAMFORD,United States,06911,CT,XAVIER25JOHNSON@YAHOO.COM,Domestic,2020-05-02,CT,Connecticut,False,False,False,False,False,Freight Transportation Arrangement (488510),488510.0,2021-11-10 00:08:42.0133333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
JENKINS ENTERPRISE LLC,LLC,Active,1343171,2022-03-31,220 CHESTNUT STREET,BRIDGEPORT,United States,06604,CT,EFILE1234@INCFILE.COM,Domestic,2020-05-02,CT,Connecticut,False,False,False,False,False,Beauty Salons (812112),,2021-11-10 00:08:42.0600000,,,,,,,,,,,,,,,,,,,,,,,
VIRTUAL STUDIO LLC,LLC,Active,1343172,2022-03-31,36 VENTURA DR,OAKDALE,United States,06370,CT,abigail@virtualstudio.world,Domestic,2020-05-02,CT,Connecticut,True,False,False,False,False,All Other Miscellaneous Schools and Instruction (611699),,2021-11-10 00:08:42.0600000,,,,,,,,,,,,,,,,,,,,,,,
SISTERS WITH HAIR LLC,LLC,Active,1343175,2022-03-31,212 DOVER STREET 1ST FLOOR,NEW HAVEN,United States,06513,CT,EFILE1234@INCFILE.COM,Domestic,2020-05-02,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),,2021-11-10 00:08:42.0600000,,,,,,,,,,,,,,,,,,,,,,,
MIRIAM G. LLC,LLC,Active,1343176,2021-03-31,100 GREY ROCK PLACE E201,STAMFORD,United States,06902,CT,EFILE1234@INCFILE.COM,Domestic,2020-05-02,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:42.0600000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
MANE & VISAGE BEAUTY LLC,LLC,Active,1343191,2022-03-31,46 SPRING GARDEN AVE,NORWICH,United States,06360,CT,EFILE1234@INCFILE.COM,Domestic,2020-05-02,CT,Connecticut,False,False,False,False,False,Beauty Salons (812112),,2021-11-10 00:08:42.6233333,,,,,,,,,,,,,,,,,,,,,,,
A.PINK LLC,LLC,Active,1343198,2021-03-31,60 JACKSON RD,BLOOMFIELD,United States,06002,CT,EFILE1234@INCFILE.COM,Domestic,2020-05-02,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:42.6233333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
LIT DRIP LLC,LLC,Active,1343199,2021-03-31,60 JACKSON RD,BLOOMFIELD,United States,06002,CT,EFILE1234@INCFILE.COM,Domestic,2020-05-02,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:42.6233333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
RAZE AIR LLC,LLC,Active,1343249,2021-03-31,428 MAIN STREET,WALLINGFORD,United States,06492,CT,OFFICE@RAZEAIR.COM,Domestic,2020-05-02,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:08:39.5600000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"SAN MARTIN CARE, L.L.C.",LLC,Active,1339205,2021-03-31,51 JEFFERSON LANE,EAST HARTFORD,United States,06118,CT,SANMARTINCARE@GMAIL.COM,Domestic,2020-05-04,CT,Connecticut,True,True,True,False,False,Home Health Care Services (621610),621610.0,2021-11-10 00:08:36.3100000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
FURTEES LLC,LLC,Active,1343138,2021-03-31,28 OAK LEAF DR,COVENTRY,United States,06238,CT,INFO@FURTEES.COM,Domestic,2020-05-04,CT,Connecticut,False,False,False,False,False,Clothing Accessories Stores (448150),448150.0,2021-11-10 00:08:41.9800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
GREEN ROOFING LLC,LLP,Active,1343139,2021-05-04,1231 COZY BEACH AVE.,EAST HAVEN,United States,06512,CT,TOMGREEN@GREEN-ROOFING.ORG,Domestic,2020-05-04,CT,Connecticut,False,True,False,False,False,Roofing Contractors (238160),238160.0,2021-11-10 00:08:41.9800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
53 COMMERCE ROAD LLC,LLC,Active,1343140,2022-03-31,"101 COMMERCE DRIVE, UNIT A",BROOKFIELD,United States,06804,CT,david@corp-construction.com,Domestic,2020-05-04,CT,Connecticut,False,False,False,False,False,All Other Consumer Goods Rental (532289),532289.0,2021-11-10 00:08:41.9800000,,,,,,,,,,,,,,,,,,,,,,,
FITNOO LLC,LLC,Active,1343141,2021-03-31,28 OAK LEAF DR,COVENTRY,United States,06238,CT,INFO@FITNOO.COM,Domestic,2020-05-04,CT,Connecticut,False,False,False,False,False,Clothing Accessories Stores (448150),448150.0,2021-11-10 00:08:41.9800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
EPIFANI MANAGEMENT LLC,LLC,Active,1343146,2021-03-31,22 CENTER STREET APT. 1,PUTNAM,United States,06260,CT,MAINTENANCE@EPIFANIMANAGEMENT.COM,Domestic,2020-05-04,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:08:41.9800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
COOLBRITS LLC,LLC,Active,1343147,2022-03-31,53 WELLINGTON RD S,WEST HEMPSTEAD,United States,11552,NY,office@coolbrits.com,Foreign,2020-05-04,NY,NY,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:41.9800000,,,,,2020-05-25,COOLBRITS LLC,United States,"53 WELLINGTON RD S, WEST HEMPSTEAD, NY, 11552, United States",53 WELLINGTON RD S,WEST HEMPSTEAD,NY,11552,United States,"53 WELLINGTON RD S, WEST HEMPSTEAD, NY, 11552, United States",53 WELLINGTON RD S,WEST HEMPSTEAD,NY,11552,United States,,,,
DIRECT BENEFITS INC.,Stock,Withdrawn,1343148,2022-05-04,55 E 5TH STREET SUITE 500,SAINT PAUL,United States,55101,MN,tracey@directbenefits.com,Foreign,2020-05-04,MN,MN,False,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:08:41.9800000,,,,,2020-05-04,DIRECT BENEFITS INC.,United States,,,,,,,,,,,,,,,,
WK CARPENTRY SERVICES LLC,LLC,Active,1343149,2022-03-31,3 GRIFFING AVE,DANBURY,United States,06810,CT,ALMIGHTGOD7@GMAIL.COM,Domestic,2020-05-04,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:08:41.9800000,,,,,,,,,,,,,,,,,,,,,,,
BRS EXPRESS LLC,LLC,Active,1343150,2021-03-31,23 OLD TANNERY RD,MONROE,United States,06468,CT,SERG_KUZIA@YAHOO.COM,Domestic,2020-05-04,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:08:42.0133333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
LOVELYNN COSMETICS LLC,LLC,Active,1343151,2022-03-31,60 S 1ST ST,MERIDEN,United States,06451,CT,lovelynncosmetics@gmail.com,Domestic,2020-05-04,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:42.0133333,,,,,,,,,,,,,,,,,,,,,,,
FOREST DUMP EXCAVATION LLC,LLC,Active,1343153,2021-03-31,5 KRYSTALLE LANE,OXFORD,United States,06478,CT,FORESTDUMPLLC2@YAHOO.COM,Domestic,2020-05-04,CT,Connecticut,False,False,False,False,False,Other Building Equipment Contractors (238290),238290.0,2021-11-10 00:08:42.0133333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
NUTMEG HAIR COMPANY LLC,LLC,Active,1343154,2022-03-31,1700 STATE STR,HAMDEN,United States,06517,CT,rafaelfountain2@gmail.com,Domestic,2020-05-04,CT,Connecticut,False,False,True,False,False,Private Households (814110),814110.0,2021-11-10 00:08:42.0133333,,,,,,,,,,,,,,,,,,,,,,,
"J. ROSADINI EXCAVATING & SEPTIC, LLC",LLC,Active,1343155,2021-03-31,95 CORLISS LANE,CHESHIRE,United States,06410,CT,ANTHONY@DEFILIOCPA.COM,Domestic,2020-05-04,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:08:42.0133333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,
"ROCKY & OLE BUFFALO, INC.",Stock,Active,1343156,2021-05-04,123 BANTAM LAKE ROAD,BANTAM,United States,06750-`,CT,SWEAVER@SWEAVERLAW.COM,Domestic,2020-05-04,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:08:42.0133333,Annual report past due,,1500.0,,,,,,,,,,,,,,,,,,,,
