name,business_type,status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,category_survey_email_address,total_authorized_shares,sub_status,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,mailing_address,reason_for_administrative,date_of_organization_meeting,billing_unit
ABC 123 FAMILY DAYCARE LLC,LLC,Active,1340833,2022-03-31,,101 IDYLWOOD AVE,WATERBURY,United States,06705,CT,kiobenit@gmail.com,,Domestic,,2020-04-01,CT,Connecticut,True,False,True,False,False,Child Day Care Services (624410),624410.0,2021-11-10 00:08:36.2800000,,,,,,,,,,,,,,,,,,,,
"EXTERIOR WALL SYSTEMS GLOBAL, INC.",Stock,Active,1340835,2022-04-02,,81 INDUSTRIAL PARK ACCESS ROAD,MIDDLEFIELD,United States,06455,CT,cvalentin@fmonarcamasonry.com,,Domestic,,2020-04-01,CT,Connecticut,False,False,False,False,False,Other Building Equipment Contractors (238290),238290.0,2021-11-10 00:08:36.2800000,,20000.0,,,,,,,,,,,,,,,,,,
"BIG BELLY SOLAR, LLC",LLC,Active,1340838,2022-03-31,2019-12-11,150 A STREET SUITE 103,NEEDHAM,United States,02494,MA,CONTRACTS@BIGBELLY.COM,"BIG BELLY SOLAR, LLC",Foreign,United States,2020-04-01,DE,DE,False,False,False,False,False,All Other Miscellaneous Waste Management Services (562998),562998.0,2021-11-10 00:08:36.2800000,,,,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,,,,,
PLIVO INC.,Stock,Active,1340875,2022-04-01,2020-04-01,340 S LEMON AVE #2763,WALNUT,United States,91789,CA,filings@vcorpservices.com,PLIVO INC.,Foreign,United States,2020-04-01,DE,DE,False,False,False,False,False,All Other Information Services (519190),519190.0,2021-11-10 00:08:33.7000000,,,,,,,,,,,,,,,,,,,,
IMAGINE FINANCIAL INC.,Stock,Withdrawn,1340876,2021-04-01,2020-02-20,"466 GEARY STREET, SUITE 501",SAN FRANCISCO,United States,94102,CA,NOTICES@VCORPSERVICES.COM,IMAGINE FINANCIAL INC.,Foreign,United States,2020-04-01,DE,DE,False,False,False,False,False,Consumer Lending (522291),522291.0,2021-11-10 00:08:33.7000000,,,,,,,,,,,,,,,,,,,,
EVERLY AFTER FLORAL LLC,LLC,Active,1340932,2021-03-31,,779 PLAINFIELD RD,GRISWOLD,,06351,CT,EVERLYAFTERFLORAL@GMAIL.COM,,Domestic,,2020-04-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.3566667,,,Annual report past due,,,,,,,,,,,,,,,,,
"SL UNIT 1 CONDOMINIUM ASSOCIATION, INC.",Non-Stock,Active,1340959,2022-04-23,,1 ELMCROFT ROAD SUITE 500,STAMFORD,United States,06902,CT,hiru@bltoffice.com,,Domestic,,2020-04-01,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:08:33.7300000,,,,,,,,,,,,,,,,,,,,
"HERITAGE ENVIRONMENTAL SERVICES, LLC",LLC,Active,1340961,2022-03-31,2020-03-04,5400 W. 86TH ST,INDIANAPOLIS,United States,46268,IN,CLS-CTARMSevidence@wolterskluwer.com,"HERITAGE ENVIRONMENTAL SERVICES, LLC",Foreign,United States,2020-04-01,IN,IN,False,False,False,False,False,Hazardous Waste Treatment and Disposal (562211),,2021-11-10 00:08:33.7300000,,,,"5400 W. 86TH ST, INDIANAPOLIS, IN, 46268,",5400 W. 86TH ST,INDIANAPOLIS,IN,46268,,"5400 W. 86TH ST, INDIANAPOLIS, IN, 46268, United States",5400 W. 86TH ST,INDIANAPOLIS,IN,46268,United States,,,,,
SPHINX TECHNOLOGY CONSULTING LLC,LLC,Active,1340977,2022-03-31,,8 RYAN RD.,TOLLAND,United States,06084,CT,lamia.fikri@gmail.com,,Domestic,,2020-04-01,CT,Connecticut,True,False,True,False,False,Computer Systems Design Services (541512),541512.0,2021-11-10 00:08:34.3100000,,,,,,,,,,,,,,,,,,,,
Y.B.I INC,Non-Stock,Active,1340994,2020-06-30,,No information provided,,,,,YOUTHBUSINESSINITIATIVECT@GMAIL.COM,,Domestic,,2020-04-01,CT,Connecticut,False,False,True,False,False,Educational Support Services (611710),611710.0,2021-11-10 00:08:34.3400000,,,First report past due,,,,,,,,,,,,,,,Failure to file First Report,,
"CHILDREN'S HEART FOUNDATION, INC.",Non-Stock,Active,1341033,2022-04-01,2020-01-01,5 REVERE DRIVE ONE NORTHBROOK PLACE SUITE 200,NORTHBROOK,United States,60062,IL,CLS-CTARMSEvidence@wolterskluwer.com,CHILDREN'S HEART FOUNDATION,Foreign,United States,2020-04-01,IL,IL,False,False,False,False,False,Civic and Social Organizations (813410),,2021-11-10 00:08:34.4200000,,,,,,,,,,,,,,,,,,,,
"PANTHEON SYSTEMS, INC.",Stock,Active,1341035,2022-04-01,2020-03-24,717 CALIFORNIA STREET FLOOR 2,SAN FRANCISCO,United States,94108,CA,complianceteam@cogencyglobal.com,"PANTHEON SYSTEMS, INC.",Foreign,United States,2020-04-01,DE,DE,False,False,False,False,False,"Data Processing, Hosting, and Related Services (518210)",,2021-11-10 00:08:34.4200000,,,,,,,,,,,,,,,,,,,,
"NEW RESTORATION AND RECOVERY SERVICES, LLC",LLC,Active,1341037,2022-03-31,2019-02-01,2510 MERIDIAN PKWY. SUITE 350,DURHAM,United States,27713,NC,Compliancemail@cscinfo.com,"NEW RESTORATION AND RECOVERY SERVICES, LLC",Foreign,United States,2020-04-01,NC,NC,False,False,False,False,False,Other Services to Buildings and Dwellings (561790),,2021-11-10 00:08:34.4200000,,,,"2510 MERIDIAN PKWY. SUITE 350., DURHAM, NC, 27713, United States",2510 MERIDIAN PKWY. SUITE 350.,DURHAM,NC,27713,United States,"2510 MERIDIAN PKWY. SUITE 350, DURHAM, NC, 27713, United States",2510 MERIDIAN PKWY. SUITE 350,DURHAM,NC,27713,United States,,,,,
ALPHA SPEAR ADVISORY LLC,LLC,Active,1341038,2021-03-31,,257 WAHACKME ROAD,NEW CANAAN,,06840,CT,MDMASTEY@GMAIL.COM,,Domestic,,2020-04-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.4200000,,,Annual report past due,,,,,,,,,,,,,,,,,
"NUTRITION & BIOSCIENCES USA 1, LLC",LLC,Active,1341039,2022-03-31,2020-04-01,3490 WINTON PLACE,ROCHESTER,United States,14623,NY,cls-ctarmsevidence@wolterskluwer.com,"NUTRITION & BIOSCIENCES USA 1, LLC",Foreign,,2020-04-01,DE,DE,False,False,False,False,False,Offices of Other Holding Companies (551112),,2021-11-10 00:08:34.4200000,,,,"200 Powder Mill Rd, Experimental Station, Bldg 353, WILMINGTON, DE, 19803, United States","200 Powder Mill Rd, Experimental Station, Bldg 353",WILMINGTON,DE,19803,United States,"200 Powder Mill Rd, Experimental Station, Bldg 353, Wilmington, DE, 19803, United States","200 Powder Mill Rd, Experimental Station, Bldg 353",Wilmington,DE,19803,United States,,,,,
"SONO PARTNERS, LLC",LLC,Active,1341041,2021-03-31,,10 GRAY LANE,WESTPORT,,06880,CT,RON.CARAPEZZI@UNITEDSITESERVICES.COM,,Domestic,,2020-04-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.4200000,,,Annual report past due,,,,,,,,,,,,,,,,,
KREW AIR MECHANICAL SERVICES LLC,LLC,Active,1341046,2021-03-31,,497 BALDWIN AVENUE,MERIDEN,,06450,CT,KREWMECHANICAL@GMAIL.COM,,Domestic,,2020-04-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.4200000,,,Annual report past due,,,,,,,,,,,,,,,,,
"JILL DUBOFF - JACOMINI APRN, PLLC",LLC,Active,1341049,2021-03-31,,75 PONDSIDE DRIVE,WETHERSFIELD,,06109,CT,JJACOMINIAPRN@GMAIL.COM,,Domestic,,2020-04-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:34.9966667,,,Annual report past due,,,,,,,,,,,,,,,,,
BUCKEYE PT TERMINALS LIMITED PARTNERSHIP,Limited Partnership,Cancelled,1341029,2021-04-01,2020-03-20,ONE GREENWAY PLAZA SUITE 600,HOUSTON,,77046,TX,,BUCKEYE PT TERMINALS LP,Foreign,,2020-04-01,DE,DE,False,False,False,False,False,,,2021-11-10 00:06:06.0933333,,,,,,,,,,,,,,,,,,,,
"A.S. JUDGE VIRTUAL DENTAL, P.C.",Stock,Withdrawn,1341032,2021-04-01,2020-04-01,9 W. WALTON STREET,CHICAGO,,60610,IL,,"A.S. JUDGE VIRTUAL DENTAL, P.C.",Foreign,,2020-04-01,IN,IN,False,False,False,False,False,,,2021-11-10 00:06:09.4366667,,,,,,,,,,,,,,,,,,,,
CLASSIC BLUE BARBERSHOP LLC,LLC,Active,1340841,2021-03-31,,176 FARMINGTON AVE,BRISTOL,United States,06010,CT,CLASSICBLUEBARBERSHOP@GMAIL.COM,,Domestic,,2020-04-02,CT,Connecticut,True,False,True,False,False,Barber Shops (812111),812111.0,2021-11-10 00:08:36.2800000,,,Annual report past due,,,,,,,,,,,,,,,,,
L&M HOME INSPECTION SERVICE LLC,LLC,Active,1340842,2022-03-31,2020-01-13,71 LEO STREET,MANCHESTER,United States,03103,NH,rich6641@gmail.com,L&M HOME INSPECTION SERVICE LLC,Foreign,United States,2020-04-02,NH,NH,False,False,False,False,False,Passenger Car Leasing (532112),532112.0,2021-11-10 00:08:36.2800000,,,,"71 LEO STREET, MANCHESTER, NH, 03103, United States",71 LEO STREET,MANCHESTER,NH,03103,United States,"71 LEO STREET, MANCHESTER, NH, 03103, United States",71 LEO STREET,MANCHESTER,NH,03103,United States,,,,,
SE GLOBAL LLC,LLC,Active,1340843,2021-03-31,,195 BIGELOW HOLLOW ROAD,STAFFORD SPRINGS,United States,06076,CT,MF.SEGLOBAL@GMAIL.COM,,Domestic,,2020-04-02,CT,Connecticut,False,False,False,False,False,Logging (113310),113310.0,2021-11-10 00:08:36.3233333,,,Annual report past due,,,,,,,,,,,,,,,,,
"C M DIAZ, LLC",LLC,Active,1340844,2022-03-31,,52 WAKEFIELD CIRCLE,EAST HARTFORD,United States,06118,CT,Cmdiaz1867@gmail.com,,Domestic,,2020-04-02,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:08:36.3233333,,,,,,,,,,,,,,,,,,,,
BERTRAND LANDSCAPING LLC,LLC,Active,1340845,2022-03-31,,321 EXCHANGE ST,NEW HAVEN,United States,06513,CT,eperez@luceromultiservices.com,,Domestic,,2020-04-02,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),,2021-11-10 00:08:36.3233333,,,,,,,,,,,,,,,,,,,,
THIRSTY GULL CORP,Non-Stock,Active,1340846,2021-04-30,,35 HIGH ST APT 204,WESTERLY,United States,02891,RI,CHEFJOEY@THIRSTYGULL.COM,,Domestic,,2020-04-02,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:08:36.3233333,,,Annual report past due,,,,,,,,,,,,,,,,,
ROWLAND ENTERPRISES LLC,LLC,Dissolved,1340847,2022-03-31,,251 CHESTNUT HILL ROAD,NORWALK,United States,06851,CT,bgrowland@yahoo.com,,Domestic,,2020-04-02,CT,Connecticut,False,False,False,False,False,Offices of Other Holding Companies (551112),551112.0,2021-11-10 00:08:36.3233333,,,,,,,,,,,,,,,,2021-02-20T00:00:00.000,,,,
C&C MOCETE LLC,LLC,Active,1340848,2021-03-31,,942 STATE STREET,NEW HAVEN,United States,06511,CT,CARLOSMOCETE1@GMAIL.COM,,Domestic,,2020-04-02,CT,Connecticut,False,False,False,False,False,Coin-Operated Laundries and Drycleaners (812310),812310.0,2021-11-10 00:08:36.3233333,,,Annual report past due,,,,,,,,,,,,,,,,,
"20 CHURCH STREET UNIT A-1, LLC",LLC,Active,1340849,2021-03-31,,6 INDIAN CHASE DRIVE,GREENWICH,United States,06830,CT,JENROACH@OPTONLINE.NET,,Domestic,,2020-04-02,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:36.3233333,,,Annual report past due,,,,,,,,,,,,,,,,,
CIRCULAR ENERGY GROUP - 1 LLC,LLC,Active,1340850,2022-03-31,,75 HENNEQUIN ROAD,COLUMBIA,United States,06237,CT,mike@cannadevtech.com,,Domestic,,2020-04-02,CT,Connecticut,False,False,False,False,False,Materials Recovery Facilities (562920),562920.0,2021-11-10 00:08:36.3233333,,,,,,,,,,,,,,,,,,,,
"RN AZZARA INVESTMENTS, LLC",LLC,Active,1340852,2022-03-31,,307 WINDING BROOK FARM ROAD,WATERTOWN,United States,06795,CT,richardazzara@yahoo.com,,Domestic,,2020-04-02,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:08:36.3233333,,,,,,,,,,,,,,,,,,,,
SOUTHGATE STEEPLEJACKS LLC,LLC,Active,1340853,2022-03-31,2020-03-09,279 WEBSTERVILLE ROAD,BARRE,United States,05641,VT,dlmservices21@gmail.com,SOUTHGATE STEEPLEJACKS LLC,Foreign,United States,2020-04-02,VT,VT,False,False,False,False,False,Other Building Finishing Contractors (238390),238390.0,2021-11-10 00:08:36.3233333,,,,"279 WEBSTERVILLE ROAD, BARRE, VT, 05641, United States",279 WEBSTERVILLE ROAD,BARRE,VT,05641,United States,"279 WEBSTERVILLE ROAD, BARRE, VT, 05641, United States",279 WEBSTERVILLE ROAD,BARRE,VT,05641,United States,,,,,
INTERNATIONAL CURE CT INC,Non-Stock,Active,1340854,2020-07-01,,No information provided,,,,,JACOBSDENISE115@YAHOO.COM,,Domestic,,2020-04-02,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.3233333,,,First report past due,,,,,,,,,,,,,,,Failure to file First Report,,
"PERFECT TITLE SOLUTIONS, LLC",LLC,Active,1340855,2022-03-31,,11 TALCOTT NOTCH ROAD,FARMINGTON,United States,06032,CT,ggreene@greenelawpc.com,,Domestic,,2020-04-02,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:36.3233333,,,,,,,,,,,,,,,,,,,,
ESSAM ABDULHAK IBRAHEEM LLC,LLC,Active,1340856,2021-03-31,,78 WESTFIELD STREET,WEST HAVEN,United States,06516,CT,ESSAMBRHM@YAHOO.COM,,Domestic,,2020-04-02,CT,Connecticut,False,False,True,False,False,Other Miscellaneous Durable Goods Merchant Wholesalers (423990),423990.0,2021-11-10 00:08:36.3233333,,,Annual report past due,,,,,,,,,,,,,,,,,
BECK EXECUTIVE SEARCH LLC,LLC,Active,1340857,2021-03-31,,190 W MAIN ST,MILFORD,United States,06460,CT,SEANBECK5@GMAIL.COM,,Domestic,,2020-04-02,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.3233333,,,Annual report past due,,,,,,,,,,,,,,,,,
ROGUE ONE INVESTMENT GROUP LLC,LLC,Active,1340858,2021-03-31,,20 COTTONWOOD DRIVE,AVON,United States,06001,CT,DAVIDLEDAS@GMAIL.COM,,Domestic,,2020-04-02,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:08:36.3233333,,,Annual report past due,,,,,,,,,,,,,,,,,
BASSETT PRIDE LLC,LLC,Active,1340859,2021-03-31,,5 SKIDMORE LANE,SANDY HOOK,United States,06482,CT,BASSETTPRIDE@GMAIL.COM,,Domestic,,2020-04-02,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:08:36.3233333,,,Annual report past due,,,,,,,,,,,,,,,,,
S.M CONSTRUCTION LLC,LLC,Active,1340862,2021-03-31,,41 STARR AVENUE APT 4,DANBURY,United States,06811,CT,TALITOMAN_27@HOTMAIL.COM,,Domestic,,2020-04-02,CT,Connecticut,False,False,False,False,False,Commercial and Institutional Building Construction (236220),236220.0,2021-11-10 00:08:33.7000000,,,Annual report past due,,,,,,,,,,,,,,,,,
YOLANDA'S CONSULTING AND INVESTING LLC,LLC,Active,1340863,2022-03-31,,"15 NORTH MAIN STREET, SUITE 100",WEST HARTFORD,United States,06107,CT,EFILE1234@INCFILE.COM,,Domestic,,2020-04-02,CT,Connecticut,False,False,False,False,False,Investment Advice (523930),,2021-11-10 00:08:33.7000000,,,,,,,,,,,,,,,,,,,,
ABC2FREE LLC,LLC,Active,1340864,2021-03-31,,1 CAMPBELL AVE APT 34,WEST HAVEN,United States,06516,CT,EFILE1234@INCFILE.COM,,Domestic,,2020-04-02,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:33.7000000,,,Annual report past due,,,,,,,,,,,,,,,,,
GILDER CONSULTING LLC,LLC,Active,1340865,2022-03-31,,1131 TOLLAND TPKE STE O 298,MANCHESTER,United States,06042,CT,cmg253@cornell.edu,,Domestic,,2020-04-02,CT,Connecticut,True,False,True,False,False,Educational Support Services (611710),,2021-11-10 00:08:33.7000000,,,,,,,,,,,,,,,,,,,,
ALL OR NOTHING CLEANING SERVICE LLC,LLC,Active,1340866,2021-03-31,,35 GINGER LN APT 139,EAST HARTFORD,United States,06118,CT,SANDMILRES@HOTMAIL.COM,,Domestic,,2020-04-02,CT,Connecticut,True,False,True,False,False,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",561720.0,2021-11-10 00:08:33.7000000,,,Annual report past due,,,,,,,,,,,,,,,,,
764 NORWICH ROAD LLC,LLC,Active,1340867,2022-03-31,2020-04-02,"321 COMMONWEALTH ROAD, SUITE 202",WAYLAND,United States,01778,MA,gholmes@rwholmes.com,764 NORWICH ROAD LLC,Foreign,United States,2020-04-02,MA,MA,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:33.7000000,,,,"321 COMMONWEALTH ROAD, SUITE 202, WAYLAND, MA, 01778, United States","321 COMMONWEALTH ROAD, SUITE 202",WAYLAND,MA,01778,United States,"321 COMMONWEALTH ROAD, SUITE 202, WAYLAND, MA, 01778, United States","321 COMMONWEALTH ROAD, SUITE 202",WAYLAND,MA,01778,United States,,,,,
ALL ABOUT LANGUAGE LLC,LLC,Active,1340868,2022-03-31,,28 DEERFIELD AVE,MIDDLETOWN,United States,06457,CT,hegazi1810@yahoo.com,,Domestic,,2020-04-02,CT,Connecticut,False,False,False,False,False,Translation and Interpretation Services (541930),541930.0,2021-11-10 00:08:33.7000000,,,,,,,,,,,,,,,,,,,,
"64 WOOSTER STREET, LLC",LLC,Active,1340869,2022-03-31,,75 CODFISH HILL ROAD,BETHEL,United States,06801,CT,dave@greenacrescompany.com,,Domestic,,2020-04-02,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:33.7000000,,,,,,,,,,,,,,,,,,,,
"THE FOOD CYCLE DISTILLERY, LLC",LLC,Active,1340870,2022-03-31,2020-04-01,33 NEW BROAD STREET SUITE UL-C,PORT CHESTER,United States,10573,NY,billing@thefoodcycleny.com,"THE FOOD CYCLE DISTILLERY, LLC",Foreign,United States,2020-04-02,NY,NY,False,False,False,False,False,Distilleries (312140),312140.0,2021-11-10 00:08:33.7000000,,,,"O'NEILL DIMANNO & KELLY 15 BEEKMAN STREET 10TH FLOOR, NEW YORK, NY, 10038, United States",O'NEILL DIMANNO & KELLY 15 BEEKMAN STREET 10TH FLOOR,NEW YORK,NY,10038,United States,"33 NEW BROAD STREET SUITE UL-C, PORT CHESTER, NY, 10573, United States",33 NEW BROAD STREET SUITE UL-C,PORT CHESTER,NY,10573,United States,,,,,
JULIE YURASEK DESIGN LLC,LLC,Active,1340871,2022-03-31,,93 MILLPORT AVENUE,NEW CANAAN,United States,06840,CT,julieyurasek@gmail.com,,Domestic,,2020-04-02,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),,2021-11-10 00:08:33.7000000,,,,,,,,,,,,,,,,,,,,
AMPLIFY SOLUTIONS LLC,LLC,Active,1340872,2021-03-31,,1755 DIXWELL AVE,HAMDEN,United States,06514,CT,MAURICEX3223@GMAIL.COM,,Domestic,,2020-04-02,CT,Connecticut,False,False,False,False,False,Business Associations (813910),813910.0,2021-11-10 00:08:33.7000000,,,Annual report past due,,,,,,,,,,,,,,,,,
THE DEVITO AGENCY LLC,LLC,Active,1340873,2021-03-31,,220 FOREST RIDGE RD,WATERBURY,United States,06708,CT,THEDEVITOAGENCY@GMAIL.COM,,Domestic,,2020-04-02,CT,Connecticut,True,False,True,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:08:33.7000000,,,Annual report past due,,,,,,,,,,,,,,,,,
HIMALAYAN GERTS LLC,LLC,Active,1340874,2022-03-31,,45 BAUM DRIVE,THOMASTON,United States,06787,CT,himalayangerts@gmail.com,,Domestic,,2020-04-02,CT,Connecticut,False,False,False,False,False,Portfolio Management (523920),523920.0,2021-11-10 00:08:33.7000000,,,,,,,,,,,,,,,,,,,,
FISHERMAN'S DREAM BAIT & TACKLE LLC,LLC,Active,1340877,2022-03-31,,167 FERRY BLVD,STRATFORD,United States,06615,CT,dragi.vuka@gmail.com,,Domestic,,2020-04-02,CT,Connecticut,False,False,False,False,False,Sporting Goods Stores (451110),,2021-11-10 00:08:33.7000000,,,,,,,,,,,,,,,,,,,,
SW ARCHITECTURAL GROUP LLC,LLC,Active,1340878,2021-03-31,,245 E COTTON HILL ROAD,PORTLAND,United States,06480,CT,INFO@KENNEDYDOYLE.COM,,Domestic,,2020-04-02,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:33.7300000,,,Annual report past due,,,,,,,,,,,,,,,,,
FIREFLY AGENCY LLC,LLC,Active,1340880,2022-03-31,2020-09-01,655 METRO PLACE SOUTH STE 330,DUBLIN,United States,43017,OH,ROD@FIREFLYAGENCY.COM,FIREFLY AGENCY LLC,Foreign,United States,2020-04-02,OH,OH,False,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:08:33.7300000,,,,"655 METRO PLACE SOUTH STE 330, DUBLIN, OH, 43017, United States",655 METRO PLACE SOUTH STE 330,DUBLIN,OH,43017,United States,"655 METRO PLACE SOUTH STE 330, DUBLIN, OH, 43017, United States",655 METRO PLACE SOUTH STE 330,DUBLIN,OH,43017,United States,,,,,
WRECKERS LLC,LLC,Active,1340881,2021-03-31,,3 CHERRY LANE,WESTPORT,United States,06880,CT,SGEBICKI630@GMAIL.COM,,Domestic,,2020-04-02,CT,Connecticut,True,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:08:33.7300000,,,Annual report past due,,,,,,,,,,,,,,,,,
"AL-AMIN PROPERTY SOLUTIONS, LLC",LLC,Active,1340882,2021-03-31,2020-04-02,12 BRUCE PLACE APT #2,LYNN,United States,01902,MA,UDDINSERVICE@GMAIL.COM,"AL-AMIN PROPERTY SOLUTIONS, LLC",Foreign,United States,2020-04-02,NV,NV,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:33.7300000,,,Annual report past due,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,United States,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,United States,,,,,
KINGSTOWN GREEN INC. ECO-FRIENDLY CASKETS COOPERATIVE,Stock,Active,1340883,2022-04-02,2020-04-01,8716 KIMBALL AVE,SKOKIE,United States,60076,IL,KGI60076@YAHOO.COM,KINGSTOWN GREEN INC. ECO-FRIENDLY CASKETS COOPERATIVE,Foreign,United States,2020-04-02,IL,IL,False,False,True,False,False,Nonupholstered Wood Household Furniture Manufacturing (337122),,2021-11-10 00:08:33.7300000,,,,,,,,,,,,,,,,,,,,
"VALENTINECAMP, LLC",LLC,Active,1340884,2022-03-31,,117 LAMENTATION DRIVE,BERLIN,United States,06037,CT,kimvadams@hotmail.com,,Domestic,,2020-04-02,CT,Connecticut,True,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:33.7300000,,,,,,,,,,,,,,,,,,,,
NC MULTISERVICE LLC,LLC,Active,1340885,2021-03-31,,67 HILL ST,WATERBURY,United States,06704,CT,GABIJUNEL01@ICLOUD.COM,,Domestic,,2020-04-02,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:33.7300000,,,Annual report past due,,,,,,,,,,,,,,,,,
"SPRING HILL FARM, LLC",LLC,Active,1340886,2022-03-31,,30 WELLS ROAD,GRANBY,United States,06035,CT,mattspringhillfarm@outlook.com,,Domestic,,2020-04-02,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Crop Farming (111998),111998.0,2021-11-10 00:08:33.7300000,,,,,,,,,,,,,,,,,,,,
MCNARY FAMILY PROPERTIES LLC,LLC,Active,1340887,2021-03-31,,375 RT. 12,GROTON,United States,06340,CT,DAVIDMCNARY@SBCGLOBAL.NET,,Domestic,,2020-04-02,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:33.7300000,,,Annual report past due,,,,,,,,,,,,,,,,,
