name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,reason_for_administrative,total_authorized_shares,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,mailing_jurisdiction_country,office_in_jurisdiction_country,category_survey_email_address,billing_unit,date_of_organization_meeting
"RISE AND DINE, LLC",LLC,Active,1334932,2022-03-31,785 TERRYVILLE AVENUE #4,BRISTOL,United States,06010,CT,kateanne24@gmail.com,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),722513.0,2021-11-10 00:08:36.9500000,,,,,,,,,,,,,,,,,,,,,,
TWO62 CAPITAL LLC,LLC,Active,1334933,2022-03-31,4 LAFAYETTE CT 1B,GREENWICH,United States,06830,CT,jsn@two62capital.com,Foreign,2020-02-03,DE,DE,False,False,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:08:36.9500000,,,2020-02-03,TWO62 CAPITAL LLC,United States,,,"1013 CENTRE RD SUITE 403S, WILMINGTON, DE, 19805, United States",1013 CENTRE RD SUITE 403S,WILMINGTON,DE,19805,"1013 CENTRE RD SUITE 403S, WILMINGTON, DE, 19805, United States",1013 CENTRE RD SUITE 403S,WILMINGTON,DE,19805,United States,United States,,,
N&R WIRELESS & MORE LLC,LLC,Active,1334934,2021-03-31,11 MAIN ST,NORWALK,United States,06851,CT,GUESLYD@GMAIL.COM,Domestic,2020-02-03,CT,Connecticut,False,False,True,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,2021-11-10 00:08:36.9500000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
GONZALEZ AUTO BODY LLC,LLC,Active,1334936,2021-03-31,652 NEW BRITAIN AVE,HARTFORD,United States,06106,CT,EGONZALEZAUTOBODY@GMAIL.COM,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,"Automotive Body, Paint, and Interior Repair and Maintenance (811121)",811121.0,2021-11-10 00:08:36.9500000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
TWENTY-TWO REALTY LLC,LLC,Active,1334937,2022-03-31,216 IRON STREET,LEDYARD,United States,06339,CT,twentytworealtyct@gmail.com,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:36.9500000,,,,,,,,,,,,,,,,,,,,,,
IBARRA SERVICES LLC,LLC,Active,1334938,2021-03-31,748 BROOKS ST,BRIDGEPORT,United States,06608,CT,MAGICRAMIREZ05@GMAIL.COM,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:08:36.9500000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
BERT'S PIZZERIA LLC,LLC,Active,1334939,2022-03-31,264 PARK ROAD,WEST HARTFORD,United States,06119,CT,BertsPizzeriaLLC@outlook.com,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),722513.0,2021-11-10 00:08:36.9500000,,,,,,,,,,,,,,,,,,,,,,
EVERGREENE DESIGNS LLC,LLC,Active,1334940,2022-03-31,7 VESPUCCI ROAD,NORWALK,United States,06850,CT,emilygreene0506@gmail.com,Domestic,2020-02-03,CT,Connecticut,True,False,False,False,False,Graphic Design Services (541430),541430.0,2021-11-10 00:08:36.9500000,,,,,,,,,,,,,,,,,,,,,,
ESPOSITO TAX SERVICES LLC,LLC,Active,1334941,2022-03-31,31 MONROE STREET,OAKVILLE,United States,06779,CT,danaesposito78@yahoo.com,Domestic,2020-02-03,CT,Connecticut,True,False,False,False,False,Tax Preparation Services (541213),541213.0,2021-11-10 00:08:36.9500000,,,,,,,,,,,,,,,,,,,,,,
CHARLU LLC,LLC,Dissolved,1334942,2022-03-31,469 RIDERS LN.,FAIRFIELD,United States,06824,CT,williamteel@gmail.com,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,2021-11-10 00:08:36.9500000,,2021-07-20T00:00:00.000,,,,,,,,,,,,,,,,,,williamteel@gmail.com,,
BLUE SKY CAPITAL LLC,LLC,Active,1334943,2022-03-31,26 COTSWOLD WAY,AVON,United States,06001,CT,ghenkefsa@gmail.com,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,Investment Advice (523930),523930.0,2021-11-10 00:08:36.9500000,,,,,,,,,,,,,,,,,,,,,,
DFD LABORATORY CONSULTING LLC,LLC,Dissolved,1334944,2021-03-31,2 TYLER DRIVE,PRESTON,United States,06365,CT,GUINNESSTYLER@YAHOO.COM,Domestic,2020-02-03,CT,Connecticut,True,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:08:36.9500000,,2021-02-17T00:00:00.000,,,,,,,,,,,,,,,,,,,,
"FARMING TO TABLE, INC",Stock,Active,1334945,2021-02-03,126 FIVE MILE RIVER RD,DARIEN,United States,06820,CT,FARMINGTOTABLE@GMAIL.COM,Foreign,2020-02-03,DE,DE,False,False,False,False,False,,,2021-11-10 00:08:36.9966667,Annual report past due,,2019-01-01,"FARMING TO TABLE, INC",United States,,,,,,,,,,,,,,,,,
"MADS WASH, LLC",LLC,Active,1334947,2021-03-31,12 BLAKESLEE AVENUE,NORTH HAVEN,United States,06473,CT,KOMAL74@HOTMAIL.COM,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,Car Washes (811192),811192.0,2021-11-10 00:08:36.9966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
860 FINANCES & CREDIT LLC,LLC,Active,1334948,2021-03-31,51 ASH ST 2ND FLOOR,NEW BRITAIN,United States,06051,CT,860FINCANCES@GMAIL.COM,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,Investment Advice (523930),523930.0,2021-11-10 00:08:36.9966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
NISHMEET LLC,LLC,Active,1334949,2021-03-31,19 OXFORD ROAD,OXFORD,United States,06478,CT,MDESAIDREAM@YAHOO.COM,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.9966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
MEDEX TECHNOLOGIES INC.,Stock,Active,1334950,2020-05-03,No information provided,,,,,CHRISADAMS389@HOTMAIL.COM,Domestic,2020-02-03,CT,Connecticut,True,False,True,False,False,General Medical and Surgical Hospitals (622110),622110.0,2021-11-10 00:08:36.9966667,First report past due,,,,,Failure to file First Report,10000.0,,,,,,,,,,,,,,,
MERCEDES GREGORIO CLEANING LLC,LLC,Active,1334952,2021-03-31,10 JAMES ST,STAMFORD,United States,06902,CT,LISSETTE_TRRS@YAHOO.COM,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:36.9966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
FUZZY PENGUIN LLC,LLC,Active,1334953,2021-03-31,39 COLT ST,NEW BRITAIN,United States,06052,CT,FUZZYPENGUINCRAFTS@GMAIL.COM,Domestic,2020-02-03,CT,Connecticut,True,False,False,False,False,"Gift, Novelty, and Souvenir Stores (453220)",453220.0,2021-11-10 00:08:36.9966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"RIVERBOARD DEEP WATER DOCKS, LLC",LLC,Active,1334954,2021-03-31,377 MAIN STREET,WEST HAVEN,United States,06516,CT,KEN@KNGREALTY.COM,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:36.9966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
MARTINEZ CONTRUCTION LLC,LLC,Active,1334955,2021-03-31,113 TERRACE AVE,WEST HAVEN,United States,06516,CT,1130LOPEZ@GMAIL.COM,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.9966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
PARIS NAILS AND SPA INC,Stock,Active,1334957,2020-05-03,No information provided,,,,,EMPIREQJ@GMAIL.COM,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,Nail Salons (812113),812113.0,2021-11-10 00:08:36.9966667,First report past due,,,,,Failure to file First Report,1000.0,,,,,,,,,,,,,,,
LUNA STUDIO LLC,LLC,Active,1334958,2022-03-31,333 EAST ST,PLAINVILLE,United States,06062,CT,AALESSI27@GMAIL.COM,Domestic,2020-02-03,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:08:36.9966667,,,,,,,,,,,,,,,,,,,,,,
STERLING KEY REALTY LLC,LLC,Active,1334959,2022-03-31,"1204 MAIN ST, # 327",BRANFORD,United States,06405,CT,FADWA2024@YAHOO.COM,Domestic,2020-02-03,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:36.9966667,,,,,,,,,,,,,,,,,,,,,,
"ALNA PROPERTY MANAGEMENT, LLC",LLC,Active,1334960,2022-03-31,61 ALNA LANE,EAST HARTFORD,United States,06108,CT,ENCMAINTENANCE@AOL.COM,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:36.9966667,,,,,,,,,,,,,,,,,,,,,,
GEORGES BARBERSHOP LLC,LLC,Active,1334961,2021-03-31,290 B PARK TERRACE,HARTFORD,United States,06106,CT,DELROSARIOG15@GMAIL.COM,Domestic,2020-02-03,CT,Connecticut,False,False,True,False,False,Barber Shops (812111),812111.0,2021-11-10 00:08:36.9966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"OPEN DOOR HOME PROPERTIES, LLC",LLC,Active,1334962,2022-03-31,88 DEXTER AVENUE,MERIDEN,United States,06450,CT,puriansolutions@gmail.com,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:36.9966667,,,,,,,,,,,,,,,,,,,,,,
PEARL PROVIDEO LLC,LLC,Active,1334963,2021-03-31,54 ELDRIDGE STREET,MANCHESTER,United States,06040-6110,CT,INFO@PEARLPROVIDEO.COM,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:36.9966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
FUNCTIONAL JIM-ENEZ LLC,LLC,Active,1334964,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,eastern@northwestregisteredagent.com,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),,2021-11-10 00:08:36.9966667,,,,,,,,,,,,,,,,,,,,,,
"319 DELAVAN ENTERPRISES, LLC",LLC,Active,1334965,2022-03-31,169 SOUTH MAIN STREET SUITE 379,NEW CITY,United States,10956,NY,adam.sanders@tsrp.co,Domestic,2020-02-03,NY,Connecticut,False,False,True,False,False,Residential Property Managers (531311),,2021-11-10 00:08:37.5600000,,,,,,,,,,,,,,,,,,,,,,
DAL FINANCIAL LLC.,LLC,Active,1334969,2021-03-31,114 HIGBY DR.,MERIDEN,United States,06450-3515,CT,DALOPEZ0817@GMAIL.COM,Domestic,2020-02-03,CT,Connecticut,False,False,True,False,False,,,2021-11-10 00:08:37.5600000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"MINDFUL EXPRESSIONS, LLC",LLC,Active,1334971,2021-03-31,36B CHURCH STREET,PUTNAM,United States,06260,CT,EMMAMILLERLCSW@GMAIL.COM,Domestic,2020-02-03,CT,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:08:37.5600000,Annual report past due,,,,,,,,,,,,,,,,,,,,,
TWISTINGS AND TURNINGS LLC,LLC,Active,1334972,2022-03-31,2389 Main St. STE 100,Glastonbury,United States,06033,CT,eastern@northwestregisteredagent.com,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,"Sewing, Needlework, and Piece Goods Stores (451130)",,2021-11-10 00:08:37.5766667,,,,,,,,,,,,,,,,,,,,ne@registeredagentsinc.com,,
SUMMIT ASSOCIATES LTD,Stock,Active,1334973,2022-06-03,161 MERRYALL ROAD,NEW MILFORD,United States,06776,CT,hgsenior@gmail.com,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:08:37.5766667,,,,,,,10.0,,,,,,,,,,,,,mgccpa@hotmail.com,,
"HENCO, LLC",LLC,Active,1334974,2022-03-31,46 BREWER STREET,EAST HARTFORD,United States,06108,CT,Mikeroycpa@aol.com,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,2021-11-10 00:08:37.5766667,,,,,,,,,,,,,,,,,,,,,,
SOCIALTIDE LLC,LLC,Active,1334975,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,eastern@northwestregisteredagent.com,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),,2021-11-10 00:08:37.5766667,,,,,,,,,,,,,,,,,,,,,,
"DAVE'S 3D TOURS, LLC",LLC,Dissolved,1334976,2021-03-31,52 PITKIN STREET,EAST HARTFORD,United States,06108,CT,DAVECAST@DAVES3DTOURS.COM,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,Commercial Photography (541922),541922.0,2021-11-10 00:08:37.5766667,,2020-12-15T00:00:00.000,,,,,,,,,,,,,,,,,,,,
"SPENCER & LYNN, LLC",LLC,Active,1334977,2022-03-31,114 LEDGELAND DRIVE,MYSTIC,United States,06355,CT,pamela@spencerandlynn.com,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,"Beer, Wine, and Liquor Stores (445310)",445310.0,2021-11-10 00:08:37.5766667,,,,,,,,,,,,,,,,,,,,,,
LOGIC BOMB LLC,LLC,Active,1334978,2022-03-31,2389 MAIN ST STE 100,GLASTONBURY,United States,06033,CT,eastern@northwestregisteredagent.com,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,Custom Computer Programming Services (541511),,2021-11-10 00:08:37.5766667,,,,,,,,,,,,,,,,,,,,,,
"SHIPWRECK SOFTWARE, L.L.C.",LLC,Active,1334979,2021-03-31,2389 MAIN ST STE 100,GLASTONBURY,United States,06033,CT,CENTRAL@NORTHWESTREGISTEREDAGENT.COM,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:37.5766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
ALBA CLEANING LLC,LLC,Active,1334980,2021-03-31,1 NICHOLAS ST,DANBURY,United States,06810,CT,ROLANGEL89@GMAIL.COM,Domestic,2020-02-03,CT,Connecticut,True,False,False,False,False,Home and Garden Equipment Repair and Maintenance (811411),811411.0,2021-11-10 00:08:37.5766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
CT ELITE SPORTS LLC,LLC,Active,1334981,2022-03-31,2389 MAIN ST STE 100,GLASTONBURY,United States,06033,CT,eastern@registeredagentsinc.com,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,Sports and Recreation Instruction (611620),,2021-11-10 00:08:37.5766667,,,,,,,,,,,,,,,,,,,,,,
"SPENCER & LYNN HOLDINGS, LLC",LLC,Active,1334982,2022-03-31,114 LEDGELAND DRIVE,MYSTIC,United States,06355,CT,pamela@spencerandlynn.com,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:37.6066667,,,,,,,,,,,,,,,,,,,,,,
"BLACKWATER PROPERTIES, LLC",LLC,Active,1334984,2022-03-31,117 GREAT HILL ROAD,NAUGATUCK,United States,06770,CT,Loriu@blackwaterservicesgroup.com,Domestic,2020-02-03,CT,Connecticut,True,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:37.6066667,,,,,,,,,,,,,,,,,,,,,,
"KOVAC PROPERTIES, LLC",LLC,Active,1334985,2021-03-31,30 HAWKS RIDGE,SHELTON,United States,06484,CT,PATKOVAC@YAHOO.COM,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:37.6066667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
AXIOM ENGINEERING L.L.C.,LLC,Active,1334986,2022-03-31,67 BROOKVIEW AVENUE,FAIRFIELD,United States,06825,CT,info@axiomengineeringct.com,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,Engineering Services (541330),541330.0,2021-11-10 00:08:37.6066667,,,,,,,,,,,,,,,,,,,,,,
THE BITCHIN TURTLE LLC,LLC,Active,1334987,2021-03-31,107 2ND AVE,WEST HAVEN,United States,06516,CT,EFILE1234@INCFILE.COM,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:37.6066667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
GILSANZ MURRAY STEFICEK LLP ENGINEERS AND ARCHITECTS,LLP,Active,1334988,2022-02-03,700 Canal Street,Stamford,United States,06902,CT,eastern@northwestregisteredagent.com,Foreign,2020-02-03,NY,NY,False,False,False,False,False,Engineering Services (541330),,2021-11-10 00:08:37.6066667,,,2020-02-03,GILSANZ MURRAY STEFICEK LLP ENGINEERS AND ARCHITECTS,United States,,,,,,,,,,,,,,,,1st Floor,
"HOMEVISION PROPERTIES, LLC",LLC,Active,1334989,2021-03-31,3 GARDEN STREET,NEW BRITAIN,United States,06051,CT,ARELIS.KINARD72@GMAIL.COM,Domestic,2020-02-03,CT,Connecticut,True,False,True,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:08:37.6066667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
DFG LLC,LLC,Active,1334990,2022-03-31,143 SPRING ST,HOPE VALLEY,United States,02832,RI,don@gordonbuilding.net,Domestic,2020-02-03,RI,Connecticut,False,True,False,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:08:37.6066667,,,,,,,,,,,,,,,,,,,,,,
WILLOW'S MYSTIC MARKET LLC,LLC,Dissolved,1334991,2021-03-31,195 PRINCETON ST,BRIDGEPORT,United States,06605,CT,ANTHONY.HOWARD.CRISCI@GMAIL.COM,Domestic,2020-02-03,CT,Connecticut,False,False,True,False,False,"Gift, Novelty, and Souvenir Stores (453220)",453220.0,2021-11-10 00:08:37.6066667,,2021-02-22T00:00:00.000,,,,,,,,,,,,,,,,,,,,
"THE LINCOLN, LLC",LLC,Active,1334992,2021-03-31,30 HAWKS RIDGE,SHELTON,United States,06484,CT,PATKOVAC@YAHOO.COM,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:37.6066667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
DIVA K SALON LLC,LLC,Active,1334993,2022-03-31,25 IRVINGTON STREET 2ND FLOOR,NEW HAVEN,United States,06513,CT,lanciaajl4@gmail.com,Domestic,2020-02-03,CT,Connecticut,True,False,True,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:08:37.6066667,,,,,,,,,,,,,,,,,,,,,,
"GREEN MOUNTAIN MINERALS, LLC",LLC,Dissolved,1334995,2021-03-31,414 OLMSTEAD HILL RD,WILTON,United States,06897,CT,TIM.STEPNOWSKY@GMAIL.COM,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,Support Activities for Oil and Gas Operations (213112),213112.0,2021-11-10 00:08:37.6066667,,2021-02-23T00:00:00.000,,,,,,,,,,,,,,,,,,,,
THREE BROTHERS CT LLC,LLC,Active,1334996,2021-03-31,1081 SILAS DEANE HIGHWAY,WETHERSFIELD,United States,06109,CT,SYEDAZIZCT@GMAIL.COM,Domestic,2020-02-03,CT,Connecticut,False,False,True,False,False,Tobacco Stores (453991),453991.0,2021-11-10 00:08:37.6066667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
LONDON CHASE LLC,LLC,Active,1334997,2022-03-31,39 Woodcrest Ave,Stratford,United States,06614-4837,CT,KHUDSON0917@GMAIL.COM,Domestic,2020-02-03,CT,Connecticut,True,False,True,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:08:37.6066667,,,,,,,,,,,,,,,,,,,,,,
249 LOWER LANE LLC,LLC,Active,1334998,2021-03-31,299 WATCH HILL,BERLIN,United States,,CT,GVILLA321@AOL.COM,Domestic,2020-02-03,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:08:37.6066667,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"MATTHEW LOVE PSYD, LLC",LLC,Active,1334999,2022-03-31,21 SHERMAN COURT 2ND FLOOR,FAIRFIELD,United States,06824,CT,mlove@matthewlovepsyd.com,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:08:37.6066667,,,,,,,,,,,,,,,,,,,,,,
A.O.T. HOME IMPROVEMENT LLC,LLC,Active,1335000,2021-03-31,23 FOX HILL LANE,ENFIELD,United States,06082,CT,TAYLORANDREW115@GMAIL.COM,Domestic,2020-02-03,CT,Connecticut,False,False,True,False,False,Finish Carpentry Contractors (238350),238350.0,2021-11-10 00:08:37.6533333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
SCOPE DATA LLC,LLC,Active,1335001,2022-03-31,9 LANGLEY PARK,FARMINGTON,United States,06032,CT,dorrikost@gmail.com,Foreign,2020-02-03,FL,FL,False,False,False,False,False,Software Publishers (511210),,2021-11-10 00:08:37.6533333,,,2019-09-01,SCOPE DATA LLC,United States,,,"6000 ISLAND BOULEVARD #1605, AVENTURA, FL, 33160,",6000 ISLAND BOULEVARD #1605,AVENTURA,FL,33160,"6000 ISLAND BOULEVARD #1605, AVENTURA, FL, 33160, United States",6000 ISLAND BOULEVARD #1605,AVENTURA,FL,33160,,United States,,,
"MEL'S DINER, LLC",LLC,Active,1335002,2021-03-31,82 WEST MAIN STREET,MERIDEN,United States,06451,CT,MELS.DINER@MAIL.COM,Domestic,2020-02-03,CT,Connecticut,True,False,True,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:08:37.6533333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"RED CALIBER REALTORS, LLC.",LLC,Active,1335003,2022-03-31,161 OLD COLCHESTER ROAD,SALEM,United States,06420,CT,amy.e.johnson@sbcglobal.net,Domestic,2020-02-03,CT,Connecticut,True,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:08:37.6533333,,,,,,,,,,,,,,,,,,,,,,
"PALM RIVER HOMES, LLC",LLC,Active,1335004,2022-03-31,80 FOUR SEASONS RD,FAIRFIELD,United States,06825,CT,AHECHLER@NCHINC.COM,Foreign,2020-02-03,NV,NV,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:37.6533333,,,2020-02-03,"PALM RIVER HOMES, LLC",United States,,,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,United States,United States,,,
"K.E. O'LEARY INDUSTRIES, LLC",LLC,Active,1335005,2022-03-31,66 JOHNSON AVE.,PLAINVILLE,United States,06062,CT,truck-41@comcast.net,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:08:37.6533333,,,,,,,,,,,,,,,,,,,,,,
DPM FINANCIAL COACHING LLC,LLC,Active,1335006,2022-03-31,97 DEER RUN DR,TRUMBULL,United States,06611,CT,d_m@charter.net,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:37.6533333,,,,,,,,,,,,,,,,,,,,,,
189 LINNMOORE STREET LLC,LLC,Active,1335007,2021-03-31,189 LINNMOORE STREET,HARTFORD,United States,,CT,PTDUBEY@GMAIL.COM,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:37.6533333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
FRIENDS OF SALVE SOFTBALL INC,Non-Stock,Active,1335008,2022-02-03,12 GRANNIS RD,ORANGE,United States,06477,CT,PAUL@PAOLETTILAW.NET,Foreign,2020-02-03,RI,RI,False,False,False,False,False,Sports Teams and Clubs (711211),711211.0,2021-11-10 00:08:37.6533333,,,2020-02-04,FRIENDS OF SALVE SOFTBALL INC,United States,,,,,,,,,,,,,,,,,
KEMETICUT CONSIGNMENT LLC,LLC,Active,1335009,2021-03-31,3900 PARK AVE 3A,BRIDGEPORT,United States,06604,CT,KEMETCONSIGNMENT@GMAIL.COM,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,Jewelry Stores (448310),448310.0,2021-11-10 00:08:37.6533333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
ARC1 LLC,LLC,Active,1335010,2021-03-31,32 HEARTHSTONE DRIVE,RIVERSIDE,United States,06878,CT,PJDONNELLAN@GMAIL.COM,Domestic,2020-02-03,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:08:37.6533333,Annual report past due,,,,,,,,,,,,,,,,,,,,,
