name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,total_authorized_shares,dissolution_date,reason_for_administrative,category_survey_email_address,billing_unit,date_of_organization_meeting,mailing_international_address,mailing_jurisdiction_3,office_jurisdiction_3
"INDUSTRIAL CONSTRUCTION GROUP, LLC",LLC,Active,1331545,2022-03-31,30 DUBOIS DR,MYSTIC,United States,06355,CT,sjackson@industrialconstructiongrp.com,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,Industrial Building Construction (236210),236210.0,2021-11-10 00:08:39.4966667,,,,,,,,,,,,,,,,,,,,,,,,,
"VETLAND ASSOCIATES, LLC",LLC,Active,1331546,2022-03-31,212 NATCHAUG DRIVE,GLASTONBURY,United States,06033,CT,jalb5553@gmail.com,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),,2021-11-10 00:08:39.4966667,,,,,,,,,,,,,,,,,,,,,,,,,
BECKY BECKS LLC,LLC,Active,1331547,2021-03-31,52 EGYPT ROAD,ELLINGTON,United States,06029,CT,BECKY.VESCE@GMAIL.COM,Domestic,2020-01-02,CT,Connecticut,True,False,False,False,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:08:39.4966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
PAWTERO PET SERVICES LLC,LLC,Active,1331548,2021-03-31,992 STATE ST,NEW HAVEN,United States,06511,CT,JASSBO@AOL.COM,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,Pet and Pet Supplies Stores (453910),453910.0,2021-11-10 00:08:39.4966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
BREEZEMONT HOMES LLC,LLC,Active,1331549,2022-03-31,9 HILLCREST LN 9 HILLCREST LN,OLD GREENWICH,United States,06870,CT,ddouglasdecker@gmail.com,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,New Single-Family Housing Construction (except For-Sale Builders) (236115),236115.0,2021-11-10 00:08:39.4966667,,,,,,,,,,,,,,,,,,,,,,,,,
"TRM PROPERTIES, LLC",LLC,Active,1331551,2022-03-31,204 STATE STREET,NORTH HAVEN,United States,06473,CT,frank@getebm.com,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,2021-11-10 00:08:39.4966667,,,,,,,,,,,,,,,,,,,,,,,,,
"GEM ESTATES, LLC",LLC,Active,1331552,2021-03-31,10 EVERWOOD DRIVE,NEW MILFORD,United States,06776,CT,VIN79LABORER@GMAIL.COM,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:39.4966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"WEST EGG, LLC",LLC,Active,1331554,2021-03-31,20 SHERMAN HILL ROAD,WOODBURY,,06798,CT,KEYSMATTHEW.1@GMAIL.COM,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:39.4966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
IMPLANT DIRECT SYBRON MANUFACTURING LLC,LLC,Active,1331555,2022-03-31,3050 E. HILLCREST DR.,THOUSAND OAKS,United States,91362,CA,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2020-01-02,CA,CA,False,False,False,False,False,Dental Equipment and Supplies Manufacturing (339114),,2021-11-10 00:08:36.8700000,,2020-01-02,IMPLANT DIRECT SYBRON MANUFACTURING LLC,United States,"3050 E. HILLCREST DR., THOUSAND OAKS, CA, 91362,",3050 E. HILLCREST DR.,THOUSAND OAKS,CA,91362,,"3050 E. HILLCREST DR., THOUSAND OAKS, CA, 91362, United States",3050 E. HILLCREST DR.,THOUSAND OAKS,CA,91362,United States,,,,,,,,,
160 BSRD LLC,LLC,Active,1331556,2022-03-31,160 BYRAM SHORE,GREENWICH,United States,06830,CT,mostcl@yahoo.com,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),,2021-11-10 00:08:36.8700000,,,,,,,,,,,,,,,,,,,,,,,,,
"PRIVATE DRIVING EVENTS, LLC",LLC,Active,1331558,2021-03-31,8 SADDLE HILL RD,MONROE,,06468,CT,ROB@PRIVATEDRIVINGEVENTS.COM,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.8700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
KNOBELSDORFF EDUCATIONAL CONSULTING LLC,LLC,Active,1331560,2022-03-31,256 CEDAR SWAMP RD,DEEP RIVER,United States,06417,CT,knobelsdorffconsulting@gmail.com,Domestic,2020-01-02,CT,Connecticut,True,False,False,False,False,Elementary and Secondary Schools (611110),611110.0,2021-11-10 00:08:36.8700000,,,,,,,,,,,,,,,,,,,,,,,,,
"LRD ASSOCIATES, LLC",LLC,Active,1331561,2022-03-31,21 LORDSHIP RD,EAST GRANBY,United States,06026,CT,linkmont@comcast.net,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:08:36.8700000,,,,,,,,,,,,,,,,,,,,,,,,,
BANSLEY LAW LLC,LLC,Active,1331564,2022-03-31,54 WEST MAIN STREET,MYSTIC,United States,06355,CT,bansley4@bansleylaw.com,Domestic,2020-01-02,CT,Connecticut,False,True,False,False,False,All Other Legal Services (541199),,2021-11-10 00:08:36.8700000,,,,,,,,,,,,,,,,,,,,,,,,,
"LEFLAND HOLDINGS, P.C.",Stock,Active,1331566,2022-01-03,260 MILLBROOK RD.,NORTH HAVEN,United States,06473,CT,llefland77@gmail.com,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,Offices of Optometrists (621320),,2021-11-10 00:08:36.8700000,,,,,,,,,,,,,,,,,1000.0,,,,,,,,
94 HUDSON STREET LLC,LLC,Active,1331567,2022-03-31,1 NORTH WATER STREET SUITE 100,NORWALK,United States,06854,CT,staci@spinrep.com,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works) (533110),,2021-11-10 00:08:36.8700000,,,,,,,,,,,,,,,,,,,,,,,,,
71 ELM STREET LLC,LLC,Active,1331568,2022-03-31,1 NORTH WATER STREET SUITE 100,NORWALK,United States,06854,CT,staci@spinrep.com,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),,2021-11-10 00:08:36.8700000,,,,,,,,,,,,,,,,,,,,,,,,,
SREP HTFD I LLC,LLC,Active,1331569,2022-03-31,1 NORTH WATER STREET SUITE 100,NORWALK,United States,06854,CT,STACI@SPINREP.COM,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,Miscellaneous Intermediation (523910),,2021-11-10 00:08:36.8700000,,,,,,,,,,,,,,,,,,,,,,,,,
"ALPERT HOLDINGS, P.C.",Stock,Active,1331570,2022-01-03,91 PILGRIM RD.,WEST HARTFORD,United States,06117,CT,dralpert@gmail.com,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,All Other Outpatient Care Centers (621498),,2021-11-10 00:08:36.8700000,,,,,,,,,,,,,,,,,1000.0,,,,,,,,
108 CAPITOL AVENUE LLC,LLC,Active,1331571,2022-03-31,1 NORTH WATER STREET SUITE 100,NORWALK,United States,06854,CT,kimberlyn@spinrep.com,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),,2021-11-10 00:08:36.8700000,,,,,,,,,,,,,,,,,,,,,,,,,
ANNETTE BARRETT DESIGN LLC,LLC,Active,1331572,2022-03-31,50 FAIRWAY RIDGE,AVON,United States,06001,CT,anbarrett73@gmail.com,Foreign,2020-01-02,FL,FL,False,False,False,False,False,Interior Design Services (541410),541410.0,2021-11-10 00:08:36.8700000,,2019-11-02,ANNETTE BARRETT DESIGN LLC,United States,"801 US HIGHWAY 1, NORTH PALM BEACH, FL, 33408, United States",801 US HIGHWAY 1,NORTH PALM BEACH,FL,33408,United States,"801 US HIGHWAY 1, NORTH PALM BEACH, FL, 33408, United States",801 US HIGHWAY 1,NORTH PALM BEACH,FL,33408,United States,,,,,,,,,
"QUIPS, LLC",LLC,Active,1331573,2021-03-31,86 WINTONBURY AVENUE,BLOOMFIELD,United States,06002,CT,JULIO@DBPSYSTEMS.COM,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:36.8700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
ENERGY SOURCES INTERNATIONAL LLC,LLC,Active,1331574,2022-03-31,48 WYNDY BROOK LANE,MADISON,United States,06443,CT,JKEDVESINT@OUTLOOK.COM,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,Electric Power Distribution (221122),,2021-11-10 00:08:36.9200000,,,,,,,,,,,,,,,,,,,,,,,,,
CESANA 727 LLC,LLC,Active,1331577,2022-03-31,598 OAKWOOD DRIVE,GLASTONBURY,United States,06033,CT,sandra@kelseylawct.com,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:36.9200000,,,,,,,,,,,,,,,,,,,,,,,,,
CESANA 743 LLC,LLC,Active,1331578,2022-03-31,598 OAKWOOD DRIVE,GLASTONBURY,United States,06033,CT,sandra@kelseylawct.com,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:36.9200000,,,,,,,,,,,,,,,,,,,,,,,,,
CROMWELL SWIM SCHOOL LLC,LLC,Active,1331581,2022-03-31,2725 NAKOTA RD,ROYAL OAK,United States,48073,MI,tracey.mccaghy@goldfishss.com,Domestic,2020-01-02,MI,Connecticut,False,False,False,False,False,All Other Amusement and Recreation Industries (713990),,2021-11-10 00:08:36.9200000,,,,,,,,,,,,,,,,,,,,,,,,,
OHMASHNA LLC,LLC,Active,1331582,2021-03-31,118 N HILL RD,NORTH HAVEN,United States,06473,CT,OHMASHNALLC@GMAIL.COM,Domestic,2020-01-02,CT,Connecticut,True,False,False,False,False,Convenience Stores (445120),445120.0,2021-11-10 00:08:36.9200000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
TERAMO ADVISORS LLC,LLC,Active,1331583,2022-03-31,1016 COLLIER CENTER WAY STE 106,NAPLES,United States,34110,FL,steve@fr-2.com,Foreign,2020-01-02,DE,DE,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:08:36.9200000,,2020-01-01,TERAMO ADVISORS LLC,United States,"1016 COLLIER CENTER WAY STE 106, NAPLES, FL, 34110, United States",1016 COLLIER CENTER WAY STE 106,NAPLES,FL,34110,United States,"1016 COLLIER CENTER WAY STE 106, NAPLES, FL, 34110, United States",1016 COLLIER CENTER WAY STE 106,NAPLES,FL,34110,United States,,,,,,,,,
PERSONAL CAPITAL ADVISORS CORPORATION,Stock,Active,1331587,2022-01-02,3 LAGOON DR STE 200,REDWOOD CITY,United States,94065,CA,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2020-01-02,DE,DE,False,False,False,False,False,Miscellaneous Intermediation (523910),,2021-11-10 00:08:36.9200000,,2020-01-01,PERSONAL CAPITAL ADVISORS CORPORATION,United States,,,,,,,,,,,,,,,,,,,,,
"OUTPOST PIZZA WESTPORT, LLC",LLC,Active,1331590,2022-03-31,333 Main Street,Westport,United States,06880,CT,soleybooks2003@live.com,Domestic,2020-01-02,CT,Connecticut,False,False,True,False,False,Limited-Service Restaurants (722513),,2021-11-10 00:08:36.9200000,,,,,,,,,,,,,,,,,,,,soleybooks2003@live.com,,,,,
"HMF, LLC",LLC,Active,1331591,2021-03-31,175 HIDDEN POND DR.,WATERTOWN,,06795,CT,HOWIEFISH@MAC.COM,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.9200000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"COTTAGE FLAIR, LLC",LLC,Active,1331596,2022-03-31,168 MAIN ST,OLD SAYBROOK,United States,06475,CT,Shopflair2@yahoo.com,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,"Gift, Novelty, and Souvenir Stores (453220)",453220.0,2021-11-10 00:08:36.9500000,,,,,,,,,,,,,,,,,,,,,,,,,
"THE BARBELL CARTEL, LLC",LLC,Active,1331597,2022-03-31,1552 ROUTE 171,WOODSTOCK VALLEY,United States,06282,CT,aj@thebarbellcartel.com,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,2021-11-10 00:08:36.9500000,,,,,,,,,,,,,,,,,,,,,,,,,
BELLE MONDE CHOCOLATES LLC,LLC,Active,1331598,2021-03-31,14 COTTAGE STREET,U.S.A,United States,06095,CT,NIK@BELLEMONDECHOCOLATES.COM,Domestic,2020-01-02,CT,Connecticut,True,False,True,False,False,Food Service Contractors (722310),722310.0,2021-11-10 00:08:36.9500000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"910 MARKETING GROUP, LLC",LLC,Active,1331600,2022-03-31,104 OLD RD,WESTPORT,United States,06880,CT,rdry910@att.net,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,"Promoters of Performing Arts, Sports, and Similar Events without Facilities (711320)",,2021-11-10 00:08:36.9500000,,,,,,,,,,,,,,,,,,,,,,,,,
NEB LEDGE LLC,LLC,Active,1331601,2022-03-31,19 LEDGE ROAD,GREENWICH,United States,06870,CT,ledgeroad@yahoo.com,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),,2021-11-10 00:08:36.9500000,,,,,,,,,,,,,,,,,,,,ledgeroad@yahoo.com,,,,,
EJB LEDGE LLC,LLC,Active,1331602,2022-03-31,19 LEDGE ROAD,Old Greenwich,United States,06870,CT,ledgeroad@yahoo.com,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),,2021-11-10 00:08:36.9500000,,,,,,,,,,,,,,,,,,,,ledgeroad@yahoo.com,,,,,
ANB LEDGE LLC,LLC,Active,1331603,2022-03-31,19 LEDGE ROAD,GREENWICH,United States,06870,CT,ledgeroad@yahoo.com,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),,2021-11-10 00:08:36.9500000,,,,,,,,,,,,,,,,,,,,ledgeroad@yahoo.com,,,,,
BONNIE'S AUTHENTIC BEAUTY ESSENTIALS LLC,LLC,Active,1331606,2021-03-31,307 EAST AVE,BRIDGEPORT,United States,06610,CT,SAVONYAH@YAHOO.COM,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,Other Direct Selling Establishments (454390),454390.0,2021-11-10 00:08:36.9500000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
MANCHESTER SWIM SCHOOL LLC,LLC,Active,1331607,2022-03-31,2725 NAKOTA RD,ROYAL OAK,United States,48073,MI,tracey.mccaghy@goldfishss.com,Domestic,2020-01-02,MI,Connecticut,False,False,False,False,False,All Other Amusement and Recreation Industries (713990),,2021-11-10 00:08:36.9500000,,,,,,,,,,,,,,,,,,,,,,,,,
THREE STOOGES VENTURE LLC,LLC,Active,1331614,2022-03-31,988 COPPER HILL ROAD,WEST SUFFIELD,United States,06093,CT,scott.nigro1807@gmail.com,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:08:36.9966667,,,,,,,,,,,,,,,,,,,,,,,,,
PRO FOODS LLC,LLC,Active,1331617,2021-03-31,5 ROGERS DR,DANBURY,United States,06811,CT,DL_JENN@YAHOO.COM,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,Caterers (722320),722320.0,2021-11-10 00:08:36.9966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"GHS FRIENDS OF GLASTONBURY BASEBALL, INC.",Non-Stock,Active,1331618,2021-01-02,160 PENNYWISE LANE,GLASTONBURY,,06033,CT,brianlaplante514@gmail.com,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.9966667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"BELDEN INTERIOR DESIGN, LLC.",LLC,Dissolved,1331621,2021-03-31,11 STONEBRIDGE LANE,WEST HARTFORD,,06107,CT,KEVIN.SBINTERIORS@YAHOO.COM,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.9966667,,,,,,,,,,,,,,,,,,2020-11-30T00:00:00.000,,,,,,,
2V ADVISORS LLC,LLC,Dissolved,1331622,2021-03-31,215 VALLEY VIEW ROAD,FAIRFIELD,,06824,CT,MATTMCCLOSKEY1@ICLOUD.COM,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.9966667,,,,,,,,,,,,,,,,,,2021-02-02T00:00:00.000,,,,,,,
NEW BEGINNINGS & VISION CHURCH INTERNATIONAL,Religious,Active,1331628,,No information provided,,,,,,Domestic,2020-01-02,,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.9966667,,,,,,,,,,,,,,,,,,,,,,,,,
"THOMAS J. SERRA MEMORIAL FUND, INC.",Non-Stock,Active,1331629,2020-04-01,No information provided,,,,,SAPORITAM@COMCAST.NET,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:36.9966667,First report past due,,,,,,,,,,,,,,,,,,Failure to file First Report,,,,,,
BARAK LLC,LLC,Active,1331631,2022-03-31,9 SOUTH CONDOR DRIVE,ROCKY HILL,United States,06067,CT,261yuj@gmail.com,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,Other Grocery and Related Products Merchant Wholesalers (424490),,2021-11-10 00:08:37.5766667,,,,,,,,,,,,,,,,,,,,,,,,,
"OYSTER ASSOCIATES, LLC",LLC,Active,1331632,2022-03-31,114 CLOCK SHOP DRIVE,BERLIN,United States,06037,CT,rickhans1@gmail.com,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:08:37.5766667,,,,,,,,,,,,,,,,,,,,,,,,,
DOUBLE GOOSE LLC,LLC,Active,1331635,2021-03-31,940 HOPE STREET,STAMFORD,United States,06907,CT,GLEG@SBCGLOBAL.NET,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:37.5766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"ZHAO, YULING888 LLC",LLC,Active,1331637,2021-03-31,7 NORTH SEIR HILL ROAD,NORWALK,United States,06850,CT,LIBERTYACCOUNTING@VERIZON.NET,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:37.5766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
POWDER HOUSE DESIGN LLC,LLC,Active,1331643,2022-03-31,307 LIGHTHOUSE ROAD,NEW HAVEN,United States,06512,CT,ellen@powderhousedesign.com,Domestic,2020-01-02,CT,Connecticut,True,False,False,False,False,Interior Design Services (541410),541410.0,2021-11-10 00:08:37.5766667,,,,,,,,,,,,,,,,,,,,,,,,,
"ORCUTTVILLE, LLC",LLC,Active,1331644,2022-03-31,145 COOPER LANE,STAFFORD SPRINGS,United States,06076,CT,damelectinc@gmail.com,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,Nonresidential Property Managers (531312),531312.0,2021-11-10 00:08:37.5766667,,,,,,,,,,,,,,,,,,,,,,,,,
"CIRCA ANTIQUES & COLLECTIBLES, LLC",LLC,Active,1331647,2022-03-31,225 MAIN STREET,WETHERSFIELD,United States,06109,CT,melinda@circaonmain.com,Domestic,2020-01-02,CT,Connecticut,True,True,True,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,2021-11-10 00:08:37.5766667,,,,,,,,,,,,,,,,,,,,,,,,,
WAVES OF JOY CREATIONS LLC,LLC,Active,1331648,2022-03-31,78 TWILIGHT DRIVE,MADISON,United States,06443,CT,wavesofjoycreations@gmail.com,Domestic,2020-01-02,CT,Connecticut,True,False,False,False,False,"Gift, Novelty, and Souvenir Stores (453220)",453220.0,2021-11-10 00:08:37.5766667,,,,,,,,,,,,,,,,,,,,,,,,,
370 OLIVE LLC,LLC,Active,1331650,2022-03-31,5701 15 AVE #3-A,BROOKLYN,United States,11219,NY,yyd1440@gmail.com,Domestic,2020-01-02,NY,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:37.6200000,,,,,,,,,,,,,,,,,,,,,,,,,
A.E & G PAINTING CORP,Stock,Active,1331652,2020-04-01,No information provided,,,,,MRIVERA@CHOICESERVICESLLC.COM,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:08:37.6200000,First report past due,,,,,,,,,,,,,,,,100.0,,Failure to file First Report,,,,,,
"RIGONI DI ASIAGO USA, LLC",LLC,Active,1331654,2022-03-31,1 SELLECK STREET,NORWALK,United States,06855,CT,catherine.kastning@funaro.com,Foreign,2020-01-02,FL,FL,False,False,False,False,False,Other Grocery and Related Products Merchant Wholesalers (424490),424490.0,2021-11-10 00:08:37.6200000,,2019-06-26,"RIGONI DI ASIAGO USA, LLC",United States,"5805 BLUE LAGOON DRIVE SUITE 200, MIAMI, FL, 33126, United States",5805 BLUE LAGOON DRIVE SUITE 200,MIAMI,FL,33126,United States,"5805 BLUE LAGOON DRIVE SUITE 200, MIAMI, FL, 33126, United States",5805 BLUE LAGOON DRIVE SUITE 200,MIAMI,FL,33126,United States,,,,,,,,,
"BBYM DE2, LLC",LLC,Active,1331658,2022-03-31,8 CARTER LN,MONSEY,United States,10952,NY,Barnett@rbrealestategroup.com,Foreign,2020-01-02,DE,DE,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:37.6200000,,2020-01-02,"BBYM DE2, LLC",United States,"919 N. MARKET STREET SUITE 725, WILMINGTON, DE, 19801, United States",919 N. MARKET STREET SUITE 725,WILMINGTON,DE,19801,United States,"919 N. MARKET STREET SUITE 725, WILMINGTON, DE, 19801, United States",919 N. MARKET STREET SUITE 725,WILMINGTON,DE,19801,United States,,,,,,,,,
GLOBALFINFOCUS LLC,LLC,Active,1331661,2022-03-31,32 BUCKS CROSSING,CROMWELL,United States,06416,CT,dhirajk@globalfinfocus.com,Domestic,2020-01-02,CT,Connecticut,False,False,True,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:08:37.6200000,,,,,,,,,,,,,,,,,,,,,,,,,
RETIREMENT GAMBIT II LLC,LLC,Active,1331663,2022-03-31,57 CHURCH ST.,BRANFORD,United States,06405,CT,ldhoadley@sbcglobal.net,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:08:37.6200000,,,,,,,,,,,,,,,,,,,,,,,,,
"508 PEET STREET, LLC",LLC,Active,1331664,2021-03-31,78 STANLEY ROAD,MONROE,United States,06468,CT,RAFALPRUSZKO@GMAIL.COM,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:37.6200000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"RP CONSTRUCTION SERVICES, INC.",Stock,Active,1331665,2022-01-02,305 DELA VINA AVE.,MONTEREY,United States,93940,CA,financial@rpcs.com,Foreign,2020-01-02,CA,CA,False,False,False,False,False,Commercial and Institutional Building Construction (236220),236220.0,2021-11-10 00:08:37.6200000,,2019-10-27,"RP CONSTRUCTION SERVICES, INC.",United States,,,,,,,,,,,,,,,,,,,,,
"VIOLA RECORDS, LLC",LLC,Active,1331666,2021-03-31,15 SALISBURY WAY,FARMINGTON,United States,06032,CT,VIOLARECORDSLLC@GMAIL.COM,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,Sound Recording Studios (512240),512240.0,2021-11-10 00:08:37.6200000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
DESIGN SIXTY FIVE LLC,LLC,Active,1331667,2022-03-31,65 ROBSON PLACE,FAIRFIELD,United States,06824,CT,designsixtyfive@gmail.com,Domestic,2020-01-02,CT,Connecticut,True,False,False,False,False,Interior Design Services (541410),541410.0,2021-11-10 00:08:37.6200000,,,,,,,,,,,,,,,,,,,,,,,,,
"TURTLE SHELL, LLC",LLC,Active,1331668,2021-03-31,64 MILL VALLEY LANE,STAMFORD,United States,06903,CT,DANIEL@MCGUIRECT.COM,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:37.6200000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT MANAGEMENT LLC,LLC,Active,1331670,2022-03-31,470 JAMES STREET SUITE 3,NEW HAVEN,United States,06513,CT,MGMT@DISTRICTNHV.COM,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:08:37.6533333,,,,,,,,,,,,,,,,,,,,,,,,,
"HAT CITY AUTO TRANSPORT, LLC",LLC,Active,1331673,2021-03-31,49 DEER HILL AVE,DANBURY,United States,06810,CT,HATCITYTRANSPORT@GMAIL.COM,Domestic,2020-01-02,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:37.6533333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
