name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,began_transacting_in_ct,business_name_in_state_country,country_formation,total_authorized_shares,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,reason_for_administrative,category_survey_email_address,billing_unit,date_of_organization_meeting,mailing_international_address
"CT ELITE FIREARMS AND TRAINING, LLC",LLC,Active,Annual report past due,1357240,2021-03-31,129 BREWSTER RD,BRISTOL,United States,06010,CT,PATRICKMUSCILLO@ME.COM,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:37.6333333,,,,,,,,,,,,,,,,,,,,,,
APOLLON CONTRACTING LLC,LLC,Active,,1357241,2022-03-31,33 POWERHOUSE RD,ROSLYN HEIGHTS,United States,11577,NY,STATELICENSEINFO@GMAIL.COM,Foreign,2020-09-01,NY,NY,False,False,False,False,False,Commercial and Institutional Building Construction (236220),236220.0,2021-11-10 00:12:37.6333333,2020-09-01,APOLLON CONTRACTING LLC,United States,,"33 POWERHOUSE RD, ROSLYN HEIGHTS, NY, 11577, United States",33 POWERHOUSE RD,ROSLYN HEIGHTS,NY,11577,United States,"33 POWERHOUSE RD, ROSLYN HEIGHTS, NY, 11577, United States",33 POWERHOUSE RD,ROSLYN HEIGHTS,NY,11577,United States,,,,,,
YOUR GOLD FOR GOOD LLC,LLC,Active,,1357242,2022-03-31,2004 AVALON WAY,STARTFORD,United States,06614,CT,adsplus@aol.com,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:37.6333333,,,,,,,,,,,,,,,,,,,,,,
SHO JONEZ MANAGEMENT LLC,LLC,Active,,1357245,2022-03-31,140 HAMDEN AVE UNIT L,WATERBURY,United States,06704,CT,marshalltolson831@gmail.com,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures (711410)",711410.0,2021-11-10 00:12:37.6333333,,,,,,,,,,,,,,,,,,,,,,
"WALTER & FABIOLA, LLC",LLC,Active,Annual report past due,1357246,2021-03-31,1435 QUINNIPIAC AVENUE,NEW HAVEN,United States,06513,CT,MCABAN@CRNAGENCY.COM,Domestic,2020-09-01,CT,Connecticut,False,False,True,False,False,,,2021-11-10 00:12:37.6333333,,,,,,,,,,,,,,,,,,,,,,
AMPS INVESTMENTS LLC,LLC,Active,,1357247,2022-03-31,16 ALCOTT WAY,AVON,United States,06001,CT,AMPSinvestments2020@gmail.com,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,Securities and Commodity Exchanges (523210),523210.0,2021-11-10 00:12:37.6333333,,,,,,,,,,,,,,,,,,,,,,
"305 ORANGE STREET ASSOCIATES, LLC",LLC,Active,Annual report past due,1357248,2021-03-31,11 ADIRONDACK TRAIL,EASTON,United States,06612,CT,LYN.MCCARTHY30@GMAIL.COM,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing (532120)",532120.0,2021-11-10 00:12:37.6333333,,,,,,,,,,,,,,,,,,,,,,
RAAG ENTERPRISES LLC,LLC,Active,,1357249,2022-03-31,302-1 TUDOR DRIVE,CAPE CORAL,United States,33904,FL,alb06820@gmail.com,Domestic,2020-09-01,FL,Connecticut,True,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:12:37.6333333,,,,,,,,,,,,,,,,,,,,,,
OCEAN PLEASURE LLC,LLC,Active,Annual report past due,1357250,2021-03-31,400 BLAKE ST 1206,NEW HAVEN,United States,06515,CT,OCEANPLEASURE20@GMAIL.COM,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:12:37.6333333,,,,,,,,,,,,,,,,,,,,,,
EAS CONSTRUCTION LLC,LLC,Active,Annual report past due,1357251,2021-03-31,32 HILLTOP RD,NAUGATUCK,United States,06770,CT,ONEOAKAGENCY@YAHOO.COM,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,Siding Contractors (238170),238170.0,2021-11-10 00:12:37.6333333,,,,,,,,,,,,,,,,,,,,,,
FIFTY SHADES IMPORT & EXPORT LLC,LLC,Dissolved,,1357252,2021-03-31,272 RIVER ST,BRIDGEPORT,United States,06604,CT,SANDRA@ATLANTISTAXLLC.COM,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,Clothing Accessories Stores (448150),448150.0,2021-11-10 00:12:37.6333333,,,,,,,,,,,,,,,,,2021-05-28T00:00:00.000,,,,,
KSS GLOBAL ENDEAVORS LLC,LLC,Active,Annual report past due,1357253,2021-03-31,93 WESTSIDE BOULEVARD,BURLINGTON,United States,06013,CT,LLCSUPPORT@PRIMECORPORATESERVICES.COM,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:37.6333333,,,,,,,,,,,,,,,,,,,,,,
JEN SAINT JEAN LLC,LLC,Active,,1357254,2022-03-31,14 MANSFIELD AVE,DARIEN,United States,06820,CT,jennifer.stjean@gmail.com,Domestic,2020-09-01,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:38.3066667,,,,,,,,,,,,,,,,,,,,,,
GM CARPENTRY & REMODELING LLC,LLC,Active,Annual report past due,1357255,2021-03-31,10 FRANCIS ROAD,DANBURY,United States,06810,CT,GMCAPRENTRYREMODELING@GMAIL.COM,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:12:38.3066667,,,,,,,,,,,,,,,,,,,,,,
77 PARK AVENUE LLC,LLC,Active,Annual report past due,1357256,2021-03-31,65 STANWICH RD,GREENWICH,United States,06830,CT,JONASZUK@AOL.COM,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:38.3066667,,,,,,,,,,,,,,,,,,,,,,
DMC SEYMOUR LLC,LLC,Active,Annual report past due,1357257,2021-03-31,C/O ZELDES NEEDLE & COOPER P.C. 1000 LAFAYETTE BOULEVARD,BRIDGEPORT,United States,06604,CT,SLEBOWITZ@ZNCLAW.COM,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:38.3066667,,,,,,,,,,,,,,,,,,,,,,
"KATIA CLEANING SERVICE, LLC",LLC,Active,,1357258,2022-03-31,98 GRANDVIEW TERRACE,HARTFORD,United States,06114,CT,katiasantana1994@hotmail.com,Domestic,2020-09-01,CT,Connecticut,True,False,True,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:38.3066667,,,,,,,,,,,,,,,,,,,,,,
"MYRIAD BUSINESS SOLUTIONS, LLC",LLC,Active,,1357260,2022-03-31,27 LAWSON DRIVE,MADISON,United States,06443,CT,mcoscia@myriadbus.com,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:12:38.3066667,,,,,,,,,,,,,,,,,,,,,,
SPLIT ACES LLC,LLC,Active,Annual report past due,1357261,2021-03-31,318 NEW HAVEN AVE,MILFORD,United States,06460,CT,BARRY@COHENKAUFMAN.COM,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:12:38.3066667,,,,,,,,,,,,,,,,,,,,,,
VICTOR ESQUIVEL LLC,LLC,Active,Annual report past due,1357262,2021-03-31,90 1/2 S MAIN ST APT 3,NORWALK,United States,06854,CT,LISSETTE_TRRS@YAHOO.COM,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:12:38.3200000,,,,,,,,,,,,,,,,,,,,,,
ONE GOLF HAVEN LLC,LLC,Active,,1357263,2022-03-31,68 BULKLEY AVENUE N,WESTPORT,United States,06880,CT,kycpapayroll@gmail.com,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,All Other Amusement and Recreation Industries (713990),,2021-11-10 00:12:38.3200000,,,,,,,,,,,,,,,,,,,,,,
WILLIAN D GUAMAN LLC,LLC,Active,Annual report past due,1357264,2021-03-31,90 S MAIN ST APT 1A,NORWALK,United States,06854,CT,LISSETTE_TRRS@YAHOO.COM,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:12:38.3200000,,,,,,,,,,,,,,,,,,,,,,
KENDALS BARBER SHOP LLC,LLC,Active,Annual report past due,1357265,2021-03-31,229 WHITE WOOD ROAD,WATERBURY,United States,06708,CT,EFREMCOLLINS1982@GMAIL.COM,Domestic,2020-09-01,CT,Connecticut,False,False,True,False,False,Barber Shops (812111),812111.0,2021-11-10 00:12:38.3200000,,,,,,,,,,,,,,,,,,,,,,
PILOT-AIRCRAFT LLC,LLC,Active,Annual report past due,1357266,2021-03-31,100 SAW MILL ROAD,DANBURY,United States,06810,CT,STEFAN@TUCKAHOECAPITAL.COM,Foreign,2020-09-01,DE,DE,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",551114.0,2021-11-10 00:12:38.3200000,2020-09-01,PILOT-AIRCRAFT LLC,United States,,"600 N KING STREET SUITE 800, WILMINGTON, DE, 19801, United States",600 N KING STREET SUITE 800,WILMINGTON,DE,19801,United States,"600 N KING STREET SUITE 800, WILMINGTON, DE, 19801, United States",600 N KING STREET SUITE 800,WILMINGTON,DE,19801,United States,,,,,,
"F & R PROPERTY, LLC",LLC,Active,,1357268,2022-03-31,1015 NORTH AVENUE,BRIDGEPORT,United States,06606,CT,bouvierr@goldsteinandpeck.com,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:38.3200000,,,,,,,,,,,,,,,,,,,,,,
INZONE TRANSPORTATION LLC,LLC,Active,Annual report past due,1357269,2021-03-31,29 LINCOLN AVE,NORWALK,United States,06854,CT,INZONETRANSPORTATION@GMAIL.COM,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:12:38.3200000,,,,,,,,,,,,,,,,,,,,,,
TDM HAULING LLC,LLC,Active,Annual report past due,1357270,2021-03-31,97 NOBLE STREET,STAMFORD,United States,06902,CT,MANUEL_AMARTINEZ20@YAHOO.COM,Domestic,2020-09-01,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:12:38.3200000,,,,,,,,,,,,,,,,,,,,,,
TENNESSEE INDUSTRIAL ELECTRONICS LLC,LLC,Active,,1357271,2022-03-31,1216 HEIL QUAKER BLVD.,LAVERGNE,United States,37086,TN,aallen@tieindustrial.com,Foreign,2020-09-01,DE,DE,False,False,False,False,False,Electronic Computer Manufacturing (334111),,2021-11-10 00:12:38.3200000,2020-09-01,TENNESSEE INDUSTRIAL ELECTRONICS LLC,United States,,,,,,,,,,,,,,,,,,,
"NOUVEAU CONNECTICUT, LLC",LLC,Active,,1357279,2022-03-31,47-55 37TH STREET,LONG ISLAND CITY,United States,11101,NY,Compliancemail@cscinfo.com,Foreign,2020-09-01,DE,DE,False,False,False,False,False,Other Building Equipment Contractors (238290),238290.0,2021-11-10 00:12:39.0566667,2020-08-31,"NOUVEAU CONNECTICUT, LLC",United States,,,,,,,,,,,,,,,,,,,
HALLKEEN ASSISTED LIVING COMMUNITIES LLC,LLC,Active,,1357283,2022-03-31,1400 PROVIDENCE HIGHWAY STE 1000,NORWOOD,United States,02062,MA,dhurwitz@hallkeen.com,Foreign,2020-09-01,MA,MA,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),,2021-11-10 00:12:39.0566667,2020-09-01,HALLKEEN ASSISTED LIVING COMMUNITIES LLC,,,"1400 PROVIDENCE HIGHWAY STE 1000, NORWOOD, MA, 02062, United States",1400 PROVIDENCE HIGHWAY STE 1000,NORWOOD,MA,02062,United States,"1400 PROVIDENCE HIGHWAY STE 1000, NORWOOD, MA, 02062, United States",1400 PROVIDENCE HIGHWAY STE 1000,NORWOOD,MA,02062,United States,,,dhurwitz@hallkeen.com,,,
"KEARNEY CONSULTING, LLC",LLC,Active,,1357288,2022-03-31,47 S PARK AVE,EASTON,United States,06612,CT,Kearneyconsultingllc@gmail.com,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,Services for the Elderly and Persons with Disabilities (624120),624120.0,2021-11-10 00:12:39.5700000,,,,,,,,,,,,,,,,,,,,,,
C RAMOS LLC,LLC,Active,Annual report past due,1357289,2021-03-31,16 DECUBELLIS CT,PUTNAM,United States,06260,CT,CRAMOSLLC@GMAIL.COM,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:12:39.5700000,,,,,,,,,,,,,,,,,,,,,,
CASTLEFORD PROPERTIES LLC,LLC,Active,,1357290,2022-03-31,11112 LISMORE LANE,MATTHEWS,United States,28105,NC,ramasamyhere@gmail.com,Domestic,2020-09-01,NC,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:12:39.7133333,,,,,,,,,,,,,,,,,,,,,,
UNIQUELY BUILT FOR THIS LLC,LLC,Active,Annual report past due,1357291,2021-03-31,61 LITCHFIELD STREET,HARTFORD,United States,06112,CT,1UNIQUELYBUILT@GMAIL.COM,Domestic,2020-09-01,CT,Connecticut,True,False,True,False,False,,,2021-11-10 00:12:39.7133333,,,,,,,,,,,,,,,,,,,,,,
"DLD TRUCKING, LLC",LLC,Active,,1357292,2022-03-31,13 KENT CORNWALL ROAD,KENT,United States,06757,CT,dldtruckingllc@gmail.com,Domestic,2020-09-01,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:12:39.7133333,,,,,,,,,,,,,,,,,,,,,,
"PNR PROPERTIES, LLC",LLC,Active,,1357293,2022-03-31,29 TOWER AVE,GROTON,United States,06340,CT,nikkipolidori@gmail.com,Domestic,2020-09-01,CT,Connecticut,True,True,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:39.7133333,,,,,,,,,,,,,,,,,,,,,,
LUCAS 2 LLC,LLC,Active,Annual report past due,1357294,2021-03-31,3A HERITAGE CIRCLE,SOUTHBURY,United States,06488,CT,VCAPPELLETTI99@GMAIL.COM,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),722511.0,2021-11-10 00:12:39.7133333,,,,,,,,,,,,,,,,,,,,,,
PROSPECT 112 LLC,LLC,Active,Annual report past due,1357295,2021-03-31,30 CORBIN DRIVE,DARIEN,United States,06820-1014,CT,JASPAL@NYLONREI.COM,Domestic,2020-09-01,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:39.7133333,,,,,,,,,,,,,,,,,,,,,,
NYLONREI LLC,LLC,Active,Annual report past due,1357296,2021-03-31,30 CORBIN DRIVE,DARIEN,United States,06820-1014,CT,JASPAL@NYLONREI.COM,Domestic,2020-09-01,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:39.7133333,,,,,,,,,,,,,,,,,,,,,,
THE GOLDEN SHACK LLC,LLC,Active,,1357297,2022-03-31,35 CONCORD STREET,BRIDGEPORT,United States,06610,CT,ADMIN@THESGFIRM.COM,Domestic,2020-09-01,CT,Connecticut,True,False,True,False,False,Office Supplies and Stationery Stores (453210),453210.0,2021-11-10 00:12:39.7133333,,,,,,,,,,,,,,,,,,,,,,
OMEGA RM LLC,LLC,Active,Annual report past due,1357298,2021-03-31,34 MULBERRY ST,STAMFORD,United States,06907,CT,OMEGARICHM@GMAIL.COM,Domestic,2020-09-01,CT,Connecticut,False,False,True,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:39.7133333,,,,,,,,,,,,,,,,,,,,,,
"CPA TAX SERVICES, PLLC",LLC,Active,,1357299,2022-03-31,195 HIGHVIEW AVE APT A,STAMFORD,United States,06907,CT,max.grabar@cpataxservicespllc.com,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,Tax Preparation Services (541213),541213.0,2021-11-10 00:12:39.7133333,,,,,,,,,,,,,,,,,,,max.grabar@cpataxservicespllc.com,,,
LB & RC AVIATION LLC,LLC,Dissolved,,1357300,2021-03-31,16 TWITCHGRASS RD,TRUMBULL,United States,06611,CT,EFRANCIANE@ROHUER.COM,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,Other Support Activities for Air Transportation (488190),488190.0,2021-11-10 00:12:39.7133333,,,,,,,,,,,,,,,,,2021-04-22T00:00:00.000,,,,,
"RAMENSTRASH PRODUCTIONS, LLC",LLC,Active,,1357301,2022-03-31,"C/O UPDIKE, KELLY & SPELLACY, P.C. 100 PEARL STREET",HARTFORD,United States,06123,CT,glallier@uks.com,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:12:39.7133333,,,,,,,,,,,,,,,,,,,,,,
QUARANTA'S HOME IMPROVEMENTS LLC,LLC,Active,,1357302,2022-03-31,216 WEBSTER STREET,NEWINGTON,United States,06111,CT,mikeq1997@gmail.com,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),238350.0,2021-11-10 00:12:39.7133333,,,,,,,,,,,,,,,,,,,,,,
TT ENERGY PRODUCTS LLC.,LLC,Active,Annual report past due,1357303,2021-03-31,385 S MAIN STREET SUITE 404-305,SOUTHBURY,United States,06487,CT,IRYNA@TOPTIERNEG.COM,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:39.7133333,,,,,,,,,,,,,,,,,,,,,,
AUTHENTICALLY YOU COUNSELING AND ARTS LLC,LLC,Active,Annual report past due,1357304,2021-03-31,43 BAYBERRY DR,WALLINGFORD,United States,06492,CT,MELISSAZUPPARDI@YAHOO.COM,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:12:39.7133333,,,,,,,,,,,,,,,,,,,,,,
"HAIR BY TINA, LLC",LLC,Active,,1357305,2022-03-31,22 LAURA LANE,NORTH HAVEN,United States,06473,CT,tina.capone@yahoo.com,Domestic,2020-09-01,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:12:39.7133333,,,,,,,,,,,,,,,,,,,,,,
SKYNSATIONAL LLC,LLC,Active,Annual report past due,1357306,2021-03-31,2 CHESTNUT ST,BRANFORD,United States,06405,CT,SKYNSATIONALLLC@GMAIL.COM,Domestic,2020-09-01,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:12:39.7133333,,,,,,,,,,,,,,,,,,,,,,
LOS PRIMO BARBER SHOP LLC,LLC,Active,,1357307,2022-03-31,2052 PARK ST,HARTFORD,United States,06106,CT,abelvasquz2929@icloud.com,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,Barber Shops (812111),812111.0,2021-11-10 00:12:39.7133333,,,,,,,,,,,,,,,,,,,,,,
BIG BUSINESS INCORPORATED,B Corp,Active,First report past due,1357308,2020-11-30,No information provided,,,,,4BIGBUSINESSINCORPORATED@GMAIL.COM,Domestic,2020-09-01,CT,Connecticut,True,False,False,True,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:40.3700000,,,,100.0,,,,,,,,,,,,,,,,,,
EDR HOLDINGS INC,Stock,Active,Annual report past due,1357309,2021-09-09,34 DELMAR DRIVE UNIT H,BROOKFIELD,United States,06804,CT,MIKE@ABAPC.COM,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,All Other Animal Production (112990),112990.0,2021-11-10 00:12:40.3700000,,,,5000.0,,,,,,,,,,,,,,,,,,
"SPINNING WHEEL PROPERTIES, LLC",LLC,Active,,1357310,2022-03-31,28 OLD COLCHESTER RD,QUAKER HILL,United States,06375,CT,managedreports@incorp.com,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),,2021-11-10 00:12:40.3700000,,,,,,,,,,,,,,,,,,,,,,
PAULO TRUCKING LLC,LLC,Active,,1357311,2022-03-31,54 MONTAUK AVE,NEW LONDON,United States,06320,CT,Styrese2009@hotmail.com,Domestic,2020-09-01,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:12:40.3700000,,,,,,,,,,,,,,,,,,,,,,
OLD SPORT CHARTERS LLC,LLC,Active,Annual report past due,1357312,2021-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:40.3700000,,,,,,,,,,,,,,,,,,,,,,
"DND EVENTS, LLC",LLC,Active,Annual report past due,1357313,2021-03-31,9 WALLACE ST,SHELTON,United States,06484,CT,DNDEVENTS@MAIL.COM,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:40.3700000,,,,,,,,,,,,,,,,,,,,,,
FRANCIS COMPANION HOME HEALTHCARE LLC,LLC,Active,Annual report past due,1357314,2021-03-31,323 WADE STREET,BRIDGEPORT,United States,06604,CT,FRANCISHOMEHEALTHCARELLC@GMAIL.COM,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,Home Health Care Services (621610),621610.0,2021-11-10 00:12:40.3700000,,,,,,,,,,,,,,,,,,,,,,
RICHARD ALLEN LLC,LLC,Active,,1357315,2022-03-31,700 BRONSON ROAD,SOUTHPORT,United States,06890,CT,compliance@zenbusiness.com,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,Offices of Other Holding Companies (551112),551112.0,2021-11-10 00:12:40.3700000,,,,,,,,,,,,,,,,,,,,,,
VIDA LLC,LLC,Active,Annual report past due,1357316,2021-03-31,98 VAN DEN NOORT STREET #3,PUTNAM,United States,06260,CT,DEVINARBUCKLE95@GMAIL.COM,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,Graphic Design Services (541430),541430.0,2021-11-10 00:12:40.3700000,,,,,,,,,,,,,,,,,,,,,,
"CARITAS DE ANGEL FAMILY DAYCARE, LLC",LLC,Active,Annual report past due,1357317,2021-03-31,60 MELOY RD,WEST HAVEN,United States,06516,CT,CARITASDEANGELDAYCARE@GMAIL.COM,Domestic,2020-09-01,CT,Connecticut,True,False,False,False,False,Child Day Care Services (624410),624410.0,2021-11-10 00:12:40.3700000,,,,,,,,,,,,,,,,,,,,,,
MUSIC WITH MARISSA LLC,LLC,Active,,1357318,2022-03-31,1233 MATIANUCK AVENUE,WINDSOR,United States,06095,CT,compliance@zenbusiness.com,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,"Offices of Physical, Occupational and Speech Therapists, and Audiologists (621340)",621340.0,2021-11-10 00:12:40.3700000,,,,,,,,,,,,,,,,,,,,,,
SHOGUN AUTOWORKS LLC.,LLC,Active,Annual report past due,1357319,2021-03-31,181 GREATHILL RD.,EAST HARTFORD,United States,06108,CT,SHOGUNAUTOSPA860@GMAIL.COM,Domestic,2020-09-01,CT,Connecticut,True,True,True,False,False,Car Washes (811192),811192.0,2021-11-10 00:12:40.3700000,,,,,,,,,,,,,,,,,,,,,,
"BRANCH ELECTRICAL SERVICE TEAM, INC.",Stock,Active,,1357320,2022-10-20,77 CROOKED LEDGE RD,SOUTHAMPTON,United States,01073,MA,GFLEURY@BRANCHELECTRICINC.COM,Domestic,2020-09-01,CT,Connecticut,False,False,False,False,False,Electrical Contractors and Other Wiring Installation Contractors (238210),238210.0,2021-11-10 00:12:40.3700000,,,,20000.0,,,,,,,,,,,,,,,,,,
"FMC CONTRACTORS, LLC",LLC,Active,,1357321,2022-03-31,378 Lincoln Street,Waterbury,United States,06710,CT,FMCBUILDER@GMAIL.COM,Domestic,2020-09-01,CT,Connecticut,False,False,True,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:40.3700000,,,,,,,,,,,,,,,,,,,,Unit 5,,
"MARVIN LUCAS SUPERPAC, INC.",Non-Stock,Active,,1357322,2022-09-01,470 JAMES STREET SUITE 007 C/O COWORK AT DISTRICT,NEW HAVEN,United States,06513,CT,GEORGE@MARVINLUCASSUPERPAC.COM,Foreign,2020-09-01,DE,DE,False,False,False,False,False,Political Organizations (813940),813940.0,2021-11-10 00:12:40.3833333,2020-09-01,"MARVIN LUCAS SUPERPAC, INC.",United States,,,,,,,,,,,,,,,,dyeung@blankrome.com,,,
"LDN TRUST 3, LLC",LLC,Active,,1357323,2022-03-31,40 W. ELM ST 1D,GREENWICH,United States,06830,CT,dftllc1@gmail.com,Foreign,2020-09-01,DE,DE,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:12:40.3833333,2020-09-01,"LDN TRUST 3, LLC",United States,,"901 MARKET STREET, WILMINGTON, DE, 15901, United States",901 MARKET STREET,WILMINGTON,DE,15901,United States,"901 MARKET STREET, WILMINGTON, DE, 15901, United States",901 MARKET STREET,WILMINGTON,DE,15901,United States,,,,,,
