name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,dissolution_date,category_survey_email_address,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,total_authorized_shares,date_of_organization_meeting,reason_for_administrative,mailing_jurisdiction_3,office_jurisdiction_3,mailing_international_address
JOE SIMPSON PLUMBING LLC,LLC,Active,1353520,2022-03-31,46 SAW PIT HILL ROAD,WOODBURY,United States,06798,CT,joesimpsonplumbingllc@gmail.com,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",238220.0,2021-11-10 00:12:44.6800000,,,,,,,,,,,,,,,,,,,,,,,,,
THE BUSINESS LLC,LLC,Active,1353521,2021-03-31,3 JENNINGS WAY,NEW HAVEN,United States,06515,CT,THEBUSINESSLLC8220@GMAIL.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Barber Shops (812111),812111.0,2021-11-10 00:12:44.6800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"THE FAMILY TREE HOME CARE, LLC",LLC,Active,1353522,2021-03-31,"30 HAZEL TERRACE, SUITE 21",WOODBRIDGE,United States,06525,CT,SALVATORE.MCCLAIN@YAHOO.COM,Domestic,2020-08-03,CT,Connecticut,False,False,True,False,False,Home Health Care Services (621610),621610.0,2021-11-10 00:12:44.6800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"DEFIANT SECURITY, INC.",Stock,Withdrawn,1353524,2022-08-03,1700 WESTLAKE AVE N STE 200,SEATTLE,United States,98109,WA,PAYROLL@DEFIANT.COM,Foreign,2020-08-03,DE,DE,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",,2021-11-10 00:12:44.6800000,,,payroll@defiant.com,2020-08-03,"DEFIANT SECURITY, INC.",United States,,,,,,,,,,,,,,,,,,,
CERTIFIED PAYMENTS & SOLUTIONS LLC,LLC,Active,1353525,2021-03-31,16 ROCKLAND DRIVE,ENFIELD,United States,06082,CT,CHRISTINEROBY55@GMAIL.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Other Direct Selling Establishments (454390),454390.0,2021-11-10 00:12:44.6800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
COVENANT CABLE SYSTEMS LLC,LLC,Active,1353526,2021-03-31,18 CATHERINE STREET,TRUMBULL,United States,06611,CT,DUKE.MCFARLANE@GMAIL.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:12:44.6800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
CHARLESTIN CHIROPRACTIC GROUP LLC,LLC,Active,1353527,2021-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,NE@NORTHWESTREGISTEREDAGENT.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:44.6800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
SUNSET TRUCKING LLC,LLC,Active,1353528,2021-03-31,22 FLORENCE RD,BLOOMFIELD,United States,06002,CT,SUNSETTRUCKINGLLC1@GMAIL.COM,Domestic,2020-08-03,CT,Connecticut,True,False,True,False,False,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",484122.0,2021-11-10 00:12:44.6800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
QUEEN BEE SALON & SPA LLC,LLC,Active,1353529,2021-03-31,313 CHESTNUT STREET,NEW BRITAIN,United States,06051,CT,JENELLY0215@GMAIL.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:12:44.6800000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
THE8THELEMENTT LLC,LLC,Active,1353530,2022-03-31,125 E CENTER ST FL 2,MANCHESTER,United States,06040,CT,THE8THELEMENTT@GMAIL.COM,Domestic,2020-08-03,CT,Connecticut,True,False,False,False,True,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers (423940)",,2021-11-10 00:12:45.2766667,,,rachelfritsch04@gmail.com,,,,,,,,,,,,,,,,,,,,,,
"JAKO GRAPHIC DESIGN, LLC",LLC,Active,1353532,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,eastern@northwestregisteredagent.com,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Other Computer Related Services (541519),,2021-11-10 00:12:45.2766667,,,,,,,,,,,,,,,,,,,,,,,,,
OPITZ AEROSPACE REPAIR LLC,LLC,Active,1353533,2022-03-31,16 SAGAMORE RD,SHELTON,United States,06484,CT,Opitzaerospace@gmail.com,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Other Support Activities for Air Transportation (488190),488190.0,2021-11-10 00:12:45.2766667,,,,,,,,,,,,,,,,,,,,,,,,,
"ACCIPITER, LLC",LLC,Active,1353534,2022-03-31,120 BLACKSTONE VILLAGE,MERIDEN,United States,06450,CT,mmerritt.accipiter@gmail.com,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Other Accounting Services (541219),541219.0,2021-11-10 00:12:45.2766667,,,,,,,,,,,,,,,,,,,,,,,,,
CURRY'S ADVANCED CLEANING LLC,LLC,Active,1353535,2021-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,NE@NORTHWESTREGISTEREDAGENT.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:45.2766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
MOUNTAIN VIEW INVESTMENTS LLC,LLC,Active,1353536,2022-03-31,26 PARKWOOD TERRACE DR.,DANBURY,United States,06811,CT,becky@kkoslawyers.com,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:45.2766667,,,,,,,,,,,,,,,,,,,,,,,,,
"IMOVEITALL, LLC",LLC,Active,1353537,2021-03-31,4 RESEARCH DR STE 402,SHELTON,United States,06484,CT,INFO@IMOVEITALL.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Packing and Crating (488991),488991.0,2021-11-10 00:12:45.2766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
J SYMS ENTERPRISES LLC,LLC,Active,1353538,2021-03-31,37 HUNTINGTON STREET APT 3H,HARTFORD,United States,06105,CT,LLCSUPPORT@PRIMECORPORATESERVICES.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Electronics Stores (443142),443142.0,2021-11-10 00:12:45.2766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
ENVIRO PROPERTY MANAGEMENT LLC,LLC,Active,1353539,2021-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,NE@NORTHWESTREGISTEREDAGENT.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:45.2766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
C.N. WOOD ENVIRO LLC,LLC,Active,1353540,2022-03-31,25A BERNHARD RD,NEW HAVEN,United States,06513,CT,gghiozzi@rubinrudman.com,Foreign,2020-08-03,MA,MA,False,False,False,False,False,Other Building Equipment Contractors (238290),238290.0,2021-11-10 00:12:45.2766667,,,,2020-08-01,C.N. WOOD ENVIRO LLC,United States,"200 Merrimac St, Woburn, MA, 01801-1756, United States",200 Merrimac St,Woburn,MA,01801-1756,United States,,,,,,,,,,,,,
IT TAKES A VILLAGE TO RAISE A CHILD INC.,Non-Stock,Active,1353541,2020-11-01,No information provided,,,,,JERRY@WHITTACCOUNTS.COM,Domestic,2020-08-03,CT,Connecticut,False,False,True,False,False,Civic and Social Organizations (813410),813410.0,2021-11-10 00:12:45.2766667,First report past due,,,,,,,,,,,,,,,,,,,,,,,,
"J&D BRANFORD, L.L.C.",LLC,Active,1353542,2022-03-31,345 VINEYARD POINT ROAD,GUILFORD,United States,06437,CT,dfantarella@mac.com,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:12:45.2766667,,,,,,,,,,,,,,,,,,,,,,,,,
SHEIKH & SONS LLC,LLC,Active,1353543,2021-03-31,1 FERRY LANE,WESTPORT,United States,06880,CT,DONUTCRAZYWESTPORT@GMAIL.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),722513.0,2021-11-10 00:12:45.2766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
TRUSTED AUTO LLC,LLC,Active,1353544,2022-03-31,157 NORTH RD,EAST WINDSOR,United States,06088,CT,info@trustedautoct.com,Domestic,2020-08-03,CT,Connecticut,False,False,True,False,False,Used Car Dealers (441120),441120.0,2021-11-10 00:12:45.2766667,,,,,,,,,,,,,,,,,,,,,,,,,
GATZ-DELANEY LLC,LLC,Active,1353545,2022-03-31,680 E Main St,Stamford,United States,06901,CT,info@360capgroup.com,Domestic,2020-08-03,CT,Connecticut,True,False,False,True,True,All Other Business Support Services (561499),561499.0,2021-11-10 00:12:45.2766667,,,,,,,,,,,,,,,,,,,1292,,,,,,
THE WIG FACTORY LLC,LLC,Active,1353546,2021-03-31,119 PEMBROKE ST,HARTFORD,United States,06112,CT,INFO.THEWIGFACTORY@GMAIL.COM,Domestic,2020-08-03,CT,Connecticut,True,False,True,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:12:45.2766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
PANI'S MASONRY LLC,LLC,Active,1353547,2021-03-31,130 SOUTH ST,DANBURY,United States,06810,CT,PANIMASONRY@GMAIL.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Masonry Contractors (238140),238140.0,2021-11-10 00:12:45.2766667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
CLEAN FREAK FAIRY LLC,LLC,Active,1353548,2022-03-31,7 PUDDING HILL RD,HAMPTON,United States,06247,CT,k.person_17@yahoo.com,Domestic,2020-08-03,CT,Connecticut,True,False,False,False,False,Private Households (814110),814110.0,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,,,,,,,,,
BOUT DAT REVENUE LLC,LLC,Active,1353549,2021-03-31,161 CORNWALL STREET,HARTFORD,United States,06112,CT,KINGCASHMUZIK@GMAIL.COM,Domestic,2020-08-03,CT,Connecticut,False,False,True,False,False,"Promoters of Performing Arts, Sports, and Similar Events without Facilities (711320)",711320.0,2021-11-10 00:12:45.8700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"PEQUOT COASTLINE CONSTRUCTION, LLC",LLC,Active,1353550,2021-03-31,239 BENHAM ROAD APT. 7,GROTON,United States,06340,CT,PEQUOTCOASTLINECONSTRUCTION@GMAIL.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),236118.0,2021-11-10 00:12:45.8700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
LEVR LLC,LLC,Dissolved,1353551,2022-03-31,50 CAMPFIELD DRIVE APT 8,FAIRFIELD,United States,06825,CT,nickrac@gmail.com,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Internet Publishing and Broadcasting and Web Search Portals (519130),519130.0,2021-11-10 00:12:45.8700000,,2021-04-10T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,
"20 CLARK FLATS, LLC",LLC,Active,1353552,2022-03-31,65 REDDING ROAD,EASTON,United States,06612,CT,adunsby@outlook.com,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,,,,,,,,,
ANK RECYCLE LLC,LLC,Active,1353553,2022-03-31,2 SCUPPO RD APT C,DANBURY,United States,06811,CT,anildoabelha443@gmail.com,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Solid Waste Collection (562111),562111.0,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,,,,,,,,,
LSL CATERING LLC,LLC,Active,1353554,2022-03-31,36 REID ST,WATERBURY,United States,06704,CT,Lslcatering1@gmail.com,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Caterers (722320),722320.0,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,,,,,,,,,
WEST 84 LLC,LLC,Active,1353555,2021-03-31,2285 RESERVIOR AVENUE,TRUMBULL,United States,06611,CT,TELTRUMBULL@GMAIL.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Educational Support Services (611710),611710.0,2021-11-10 00:12:45.8700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
ONE STOP CELLULAR CORPORATION,Stock,Active,1353556,2020-11-01,No information provided,,,,,L.PARRA@KEYACC.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,All Other Telecommunications (517919),517919.0,2021-11-10 00:12:45.8700000,First report past due,,,,,,,,,,,,,,,,,,,100.0,,,,,
GOODHOUSE PLLC,LLC,Active,1353557,2022-03-31,112 WEED HILL AVE,STAMFORD,United States,06907,CT,quynh.t.pham@gmail.com,Domestic,2020-08-03,CT,Connecticut,True,False,True,False,False,Offices of Lawyers (541110),541199.0,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,,,,,,,,,
571 H&H CONVENIENCE LLC,LLC,Active,1353559,2021-03-31,571 HIGHLAND AVE,WATERBURY,United States,06708,CT,HAMDIUSA@YAHOO.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Convenience Stores (445120),445120.0,2021-11-10 00:12:45.8700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
PANOPLY PRECISION LLC,LLC,Active,1353560,2021-03-31,26 LEBRIA RD,WEST SUFFIELD,United States,06093,CT,PANOPLYPRECISION@GMAIL.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,2021-11-10 00:12:45.8700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"LINDORO APARTMENT RENTALS, LLC",LLC,Active,1353561,2021-03-31,15 JACOBS LN,BETHEL,United States,06801,CT,RLINDORO@ICLOUD.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:45.8700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
SPARTAN INDUSTRIES LLC,LLC,Active,1353562,2021-03-31,"2389 MAIN STREET, SUITE 100",GLASTONBURY,United States,06033,CT,INFO@CORPORATEDIRECT.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,New Single-Family Housing Construction (except For-Sale Builders) (236115),236115.0,2021-11-10 00:12:45.8700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"30 BATTERSON PARK ROAD, LLC",LLC,Active,1353563,2022-03-31,302 WEST MAIN STREET 100,AVON,United States,06001,CT,cyung@mjfpropertiesllc.com,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Nonresidential Property Managers (531312),531312.0,2021-11-10 00:12:45.8700000,,,,,,,,,,,,,,,,,,,,,,,,,
CHADYS LLC,LLC,Active,1353564,2021-03-31,18 MAGEE AVE,STAMFORD,United States,06902,CT,CHADYSLLC@GMAIL.COM,Domestic,2020-08-03,CT,Connecticut,True,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:45.8700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"DEMAND MORE FITNESS, LLC",LLC,Active,1353565,2021-03-31,40 VITTI STREET,NEW CANNAN,United States,06840,CT,KYRON.MART01@GMAIL.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:45.8700000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
SHELLPRO WHOLESALE LLC,LLC,Active,1353566,2021-03-31,54 GLEN EAGLE DRIVE,BRISTOL,United States,06010,CT,SHELLPROWHOLLSALE@MAIL.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:46.5266667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
VENUS INDUSTRIAL SUPPLY LLC,LLC,Active,1353567,2022-03-31,31 MEADOWWOOD DRIVE,NEW MILFORD,United States,06776,CT,venusindustrialsupply20@gmail.com,Domestic,2020-08-03,CT,Connecticut,True,False,False,False,False,Industrial Supplies Merchant Wholesalers (423840),423840.0,2021-11-10 00:12:46.5266667,,,,,,,,,,,,,,,,,,,,,,,,,
DEARBORN PROPERTIES LLC,LLC,Active,1353568,2021-03-31,7 TREADWELL COURT,WESTON,United States,06883,CT,DEVINDISANTO@GMAIL.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:12:46.5266667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
RADIX TECH INC,Stock,Active,1353569,2022-08-03,2093 PHILADELPHIA PIKE #2636,CLAYMONT,United States,19703,DE,REGISTRATIONS@MKTAXUSA.COM,Foreign,2020-08-03,DE,DE,False,False,False,False,False,Other Computer Related Services (541519),,2021-11-10 00:12:46.5266667,,,,2020-04-01,RADIX TECH INC,United States,,,,,,,,,,,,,,,,,,,
RADD TRUCKING INC,Non-Stock,Active,1353570,2022-09-09,84 Mercer Ave,East Hartford,United States,06118-1516,CT,MISVCS@AOL.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",484110.0,2021-11-10 00:12:46.5266667,Annual report due,,,,,,,,,,,,,,,,,,,,2020-08-03,,,,
GEORGE ZEGNA LLC,LLC,Active,1353571,2022-03-31,203 BROAD STREET  SUITE C3,MILFORD,United States,06460,CT,marinaivanovarane@gmail.com,Domestic,2020-08-03,CT,Connecticut,True,False,True,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:12:46.5266667,,,,,,,,,,,,,,,,,,,,,,,,,
PAVONIA 8320 LLC,LLC,Active,1353572,2021-03-31,35 GRANDVIEW TERRACE,SOUTH WINDSOR,United States,06074,CT,NANRAVI@HOTMAIL.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:12:46.5266667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
MULTI SERVICE CONSULTING LLC,LLC,Active,1353573,2021-03-31,65 GOODWIN PLACE,STARTFORD,United States,06615,CT,TIANNA.ROD722@GMAIL.COM,Domestic,2020-08-03,CT,Connecticut,True,False,False,False,False,All Other Information Services (519190),519190.0,2021-11-10 00:12:46.5266667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
ISI TILE LLC,LLC,Active,1353574,2021-03-31,161 MAIN ST 5D,DANBURY,United States,,CT,BARBARA@MIRANTEAGENCY.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Tile and Terrazzo Contractors (238340),238340.0,2021-11-10 00:12:46.5266667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
BANDHAN CO.,Non-Stock,Active,1353575,2022-03-27,72 OLD MAIDS LN,SOUTH GLASTONBURY,United States,06073,CT,ABHAY.BHATNAGAR@YAHOO.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:46.5266667,,,,,,,,,,,,,,,,,,,,,,,,,
ADOREABLE BOTIQUE LLC,LLC,Active,1353577,2021-03-31,351GARDEN ST APT 7,HARTFORD,United States,06112,CT,TRAVONAB150@GMAIL.COM,Domestic,2020-08-03,CT,Connecticut,True,False,False,False,False,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers (424330)",424330.0,2021-11-10 00:12:46.5266667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
FALCON MANAGEMENT LLC,LLC,Active,1353580,2022-03-31,153 BOSTON POST ROAD #1029,EAST LYME,United States,06333,CT,julyanofalcon@gmail.com,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:12:46.5266667,,,,,,,,,,,,,,,,,,,,,,,,,
FIVE CORNERS BEHAVIORAL HEALTH LLC,LLC,Active,1353582,2022-03-31,115 BIRDSEYE RD,FARMINGTON,United States,06032,CT,martha.stewart@snet.net,Domestic,2020-08-03,CT,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,2021-11-10 00:12:46.5266667,,,,,,,,,,,,,,,,,,,,,,,,,
BEAT DIABETES LLC,LLC,Active,1353583,2022-03-31,36 RIDGEVIEW RD,PORTLAND,United States,06480,CT,elsammac01@gmail.com,Domestic,2020-08-03,CT,Connecticut,True,False,True,False,False,All Other Miscellaneous Ambulatory Health Care Services (621999),621999.0,2021-11-10 00:12:46.5266667,,,,,,,,,,,,,,,,,,,,,,,,,
ZUZA TECK LLC,LLC,Active,1353584,2021-03-31,911 MADISON AVE,BRIDGEPORT,United States,06606,CT,ZUZATECK@GMAIL.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Computer and Office Machine Repair and Maintenance (811212),811212.0,2021-11-10 00:12:46.5266667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
"SABETTA CONSULTING, LLC",LLC,Active,1353585,2022-03-31,25 CARMEL CT,MADISON,United States,06443,CT,andrew@sabettaconsulting.com,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Custom Computer Programming Services (541511),541511.0,2021-11-10 00:12:46.5266667,,,,,,,,,,,,,,,,,,,,,,,,,
RAMIREZ TREE SERVICES & HOME IMPROVEMENT LLC,LLC,Active,1353586,2022-03-31,592 UNION AVE,BRIDGEPORT,United States,06607,CT,taxcenterct@gmail.com,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:12:35.5566667,,,,,,,,,,,,,,,,,,,,,,,,,
JEHOVAH JIREH FAMILY DAYCARE LLC,LLC,Active,1353588,2021-03-31,239 HAUSER ST,WATERBURY,United States,06704,CT,JRTAXPREPARER@GMAIL.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Child Day Care Services (624410),624410.0,2021-11-10 00:12:35.5566667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
SERIES 2017-BNK6 180 HAWLEY LANE LLC,LLC,Active,1353589,2022-03-31,595 SUMMER STREET,STAMFORD,United States,06901,CT,alicia.hall@pnc.com,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),,2021-11-10 00:12:35.5566667,,,,,,,,,,,,,,,,,,,,,,,,,
STRENGTH AND RECOVERY SYSTEMS LLC,LLC,Active,1353590,2021-03-31,4A PLEASANT ST,NEW MILFORD,United States,06776,CT,MATTHEW.PIETRANTONIO@GMAIL.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:35.5566667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
TIAGO. LLC,LLC,Active,1353591,2022-03-31,60 CONNOLLY PKWY BLDG 17 STE 217,HAMDEN,United States,06514,CT,bodybytiago@yahoo.com,Domestic,2020-08-03,CT,Connecticut,True,False,True,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:35.5566667,,,,,,,,,,,,,,,,,,,,,,,,,
INFINITY TRANSPORTATION SERVICES LLC,LLC,Active,1353592,2021-03-31,140 HOMER ST STE. A,WATERBURY,United States,06704,CT,Y_S_MOHAMED@YAHOO.COM,Foreign,2020-08-03,NJ,NJ,False,False,False,False,False,Taxi Service (485310),485310.0,2021-11-10 00:12:35.5566667,Annual report past due,,,2020-08-03,INFINITY TRANSPORTATION SERVICES LLC,United States,"500 NORTH WALNUT ST APT 16J, EAST ORANGE, NJ, 07017, United States",500 NORTH WALNUT ST APT 16J,EAST ORANGE,NJ,07017,United States,"500 NORTH WALNUT ST APT 16J, EAST ORANGE, NJ, 07017, United States",500 NORTH WALNUT ST APT 16J,EAST ORANGE,NJ,07017,United States,,,,,,,
"THE SEVEN, LLC",LLC,Active,1353593,2021-03-31,66 WILCOX STREET APT. 1,NEW BRITAIN,United States,06051,CT,JMVM1095@GMAIL.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,Janitorial Services (561720),561720.0,2021-11-10 00:12:35.5566667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
ROSIE'S DETAIL HOUSE LLC,LLC,Active,1353594,2021-03-31,12 MCCULLOCH DRIVE,SOMERS,United States,06071,CT,ADMIN@ROSIESDETAILHOUSE.COM,Domestic,2020-08-03,CT,Connecticut,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,2021-11-10 00:12:35.5566667,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
AGM CONSTRUCTION INC.,Stock,Active,1353595,2021-08-03,129 FREDERICK STREET,CARTERET,United States,07008,NJ,HELGA7855@GMAIL.COM,Foreign,2020-08-03,NJ,NJ,False,False,False,False,False,Finish Carpentry Contractors (238350),238350.0,2021-11-10 00:12:35.5566667,Annual report past due,,,2020-08-03,AGM CONSTRUCTION INC.,United States,,,,,,,,,,,,,,,,,,,
