name,business_type,status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,dissolution_date,sub_status,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,total_authorized_shares,category_survey_email_address,billing_unit,date_of_organization_meeting,mailing_jurisdiction_3,office_jurisdiction_3
SEB5 PROPERTIES LLC,LLC,Active,1368045,2022-03-31,,10 HUCKLEBERRY LANE,GREENWICH,United States,06831,CT,ebanker42@gmail.com,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:38.2633333,,,,,,,,,,,,,,,,,,,,
"FILO MORTGAGE, L.L.C.",LLC,Active,1368046,2022-03-31,2020-12-01,500 OFFICE CENTER DRIVE SUITE 400,FORT WASHINGTON,United States,15034,PA,akane@filomortgage.com,"FILO MORTGAGE, L.L.C.",Foreign,United States,2020-12-01,DE,DE,False,False,False,False,False,Mortgage and Nonmortgage Loan Brokers (522310),,2021-11-10 00:10:38.2633333,,,"1013 CENTRE ROAD SUITE 403S, WILMINGTON, DE, 19805, United States",1013 CENTRE ROAD SUITE 403S,WILMINGTON,DE,19805.0,United States,"1013 CENTRE ROAD SUITE 403S, WILMINGTON, DE, 19805, United States",1013 CENTRE ROAD SUITE 403S,WILMINGTON,DE,19805.0,United States,,,,,,
RP REALTY LLC,LLC,Active,1368047,2021-03-31,,60 COLDSPRING CROSSING,SOUTH GLASTONBURY,United States,06073,CT,RPREALTYLLC@GMAIL.COM,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:10:38.2633333,,Annual report past due,,,,,,,,,,,,,,,,,,
NOBRAINER FOODS LLC,LLC,Active,1368048,2022-03-31,,360 STATE STREET UNIT 1108,NEW HAVEN,United States,06510,CT,he-wang@hotmail.com,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,Local Messengers and Local Delivery (492210),,2021-11-10 00:10:38.2633333,,,,,,,,,,,,,,,,,,,,
VICTORIANO HANDYMAN LLC,LLC,Active,1368049,2021-03-31,,178 CATHRINE ST APT 2,BRIDGEPORT,United States,06604,CT,TAXCENTERCT@GMAIL.COM,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:10:38.2633333,,Annual report past due,,,,,,,,,,,,,,,,,,
MARLIDO LLC,LLC,Active,1368050,2022-03-31,2020-12-01,5 Nash Is,Darien,United States,06820-5710,CT,WSEIBOLD@MARLIDO.COM,MARLIDO LLC,Foreign,United States,2020-12-01,DE,DE,False,False,False,False,False,All Other Plastics Product Manufacturing (326199),326199.0,2021-11-10 00:10:38.2466667,,,"CORPORATION SERVICES CORP 251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",CORPORATION SERVICES CORP 251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808.0,United States,"CORPORATION SERVICES CORP 251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",CORPORATION SERVICES CORP 251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808.0,United States,,,,,,
BARK 'N' BREW LLC,LLC,Active,1368051,2022-03-31,,10 HILLCREST DRIVE,WATERFORD,United States,06385,CT,patrickscully7@gmail.com,,Domestic,,2020-12-01,CT,Connecticut,True,False,True,False,False,Pet Care (except Veterinary) Services (812910),812910.0,2021-11-10 00:10:38.2466667,,,,,,,,,,,,,,,,,,,,
"K TWO PARTNERS, INC.",Stock,Active,1368053,2021-12-02,,121 WILDWOOD ROAD,STAMFORD,United States,06903,CT,JJIANG@L9GROUP.COM,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",551114.0,2021-11-10 00:10:38.2466667,,Annual report due,,,,,,,,,,,,,1000.0,,,,,
NEXTGEN KEY SOLUTIONS LLC,LLC,Active,1368054,2022-03-31,,16 MARSH POND LANE,MONROE,United States,06468,CT,nextgen.key.solutions@gmail.com,,Domestic,,2020-12-01,CT,Connecticut,True,False,False,False,False,Custom Computer Programming Services (541511),541511.0,2021-11-10 00:10:38.2466667,,,,,,,,,,,,,,,,,,,,
"WESLEY CROZIER MANAGEMENT, LLC",LLC,Active,1368055,2022-03-31,,39 WOODLAWN AVE,MADISON,United States,06443,CT,woodlawnavewoodworks@gmail.com,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,Nonupholstered Wood Household Furniture Manufacturing (337122),337122.0,2021-11-10 00:10:38.2466667,,,,,,,,,,,,,,,,,,,,
CUTTINGEDGE360 LLC,LLC,Active,1368056,2021-03-31,,667 AMITY ROAD,BETHANY,United States,06524-3026,CT,STEVE@CUTTINGEDGE360.COM,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,Sports and Recreation Instruction (611620),611620.0,2021-11-10 00:10:38.2466667,,Annual report past due,,,,,,,,,,,,,,,,,,
ELLMORE CONSULTING LLC,LLC,Active,1368057,2021-03-31,,488 ELLSWORTH AVE,"NEW HAVEN, CT 06511",United States,06511,CT,MIRIAMHOLTZBERG@GMAIL.COM,,Domestic,,2020-12-01,CT,Connecticut,True,False,True,True,False,Custom Computer Programming Services (541511),541511.0,2021-11-10 00:10:38.2466667,,Annual report past due,,,,,,,,,,,,,,,,,,
"SAVISTA, LLC",LLC,Active,1368058,2022-03-31,2020-12-01,"200 NORTH POINT CENTER EAST, SUITE 600",ALPHARETTA,United States,30022,GA,Compliancemail@cscinfo.com,"SSG SUB, LLC",Foreign,United States,2020-12-01,DE,DE,False,False,False,False,False,Home Health Care Services (621610),,2021-11-10 00:10:38.2466667,,,,,,,,,,,,,,,,,,,,
1055 WASHINGTON BLVD OF STAMFORD LLC,LLC,Active,1368059,2022-03-31,2020-12-01,"C/O RWP GROUP, INC. 800 WESTCHESTER AVENUE",RYE BROOK,United States,10573,NY,rweisz@rpwgroup.com,1055 WASHINGTON BLVD OF STAMFORD LLC,Foreign,United States,2020-12-01,DE,DE,False,False,False,False,False,Nonresidential Property Managers (531312),,2021-11-10 00:10:38.2466667,,,"614 N. DUPONT HWY STE. 210, DOVER, DE, 19901, United States",614 N. DUPONT HWY STE. 210,DOVER,DE,19901.0,United States,"614 N. DUPONT HWY STE. 210, DOVER, DE, 19901, United States",614 N. DUPONT HWY STE. 210,DOVER,DE,19901.0,United States,,,,,,
BUILDGROUP ONLINE LLC,LLC,Dissolved,1368060,2021-03-31,,23 COLONIAL ROAD,WESTPORT,United States,06880-5350,CT,BUILDGROUPONLINE@GMAIL.COM,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:10:38.2466667,2021-04-05T00:00:00.000,,,,,,,,,,,,,,,,,,,
"HPC STRATEGIES, LLC",LLC,Active,1368061,2021-03-31,,32 JERICHO DRIVE,OLD LYME,United States,06371,CT,HPCSTRATEGIES@GMAIL.COM,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,All Other Legal Services (541199),541199.0,2021-11-10 00:10:38.2466667,,Annual report past due,,,,,,,,,,,,,,,,,,
THE WYLDEWOOD LLC,LLC,Active,1368062,2021-03-31,,96 WYLDEWOOD ROAD,EASTON,United States,06612,CT,CAITLIN.HALLE@GMAIL.COM,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:10:38.2466667,,Annual report past due,,,,,,,,,,,,,,,,,,
STRATUS TECH LLC,LLC,Active,1368063,2022-03-31,,120- BOSTON POST RD 2040,MILFORD,United States,06460,CT,Mdsufian.ah@outlook.com,,Domestic,,2020-12-01,CT,Connecticut,False,False,True,False,False,Computer Systems Design Services (541512),541512.0,2021-11-10 00:10:38.2466667,,,,,,,,,,,,,,,,,,,,
"FELECIAFEN, LLC",LLC,Active,1368250,2022-03-31,,101 COLLINDALE DR,MERIDEN,United States,06450,CT,jason.feneque@gmail.com,,Domestic,,2020-12-01,CT,Connecticut,False,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:38.7466667,,,,,,,,,,,,,,,,,,,,
D&G LANDSCAPING LLC,LLC,Active,1368426,2021-03-31,,45 RICHARD ST,WEST HARTFORD,United States,06119,CT,USACCOUNTING@YAHOO.COM,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),561730.0,2021-11-10 00:10:38.8100000,,Annual report past due,,,,,,,,,,,,,,,,,,
TRADICION MEXICANA BAKERY LLC,LLC,Active,1368448,2021-03-31,,543 CAMPBELL AVE,WEST HAVEN,,06516,CT,,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:38.8100000,,Annual report past due,,,,,,,,,,,,,,,,,,
VICTOR MENDOZA F LLC,LLC,Active,1368454,2021-03-31,,96 NEW BRITAIN AVE,HARTFORD,,06106,CT,,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:38.8100000,,Annual report past due,,,,,,,,,,,,,,,,,,
RENE CALDERON C LLC,LLC,Active,1368459,2021-03-31,,44 KOSSUTH ST,NEW HAVEN,,06519,CT,,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:38.8100000,,Annual report past due,,,,,,,,,,,,,,,,,,
DREAMBIG COLLEGE INC.,Non-Stock,Active,1368477,2021-03-01,,No information provided,,,,,,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,Educational Support Services (611710),611710.0,2021-11-10 00:10:38.7933333,,First report past due,,,,,,,,,,,,,,,,,,
"DOC-376 TOLLAND TURNPIKE MOB, LLC",LLC,Active,1368478,2022-03-31,2020-11-30,309 N. WATER STREET SUITE 500,MILWAUKEE,United States,53202,WI,sar@docreit.com,"DOC-376 TOLLAND TURNPIKE MOB, LLC",Foreign,United States,2020-12-01,WI,WI,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:10:38.7933333,,,"309 N. WATER STREET SUITE 500, MILWAUKEE, WI, 53202,",309 N. WATER STREET SUITE 500,MILWAUKEE,WI,53202.0,,"309 N. WATER STREET SUITE 500, MILWAUKEE, WI, 53202, United States",309 N. WATER STREET SUITE 500,MILWAUKEE,WI,53202.0,United States,,,,,,
"MONO ADVERTISING, LLC",LLC,Active,1368488,2022-03-31,2021-01-01,1350 LAGOON AVENUE,MINNEAPOLIS,United States,55408,MN,cls-ctarmsevidence@wolterskluwer.com,"MONO ADVERTISING, LLC",Foreign,United States,2020-12-01,DE,DE,False,False,False,False,False,Advertising Agencies (541810),,2021-11-10 00:10:38.7933333,,,NONE,NONE,,,,,NONE,NONE,,,,,,,,,,
"SHELBY DUFOUR BEAUTY ARTISTRY, LLC",LLC,Active,1368493,2022-03-31,,57 OLD KING STREET,ENFIELD,United States,06082,CT,Shelbyd.beauty@gmail.com,,Domestic,,2020-12-01,CT,Connecticut,True,False,False,False,False,Beauty Salons (812112),812112.0,2021-11-10 00:10:38.8100000,,,,,,,,,,,,,,,,,,,,
29 WALKWAY LLC,LLC,Active,1368536,2021-03-31,,"102 WOODSIDE GREEN, APT 3D",STAMFORD,United States,06905,CT,HAMDIKASTRATI@GMAIL.COM,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,2021-11-10 00:10:38.8100000,,Annual report past due,,,,,,,,,,,,,,,,,,
ANB TRANSPORT LLC,LLC,Active,1368068,2021-03-31,,90 HARRAL AVE,BRIDGEPORT,United States,06604,CT,FREDO82_08@YAHOO.COM,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,2021-11-10 00:10:38.7166667,,Annual report past due,,,,,,,,,,,,,,,,,,
132 TRC LLC,LLC,Active,1368069,2022-03-31,,17 DOWNING WAY,MADISON,United States,06443,CT,MACGEORGE711@AOL.COM,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:10:38.7166667,,,,,,,,,,,,,,,,,,,,
YOU ARE THE REASON LLC,LLC,Active,1368070,2021-03-31,,1180 SOUTH CURTIS ST,WALLINGFORD,United States,06492,CT,BRIANHAWK1222@YAHOO.COM,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:10:38.7166667,,Annual report past due,,,,,,,,,,,,,,,,,,
CRUMMY LLC,LLC,Active,1368071,2022-03-31,,"51 FOREST AVE, UNIT 44",OLD GREENWICH,United States,06870,CT,pinkneygould@gmail.com,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,Other Specialized Design Services (541490),541490.0,2021-11-10 00:10:38.7166667,,,,,,,,,,,,,,,,,,,,
DAKOTAS VENDING LLC,LLC,Active,1368072,2022-03-31,,456 EASTERN STREET # 2D,NEW HAVEN,United States,06513,CT,dakotasbeautysupplyllc@gmail.com,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,Vending Machine Operators (454210),454210.0,2021-11-10 00:10:38.7166667,,,,,,,,,,,,,,,,,,,,
"HBW INSURANCE SERVICES, LLC",LLC,Active,1368073,2022-03-31,2021-01-01,13900 E. HARVARD AVENUE,AURORA,United States,80014,CO,alucero@2-10.com,"HBW INSURANCE SERVICES, LLC",Foreign,United States,2020-12-01,GA,GA,False,False,False,False,False,All Other Insurance Related Activities (524298),524298.0,2021-11-10 00:10:38.7166667,,,"40 TECHNOLOGY PKWY SOUTH, #300, NORCROSS, GA, 30092, United States","40 TECHNOLOGY PKWY SOUTH, #300",NORCROSS,GA,30092.0,United States,"40 TECHNOLOGY PKWY SOUTH, #300, NORCROSS, GA, 30092, United States","40 TECHNOLOGY PKWY SOUTH, #300",NORCROSS,GA,30092.0,United States,,,,,,
ADR VENTURES LLC,LLC,Active,1368074,2021-03-31,2020-12-01,"211 BOULEVARD OF THE AMERICAS, SUITE 104",LAKEWOOD,United States,08701,NJ,CAROL@SRK.NYC,ADR VENTURES LLC,Foreign,United States,2020-12-01,NY,NY,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:38.7166667,,Annual report past due,"P.O. BOX 300384, BROOKLYN, NY, 11230, United States",P.O. BOX 300384,BROOKLYN,NY,11230.0,United States,"P.O. BOX 300384, BROOKLYN, NY, 11230, United States",P.O. BOX 300384,BROOKLYN,NY,11230.0,United States,,,,,,
BEE STREET VENTURES LLC,LLC,Active,1368075,2021-03-31,2020-12-01,"211 BOULEVARD OF THE AMERICAS, SUITE 104",LAKEWOOD,United States,08701,NJ,CAROL@SRK.NYC,BEE STREET VENTURES LLC,Foreign,United States,2020-12-01,DE,DE,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:38.7166667,,Annual report past due,"1201 N ORANGE STREET, SUITE 7140, WILMINGTON, DE, 19801, United States","1201 N ORANGE STREET, SUITE 7140",WILMINGTON,DE,19801.0,United States,"1201 N ORANGE STREET, SUITE 7140, WILMINGTON, DE, 19801, United States","1201 N ORANGE STREET, SUITE 7140",WILMINGTON,DE,19801.0,United States,,,,,,
"EXIGENT OPPORTUNITIES, LLC",LLC,Active,1368076,2021-03-31,,"C/O UPDIKE, KELLY & SPELLACY, P.C. 100 PEARL STREET",HARTFORD,United States,06103,CT,GCOURTNEY@UKS.COM,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),541618.0,2021-11-10 00:10:38.7166667,,Annual report past due,,,,,,,,,,,,,,,,,,
BOUJEE ESSENTIALS LLC,LLC,Active,1368077,2021-03-31,,385 HIGH STREET APT 5,NEW BRITAIN,United States,06051,CT,FORDOMONIQUE.92@GMAIL.COM,,Domestic,,2020-12-01,CT,Connecticut,True,False,True,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:10:38.7166667,,Annual report past due,,,,,,,,,,,,,,,,,,
WISEBUYS L.L.C.,LLC,Active,1368078,2021-03-31,,554 BOSTON POST RD SUIT 363,ORANGE,United States,06477,CT,INVESTMENT@WISEBUYSHOUSES.CON,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:38.7166667,,Annual report past due,,,,,,,,,,,,,,,,,,
SCREAM INNOVATIONS LLC,LLC,Active,1368079,2022-03-31,,119 GLENMEADOW DR,NORTHFORD,United States,06472,CT,customerservice@scream-catcher.com,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:10:38.7166667,,,,,,,,,,,,,,,,,,,,
SUNFLOWER MEDIA LLC,LLC,Active,1368080,2021-03-31,,18 GURLEY ROAD,STAMFORD,United States,06902,CT,MARJORIECHIMES@GMAIL.COM,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:10:38.7166667,,Annual report past due,,,,,,,,,,,,,,,,,,
YOLK WELLNESS LLC,LLC,Active,1368081,2021-03-31,,307 NW CORNER RD,NORTH STONINGTON,United States,06359,CT,LEXI@YOLKWELLNESS.COM,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Ambulatory Health Care Services (621999),621999.0,2021-11-10 00:10:38.7166667,,Annual report past due,,,,,,,,,,,,,,,,,,
MEASURE & DRAW LLC,LLC,Active,1368082,2021-03-31,,67 HIGH STREET,WALLINGFORD,United States,06492,CT,ANGEL.OLIVERO@YMAIL.COM,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,Computer Systems Design Services (541512),541512.0,2021-11-10 00:10:38.7166667,,Annual report past due,,,,,,,,,,,,,,,,,,
"HENRY G. CRUZ, LLC",LLC,Active,1368083,2021-03-31,,670 CENTRAL AVENUE,BRIDGPORT,United States,06607,CT,MARGARITA4HERBALIFE@YAHOO.COM,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:38.7166667,,Annual report past due,,,,,,,,,,,,,,,,,,
"1630 PARK AVE, LLC",LLC,Active,1368084,2022-03-31,,"3225 MCLEOD DR, SUITE 100",LAS VEGAS,United States,89121,NV,ra@andersonadvisors.com,,Domestic,,2020-12-01,NV,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:38.7166667,,,,,,,,,,,,,,,,,,,,
"2368 E MAIN, LLC",LLC,Active,1368085,2022-03-31,,"3225 MCLEOD DR, SUITE 100",LAS VEGAS,United States,89121,NV,sgrice@andersonadvisors.com,,Domestic,,2020-12-01,NV,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:38.7166667,,,,,,,,,,,,,,,,,,,,
DAVID A GERICS CPA LLC,LLC,Active,1368086,2022-03-31,,40 COUNTRY CLUB LANE,EASTON,United States,06612,CT,Davidgerics@aol.com,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,Other Accounting Services (541219),541219.0,2021-11-10 00:10:38.7166667,,,,,,,,,,,,,,,,,,,,
RESCUED LLC,LLC,Active,1368087,2021-03-31,,17 BUTTERNUT DR,GLASTONBURY,United States,06033-1217,CT,LBENTZ@YMAIL.COM,,Domestic,,2020-12-01,CT,Connecticut,True,False,False,False,False,Pet and Pet Supplies Stores (453910),453910.0,2021-11-10 00:10:38.7166667,,Annual report past due,,,,,,,,,,,,,,,,,,
AGENCY HERO INSURANCE SERVICES LLC,LLC,Active,1368088,2022-03-31,2020-03-30,4144 25TH STREET,SAN FRANCISCO,United States,94114,CA,rachael.gonzalez@agentero.com,AGENCY HERO INSURANCE SERVICES LLC,Foreign,United States,2020-12-01,DE,DE,False,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,2021-11-10 00:10:38.7166667,,,,,,,,,,,,,,,,,,,,
"104 NEWTOWN, LLC",LLC,Active,1368089,2022-03-31,,"3225 MCLEOD DR, SUITE 100",LAS VEGAS,United States,89121,NV,ra@andersonadvisors.com,,Domestic,,2020-12-01,NV,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:38.7166667,,,,,,,,,,,,,,,,,,,,
BE NICE 2 ME LLC,LLC,Dissolved,1368090,2021-03-31,,5 SUMMERWOOD ROAD,WEST SIMSBURY,United States,06092,CT,MSHER@SHERBROMETALS.COM,,Domestic,,2020-12-01,CT,Connecticut,True,False,False,False,False,All Other General Merchandise Stores (452319),452319.0,2021-11-10 00:10:38.7166667,2021-05-14T00:00:00.000,,,,,,,,,,,,,,,,,,,
DOGS RELISH THIS LLC,LLC,Active,1368091,2021-03-31,,30 CAPEWELL AVE,OAKVILLE,United States,06779,CT,GEOPRO550@GMAIL.COM,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,Mobile Food Services (722330),722330.0,2021-11-10 00:10:38.7166667,,Annual report past due,,,,,,,,,,,,,,,,,,
GK CONTRACTING LLC,LLC,Active,1368092,2022-03-31,,22 WERF DRIVE,REDDING,United States,06896,CT,Compliancemail@cscinfo.com,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,Commercial and Institutional Building Construction (236220),236118.0,2021-11-10 00:10:38.7166667,,,,,,,,,,,,,,,,,,,,
COACH MOVERS LLC,LLC,Active,1368093,2021-03-31,,179 PEARL HARBOR,BRIDEGEPORT,United States,06610,CT,TRAVISFELDER16@GMAIL.COM,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,Couriers and Express Delivery Services (492110),492110.0,2021-11-10 00:10:38.7166667,,Annual report past due,,,,,,,,,,,,,,,,,,
"STEPHENSON CONTRACTING, LLC",LLC,Active,1368094,2021-03-31,,26 BRIDGEVIEW PL,STRATFORD,United States,06614,CT,STEPHENSONCONTRACTINGLLL@GMAIL.COM,,Domestic,,2020-12-01,CT,Connecticut,False,False,True,True,False,Residential Remodelers (236118),236118.0,2021-11-10 00:10:38.7166667,,Annual report past due,,,,,,,,,,,,,,,,,,
TOWNSEND-GRENIER ESTATES LLC,LLC,Active,1368095,2022-03-31,,27 SEYMOUR AVE,WEST HARTFORD,United States,06119,CT,townsendgrenier.estates@gmail.com,,Domestic,,2020-12-01,CT,Connecticut,True,False,True,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:10:38.7166667,,,,,,,,,,,,,,,,,,,,
179 HAMILTON LLC,LLC,Active,1368096,2022-03-31,,179 HAMILTON AVENUE,GREENWICH,United States,06830,CT,celmes@elmescpa.com,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2021-11-10 00:10:38.7166667,,,,,,,,,,,,,,,,,,,,
"THE LOAN STORE, INC.",Stock,Active,1368098,2021-12-01,2021-01-01,6340 N. CAMPBELL AVE. # 100�,TUCSON,United States,85718,AZ,GTAM@THELOANSTORE.COM,"THE LOAN STORE, INC.",Foreign,United States,2020-12-01,DE,DE,False,False,False,False,False,Consumer Lending (522291),522291.0,2021-11-10 00:10:38.7166667,,Annual report due,,,,,,,,,,,,,,,,,,
D. SANTOS CARPENTRY LLC,LLC,Active,1368099,2021-03-31,,370 NORTH AVE,BRIDGEPORT,United States,06606,CT,AMELIASERVICES@LIVE.COM,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),238350.0,2021-11-10 00:10:38.7166667,,Annual report past due,,,,,,,,,,,,,,,,,,
"WE WILL, LLC",LLC,Active,1368100,2022-03-31,,43 MARTIN ST. SUITE 4,HARTFORD,United States,06120,CT,WEWILL2015@GMAIL.COM,,Domestic,,2020-12-01,CT,Connecticut,False,False,True,True,False,All Other Personal Services (812990),812990.0,2021-11-10 00:10:38.7166667,,,,,,,,,,,,,,,,,,,,
AUDIO EXPERIENCE LLC,LLC,Active,1368101,2022-03-31,,23 FINNEY STREET EXT.,ANSONIA,United States,06401,CT,justin@audioexperience.net,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),,2021-11-10 00:10:38.7166667,,,,,,,,,,,,,,,,,,,,
JLL PAINTING LLC,LLC,Active,1368102,2021-03-31,,39 SOUTH CHERRY ST 1ST FLR,WALLINGFORD,United States,06492,CT,TAXCENTERCT@GMAIL.COM,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:10:38.7166667,,Annual report past due,,,,,,,,,,,,,,,,,,
LEICY LUXUR LLC,LLC,Active,1368103,2021-03-31,,1744 DIXWELL AVE UNIT 4440,HAMDEN,United States,06514,CT,LEICYLUXUR@GMAIL.COM,,Domestic,,2020-12-01,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:38.7166667,,Annual report past due,,,,,,,,,,,,,,,,,,
"RI CONSULTANTS, LLC",LLC,Active,1368104,2022-03-31,,64 CARDINAL DR,DAYVILLE,United States,06241,CT,riconsultsllc@yahoo.com,,Domestic,,2020-12-01,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:10:38.7166667,,,,,,,,,,,,,,,,,,,,
