name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,dissolution_date,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,sub_status,date_of_organization_meeting,billing_unit,reason_for_administrative,category_survey_email_address
DELLA LUNA LIVING LLC,LLC,Active,1380104,2022-03-31,85 RAILTREE HILL RD,WOODBURY,United States,06798,CT,EFILE1234@INCFILE.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,Other Personal and Household Goods Repair and Maintenance (811490),2021-11-10 00:04:12.8700000,,,,,,,,,,,,,,,,,,,,,,
EMPOWERING CONNECTIONS LLC,LLC,Active,1380169,2022-03-31,68 HAWTHORNE DRIVE NORTH APT 1,NEW LONDON,United States,06320-3928,CT,EMPOWERINGCONN@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,True,False,True,False,False,Outpatient Mental Health and Substance Abuse Centers (621420),2021-11-10 00:04:16.9966667,,,,,,,,,,,,,,,,,,,,,,
ALABRE CAPITAL LLC,LLC,Active,1380103,2022-03-31,195 STRAWBERRY HILL AVE,STAMFORD,United States,06902,CT,EFILE1234@INCFILE.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Schools and Instruction (611699),2021-11-10 00:04:10.9000000,,,,,,,,,,,,,,,,,,,,,,
DIGITAL LIFE INSURANCE LLC,LLC,Active,1380252,2022-03-31,98 KELLOGG HILL ROAD,WESTON,United States,06883,CT,MMIHELIC@ICLOUD.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2021-11-10 00:04:08.2600000,,,,,,,,,,,,,,,,,,,,,,
"CAVA PROTASIS USA, LLC",LLC,Active,1380122,2022-03-31,607 MAIN STREET,WATERTOWN,United States,06795,CT,NICOSMICHAEL@SBCGLOBAL.NET,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,"Beer, Wine, and Liquor Stores (445310)",2021-11-10 00:04:23.6400000,,,,,,,,,,,,,,,,,,,,,,
DEESIGNS BY DEENICOLE LLC,LLC,Active,1380118,2022-03-31,757 MAPLE AVE APT 2,HARTFORD,United States,06114,CT,DEENICOLE1111@OUTLOOK.COM,Domestic,2021-03-01,CT,Connecticut,True,False,False,False,False,Clothing Accessories Stores (448150),2021-11-10 00:04:24.2966667,,,,,,,,,,,,,,,,,,,,,,
SFR 2 DE LLC,LLC,Active,1380147,2022-03-31,399 WHALLEY AVE SUITE 103,NEW HAVEN,United States,06511,CT,LEIBI@MANDYMANAGEMENT.COM,Foreign,2021-03-01,DE,DE,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:04:17.1066667,,,2021-01-04,SFR 2 DE LLC,United States,"3524 SILVERSIDE ROAD SUITE 35B, WILMINGTON, DE, 19810, United States",3524 SILVERSIDE ROAD SUITE 35B,WILMINGTON,DE,19810,United States,"3524 SILVERSIDE ROAD SUITE 35B, WILMINGTON, DE, 19810, United States",3524 SILVERSIDE ROAD SUITE 35B,WILMINGTON,DE,19810,United States,,,,,
AUTHENTIC LIVING LLC,LLC,Active,1380099,2022-03-31,266 NEWTOWN TPKE,WESTON,United States,06883,CT,ANGELOPG@OPTONLINE.NET,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:17.0433333,,,,,,,,,,,,,,,,,,,,,,
VAUGHN SIGNATURES LLC,LLC,Active,1380120,2022-03-31,18 OLIVE STREET,NAUGATUCK,United States,06770,CT,VAUGHNSIGNATURE@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,False,False,True,False,False,All Other Legal Services (541199),2021-11-10 00:04:29.0933333,,,,,,,,,,,,,,,,,,,,,,
PALLIATIVE TURNS LLC,LLC,Active,1380064,2022-03-31,606 POST RD EAST #568,WESTPORT,United States,06880,CT,LAURATAETS.LCSW@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2021-11-10 00:04:18.3566667,,,,,,,,,,,,,,,,,,,,,,
CRAVINGZ LLC,LLC,Active,1380110,2022-03-31,137 NEWHALL ST,NEW HAVEN,United States,,CT,RDANIELS0387@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:26.9200000,,,,,,,,,,,,,,,,,,,,,,
FRANKLI LLC,LLC,Active,1380168,2022-03-31,70 SHORELINE DRIVE,STRATFORD,United States,06615,CT,FRANKKUCHINSKI@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2021-11-10 00:04:26.9666667,,,,,,,,,,,,,,,,,,,,,,
STONY WOODS VENTURES LLC,LLC,Active,1380123,2022-03-31,88 DROMARA ROAD,GUILFORD,United States,,CT,SPENCER.MEYER@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,Environmental Consulting Services (541620),2021-11-10 00:04:26.9666667,,,,,,,,,,,,,,,,,,,,,,
E&H WELDING COMPANY LLC,LLC,Active,1380111,2022-03-31,186 SEYMOUR AVE,DERBY,United States,06418,CT,KARENVALLEJOS@LIVE.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:28.3900000,,,,,,,,,,,,,,,,,,,,,,
ORALE TACOS INC,Stock,Active,1380218,2021-05-30,No information provided,,,,,ORALETACOS1@HOTMAIL.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:28.4200000,,1000.0,,,,,,,,,,,,,,,,First report past due,,,,
CMM TRANSPORT LLC,LLC,Active,1380146,2022-03-31,887 ASYLUM AVE B5,HARTFORD,United States,06105,CT,CECEWILL20@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,True,False,False,False,False,Couriers and Express Delivery Services (492110),2021-11-10 00:04:29.0000000,,,,,,,,,,,,,,,,,,,,,,
"SALSA FRESCA DEVELOPMENT GROUP, LLC",LLC,Active,1380198,2022-03-31,109 FEDERAL ROAD,DANBURY,United States,06811,CT,SALSATUCKER@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:19.6233333,,,,,,,,,,,,,,,,,,,,,,
NEXT ERA CONSTRUCTION AND PROPERTY MAINTENANCE LLC,LLC,Active,1380197,2022-03-31,"15 RIVER RD., SUITE 235",WILTON,,06897,CT,,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:21.0300000,,,,,,,,,,,,,,,,,,,,,,
DOUYARD ENTERPRISES LLC,LLC,Active,1381747,2022-03-31,162 PEACEDALE STREET,BRISTOL,,06010,CT,BDOUYARD@YAHOO.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,Snack and Nonalcoholic Beverage Bars (722515),2021-11-10 00:04:25.6533333,,,,,,,,,,,,,,,,,,,,,,
"ODK CAPITAL, LLC",LLC,Active,1380112,2022-03-31,901 N. STUART STREET SUITE 700,ARLINGTON,United States,22203,VA,LICENSING@ENOVA.COM,Foreign,2021-03-01,DE,DE,False,False,False,False,False,Collection Agencies (561440),2021-11-10 00:04:22.9366667,,,2021-03-01,"ODK CAPITAL, LLC",United States,,,,,,,,,,,,,,,,,
N & R PAINT AND REMODELING LLC,LLC,Dissolved,1380523,2022-03-31,174 SALTONSTALL AVE,NEW HAVEN,United States,06513,CT,WILLITOARCH19947@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,False,False,True,False,False,Residential Remodelers (236118),2021-11-10 00:04:22.1866667,2021-06-29T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
25 WARD STREET LLC,LLC,Active,1380196,2022-03-31,179 TRUMBULL AVE,PLANVILLE,United States,06062,CT,JOVANNA80@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:04:26.2500000,,,,,,,,,,,,,,,,,,,,,,
ARKS L.L.C.,LLC,Active,1380100,2022-03-31,47 STEEPLE VIEW DR,ELLINGTON,United States,06029,CT,EFILE1234@INCFILE.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2021-11-10 00:04:27.6700000,,,,,,,,,,,,,,,,,,,,,,
"BLUE HORSESHOE, LLC",LLC,Active,1381748,2022-03-31,681 STATE STREET,NEW HAVEN,,06511,CT,DONCRETELLA@ME.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:04:20.9200000,,,,,,,,,,,,,,,,,,,,,,
"B.O.S.S. ENTERPRISES, LLC",LLC,Active,1380119,2022-03-31,42 ROCHFORD AVENUE,HAMDEN,United States,06514-4332,CT,BOSSBUILDING4ME@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:04:28.3733333,,,,,,,,,,,,,,,,,,,,,,
AYAANQ LLC,LLC,Active,1380216,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:19.5900000,,,,,,,,,,,,,,,,,,,,,,
JOURNEYING ENTERPRISE LLC,LLC,Active,1380106,2022-03-31,994 CENTRAL AVE,BRIDGEPORT,United States,06607,CT,EFILE1234@INCFILE.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,Other Support Activities for Road Transportation (488490),2021-11-10 00:04:21.6533333,,,,,,,,,,,,,,,,,,,,,,
K.A.Z. CONSTRUCTION LLC,LLC,Dissolved,1380171,2022-03-31,16 HYVUE DRIVE,NEWTOWN,,06470,CT,KENNETHSEFERI@YAHOO.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,Framing Contractors (238130),2021-11-10 00:04:25.5466667,2021-10-06T00:00:00.000,,,,,,,,,,,,,,,,,,,,,
CHICOS DELIVERY AND TRANSPORT LLC,LLC,Active,1380397,2022-03-31,25 STIMSON RD,NEW HAVEN,United States,06511,CT,HOOYA786@YAHOO.COM,Domestic,2021-03-01,CT,Connecticut,False,False,True,False,False,All Other Transit and Ground Passenger Transportation (485999),2021-11-10 00:04:29.7166667,,,,,,,,,,,,,,,,,,,,,,
KCCOLLECTION LLC,LLC,Active,1380102,2022-03-31,1425 BEDFORD ST APT 8J,STAMFORD,United States,06905,CT,EFILE1234@INCFILE.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",2021-11-10 00:04:20.2633333,,,,,,,,,,,,,,,,,,,,,,
REAL FASHION LLC,LLC,Active,1380227,2022-03-31,1797 N MAIN ST APT A,WATERBURY,United States,06704,CT,JRTAXPREPARER@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,Clothing Accessories Stores (448150),2021-11-10 00:04:17.0766667,,,,,,,,,,,,,,,,,,,,,,
"ENCORE TIME, LLC",LLC,Active,1380215,2022-03-31,515 CEDAR RIDGE DRIVE,GLASTONBURY,United States,06033,CT,TOM.WATSON@THOMASWATSONGROUP.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,Human Resources Consulting Services (541612),2021-11-10 00:04:21.5133333,,,,,,,,,,,,,,,,,,,,,,
HEIRLOOM CANDLES LLC,LLC,Active,1380042,2022-03-31,29 WEAVER CIR.,NORTH HAVEN,,06473,CT,,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:38.3300000,,,,,,,,,,,,,,,,,,,,,,
GURL VET LLC,LLC,Active,1380040,2022-03-31,"190 HILLSIDE AVE., FL. 2",NEW HAVEN,,06512,CT,GURLVETLLC@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:38.3300000,,,,,,,,,,,,,,,,,,,,,,
BBB COLLECTIVE LLC,LLC,Active,1380072,2022-03-31,99 BIRCH STREET,WATERTOWN,United States,06795-2758,CT,HAIRBYASHLEYCLARK@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,Beauty Salons (812112),2021-11-10 00:04:38.8133333,,,,,,,,,,,,,,,,,,,,,,
SCHNABEL MUSIC FOUNDATION CORPORATION,Non-Stock,Active,1380041,2021-05-30,No information provided,,,,,,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:40.9366667,,,,,,,,,,,,,,,,,,First report past due,,,,
"CIGAR MILLION, LLC",LLC,Active,1380195,2022-03-31,55 GOODRICH STREET,HAMDEN,United States,06517,CT,CIGARMILLION@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,Tobacco Stores (453991),2021-11-10 00:04:31.1866667,,,,,,,,,,,,,,,,,,,,,,
"R & R AUTO REPAIR, LLC",LLC,Active,1380172,2022-03-31,66-B NAUGATUCK DRIVE,NAUGATUCK,United States,06770,CT,ROGER.FARINA@AOL.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,All Other Automotive Repair and Maintenance (811198),2021-11-10 00:04:42.1266667,,,,,,,,,,,,,,,,,,,,,,
"RABOBI, LLC",LLC,Withdrawn,1380113,2022-03-31,701 N. RIVERSIDE DRIVE #403,POMPANO BEACH,United States,33062,FL,RABOBI7213@GMAIL.COM,Foreign,2021-03-01,FL,FL,False,False,False,False,False,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing (532411)",2021-11-10 00:04:41.5633333,,,2020-06-16,UNITED STATES,United States,"701 N. RIVERSIDE DRIVE #403, POMPANO BEACH, FL, 33062, United States",701 N. RIVERSIDE DRIVE #403,POMPANO BEACH,FL,33062,United States,"701 N. RIVERSIDE DRIVE #403, POMPANO BEACH, FL, 33062, United States",701 N. RIVERSIDE DRIVE #403,POMPANO BEACH,FL,33062,United States,,,,,
"GROUP MANAGEMENT SERVICES, INC",Non-Stock,Active,1380217,2021-05-30,No information provided,,,,,CCOPELAND@GROUPMGMT.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,Professional Employer Organizations (561330),2021-11-10 00:04:35.7666667,,,,,,,,,,,,,,,,,,First report past due,,,,
PARKLAND (U.S.) SUPPLY CORP.,Stock,Active,1381121,2022-03-01,2800 POST OAK BLVD STE 5200,HOUSTON,,77056-6111,TX,LEGAL@PARKLAND.CA,Foreign,2021-03-01,DE,DE,False,False,False,False,False,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) (424720),2021-11-10 00:04:34.4700000,,,2021-03-01,PARKLAND (U.S.) SUPPLY CORP.,,,,,,,,,,,,,,,,,,
ECUASALVADOR FOOD LLC,LLC,Active,1380121,2022-03-31,51 ANSON  ST,DERBY,United States,06418,CT,EPEREZ4242@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,Mobile Food Services (722330),2021-11-10 00:04:40.2500000,,,,,,,,,,,,,,,,,,,,,,
CT LOCAL BUILDERS & MANAGEMENT LLC,LLC,Active,1380226,2022-03-31,49 THORPE DRIVE,HAMDEN,United States,06514,CT,MR.YOUNG08@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,Other Personal and Household Goods Repair and Maintenance (811490),2021-11-10 00:04:40.8900000,,,,,,,,,,,,,,,,,,,,,,
A A V ENTERPRISES LLC,LLC,Active,1380167,2022-03-31,696 WESTOVER RD,STAMFORD,United States,06902,CT,ALPHA2306@YAHOO.COM,Domestic,2021-03-01,CT,Connecticut,False,False,True,False,False,Nonupholstered Wood Household Furniture Manufacturing (337122),2021-11-10 00:04:42.7500000,,,,,,,,,,,,,,,,,,,,,,
MEDSOURCE ON DEMAND LLC,LLC,Active,1380199,2022-03-31,300 MAIN STREET 6TH FLOOR,STAMFORD,United States,06901,CT,DPASCALE@MEDSOURCECONSULTANTS.COM,Domestic,2021-03-01,CT,Connecticut,True,False,False,False,False,Temporary Help Services (561320),2021-11-10 00:04:32.5600000,,,,,,,,,,,,,,,,,,,,,,
"SB TRANSITIONAL SUB, LLC",LLC,Active,1380074,2022-03-31,"313 CONGRESS STREET, 5TH FLOOR",BOSTON,United States,02210,MA,CORPORATESECRETARY@THEMENTORNETWORK.COM,Foreign,2021-03-01,DE,DE,False,False,False,False,False,,2021-11-10 00:04:33.8266667,,,2021-04-30,"SB TRANSITIONAL SUB, LLC",United States,,,,,,,,,,,,,,,,,
FRASER'S LAWNCARE LLC,LLC,Active,1380073,2022-03-31,9 SUNNIECREST DR.,WATERFORD,United States,06385,CT,FRASERLAWNS@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:30.5300000,,,,,,,,,,,,,,,,,,,,,,
"ACCUREX DIAGNOSTIC SERVICES, LLC",LLC,Active,1381679,2022-03-31,7 SYCAMORE WAY UNIT 3,BRANFORD,,06405,CT,DREESE@ACCUREXDX.COM,Foreign,2021-03-01,DE,DE,False,False,False,False,False,Medical Laboratories (621511),2021-11-10 00:04:31.1566667,,,2020-12-01,"ACCUREX DIAGNOSTIC SERVICES, LLC",,"9 EAST LOOKERMAN ST STE 301, DOVER, DE, 19904,",9 EAST LOOKERMAN ST STE 301,DOVER,DE,19904,,"7 SYCAMORE WAY UNIT 3, BRANFORD, CT, 06405,",7 SYCAMORE WAY UNIT 3,BRANFORD,CT,06405,,,,,,
"CLOUD 9 SWEETS, LLC",LLC,Active,1380053,2022-03-31,1189 WASHINGTON STREET APT D10,MIDDLETOWN,United States,06457,CT,CLOUDNINESWEET@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,True,False,True,False,False,Confectionery Manufacturing from Purchased Chocolate (311352),2021-11-10 00:04:43.5633333,,,,,,,,,,,,,,,,,,,,,,
FOXHOLE FARM LLC,LLC,Active,1380183,2022-03-31,129 SABBADAY LANE,WASHINGTON DEPOT,United States,06794,CT,FOXHOLEFARMCT@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:54.0233333,,,,,,,,,,,,,,,,,,,,,,
BUGGIES LAWN CARE LLC,LLC,Active,1380182,2022-03-31,37 KING STREET,HARTFORD,United States,06114,CT,BQGARDENER@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:04:52.7566667,,,,,,,,,,,,,,,,,,,,,,
MY LITTLE ONES LLC,LLC,Active,1380634,2022-03-31,11 BLAINE ST,DANBURY,United States,06810,CT,MYLITTLEONESCT@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,True,False,True,False,False,Child Day Care Services (624410),2021-11-10 00:04:46.3600000,,,,,,,,,,,,,,,,,,,,,,
THE DEERWOOD AGENCY LLC,LLC,Active,1380181,2022-03-31,14 DEERWOOD DRIVE,BETHLEHEM,United States,06751,CT,ALTAMIRANOCESAR@ME.COM,Domestic,2021-03-01,CT,Connecticut,True,False,True,False,False,Insurance Agencies and Brokerages (524210),2021-11-10 00:04:49.5500000,,,,,,,,,,,,,,,,,,,,,,
FADS LLC,LLC,Active,1380128,2022-03-31,100 ROLLING RIDGE ROAD,HAMDEN,United States,06518,CT,FSANDILLO@COMCAST.NET,Domestic,2021-03-01,CT,Connecticut,True,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:04:50.9533333,,,,,,,,,,,,,,,,,,,,,,
MEDBUFFET LLC,LLC,Active,1380472,2022-03-31,1995 E MAIN ST,BRIDGEPORT,United States,06610,CT,MICHAELJLYOUNG@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,False,False,True,False,False,"Cafeterias, Grill Buffets, and Buffets (722514)",2021-11-10 00:04:44.3133333,,,,,,,,,,,,,,,,,,,,,,
REDEEMING LIFE CHRISTIAN CENTER,Religious,Active,1381695,2022-03-01,No information provided,,,,,,Domestic,2021-03-01,,Connecticut,False,False,False,False,False,,2021-11-10 00:04:50.9866667,,,,,,,,,,,,,,,,,,,,,,
LUIS GONZALO VERA MENDEZ LLC,LLC,Active,1380236,2022-03-31,14 JEFFERSON AVE,NEW MILFORD,United States,06776,CT,EDAFIESCHI@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:54.5400000,,,,,,,,,,,,,,,,,,,,,,
"THE MAVEN GROUP, LLC",LLC,Active,1380436,2022-03-31,2527 BRONSON ROAD,FAIRFIELD,United States,06824,CT,DEIRDREMARTINI@AOL.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:04:45.7366667,,,,,,,,,,,,,,,,,,,,,,
THE GOODRICH FAMILY GROUP LLC,LLC,Active,1380235,2022-03-31,414 GRISWOLD HILLS DR,NEWINGTON,United States,06111,CT,DGOODRICH414@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2021-11-10 00:04:43.5466667,,,,,,,,,,,,,,,,,,,,,,
GOSHEN FLYWHEEL AND TRACTOR INC.,Non-Stock,Active,1380238,2021-05-30,No information provided,,,,,BELLS8127461@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:55.2566667,,,,,,,,,,,,,,,,,,First report past due,,,,
"CONNECTICUT LIONS DISTRICT 23A FOUNDATION, INC.",Non-Stock,Active,1381097,2022-09-15,333 Downs Road,Bethany,United States,06524,CT,lionjanetbrunwin@gmail.com,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,Business Associations (813910),2021-11-10 00:04:56.8033333,,,,,,,,,,,,,,,,,,,2021-03-08,,,
LANEY BELLE INC.,Stock,Active,1380155,2021-05-30,No information provided,,,,,,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:08.7800000,,10000.0,,,,,,,,,,,,,,,,First report past due,,,,
CONNORS LANE LLC,LLC,Active,1380157,2022-03-31,844 CHULA VISTA AVE,PASADENA,,91103,CA,BAEEUNICE@YAHOO.COM,Domestic,2021-03-01,CA,Connecticut,False,False,False,False,False,,2021-11-10 00:05:08.7800000,,,,,,,,,,,,,,,,,,,,,,
JSS DISTRIBUTORS LLC,LLC,Active,1380237,2022-03-31,"1 HARBOR POINT RD, #200",STAMFORD,United States,06902,CT,ADMIN@USTAXESINC.NET,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,Other Grocery and Related Products Merchant Wholesalers (424490),2021-11-10 00:04:58.8100000,,,,,,,,,,,,,,,,,,,,,,
LORE PROPERTIES LLC,LLC,Active,1381731,2022-03-31,121 LOGGING TRAIL RD,DANBURY,,06811,CT,TRAVISLORE2@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:05:07.8600000,,,,,,,,,,,,,,,,,,,,,,
WRYKNOT GAMES LLC,LLC,Active,1380239,2022-03-31,38 BROWNSON DR,SHELTON,United States,06484,CT,RYAN@WRYKNOT.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,"Hobby, Toy, and Game Stores (451120)",2021-11-10 00:04:57.4600000,,,,,,,,,,,,,,,,,,,,,,
"PROSPERA FINANCIAL SERVICES, INC.",Stock,Active,1380156,2022-03-01,"5429 LBJ FREEWAY, SUITE 750",DALLAS,,75240,TX,DAVID.STRINGER@PROSPERAFINANCIAL.COM,Foreign,2021-03-01,TX,TX,False,False,False,False,False,Securities Brokerage (523120),2021-11-10 00:05:06.5466667,,,2021-03-22,"PROSPERA FINANCIAL SERVICES, INC.",,,,,,,,,,,,,,,,,,
THINK IT BELIEVE IT DO IT LLC,LLC,Active,1380260,2022-03-31,3 BRISTOL AVE.,WATERBURY,,06708,CT,,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:03.9833333,,,,,,,,,,,,,,,,,,,,,,
JANSMODE INC,Stock,Active,1380396,2021-05-30,No information provided,,,,,CHANCYJANS@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,True,False,True,False,False,"General Freight Trucking, Local (484110)",2021-11-10 00:05:36.9733333,,15000.0,,,,,,,,,,,,,,,,First report past due,,,,
AUNT NEE-C'S LLC,LLC,Active,1380136,2022-03-31,198 RIDGEFIELD DRIVE,MIDDLETOWN,United States,06457,CT,LLCSUPPORT@PRIMECORPORATESERVICES.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2021-11-10 00:05:17.0300000,,,,,,,,,,,,,,,,,,,,,,
FADS 226 LLC,LLC,Active,1380134,2022-03-31,100 ROLLING RIDGE ROAD,HAMDEN,United States,0618,CT,FSANDILLO@COMCAST.NET,Domestic,2021-03-01,CT,Connecticut,True,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:05:42.3966667,,,,,,,,,,,,,,,,,,,,,,
CRESPO LIQUORS LLC,LLC,Active,1380202,2022-03-31,155 SOUTH MAIN STREET,NORWALK,United States,06854,CT,WYCLIF65@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,False,False,True,False,False,"Beer, Wine, and Liquor Stores (445310)",2021-11-10 00:05:21.6866667,,,,,,,,,,,,,,,,,,,,,,
TRULY CLEAN LLC,LLC,Active,1380135,2022-03-31,153 CANDLEWOOD DRIVE,ENFIELD,United States,06082,CT,TULYCLEANLLCCT@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,True,False,False,False,False,Other Personal and Household Goods Repair and Maintenance (811490),2021-11-10 00:05:37.6766667,,,,,,,,,,,,,,,,,,,,,,
LAUNDROMATIC LLC,LLC,Active,1380232,2022-03-31,108 LANES POND RD,NORTHFORD,United States,06472,CT,LAUNDROMATICDELIVERY@GMAIL.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,Drycleaning and Laundry Services (except Coin-Operated) (812320),2021-11-10 00:05:13.4366667,,,,,,,,,,,,,,,,,,,,,,
WAVY FOLK LLC,LLC,Active,1380231,2022-03-31,170 MINORTOWN RD,WOODBURY,United States,06798,CT,RAFOOTE@SYR.EDU,Domestic,2021-03-01,CT,Connecticut,True,False,True,False,False,Other Clothing Stores (448190),2021-11-10 00:05:21.8133333,,,,,,,,,,,,,,,,,,,,,,
J&V LANDSCAPING & SERVICES LLC,LLC,Active,1380116,2022-03-31,18 SHERIDAN STREET,STAMFORD,United States,06902,CT,ETURCIOS@TURCIOSINS.COM,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),2021-11-10 00:05:22.5633333,,,,,,,,,,,,,,,,,,,,,,
M GEORGE GROUP INC.,Stock,Active,1380233,2022-07-01,119A Boardman Road,East Haddam,United States,06423,CT,michael@mgeorge.co,Domestic,2021-03-01,CT,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),2021-11-10 00:05:23.1100000,,2000.0,,,,,,,,,,,,,,,,Annual report due,2021-02-19,,,
