name,business_type,status,accountnumber,began_transacting_in_ct,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,annual_report_due_date,country_formation,category_survey_email_address,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction_3,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction_3,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,date_of_organization_meeting,total_authorized_shares,sub_status,mailing_international_address,dissolution_date,mail_jurisdiction,record_address,records_address_street,records_address_state,records_address_zip_code,records_address_country,records_address_city
"Capital Maintenance, LLC",LLC,Active,2336076,,10 Grandview Farm Drive,,Pawcatuck,United States,06379,CT,capitalmaintenancect@gmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,Other Personal and Household Goods Repair and Maintenance (811490),2021-11-10 00:06:39.8100000,2022-03-31,United States,pkeefe@uks.com,,,,,,,,,,,,,,,,,,,,,,,,,,
6 Commerce Street LLC,LLC,Active,2336084,,6 Commerce Street,,Norwalk,United States,06851,CT,carl@cferraro.com,,Domestic,2021-09-01,Connecticut,Connecticut,True,False,True,False,False,,2021-11-10 00:06:39.3100000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresh Cut Trucking LLC,LLC,Active,2336087,,104 Miry Brook Rd,,Danbury,United States,06810-7403,CT,mikekeeler55@gmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,Other Waste Collection (562119),2021-11-10 00:06:39.8266667,2022-03-31,United States,mikekeeler55@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Graham Virtual Marketing Solutions LLC,LLC,Active,2336092,,50 Bridge St,508,Shelton,United States,06484-3154,CT,grahamvirtualmarketing@virtualllp.com,,Domestic,2021-09-01,Connecticut,Connecticut,True,False,True,False,False,Marketing Consulting Services (541613),2021-11-10 00:06:39.8100000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Growin' It LLC,LLC,Active,2336106,,50-3 Route 32,,Quaker Hill,United States,06375,CT,crosecov@gmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,True,False,False,False,False,"Nursery, Garden Center, and Farm Supply Stores (444220)",2021-11-10 00:06:39.8100000,2022-03-31,United States,gpv@synodividell.com,,,,,,,,,,,,,,,,,,,,,,,,,,
NQ Transport LLC,LLC,Active,2336125,,39 Spring Street,,West Haven,United States,06516,CT,nestorq1021@icloud.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2021-11-10 00:06:39.2966667,2022-03-31,United States,nestorq1021@icloud.com,,,,,,,,,,,,,,,,,,,,,,,,,,
"TOM'S 4 HOME IMPROVEMENT, LLC",LLC,Active,2336128,,347 S Main St,OWNER,Torrington,United States,06790-6766,CT,toms.homeimprovementcorp@gmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:06:39.8100000,2022-03-31,United States,lopez55555@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
8033H LLC,LLC,Active,2336135,,55 Bergman Hill Rd,,Bethlehem,United States,06751-1111,CT,angela@thesambrookgroup.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,Other Commercial and Industrial Machinery and Equipment Rental and Leasing (532490),2021-11-10 00:06:39.2966667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pizza Express, LLC",LLC,Rejected,2336141,,1220 E. Main Street,,Torrington,United States,06790,CT,strugan86@gmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2021-11-10 00:06:39.3100000,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
"District DIY, LLC",LLC,Active,2336143,,435 Tryon St,,South Glastonbury,United States,06073-3009,CT,mark@districtdiy.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,Other Personal and Household Goods Repair and Maintenance (811490),2021-11-10 00:06:39.3100000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
G and D XLC Group LLC,LLC,Active,2336149,,3269 Berlin Tpke,,Newington,United States,06111-5101,CT,gdgroupllc@outlook.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,True,False,False,Full-Service Restaurants (722511),2021-11-10 00:06:39.3100000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
"REV RENEWABLES OPS, LLC",LLC,Active,2336145,2021-07-01,"1 TOWER CENTER BLVD, FLOOR 21",,EAST BRUNSWICK,UNITED STATES,08816,NJ,,"REV RENEWABLES OPS, LLC",Foreign,2021-09-01,,DELAWARE,False,False,False,False,False,237130,2021-11-10 00:06:39.8266667,2022-03-31,UNITED STATES,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aveline Psychiatry LLC,LLC,Active,2336185,,2553 Whitney Avenue,,Hamden,United States,06518-3021,CT,charlie_melvin@hotmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,Other Individual and Family Services (624190),2021-11-10 00:06:39.3266667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virtually Savvy LLC,LLC,Active,2336177,,304 Donovan Rd,,Naugatuck,United States,06770-3168,CT,colcolh@gmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,True,False,True,False,False,Office Administrative Services (561110),2021-11-10 00:06:39.2800000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Simon Family Properties, LLC",LLC,Active,2336164,,175 Dan River Court,,Marco Island,United States,34145,FL,msimon@priahealthcare.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:06:39.8100000,2022-03-31,United States,saundrac@emlawfirm.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Lionsheart Holding LLC,LLC,Active,2336176,,1372 Scard Rd,,Wallingford,United States,06492-2722,CT,jvitoravila@hotmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:06:39.3100000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
G&C Waterhouse Realty LLC,LLC,Active,2336180,,2108 Mill Pond Dr,,South Windsor,United States,06074-3556,CT,gwaterhouse@cox.net,,Domestic,2021-09-01,Connecticut,Connecticut,False,True,False,True,False,Residential Property Managers (531311),2021-11-10 00:06:39.3100000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyde's Trucking LLC,LLC,Active,2336184,,41 CLOVERDALE DR,,EAST HARTFORD,United States,06108,CT,hydejh92@gmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2021-11-10 00:06:39.3100000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anns Helping Hands With Warm Heart LLC,LLC,Active,2336195,,18 Hillside Pl,,Norwalk,United States,06854-2824,CT,comieedmund@hotmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,True,False,True,False,False,Other Individual and Family Services (624190),2021-11-10 00:06:39.3100000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31 STEEP HILL ROAD, LLC",LLC,Active,2336208,,32 STEEP HILL ROAD,,WESTON,United States,06883,CT,pbolanous@aol.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:06:39.3100000,2022-03-31,United States,madlyn@ltr-law.com,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pizza Express, LLC",LLC,Rejected,2336192,,"1220 E, Main Street",,Torrington,United States,06790,CT,strugan86@gmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),2021-11-10 00:06:39.3266667,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT May 2021 LLC,LLC,Active,2336211,2021-09-01,210 Forest Rd,,West Haven,United States,06516-1304,CT,teilerrochelle@gmail.com,CT May 2021 LLC,Foreign,2021-09-01,NEW JERSEY,NEW JERSEY,False,False,False,False,False,,2021-11-10 00:06:39.3266667,2022-03-31,,,"1820 Swarthmore Ave, 1513, Lakewood, NJ, 08701-8461, United States",1820 Swarthmore Ave,1513,Lakewood,NJ,08701-8461,United States,"1820 Swarthmore Ave, 1513, Lakewood, NJ, 08701-8461, United States",1820 Swarthmore Ave,1513,Lakewood,NJ,08701-8461,United States,,,,,,,,,,,,
Stage 18 Studio LLC,LLC,Active,2336202,,293 Ellsworth St,4D,Bridgeport,United States,06605-3146,CT,info@stage18studio.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,True,False,False,Motion Picture and Video Production (512110),2021-11-10 00:06:39.3100000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Groundsman Limited Liability Company,LLC,Active,2336225,,561 Exeter Rd,,Lebanon,United States,06249-1552,CT,littlebrock16@gmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,Landscape Architectural Services (541320),2021-11-10 00:06:39.8100000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Jae Publishing LLC,LLC,Active,2336230,,195 Highland Avenue,,Waterbury,United States,06708,CT,bluejaepublishing@gmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,True,False,True,False,False,All Other Publishers (511199),2021-11-10 00:06:39.3266667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candy's Chapina Restaurant Corp.,Stock,Active,2336235,,,,,,,,clobos@insclients.com,,Domestic,2021-09-01,Connecticut,Connecticut,True,False,False,False,False,Full-Service Restaurants (722511),2021-11-10 00:06:39.3266667,2021-11-30,United States,,,,,,,,,,,,,,,,,2000.0,First report due,,,,,,,,,
"B&R Solutions, LLC",LLC,Active,2336242,,48 Fenwood Grove Rd,,Old Saybrook,United States,06475-3024,CT,ftbos98@outlook.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:06:39.8100000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
DR. POOLS LLC,LLC,Active,2336232,,31 Clapboard Ridge Rd,,Danbury,United States,06811-4527,CT,doc@dr-pools.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,Other Services to Buildings and Dwellings (561790),2021-11-10 00:06:39.8100000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
A&p dry cleaning llc,LLC,Active,2336233,,398 Windsor Ave,,Windsor,United States,06095-4467,CT,jamil4566@gmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,True,False,False,,2021-11-10 00:06:39.2800000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
McManus Motors LLC,LLC,Active,2336253,,2389 Main St. STE 100,,Glastonbury,United States,06033,CT,eastern@northwestregisteredagent.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:06:39.8100000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryder E-store LLC,LLC,Active,2336264,,122 Charles St,203,Meriden,United States,06450,CT,ryder.estore@gmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,Toy and Hobby Goods and Supplies Merchant Wholesalers (423920),2021-11-10 00:06:39.8100000,2022-03-31,United States,ryder.estore@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
HK Maintenance Services LLC,LLC,Active,2336268,,21 Windsor Rd,,Hamden,United States,06517,CT,hk.maintenancesllc@gmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,True,False,False,All Other Miscellaneous Waste Management Services (562998),2021-11-10 00:06:39.8100000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CENTRO CHRISTIANO PALABRA VIVA, INC.",Non-Stock,Active,2336256,,,,,,,,miriamperez98@yahoo.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,True,False,False,,2021-11-10 00:06:39.2966667,2021-11-30,United States,jabarbieri.atty@att.net,,,,,,,,,,,,,,,,,First report due,,,,,,,,,
Aveli Brothers LLC,LLC,Active,2336278,,175 Capital Blvd,,Rocky Hill,United States,06067-3914,CT,avelibrothers@gmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,True,False,True,False,False,All Other Legal Services (541199),2021-11-10 00:06:39.3100000,2022-03-31,United States,avelibrothers@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
"AC Automotive of New Britain, LLC",LLC,Active,2336284,,1072 New Britain Ave,,West Hartford,United States,06110-2417,CT,guy@ac-auto.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,"Automotive Body, Paint, and Interior Repair and Maintenance (811121)",2021-11-10 00:06:39.8266667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTPOTTYRENTALS LLC,LLC,Active,2336289,,574 Boyden St,,Waterbury,United States,06704-1547,CT,officjm@aol.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:06:39.3100000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
"170 Pond View, LLC",LLC,Active,2336329,,315 Copper Ridge Road,,Southington,United States,06489,CT,mcampochiaro42@gmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:06:39.3100000,2022-03-31,United States,kjh@kjhecht.com,,,,,,,,,,,,,,,,,,,,,,,,,,
"HJ Green Properties Line, LLC",LLC,Active,2336327,,6 Ambler Drive,,Norwalk,United States,06851,CT,winter02hc@zmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:06:39.3100000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUZ CLEANING SERVICES LLC,LLC,Active,2336310,,52 ASHEY ST,APT 1,WATERBURY,United States,06704,CT,katiapaviote@gmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:06:39.3100000,2022-03-31,United States,xanadujk@aol.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariel Consultants LLC,LLC,Active,2336309,2021-09-15,10 Grace Ave,3,Great Neck,United States,11021-2447,NY,joseph@arielcon.com,Ariel Consultants,Foreign,2021-09-01,NEW YORK,NEW YORK,False,False,False,False,False,Commercial and Institutional Building Construction (236220),2021-11-10 00:06:39.8266667,2022-03-31,,,"10 Grace Ave, 3, Great Neck, NY, 11021-2447, United States",10 Grace Ave,3,Great Neck,NY,11021-2447,United States,"10 Grace Ave, 3, Great Neck, NY, 11021-2447, United States",10 Grace Ave,3,Great Neck,NY,11021-2447,United States,,,,,,,,,,,,
KW & Co. Design LLC,LLC,Active,2336333,,24 Goodrich Ave,,Westbrook,United States,06498-1934,CT,kaylawigham@yahoo.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:06:39.2966667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTMI 2.0 LLC,LLC,Active,2336319,,793 POUND ST,,BRIDGEPORT,United States,06606,CT,amatos@choiceservicesllc.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:06:39.8266667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAMESH IT CONSULTING LLC,LLC,Active,2336323,,38 DORSET LN,,FARMINGTON,United States,06032,CT,efile1234@incfile.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,Custom Computer Programming Services (541511),2021-11-10 00:06:39.3100000,2022-03-31,United States,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Havermeyer CT LLC,LLC,Active,2336328,,137 Hollow Tree Ridge Road,Apt. 1823,Darien,United States,06820,CT,susanwilling1@gmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:06:39.2966667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUCKY BOOKS LLC,LLC,Active,2336331,,7 Jewel Ln,,New Fairfield,United States,06812-3136,CT,efile1234@incfile.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,Book Stores (451211),2021-11-10 00:06:39.2800000,2022-03-31,United States,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,
BestLife Tshirt Company LLC,LLC,Active,2336342,,133 Evergreen Rd,,Vernon Rockville,United States,06066-4327,CT,bestlifetshirtco21@gmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,True,False,False,False,False,Family Clothing Stores (448140),2021-11-10 00:06:39.8100000,2022-03-31,United States,molson355@comcast.net,,,,,,,,,,,,,,,,,,,,,,,,,,
DEYSI CLEANING LLC,LLC,Active,2336344,,92 Whitney Ave,,Bridgeport,United States,06606-5436,CT,taxcenterct@gmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,Janitorial Services (561720),2021-11-10 00:06:39.3100000,2022-03-31,United States,taxcenterct@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
PlethoraBox LLC,LLC,Active,2336378,,109 Skyline Drive,,West Haven,United States,06516,CT,jkburghardt@gmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,,2021-11-10 00:06:39.8266667,2022-03-31,United States,corponline@parasec.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockville rentals LLC,LLC,Active,2336381,,458 Talcottville Rd,,Vernon Rockville,United States,06066-4052,CT,rockvillerentals@hotmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing (532120)",2021-11-10 00:06:39.2966667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bregan Unlimited LLC,LLC,Active,2336365,,400 Chapel Road.,Suite D3,South Windsor,United States,06074,CT,brendan@nems.net,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:06:39.3100000,2022-03-31,United States,palter@alterpearson.com,,,,,,,,,,,,,,,,,,,,,,,,,,
"Two Beech, LLC",LLC,Active,2336369,,50 Salt Acres Rd,,Stonington,United States,06378,CT,jfullerton@capitalinstitute.org,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2021-11-10 00:06:39.3100000,2022-03-31,United States,rick@grafbusinesslaw.com,,,,,,,,,,,,,,,,,,,,,,,,,,
WILKER SERVICES LLC,LLC,Active,2336372,,16 Kibbe St,FL2,Hartford,United States,06106-2119,CT,gomesgodinhow@gmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,Community Food Services (624210),2021-11-10 00:06:39.3100000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Minute Cargo LLC,LLC,Active,2336376,,39 Alder St,,Waterbury,United States,06708-3506,CT,lastminutecargollc@gmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,True,False,True,False,False,Freight Transportation Arrangement (488510),2021-11-10 00:06:39.3100000,2022-03-31,United States,lastminutecargollc@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Engle Home Improvement LLC,LLC,Active,2336384,,9 Lynn Avenue,,Terryville,United States,06786,CT,rengle03@yahoo.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:06:39.3100000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMMIX Dance Project LLC,LLC,Active,2336389,,8 Clydesdale Cir,,Ellington,United States,06029-3533,CT,immixdanceproject@gmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,True,False,False,False,False,Dance Companies (711120),2021-11-10 00:06:39.2966667,2022-03-31,United States,lindsayacastonguay@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Tranzcendent Outlook LLC,LLC,Active,2336391,,71 Hanover St,,Bridgeport,United States,06604-3705,CT,edward.martinez921@gmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,True,False,False,False,All Other Personal Services (812990),2021-11-10 00:06:39.3100000,2022-03-31,United States,edward.martinez921@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
K-Barbs LLC,LLC,Active,2336396,,81 Meadowlark Rd,,Vernon Rockville,United States,06066-4310,CT,edwinjv86@gmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,True,False,True,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2021-11-10 00:06:39.3100000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
B&G Express LLC,LLC,Active,2336399,,56 Wynding Hills Rd,,East Granby,United States,06026-9631,CT,bgexpress247@gmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,Couriers and Express Delivery Services (492110),2021-11-10 00:06:39.3100000,2022-03-31,United States,wagnerr37@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
Stefanski Services LLC,LLC,Active,2336403,,650 Montauk Ave,,New London,United States,06320-4404,CT,stefanskiservices@gmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,Landscaping Services (561730),2021-11-10 00:06:39.3100000,2022-03-31,United States,stefanskiservices@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,
J.R.M. Construction LLC. Limited Liability Company,LLC,Active,2336411,,264 Brown St,,Hartford,United States,06114-2404,CT,colibx@gmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,True,False,False,All Other Specialty Trade Contractors (238990),2021-11-10 00:06:39.3100000,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALEX GONCALVES SERVICES LLC,LLC,Active,2336413,,191 Savoy St,,Bridgeport,United States,06606-4115,CT,alexsilva.1987@hotmail.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,Other Building Finishing Contractors (238390),2021-11-10 00:06:39.3266667,2022-03-31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 West LLC,LLC,Active,2336417,,619 eastern Parkway,,Brooklyn,United States,11213,NY,office@uprealtyct.com,,Domestic,2021-09-01,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:06:39.3100000,2022-03-31,United States,sz@fullhandfunding.com,,,,,,,,,,,,,,,,,,,,,,,,,,
