name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,naics_code,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,sub_status,date_of_organization_meeting,total_authorized_shares,dissolution_date,billing_unit,category_survey_email_address,reason_for_administrative,mailing_jurisdiction_3,office_jurisdiction_3,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,records_address_unit
WHOLESOME PUP CO LLC,LLC,Active,1394437,2022-03-31,301 BOZRAH STREET,BOZRAH,United States,06334,CT,LINDSEYRACZKA@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,True,False,False,False,False,2021-11-10 00:04:33.8600000,Dog and Cat Food Manufacturing (311111),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUDITH RECONNECTION COACHING LLC,LLC,Active,1394151,2022-03-31,201 BUNNELL ST,BRIDGEPORT,United States,06607,CT,EFILE1234@INCFILE.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:34.5166667,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIGHLY INFLUENTIAL LLC,LLC,Active,1394368,2022-03-31,964 TOLLAND ST,EAST HARTFORD,United States,06108,CT,CONTACTHIGHLYINFLUENTIAL@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:38.9233333,Beauty Salons (812112),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON POINT PLUMBING LLC,LLC,Active,1394163,2022-03-31,100 COMMONS PARK N APT 503,STAMFORD,United States,06902,CT,EFILE1234@INCFILE.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:41.5166667,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S & S MOBILE AUTO SALON LLC,LLC,Active,1394164,2022-03-31,4 MATHEW COURT 4 MATHEW COURT,NORWALK,United States,06851,CT,AMATOS@CHOICESERVICESLLC.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:40.2666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OAKLAND AMALGAMATED LLC,LLC,Active,1394376,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,EASTERN@REGISTEREDAGENTSINC.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:38.8600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"J.P. KEMPF ENTERPRISES, LLC",LLC,Active,1394342,2022-03-31,5 HIGGINS DRIVE,MILFORD,United States,06460,CT,JOHN@JPKEMPF.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:33.2166667,Other Building Equipment Contractors (238290),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENESIS HOME IMPROVEMENT LLC,LLC,Active,1394375,2022-03-31,292 MOUNTAIN ROAD,WINDSOR,United States,06095-2317,CT,GENESISHOMEIMPROVEMENTCT@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,True,False,True,False,False,2021-11-10 00:04:36.3133333,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOOLMINO LLC,LLC,Active,1394344,2022-03-31,16 OBERLIN RD,HAMDEN,United States,06514,CT,EFILE1234@INCFILE.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:52.8966667,Clothing Accessories Stores (448150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J&B CATERING LLC,LLC,Active,1394405,2022-03-31,45 BIRDSVIEW AVENUE,NEW HARTFORD,United States,06057,CT,JPBCATERINGLLC@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:55.2400000,Mobile Food Services (722330),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LION LEGACY TRUCKING, LLC",LLC,Active,1394377,2022-03-31,74 B ORCHARD ST # B1,EAST HARTFORD,United States,06108,CT,LLOYDBROWN1921@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:45.5933333,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E LANDSCAPING & DESIGN LLC,LLC,Active,1394367,2022-03-31,95 PARK AVE,DERBY,United States,06418,CT,EDDIESLANDSCAPINGANDLAWNCARE@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,True,False,False,2021-11-10 00:04:54.0233333,Landscaping Services (561730),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WHITE PROPERTIES, LLC",LLC,Active,1394603,2022-03-31,83 WAPPING WOOD ROAD,ELLINGTON,,06029,CT,JOSHWHITERACING@SBCGLOBAL.NET,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:55.3200000,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TARGET PROCUREMENT LLC,LLC,Active,1394088,2022-03-31,1000 NICOLLET MALL,MINNEAPOLIS,,55403,MN,,Foreign,2021-06-01,MN,MN,False,False,False,False,False,2021-11-10 00:05:07.8266667,,2021-06-01,TARGET PROCUREMENT LLC,,"1000 NICOLLET MALL, MINNEAPOLIS, MN, 55403,",1000 NICOLLET MALL,MINNEAPOLIS,MN,55403,,"1000 NICOLLET MALL, MINNEAPOLIS, MN, 55403,",1000 NICOLLET MALL,MINNEAPOLIS,MN,55403,,,,,,,,,,,,,,,,,
"JOHNNA GOTTLIEB CONSULTING, INC.",Stock,Active,1394561,2022-06-01,494 NAUGATUCK AVENUE #1A,MILFORD,,06460-5062,CT,JOHNNA.GOTTLIEB1@VERIZON.NET,Foreign,2021-06-01,NY,NY,False,False,False,False,False,2021-11-10 00:04:46.3600000,Administrative Management and General Management Consulting Services (541611),2021-01-01,"JOHNNA GOTTLIEB CONSULTING, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUNIOR J TRANSPORT LLC,LLC,Active,1394149,2022-03-31,899 BANK ST,NEW LONDON,United States,06320,CT,JUNIORJEAN524@YAHOO.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:45.5933333,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAJOR SWEETS LLC,LLC,Active,1394370,2022-03-31,57 1/2 CHURCH STREET,ANSONIA,United States,06401,CT,JAYNELL30.NM.NM@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,True,False,True,False,False,2021-11-10 00:05:01.4200000,Caterers (722320),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REY AZTECA LOUNGE LLC,LLC,Active,1394369,2022-03-31,2288 FAIRFIELD AVE,BRIDGEPORT,United States,06605,CT,REYAZTECALOUNGE@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:51.5233333,Full-Service Restaurants (722511),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SATGURU FOOD GROUP LLC,LLC,Dissolved,1394372,2022-03-31,94 RIVER RD,SHELTON,United States,06484,CT,HIMALTAX@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:51.5233333,Full-Service Restaurants (722511),,,,,,,,,,,,,,,,,,,2021-10-11T00:00:00.000,,,,,,,,,,,,
J.RO AUTO LLC,LLC,Active,1394371,2022-03-31,1 VICTORY DRIVE,NEW HAVEN,United States,06515-1227,CT,DON_ALLEN84@YAHOO.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:54.6466667,Used Car Dealers (441120),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WM APPROVALS LLC,LLC,Active,1394135,2022-03-31,104 B PORTLAND AVENUE,REDDING,United States,06896,CT,SUPPORT@WMAPPROVALS.COM,Domestic,2021-06-01,CT,Connecticut,False,False,True,False,False,2021-11-10 00:04:45.6733333,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE GREAT ESTATES LLC,LLC,Active,1394161,2022-03-31,90 TAFT AVE,BRIDGEPORT,United States,06606,CT,EFILE1234@INCFILE.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:52.1000000,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW MILFORD REFUGEE RESETTLEMENT INC.,Non-Stock,Active,1394882,2021-08-30,No information provided,,,,,,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:48.9866667,Emergency and Other Relief Services (624230),,,,,,,,,,,,,,,,First report past due,,,,,,,,,,,,,,,
L & M POWER WASHING & HOME SOLUTIONS L.L.C.,LLC,Active,1394134,2022-03-31,23 DAVIS ST,MERIDEN,United States,06450,CT,EFILE1234@INCFILE.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:52.1166667,Painting and Wall Covering Contractors (238320),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOLDING SPACE LLC,LLC,Active,1394132,2022-03-31,35B NEHANTIC DRIVE,NIANTIC,United States,06357,CT,EFILE1234@INCFILE.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:49.0000000,Other Individual and Family Services (624190),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CONCIERGE SERVICES FOR SENIORS, LLC",LLC,Active,1394604,2022-03-31,80 HIGHLAND STREET,ROCKY HILL,,06067,CT,CONCIERGEJONATHAN@YAHOO.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:43.4866667,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JB TRUCKING LLC,LLC,Active,1394131,2022-03-31,60 WILLIAM STREET,NEW BRITAIN,United States,06053,CT,JBTRUCKING608@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,True,False,False,2021-11-10 00:04:55.9600000,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GULL ROCK TRANSPORT LLC,LLC,Active,1394884,2022-03-31,455 SQUIRE HILL ROAD,CHESHIRE,,06410,CT,JAMESCONROY2000@YAHOO.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:00.1233333,"General Freight Trucking, Local (484110)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE GLASS ENTHUSIAST INC,Stock,Active,1394439,2022-08-11,211 W Main St,Canaan,United States,06018-2023,CT,THEGLASSENTHUSIAST@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:00.7466667,Other Direct Selling Establishments (454390),,,,,,,,,,,,,,,,Annual report due,2021-07-01,100.0,,,,,,,,,,,,,
"64 COLUMBIA, BY OLDSNATION, LLC",LLC,Active,1394886,2022-03-31,157 CLARK HILL ROAD,MILFORD,,06460,CT,16LEWISOLDSNATION@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:00.7933333,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47 GRISWOLD, BY OLDSNATION, LLC",LLC,Active,1394885,2022-03-31,157 CLARK HILL ROAD,MILFORD,,06460,CT,16LEWISOLDSNATION@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:07.1700000,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91 RIDGE ST LLC,LLC,Active,1394334,2022-03-31,11 MIANUS VIEW TERRACE,COS COB,United States,06807,CT,91RIDGESTLLC@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:10.6233333,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TASK IRIS LLC,LLC,Active,1394374,2022-03-31,509 EMMETT ST APT B12,BRISTOL,United States,06010,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:38.3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 BOLLING PLACE LLC,LLC,Active,1394335,2022-03-31,103 HUBBARD AVE,STAMFORD,United States,06905,CT,APLACETOCALLHOME@ATT.NET,Domestic,2021-06-01,CT,Connecticut,True,False,True,False,False,2021-11-10 00:05:09.9366667,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARKWAY SOUTH VENTURES LLC,LLC,Active,1394097,2022-03-31,4801 146TH STREET,URBANDALE,United States,50323,IA,SSAI_KUMAR@YAHOO.COM,Domestic,2021-06-01,IA,Connecticut,True,False,True,False,False,2021-11-10 00:05:17.7333333,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRISTOPHER HOME IMPROVEMENT CORP,Stock,Active,1394365,2022-06-02,16 WINCHESTER ST,NORWICH,United States,06360,CT,CHRC@INSCLIENTS.COM,Domestic,2021-06-01,CT,Connecticut,False,False,True,False,False,2021-11-10 00:05:18.3766667,Roofing Contractors (238160),,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,,,
3J MERCHANDISE LLC,LLC,Active,1394384,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:19.8133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VCA SOLUTIONS, LLC",LLC,Active,1394080,2022-03-31,155 TECHNOLOGY PARK,LAKE MARY,,32746,FL,ALEXANDRIA.ORTIZ@CLUBASSIST.COM,Foreign,2021-06-01,DE,DE,False,False,False,False,False,2021-11-10 00:05:18.3133333,"General Freight Trucking, Local (484110)",2021-06-01,"VCA SOLUTIONS, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VENT PRO LLC,LLC,Active,1394410,2022-03-31,5 GREGORY,DANBURY,United States,06811,CT,PACEVA@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:14.0466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATA BROTHERS MASONRY LLC,LLC,Active,1394364,2022-03-31,764 HUNTINGTON RD,BRIDGEPORT,United States,06610,CT,DELAIGLESIAC@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:14.1100000,Masonry Contractors (238140),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEE & NICK TRANSPOTATION LLC,LLC,Active,1394535,2022-03-31,91 WADE STREET,BRIDGEPORT,,06604,CT,PEENICKTRANS@YAHOO.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:32.0633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOCA SENATORS, LLC",LLC,Active,1394096,2022-03-31,106 SHERMAN AVE,MERIDEN,United States,06450,CT,KINGAPENT@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,True,False,False,2021-11-10 00:05:34.0200000,"Promoters of Performing Arts, Sports, and Similar Events with Facilities (711310)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JATZ HOME IMPROVEMENTS LLC,LLC,Active,1394409,2022-03-31,19 B PALMER ST.,DANIELSON,United States,06239,CT,BASH441@HOTMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,True,False,False,2021-11-10 00:05:36.0666667,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURCIA PROPERTIES LLC,LLC,Active,1394385,2022-03-31,209 SAUNDERS AVE,BRIDGEPORT,United States,06606,CT,TAXCENTERCT@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:32.7366667,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARC TRUCKING LLC,LLC,Active,1394366,2022-03-31,39 SOCIETY HILL RD,WATERBURY,United States,06704,CT,NJTRUCKERS@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:25.9700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HAU CHESHIRE PROJECT, LLC",LLC,Active,1394785,2022-03-31,400 SPECTRUM CENTER DRIVE SUITE 1400,IRVINE,,92618,CA,,Foreign,2021-06-01,DE,DE,False,False,False,False,False,2021-11-10 00:05:25.0466667,,2021-05-25,"HAU CHESHIRE PROJECT, LLC",,"1209 ORANGE STREET, WILMINGTON, DE, 19801,",1209 ORANGE STREET,WILMINGTON,DE,19801,,"1209 ORANGE STREET, WILMINGTON, DE, 19801,",1209 ORANGE STREET,WILMINGTON,DE,19801,,,,,,,,,,,,,,,,,
53-85 SEAVIEW AVE INDUSTRIAL LLC,LLC,Active,1394068,2022-03-31,28-18 STEINWAY STREET,ASTORIA,,11103,NY,,Domestic,2021-06-01,NY,Connecticut,False,False,False,False,False,2021-11-10 00:05:32.6733333,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIVOT ENERGY INC.,Stock,Active,1394075,2022-06-01,40 BEECHWOOD ROAD,SUMMIT,,09701,NJ,,Foreign,2021-06-01,DE,DE,False,False,False,False,False,2021-11-10 00:05:32.0800000,Solar Electric Power Generation (221114),2021-06-01,PIVOT ENERGY INC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"REVALIA BIO, INC.",Stock,Active,1394305,2022-06-01,65 COUNTRY CLUB DRIVE,WOODBRIDGE,United States,06525,CT,GREGORY.TIETJEN@YALE.EDU,Foreign,2021-06-01,DE,DE,False,False,False,False,False,2021-11-10 00:05:32.1266667,Research and Development in Biotechnology (except Nanobiotechnology) (541714),2021-06-01,"REVALIA BIO, INC.",United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STEEL MODULAR, INC.",Stock,Active,1394373,2022-06-01,124 WESTBROOK ROAD SUITE 101,ESSEX,United States,06426,CT,ACCOUNTING@STEELMODULAR.US,Foreign,2021-06-01,DE,DE,False,False,False,False,False,2021-11-10 00:05:35.4266667,Industrial Building Construction (236210),2021-06-01,"STEEL MODULAR, INC.",United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRG INDUSTRIES LLC,LLC,Active,1394100,2022-03-31,331 HUNTINGTON STREET,SHELTON,United States,06484,CT,SRGINDUSTRIESLLC@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:35.5033333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNGRY NEVER GREEDY LLC,LLC,Active,1394383,2022-03-31,67 GOULD DRIVE,EAST HARTFORD,United States,,CT,HUNGRYNEVERGREEDY@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,True,False,False,2021-11-10 00:05:30.0800000,Private Households (814110),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIRFLOWER LLC,LLC,Active,1394099,2022-03-31,125 POVERTY HOLLOW ROAD,NEWTOWN,United States,06470,CT,KATIE@EIRFLOWER.COM,Domestic,2021-06-01,CT,Connecticut,True,False,False,False,False,2021-11-10 00:05:35.4900000,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GREEN VIEW PROPERTY, LLC",LLC,Active,1394408,2022-03-31,195 MONTOWESE ST.,BRANFORD,United States,06405,CT,YIMINGK88@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:44.8366667,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKEETER CLEAN LLC,LLC,Active,1394580,2022-03-31,22 MOORE AVE,E. HARTFORD,,06108,CT,KAYRONGREGG@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:34.8000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LION VALET PARKING, LLC",LLC,Dissolved,1394098,2022-03-31,54 BROWNELL AVE,HARTFORD,United States,06106,CT,CMPFG@HOTMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:35.3933333,Parking Lots and Garages (812930),,,,,,,,,,,,,,,,,,,2021-10-11T00:00:00.000,,,,,,,,,,,,
TRES CHIC EVENT MANAGEMENT LLC,LLC,Active,1394145,2022-03-31,177 STATE STREET UNIT 212 BLDG 1,MERIDEN,United States,06450,CT,EVENTS@TRESCHICEM.COM,Domestic,2021-06-01,CT,Connecticut,True,False,True,False,False,2021-11-10 00:05:36.1300000,"All Other Professional, Scientific, and Technical Services (541990)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIDS CASTLE DAY CARE INC.,Stock,Active,1394142,2022-06-29,106 Ridgeway Ave,Waterbury,United States,06708,CT,SHERELEYSB@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:29.4700000,Educational Support Services (611710),,,,,,,,,,,,,,,,Annual report due,2021-06-29,100.0,,,,,,,,,,,,,
"DELTA ENGINEERS, ARCHITECTS, LAND SURVEYORS, & LANDSCAPE ARCHITECTS, INC.",Stock,Active,1395724,2022-06-01,860 HOOPER ROAD,ENDWELL,,13760,NY,KGUCCIA@DELTA-EAS.COM,Foreign,2021-06-01,NY,NY,False,False,False,False,False,2021-11-10 00:05:47.5700000,,2021-04-01,"DELTA ENGINEERS, ARCHITECTS, LAND SURVEYORS & LANDSCAPE ARCHITECTS, D.P.C.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANDRI TENNIS INC.,Stock,Active,1394156,2022-06-02,4 FINNEY LN UNIT 49,STAMFORD,United States,06902,CT,BUSINESS@KPMBUSINESS.COM,Domestic,2021-06-01,CT,Connecticut,False,False,True,False,False,2021-11-10 00:05:42.9766667,Sports and Recreation Instruction (611620),,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,
"BUCKS BOY, LLC",LLC,Active,1394172,2022-03-31,30 MASON STREET,COVENTRY,United States,06238,CT,MASONMILLMAN@JUNO.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:47.5700000,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMK ONLINE ENTERPRISES LLC,LLC,Active,1394158,2022-03-31,111 PARK ST #6P,NEW HAVEN,United States,06511,CT,MMKAEHLER@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:49.6666667,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL PLATANERO RESTAURANT LLC,LLC,Active,1394174,2022-03-31,31 OLIVE ST FL1,MERIDEN,United States,06450,CT,MEVA19GG@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:44.2433333,Mobile Food Services (722330),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOARD & BOTTLED LLC,LLC,Active,1394143,2022-03-31,27 POPLAR DRIVE,SHELTON,United States,,CT,BOARDANDBOTTLED@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:39.0033333,Caterers (722320),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HBN 728 PRE, LLC",LLC,Active,1394157,2022-03-31,C/O THE HB NITKIN GROUP 230 MASON STREET,GREENWICH,United States,06830,CT,PCHRISTIAN@HBNITKIN.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:47.0400000,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRANPA1 LLC,LLC,Active,1394663,2022-03-31,10 JOHN'S WAY,DURHAM,United States,06422,CT,BFRANCISWP80@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,True,False,False,False,2021-11-10 00:05:39.0033333,All Other Amusement and Recreation Industries (713990),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CDE ENTERTAINMENT, LLC",LLC,Active,1394428,2022-03-31,133 PUTNAM PARK,GREENWICH,United States,06830,CT,JIM@WEINBERGPC.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:43.0233333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WERNECK SERVICES CORP,Non-Stock,Active,1394429,2021-08-30,No information provided,,,,,MONASPIKE@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,True,False,True,False,False,2021-11-10 00:05:43.6633333,,,,,,,,,,,,,,,,,First report past due,,,,,,,,,,,,,,,
"FINER HOME PROPERTY GROUP, LLC",LLC,Active,1394155,2022-03-31,"72 N MAIN ST, UNIT 2",NORWICH,United States,06360,CT,HAROLDSTEVENS575@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:48.8866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANY'S HAND CAR WASH LLC,LLC,Active,1394140,2022-03-31,475 PARK AVE,BRIDGEPORT,United States,06605,CT,JALVARADO@ROHUER.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:20.1766667,Motor and Generator Manufacturing (335312),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSIONIC LEAGUE LLC,LLC,Active,1394414,2022-03-31,76 SACHEM HEAD RD,GUILFORD,United States,06437,CT,PSIONICLEAGUE@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:22.9266667,All Other Outpatient Care Centers (621498),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLIFF STONE CONSULTING LLC,LLC,Active,1394411,2022-03-31,72 MAPLE STREET APT 307,BRISTOL,United States,06010,CT,CLIFFSTONE08@GMAIL.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:16.0200000,Marketing Consulting Services (541613),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THOMAS LEGACY LLC,LLC,Active,1394413,2022-03-31,180 WOOSTER ST,HARTFORD,United States,06120,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,Domestic,2021-06-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:20.7866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
