name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,naics_code,sub_status,date_of_organization_meeting,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,total_authorized_shares,billing_unit,mailing_international_address,mailing_address,category_survey_email_address
GIGI RODGE ENTERPRISE LLC,LLC,Active,1385512,2022-03-31,"19 GURDON STREET, FL. 1",BRIDGEPORT,United States,06606,CT,SANTEETRUCKING@YAHOO.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:22.9200000,,,,,,,,,,,,,,,,,,,,,,,,
NEG-GO LLC,LLC,Active,1385718,2022-03-31,11 BAKER RD,NORTH WINDHAM,United States,06256,CT,VICTORMNEGRON09@YAHOO.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:18.3900000,Local Messengers and Local Delivery (492210),,,,,,,,,,,,,,,,,,,,,,,
CHHOMECARE AGENCYLLC,LLC,Active,1385630,2022-03-31,303 DYER STREET,NEW HAVEN,United States,06515,CT,CHHOMECARE25@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:17.0433333,Home Health Care Services (621610),,,,,,,,,,,,,,,,,,,,,,,
BOODHOO EXPRESS LLC,LLC,Active,1385572,2022-03-31,951 TOWER AVE,HARTFORD,United States,06112,CT,EFILE1234@INCFILE.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:37.7033333,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,,,,,,,,
KAI MARCUS GLOBAL ENTERPRISE LLC,LLC,Active,1385631,2022-03-31,26 BALANCE ROCK ROAD APT 18,SEYMOUR,United States,06483,CT,MARCUSANDERSON203@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:42.1266667,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,,,,,
BIVIUM LLC,LLC,Active,1385506,2022-03-31,255 WILLIAMS ST. E.,GLASTONBURY,United States,06033,CT,CGONSALVES@ROCKETMAIL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:32.6566667,,,,,,,,,,,,,,,,,,,,,,,,
EVER SHINE LLC,LLC,Active,1385617,2022-03-31,94 WESTGATE ST,WEST HARTFORD,United States,06110,CT,JOHN.LAWT@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:40.9366667,Food Service Contractors (722310),,,,,,,,,,,,,,,,,,,,,,,
OWNLANENYC LLC,LLC,Active,1385633,2022-03-31,144 FISKE ST,WATERBURY,United States,06710,CT,DEVONJOHNSON12@ICLOUD.COM,Domestic,2021-04-01,CT,Connecticut,False,False,True,False,False,2021-11-10 00:04:35.7666667,Family Clothing Stores (448140),,,,,,,,,,,,,,,,,,,,,,,
SMARTERHOMES SERVICES LLC,LLC,Active,1385507,2022-03-31,20 LATIMER DR.,EAST LYME,United States,06333,CT,TIMLADUCER@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:33.8600000,,,,,,,,,,,,,,,,,,,,,,,,
ROBE COMMERCIAL / RESIDENTIAL BUILDING SERVICES LLC,LLC,Active,1385508,2022-03-31,287 SOUTH RD.,FARMINGTON,United States,06032,CT,RBRT_RODRIQUEZ@YAHOO.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:33.8600000,,,,,,,,,,,,,,,,,,,,,,,,
"CAADE GOODS, LLC",LLC,Active,1385629,2022-03-31,"229 BRANFORD ROAD, UNIT 520",NORTH BRANFORD,United States,06471,CT,JCARBONE24@AOL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:34.5166667,All Other Home Furnishings Stores (442299),,,,,,,,,,,,,,,,,,,,,,,
HOGCITY LLC,LLC,Active,1385509,2022-03-31,326 WEST SPRING ST.,WEST HAVEN,United States,06516,CT,HOGCITY_CT@YAHOO.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:42.1733333,,,,,,,,,,,,,,,,,,,,,,,,
TARNISHED LLC,LLC,Active,1385510,2022-03-31,1760 WATERTOWN AVE.,OAKVILLE,United States,06779,CT,TARNISHEDCT@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:39.5166667,,,,,,,,,,,,,,,,,,,,,,,,
SARAH SCHILLING FITNESS AND GRACEFUL TRANSFORMATIONS LLC,LLC,Active,1385595,2022-03-31,15 SCUPPO ROAD UNIT 1702,DANBURY,United States,06811,CT,SSCHILLING15@YAHOO.COM,Domestic,2021-04-01,CT,Connecticut,True,False,False,False,False,2021-11-10 00:04:40.8900000,Diet and Weight Reducing Centers (812191),,,,,,,,,,,,,,,,,,,,,,,
J&A MASONRY LLC,LLC,Active,1385570,2022-03-31,37 GRIFFING AVE 37 GRIFFING AVE,DANBURY,United States,06810,CT,DANBURYBXTASSOCIATES@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:34.5300000,Site Preparation Contractors (238910),,,,,,,,,,,,,,,,,,,,,,,
DALASHBABYSHOPCT L.L.C.,LLC,Active,1385511,2022-03-31,410 BOND STREET,BRIDGEPORT,United States,06610,CT,DALASHBABY203@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:40.2333333,,,,,,,,,,,,,,,,,,,,,,,,
FRUITY TREATS LLC,LLC,Active,1385594,2022-03-31,218 PEARL STREET,HARTFORD,United States,06103,CT,JUICEUPJB@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,True,False,False,2021-11-10 00:04:33.2966667,Limited-Service Restaurants (722513),,,,,,,,,,,,,,,,,,,,,,,
FISH'S LAWN CARE LLC,LLC,Active,1385569,2022-03-31,51 OLD GOOD HILL RD,OXFORD,United States,06478,CT,FISHSLAWNCARE@YAHOO.COM,Domestic,2021-04-01,CT,Connecticut,False,True,True,False,False,2021-11-10 00:04:40.9066667,Landscaping Services (561730),,,,,,,,,,,,,,,,,,,,,,,
"365 MAIN STREET COMPLEX ASSOCIATION, INC.",Non-Stock,Active,1385584,2022-08-30,83 Bank Street,Waterbury,United States,06705,CT,JYAMIN@YAMINGRANT.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:35.1700000,Other Activities Related to Real Estate (531390),,2021-01-01,,,,,,,,,,,,,,,,,,,,,
BRIGGS PROPERTY MANAGEMENT LLC,LLC,Active,1385571,2022-03-31,124 SURREY DR,BRISTOL,United States,06010,CT,EFILE1234@INCFILE.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:40.9233333,Site Preparation Contractors (238910),,,,,,,,,,,,,,,,,,,,,,,
MCM TRANSIT LLC,LLC,Active,1385545,2022-03-31,436 COLUMBUS AVE,STRATFORD,United States,06615,CT,MCMTRANSIT@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:33.2166667,Used Household and Office Goods Moving (484210),,,,,,,,,,,,,,,,,,,,,,,
"BJL DEVELOPMENT, LLC",LLC,Active,1385542,2022-03-31,231 LINCOLN AVENUE,BRIDGEPORT,United States,06606,CT,LADYCOLES1@YAHOO.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:51.4900000,Residential Property Managers (531311),,,,,,,,,,,,,,,,,,,,,,,
"RACE HILL MAPLE FARM, LLC",LLC,Active,1385599,2022-03-31,110 RACE HILL RD.,GUILFORD,United States,06437,CT,BENEDICTHOUGH@YAHOO.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:54.6000000,All Other Miscellaneous Crop Farming (111998),,,,,,,,,,,,,,,,,,,,,,,
YUNEX LLC,LLC,Active,1385637,2022-03-31,9225 BEE CAVE ROAD BUILDING B SUITE 201,AUSTIN,,78733,TX,DEBORA.PYLE@SIEMENS.COM,Foreign,2021-04-01,DE,DE,False,False,False,False,False,2021-11-10 00:04:45.0166667,,,,,2021-03-21,YUNEX LLC,,,,,,,,,,,,,,,,,,
HGL LOGISTICS INC.,Stock,Active,1385598,2022-06-30,1131-o tolland tpke,manchester,United States,06042,CT,HGL.LOG.INC@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:52.1466667,"General Freight Trucking, Long-Distance, Less Than Truckload (484122)",Annual report due,2021-04-30,,,,,,,,,,,,,,,,,100.0,116,,,
"PROMINENT POINTE VENTURES, LIMITED PARTNERSHIP",Limited Partnership,Active,1385636,2022-04-01,591 WEST PUTNAM AVENUE,GREENWICH,,06830,CT,,Foreign,2021-04-01,DE,DE,False,False,False,False,False,2021-11-10 00:04:50.8900000,,,,,2021-04-01,"PROMINENT POINTE VENTURES, LIMITED PARTNERSHIP",,,,,,,,,,,,,,,,,,
DANNA CONSTRUCTION LLC,LLC,Active,1385656,2022-03-31,10 CRANE ST,DANBURY,United States,06810,CT,GENERALHELPCT@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:48.1400000,Finish Carpentry Contractors (238350),,,,,,,,,,,,,,,,,,,,,,,
RIVERVIEW STITCH & PRINT LLC,LLC,Active,1385543,2022-03-31,91 LONG HILL RD,DEEP RIVER,United States,06417,CT,JOEOSTERING4@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:51.5066667,Commercial Screen Printing (323113),,,,,,,,,,,,,,,,,,,,,,,
POST ROAD APARTMENT PARTNERS LLC,LLC,Active,1385585,2022-03-31,11 UNQUOWA ROAD,FAIRFIELD,,06824,CT,ANDREW.MONTELLI@SNET.NET,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:55.3500000,,,,,,,,,,,,,,,,,,,,,,,,
WESTCHESTER DREAM HOME REALTY LLC,LLC,Active,1385635,2022-03-31,122 BUCKSHOLLOW RD SUITE 1,MAHOPAC,United States,10541,NY,LISAMARIE7365@GMAIL.COM,Foreign,2021-04-01,NY,NY,False,False,False,False,False,2021-11-10 00:04:52.8800000,Residential Property Managers (531311),,,,2021-04-06,WESTCHESTER DREAM HOME REALTY LLC,United States,"122 BUCKSHOLLOW RD SUITE 1, MAHOPAC, NY, 10541, United States",122 BUCKSHOLLOW RD SUITE 1,MAHOPAC,NY,10541,United States,"122 BUCKSHOLLOW RD SUITE 1, MAHOPAC, NY, 10541, United States",122 BUCKSHOLLOW RD SUITE 1,MAHOPAC,NY,10541,United States,,,,,
ON SCENE MEDIA NEW HAVEN COUNTY LLC,LLC,Active,1385632,2022-03-31,40 HILLTOP CIRCLE,MILFORD,United States,06460,CT,ONSCENEMEDIANHC@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:43.5933333,News Syndicates (519110),,,,,,,,,,,,,,,,,,,,,,,
RAY OF HOPE HOMECARE LLC,LLC,Active,1385657,2022-03-31,246 WOLCOTT RD STE 2,WOLCOTT,United States,06716-2641,CT,RAYOFHOPEHOMECARECT@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:02.6100000,Services for the Elderly and Persons with Disabilities (624120),,,,,,,,,,,,,,,,,,,,,,,
REALVITALIZE AFFILIATES LLC,LLC,Active,1385638,2022-03-31,175 PARK AVE.,MADISON,United States,07940,NJ,GOVDOCS@CORPCREATIONS.COM,Foreign,2021-04-01,DE,DE,False,False,False,False,False,2021-11-10 00:04:51.5366667,Offices of Real Estate Agents and Brokers (531210),,,,2021-04-01,REALVITALIZE AFFILIATES LLC,United States,"3411 SILVERSIDE ROAD TATNALL BUILDING #1, WILMINGTON, DE, 19810, United States",3411 SILVERSIDE ROAD TATNALL BUILDING #1,WILMINGTON,DE,19810,United States,"3411 SILVERSIDE ROAD TATNALL BUILDING #1, WILMINGTON, DE, 19810, United States",3411 SILVERSIDE ROAD TATNALL BUILDING #1,WILMINGTON,DE,19810,United States,,,,,
"LINDSEY BAKED THIS, LLC",LLC,Active,1385546,2022-03-31,"214 DUFFIELD STREET, APT. 38Y",BROOKLYN,United States,11201-7030,NY,LINDSEYBAKEDTHIS@GMAIL.COM,Domestic,2021-04-01,NY,Connecticut,False,False,False,False,False,2021-11-10 00:04:54.6466667,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,,,,,
SESIBA DESIGN LLC,LLC,Active,1385556,2022-03-31,186 HOMESTEAD STREET APT E,MANCHESTER,United States,06042,CT,KIZILKANAT@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:46.3766667,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,,,,,
MISSION ITS POSSIBLE INC.,Non-Stock,Active,1385607,2022-06-30,87 Boardman Rd,New Milford,United States,06776-5526,CT,helpinghandsforheros2020@gmail.com,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:50.9700000,Civic and Social Organizations (813410),Annual report due,2021-04-01,,,,,,,,,,,,,,,,,,,,,
SWEETHAVEN FARM LLC,LLC,Active,1385608,2022-03-31,40 HIGH STREET,CANAAN,United States,06018,CT,SWEETHAVENFARMCT@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:45.6733333,Landscaping Services (561730),,,,,,,,,,,,,,,,,,,,,,,
K&S DEVELOPMENTS LLC,LLC,Active,1385558,2022-03-31,200 W. 131ST ST. - #14D,NEW YORK,United States,10027,NY,SANDRI.FRIAS.TMA@GMAIL.COM,Foreign,2021-04-01,NY,NY,False,False,False,False,False,2021-11-10 00:05:03.8733333,Residential Property Managers (531311),,,,2021-04-01,K&S DEVELOPMENTS LLC,United States,"200 W. 131ST ST. - #14D, NEW YORK, NY, 10027, United States",200 W. 131ST ST. - #14D,NEW YORK,NY,10027,United States,"200 W. 131ST ST. - #14D, NEW YORK, NY, 10027, United States",200 W. 131ST ST. - #14D,NEW YORK,NY,10027,United States,,,,,
CG HIJINKS INC.,Stock,Active,1385767,2021-06-30,No information provided,,,,,,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:44.9400000,,First report past due,,,,,,,,,,,,,,,,,,10000.0,,,,
KAREN KREMZAR OT LLC,LLC,Active,1385582,2022-03-31,15 COLONIAL LANE,WALLINGFORD,United States,06492,CT,KARENKREMZAR@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,True,False,False,False,False,2021-11-10 00:04:50.2833333,Other Individual and Family Services (624190),,,,,,,,,,,,,,,,,,,,,,,
L&B'S LLC,LLC,Active,1385590,2022-03-31,11 HILLSDALE AVENUE,WETHERSFIELD,United States,06109-1614,CT,EKORKUTOVIC1994@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:04.5766667,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,,,,,
SAGE RIVER ROAD LLC,LLC,Active,1385593,2022-03-31,FOUR GREENWICH OFFICE PARK,GREENWICH,United States,06831,CT,SCAMINACI@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:44.3900000,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,
CORE ELECTRIC CORP.,Stock,Active,1385634,2021-06-30,No information provided,,,,,SERVICE@ZURITAFINANCIAL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:50.1900000,Electrical Contractors and Other Wiring Installation Contractors (238210),First report past due,,,,,,,,,,,,,,,,,,100.0,,,,
TT & BB TRANSPORT LLC,LLC,Active,1385658,2022-03-31,1 ABBOTT RD APT 36,ELLINGTON,United States,06029-3865,CT,AMAKIRIDEDE30@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,True,False,False,2021-11-10 00:05:06.5766667,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,,,,,,,,
AVA FENCE & RAILING LLC,LLC,Active,1385648,2022-03-31,"49 DAY STR, APT 404",NORWALK,United States,06854,CT,VAZIROVA.NAZRIN@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,True,False,False,False,False,2021-11-10 00:05:05.1866667,All Other Specialty Trade Contractors (238990),,,,,,,,,,,,,,,,,,,,,,,
GREASE MONKEY INTERNATIONAL LLC,LLC,Active,1385649,2022-03-31,5575 DTC PARKWAY SUITE 100,GREENWOOD VILLAGE,,80111,CO,NKANE@FULLSPEEDAUTOMOTIVE.COM,Foreign,2021-04-01,DE,DE,False,False,False,False,False,2021-11-10 00:05:05.1866667,,,,,2021-04-01,GREASE MONKEY INTERNATIONAL LLC,,,,,,,,,,,,,,,,,,
LEAMS CONSTRUCTION & HANDYMAN SERVICES LLC,LLC,Active,1385557,2022-03-31,28 GREGORY ST,STAMFORD,United States,06902,CT,SERVIEXPRESS2008@HOTMAIL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:04.6100000,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,
"KH THE MOVIE, LLC",LLC,Active,1385591,2022-03-31,"43 GLEN COVE RD, UNIT B, SUITE 170",GREENVALE,United States,11548,NY,AMAISONAVE@BLUMB.COM,Domestic,2021-04-01,NY,Connecticut,False,False,False,False,False,2021-11-10 00:04:56.0233333,Motion Picture and Video Production (512110),,,,,,,,,,,,,,,,,,,,,,,
AMERICAN METAL UNLIMITED LLC,LLC,Active,1385528,2022-03-31,54 DANBURY ROAD SUITE 297,RIDGEFIELD,United States,06877,CT,CGRIMALDI@NORTHAMERICANMOTORCAR.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:57.4433333,"Motorcycle, ATV, and All Other Motor Vehicle Dealers (441228)",,,,,,,,,,,,,,,,,,,,,,,
WSR CONSTRUCTION LLC,LLC,Active,1385645,2022-03-31,2642 NORTH MAIN ST,WATERBURY,United States,06704,CT,SANT.LOKO564@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:07.9066667,Roofing Contractors (238160),,,,,,,,,,,,,,,,,,,,,,,
MAKOS HAIR BRAIDING LLC,LLC,Active,1385526,2022-03-31,1019 ALBANY AVE,HARTFORD,United States,06112,CT,AMARAPK67@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,True,False,True,False,False,2021-11-10 00:05:19.7500000,Beauty Salons (812112),,,,,,,,,,,,,,,,,,,,,,,
CHUXLEY CONSULTING LLC,LLC,Active,1385644,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:37.6900000,,,,,,,,,,,,,,,,,,,,,,,,
"NECCO CAPITAL GROUP, LLC",LLC,Active,1385646,2022-03-31,39 NEW LONDON TURNPIKE SUITE 320,GLASTONBURY,United States,06033,CT,MCARDELLA@NECCOCAPITAL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:39.6300000,,,,,,,,,,,,,,,,,,,,,,,,
121 WAWARME INVESTMENT PARTNERS LLC,LLC,Active,1385604,2022-03-31,121 WAWARME AVENUE,HARTFORD,,06114,CT,BRENDAN@HMCREP.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:10.6566667,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,,,,,
MEREDITH DUXBURY LTD,Stock,Active,1385577,2021-06-30,No information provided,,,,,VGONZALEZ@BLUMB.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:18.3766667,,First report past due,,,,,,,,,,,,,,,,,,200.0,,,,
GENTLEMANS JUNK REMOVAL LLC,LLC,Active,1385581,2022-03-31,97 SULLIVAN FARM,NEW MILFORD,United States,06776,CT,EFILE1234@INCFILE.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:19.2666667,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,,,,,
"BLACK BAMBOO II, LLC",LLC,Active,1385527,2022-03-31,"55 WELLES STREET, UNIT 138801",GLASTONBURY,United States,06033,CT,SONNY@MYBLACKBAMBOO.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:19.1400000,Limited-Service Restaurants (722513),,,,,,,,,,,,,,,,,,,,,,,
JUAN BOCONZACA LLC,LLC,Active,1385555,2022-03-31,66 TOWN HILL AVENUE APT 2,DANBURY,United States,06810,CT,KATIAPAVIOTE@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:44.1666667,,,,,,,,,,,,,,,,,,,,,,,,
IMANI NICOLE OFFICIAL LLC,LLC,Active,1385683,2022-03-31,1488 CAPITOL AVE UNIT D406,BRIDGEPORT,United States,06604,CT,BOOKIMANINICOLEOFFICIAL@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:44.8700000,Beauty Salons (812112),,,,,,,,,,,,,,,,,,,,,,,
"CARISSA & COMPANY, LLC",LLC,Active,1385560,2022-03-31,1575 BOSTON POST ROAD,GUILFORD,United States,06437,CT,TROPIANO@YAHOO.COM,Domestic,2021-04-01,CT,Connecticut,True,False,True,False,False,2021-11-10 00:05:44.8700000,Beauty Salons (812112),,,,,,,,,,,,,,,,,,,,,,,
"COMPASSIONATE SOLUTIONS, LLC",LLC,Active,1385675,2022-03-31,20 BROAD VIEW COURT,QUAKER HILL,United States,06375,CT,CCHANG_IRONMNKY@YAHOO.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:17.6700000,Offices of All Other Miscellaneous Health Practitioners (621399),,,,,,,,,,,,,,,,,,,,,,,
"RACE HILL CAPITAL PARTNERS, LLC",LLC,Active,1385601,2022-03-31,222 RACE HILL ROAD,GUILFORD,United States,06437,CT,JMRBECKER@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:23.2033333,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,,,,,
MTS FASHION CORNER LLC,LLC,Active,1385647,2022-03-31,261 LAUREL AVE,BRIDGEPORT,United States,06605,CT,MTSFASHIONCORNER@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,True,False,False,False,False,2021-11-10 00:05:14.6566667,Clothing Accessories Stores (448150),,,,,,,,,,,,,,,,,,,,,,,
"RAMBLE ON KIDS LAKE, LLC",LLC,Active,1385674,2022-03-31,42 BURYING HILL ROAD,GREENWHICH,United States,06831,CT,A@MILSTEINBROTHERS.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:14.7333333,,,,,,,,,,,,,,,,,,,,,,,,
"POINT JUDITH PEAKS, LLC",LLC,Active,1385559,2022-03-31,24 SARASOTA AVE,NARRAGANSETT,United States,02882-4443,RI,KELLEY@POINTJUDITHPEAKS.COM,Foreign,2021-04-01,RI,RI,False,False,False,False,False,2021-11-10 00:05:42.3833333,Residential Remodelers (236118),,,,2021-04-01,"POINT JUDITH PEAKS, LLC",United States,"24 SARASOTA AVE, NARRAGANSETT, RI, 02882-4443, United States",24 SARASOTA AVE,NARRAGANSETT,RI,02882-4443,United States,"24 SARASOTA AVE, NARRAGANSETT, RI, 02882-4443, United States",24 SARASOTA AVE,NARRAGANSETT,RI,02882-4443,United States,,,,,
HMC 121 WAWARME INVESTORS LLC,LLC,Active,1385600,2022-03-31,121 WAWARME AVENUE,HARTFORD,,06114,CT,BRENDAN@HMCREP.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:10.6866667,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,,,,,
MAPLE 18 REAL ESTATE LLC,LLC,Active,1385682,2022-03-31,276 POST RD W SUITE 201,WESTPORT,United States,06880,CT,MPAOLINI@PARAGONCT.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:11.1866667,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,
REMESH INC.,Stock,Active,1385676,2022-04-01,6815 EUCLID AVE,CLEVELAND,United States,44103,OH,KUMKUM@REMESH.ORG,Foreign,2021-04-01,DE,DE,False,False,False,False,False,2021-11-10 00:05:23.2366667,,,,,2020-03-01,REMESH INC.,United States,,,,,,,,,,,,,,,,,
RH COLLECTIVE LLC,LLC,Active,1385520,2022-03-31,18 RESERVOIR AVE FLOOR 2,NORWALK,United States,06850,CT,RENNYHUNTER@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:19.8300000,Marketing Consulting Services (541613),,,,,,,,,,,,,,,,,,,,,,,
MDM THE BRAND LLC,LLC,Active,1385684,2022-03-31,243 DOVER ST,BRIDGEPORT,United States,06610,CT,EASTERN@REGISTEREDAGENTSINC.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:09.9833333,,,,,,,,,,,,,,,,,,,,,,,,
REDWALL ANALYTICS LLC,LLC,Active,1385579,2022-03-31,6 ROOSEVELT AVENUE,OLD GREENWICH,United States,06870,CT,DAVID.LUCEY@MAC.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:22.5633333,Other Scientific and Technical Consulting Services (541690),,,,,,,,,,,,,,,,,,,,,,,
LEEDY AND LLOYD FARM LLC,LLC,Active,1385613,2022-03-31,125 SIERRA STREET,WATERBURY,United States,06704,CT,LEEDYANDLLOYD@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,True,False,False,False,False,2021-11-10 00:05:12.6233333,All Other Miscellaneous Crop Farming (111998),,,,,,,,,,,,,,,,,,,,,,,
MEDICAL TRANSPORT & NETWORK INC,Stock,Active,1385924,2022-04-01,"36O BLOOMFIELD AVENUE,# 301",WINDSOR,United States,06095,CT,ANDERSONL1956@HOTMAIL.COM,Foreign,2021-04-01,FL,FL,False,False,False,False,False,2021-11-10 00:05:24.4533333,All Other Transit and Ground Passenger Transportation (485999),,,,2021-04-01,MEDICAL TRANSPORT & NETWORK INC,United States,,,,,,,,,,,,,,,,,
KIMS TAILORING CORP,Stock,Active,1386123,2021-06-30,No information provided,,,,,DAEWOOTAX@GMAIL.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:36.9566667,Family Clothing Stores (448140),First report past due,,,,,,,,,,,,,,,,,,200.0,,,,
VR TAX SERVICES LLC,LLC,Active,1385713,2022-03-31,487 COLORADO AVE,BRIDGEPORT,United States,06605,CT,EFILE1234@INCFILE.COM,Domestic,2021-04-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:29.4100000,Tax Preparation Services (541213),,,,,,,,,,,,,,,,,,,,,,,
