name,business_type,status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,naics_code,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,mailing_jurisdiction_country,office_in_jurisdiction_country,dissolution_date,sub_status,total_authorized_shares,date_of_organization_meeting,billing_unit,mailing_jurisdiction_3,office_jurisdiction_3
"JUST THE NUMBERS BOOKKEEPING, LLC",LLC,Active,1376178,2022-03-31,,29 WALL ST,MIDDLETOWN,United States,06457,CT,JUSTTHENUMBERSBOOKKEEPING@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,True,False,False,False,False,2021-11-10 00:04:33.1866667,Other Accounting Services (541219),,,,,,,,,,,,,,,,,,,
99 FOUNDERS INVESTMENT LLC,LLC,Active,1376089,2022-03-31,,419 WHALLEY AVE SIUTE #200,NEW HAVEN,United States,06511,CT,AVIM770@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:37.7033333,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,
"GOINGS FAMILY LAW, LLC",LLC,Active,1376168,2022-03-31,,3 LISE CIRCLE,SUFFIELD,United States,06078,CT,DGOINGS@GOINGSFAMILYLAW.COM,,Domestic,,2021-02-01,CT,Connecticut,True,False,False,False,False,2021-11-10 00:04:42.1400000,Offices of Lawyers (541110),,,,,,,,,,,,,,,,,,,
ENTREPRENEUR EMPIRE LLC,LLC,Active,1376585,2022-03-31,,52 KARA DRIVE,WATERBURY,,06704-1570,CT,INFO@ENTREPRENEUR-EMPIRE.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:35.7800000,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,
EXIT 36 INVESTMENTS L.L.C.,LLC,Active,1376206,2022-03-31,,56 WHITE STREET,WATERBURY,United States,06710,CT,EXIT36REALTYY@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:40.8900000,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,
BELLE VIE CAFE LLC,LLC,Active,1376009,2022-03-31,,106 BURNT PLAINS RD,MILFORD,United States,06461,CT,SANDA_ALEX2001@YAHOO.COM,,Domestic,,2021-02-01,CT,Connecticut,True,False,False,False,False,2021-11-10 00:04:33.2966667,Limited-Service Restaurants (722513),,,,,,,,,,,,,,,,,,,
"J.LANAY CANDLE CO., LLC",LLC,Active,1376104,2022-03-31,,104 HOBART STREET 2ND FLOOR,NEW HAVEN,United States,06511,CT,JULISE_PENN@YAHOO.COM,,Domestic,,2021-02-01,CT,Connecticut,True,False,False,False,False,2021-11-10 00:04:32.5766667,All Other Miscellaneous Manufacturing (339999),,,,,,,,,,,,,,,,,,,
"TORBELLO INVESTMENTS, LLC",LLC,Active,1376105,2022-03-31,,21 GIDDINGS STREET,HARTFORD,United States,06106,CT,YBELLOG@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,True,True,True,False,False,2021-11-10 00:04:39.5466667,Offices of Other Holding Companies (551112),,,,,,,,,,,,,,,,,,,
JJ'S HOME IMPROVEMENT LLC,LLC,Active,1376106,2022-03-31,,270 GROVE ST,SHELTON,United States,06484,CT,FAITHANDHOPEAPO@YAHOO.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:40.9066667,Drywall and Insulation Contractors (238310),,,,,,,,,,,,,,,,,,,
INVADER FILMS INC,Stock,Active,1376169,2022-09-28,,151 Skunk Ln,Wilton,United States,06897-2723,CT,anthony_ciak@ciakintl.com,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:42.0800000,"Independent Artists, Writers, and Performers (711510)",,,,,,,,,,,,,,,100.0,2021-02-01,,,
"LIFE FAMILY CHIROPRACTIC OF PORTLAND, LLC",LLC,Active,1376110,2022-03-31,,234 MAIN STREET,PORTLAND,,06480,CT,LIFECHIROCT@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:38.3133333,,,,,,,,,,,,,,,,,,,,
"DAMAR VENTURES, LLC",LLC,Active,1376087,2022-03-31,,18 BREWSTER LANE,SHELTON,United States,06484,CT,NICK.ECKER@CHARTERFIREARMS.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:37.0933333,All Other Miscellaneous Fabricated Metal Product Manufacturing (332999),,,,,,,,,,,,,,,,,,,
HIGH ROCK WATER & MECHANICAL SERVICE LLC,LLC,Active,1376011,2022-03-31,,6 PINE STREET,NAUGATUCK,United States,06770,CT,HIGHROCKWATER@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:40.2666667,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",,,,,,,,,,,,,,,,,,,
RGR PROPERTY LLC,LLC,Active,1376038,2022-03-31,,103 HATCHETT HILL ROAD,EAST GRANBY,United States,06026,CT,DEBRAARIDDELL@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,True,False,False,False,False,2021-11-10 00:04:43.6100000,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,
CREATIVE FINANCIAL SOLUTION LLC,LLC,Active,1376037,2022-03-31,,77 NORTH THIRD STREET 3FL,MERIDEN,United States,06451,CT,JDFLEXTERM@YAHOO.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:50.2033333,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,
KINGDOM HOME CARE SOLUTIONS LLC,LLC,Active,1376010,2022-03-31,,869 WHALLEY AVENUE,NEW HAVEN,United States,06515,CT,KINGHOMECARESOLUTIONS@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:52.8800000,Finish Carpentry Contractors (238350),,,,,,,,,,,,,,,,,,,
JIM MITCHELL GARDENS & STONE LLC,LLC,Active,1376088,2022-03-31,,374 SANDY BROOK ROAD,COLEBROOK,United States,06021,CT,JM9659@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:07.8266667,All Other Specialty Trade Contractors (238990),,,,,,,,,,,,,,,,,,,
DESIGN GARAGE DOORS LLC,LLC,Active,1376113,2022-03-31,2015-01-01,57 HAROLD ST,TENAFLY,United States,07670,NJ,INFO@DESIGNGARAGEDOORS.COM,DESIGN GARAGE DOORS LLC,Foreign,United States,2021-02-01,NJ,NJ,False,False,False,False,False,2021-11-10 00:04:43.6100000,All Other Specialty Trade Contractors (238990),"57 HAROLD ST, TENAFLY, NJ, 07670, United States",57 HAROLD ST,TENAFLY,NJ,07670,"57 HAROLD ST, TENAFLY, NJ, 07670, United States",57 HAROLD ST,TENAFLY,NJ,07670,United States,United States,,,,,,,
ANGELA'S DOG PAWLOUR LLC,LLC,Active,1376289,2022-03-31,,233 MERROW ROAD,TOLLAND,United States,06084-2537,CT,ANGELASDOGPAWLOUR@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,True,False,False,False,False,2021-11-10 00:05:00.7800000,Pet Care (except Veterinary) Services (812910),,,,,,,,,,,,,,,,,,,
SACRED HANDS LLC,LLC,Active,1376118,2022-03-31,,1565 EAST MAIN ST,BRIDGEPORT,United States,06608,CT,SACREDHANDS59@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,True,False,True,False,False,2021-11-10 00:04:45.6733333,Offices of All Other Miscellaneous Health Practitioners (621399),,,,,,,,,,,,,,,,,,,
YELLOW BEE LLC,LLC,Active,1376026,2022-03-31,,156 MOORE DR,TORRINGTON,United States,06790,CT,DEVINRMILES@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:47.0800000,Apiculture (112910),,,,,,,,,,,,,,,,,,,
"JC'S GOLF SHOP, LLC",LLC,Active,1376008,2022-03-31,2009-12-01,700 WOLF SWAMP ROAD,LONGMEADOW,United States,01106,MA,JCOOK825@GMAIL.COM,"JC'S GOLF SHOP, LLC",Foreign,United States,2021-02-01,MA,MA,False,False,False,False,False,2021-11-10 00:05:04.5933333,Sporting Goods Stores (451110),,,,,,,,,,,,,,,,,,,
JAMES HILL DESIGNER CLOTHING LLC,LLC,Active,1376025,2022-03-31,,1517 MAIN STREET,EAST HARTFORD,United States,06108,CT,NEWLINK94@YAHOO.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:53.4300000,,,,,,,,,,,,,,,,,,,,
HOUSE BRITT-SYLVIA LLC,LLC,Active,1376153,2022-03-31,,29 SYLVIA LANE,BRISTOL,United States,06010,CT,ABRITT586@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:07.2800000,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,
NYSA STRATEGIES LLC,LLC,Active,1376117,2022-03-31,,53 CONGRESS DRIVE,AMSTON,United States,06231,CT,WENDELLDAVIS@USA.NET,,Domestic,,2021-02-01,CT,Connecticut,True,False,True,False,False,2021-11-10 00:04:50.3133333,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,
BONHOMME PIERRE LLC,LLC,Active,1376703,2022-03-31,,3436 KENT STREET,BRIDGEPORT,United States,06610,CT,BOBOY19661@HOTMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:04:54.5400000,,,,,,,,,,,,,,,,,,,,
"SIGMA TECHNOLOGY FUND, LLC",LLC,Active,1376186,2022-03-31,2021-02-15,"3010 LBJ FREEWAY, SUITE 1200, NO. 450",DALLAS,United States,75234,TX,JASON@JASONDRAMEY.COM,"SIGMA TECHNOLOGY FUND, LLC",Foreign,United States,2021-02-01,TX,TX,False,False,False,False,False,2021-11-10 00:05:08.7500000,Other Management Consulting Services (541618),"3010 LBJ FREEWAY, SUITE 1200, NO. 450, DALLAS, TX, 75234, United States","3010 LBJ FREEWAY, SUITE 1200, NO. 450",DALLAS,TX,75234,"3010 LBJ FREEWAY, SUITE 1200, NO. 450, DALLAS, TX, 75234, United States","3010 LBJ FREEWAY, SUITE 1200, NO. 450",DALLAS,TX,75234,United States,United States,,,,,,,
SUMMIT WORKS LLC,LLC,Active,1376157,2022-03-31,,29 DOUGLAS AVE C,STAMFORD,United States,06906,CT,SRIDHAR.KUMMAM@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,True,False,False,2021-11-10 00:04:58.2000000,Miscellaneous Financial Investment Activities (523999),,,,,,,,,,,,,,,,,,,
"WILLOW PARK PARTNERS, LLC",LLC,Active,1376548,2022-03-31,,78 MAPLEWOOD AVENUE,WEST HARTFORD,United States,06119,CT,J.KAPPLAN@STOCKBRIDGECAPITAL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:07.2333333,Residential Property Managers (531311),,,,,,,,,,,,,,,,,,,
ZION'S DEN RECORDING STUDIOS LLC,LLC,Active,1376187,2022-03-31,,652 GLENBROOK RD,STAMFORD,United States,06906,CT,EFILE1234@INCFILE.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:06.4833333,,,,,,,,,,,,,,,,,,,,
"160-162 BLUE HILLS AVE, LLC",LLC,Active,1377403,2022-03-31,,160-162 BLUE HILLS AVE,HARTFORD,,06105,CT,FABJ1478@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:00.7466667,,,,,,,,,,,,,,,,,,,,
THE ORIGINAL LLC,LLC,Active,1376156,2022-03-31,,107 CRANBURY DRIVE,TRUMBULL,United States,06611,CT,LIV@THEORIGINALCUSTOMS.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,True,False,False,2021-11-10 00:05:05.1866667,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,
CLOUD HIGH BOTANICALS LLP,LLP,Active,1376154,2022-02-01,,4 BELMONT PLACE,NORWALK,United States,06853,CT,NICOLEDPRICE@OUTLOOK.COM,,Domestic,,2021-02-01,CT,Connecticut,True,False,True,False,False,2021-11-10 00:05:04.6100000,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,
JFC CANTON LLC,LLC,Active,1376142,2022-03-31,,515 CENTERPOINT DR SUITE 106,MIDDLETOWN,,06457,CT,EMMET@JEFFERSONFRYCOMPANY.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:07.1566667,,,,,,,,,,,,,,,,,,,,
MOLCAPORT LLC,LLC,Active,1376053,2022-03-31,,12 REGENCY DRIVE APT.#6,BLOOMFIELD,United States,06002,CT,LLCSUPPORT@PRIMECORPORATESERVICES.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:01.3266667,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,
EMJ PLUMBING SERVICES LLC,LLC,Active,1376139,2022-03-31,,53 CHARLENE DRIVE,NEW BRITAIN,United States,06053-2011,CT,JOBREBSKI824@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:03.1866667,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",,,,,,,,,,,,,,,,,,,
KINGS & QUEENS ENTERTAINMENT LLC,LLC,Active,1376078,2022-03-31,,1238 HARTFORD TURNPIKE UNIT 14,VERNON,United States,06066,CT,LATISHA750@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:31.4100000,Other Miscellaneous Nondurable Goods Merchant Wholesalers (424990),,,,,,,,,,,,,,,,,,,
LRP ADVISORS LLC,LLC,Active,1376143,2022-03-31,,80 MOUNTAIN LAUREL RD,FAIRFIELD,,06824,CT,,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:20.4366667,,,,,,,,,,,,,,,,,,,,
NITAS GENERAL SERVICES L.L.C.,LLC,Active,1376144,2022-03-31,,17 WINDSOR PL,NORWALK,,06854,CT,NITASGENERALSERVICES@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:11.2800000,,,,,,,,,,,,,,,,,,,,
BALTIC BARN LLC,LLC,Active,1376054,2022-03-31,,170 SCOTLAND ROAD,BALTIC,United States,06330,CT,BALTICBARN@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,True,True,False,False,False,2021-11-10 00:05:27.6100000,All Other General Merchandise Stores (452319),,,,,,,,,,,,,,,,,,,
SHANELLE FASHION PARADISE LLC,LLC,Active,1376188,2022-03-31,,349 SHERMAN AVE APT 2,NEW HAVEN,United States,06511,CT,ROSEANNETTE81@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:46.3833333,,,,,,,,,,,,,,,,,,,,
STAGIRA L.L.C.,LLC,Active,1376246,2022-03-31,,53 DANIEL ST,EAST HAMPTON,United States,06424,CT,AKOUTMOS@STAGIRA.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:21.7800000,Custom Computer Programming Services (541511),,,,,,,,,,,,,,,,,,,
ROAD TECH RV LLC,LLC,Active,1376145,2022-03-31,,65 ROBERTS ROAD,GROTON,,06340,CT,ROADTECHRV@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:19.1733333,General Automotive Repair (811111),,,,,,,,,,,,,,,,,,,
KJEXPRESS LLC,LLC,Active,1376077,2022-03-31,,510 NEW LONDON TPKE,NORWICH,United States,06360,CT,KESLINJOZILE5@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:28.3133333,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,,,,
"DENNIS PERKINS AGENCY, LLC",LLC,Active,1376155,2022-03-31,,7 SCHOOLHOUSE DRIVE,DANBURY,United States,06810,CT,DENNISPERKINSJR@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:14.6400000,Insurance Agencies and Brokerages (524210),,,,,,,,,,,,,,,,,,,
"147 WEST LANE, LLC",LLC,Active,1376184,2022-03-31,,28 RIVERSIDE LANE,MADISON,United States,06443,CT,RLEE@ORLCOMMERCIAL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:38.3000000,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,
RIVER WITCH CO LLC,LLC,Active,1374849,2022-03-31,,5 West Main St.,Chester,United States,06412,CT,RIVERWITCHCANDLES@YAHOO.COM,,Domestic,,2021-02-01,CT,Connecticut,True,False,False,True,False,2021-11-10 00:05:09.9066667,"Gift, Novelty, and Souvenir Stores (453220)",,,,,,,,,,,,,,,,,,,
SAMSON THE DOOD LLC,LLC,Active,1376141,2022-03-31,,4 BROOKLAWN DRIVE,WESTPORT,,06880,CT,,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:36.9900000,,,,,,,,,,,,,,,,,,,,
"G JOANNA PHOTOGRAPHY, LLC",LLC,Active,1376140,2022-03-31,,179 ALLYN STREET #202,HARTFORD,United States,06103,CT,GJOANNAPHOTOGRAPHY@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,True,False,True,True,False,2021-11-10 00:05:18.4066667,"Photography Studios, Portrait (541921)",,,,,,,,,,,,,,,,,,,
DAPSSE LLC,LLC,Active,1376138,2022-03-31,,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,ATOZENNATURALS@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,True,True,True,False,False,2021-11-10 00:05:25.0933333,,,,,,,,,,,,,,,,,,,,
DENNIS ESTATES LLC,LLC,Active,1376051,2022-03-31,,291 HARRAL AVENUE,BRIDGEPORT,United States,06604,CT,DAVANTED@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:25.9533333,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,
ISAIAH 48-17 EQUITIES LLC,LLC,Active,1376076,2022-03-31,,81 ROOSTER RIVER BOULEVARD,BRIDGEPORT,,06606,CT,SEANCOLLINS777@YAHOO.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:14.0933333,All Other Insurance Related Activities (524298),,,,,,,,,,,,,,,,,,,
"LITCHFIELD CROSSINGS II, LLC",LLC,Active,1376095,2022-03-31,2019-01-30,201 SAW MILL RIVER ROAD,YONKERS,,10701-5701,NY,,"LITCHFIELD CROSSINGS II, LLC",Foreign,,2021-02-01,NY,NY,False,False,False,False,False,2021-11-10 00:05:23.2033333,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,
RAPID MOBILE TESTING LLC,LLC,Active,1376052,2022-03-31,,28 MAIN STREET,EAST HARTFORD,United States,06118,CT,RAPIDMOBILETESTING@OUTLOOK.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,True,False,False,2021-11-10 00:05:23.0800000,All Other Outpatient Care Centers (621498),,,,,,,,,,,,,,,,,,,
BLUE HERON CULINARY LLC,LLC,Active,1376116,2022-03-31,,360 ALLISTER DR. UNIT 107,RALEIGH,United States,27609-7264,NC,INFO@BLUEHERONCULINARY.COM,,Domestic,,2021-02-01,NC,Connecticut,False,False,False,False,False,2021-11-10 00:05:48.9333333,All Other Miscellaneous Food Manufacturing (311999),,,,,,,,,,,,,,,,,,,
PREMIER CHOICE PROPERTIES LLC,LLC,Active,1376075,2022-03-31,,100 METACOMENT ROAD,PLAINVILLE,United States,06062,CT,19SULLIVANKYLE@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:32.7366667,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,
BYTENINJASTAR LLC,LLC,Active,1376172,2022-03-31,,214 MIRRA DR,GROTON,United States,06340,CT,EFILE1234@INCFILE.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:36.1433333,,,,,,,,,,,,,,,,,,,,
BABY OTTER DISTRIBUTION LLC,LLC,Active,1376185,2022-03-31,,185 SEQUOIA RD,BRIDGEPORT,United States,06606,CT,BABYOTTERDISTRIBUTION@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,True,False,False,2021-11-10 00:05:30.1266667,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,
SACRED BEAUTY INRI COMPANY,Non-Stock,Active,1376100,2021-05-02,,No information provided,,,,,SACRED.BEAUTY.INRI@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:44.8366667,Religious Organizations (813110),,,,,,,,,,,,,,First report past due,,,,,
NEW TO ME FURNITURE & MORE LLC,LLC,Dissolved,1376101,2022-03-31,,10 ANDERSON ROAD,POMFRET CENTER,United States,06259,CT,NEWTOMEFURNITURELLC@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:32.7200000,Used Merchandise Stores (453310),,,,,,,,,,,,,2021-11-05T00:00:00.000,,,,,,
BUZZER MEDIA INC.,Stock,Active,1376127,2022-02-01,2021-02-01,C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE,WILMINGTON,United States,19808,DE,VGONZALEZ@BLUMB.COM,BUZZER MEDIA INC.,Foreign,United States,2021-02-01,DE,DE,False,False,False,False,False,2021-11-10 00:05:30.7533333,,,,,,,,,,,,,,,,,,,,
LUXDERM AESTHETICS LLC,LLC,Active,1376131,2022-03-31,,3 Macintosh Lane,Glastonbury,United States,06033,CT,LUXDERMAESTHETICS@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,True,False,True,False,False,2021-11-10 00:05:34.7400000,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",,,,,,,,,,,,,,,,,,,
ORTIZ REALTOR COMPANY LLC,LLC,Active,1376212,2022-03-31,,81 HEATHER HTS,MERIDEN,United States,06450,CT,ORTIZLEO150@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,True,False,True,False,False,2021-11-10 00:05:28.8466667,,,,,,,,,,,,,,,,,,,,
"HOWARD S. FRIED OPTOMETRY, P.C.",Stock,Active,1376098,2022-02-01,2021-02-08,1979 MARCUS AVENUE SUITE 206,LAKE SUCCESS,,11042,NY,HFRIED@DIGITALOPTOMETRICS.COM,"HOWARD S. FRIED OPTOMETRY, P.C.",Foreign,,2021-02-01,NY,NY,False,False,False,False,False,2021-11-10 00:05:25.8600000,Offices of Optometrists (621320),,,,,,,,,,,,,,,,,,,
V SQUARE REAL ESTATE LLC,LLC,Active,1376129,2022-03-31,2021-02-01,359 OLD JEWETT CITY RD,PRESTON,United States,06365,CT,SARA.VEGLIANTE@YAHOO.COM,V SQUARE REAL ESTATE LLC,Foreign,United States,2021-02-01,RI,RI,False,False,False,False,False,2021-11-10 00:05:46.3700000,Other Activities Related to Real Estate (531390),"PO BOX 23216, PROVIDENCE, RI, 02903, United States",PO BOX 23216,PROVIDENCE,RI,02903,"PO BOX 23216, PROVIDENCE, RI, 02903, United States",PO BOX 23216,PROVIDENCE,RI,02903,United States,United States,,,,,,,
DEOLIVEIRA CONSTRUCTION LLC,LLC,Active,1376128,2022-03-31,,77 OLD TOWN PARK RD,NEW MILFORD,United States,06776,CT,GENERALHELPCT@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:46.3700000,All Other Specialty Trade Contractors (238990),,,,,,,,,,,,,,,,,,,
STILL OFF THE HOOK SEAFOOD HOLDINGS LLC,LLC,Active,1377573,2022-03-31,,924 QUINNIPIAC AVENUE APT 5,NEW HAVEN,,06513,CT,,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:25.0466667,"Corporate, Subsidiary, and Regional Managing Offices (551114)",,,,,,,,,,,,,,,,,,,
INSTITUTE FOR CROSS-CULTURAL AWARENESS AND TRANSFORMATIVE EDUCATION INC.,Non-Stock,Active,1376210,2022-04-26,,6 CROYDON DRIVE,BLOOMFIELD,,06002,CT,INSTRANSFORM1@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:38.2866667,Educational Support Services (611710),,,,,,,,,,,,,,,,,,,
WINNERS VICTORY RACING LLC,LLC,Active,1376130,2022-03-31,,140 BLACHLEY ROAD A,STAMFORD,United States,06902-4301,CT,ROBROQUETA@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:32.0966667,Other Spectator Sports (711219),,,,,,,,,,,,,,,,,,,
LXB TRANSPORTATION LLC,LLC,Active,1376119,2022-03-31,,200 BEECHMONT AVENUE APT D,BRIDGEPORT,United States,06606,CT,LXBTRANSPORTATION@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:28.2366667,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,,,,
CARBON INTERIORS LLC,LLC,Active,1376007,2022-03-31,,486 PLYMOUTH RD,HARWINTON,United States,06791,CT,SHAE.CARBONINTERIORS@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,True,False,False,False,False,2021-11-10 00:05:46.3066667,Interior Design Services (541410),,,,,,,,,,,,,,,,,,,
GNAR TEES LLC,LLC,Active,1376122,2022-03-31,,228 WHITE BIRCH RD.,EAST HAMPTON,United States,06424,CT,GNARTEES@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:41.0533333,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,
CANUCK LLC,LLC,Active,1376120,2022-03-31,,244 SMITH STREET,MIDDLETOWN,United States,06457,CT,THECANUCKTRUCKCT@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,True,False,False,False,False,2021-11-10 00:05:44.2900000,Mobile Food Services (722330),,,,,,,,,,,,,,,,,,,
THE COLLECTOR CORNER LLC,LLC,Active,1376327,2022-03-31,,270 SALMON KILL RD,LAKEVILLE,United States,06039,CT,INFO@THECOLLECTORCORNER.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:05:44.9300000,Internet Publishing and Broadcasting and Web Search Portals (519130),,,,,,,,,,,,,,,,,,,
DUTCH TRUCKING LLC,LLC,Active,1376126,2022-03-31,,390 BEE STREET,MERIDEN,United States,06120,CT,SOPHIASANDS09@GMAIL.COM,,Domestic,,2021-02-01,CT,Connecticut,False,False,False,False,False,2021-11-10 00:03:24.5366667,"General Freight Trucking, Local (484110)",,,,,,,,,,,,,,,,,,,
