name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,citizenship,country_formation,date_registration,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,business_email_address,formation_place,sub_status,total_authorized_shares,billing_unit,began_transacting_in_ct,business_name_in_state_country,category_survey_email_address,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,mailing_jurisdiction_3,office_jurisdiction_3,date_of_organization_meeting,record_address,records_address_street,records_address_unit,records_address_city,records_address_state,records_address_zip_code,records_address_country,mailing_international_address
Fig Nutrition & Wellness LLC,LLC,Active,2374451,2022-03-31,52 Silver Spring Road,Ridgefield,United States,06877,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2021-12-13 00:06:31.7233333,fignutritionwellness@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AD'S Pizzeria LLC,LLC,Active,2374431,2022-03-31,377 S Center St,Windsor Locks,United States,06096-2824,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2021-12-13 00:06:31.7233333,alfiealiberti@yahoo.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J & R MANAGEMENT GROUP LIMITED LIABILITY COMPANY,LLC,Active,2374447,2022-03-31,3 COOPER RD,DANBURY,United States,06811,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2021-12-13 00:06:31.7233333,efile1234@incfile.com,Connecticut,,,,,,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,
"SUN LIFE GROUP, LLC",LLC,Active,2374446,2022-03-31,292 Gay St,Sharon,United States,06069,CT,Domestic,United States,2021-11-01,Connecticut,True,False,True,False,False,,2021-12-13 00:06:31.7233333,sunlifegroup01@gmail.com,Connecticut,,,,,,sunlifegroup01@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
armageddon auto custom llc,LLC,Active,2374455,2022-03-31,3054 main,HARTFORD,United States,06120,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,General Automotive Repair (811111),2021-12-13 00:06:31.7233333,team.armageddon8@hotmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIQUE FITS LLC,LLC,Active,2374461,2022-03-31,81 HEBRON ST,HARTFORD,United States,06112,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers (424330)",2021-12-13 00:06:31.7233333,efile1234@incfile.com,Connecticut,,,,,,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,
"Gigaroll, LLC",LLC,Active,2374463,2022-03-31,90 Oneida Dr,Greenwich,United States,06830-7131,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,,2021-12-13 00:06:31.7233333,aldo@pascarellalaw.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DREAM TRANSPORT Limited Liability Company,LLC,Active,2374464,2022-03-31,297 Branford St,Hartford,United States,06112-1307,CT,Domestic,United States,2021-11-01,Connecticut,True,False,True,False,False,,2021-12-13 00:06:31.7100000,info@dreaminvestmentsllc.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFR ACQUISITIONS 6 LLC,LLC,Active,2374476,2022-03-31,120 S RIVERSIDE PLAZA SUITE 2000,CHICAGO,USA,60606,IL,Foreign,USA,2021-11-01,DELAWARE,False,False,False,False,False,531110,2021-12-13 00:06:31.7233333,LEGAL@HOMEPARTNERS.COM,,,,,2021-11-09,SFR ACQUISITIONS 6 LLC,,,,,,,,,,,,,,,,,,,,,,,,,
LG Infinite Care LLC,LLC,Active,2374477,2022-03-31,80 Briarwood Drive,Windsor,United States,06095-3937,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,Home Health Care Services (621610),2021-12-13 00:06:31.7233333,cresha71@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Momentist LLC,LLC,Active,2374490,2022-03-31,424 W Morris Rd,Morris,United States,06763-1003,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,Graphic Design Services (541430),2021-12-13 00:06:31.7233333,garry@momentist.com,Connecticut,,,,,,sumeera@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
"The Sam and Elizabeth Colt Industrial & Frontier Heritage Center, Inc.",Non-Stock,Active,2374493,2022-01-30,,,,,,Domestic,United States,2021-11-01,Connecticut,False,True,False,False,False,,2021-12-13 00:06:31.7233333,jim@coltheritagecenter.org,Connecticut,First report due,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOU SNACKS L.L.C.,LLC,Active,2374504,2022-03-31,1 Gregory Road,Norwich,United States,06360,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,Vending Machine Operators (454210),2021-12-13 00:03:19.0200000,ljimenez95@icloud.com,Connecticut,,,1J,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben's Painting LLC,LLC,Active,2374500,2022-03-31,12 Hayes Rd,East Hampton,United States,06424,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,,2021-12-13 00:03:19.0200000,eastern@northwestregisteredagent.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
House of Good Karma Inc.,Stock,Active,2374503,2022-01-30,,,,,,Domestic,United States,2021-11-01,Connecticut,True,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),2021-12-13 00:03:19.0066667,evangela.brock@elliman.com,Connecticut,First report due,20000.0,,,,mlb@thebarocaslawfirm.com,,,,,,,,,,,,,,,,,,,,,,,,
"Meadow Springs, LLC",LLC,Active,2374521,2022-03-31,1111 Stratford Avenue,Stratford,United States,06115,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2021-12-13 00:03:19.0066667,efgalat@gmail.com,Connecticut,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Yard Art Supplies LLC,LLC,Active,2374556,2022-03-31,18 Lower Lake Rd,Danbury,United States,06811,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2021-12-13 00:03:19.0066667,johnpoem@icloud.com,Connecticut,,,,,,onlinefilings@legalzoom.com,,,,,,,,,,,,,,,,,,,,,,,,
Mortal Machine LLC,LLC,Active,2374566,2022-03-31,44 henry,New Haven,United States,06511,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,Other Clothing Stores (448190),2021-12-13 00:03:19.0066667,mmortalsports@yahoo.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lindley Enterprise LLC,LLC,Active,2374527,2022-03-31,3543 Main Street,Bridgeport,United States,06606,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-12-13 00:03:19.0200000,kensyjeanjules@gmail.com,Connecticut,,,Second Floor,,,contact@lawofficesjje.com,,,,,,,,,,,,,,,,,,,,,,,,
"JD Counseling & Psychotherapy, LLC",LLC,Active,2374533,2022-03-31,7 Warner Rd,Bridgewater,United States,06752-1420,CT,Domestic,United States,2021-11-01,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2021-12-13 00:03:19.0066667,jennifergreydaigle@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Daniels Fashion LLC,LLC,Active,2374534,2022-03-31,1000 Laffayette Blvd.,Bridgeport,United States,06604,CT,Domestic,United States,2021-11-01,Connecticut,False,True,True,True,False,Cut and Sew Apparel Contractors (315210),2021-12-13 00:03:19.0066667,andrewdanielsfashion@gmail.com,Connecticut,,,Suite 1100,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appalachian Druid LLC,LLC,Active,2374539,2022-03-31,70 Lake Rd,Bozrah,United States,06334-1418,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,True,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",2021-12-13 00:03:19.0066667,appalachiandruid@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plains Road LLC,LLC,Active,2374543,2022-03-31,565 Saybrook Rd,Haddam,United States,06438-1002,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-12-13 00:03:19.0066667,joeragozzino@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marquette Investments II, LLC",LLC,Active,2374547,2022-03-31,C/O Robinson Cole LLP 1055 Washington Blvd.,Stamford,United States,06901,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,,2021-12-13 00:03:19.0066667,compliance@advantagecap.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBM350 LLC,LLC,Active,2374559,2022-03-31,42 Windward Ln,Madison,United States,06443-3032,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,,2021-12-13 00:03:19.0200000,jbm350llc@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BME Solutions LLC,LLC,Active,2374560,2022-03-31,27 Knollwood Rd.,West Hartford,United States,06110-1733,CT,Domestic,United States,2021-11-01,Connecticut,True,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),2021-12-13 00:03:19.0200000,infobmesolutions@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ak express LLC,LLC,Active,2374654,2022-03-31,108 1st avenue,West haven,United States,06516,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2021-12-13 00:03:19.0200000,azizmk@outlook.com,Connecticut,,,2fl,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floating Yak Media LLC,LLC,Active,2374568,2022-03-31,19 Shelley Rd,Bethel,United States,06801-3215,CT,Domestic,United States,2021-11-01,Connecticut,False,False,True,False,False,Motion Picture and Video Production (512110),2021-12-13 00:03:19.0066667,info@tenzinnamgyel.com,Connecticut,,,,,,info@tenzinnamgyel.com,,,,,,,,,,,,,,,,,,,,,,,,
A Long Haul Trucking LLC,LLC,Rejected,2374571,,11 Warren Street,MERIDEN,United States,06450,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2021-12-13 00:03:19.0200000,truck-41@comcast.net,Connecticut,,,,,,truck-41@comcast.net,,,,,,,,,,,,,,,,,,,,,,,,
MTK HARBOURSIDE LLC,LLC,Active,2374573,2022-03-31,2 SCHOOL STREET,RYE,USA,10580,NY,Foreign,USA,2021-11-01,DELAWARE,False,False,False,False,False,,2021-12-13 00:03:19.0200000,ASTARK@TIMBERLINEREV.COM,,,,,2021-11-01,MTK HARBOURSIDE LLC,,,,,,,,,,,,,,,,,,,,,,,,,
The Real MLP LLC,LLC,Active,2374585,2022-03-31,144 main street,east hartford,United States,06118,CT,Domestic,United States,2021-11-01,Connecticut,True,False,False,False,False,Beauty Salons (812112),2021-12-13 00:03:19.0066667,michellepoulin12@gmail.com,Connecticut,,,b,,,michellepoulin12@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
WAFA TRADERS LLC,LLC,Active,2374583,2022-03-31,172 HAWTHORNE DR.,NEW LONDON,United States,06320,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2021-12-13 00:03:19.0200000,shahid1902@gmail.com,Connecticut,,,21E,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruff to Radiant LLC,LLC,Active,2374587,2022-03-31,69 Harvester Rd,Trumbull,United States,06611-2119,CT,Domestic,United States,2021-11-01,Connecticut,True,False,False,False,False,Pet Care (except Veterinary) Services (812910),2021-12-13 00:03:19.0200000,katesanaxx@hotmail.com,Connecticut,,,,,,anne@ct-cpa.us,,,,,,,,,,,,,,,,,,,,,,,,
Gilberto Perez P LLC,LLC,Active,2374606,2022-03-31,66 Stephen St,Stamford,United States,06902-9507,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,Janitorial Services (561720),2021-12-13 00:03:19.0200000,lissette_trrs@yahoo.com,Connecticut,,,,,,lissette_trrs@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,
JADE Psychotherapy LLC,LLC,Active,2374584,2022-03-31,59 Burning Tree Rd,Greenwich,United States,06830-3505,CT,Domestic,United States,2021-11-01,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2021-12-13 00:03:19.0066667,jadepsychotherapy@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giovanny & Martha Construction LLC,LLC,Active,2374605,2022-03-31,159 Rosette St,New Haven,United States,06519-2423,CT,Domestic,United States,2021-11-01,Connecticut,True,False,False,False,False,,2021-12-13 00:03:19.0066667,marthasanti72@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hair Happens LLC,LLC,Active,2374610,2022-03-31,144 main street,east hartford,United States,06118,CT,Domestic,United States,2021-11-01,Connecticut,True,False,False,False,False,Beauty Salons (812112),2021-12-13 00:03:19.0066667,hairhappens144@gmail.com,Connecticut,,,b,,,hairhappens144@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
502Sanchez Multiservice LLC,LLC,Active,2374650,2022-03-31,39 Atwater St,New Haven,United States,06513-3105,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,Servicios de dise�o gr�fico (541430),2021-12-13 00:03:19.0066667,rogeliojhon69521@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG CONCRETE LLC,LLC,Active,2374611,2022-03-31,79 COURTLAND HILL ST,STAMFORD,USA,06906,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,,2021-12-13 00:03:19.0200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FD CAR REPAIR AND DETAILING LLC,LLC,Active,2374614,2022-03-31,154 Reed Ave,West Hartford,United States,06110-1510,CT,Domestic,United States,2021-11-01,Connecticut,True,False,False,False,False,,2021-12-13 00:03:19.0200000,zinna.cv@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zinc, LLC",LLC,Active,2374625,2022-03-31,45 Indian Hill Avenue,Portland,United States,06480,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,Commercial and Institutional Building Construction (236220),2021-12-13 00:03:19.0066667,zadrozny.inc@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155 Congress Ave LLC,LLC,Active,2374624,2022-03-31,54 Skyview Rd,Orange,United States,06477,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,,2021-12-13 00:03:19.0066667,donwb1979@gmail.com,Connecticut,,,,,,onlinefilings@nolo.com,,,,,,,,,,,,,,,,,,,,,,,,
"ENT Solutions, LLC",LLC,Active,2374637,2022-03-31,40 Price St,Bridgeport,United States,06610-2524,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2021-12-13 00:03:19.0200000,baileyb818@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Speak Up Against Racism, LLC",LLC,Active,2374642,2022-03-31,8 Basket Shop Road,Columbia,United States,06237,CT,Domestic,United States,2021-11-01,Connecticut,True,False,False,False,False,Educational Support Services (611710),2021-12-13 00:03:19.0200000,ruthandrhonda@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPEEDY FUNDING LLC,LLC,Active,2374647,2022-03-31,185 CARRIER ST.,LIBERTY,USA,12754,NY,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,523999,2021-12-13 00:03:19.0066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halcyon Liquors Limited Liability Company,LLC,Active,2374649,2022-03-31,34 Lumber Rd,Roslyn,United States,11576-2106,NY,Foreign,,2021-11-01,NEW YORK,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2021-12-13 00:03:19.0200000,canscher@yahoo.com,NEW YORK,,,,2018-11-06,Halcyon Liquors,,"34 Lumber Rd, Roslyn, NY, 11576-2106, United States",34 Lumber Rd,Roslyn,NY,11576-2106,United States,"34 Lumber Rd, Roslyn, NY, 11576-2106, United States",34 Lumber Rd,Roslyn,NY,11576-2106,United States,,,,,,,,,,,,
"Dina Maria Yoga & Wellness, LLC",LLC,Active,2374663,2022-03-31,365 Mather St,Hamden,United States,06514-3121,CT,Domestic,United States,2021-11-01,Connecticut,True,False,False,False,False,,2021-12-13 00:03:19.0200000,dinadicrosta@gmail.com,Connecticut,,,Unit 34,,,dinadicrosta@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
"polar group, llc",LLC,Active,2374669,2022-03-31,1037 main street,watertown,United States,06795,CT,Domestic,United States,2021-11-01,Connecticut,True,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-12-13 00:03:19.0200000,woermerlaw@aol.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kelson Home Inspections, LLC",LLC,Active,2374676,2022-03-31,546 Washington Avenue,West Haven,United States,06516,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,Building Inspection Services (541350),2021-12-13 00:03:19.0066667,kelsonhomeinspections@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.S. HOME IMPROVEMENT LLC,LLC,Active,2374710,2022-03-31,19 LAKE RD,PORTLAND,United States,06480,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-12-13 00:03:19.0066667,willy442@att.net,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Wolf Transport LLC,LLC,Active,2374695,2022-03-31,68 Marlson Rd,Meriden,United States,06450-4745,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2021-12-13 00:03:19.0200000,jmortiz34@gmail.com,Connecticut,,,,,,filings@legalinc.com,,,,,,,,,,,,,,,,,,,,,,,,
"Art Mechanical Heating & Air Conditioning, LLC",LLC,Active,2374688,2022-03-31,225 Middletown Ave,Wethersfield,United States,06109-3824,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2021-12-13 00:03:19.0200000,ardian1976@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JERRY INSURANCE AGENCY, LLC",LLC,Active,2374694,2022-03-31,430 Sherman Ave,Palo Alto,United States,94306,CA,Foreign,,2021-11-01,DELAWARE,False,False,False,False,False,Insurance Agencies and Brokerages (524210),2021-12-13 00:03:19.0066667,lina@getjerry.com,DELAWARE,,,305,2021-11-30,"JERRY INSURANCE AGENCY, LLC",,,,,,,,,,,,,,,,,,,,,,,,,
S. Geis Photography LLC,LLC,Active,2374701,2022-03-31,385 Camp St,Bristol,United States,06010-5503,CT,Domestic,United States,2021-11-01,Connecticut,True,False,False,False,False,"Photography Studios, Portrait (541921)",2021-12-13 00:03:19.0066667,samantha@sgeisphotography.com,Connecticut,,,,,,sgeisphoto@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
"RJ Enterprises, LLC",LLC,Active,2374702,2022-03-31,54 Bagley Ave,Hamden,United States,06514-4102,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,Nonresidential Property Managers (531312),2021-12-13 00:03:19.0200000,rjventuresoffice@gmail.com,Connecticut,,,,,,rjventuresoffice@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
CF Lessee F8 LLC,LLC,Active,2374703,2022-03-31,127 Washington Ave,North Haven,United States,06473,CT,Foreign,,2021-11-01,DELAWARE,False,False,False,False,False,Solar Electric Power Generation (221114),2021-12-13 00:03:19.0200000,legal@greenskies.com,DELAWARE,,,West Building Lower Level,2021-11-01,CF Lessee F8 LLC,,"919 N Market St, Suite 950, Wilmington, DE, 19801-3023, United States",919 N Market St,Wilmington,DE,19801-3023,United States,"919 N Market St, Suite 950, Wilmington, DE, 19801-3023, United States",919 N Market St,Wilmington,DE,19801-3023,United States,,Suite 950,Suite 950,,,,,,,,,
"Kathryn Hunt Textiles, LLC",LLC,Active,2374707,2022-03-31,970 Farmington Avenue,West Hartford,United States,06107,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers (424310)",2021-12-13 00:03:19.0200000,kh@kathrynhuntstudio.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167 East Avenue LLC,LLC,Active,2374708,2022-03-31,167 East Avenue,Norwalk,United States,06851,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,Nonresidential Property Managers (531312),2021-12-13 00:03:19.0200000,ninih423@aol.com,Connecticut,,,,,,alptrebing@trebingassociates.com,,,,,,,,,,,,,,,,,,,,,,,,
MMP Milford RSK LLC,LLC,Active,2374713,2022-03-31,"470 West Avenue, Suite 2007",Stamford,United States,06902,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,All Other Information Services (519190),2021-12-13 00:03:19.0066667,jmarcus@neiprealestate.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rising Action LLC,LLC,Active,2374739,2022-03-31,9 Farm Ln,Essex,United States,06426-1529,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,,2021-12-13 00:03:19.0066667,bartolomeijc@gmail.com,Connecticut,,,,,,bartolomeijc@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
BPR Milford RSK LLC,LLC,Active,2374725,2022-03-31,"470 West Avenue, Suite 2007",Stamford,United States,06902,CT,Domestic,United States,2021-11-01,Connecticut,False,False,False,False,False,All Other Information Services (519190),2021-12-13 00:03:19.0200000,jmarcus@neiprealestate.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence Berger LLC,LLC,Active,2374769,2022-03-31,85 Shelbourne Dr,Goshen,United States,06756-1810,CT,Foreign,,2021-11-01,MASSACHUSETTS,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2021-12-13 00:03:19.0200000,lberger1007@gmail.com,MASSACHUSETTS,,,,2021-11-01,Lawrence Berger LLC,,,,,,,,,,,,,,,,,,,,,,,,,
"Simplify Life Services, LLC",LLC,Active,2374744,2022-03-31,640 FABYAN ROAD,North Grosvenordale,United States,06255,CT,Domestic,United States,2021-11-01,Connecticut,True,False,False,False,False,All Other Support Services (561990),2021-12-13 00:03:19.0066667,simplifylifeservicesllc@gmail.com,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
