name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,date_of_organization_meeting,sub_status,dissolution_date,total_authorized_shares,billing_unit,reason_for_administrative,mailing_address,category_survey_email_address,office_jurisdiction_3
ANNE GREENOUGH LLC,LLC,Active,1390224,2022-03-31,777 MAIN ST UNIT 2002,HARTFORD,United States,06103,CT,EFILE1234@INCFILE.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),2021-11-10 00:04:15.3700000,,,,,,,,,,,,,,,,,,,,,,,,
MARY SHEPARD PLACE LLP,LLP,Active,1390376,2022-05-03,180 JOHN D WARDLAW WAY,HARTFORD,United States,06106,CT,BBARE@HARTFORDHOUSING.ORG,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:04:15.4666667,,,,,,,,,,,,,,,,,,,,,,,,
CHICHAKLY LLC,LLC,Active,1390375,2022-03-31,390 CAPITOL AVE,HARTFORDN,United States,06106,CT,GREENCOLIN6@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2021-11-10 00:04:04.7766667,,,,,,,,,,,,,,,,,,,,,,,,
MINISTERIO VOZ DE DIOS RADIO EVANGELISMO MISIONES,Religious,Active,1391838,2022-05-03,No information provided,,,,,,Domestic,2021-05-03,,Connecticut,False,False,False,False,False,,2021-11-10 00:04:16.2300000,,,,,,,,,,,,,,,,,,,,,,,,
"DENTAL FLOSSOPHY, LLC",LLC,Active,1390247,2022-03-31,291 ELLSWORTH ST APT 1D,BRIDGEPORT,United States,06605,CT,HARKIRAT.SRAN@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,Offices of Dentists (621210),2021-11-10 00:04:27.6400000,,,,,,,,,,,,,,,,,,,,,,,,
16 & 20 IRION STREET LLC,LLC,Active,1390177,2022-03-31,245 SPOOK ROCK ROAD,SUFFERN,United States,10901,NY,OPTIONSFORALL2000@GMAIL.COM,Domestic,2021-05-03,NY,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:04:20.3100000,,,,,,,,,,,,,,,,,,,,,,,,
A.E.SCAPES LLC,LLC,Active,1390354,2022-03-31,81 BOSTON POST RD,OLD LYME,United States,06371-1303,CT,AESCAPESLLC@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,Masonry Contractors (238140),2021-11-10 00:04:27.0000000,,,,,,,,,,,,,,,,,,,,,,,,
IRON HORSE TREE & LAND CLEARING INC,Stock,Active,1390203,2021-08-01,No information provided,,,,,IRONHORSETREE@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:21.0133333,,,,,,,,,,,,,,,,,First report past due,,5000.0,,,,,
CRITTER SITTER LLC,LLC,Active,1391639,2022-03-31,1 HEPBURN RD,HAMDEN,,06517,CT,CRITTER.SITTER203@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:20.3266667,,,,,,,,,,,,,,,,,,,,,,,,
"16 LEWIS, BY OLDSNATION&CO., LLC",LLC,Active,1391642,2022-03-31,157 CLARK HILL ROAD,MILFORD,,06460,CT,16LEWISOLDSNATION@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:04:24.3433333,,,,,,,,,,,,,,,,,,,,,,,,
INTEGRAL MIND NEUROPSYCHIATRY PLLC,LLC,Active,1390290,2022-03-31,61 NATHAN HALE DR 61 NATHAN HALE DR,STAMFORD,United States,06902,CT,INTGRALMIND@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:29.1100000,,,,,,,,,,,,,,,,,,,,,,,,
ATLANTIC CONSTRUCTION INDUSTRIES LLC,LLC,Active,1390246,2022-03-31,22 STERLING DRIVE,CANTON,United States,06019,CT,ATLANTICCONSTRUCTION22@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,Site Preparation Contractors (238910),2021-11-10 00:04:24.3566667,,,,,,,,,,,,,,,,,,,,,,,,
"TETLOW DEVELOPMENT, LLC",LLC,Active,1390178,2022-03-31,19 SUMMIT LANE,MADISON,United States,06443,CT,ACEDEVLLC@SBCGLOBAL.NET,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,New Housing For-Sale Builders (236117),2021-11-10 00:04:17.0600000,,,,,,,,,,,,,,,,,,,,,,,,
NARCO AUTO PERFORMANCE LLC,LLC,Active,1390293,2022-03-31,127 ZION ST,HARTFORD,United States,06106,CT,DAVIDROMEOOLMEDA@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,All Other Automotive Repair and Maintenance (811198),2021-11-10 00:04:29.0600000,,,,,,,,,,,,,,,,,,,,,,,,
"SHIRLEY PARSONS, INC.",Stock,Active,1390176,2022-08-31,77 Sleeper St,Boston,United States,02210-1359,MA,SALLY.BARKER@SHIRLEYPARSONS.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2021-11-10 00:04:27.6066667,,,,,,,,,,,,,,,,2021-04-05,,,1000.0,,,,,
MILA TRUCKING LLC,LLC,Active,1390356,2022-03-31,45 JEFFERSON RD,BRANFORD,United States,06405,CT,RENATOSEKEROVIC@YAHOO.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2021-11-10 00:04:25.0000000,,,,,,,,,,,,,,,,,,,,,,,,
AVW ART AND DESIGN LLC,LLC,Active,1390156,2022-03-31,8 COPPER BEECH RD.,GREENWICH,United States,06830,CT,ANNAWATERS96@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:18.9366667,,,,,,,,,,,,,,,,,,,,,,,,
BY ALL MEANS MEDIA LLC,LLC,Active,1390225,2022-03-31,425 MUSIC MOUNTAIN RD,FALLS VILLAGE,United States,06031,CT,EFILE1234@INCFILE.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),2021-11-10 00:04:19.5900000,,,,,,,,,,,,,,,,,,,,,,,,
ALEAH ELIAS LLC,LLC,Active,1390291,2022-03-31,40 WINCHESTER AVE,NEW HAVEN,United States,06511,CT,ALEAHELIASLLC@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,True,False,True,False,False,All Other General Merchandise Stores (452319),2021-11-10 00:04:25.5600000,,,,,,,,,,,,,,,,,,,,,,,,
CROCHET FOR BEGINNERS LLC,LLC,Active,1390223,2022-03-31,MISTYVALE LANE,DERBY,United States,06418,CT,EFILE1234@INCFILE.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2021-11-10 00:04:25.5600000,,,,,,,,,,,,,,,,,,,,,,,,
SATYA & CO. INC,Stock,Active,1390292,2022-07-13,100 PROSPECT ST,STAMFORD,United States,06901,CT,ALICE.CHEN27@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2021-11-10 00:04:26.2800000,,,,,,,,,,,,,,,,2021-06-03,Annual report due,,200.0,S210,,,,
"BUY CT REAL ESTATE, LLC",LLC,Active,1390541,2022-03-31,18 HIGH RIDGE RD,CROMWELL,United States,06416,CT,JO11192@AOL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:04:25.6400000,,,,,,,,,,,,,,,,,,,,,,,,
"SOLD IT MYSELF, LLC",LLC,Active,1390542,2022-03-31,18 HIGH RIDGE RD,CROMWELL,United States,06416,CT,JO11192@AOL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),2021-11-10 00:04:33.3100000,,,,,,,,,,,,,,,,,,,,,,,,
PPG TRANSPORT LLC,LLC,Active,1390330,2022-03-31,21 JENCKS STREET,EAST HARTFORD,United States,06108,CT,PETERRILLGUTHRIE@YAHOO.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:33.8600000,,,,,,,,,,,,,,,,,,,,,,,,
CORDON EXPRESS LLC,LLC,Active,1390326,2022-03-31,501 WEST MAIN STREET APT 3A,STAMFORD,United States,06902,CT,TRUCK-41@COMCAST.NET,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2021-11-10 00:04:34.4366667,,,,,,,,,,,,,,,,,,,,,,,,
HELBIG LOGISTICS LLC,LLC,Active,1390328,2022-03-31,12 JUDSON AVE.,MYSTIC,,06355,CT,GILLDANNY003@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2021-11-10 00:04:34.4366667,,,,,,,,,,,,,,,,,,,,,,,,
"FEDLEY MEDLEY, LLC",LLC,Active,1391661,2022-03-31,2675 PARK AVENUE UNIT #27,BRIDGEPORT,,06606-1356,CT,EVAMCLEOD1956@ICLOUD.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,Caterers (722320),2021-11-10 00:04:33.1866667,,,,,,,,,,,,,,,,,,,,,,,,
"THE BOATWASH, LLC",LLC,Active,1391843,2022-03-31,104 DELANCEY ROAD,NORTH SALEM,,10560,NY,PETER.GUNTHEL@GMAIL.COM,Foreign,2021-05-03,NY,NY,False,False,False,False,False,Other Personal and Household Goods Repair and Maintenance (811490),2021-11-10 00:04:35.7033333,2021-05-01,"THE BOATWASH, LLC",,"104 DELANCEY ROAD, NORTH SALEM, NY, 10560,",104 DELANCEY ROAD,NORTH SALEM,NY,10560,,"104 DELANCEY ROAD, NORTH SALEM, NY, 10560,",104 DELANCEY ROAD,NORTH SALEM,NY,10560,,,,,,,,,,
"CITY POINT LANDING UNIT OWNERS ASSOCIATION, INC.",Non-Stock,Active,1390184,2022-05-04,120 ALLEN STREET,STRATFORD,United States,06615,CT,TONY.NIZZARDO@NANDSELECTRIC.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",2021-11-10 00:04:40.9066667,,,,,,,,,,,,,,,,,,,,,,,,
A&J CONSTRUCTIONS LLC,LLC,Active,1390272,2022-03-31,100 CLARK ST,NEW BRITAIN,United States,06051,CT,AANDJCONSTRUCTIONS7@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2021-11-10 00:04:38.3133333,,,,,,,,,,,,,,,,,,,,,,,,
VIRTUS ROAD MANAGEMENT LLC,LLC,Active,1390273,2022-03-31,3146 LISBON LANE,OXNARD,United States,93036,CA,VIRTUSRHODEMANAGEMENT@GMAIL.COM,Domestic,2021-05-03,CA,Connecticut,False,False,False,False,False,Nonresidential Property Managers (531312),2021-11-10 00:04:35.1866667,,,,,,,,,,,,,,,,,,,,,,,,
"SEABANTICS, LLC",LLC,Active,1390329,2022-03-31,28 LYMAN RD,WATERBURY,United States,06704,CT,KSEFREDERICK@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,True,False,False,Electronic Shopping and Mail-Order Houses (454110),2021-11-10 00:04:41.5300000,,,,,,,,,,,,,,,,,,,,,,,,
252 TRUCKING LLC,LLC,Active,1390236,2022-03-31,851 DUCK FARM RD,FAIRFIELD,United States,06824,CT,EFILE1234@INCFILE.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",2021-11-10 00:04:35.1866667,,,,,,,,,,,,,,,,,,,,,,,,
PERFECT PAIR PARLOR LLC,LLC,Active,1390274,2022-03-31,13 TROMLEY RD,EAST WINDSOR,United States,06088,CT,PERFECTPAIRPARLOR@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,True,False,True,False,False,Women's Clothing Stores (448120),2021-11-10 00:04:46.3300000,,,,,,,,,,,,,,,,,,,,,,,,
MURRAY WEB DEVELOPMENT LLC,LLC,Active,1390235,2022-03-31,166 STEVENS LANE,GLASTONBUTY,United States,06033,CT,MURRAYCODING@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,Custom Computer Programming Services (541511),2021-11-10 00:04:51.4900000,,,,,,,,,,,,,,,,,,,,,,,,
"KIN INSURANCE NETWORK DISTRIBUTOR, LLC",LLC,Active,1390276,2022-03-31,55 W MONROE ST STE 2200,CHICAGO,United States,60603-5120,IL,COMPLIANCE@KIN.COM,Foreign,2021-05-03,DE,DE,False,False,False,False,False,Insurance Agencies and Brokerages (524210),2021-11-10 00:04:47.0000000,2021-01-01,"KIN INSURANCE NETWORK DISTRIBUTOR, LLC",United States,,,,,,,,,,,,,,,,,,,,,
"HI LILY, LLC",LLC,Active,1390970,2022-03-31,20413 GRAZIE PLACE,VENICE,,34293,FL,DIANE.IMPROTA@GMAIL.COM,Domestic,2021-05-03,FL,Connecticut,False,False,False,False,False,,2021-11-10 00:04:43.6100000,,,,,,,,,,,,,,,,,,,,,,,,
"BACK COUNTRY SIX, LLC",LLC,Active,1390185,2022-03-31,49 DEPAOLO DRIVE,SOUTHINGTON,,06489,CT,KBOUCHER@SUPREMEINDUSTRIES.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:53.3666667,,,,,,,,,,,,,,,,,,,,,,,,
ELEPHANT BAKERY & RESTAURANT LLC,LLC,Active,1390234,2022-03-31,36 LIBERTY STREET,DANBURY,United States,06810,CT,KATIAPAVIOTE@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2021-11-10 00:04:54.6633333,,,,,,,,,,,,,,,,,,,,,,,,
INSIDE THE COSMOS LLC,LLC,Active,1390298,2022-03-31,829 FOLLY BROOK BLVD,WETHERSFIELD,United States,06109,CT,LAURA.STILL@INSIDETHECOSMOS.COM,Domestic,2021-05-03,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:05:05.8600000,,,,,,,,,,,,,,,,,,,,,,,,
JONES HARDWARE AND SERVICES LLC,LLC,Active,1390170,2022-03-31,60 PLINY ST,HARTFORD,United States,06120,CT,MARKKEN890006@MAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",2021-11-10 00:04:50.8766667,,,,,,,,,,,,,,,,,,,,,,,,
JUPI MEDICAL STAFFING LLC,LLC,Active,1390299,2022-03-31,175 Capital Blvd Suite 402,Rocky Hill,United States,06067,CT,PROCESSING@MYCORPORATION.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:05.8733333,,,,,,,,,,,,,,,,,,,,,,,,
"PROTENUS, INC.",Stock,Active,1390173,2022-05-03,"1629 THAMES STREET, SUITE 200",BALTIMORE,,21231,MD,TAX@PROTENUS.COM,Foreign,2021-05-03,DE,DE,False,False,False,False,False,Custom Computer Programming Services (541511),2021-11-10 00:04:52.8666667,2016-11-15,"PROTENUS, INC.",,,,,,,,,,,,,,,,,,,,,,
LIGHT LANDSCAPING CO LLC,LLC,Active,1390457,2022-03-31,116 YACHT ST,BRIDGEPORT,United States,06605,CT,GEORGE.MCALLISTER0826@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:04:49.0500000,,,,,,,,,,,,,,,,,,,,,,,,
THE REFINERY LLC,LLC,Active,1390256,2022-03-31,223 WEST MOUNTAIN ROAD,RIDGEFIELD,United States,06877-3627,CT,NICC112@YAHOO.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:04:45.6900000,,,,,,,,,,,,,,,,,,,,,,,,
NORMY'S ROOM LLC,LLC,Active,1390255,2022-03-31,26 INGALLS AVE,NORWALK,United States,06854,CT,NORMYUNIQUE@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,True,False,True,False,False,All Other General Merchandise Stores (452319),2021-11-10 00:05:04.5766667,,,,,,,,,,,,,,,,,,,,,,,,
P & L LANDSCAPE LLC,LLC,Active,1390327,2022-03-31,41 BUTLER ST,MERIDEN,United States,06451,CT,LOYDAHERNANDEZCT@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,True,False,True,False,False,All Other Specialty Trade Contractors (238990),2021-11-10 00:04:54.1000000,,,,,,,,,,,,,,,,,,,,,,,,
NEW BEGINNINGS COUNSELING SERVICES LLC,LLC,Active,1390244,2022-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:50.8900000,,,,,,,,,,,,,,,,,,,,,,,,
NAIL ESTEEM LLC,LLC,Active,1390275,2022-03-31,16 RED BUSH LN,MILFORD,United States,06461,CT,NAILESTEEM21@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,Nail Salons (812113),2021-11-10 00:04:43.5166667,,,,,,,,,,,,,,,,,,,,,,,,
TRIMLIGHT OF LONG ISLAND LLC,LLC,Active,1390242,2022-03-31,405 N BROADWAY,LINDENHURST,United States,11757,NY,EASTERN@REGISTEREDAGENTSINC.COM,Foreign,2021-05-03,NY,NY,False,False,False,False,False,,2021-11-10 00:04:45.0166667,2021-05-03,TRIMLIGHT OF LONG ISLAND LLC,United States,"405 N BROADWAY, LINDENHURST, NY, 11757, United States",405 N BROADWAY,LINDENHURST,NY,11757,United States,"405 N BROADWAY, LINDENHURST, NY, 11757, United States",405 N BROADWAY,LINDENHURST,NY,11757,United States,,,,,,,,,
"BRICK OVEN PIZZA & RESTAURANT, LLC",LLC,Active,1390254,2022-03-31,427 OSGOOD AVENUE,NEW BRITAIN,United States,06053,CT,RTONY66@ICLOUD.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),2021-11-10 00:04:43.5300000,,,,,,,,,,,,,,,,,,,,,,,,
INSTITUTE FOR PRIVATE PHILANTHROPY LLC,LLC,Active,1390169,2022-03-31,91 EUCLID AVENUE,FAIRFIELD,United States,06825,CT,SHARON@INCAPSTRATEGIES.COM,Domestic,2021-05-03,CT,Connecticut,True,False,False,False,False,Professional and Management Development Training (611430),2021-11-10 00:04:45.0166667,,,,,,,,,,,,,,,,,,,,,,,,
"DEPOT DOG, LLC",LLC,Active,1390245,2022-03-31,11 TITUS ROAD,WASHINGTON DEPOT,United States,06794,CT,EVARNISH@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,Pet and Pet Supplies Stores (453910),2021-11-10 00:04:54.5833333,,,,,,,,,,,,,,,,,,,,,,,,
GIII MULTI-SERVICES LLC,LLC,Active,1390243,2022-03-31,727 BEECHWOOD AVENUE,BRIDGEPORT,United States,06605,CT,FSURIN70@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,True,False,False,All Other General Merchandise Stores (452319),2021-11-10 00:05:05.8100000,,,,,,,,,,,,,,,,,,,,,,,,
Y & R LANDSCAPE & MASONRY LLC,LLC,Active,1390258,2022-03-31,46 WEST ST,NEW MILFORD,United States,06776,CT,YONYDUQUE1@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,Landscaping Services (561730),2021-11-10 00:05:07.2166667,,,,,,,,,,,,,,,,,,,,,,,,
"NEW HOPE FAITH REVIVAL CENTER, INC",Non-Stock,Active,1390339,2022-08-04,222 Kensington Ave,New Britain,United States,06051-3925,CT,RASHEEMDINGLE@YAHOO.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,Religious Organizations (813110),2021-11-10 00:05:00.7466667,,,,,,,,,,,,,,,,2021-05-03,Annual report due,,,3rd floor,,,,
"DDI SYSTEM, LLC",LLC,Active,1390171,2022-03-31,3302 SABAL COVE LANE,LONGBOAT KEY,United States,34228,FL,ADAM@DDISYS.COM,Foreign,2021-05-03,FL,FL,False,False,False,False,False,Computer Systems Design Services (541512),2021-11-10 00:05:00.8266667,2021-04-26,"DDI SYSTEM, LLC",United States,"3302 SANBAL COVE LANE, LONGBOAT KEY, FL, 34228, United States",3302 SANBAL COVE LANE,LONGBOAT KEY,FL,34228,United States,"3302 SANBAL COVE LANE, LONGBOAT KEY, FL, 34228, United States",3302 SANBAL COVE LANE,LONGBOAT KEY,FL,34228,United States,,,,,,,,,
CT SNEAKER FACTORY LLC,LLC,Active,1390343,2022-03-31,399 LEDYARD ST UNIT 5 N,HARTFORD,United States,06114,CT,SOLO_HILL45@YAHOO.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,Shoe Stores (448210),2021-11-10 00:05:03.2000000,,,,,,,,,,,,,,,,,,,,,,,,
J SEO INFO TECH INC.,Stock,Active,1390358,2022-05-10,680 MIX AVE #5M,HAMDEN,United States,06514,CT,LOYALCPA@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,True,False,False,False,False,All Other Information Services (519190),2021-11-10 00:05:08.7800000,,,,,,,,,,,,,,,,,,,200.0,,,,,
THE LEANER WIENER LLC,LLC,Active,1390212,2022-03-31,3 GARDEN HILL ROAD,MIDDLEFIELD,United States,06455,CT,JOEL@THELEANERWIENER.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:07.2033333,,,,,,,,,,,,,,,,,No Agent,2021-05-24T00:00:00.000,,,Failure to appoint or maintain an agent for service,,,
PRESTIGE SPORT BAR LLC,LLC,Active,1390257,2022-03-31,379 EAST MAIN STREET,WATERBURY,United States,06702,CT,PRESTIGESPORTBARLLC@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,Drinking Places (Alcoholic Beverages) (722410),2021-11-10 00:05:00.1700000,,,,,,,,,,,,,,,,,,,,,,,,
CHURCH OF GLOBAL OUTREACH AND DELIVERANCE,Religious,Active,1391839,2022-05-03,No information provided,,,,,,Domestic,2021-05-03,,Connecticut,False,False,False,False,False,,2021-11-10 00:05:07.2033333,,,,,,,,,,,,,,,,,,,,,,,,
THE FATED KING LLC,LLC,Active,1390458,2022-03-31,748 STRATFORD AVE,STRATFORD,United States,06615,CT,THEFATEDKINGLLC@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:58.8400000,,,,,,,,,,,,,,,,,,,,,,,,
HELL HOUNDS DEN LLC,LLC,Active,1390152,2022-03-31,41 PARDEE PL,EAST HAVEN,United States,06512,CT,MASETABITHA@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,True,False,False,False,False,Pet and Pet Supplies Stores (453910),2021-11-10 00:04:58.1833333,,,,,,,,,,,,,,,,,,,,,,,,
L&G MOVEMENT LLC,LLC,Active,1390357,2022-03-31,37 DOROTHY,HARTFORD,United States,06106,CT,LANDGTRANSPORTATION2021@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:58.1366667,,,,,,,,,,,,,,,,,,,,,,,,
NERD INVESTMENTS LLC,LLC,Active,1390241,2022-03-31,245 PECK AVE,WEST HAVEN,United States,06516,CT,EASTERN@NORTHWESTREGISTEREDAGENT.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:57.5233333,,,,,,,,,,,,,,,,,,,,,,,,
ENDLESS ENTERTAINMENT LLC,LLC,Active,1390289,2022-03-31,113 ELIZABETH RD,NEW HARTFORD,United States,06057,CT,EFILE1234@INCFILE.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,All Other Amusement and Recreation Industries (713990),2021-11-10 00:05:05.7966667,,,,,,,,,,,,,,,,,,,,,,,,
NWC & SONS CONSULTING LLC,LLC,Active,1390341,2022-03-31,48 BRINDLEWOOD PATH,COLCHESTER,United States,06415,CT,NWCSONSCONSULTING@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,"Process, Physical Distribution, and Logistics Consulting Services (541614)",2021-11-10 00:05:06.5466667,,,,,,,,,,,,,,,,,,,,,,,,
NEWELL BRANDS DISTRIBUTION LLC,LLC,Active,1390285,2022-03-31,6655 PEACHTEE DUNWOODY ROAD,ATLANTA,,30328,GA,MIRIAM.STEINBERG@NEWELLCO.COM,Foreign,2021-05-03,DE,DE,False,False,False,False,False,"Process, Physical Distribution, and Logistics Consulting Services (541614)",2021-11-10 00:05:06.5466667,2021-05-03,NEWELL BRANDS DISTRIBUTION LLC,,,,,,,,,,,,,,,,,,,,,,
L & S HOME IMPROVEMENTS LLP,LLP,Active,1390287,2022-05-03,233 LAKE ST,MOOSUP,United States,06354,CT,CARVAJALLUIS883@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,Siding Contractors (238170),2021-11-10 00:05:04.0133333,,,,,,,,,,,,,,,,,,,,,,,,
NORTHROP ROAD DEVELOPMENTS LLC,LLC,Active,1390288,2022-03-31,216 CROWN STREET SUITE 502,NEW HAVEN,United States,06510,CT,RICH@LORICCOLAW.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,New Single-Family Housing Construction (except For-Sale Builders) (236115),2021-11-10 00:04:56.7566667,,,,,,,,,,,,,,,,,,,,,,,,
"TRINITY EQUITY GROUP, LLC",LLC,Active,1390342,2022-03-31,49 STONEWALL DR.,STAMFORD,United States,06905,CT,JPCASTELINO85@GMAIL.COM,Foreign,2021-05-03,NV,NV,False,False,False,False,False,,2021-11-10 00:05:04.5600000,2021-05-03,"TRINITY EQUITY GROUP, LLC",United States,,,,,,,,,,,,,,,,,,,,,
MONDAY NIGHT LIGHTS LLC,LLC,Active,1390153,2022-03-31,30 OAK LANE,WESTON,United States,06883,CT,VINCENTWPERNA@HOTMAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,Portfolio Management (523920),2021-11-10 00:05:04.6700000,,,,,,,,,,,,,,,,,,,,,,,,
FENWAY LAND LLC,LLC,Active,1390149,2022-03-31,77 MIDLAND AVENUE,STAMFORD,,06906,CT,BRENDAN_BRADY1@YAHOO.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:13.3133333,,,,,,,,,,,,,,,,,,,,,,,,
COLUMBUS PLACE LLC,LLC,Active,1390150,2022-03-31,77 MIDLAND AVENUE,STAMFORD,,06906,CT,BRENDAN_BRADY1@YAHOO.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:05:14.0300000,,,,,,,,,,,,,,,,,,,,,,,,
NIGEL'S APPAREL LLC,LLC,Active,1390340,2022-03-31,3 PRATT STREET,EAST HARTFORD,United States,06118,CT,PATRICIANLONDON@GMAIL.COM,Domestic,2021-05-03,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),2021-11-10 00:05:36.9733333,,,,,,,,,,,,,,,,,,,,,,,,
