name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,billingcountry,reason_for_administrative,total_authorized_shares,sub_status,category_survey_email_address,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,naics_sub_code,dissolution_date,billing_unit,date_of_organization_meeting
SANTINI'S DELI & GRILL LLC,LLC,Active,1317134,2020-03-31,2004 MAIN ST,BRIDGEPORT,06604,CT,RUTE@ATLANTISTAXLLC.COM,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:33.7100000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
HARRY WILSON & SONS LLC,LLC,Active,1317135,2022-03-31,33 DIXWELL AVENUE SUITE 329,NEW HAVEN,06511,CT,mendel92@gmail.com,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:12:33.7100000,United States,,,,,,,,,,,,,,,,,,,,,,,
"HR BUDS, LLC",LLC,Active,1317137,2022-03-31,"2600 W. GERONIMO PL., #100",CHANDLER,85224,AZ,businessregistration@vensure.com,Foreign,2019-08-01,DE,DE,False,False,False,False,False,Professional Employer Organizations (561330),2021-11-10 00:12:33.7100000,United States,,,,,2019-09-02,"HR BUDS, LLC",United States,"850 NEW BURTON RD., #201, DOVER, DE, 19904, United States","850 NEW BURTON RD., #201",DOVER,DE,19904,United States,"850 NEW BURTON RD., #201, DOVER, DE, 19904, United States","850 NEW BURTON RD., #201",DOVER,DE,19904.0,United States,561330.0,,,
STUDIO 467 LLC,LLC,Active,1317138,2020-03-31,23 WEST MAIN ST,ROCKVILLE,06066,CT,467CLAY@GMAIL.COM,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:33.7100000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
734 ORCHARD LLC,LLC,Active,1317139,2020-03-31,630 MIX AVENUE,HAMDEN,06514,CT,RAJAILEGGETT1@YAHOO.COM,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:33.7100000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
OTAVIO SERVICES LLC,LLC,Active,1317140,2020-03-31,25 TRUMAN ST,BRIDGEPORT,06606,CT,CIDAVOVI7@HOTMAIL.COM,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:33.7100000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
VAL THORENS LLC,LLC,Active,1317141,2022-03-31,230 BUSHY HILL ROAD,SIMSBURY,06070,CT,arthurmulhern44@gmail.com,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2021-11-10 00:12:33.7100000,United States,,,,,,,,,,,,,,,,,,,,531190.0,,,
ALLEN GRUSCHOW LLC,LLC,Active,1317143,2021-03-31,"25 GRAND STREET, 111",NORWALK,06851,CT,nicole.gruschow@gmail.com,Domestic,2019-08-01,CT,Connecticut,True,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:12:33.7100000,United States,,,Annual report past due,,,,,,,,,,,,,,,,,531110.0,,,
DECORACIONES Y CONSTRUCCIONES DIMB LLC,LLC,Active,1317144,2020-03-31,167 CAMPBELL AVE,WEST HAVEN,06516,CT,MIKYBONILLA5@GMAIL.COM,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:33.7100000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
1ST CHOICE BAIL BONDS LLC,LLC,Active,1317146,2020-03-31,141 WESTON ST #435,HARTFORD,06101,CT,YASHIRASANCHEZ228@GMAIL.COM,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:33.7100000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
GRAB & GO EMPANADAS CO.,Non-Stock,Active,1317147,2021-09-10,1899 DIXWELL AVE,HAMDEN,06514,CT,CQHANDYMAN@HOTMAIL.COM,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,Snack and Nonalcoholic Beverage Bars (722515),2021-11-10 00:12:33.7100000,United States,,,Annual report past due,,,,,,,,,,,,,,,,,722515.0,,,
"VERMEER MID ATLANTIC, LLC",LLC,Active,1317148,2022-03-31,925 MERRITT BOULEVARD,DUNDALK,21222,MD,Compliancemail@cscinfo.com,Foreign,2019-08-01,MD,MD,False,False,False,False,False,Other Direct Selling Establishments (454390),2021-11-10 00:12:34.2600000,United States,,,,,2019-08-19,"VERMEER MID ATLANTIC, LLC",United States,"925 MERRITT BOULEVARD, DUNDALK, MD, 21222, United States",925 MERRITT BOULEVARD,DUNDALK,MD,21222,United States,"925 MERRITT BOULEVARD, DUNDALK, MD, 21222, United States",925 MERRITT BOULEVARD,DUNDALK,MD,21222.0,United States,454390.0,,,
TORO-LENGLESOU INC,Stock,Active,1317149,2021-08-01,No information provided,,,,,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:34.2600000,,,200.0,First report past due,,,,,,,,,,,,,,,,,,,,
RESTORATION COUNSELING & CONSULTING SERVICES LLC,LLC,Active,1317151,2020-03-31,4 RESEARCH DRIVE STE 402,SHELTON,06484,CT,LISANICHOLS87@GMAIL.COM,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:34.2600000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
174 CHESTNUT HILL ROAD LLC,LLC,Active,1317152,2022-03-31,174 CHESTNUT HILL ROAD,KILLINGWORTH,06419,CT,patshea1234@hotmail.com,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:12:34.2600000,United States,,,,,,,,,,,,,,,,,,,,531311.0,,,
SOOTHING SUNLIGHT MASSAGE & WELLNESS LLC,LLC,Active,1317153,2022-03-31,625 W. MAIN ST. APT.203,NEW BRITAIN,06053,CT,jaredriveralmt@gmail.com,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,Offices of All Other Miscellaneous Health Practitioners (621399),2021-11-10 00:12:34.2600000,United States,,,,,,,,,,,,,,,,,,,,621399.0,,,
QUEEN KITS L.L.C.,LLC,Dissolved,1317154,2020-03-31,39 MOUNTAIN AVENUE,BLOOMFIELD,06002,CT,MICHELLEOUTLAW0730@GMAIL.COM,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:34.2600000,United States,,,,,,,,,,,,,,,,,,,,,2021-02-15T00:00:00.000,,
STRAIGHT LINE DESIGN LLC,LLC,Active,1317155,2021-03-31,67 SASHEL LANE,COLCHESTER,06415,CT,j.pitts.straightlinedesign@gmail.com,Domestic,2019-08-01,CT,Connecticut,False,False,False,True,False,Drafting Services (541340),2021-11-10 00:12:34.2600000,United States,,,Annual report past due,,,,,,,,,,,,,,,,,541340.0,,,
STATE CLEANERS OF WESTPORT LLC,LLC,Active,1317156,2020-03-31,180 POST ROAD EAST,WESTPORT,06880,CT,AMRDB@OPTONLINE.NET,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:34.2600000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
HONEY BEE CANDIES LLC,LLC,Active,1317157,2022-03-31,8 JOHN PERRY DR.,DANBURY,06811,CT,sumarabr@yahoo.com.br,Domestic,2019-08-01,CT,Connecticut,True,False,False,False,False,Caterers (722320),2021-11-10 00:12:34.2600000,United States,,,,,,,,,,,,,,,,,,,,722320.0,,,
LILA PROPERTIES LLC,LLC,Active,1317158,2021-03-31,5 POND POINT AVENUE,MILFORD,06460,CT,pjlilaproperty@gmail.com,Domestic,2019-08-01,CT,Connecticut,True,False,False,False,False,Convenience Stores (445120),2021-11-10 00:12:34.2600000,United States,,,Annual report past due,,,,,,,,,,,,,,,,,445120.0,,,
TURTLE ROCK LLC,LLC,Active,1317159,2022-03-31,349 S. BIGELOW ROAD,HAMPTON,06247,CT,kggoodman27@gmail.com,Domestic,2019-08-01,CT,Connecticut,True,True,True,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:12:34.2600000,United States,,,,,,,,,,,,,,,,,,,,531390.0,,,
FAMILY FIRST LAUNDRY SERVICE LLC,LLC,Active,1317160,2020-03-31,26 TORWOOD STREET,HARTFORD,06114,CT,,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:34.2600000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
TIGER HILL LLC,LLC,Active,1317162,2022-03-31,57 OLD WELL ROAD,STAMFORD,06907,CT,avnir77@yahoo.com,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),2021-11-10 00:12:34.2600000,United States,,,,,,,,,,,,,,,,,,,,523999.0,,,
BOSS BAR TOOLS LLC,LLC,Active,1317163,2022-03-31,75 PUNCH BROOK ROAD,BURLINGTON,06013,CT,gary@bossbartools.com,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,Other Construction Material Merchant Wholesalers (423390),2021-11-10 00:12:34.2600000,United States,,,,,,,,,,,,,,,,,,,,423390.0,,,
GRYPHON MANAGEMENT REALTY COMMERCE & TRADE LLC,LLC,Active,1317164,2021-03-31,102 MERILINE AVENUE,WATERBURY,06705,CT,natalie@gmrct.com,Domestic,2019-08-01,CT,Connecticut,True,False,True,False,False,Offices of Real Estate Agents and Brokers (531210),2021-11-10 00:12:34.2600000,United States,,,Annual report past due,,,,,,,,,,,,,,,,,531210.0,,,
STONY HILL CIGAR & SMOKE SHOP LLC,LLC,Active,1317165,2020-03-31,68 STONY HILL ROAD UNIT 3,BETHEL,06801,CT,CHRISTIANMULTI@HOTMAIL.COM,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:34.2600000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
ME & MY DOULA LLC,LLC,Active,1317166,2022-03-31,63 FOX RUN CT,NEWINGTON,06111,CT,mischa@meandmydoula.com,Domestic,2019-08-01,CT,Connecticut,True,False,True,False,False,Other Personal Care Services (812199),2021-11-10 00:12:34.2600000,United States,,,,,,,,,,,,,,,,,,,,812199.0,,,
"THERMO-TECH, LLC",LLC,Active,1317167,2022-03-31,193 OLD NORTH ROAD,BARKHAMSTED,06063,CT,mlazzara53@gmail.com,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",2021-11-10 00:12:34.2900000,United States,,,,,,,,,,,,,,,,,,,,238220.0,,,
DAN OEHLSEN LLC,LLC,Active,1317168,2022-03-31,1401 KINGS HWY APT 409A,FAIRFIELD,06824,CT,dan@danoehlsen.com,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),2021-11-10 00:12:34.2900000,United States,,,,,,,,,,,,,,,,,,,,,,,
J&S HOUSE MOVE & CLEANING SERVICES LLC,LLC,Active,1317169,2020-03-31,26 HORACE ST,MANCHESTER,06040,CT,LABOYSASHA100@GMAIL.COM,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:34.2900000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
MCG CONSTRUCTION LLC,LLC,Active,1317170,2022-03-31,17 INDIAN TRAIL,HARRISON,10528,NY,Nzamechansky@mcgconstruct.com,Foreign,2019-08-01,NY,NY,False,False,False,False,False,Commercial and Institutional Building Construction (236220),2021-11-10 00:12:34.2900000,United States,,,,,2019-08-01,MCG CONSTRUCTION LLC,United States,"17 INDIAN TRAIL, HARRISON, NY, 10528, United States",17 INDIAN TRAIL,HARRISON,NY,10528,United States,"17 INDIAN TRAIL, HARRISON, NY, 10528, United States",17 INDIAN TRAIL,HARRISON,NY,10528.0,United States,236220.0,,,
MONROE HIGHMART LLC,LLC,Active,1317171,2020-03-31,172 MAIN ST,MONROE,06468,CT,JMOFFICE959@AOL.COM,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:34.2900000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"SHANELL T. SMITH CONSULTING, LLC",LLC,Active,1317172,2020-03-31,35 GRISSOM DRIVE,WEST HARTFORD,06110,CT,SHANELL316@GMAIL.COM,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:34.2900000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
EMPIRE SOLAR SOLUTIONS LLC,LLC,Active,1317173,2020-03-31,2-8 JOHNES ST,NEWBURGH,12550,NY,ERIN@EMPIRESOLARNY.COM,Foreign,2019-08-01,NY,NY,False,False,False,False,False,,2021-11-10 00:12:34.2900000,United States,Failure to file Annual Report,,Ready for dissolution,,2019-07-29,EMPIRE SOLAR SOLUTIONS LLC,United States,"2-8 JOHNES ST, NEWBURGH, NY, 12550, United States",2-8 JOHNES ST,NEWBURGH,NY,12550,United States,"2-8 JOHNES ST, NEWBURGH, NY, 12550, United States",2-8 JOHNES ST,NEWBURGH,NY,12550.0,United States,,,,
"APISOURCE, INC.",Stock,Active,1317174,2020-08-01,4471 NICOLE DRIVE,LANHAM,,MD,RENEE.MCRAE@APISOURCE.COM,Foreign,2019-08-01,MD,MD,False,False,False,False,False,,2021-11-10 00:12:34.2900000,United States,Failure to file Annual Report,,Annual report past due,,2019-07-22,"APISOURCE, INC.",United States,,,,,,,,,,,,,,,,
BUFFET MENDOZA LLC,LLC,Active,1317176,2020-03-31,14 WEST ST #14,DANBURY,06810,CT,MULTISERVICE@7STATECT.COM,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:34.2900000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"THE CONSTANT COMPANY, LLC",LLC,Active,1317177,2022-03-31,"319 CLEMATIS ST, SUITE 900",WEST PALM BEACH,33401,FL,AGENT@BIZFILINGS.COM,Foreign,2019-08-01,NJ,NJ,False,False,False,False,False,"Data Processing, Hosting, and Related Services (518210)",2021-11-10 00:12:34.2900000,,,,,,2019-08-01,"THE CONSTANT COMPANY, LLC",United States,"820 BEAR TAVERN ROAD, WEST TRENTON, NJ, 08628, United States",820 BEAR TAVERN ROAD,WEST TRENTON,NJ,08628,United States,"820 BEAR TAVERN ROAD, WEST TRENTON, NJ, 08628, United States",820 BEAR TAVERN ROAD,WEST TRENTON,NJ,8628.0,United States,518210.0,,,
"AR CARPENTRY, LLC",LLC,Active,1317178,2020-03-31,9 STONY HILL RD,BROOKFIELD,06804,CT,AGENCIADXR@GMAIL.COM,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:34.2900000,United States,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
ASHBURN CORPORATION,Stock,Active,1317180,2020-08-01,1001 ROUTE 73 S.,PENNSAUKEN,08110,NJ,RAYCOXCPA@COMCAST.NET,Foreign,2019-08-01,NJ,NJ,False,False,False,False,False,,2021-11-10 00:12:34.2900000,,Failure to file Annual Report,,Annual report past due,,2019-07-29,ASHBURN CORPORATION,,,,,,,,,,,,,,,,,
BJ LLC,LLC,Active,1317184,2021-03-31,60 OLD COLONIAL ROAD,OAKVILLE,06779,CT,Bjservicesct@gmail.com,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:12:34.2900000,United States,,,Annual report past due,,,,,,,,,,,,,,,,,531110.0,,,
LOFTUS LANDSCAPING LLC,LLC,Active,1317186,2020-03-31,18 SMOKEY RIDGE RD.,SIMSBURY,06070,CT,,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:34.3366667,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
S. VOLIN CONTRACTOR LLC,LLC,Active,1317215,2021-03-31,14 WISTAR CT.,DARIEN,06820,CT,svolinconstruction@gmail.com,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2021-11-10 00:12:34.3833333,United States,,,Annual report past due,,,,,,,,,,,,,,,,,236118.0,,,
SMITH LIQUIDATION LLC,LLC,Active,1317217,2022-03-31,71 NEWTOWN RD STE 124,DANBURY,06810,CT,sales@smithliquidation.com,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers (423430),2021-11-10 00:12:34.3833333,United States,,,,,,,,,,,,,,,,,,,,423430.0,,,
"ANA PATRICIA ECHEVERRI, M.D., P.C.",Non-Stock,Active,1317219,2021-08-01,No information provided,,,,JFALL@JOHNFALLCPA.COM,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:34.3833333,,,,First report past due,,,,,,,,,,,,,,,,,,,,
A MEANS TO AMENDS INC.,Non-Stock,Active,1317220,2021-08-01,No information provided,,,,AMTAUSA@GMAIL.COM,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:34.3833333,,,,First report past due,,,,,,,,,,,,,,,,,,,,
MIRABELLI CORPORATION AMERICA,Stock,Active,1317221,2022-08-01,5617 NORWAY DRIVE,ORANGEVALE,95662,CA,gc.mca@mirabellicorp.com,Foreign,2019-08-01,DE,DE,False,False,False,False,False,Commercial and Institutional Building Construction (236220),2021-11-10 00:12:34.3833333,United States,,,,,2019-09-01,MIRABELLI CORPORATION AMERICA,United States,,,,,,,,,,,,,236220.0,,,
"2NDA IGLESIA PENTECOSTAL UNIDOS EN CRISTO, INC.",Non-Stock,Active,1317223,2021-08-01,No information provided,,,,HECTORVARGAS16@YAHOO.COM,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:34.8200000,,,,First report past due,,,,,,,,,,,,,,,,,,,,
"TIVA HEALTHCARE, INC.",Stock,Active,1317237,2022-08-01,7700 W. SUNRISE BLVD.,PLANTATION,33322,FL,susan.parcels@cscglobal.com,Foreign,2019-08-01,FL,FL,False,False,False,False,False,Emergency and Other Relief Services (624230),2021-11-10 00:12:34.8200000,United States,,,,,2019-08-01,"TIVA HEALTHCARE, INC.",United States,,,,,,,,,,,,,624230.0,,,
CELEBRITY SHUTTLE INC,Non-Stock,Active,1317243,2022-01-06,97 E MAIN ST STE 2,MERIDEN,06450,CT,michaeldnurse174@gmail.com,Domestic,2019-08-01,CT,Connecticut,False,False,True,False,False,Special Needs Transportation (485991),2021-11-10 00:12:31.8200000,United States,,,,,,,,,,,,,,,,,,,,485991.0,,,
CELEBRITY NURSE HOME CARE OF NEW HAVEN,Non-Stock,Active,1317244,2022-01-06,97 E MAIN ST STE 2,MERIDEN,06450,CT,michaeldnurse174@gmail.com,Domestic,2019-08-01,CT,Connecticut,False,False,True,False,False,Home Health Care Services (621610),2021-11-10 00:12:31.8366667,United States,,,,,,,,,,,,,,,,,,,,621610.0,,,
LITMUS CONSULTANCY LLC,LLC,Active,1317256,2020-03-31,220 NOD HILL RD,WILTON,06897,CT,BEHRENS1402@GMAIL.COM,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:31.8366667,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"NI'VAGATION, LLC",LLC,Active,1317263,2021-03-31,141 N TAYLOR AVENUE,NORWALK,06854,CT,Nivagation@gmail.com,Foreign,2019-08-01,NY,NY,False,False,False,False,False,Real Estate Credit (522292),2021-11-10 00:12:33.0400000,United States,,,Annual report past due,,2019-07-09,"NI'VAGATION, LLC",United States,,,,,,,,,,,,,522292.0,,,
COOL BEANS VANILLA LLC,LLC,Active,1317269,2020-03-31,195 CHARLES STREET,STRATFORD,06615,CT,RENANDALEX@GMAIL.COM,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:33.0400000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
KERRY SULLIVAN LEUKEMIA AND OVARIAN CANCER FOUNDATION INC,Non-Stock,Active,1317272,2021-08-01,No information provided,,,,,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:33.0400000,,,,First report past due,,,,,,,,,,,,,,,,,,,,
KOTSE PRECISION EQUIPMENT REPAIR & SERVICE LLC,LLC,Active,1317277,2020-03-31,135 MORGAN FARMS DRIVE,SOUTH WINDSOR,06074,CT,HIGLEYSKPERS@GMAIL.COM,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:33.0400000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"194 OAK STREET NEW BRITAIN, LLC",LLC,Active,1317280,2020-03-31,16 DEAN DRIVE,NEW BRITAIN,06053,CT,,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:33.0400000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"TALARICO PROPERTY, LLC",LLC,Active,1317283,2022-03-31,36 PECK LANE,MILFORD,06460,CT,Murphymeliss@gmail.com,Domestic,2019-08-01,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:12:33.0866667,United States,,,,,,,,,,,,,,,,,,,,531110.0,,,
"DW GEM SERVICES, LLC",LLC,Active,1317295,2021-03-31,355 HIGHLAND AVENUE SUITE 201B,CHESHIRE,06410,CT,ct-reports@statefilings.in,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2021-11-10 00:12:33.0866667,United States,,,Annual report past due,,,,,,,,,,,,,,,,,541990.0,,,
"EARRINGS EXTRAVAGANZA, LLC",LLC,Active,1317332,2020-03-31,"176 AMITY ROAD, #131",WOODBRIDGE,06525,CT,EARRINGSEXTRAVAGANZA@GMAIL.COM,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:33.6633333,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"THE INSURANCE GROUP, LLC",LLC,Active,1317346,2022-03-31,11304 STATION WEST DR C/O KIMBERLY SNAVELY,KNOXVILLE,37934,TN,kimberly@knkcompliance.com,Foreign,2019-08-01,TN,TN,False,False,False,False,False,Insurance Agencies and Brokerages (524210),2021-11-10 00:12:32.3066667,United States,,,,,2019-08-01,"THE INSURANCE GROUP, LLC",United States,"11304 STATION WEST DR C/O KIMBERLY SNAVELY, KNOXVILLE, TN, 37934, United States",11304 STATION WEST DR C/O KIMBERLY SNAVELY,KNOXVILLE,TN,37934,United States,"11304 STATION WEST DR C/O KIMBERLY SNAVELY, KNOXVILLE, TN, 37934, United States",11304 STATION WEST DR C/O KIMBERLY SNAVELY,KNOXVILLE,TN,37934.0,United States,524210.0,,,
30 STEVENS STREET LLC,LLC,Active,1317374,2022-03-31,33 SENECA AVENUE,WHITE PLAINS,10603,NY,yusilverstein@gmail.com,Domestic,2019-08-01,NY,Connecticut,True,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:12:32.3666667,United States,,,,,,,,,,,,,,,,,,,,531110.0,,,
ACHIEVE & SUCCEED LLC,LLC,Active,1317461,2022-03-31,"2434 BERLIN TPKE., UNIT 15/16",NEWINGTON,06111,CT,gagnebam@yahoo.com,Domestic,2019-08-01,CT,Connecticut,True,False,False,False,False,Educational Support Services (611710),2021-11-10 00:10:28.2300000,United States,,,,,,,,,,,,,,,,,,,,611710.0,,,
"ROTHSCHILD FINANCIAL CONSULTING,LLC",LLC,Active,1317462,2020-03-31,15 LAKE RD.,RIDGEFIELD,06877,CT,AARON@ROTHSCHILDFINANCIAL.COM,Domestic,2019-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.2300000,,Failure to file Annual Report,,Ready for dissolution,,,,,,,,,,,,,,,,,,,,
"KEW GARDENS VENTURES, LLC",LLC,Active,1317463,2021-03-31,8217 GRENFELL ST.,KEW GARDENS,11415,NY,solinskynathan@gmail.com,Domestic,2019-08-01,NY,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:10:28.2300000,United States,,,Annual report past due,,,,,,,,,,,,,,,,,531311.0,,,
"THREE HARDWOOD CIRCLE, LLC",LLC,Active,1317464,2022-03-31,11909 BLUE RIBBON RD SE,ALBUQUERQUE,87123,NM,tcarrato68@gmail.com,Domestic,2019-08-01,NM,Connecticut,False,True,False,False,False,Residential Property Managers (531311),2021-11-10 00:10:28.2300000,United States,,,,,,,,,,,,,,,,,,,,531311.0,,,
