name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,billingcountry,naics_code,naics_sub_code,category_survey_email_address,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,dissolution_date,mailing_address,date_of_organization_meeting,mailing_international_address
TOWNHOUSE GREENWICH LLC,LLC,Active,,1326319,2022-03-31,36 SHERWOOD PLACE,GREENWICH,06830,CT,hrhlew@gmail.com,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.1066667,United States,Full-Service Restaurants (722511),541618.0,,,,,,,,,,,,,,,,,,,,,,
KP NEWTOWN LLC,LLC,Active,Ready for dissolution,1326320,2020-03-31,429 NORTHRUP STREET,BRIDGEWATER,06752,CT,PAULSHOMES@SBCGLOBAL.NET,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.1066667,United States,,,,,,,,,,,,,,,,,,,,,,,,
UNIVERSAL ADVENTURE LLC,LLC,Active,,1326321,2022-03-31,390 CHARLES ST UNIT 190,BRIDGEPORT,06606,CT,universaladventureus@gmail.com,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.1066667,United States,All Other Amusement and Recreation Industries (713990),713990.0,,,,,,,,,,,,,,,,,,,,,,
AGF LLC,LLC,Active,Annual report past due,1326322,2021-03-31,37 GREENWOODS ROAD,NEW HARTFORD,06057,CT,thinkel71@me.com,Domestic,2019-11-01,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:34.1066667,United States,All Other Miscellaneous Manufacturing (339999),,,,,,,,,,,,,,,,,,,,,,,
DATAVOSS CORPORATION,Stock,Active,Annual report past due,1326323,2021-11-01,12 MILAN STREET 12 MILAN ST,ANSONIA,06401,CT,tammy.boylan@datavoss.com,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.1066667,United States,"Data Processing, Hosting, and Related Services (518210)",518210.0,,5000.0,,,,,,,,,,,,,,,,,,,,
MM TILE SERVICES LLC,LLC,Active,Ready for dissolution,1326324,2020-03-31,287 GOLDENROD AVE,BRIDGEPORT,06606,CT,RUTE@ATLANTISTAXLLC.COM,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.1066667,United States,,,,,,,,,,,,,,,,,,,,,,,,
SPACO LLC,LLC,Active,Ready for dissolution,1326326,2020-03-31,480 HEMLOCK RD,FAIRFIELD,06824,CT,JVALENTINE@EEPARTNERS.NET,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.1066667,,,,,,,,,,,,,,,,,,,,,,,,,
OG RETAIL PARTNERS 220 SBA LLC,LLC,Active,,1326328,2022-03-31,C/O DISERIO MARTIN ONE ATLANTIC ST STE 1000,STAMFORD,06901,CT,rsaunders@cpp-llc.com,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.1066667,United States,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,,,,,,,,,,
HOICHOI INC,Non-Stock,Active,Annual report past due,1326332,2021-09-23,"1245 FARMINGTON AVE, #1041",WEST HARTFORD,06107,CT,PROCESSING@MYCORPORATION.COM,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.1066667,United States,Civic and Social Organizations (813410),813410.0,,,,,,,,,,,,,,,,,,,,,,
NISSAN CV LEASING LLC,LLC,Active,,1326333,2022-03-31,"1 NISSAN WAY, M.S. A-5-C",FRANKLIN,37067,TN,katherine.melendrez@nissan-usa.com,Foreign,2019-11-01,DE,DE,False,False,False,False,False,,2021-11-10 00:10:34.1066667,United States,Passenger Car Leasing (532112),532112.0,,,2019-11-01,NISSAN CV LEASING LLC,United States,,,,,,,,,,,,,,,,,
THE CITADEL CHURCH INC.,Non-Stock,Active,Annual report past due,1326334,2021-03-11,732 LONG HILL RD,MIDDLETOWN,06457,CT,CITADEL860@GMAIL.COM,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.1366667,United States,Religious Organizations (813110),813110.0,,,,,,,,,,,,,,,,,,,,,,
"500 QOF, LLC",LLC,Active,,1326335,2022-03-31,21 BRIDGE SQUARE SUITE 360,WESTPORT,06880,CT,kprescott@beckerandbecker.com,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.1366667,United States,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,,,,,,,
H & K LLC,LLC,Active,,1326336,2022-03-31,43 BROOK ST.,NOANK,06340,CT,kerrie@fordsblackandblue.com,Domestic,2019-11-01,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:34.1366667,United States,Full-Service Restaurants (722511),722511.0,,,,,,,,,,,,,,,,,,,,,,
GIANT VALLEY AGRICULTURE LLC,LLC,Active,Ready for dissolution,1326337,2020-03-31,294 WIESE RD.,CHESHIRE,06410,CT,,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.1366667,,,,,,,,,,,,,,,,,,,,,,,,,
WILD PAW LLC,LLC,Active,Ready for dissolution,1326338,2020-03-31,136 WESTVIEW DR.,MERIDEN,06450,CT,,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.1366667,,,,,,,,,,,,,,,,,,,,,,,,,
THE CONSULTING CMO LLC,LLC,Active,Ready for dissolution,1326339,2020-03-31,"16 RIPPOWAM RD., UNIT 1A",COS COB,06807,CT,,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.1366667,,,,,,,,,,,,,,,,,,,,,,,,,
"KW ELECTRIC, LLC",LLC,Active,Annual report past due,1326341,2021-03-31,23 BENNETT ST.,FAIRFIELD,06825,CT,Wauppp@gmail.com,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.1366667,United States,Electrical Contractors and Other Wiring Installation Contractors (238210),,,,,,,,,,,,,,,,,,,,,,,
DRSIL GREEN ACRE LLC,LLC,Active,Annual report past due,1326357,2021-03-31,319 PECK ST BUILDING 2 SUITE H,NEW HAVEN,06513,CT,andrew@elmcitycarpentry.com,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.7000000,United States,Residential Remodelers (236118),236118.0,,,,,,,,,,,,,,,,,,,,,,
"THE PENSAR GROUP, INC.",Stock,Active,First report past due,1326361,2021-11-01,No information provided,,,,,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.7000000,,,,,20000.0,,,,,,,,,,,,,,,,,,,,
"SECOND CLUB EXTON, LLC",LLC,Active,Ready for dissolution,1326373,2020-03-31,2 CORPORATE DR. STE 142,SHELTON,06484,CT,BCANNONE@MAXXFITNESSCLUBZZ.COM,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.7166667,,,,,,,,,,,,,,,,,,,,,,,,,
"AMERIGAS PROPANE GP, LLC",LLC,Active,,1326376,2022-03-31,460 NORTH GULPH ROAD,KING OF PRUSSIA,19406,PA,CAROLANN.DESIMONE@AMERIGAS.COM,Foreign,2019-11-01,DE,DE,False,False,False,False,False,,2021-11-10 00:10:34.7300000,United States,Fuel Dealers (454310),454310.0,,,2019-10-01,"AMERIGAS PROPANE GP, LLC",United States,,,,,,,,,,,,,,,,,
BOND SANCHEZ-GORDON LLP,LLP,Active,,1326379,2022-11-01,17500 RED HILL AVE STE 100,IRVINE,92614,CA,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2019-11-01,CA,CA,False,False,False,False,False,,2021-11-10 00:10:34.7300000,United States,Offices of Lawyers (541110),541110.0,,,2019-11-01,BOND SANCHEZ-GORDON LLP,United States,,,,,,,,,,,,,,,No information provided,,
"F & S PROPERTIES, LLC",LLC,Active,,1326388,2022-03-31,64 THOMPSON STREET A108,EAST HAVEN,06513,CT,jardito@milestonecsllc.com,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.7466667,United States,Lessors of Other Real Estate Property (531190),531190.0,,,,,,,,,,,,,,,,,,,,,,
COVER-MORE INC.,Stock,Active,,1326391,2022-11-01,810 N. 96TH STREET SUITE 300,OMAHA,68114,NE,Compliancemail@cscinfo.com,Foreign,2019-11-01,DE,DE,False,False,False,False,False,,2021-11-10 00:10:34.7466667,United States,Insurance Agencies and Brokerages (524210),524210.0,,,2019-10-31,COVER-MORE INC.,United States,,,,,,,,,,,,,,,,,
"KRISTINE UZOLINA-SHPORTKO DDS, LLC",LLC,Active,,1326396,2022-03-31,95 MORGAN STREET,STAMFORD,06905,CT,kristine.uzolina@gmail.com,Domestic,2019-11-01,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:34.7766667,United States,Offices of Dentists (621210),621210.0,,,,,,,,,,,,,,,,,,,,,,
HARAMBEE DEVELOPMENT CORPORATION,Non-Stock,Active,Annual report past due,1326397,2021-11-01,33 DIXWELL AVENUE #117,NEW HAVEN,06511,CT,harambeedcorp@gmail.com,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.7766667,United States,Other Social Advocacy Organizations (813319),813319.0,,,,,,,,,,,,,,,,,,,,,,
JIM MARSHALL BUILDING & REMODELING INC.,Stock,Active,,1326398,2022-11-01,60 Hurd Ave,Monroe,06468-2302,CT,CARPENTERJMM@YAHOO.COM,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.7766667,United States,Residential Remodelers (236118),,,10000.0,,,,,,,,,,,,,,,,,,,2021-10-04,
F SOUZA LLC,LLC,Dissolved,,1326399,2020-03-31,113 PLATT ST,ANSONIA,06401,CT,USACONNECTION2015@GMAIL.COM,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.7766667,,,,,,,,,,,,,,,,,,,,,,2021-05-13T00:00:00.000,,,
CORMORANT BUSINESS CONSULTING LLC,LLC,Active,Ready for dissolution,1326400,2020-03-31,125 JERRY DANIELS RD,MARLBOROUGH,06447,CT,CORMORANTBCLLC@GMAIL.COM,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.7766667,United States,,,,,,,,,,,,,,,,,,,,,,,,
207 LOWER LANE LLC,LLC,Active,Ready for dissolution,1326401,2020-03-31,443 SAVAGE HILL ROAD,BERLIN,,CT,JOESNELL52@YAHOO.COM,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.7766667,United States,,,,,,,,,,,,,,,,,,,,,,,,
"HEMPFUSION, INC.",Stock,Active,,1326402,2022-11-01,1550 Larimer St,Denver,80202-1602,CO,annualreports@cscglobal.com,Foreign,2019-11-01,NV,NV,False,False,False,False,False,,2021-11-10 00:10:34.7766667,United States,Drugs and Druggists' Sundries Merchant Wholesalers (424210),424210.0,annualreports@cscglobal.com,,2019-11-04,"HEMPFUSION, INC.",United States,,,,,,,,,,,,,#224,,,,
TEND LLC,LLC,Active,,1326404,2022-03-31,24 CAMELOT COURT,STAMFORD,06907,CT,kgiritharan@gmail.com,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.7766667,United States,Offices of Other Holding Companies (551112),551112.0,,,,,,,,,,,,,,,,,,,,,,
"THE DIVINCENZO FOUNDATION, LLC",LLC,Active,Ready for dissolution,1326405,2020-03-31,42 LONETOWN RD,REDDING,06896-2001,CT,P20BDIVINCENZO@FAIRFIELDPREP.EDU,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.7766667,United States,,,,,,,,,,,,,,,,,,,,,,,,
JD FROZEN GOODS LLC,LLC,Active,Ready for dissolution,1326406,2020-03-31,40 RICHARDS AVENUE 3RD FLOOR,NORWALK,06854,CT,INFO@JDFROZENGOODS.COM,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.7766667,United States,,,,,,,,,,,,,,,,,,,,,,,,
BERWYN ST. CANDLES LLC,LLC,Active,Ready for dissolution,1326409,2020-03-31,206 CHURCH ST,WEST HAVEN,06516,CT,CRISTI@BERWYNSTCANDLES.COM,Domestic,2019-11-01,CT,Connecticut,True,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.7766667,United States,,,,,,,,,,,,,,,,,,,,,,,,
"SPV INVESTMENTS, LLC",LLC,Active,,1326413,2022-03-31,22 MALLARD DR,GREENWICH,06830,CT,CHRISTINEMCKELVEY@GMAIL.COM,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.8233333,United States,Miscellaneous Financial Investment Activities (523999),523999.0,,,,,,,,,,,,,,,,,,,,,,
FASCOMP MANUFACTURING & DESIGN INC,Stock,Active,,1326416,2022-11-01,88 GREAT HILL ROAD,NAUGATUCK,06770,CT,ashley@fascomp.com,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.8233333,United States,Hardware Manufacturing (332510),332510.0,,1000.0,,,,,,,,,,,,,,,,,,,,
HARMONIE MEDICAL TRAINING LLC,LLC,Active,Ready for dissolution,1326421,2020-03-31,169 SOUTH MAIN ST APT D,NORWALK,06854,CT,,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.8233333,,,,,,,,,,,,,,,,,,,,,,,,,
BUXTON PROPERTIES LLC,LLC,Active,Ready for dissolution,1326422,2020-03-31,700 BUXTON COURT,WINDSOR,06095,CT,JASON.REINVESTMENTS@GMAIL.COM,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.8233333,,,,,,,,,,,,,,,,,,,,,,,,,
"KRISTINE GIGLIOTTI THERAPY, LLC",LLC,Active,,1326448,2022-03-31,47 PINE POINT RD,NORWALK,06853,CT,kristinegigliotti@mac.com,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4200000,United States,Outpatient Mental Health and Substance Abuse Centers (621420),,,,,,,,,,,,,,,,,,,,,,,
GALLAGHER CARPENTRY LLC.,LLC,Active,Ready for dissolution,1326457,2020-03-31,71 BRITTANIA DR.,DANBURY,06811,CT,KGJR48@NETSCAPE.NET,Foreign,2019-11-01,NY,NY,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4200000,,,,,,2019-11-01,GALLAGHER CARPENTRY LLC.,,,,,,,,,,,,,,,,,,
"LOUVERTURE LANDSCAPING & PROPERTY MAINTENANCE, LLC",LLC,Active,,1326467,2022-03-31,15 SCHOOL STREET APT 8,NORWALK,06851,CT,Louverturelandscaping@gmail.com,Domestic,2019-11-01,CT,Connecticut,False,True,True,False,False,,2021-11-10 00:10:33.4200000,United States,Landscape Architectural Services (541320),541320.0,,,,,,,,,,,,,,,,,,,,,,
"CT RECON CONSULTANTS, LLC",LLC,Active,,1326515,2022-03-31,1200-B FARMINGTON AVE,BERLIN,06037,CT,ctreconllc@gmail.com,Domestic,2019-11-01,CT,Connecticut,False,True,False,False,False,,2021-11-10 00:10:32.1833333,United States,Other Scientific and Technical Consulting Services (541690),541690.0,,,,,,,,,,,,,,,,,,,,,,
"CT BOMBSHELL ENTERPRISES, LLC",LLC,Active,Ready for dissolution,1326516,2020-03-31,243A PEARL ST,ENFIELD,06082,CT,,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.1833333,,,,,,,,,,,,,,,,,,,,,,,,,
"RAMEN FOR DINNER, INC.",Stock,Active,No Agent,1326517,2020-11-01,47 COVE RD,STONINGTON,06378,CT,MATTHEW@VOXION.US,Foreign,2019-11-01,DE,DE,False,False,False,False,False,Failure to appoint or maintain an agent for service,2021-11-10 00:10:32.1833333,,,,,,2019-09-24,"VOXION, INC.",,,,,,,,,,,,,,,,,,
ROAD RUNNER TIRES LLC,LLC,Active,Ready for dissolution,1326533,2020-03-31,865 CONGRESS AVE.,NEW HAVEN,06519,CT,AKISRAQ@GMAIL.COM,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.3700000,United States,,,,,,,,,,,,,,,,,,,,,,,,
"DEDICATED NURSING ASSOCIATES, INC.",Stock,Active,,1326558,2022-11-01,6536 ROUTE 22 WILLIAM PENN HIGHWAY,DELMONT,15626,PA,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2019-11-01,PA,PA,False,False,False,False,False,,2021-11-10 00:10:32.2166667,United States,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,,,2019-11-01,"DEDICATED NURSING ASSOCIATES, INC.",United States,,,,,,,,,,,,,,,,,
SL INVESTMENTS LLC,LLC,Active,,1326605,2022-03-31,C/O THE LOMBARD GROUP 4 MERRIMAN LANE,PROSPECT,06712,CT,MARLOMB62@AOL.COM,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7933333,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,,,
HIREART INC.,Stock,Active,Annual report past due,1326606,2021-11-01,135 WEST 29TH STREET SUITE 500,NEW YORK,10001,NY,accounting@hireart.com,Foreign,2019-11-01,DE,DE,False,False,False,False,False,,2021-11-10 00:10:32.7933333,United States,Temporary Help Services (561320),,,,2019-11-04,HIREART INC.,United States,,,,,,,,,,,,,,,,,
"NAVY BOUTIQUE, LLC",LLC,Dissolved,,1326242,2020-03-31,99 HENLEY WAY,AVON,06001,CT,EFILE1234@INCFILE.COM,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:31.2333333,United States,,,,,,,,,,,,,,,,,,,,,2020-11-16T00:00:00.000,,,
ENSPIRA LLC,LLC,Withdrawn,,1326262,2020-03-31,1041 BELLA VISTA,PALM SPRINGS,92264,CA,GOVDOCS@CORPCREATIONS.COM,Foreign,2019-11-01,CA,CA,False,False,False,False,False,,2021-11-10 00:04:46.4233333,United States,,,,,2019-11-01,ENSPIRA LLC,United States,"1041 BELLA VISTA, PALM SPRINGS, CA, 92264, United States",1041 BELLA VISTA,PALM SPRINGS,CA,92264,United States,"1041 BELLA VISTA, PALM SPRINGS, CA, 92264, United States",1041 BELLA VISTA,PALM SPRINGS,CA,92264,United States,,,,,
A&F CARPENTRY CUSTOM WOODWORKING INC,Stock,Dissolved,,1326251,,No information provided,,,,AANDFBUILDERS@GMAIL.COM,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:45.6733333,,,,,100.0,,,,,,,,,,,,,,,,,2019-11-01T00:00:00.000,,,
"JLF, LTD.",Stock,Dissolved,,1326286,2020-11-01,66 OLD HILL RD.,WESTPORT,06880,CT,JUSTINEBFINK@GMAIL.COM,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:34.7533333,,,,,1000.0,,,,,,,,,,,,,,,,,2019-12-16T00:00:00.000,,,
"200 HDG COMPANY, LLC",LLC,Dissolved,,1326235,2020-03-31,1 ELIOT PL STE 302,FAIRFIELD,06824-5154,CT,SAM@BTLAWFIRM.COM,Domestic,2019-11-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:32.0366667,United States,,,,,,,,,,,,,,,,,,,,,2019-11-04T00:00:00.000,,,
"NOVA BUSINESS CONSULTING, LLC",LLC,Active,,1326387,2022-03-31,360 BLOOMFIELD AVENUE STE 301,WINDSOR,06095,CT,support@novabconsulting.com,Domestic,2019-11-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.7466667,United States,Marketing Consulting Services (541613),,,,,,,,,,,,,,,,,,,,,,,
"CITY RIDES, LLC",LLC,Dissolved,,1326410,2020-03-31,34 ARTHUR PLACE,STAMFORD,06906,CT,CITYRIDESINFO@GMAIL.COM,Domestic,2019-11-02,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:34.7766667,United States,,,,,,,,,,,,,,,,,,,,,2021-01-19T00:00:00.000,,,
RGS PROPERTIES LLC,LLC,Active,Ready for dissolution,1326411,2020-03-31,47 CHESTNUT STREET,MANCHESTER,06040,CT,SISSONBRETT@GMAIL.COM,Domestic,2019-11-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.7766667,United States,,,,,,,,,,,,,,,,,,,,,,,,
CARVENIENT LLC,LLC,Active,Ready for dissolution,1326427,2020-03-31,14 ROBBINS E,NORWALK,06854,CT,INFO@CARVENIENT.COM,Domestic,2019-11-02,CT,Connecticut,False,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:34.8233333,United States,,,,,,,,,,,,,,,,,,,,,,,,
CLEAN SWEEPS LLC,LLC,Active,Ready for dissolution,1326428,2020-03-31,42 LANSING AVENUE,TRUMBULL,06611,CT,CLEANSWEEPSLLC00@GMAIL.COM,Domestic,2019-11-02,CT,Connecticut,False,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:34.8233333,United States,,,,,,,,,,,,,,,,,,,,,,,,
KIDS FIRST TRANSPORTATION LLC,LLC,Active,Ready for dissolution,1326429,2020-03-31,316 SYLVAN ST,BRIDGEPORT,06606,CT,KIDSFIRST749@GMAIL.COM,Domestic,2019-11-02,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:34.8233333,United States,,,,,,,,,,,,,,,,,,,,,,,,
KAITLYN ROSAE PHOTOGRAPHY LLC,LLC,Active,Ready for dissolution,1326431,2020-03-31,72 WHITE OAK ROAD,STORRS,,CT,KAITLYNROSAEPHOTOGRAPHY@GMAIL.COM,Domestic,2019-11-02,CT,Connecticut,True,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.1366667,United States,,,,,,,,,,,,,,,,,,,,,,,,
MIMI AND MOOS LLC,LLC,Dissolved,,1326432,2020-03-31,500 RIDGEVIEW ROAD,ORANGE,06477,CT,MIMIANDMOOS@GMAIL.COM,Domestic,2019-11-02,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:32.1366667,United States,,,,,,,,,,,,,,,,,,,,,2020-11-28T00:00:00.000,,,
MADJAK LLC,LLC,Active,Annual report past due,1326433,2021-03-31,35 EDGEWOOD RD,MONROE,06468,CT,Kurtwehmann@yahoo.com,Domestic,2019-11-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.1366667,United States,Electronic Shopping and Mail-Order Houses (454110),454110.0,,,,,,,,,,,,,,,,,,,,,,
CREATE LLC,LLC,Active,Ready for dissolution,1326445,2020-03-31,116 DEPOT RD,CANTERBURY,06331,CT,CRE84RT@GMAIL.COM,Domestic,2019-11-02,CT,Connecticut,True,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.1366667,United States,,,,,,,,,,,,,,,,,,,,,,,,
J N J CLEANING SERVICES LLC,LLC,Active,Annual report past due,1326446,2021-03-31,30 HUNTING ST,BRIDGEPROT,06606,CT,j-jabert@hotmail.com,Domestic,2019-11-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.1366667,United States,Janitorial Services (561720),561720.0,,,,,,,,,,,,,,,,,,,,,,
HUGO MENDEZ LLC,LLC,Active,Ready for dissolution,1326452,2020-03-31,207 HENRY ST,STAMFORD,06902,CT,LISSETTE_TRRS@YAHOO.COM,Domestic,2019-11-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4200000,,,,,,,,,,,,,,,,,,,,,,,,,
IRL INNOVATIONS LLC,LLC,Active,,1326484,2022-03-31,39 LESTER ST,WEST HAVEN,06516,CT,irlinnovationsllc@gmail.com,Domestic,2019-11-02,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:33.4500000,United States,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,,,,,,,,,,,,,,,,,,,,,,
COLONIAL VENDING SOLUTIONS LLC,LLC,Dissolved,,1326491,2020-03-31,158 FOREST STREET APT 802,MANCHESTER,06040,CT,COLONIALVENDINGSOLUTIONS@GMAIL.COM,Domestic,2019-11-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4800000,United States,,,,,,,,,,,,,,,,,,,,,2021-02-15T00:00:00.000,,,
RATTYFAB LLC,LLC,Active,Ready for dissolution,1326492,2020-03-31,296 REYNOLDS BRIDGE ROAD UNIT #3,THOMASTON,06787,CT,RATTYFAB@GMAIL.COM,Domestic,2019-11-02,CT,Connecticut,False,True,False,True,False,Failure to file Annual Report,2021-11-10 00:10:33.4800000,United States,,,,,,,,,,,,,,,,,,,,,,,,
LJR & SON HAULING & CONSTRUCTION LLC,LLC,Active,Annual report past due,1326493,2021-03-31,2 WOODSEDGE LANE,WESTBROOK,06498,CT,lric584385@hotmail.com,Domestic,2019-11-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.4800000,United States,All Other Specialty Trade Contractors (238990),,,,,,,,,,,,,,,,,,,,,,,
WILFREDO CARIAS PAINTING  LLC,LLC,Active,Ready for dissolution,1326494,2020-03-31,1450 WASHINGTON BLVD-APT 705-N,STAMFORD,06902,CT,MJFLORES0816@GMAIL.COM,Domestic,2019-11-02,CT,Connecticut,False,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:33.4800000,United States,,,,,,,,,,,,,,,,,,,,,,,,
