name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,naics_code,naics_sub_code,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,country_formation,dissolution_date,billing_unit,mailing_jurisdiction_country,office_in_jurisdiction_country,date_of_organization_meeting,category_survey_email_address
MSA INVESTMENTS 2 LLC,LLC,Active,Ready for dissolution,1320127,2020-03-31,228 COLONY ROAD,NEW HAVEN,United States,06511,CT,SEDELKOPF@GMAIL.COM,Foreign,2019-09-03,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:27.5733333,,,,2019-09-03,MSA INVESTMENTS 2 LLC,"1013 CENTRE ROAD, WILMINGTON, DE, 19805, United States",1013 CENTRE ROAD,WILMINGTON,DE,19805,"1013 CENTRE RD SUITE 403-B, WILMINGTON, DE, 19805, United States",1013 CENTRE RD SUITE 403-B,WILMINGTON,DE,19805,United States,,,United States,United States,,
"N&E MAINTENANCE, LLC",LLC,Active,Ready for dissolution,1320130,2020-03-31,118 STEVENS STREET,EAST HAVEN,United States,06512,CT,NEMAINTENANCELLC@GMAIL.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:27.5733333,,,,,,,,,,,,,,,,,,,,,,
INNOVATIVE CLOSET DESIGNS LLC,LLC,Active,,1320132,2022-03-31,445 WEST MAIN STREET,WYCKOFF,United States,07481,NJ,davidsharris@msn.com,Foreign,2019-09-03,DE,DE,False,False,False,False,False,,2021-11-10 00:10:27.6066667,All Other Specialty Trade Contractors (238990),238990.0,,2018-07-26,INNOVATIVE CLOSET DESIGNS LLC,"445 WEST MAIN STREET, WYCKOFF, NJ, 07481, United States",445 WEST MAIN STREET,WYCKOFF,NJ,07481,"445 WEST MAIN STREET, WYCKOFF, NJ, 07481, United States",445 WEST MAIN STREET,WYCKOFF,NJ,07481,United States,,,United States,United States,,
MSA CT 2 LLC,LLC,Active,Ready for dissolution,1320133,2020-03-31,228 COLONY ROAD,NEW HAVEN,United States,06511,CT,SEDELKOPF@GMAIL.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:27.6066667,,,,,,,,,,,,,,,,,,,,,,
JULICAR FLOOR AND PAINTING LLC,LLC,Active,Annual report past due,1320134,2021-03-31,1965 MAIN ST,BRIDGEPORT,United States,06604,CT,czuniga@rohuer.com,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.6066667,Painting and Wall Covering Contractors (238320),238320.0,,,,,,,,,,,,,,,,,,,,
"MJC KREIGER, LLC",LLC,Active,Ready for dissolution,1320135,2020-03-31,74 KREIGER LANE,GLASTONBURY,United States,06033,CT,CHUCKHOUSE271@GMAIL.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:27.6066667,,,,,,,,,,,,,,,,,,,,,,
"BDO CONSULTING GROUP, LLC",LLC,Active,,1320136,2022-03-31,5300 PATTERSON AVE SE SUITE 100,GRAND RAPIDS,United States,49512,MI,jjames@bdo.com,Foreign,2019-09-03,DE,DE,False,False,False,False,False,,2021-11-10 00:10:27.6066667,Other Accounting Services (541219),541219.0,,2019-09-03,"BDO CONSULTING GROUP, LLC","251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,United States,United States,,
ORCHID 19 MASSAGE SPA LLC,LLC,Active,Ready for dissolution,1320137,2020-03-31,19 DANBURY RD UNIT G,RDGEFIELD,United States,06877,CT,MING.ACCTAX@GMAIL.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:27.6066667,,,,,,,,,,,,,,,,,,,,,,
TALMADGE HILL PROPERTIES LLC,LLC,Active,,1320138,2022-03-31,54 WELLES LANE,NEW CANAAN,United States,06840,CT,jorida_banda@yahoo.com,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.6066667,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,,,,,,,,
HOUSE FLIPPERS LLC,LLC,Active,Ready for dissolution,1320139,2020-03-31,1880 SILAS DEANE HIGHWAY #205,ROCKY HILL,United States,06067,CT,RFUNDING.JOHN@GMAIL.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:27.6066667,,,,,,,,,,,,,,,,,,,,,,
529 RIVERSIDE LLC,LLC,Dissolved,,1320140,2021-03-31,240 FULLING MILL LANE,FAIRFIELD,United States,06824,CT,lbjorlin@aol.com,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.6066667,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,2021-02-15T00:00:00.000,,,,,
"BOB & PIRO, LLC",LLC,Active,Ready for dissolution,1320141,2020-03-31,366 CANAAN RD,STRATFORD,United States,06614,CT,ROBERTPAJOREK@YAHOO.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:27.6066667,,,,,,,,,,,,,,,,,,,,,,
"CORPORATE FOOD SERVICES, LLC (DELAWARE)",LLC,Active,Ready for dissolution,1320143,2020-03-31,9801 WASHINGTONIAN BLVD,GAITHERSBURG,United States,20878,MD,GOVDOCS@CORPCREATIONS.COM,Foreign,2019-09-03,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:27.6066667,,,,2019-09-03,"CORPORATE FOOD SERVICES, LLC (DELAWARE)","3411 SILVERSIDE ROAD TATNALL BUILDING STE 104, WILMINGTON, DE, 19810, United States",3411 SILVERSIDE ROAD TATNALL BUILDING STE 104,WILMINGTON,DE,19810,"3411 SILVERSIDE ROAD TATNALL BUILDING STE 104, WILMINGTON, DE, 19810, United States",3411 SILVERSIDE ROAD TATNALL BUILDING STE 104,WILMINGTON,DE,19810,United States,,,United States,United States,,
"PURE EDGE, INC.",Non-Stock,Active,,1320144,2022-09-03,109 ROYAL PALM WAY,PALM BEACH,United States,33480,FL,getmoving@pureedgeinc.org,Foreign,2019-09-03,CA,CA,False,False,False,False,False,,2021-11-10 00:10:27.6066667,Professional and Management Development Training (611430),611430.0,,2019-12-01,"PURE EDGE, INC.",,,,,,,,,,,United States,,,,,,
THERMIC INNOVATIONS LLC,LLC,Active,Ready for dissolution,1320145,2020-03-31,265A POST ROAD WEST,WESTPORT,United States,06880,CT,CSHERTS@OPTONLINE.NET,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:27.6066667,,,,,,,,,,,,,,,,,,,,,,
"RJM GROUP HOME IMPROVEMENT, LLC. / UNITED STATES",LLC,Active,,1320146,2022-03-31,160 HARVEST RIDGE ROAD,STRATFORD,United States,06614,CT,claudecrt@gmail.com,Foreign,2019-09-03,NY,NY,False,False,False,False,False,,2021-11-10 00:10:27.6066667,Residential Remodelers (236118),236118.0,,2019-09-06,"RJM GROUP HOME IMPROVEMENT, LLC. / UNITED STATES","941 MCLEAN AVENUE, SUITE 131, YONKERS, NY, 10704, United States","941 MCLEAN AVENUE, SUITE 131",YONKERS,NY,10704,"941MCLEAN AVENUE, SUITE 131, YONKERS, NY, 10704, United States","941MCLEAN AVENUE, SUITE 131",YONKERS,NY,10704,United States,,,United States,United States,,
"HARE AVIATION, LLC",LLC,Active,,1320147,2022-03-31,20 PARMALEE RD,HADDAM,United States,06438,CT,cbknowlton@comcast.net,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:27.6066667,Nonscheduled Chartered Passenger Air Transportation (481211),481211.0,,,,,,,,,,,,,,,,,,,,
"SOUND ENGINEERING ASSOCIATES, LLC",LLC,Active,,1320148,2022-03-31,403 NONOPOGE ROAD,FAIRFIELD,United States,06825,CT,tim@soundengineeringassociates.com,Domestic,2019-09-03,CT,Connecticut,False,True,False,False,False,,2021-11-10 00:10:27.6066667,Engineering Services (541330),541330.0,,,,,,,,,,,,,,,,,,,,
MELECIO ALVARADO ESCAMILLA LLC,LLC,Active,Ready for dissolution,1320150,2020-03-31,24 GOLDEN HILL RD,DANBURY,United States,06811,CT,JUANCARLOSHERNANDEZ1015@GMAIL.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:28.1200000,,,,,,,,,,,,,,,,,,,,,,
GAWEL FAMILY FARM LLC,LLC,Active,,1320151,2022-03-31,58 HICKS AVE,MERIDEN,United States,06450,CT,rob58g@aol.com,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.1200000,All Other Miscellaneous Crop Farming (111998),111998.0,,,,,,,,,,,,,,,,,,,,
"OOFOS, INC.",Stock,Active,,1320153,2022-09-03,350 GRANITE ST BLDG 2 2ND FLR,BRAINTREE,United States,02184,MA,managedreports@incorp.com,Foreign,2019-09-03,DE,DE,False,False,False,False,False,,2021-11-10 00:10:28.1200000,Footwear Manufacturing (316210),541990.0,,2019-09-03,"OOFOS, INC.",,,,,,,,,,,United States,,,,,,
AVLIS HOME LLC,LLC,Active,Ready for dissolution,1320154,2020-03-31,255 BERKELEY RD,FAIRFIELD,United States,06825,CT,DELAIGLESIAC@GMAIL.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:28.1200000,,,,,,,,,,,,,,,,,,,,,,
JON BOTT TENNIS LLC,LLC,Active,Annual report past due,1320155,2021-03-31,90 HARDING ROAD,OLD GREENWICH,United States,06870,CT,BOTTJ84@HOTMAIL.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.1200000,"Promoters of Performing Arts, Sports, and Similar Events with Facilities (711310)",711310.0,,,,,,,,,,,,,,,,,,,,
ZHININSUQUI CLEANING LLC,LLC,Active,Ready for dissolution,1320156,2020-03-31,137 DAVIS AVE,BRIDGEPORT,United States,06605,CT,ANTHONY@DURANGOAGENCY.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:28.1200000,,,,,,,,,,,,,,,,,,,,,,
TRAKAID INC,Stock,Active,Annual report past due,1320157,2021-09-03,36 BUCKHILL ROAD,EASTON,United States,06612,CT,PGUPTA@TRAKAID.COM,Domestic,2019-09-03,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:28.1200000,"Data Processing, Hosting, and Related Services (518210)",,10000.0,,,,,,,,,,,,,,,,,,,
KARA KIMBALL LLC,LLC,Active,Ready for dissolution,1320158,2020-03-31,59 VITTI STREET,NEW CANAAN,United States,06840,CT,KARA@COMBINEXFITNESS.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:28.1200000,,,,,,,,,,,,,,,,,,,,,,
"SABOR CASEIRO, LLC",LLC,Active,Annual report past due,1320159,2021-03-31,18 FEDERAL RD,DANBURY,United States,06810,CT,SABORCASEIRODANBORY@GMAIL.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.1200000,All Other Specialty Food Stores (445299),445299.0,,,,,,,,,,,,,,,,,,,,
DMR CLEANING LLC,LLC,Active,Ready for dissolution,1320160,2020-03-31,18 COLD SPRING RD,STAMFORD,United States,06905,CT,ANTHONY@DURANGOAGENCY.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:28.1200000,,,,,,,,,,,,,,,,,,,,,,
THE CENTER FOR CHRISTIAN INITIATIVE INC,Non-Stock,Active,Annual report past due,1320163,2021-03-31,17 MARNE ST. REAR,HAMDEN,United States,06514,CT,ROGERJOHNSON02@GMAIL.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:28.1200000,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,,,,,,,,,,,,,,,,,,,,
"ANGEL RENTAL PROPERTY, LLC",LLC,Active,,1320164,2022-03-31,141 WESTON STREET,HARTFORD,United States,06101,CT,angelrentalproperty.llc@gmail.com,Domestic,2019-09-03,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:28.1200000,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,,
PRETTY SMART INNOVATIONS LLC,LLC,Active,,1320171,2022-03-31,67 CROSS HWY,REDDING,United States,06896,CT,stacey@stimunail.com,Domestic,2019-09-03,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:30.8566667,Electronic Shopping and Mail-Order Houses (454110),454110.0,,,,,,,,,,,,,,,,,,,,
AM NUTRITION & HEALTH COACH LLC,LLC,Active,Annual report past due,1320172,2021-03-31,"274 FAIRFIELD AVENUE, APT 3E APT 3E",BRIDGEPORT,United States,06604,CT,info@astridmollernutrition.com,Foreign,2019-09-03,VA,VA,False,False,False,False,False,,2021-11-10 00:10:30.8566667,Other Personal Care Services (812199),812199.0,,2019-08-27,AM NUTRITION & HEALTH COACH LLC,"2022 TIMBERS HILL RD APT A, NORTH CHESTERFIELD, VA, 23235, United States",2022 TIMBERS HILL RD APT A,NORTH CHESTERFIELD,VA,23235,"2022 TIMBERS HILL RD APT A, NORTH CHESTERFIELD, VA, 23235, United States",2022 TIMBERS HILL RD APT A,NORTH CHESTERFIELD,VA,23235,United States,,,United States,United States,,
"BRITE NITES EAST, LLC",LLC,Active,Annual report past due,1320173,2021-03-31,6100 STRATLER ST,SALT LAKE CITY,United States,84107,UT,tony@britenites.com,Domestic,2019-09-03,UT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.8566667,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,,,,,
DIAMOND NAIL SPA LLC,LLC,Active,Annual report past due,1320174,2021-03-31,1 MELILLI PLAZA,MIDDLETOWN,United States,06457,CT,MING.ACCTAX@GMAIL.COM,Domestic,2019-09-03,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:30.8566667,Nail Salons (812113),,,,,,,,,,,,,,,,,,,,,
"CT BLAST SHOP, LLC",LLC,Active,,1320175,2022-03-31,30-A HULTENIUS STREET,PLAINVILLE,United States,06062,CT,ctblastshop@gmail.com,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.8566667,"Automotive Body, Paint, and Interior Repair and Maintenance (811121)",,,,,,,,,,,,,,,,,,,,,
DANBURY UPHOLSTERY LLC,LLC,Active,Annual report past due,1320176,2021-03-31,39 B MILL PLAIN ROAD,DANBURY,United States,06811,CT,WALBERTH1992@HOTMAIL.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.8566667,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,,,,,,,,,,,,,,,,,,,,
RHR HOLDINGS LLP,LLP,Active,Annual report past due,1320177,2020-09-03,248 EDGEWOOD ST,HARTFORD,United States,06112,CT,RHRHOLDINGSLLP@GMAIL.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.8566667,,,,,,,,,,,,,,,,,,,,,,
Y-NOT TRANSPORT LLC,LLC,Active,Ready for dissolution,1320178,2020-03-31,118 CATHERINE ST,HARTFORD,United States,06106,CT,ASANTIAGO09@HOTMAIL.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.8566667,,,,,,,,,,,,,,,,,,,,,,
"DOUBLE GREEN COMPANIES, INC.",Stock,Active,Annual report past due,1320179,2021-09-03,61 SHAKER COURT,GUILFORD,United States,06437,CT,christina@doublegreencircle.com,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:30.8566667,Wholesale Trade Agents and Brokers (425120),425120.0,1000.0,,,,,,,,,,,,,,,,,,,
FORTY THIEVES LLC,LLC,Active,Ready for dissolution,1320187,2020-03-31,171 B BRIDGE STREET,GROTON,United States,06340,CT,DIARMH@GMAIL.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:30.8566667,,,,,,,,,,,,,,,,,,,,,,
COLUMBUS RADIOLOGY PHYSICIANS LLC,LLC,Active,,1320188,2022-03-31,2400 EAST 17TH STREET,COLUMBUS,United States,47201,IN,SCOBB@OLSONCPAFIRM.COM,Foreign,2019-09-03,IN,IN,False,False,False,False,False,,2021-11-10 00:10:30.8566667,Offices of Physicians (except Mental Health Specialists) (621111),621111.0,,2019-11-01,COLUMBUS RADIOLOGY PHYSICIANS LLC,"2400 EAST 17TH STREET, COLUMBUS, IN, 47201, United States",2400 EAST 17TH STREET,COLUMBUS,IN,47201,"2400 EAST 17TH STREET, COLUMBUS, IN, 47201, United States",2400 EAST 17TH STREET,COLUMBUS,IN,47201,United States,,,United States,United States,,
"GOOD HARBOR GROUP, LLC",LLC,Active,Annual report past due,1320189,2021-03-31,"60 AUDUBON ROAD, SUITE B",WAKEFIELD,United States,01880,MA,RNORTON@GOODHARBORGROUP.COM,Foreign,2019-09-03,MA,MA,False,False,False,False,False,,2021-11-10 00:10:31.4333333,Other Computer Related Services (541519),541519.0,,2019-09-16,"GOOD HARBOR GROUP, LLC","60 AUDUBON ROAD, SUITE B, WAKEFIELD, MA, 01880, United States","60 AUDUBON ROAD, SUITE B",WAKEFIELD,MA,01880,"60 AUDUBON ROAD, SUITE B, WAKEFIELD, MA, 01880, United States","60 AUDUBON ROAD, SUITE B",WAKEFIELD,MA,01880,United States,,,United States,United States,,
"GFC ORNAMENTAL METALS & GLASS, LLC",LLC,Active,Ready for dissolution,1320190,2020-03-31,2200 JERICHO TURNPIKE,NEW HYDE PARK,United States,11040,NY,CARLO@GFC-OMG.COM,Foreign,2019-09-03,NY,NY,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:31.4333333,,,,2019-08-01,"GFC ORNAMENTAL METALS & GLASS, LLC",,,,,,,,,,,United States,,,,,,
TWC ENTERPRISES LLC,LLC,Active,Ready for dissolution,1320191,2020-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,NE@NORTHWESTREGISTEREDAGENT.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:31.4333333,,,,,,,,,,,,,,,,,,,,,,
200 MOUNTAIN RD LLC,LLC,Active,Annual report past due,1320192,2021-03-31,40 FAIRWOOD FARMS DRIVE,WEST HARTFORD,United States,06107,CT,susanclosetohome@yahoo.com,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:31.4333333,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,,,,,,,,
"BEYOND EXPECTATIONS PROPERTY MANAGEMENT, LLC",LLC,Active,,1320193,2022-03-31,84 INDIAN HARBOR DRIVE,GREENWICH,United States,06830,CT,skolbrenner@kolbrenneralexander.com,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:31.4333333,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,,
SOKANA3 LLC,LLC,Active,Ready for dissolution,1320194,2020-03-31,6 BLUEWATER LANE,WESTPORT,United States,06880,CT,SOKANA69@GMAIL.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:31.4333333,,,,,,,,,,,,,,,,,,,,,,
"LITTLES OF LANGDON, LLC",LLC,Active,,1320195,2022-03-31,107 CRYSTAL FALLS WAY,BERLIN,United States,06037,CT,zelek.ryan@gmail.com,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:31.4333333,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,
"CONTEMPORARY PROPERTIES, LLC",LLC,Active,,1320196,2022-03-31,1049 MOUNTAIN ROAD,BLOOMFIELD,United States,06002,CT,kareendwilson@gmail.com,Domestic,2019-09-03,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:31.4333333,Offices of Dentists (621210),,,,,,,,,,,,,,,,,,,,,
VITALE ELECTRIC LLC,LLC,Active,Ready for dissolution,1320197,2020-03-31,132 BOHEMIA ST,PLAINVILLE,United States,06062,CT,MIKE_VITALE28@YAHOO.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:31.4333333,,,,,,,,,,,,,,,,,,,,,,
"SUPERIOR RATE MORTGAGE OF NEW ENGLAND, LLC",LLC,Active,Ready for dissolution,1320198,2020-03-31,795 TURNPIKE STREET UNIT 201,NORTH ANDOVER,United States,01845,MA,BFINNEMORE@SRMORTGAGENE.COM,Foreign,2019-09-03,MA,MA,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:31.4333333,,,,2019-09-09,"SUPERIOR RATE MORTGAGE OF NEW ENGLAND, LLC","795 TURNPIKE STREET UNIT 201, NORTH ANDOVER, MA, 01845, United States",795 TURNPIKE STREET UNIT 201,NORTH ANDOVER,MA,01845,"795 TURNPIKE STREET UNIT 201, NORTH ANDOVER, MA, 01845, United States",795 TURNPIKE STREET UNIT 201,NORTH ANDOVER,MA,01845,United States,,,United States,United States,,
AMW FOREIGN CAR INC,Stock,Active,Annual report past due,1320199,2020-09-03,1247 STATE STREET,NEW HAVEN,United States,06511,CT,FOREIGNCARAMW@GMAIL.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:31.4333333,,,10000.0,,,,,,,,,,,,,,,,,,,
MARLO ENTERPRISES LLC,LLC,Active,,1320200,2022-03-31,29 BROOKMOOR ROAD,WEST HARTFORD,United States,06107,CT,longanbach@comcast.net,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:31.4333333,Other Direct Selling Establishments (454390),,,,,,,,,,,,,,,,,,,,,
1 MOUNTAIN RD LLC,LLC,Active,,1320202,2022-03-31,378 HALLADAY AVE E,SUFFIELD,United States,06078,CT,JEFF@JSWMEDIAINC.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:31.4333333,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,,,,,,,,
NEW HARTFORD LAWN CARE LLC,LLC,Active,Ready for dissolution,1320203,2020-03-31,124 LAIR RD,NEW HARTFORD,United States,06057,CT,G38AU3R07@GMAIL.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:31.4333333,,,,,,,,,,,,,,,,,,,,,,
GOOD WITCH LLC,LLC,Active,,1320204,2022-03-31,308 GREENLEY ROAD,NEW CANAAN,,06840,CT,LAURAMULLOY@GMAIL.COM,Domestic,2019-09-03,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:31.4333333,Advertising Agencies (541810),,,,,,,,,,,,,,,,,,,,,
XOORYA HOLDINGS INC,Stock,Active,,1320205,2022-09-03,83 Maple Ave,Greenwich,United States,06830-5621,CT,MOHANRS@HOTMAIL.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:31.4333333,Electrical Contractors and Other Wiring Installation Contractors (238210),,10000.0,,,,,,,,,,,,,,,,,,2021-09-01,
GREAT JOB CLEANING LLC,LLC,Active,Ready for dissolution,1320206,2020-03-31,65 HILLSIDE AVE,HARTFORD,United States,06106,CT,MONASPIKE@GMAIL.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:31.4333333,,,,,,,,,,,,,,,,,,,,,,
GUZMAN COMPANY LLC,LLC,Active,Ready for dissolution,1320207,2020-03-31,157 SHELTER ROCK ROAD UNIT 42,DANBURY,United States,06810,CT,CHRISTIANMULTI@HOTMAIL.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:31.4333333,,,,,,,,,,,,,,,,,,,,,,
JOHNNY MECHANIC LLC,LLC,Active,Ready for dissolution,1320208,2020-03-31,1285 SUCCESS AVE,STRATFORD,United States,06614-1978,CT,JONATHAN_SEGURA@YMAIL.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:31.4633333,,,,,,,,,,,,,,,,,,,,,,
FOREVER ROSE KARAOKE LLC,LLC,Active,Ready for dissolution,1320209,2020-03-31,256 TODD RD,WOLCOTT,United States,06716,CT,TIFFANYDYAMOND@HOTMAIL.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:31.4633333,,,,,,,,,,,,,,,,,,,,,,
HAVEN NOUVEAU LLC,LLC,Active,Ready for dissolution,1320210,2020-03-31,760 MIX AVE APT 1P,HAMDEN,United States,06514,CT,SHOPEDIEM@OUTLOOK.COM,Domestic,2019-09-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:31.4633333,"Corporate, Subsidiary, and Regional Managing Offices (551114)",711410.0,,,,,,,,,,,,,,,,,,,,
