name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,began_transacting_in_ct,billingcountry,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,naics_code,naics_sub_code,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,total_authorized_shares,mailing_jurisdiction_country,date_of_organization_meeting,category_survey_email_address,billing_unit,mailing_international_address
MTM COMMERCIAL MANAGEMENT (USA) LLC,LLC,Active,Ready for dissolution,1323149,2020-03-31,2960 POST ROAD,SOUTHPORT,06890,CT,,Foreign,2019-10-01,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.6833333,2019-09-11,,MTM COMMERCIAL MANAGEMENT (USA) LLC,,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808,",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,,,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808,",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,,,,,,,,
"MTLAURELPROPERTYINVESTORS, LLC",LLC,Active,Annual report past due,1323150,2021-03-31,2389 MAIN ST. STE 100,GLASTONBURY,06033,CT,MTLaurelPropertyInvestors@gmail.com,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7166667,,United States,,,,,,,,All Other Personal Services (812990),,,,,,,,,,,,,,
HSM PROPERTY INVESTMENTS LLC,LLC,Active,Ready for dissolution,1323151,2020-03-31,302 SYLVAN KNOLL RD,STAMFORD,06902,CT,EFILE1234@INCFILE.COM,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7166667,,United States,,,,,,,,,,,,,,,,,,,,,,
"LL INVESTMENTS OF CONNECTICUT, LLC",LLC,Active,Ready for dissolution,1323152,2020-03-31,315 HIGHLAND AVENUE STE 101,CHESHIRE,06410,CT,DAVID.DUBROW@GMAIL.COM,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7166667,,United States,,,,,,,,,,,,,,,,,,,,,,
BM DESIGN LLC,LLC,Active,Ready for dissolution,1323153,2020-03-31,21 PEAK STREET,STAMFORD,06905-1973,CT,BMS.BMDESIGN@GMAIL.COM,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7166667,,United States,,,,,,,,,,,,,,,,,,,,,,
ELF PHARMA CONSULTING LLC,LLC,Active,,1323154,2022-03-31,2 PEACH TREE LANE,NIANTIC,06357,CT,elfritze@gmail.com,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7166667,,United States,,,,,,,,Other Specialized Design Services (541490),541490.0,,,,,,,,,,,,,
"72ND AND YORK, INC.",Stock,Active,,1323155,2022-10-01,1334 YORK AVENUE,NEW YORK,10021,NY,Compliancemail@cscinfo.com,Foreign,2019-10-01,NY,NY,False,False,False,False,False,,2021-11-10 00:10:32.7166667,2019-10-01,United States,"72ND AND YORK, INC.",United States,,,,,,"Beer, Wine, and Liquor Stores (445310)",445310.0,,,,,,,,,,,,,
BAKATRAOREWILSON LLC,LLC,Active,Ready for dissolution,1323156,2020-03-31,55 IRON ST,LEDYARD,06339,CT,BAKAMOUSSA02@GMAIL.COM,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7166667,,United States,,,,,,,,,,,,,,,,,,,,,,
WEBS KITCHEN LLC,LLC,Active,Ready for dissolution,1323157,2020-03-31,565 RT 12,GROTON,06340,CT,DS.KITCHEN@YAHOO.COM,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7166667,,,,,,,,,,,,,,,,,,,,,,,,
AUXIL COURIER LLC,LLC,Active,Ready for dissolution,1323158,2020-03-31,191 HIGH STREET #C1,EAST HARTFORD,06011-1995,CT,BAAHNKETIAISAAC@GMAIL.COM,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7300000,,United States,,,,,,,,,,,,,,,,,,,,,,
LIVE LEARN PLAY CT INC,Stock,Active,,1323160,2022-10-01,31 SAINT ROCH AVE. 2ND FLOOR,GREENWICH,06830,CT,Livelearnplayct@gmail.com,Domestic,2019-10-01,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:32.7300000,,United States,,,,,,,,Child and Youth Services (624110),,,,,,,,,200.0,,,,,
L. MORISSETTE DRYWALL LLC,LLC,Active,Ready for dissolution,1323161,2020-03-31,18 REGENT TERRACE,MILFORD,06460,CT,,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7300000,,,,,,,,,,,,,,,,,,,,,,,,
"PSYCHOTHERAPY SERVICES, LLC",LLC,Dissolved,,1323163,2020-03-31,904 STATE STREET (LOWER LEVEL),NEW HAVEN,06511,CT,HECTOR.LIZCANO@GMAIL.COM,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7300000,,United States,,,,,,,,,,,,,,,,2021-06-25T00:00:00.000,,,,,,
ANTONIOS LANDSCAPING SERVICE LLC,LLC,Active,Ready for dissolution,1323165,2020-03-31,1994 MAIN ST 2ND FLR,BRIDEGEPORT,06604,CT,LOUISSACOTO@SBCGLOBAL.NET,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7300000,,United States,,,,,,,,,,,,,,,,,,,,,,
TINNTINA1 LLC,LLC,Active,,1323166,2022-03-31,19 PEACH LANE,EAST LYME,06333,CT,gxucpaaf@gmail.com,Domestic,2019-10-01,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:32.7300000,,United States,,,,,,,,Lessors of Other Real Estate Property (531190),531190.0,,,,,,,,,,,,,
"SUNSHINE ACCOMPLICES, LLC",LLC,Dissolved,,1323167,2020-03-31,30 DEER RUN LANE,GOSHEN,06756,CT,MJWASDO@HOTMAIL.COM,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7300000,,United States,,,,,,,,,,,,,,,,2020-12-29T00:00:00.000,,,,,,
CAVENDISH ADVISORS LLC,LLC,Active,,1323168,2022-03-31,130 WOODSIDE DRIVE,GREENWICH,06830,CT,pscherme@gmail.com,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7300000,,United States,,,,,,,,Offices of Other Holding Companies (551112),551112.0,,,,,,,,,,,,,
FORTRESS FENCING LLC,LLC,Active,,1323169,2022-03-31,402 JONES FERRY ROAD,CARRBORO,27510,NC,leslie@fortressfencingnc.com,Foreign,2019-10-01,NC,NC,False,False,False,False,False,,2021-11-10 00:10:32.7300000,2019-10-14,United States,FORTRESS FENCING LLC,United States,"402 JONES FERRY ROAD, CARRBORO, NC, 27510, United States",402 JONES FERRY ROAD,CARRBORO,NC,27510,All Other Specialty Trade Contractors (238990),238990.0,"402 JONES FERRY ROAD, CARRBORO, NC, 27510, United States",402 JONES FERRY ROAD,CARRBORO,NC,27510,United States,,,United States,,,,
"1029 BOSTON POST, LLC",LLC,Active,Ready for dissolution,1323170,2020-03-31,228 MAIN STREET,EAST HAVEN,06512,CT,ILHAMID@SBCGLOBAL.NET,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7300000,,United States,,,,,,,,,,,,,,,,,,,,,,
ENLISTIC LLC,LLC,Active,Ready for dissolution,1323171,2020-03-31,"177 STATE STREET, STE # 204 MAILBOX #4 STE # 204 MAILBOX #4",BRIDGEPORT,06604,CT,A.PARTIDA@OUTLOOK.COM,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7600000,,United States,,,,,,,,,,,,,,,,,,,,,,
CID FARMS LLC,LLC,Active,,1323173,2022-03-31,431 SALMON BROOK STREET,GRANBY,06035,CT,dlnewcomb22@gmail.com,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7600000,,United States,,,,,,,,Farm Supplies Merchant Wholesalers (424910),424910.0,,,,,,,,,,,,,
"TITLE CLEARING & ESCROW, LLC",LLC,Active,,1323174,2022-03-31,6102 S. MEMORIAL DRIVE,TULSA,74133,OK,ARS@RASI.COM,Foreign,2019-10-01,DE,DE,False,False,False,False,False,,2021-11-10 00:10:32.7600000,2019-10-01,United States,"TITLE CLEARING & ESCROW, LLC",United States,"9 E. LOOCKERMAN STREET SUITE 311, DOVER, DE, 19901, United States",9 E. LOOCKERMAN STREET SUITE 311,DOVER,DE,19901,"Other Direct Insurance (except Life, Health, and Medical) Carriers (524128)",524128.0,"9 E. LOOCKERMAN STREET SUITE 311, DOVER, DE, 19901, United States",9 E. LOOCKERMAN STREET SUITE 311,DOVER,DE,19901,United States,,,United States,,,,
WHITE GLOVE RESTORATION SOLUTIONS CORP,Stock,Active,Annual report past due,1323176,2020-10-01,14 BLOOMINGDALE AVE,GLOVERSVILLE,11779,NY,WHITEGLOVERS@AOL.COM,Foreign,2019-10-01,NY,NY,False,False,False,False,False,,2021-11-10 00:10:32.7600000,2019-10-01,United States,WHITE GLOVE RESTORATION SOLUTIONS CORP,United States,,,,,,,,,,,,,,,,,,,,
A CHANG JIANG CHINESE RESTAURANT INC,Stock,Active,,1323177,2022-08-12,112 MAIN STREET,EAST HARTFORD,06118,CT,SELIN@ZZAUSA.COM,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7600000,,United States,,,,,,,,Limited-Service Restaurants (722513),,,,,,,,,200.0,,2019-10-01,,,
4 WHEEL REPAIR LLC,LLC,Active,Annual report due,1323178,2021-03-31,8 NORTH ST,DANBURY,06810,CT,FOURWHEELREPAIR@GMAIL.COM,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7600000,,United States,,,,,,,,All Other Automotive Repair and Maintenance (811198),,,,,,,,,,,,,,
ELLINGTON GROWN LLC,LLC,Dissolved,,1323179,2021-03-31,70 LOWER BUTCHER ROAD,ELLINGTON,06029,CT,horsepowerengineering@yahoo.com,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7600000,,United States,,,,,,,,All Other Miscellaneous Crop Farming (111998),111998.0,,,,,,,2021-03-15T00:00:00.000,,,,,,
"UPLIFT TRAVEL SERVICES, INC.",Stock,Active,,1323181,2022-10-01,440 N Wolfe Rd,Sunnyvale,94085-3869,CA,STAR@VCORPSERVICES.COM,Foreign,2019-10-01,DE,DE,False,False,False,False,False,,2021-11-10 00:10:32.7600000,2019-09-25,United States,"UPLIFT, INC.",United States,,,,,,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,
SEM LIMITE RESTAURANT LLC,LLC,Active,Annual report past due,1323183,2021-03-31,355 JAMES ST,BRIDGEPORT,06604,CT,ATLANTISLLC@GMAIL.COM,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7600000,,United States,,,,,,,,Limited-Service Restaurants (722513),,,,,,,,,,,,,,
ROOFING SERVICES LLC,LLC,Active,Ready for dissolution,1323184,2020-03-31,870 WILLIAM ST,BRIDGEPORT,06608-1034,CT,INFO@ROOFINGSERV.COM,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7600000,,United States,,,,,,,,,,,,,,,,,,,,,,
EFRAIN BARRAGAN HERNANDEZ LLC,LLC,Active,Ready for dissolution,1323185,2020-03-31,14 WEST ST UNIT 7,DANBURY,06810,CT,MULTISERVICE@7STATECT.COM,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7600000,,United States,,,,,,,,,,,,,,,,,,,,,,
HOME PARTNERS REALTY MANAGEMENT LLC,LLC,Active,,1323186,2022-03-31,120 S. RIVERSIDE PLAZA SUITE 2000,CHICAGO,60606,IL,legal@homepartners.com,Foreign,2019-10-01,DE,DE,False,False,False,False,False,,2021-11-10 00:10:32.7600000,2019-09-25,United States,HOME PARTNERS REALTY MANAGEMENT LLC,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,Residential Property Managers (531311),531311.0,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,United States,,,,
VINTAGE CHARM RENTALS LLC,LLC,Active,Annual report past due,1323187,2021-03-31,"298 COOK AVENUE, 3RD FL",MERIDEN,06451,CT,martinezmcindy@yahoo.com,Domestic,2019-10-01,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:32.7600000,,United States,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,
FTR TECH LLC,LLC,Active,,1323188,2022-03-31,159 PARK AVENUE,WINDSOR,06095,CT,contact@getftr.com,Domestic,2019-10-01,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:32.7600000,,United States,,,,,,,,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,,,,,,,,,,,,,
CHIRINOS SERVICES LLC,LLC,Active,Ready for dissolution,1323189,2020-03-31,182 MOUNTAUK AVE APT 1,NEW LONDON,06320,CT,MULTISERVICIOSHISP@GMAIL.COM,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7600000,,United States,,,,,,,,,,,,,,,,,,,,,,
TAKE AWAY MARKET LLC,LLC,Active,Ready for dissolution,1323191,2020-03-31,983 BOSTON POST ROAD,WEST HAVEN,06516,CT,ZIAD_HADDAD@LIVE.COM,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.8100000,,United States,,,,,,,,,,,,,,,,,,,,,,
"ASPIRE TECHNOLOGY PARTNERS, LLC",LLC,Active,Annual report past due,1323192,2021-03-31,25 JAMES WAY,EATONTOWN,07724,NJ,contracts@aspiretransforms.com,Foreign,2019-10-01,NJ,NJ,False,False,False,False,False,,2021-11-10 00:10:32.8100000,2019-10-01,United States,"ASPIRE TECHNOLOGY PARTNERS, LLC",United States,"25 JAMES WAY, EATONTOWN, NJ, 07724, United States",25 JAMES WAY,EATONTOWN,NJ,07724,Other Computer Related Services (541519),541519.0,"25 JAMES WAY, EATONTOWN, NJ, 07724, United States",25 JAMES WAY,EATONTOWN,NJ,07724,United States,,,United States,,,,
KABUL SERVICES LLC,LLC,Active,Ready for dissolution,1323201,2020-03-31,730 GEORGE STREET APT #503,NEW HAVEN,06511,CT,FAHIM_NABIZADA@YAHOO.COM,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.8100000,,,,,,,,,,,,,,,,,,,,,,,,
MANCHESTER ST LLC,LLC,Active,,1323203,2022-03-31,770 MAIN ST,MANCHESTER,06040,CT,mosman099@gmail.com,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.8100000,,United States,,,,,,,,Convenience Stores (445120),,,,,,,,,,,,,,
NEW SONG CHURCH,Religious,Active,,1323204,,No information provided,,,,,Domestic,2019-10-01,,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.8100000,,,,,,,,,,,,,,,,,,,,,,,,
68 RUELA LLC,LLC,Dissolved,,1323208,2020-03-31,1700 DIXWELL AVE,HAMDEN,06514,CT,ALPHAHOLDINGSCT@GMAIL.COM,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.8100000,,United States,,,,,,,,,,,,,,,,2021-02-02T00:00:00.000,,,,,,
230 NORTH MAIN STREET LLC,LLC,Active,Ready for dissolution,1323211,2020-03-31,12 BONNA STREET,BEACON FALLS,06403,CT,RBRADLEY04@SNET.NET,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:33.3866667,,United States,,,,,,,,,,,,,,,,,,,,,,
MARKENT LLC,LLC,Active,Annual report past due,1323212,2021-03-31,775 OVERHILL DR,SUFFIELD,06078,CT,ct-reports@statefilings.in,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.3866667,,United States,,,,,,,,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,
SOMERS MOUNTAIN PROPERTIES LLC,LLC,Active,,1323214,2022-03-31,24 GULF ROAD,SOMERS,06071,CT,murks4@sbcglobal.net,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.3866667,,United States,,,,,,,,Lessors of Other Real Estate Property (531190),531190.0,,,,,,,,,,,,,
COLLABORATION LIFESTYLE & SPORTS LLC,LLC,Active,,1323218,2022-03-31,130 MAIN ST UNIT E3,NORWALK,06851,CT,nickgriffith89@gmail.com,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.3866667,,United States,,,,,,,,Electronic Shopping and Mail-Order Houses (454110),454110.0,,,,,,,,,,,,,
INDIGO FARMS LLC,LLC,Active,Ready for dissolution,1323277,2020-03-31,27 EDDY ST,AVON,06001,CT,DAVIDMORGAN28@GMAIL.COM,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:34.0433333,,United States,,,,,,,,,,,,,,,,,,,,,,
MULTILATINO LLC,LLC,Active,,1323375,2022-03-31,20 Vollmer Ave,Norwalk,06851-4132,CT,rafavi25@hotmail.com,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:34.7633333,,United States,,,,,,,,Other Services Related to Advertising (541890),541890.0,,,,,,,,,,,,,
MEW MANAGEMENT SERVICES INC.,Stock,Active,,1323441,2022-05-24,153 BOSTON POST RD 1046,EAST LYME,06333,CT,INFO@MEWMANAGEINC.COM,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.6833333,,United States,,,,,,,,Administrative Management and General Management Consulting Services (541611),,,,,,,,,100.0,,,,,
EAST ROCK LLC,LLC,Active,Ready for dissolution,1323469,2020-03-31,42 HOLLOW BROOK ROAD,WINDSOR,06095,CT,PROSTS1@ME.COM,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7300000,,United States,,,,,,,,,,,,,,,,,,,,,,
TRIPLE MOON TAROT AND TREASURES LLC,LLC,Dissolved,,1323180,2021-03-31,60 UPSON STREET FLOOR 2,BRISTOL,06010,CT,triplemoontarotandtreasures@gmail.com,Domestic,2019-10-01,CT,Connecticut,True,False,False,True,False,,2021-11-10 00:06:25.9933333,,United States,,,,,,,,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,,,,,,,2020-09-16T00:00:00.000,,,,,,
"ACHIEVE WELLNESS CHIROPRACTIC, LLC",LLC,Dissolved,,1323213,2020-03-31,210 MAIN ST,OLD SAYBROOK,06475,CT,DRRACHEL@ACHIEVEWELLNESSCT.COM,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:26.9666667,,United States,,,,,,,,,,,,,,,,2020-03-16T00:00:00.000,,,,,,
RESOLUTE WALLINGFORD LLC,LLC,Dissolved,,1323159,2020-03-31,329 MAIN STREET SUITE 212,WALLINGFORD,06492,CT,TOBACKPERIO@GMAIL.COM,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:39.5633333,,,,,,,,,,,,,,,,,,2020-03-03T00:00:00.000,,,,,,
KLC PROPERTY MANAGEMENT LLC,LLC,Dissolved,,1323090,2020-03-31,692 KILLINGWORTH RD.,HIGGANUM,06441,CT,MICHAELKELSEY834@GMAIL.COM,Domestic,2019-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:49.5333333,,United States,,,,,,,,,,,,,,,,2020-04-13T00:00:00.000,,,,,,
CT CONNECTORS LLC,LLC,Dissolved,,1323091,2021-03-31,59 MOUNTFORD ST,HARTFORD,06114,CT,changfamily2009@hotmail.com,Domestic,2019-10-01,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:04:55.3500000,,United States,,,,,,,,All Other Personal Services (812990),,,,,,,,2020-06-30T00:00:00.000,,,,,,
VO2 CAPITAL LLC,LLC,Active,Annual report past due,1323172,2021-03-31,177 CHICHESTER RD,NEW CANAAN,06840,CT,gui.decca@vo2cap.com,Domestic,2019-10-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.7600000,,United States,,,,,,,,Other Financial Vehicles (525990),525990.0,,,,,,,,,,,,,
"51 CHURCH, LLC",LLC,Active,Ready for dissolution,1323175,2020-03-31,51 CHURCH STREET,GROTON,06340,CT,,Domestic,2019-10-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.7600000,,,,,,,,,,,,,,,,,,,,,,,,
"COMMONEO, LLC",LLC,Active,,1323182,2022-03-31,50170 SCHOENHERR ROAD,SHELBY TOWNSHIP,48315,MI,BARRY.OLSON@COMMONEO.NET,Foreign,2019-10-02,DE,DE,False,False,False,False,False,,2021-11-10 00:10:32.7600000,2019-09-12,United States,"COMMONEO, LLC",United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808,",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,Temporary Help Services (561320),561320.0,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,,,,
PAW PRINTS OF YONKERS LLC,LLC,Active,Ready for dissolution,1323190,2020-03-31,122 RIVER RD EXT SUITE A,COS COB,06807,CT,STORMAKIN@GMAIL.COM,Domestic,2019-10-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.8100000,,United States,,,,,,,,,,,,,,,,,,,,,,
"BIRDIE BARN, LLC",LLC,Dissolved,,1323193,2021-03-31,30 FAIRVIEW ST,SIMSBURY,06070,CT,M.Lindberg7@gmail.com,Domestic,2019-10-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:32.8100000,,United States,,,,,,,,Golf Courses and Country Clubs (713910),713910.0,,,,,,,2021-08-23T00:00:00.000,,,,,,
GGC LAFAYETTE PUTNAM LLC,LLC,Active,,1323194,2022-03-31,1123 BROADWAY STE 201,NEW YORK,10010,NY,MELLIS@LPC.COM,Foreign,2019-10-02,DE,DE,False,False,False,False,False,,2021-11-10 00:10:32.8100000,2019-10-16,United States,GGC LAFAYETTE PUTNAM LLC,United States,"1209 ORANGE ST, WILMINGTON, DE, 1801,",1209 ORANGE ST,WILMINGTON,DE,1801,Other Activities Related to Real Estate (531390),531390.0,"1209 ORANGE ST, WILMINGTON, DE, 19801, United States",1209 ORANGE ST,WILMINGTON,DE,19801,United States,,,,,,,
JUAN LOPEZ CRUZ LLC,LLC,Active,Ready for dissolution,1323195,2020-03-31,36  HALLOWEEN BLVD,STAMFORD,06902,CT,,Domestic,2019-10-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.8100000,,United States,,,,,,,,,,,,,,,,,,,,,,
PNC REALTY & MANAGEMENT LLC,LLC,Active,Ready for dissolution,1323198,2020-03-31,9 EDGEWOOD AVE,YONKERS,10704,NY,PNCREALTY.MGT@GMAIL.COM,Foreign,2019-10-02,NY,NY,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:32.8100000,2019-10-02,United States,PNC REALTY & MANAGEMENT LLC,United States,,,,,,,,,,,,,,,,,,,,
EVERSOURCE LLC,LLC,Active,,1323199,2022-03-31,400 NORTHRIDGE ROAD SUITE 600,SANDY SPRINGS,30350,GA,patty.carpenter@compass-usa.com,Foreign,2019-10-02,GA,GA,False,False,False,False,False,,2021-11-10 00:10:32.8100000,2019-10-01,United States,EVERSOURCE LLC,United States,"C/O CSC 40 TECHNOLOGY OKWY SOUTH #300, NORCROSS, GA, 30092, United States",C/O CSC 40 TECHNOLOGY OKWY SOUTH #300,NORCROSS,GA,30092,Food Service Contractors (722310),722310.0,"C/O CSC 40 TECHNOLOGY OKWY SOUTH #300, NORCROSS, GA, 30092, United States",C/O CSC 40 TECHNOLOGY OKWY SOUTH #300,NORCROSS,GA,30092,United States,,,United States,,,,
CEB ALLIANCE LLC,LLC,Active,,1323215,2022-03-31,"5 RIVER RD., SUITE 240",WILTON,06897,CT,franks@ceballiance.com,Domestic,2019-10-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.3866667,,United States,,,,,,,,Commodity Contracts Brokerage (523140),523140.0,,,,,,,,,,,,,
"SEA LARK REALTY, INC.",Stock,Active,,1323216,2022-10-02,777 AMITY ROAD,BETHANY,06524,CT,sealarkweb@optonline.net,Domestic,2019-10-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:33.3866667,,United States,,,,,,,,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,5000.0,,,sealarkweb@optonline.net,,
45 BOWE AVE LLC,LLC,Active,No Agent,1323217,2021-03-31,12313 25TH AVE 2ND FL,COLLEGE POINT,11356,NY,vanessagon0408@icloud.com,Domestic,2019-10-02,NY,Connecticut,True,False,True,False,False,Failure to appoint or maintain an agent for service,2021-11-10 00:10:33.3866667,,United States,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,
