name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,naics_code,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_country,naics_sub_code,dissolution_date,category_survey_email_address,total_authorized_shares,date_of_organization_meeting,billing_unit,mailing_jurisdiction_3,office_jurisdiction_3
HFC BROTHERS LLC,LLC,Active,,1329012,2022-03-31,271 FARMINGTON AVE,HARTFORD,United States,06105,CT,sbforhad@yahoo.com,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:37.4666667,,,,,,,,,Limited-Service Restaurants (722513),,,,,,,,722513.0,,,,,,,
SRS CONSTRUCTION LLC,LLC,Active,Ready for dissolution,1329013,2020-03-31,74 S WHITNEY ST APT 2 FL,HARTFORD,United States,06106,CT,GENERALHELPCT@GMAIL.COM,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:37.4666667,,,,,,,,,,,,,,,,,,,,,,,,
LOCAL MAID LLC,LLC,Dissolved,,1329015,2021-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,nicholas.johnson78@gmail.com,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:37.4666667,,,,,,,,,Janitorial Services (561720),,,,,,,,561720.0,2021-02-23T00:00:00.000,,,,,,
CT PROPERTY LINK LLC,LLC,Active,Ready for dissolution,1329016,2020-03-31,575 HIGHLAND AVENUE,CHESHIRE,United States,06410,CT,TED@LANZAROCPA.COM,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:37.4666667,,,,,,,,,,,,,,,,,,,,,,,,
WILSON LANDSCAPING SERVICES LLC,LLC,Active,Ready for dissolution,1329017,2020-03-31,14 FOSTER STREET APT 1,DANBURY,,06810,CT,CHRISTIANMULTI@HOTMAIL.COM,Domestic,2019-12-02,CT,Connecticut,False,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:37.4666667,,,,,,,,,,,,,,,,,,,,,,,,
REVAMP NUTRITION LLC,LLC,Active,Ready for dissolution,1329018,2020-03-31,247 HAZARD AVE. #3,ENFIELD,United States,06082,CT,REVAMPNUTRITION@YAHOO.COM,Domestic,2019-12-02,CT,Connecticut,True,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:37.4666667,,,,,,,,,,,,,,,,,,,,,,,,
RAG HOLDINGS LLC,LLC,Active,Ready for dissolution,1329019,2020-03-31,16 PALACE PLACE,PORT CHESTER,,10573,NY,APRIL@APRISGASPARINO.COM,Foreign,2019-12-02,NY,NY,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:37.4666667,2019-12-01,RAG HOLDINGS LLC,,"16 PALACE PLACE, PORT CHESTER, NY, 10573,",16 PALACE PLACE,PORT CHESTER,NY,10573,,"16 PALACE PLACE, PORT CHESTER, NY, 10573,",16 PALACE PLACE,PORT CHESTER,NY,10573,,,,,,,,,,
SPS CONSTRUCTION LLC,LLC,Active,Ready for dissolution,1329020,2020-03-31,22 SUMMIT ST APT 2,DANBURY,United States,06810,CT,GENERALHELPCT@GMAIL.COM,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:37.4666667,,,,,,,,,,,,,,,,,,,,,,,,
CT TRADERS LLC,LLC,Active,Ready for dissolution,1329021,2020-03-31,40 GLEN RD,MANCHESTER,United States,06051,CT,MANINDERARORA67@GMAIL.COM,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:37.4666667,,,,,,,,,,,,,,,,,,,,,,,,
ROXANA SERVICES LLC,LLC,Active,Ready for dissolution,1329022,2020-03-31,98 STILLWATER AVE,STAMFORD,United States,06902,CT,ENAJULISSA@GMAIL.COM,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:37.4666667,,,,,,,,,,,,,,,,,,,,,,,,
L SPA LLC,LLC,Active,Ready for dissolution,1329023,2020-03-31,1575 BOSTON POST RD,GUILFORD,United States,06437,CT,LISA.KURPIT@GMAIL.COM,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:37.4666667,,,,,,,,,,,,,,,,,,,,,,,,
JOSE UGARTE SERVICES LLC,LLC,Active,Ready for dissolution,1329024,2020-03-31,45 TRUMAN ST,NEW HAVEN,United States,06519,CT,ENAJULISSA@GMAIL.COM,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:37.4666667,,,,,,,,,,,,,,,,,,,,,,,,
PROSODY SOUND RECORDING STUDIO LLC,LLC,Dissolved,,1329026,2021-03-31,392 ELM STREET - E2,WEST HAVEN,United States,06516,CT,billbarnett90@gmail.com,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:38.1533333,,,,,,,,,Sound Recording Studios (512240),,,,,,,,512240.0,2021-03-30T00:00:00.000,,,,,,
"PERVAE, LLC",LLC,Active,,1329027,2022-03-31,403 WOODHOUSE AVE,WALLINGFORD,United States,06492,CT,bj@pervae.com,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:38.1533333,,,,,,,,,Marketing Consulting Services (541613),,,,,,,,541613.0,,,,,,,
SOUTHBURY MIDDLEBURY AQUATIC COMMUNITY INC.,Non-Stock,Active,First report due,1329028,2021-12-02,No information provided,,,,,JCB@BALDELLICPA.COM,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:38.1533333,,,,,,,,,,,,,,,,,,,,,,,,
"METRO TOD, LLC",LLC,Active,Ready for dissolution,1329029,2020-03-31,42 CHERRY STREET SECOND FLOOR,MILFORD,United States,06460,CT,DJC@METROSTARPROPERTIES.COM,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:38.1533333,,,,,,,,,,,,,,,,,,,,,,,,
JPRODUCT LLC,LLC,Dissolved,,1329030,2021-03-31,3 ELAINE DR.,STAMFORD,United States,06902,CT,ct-reports@statefilings.in,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:38.1533333,,,,,,,,,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,454110.0,2021-04-09T00:00:00.000,,,,,,
CTC TRUCKING LLC,LLC,Active,Annual report past due,1329031,2021-03-31,167 COE AVE,EAST HAVEN,United States,06512,CT,ctctruckingllc2019@gmail.com,Domestic,2019-12-02,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:38.1533333,,,,,,,,,"Corporate, Subsidiary, and Regional Managing Offices (551114)",,,,,,,,551114.0,,,,,,,
"MONARCH COUNSELING GROUP, LLC",LLC,Active,,1329032,2022-03-31,32 LINDEN ST.,WATERBURY,United States,06702,CT,joegutman1@gmail.com,Domestic,2019-12-02,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:38.1533333,,,,,,,,,Offices of Mental Health Practitioners (except Physicians) (621330),,,,,,,,621330.0,,,,,,,
"THOMEN INSPECTIONS, LLC",LLC,Active,Annual report past due,1329033,2021-03-31,15 ROCKY ROAD WEST,HARWINTON,United States,06791,CT,thomenbrian@gmail.com,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:38.1533333,,,,,,,,,Building Inspection Services (541350),,,,,,,,,,,,,,,
AMF CONSULTING LLC,LLC,Active,Ready for dissolution,1329034,2020-03-31,4 RESERVOIR VIEW DRIVE,NEW FAIRFIELD,,06812,CT,NYSPINALIMPLANTS@YAHOO.COM,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:38.1533333,,,,,,,,,,,,,,,,,,,,,,,,
"THE BODY FACTORY, LLC",LLC,Active,Ready for dissolution,1329036,2020-03-31,953 DIXWELL AVENUE SUITE 14,HAMDEN,United States,06514,CT,BODYWORKERS@GMAIL.COM,Domestic,2019-12-02,CT,Connecticut,True,False,True,False,False,Failure to file Annual Report,2021-11-10 00:10:38.1533333,,,,,,,,,,,,,,,,,,,,,,,,
TORQUE LLC,LLC,Active,,1329037,2022-03-31,24 EAST LIBERTY STREET,CHESTER,United States,06412,CT,carolriordan2019@gmail.com,Domestic,2019-12-02,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:38.1533333,,,,,,,,,"Independent Artists, Writers, and Performers (711510)",,,,,,,,711510.0,,,,,,,
EDGAR GOMEZ YANZA LLC,LLC,Active,Ready for dissolution,1329038,2020-03-31,66 WARREN ST #3,STAMFORD,United States,06902,CT,LISSETTE_TRRS@YAHOO.COM,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:38.1533333,,,,,,,,,,,,,,,,,,,,,,,,
MILESTONE APARTMENTS LLC,LLC,Active,,1329039,2022-03-31,428 EAST MAIN STREET,BRIDGEPORT,United States,06605,CT,adanorwalk@yahoo.com,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:38.1533333,,,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,
"20 BEACH STREET, LLC",LLC,Active,,1329040,2022-03-31,274 PLEASANT VIEW TERRACE,HANOVER,United States,06350,CT,cjewell@collins-jewell.com,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:38.1533333,,,,,,,,,Residential Property Managers (531311),,,,,,,,,,,,,,,
J & M INTERIORS LLC,LLC,Active,Ready for dissolution,1329041,2020-03-31,57 LAUREL ST,PUTNAM,United States,06260,CT,JEFFPAG@HOTMAIL.COM,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:38.1533333,,,,,,,,,,,,,,,,,,,,,,,,
E. MAIN ST LLC,LLC,Active,Ready for dissolution,1329042,2020-03-31,85-31 88TH STREET,WOODHAVEN,United States,11421,NY,NEWHORIZONREGLAZING@GMAIL.COM,Domestic,2019-12-02,NY,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:38.1533333,,,,,,,,,,,,,,,,,,,,,,,,
MY FERTILITY (SA) LLC,LLC,Dissolved,,1329043,2021-03-31,41 WOLFPIT AVENUE APT 1K,NORWALK,United States,06851,CT,yankeevan2000@gmail.com,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:38.1533333,,,,,,,,,All Other Personal Services (812990),,,,,,,,812990.0,2021-02-09T00:00:00.000,,,,,,
SPINNY FING LLC,LLC,Dissolved,,1329044,2021-03-31,1688 MUSSO VIEW AVENUE,CHESHIRE,United States,06410,CT,tomor321@gmail.com,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:38.1833333,,,,,,,,,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,454110.0,2021-02-18T00:00:00.000,,,,,,
KP AUTO TRUCKING LLC,LLC,Active,Ready for dissolution,1329045,2020-03-31,3 VERNON ST,WEST HAVEN,United States,06516,CT,SHAVAUNMCCALLUM@ICLOUD.COM,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:38.1833333,,,,,,,,,,,,,,,,,,,,,,,,
"446 SOUNDVIEW, LLC*",LLC,Active,Ready for dissolution,1329059,2020-03-31,820 ORCHARD ROAD,KENSINGTON,United States,06037,CT,JPREECE@FJHUBENY.COM,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:38.1833333,,,,,,,,,,,,,,,,,,,,,,,,
UNDER CONSTUCTION & LANDSCAPING LIMITED LIABILITY COMPANY,LLC,Active,Ready for dissolution,1329060,2020-03-31,181 WILLOWCREST DR,WINDSOR,United States,06095,CT,EFILE1234@INCFILE.COM,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:38.1833333,,,,,,,,,,,,,,,,,,,,,,,,
CONNECTICUT MARVELS WRESTLING CLUB INC.,Non-Stock,Active,,1329073,2022-08-08,30 Cloverly Cir,Norwalk,United States,06855-2130,CT,HAUSRANDY@YAHOO.COM,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.4666667,,,,,,,,,Sports and Recreation Instruction (611620),,,,,,,,,,,,2019-12-02,,,
"SOUTHBURY STORAGE PROPERTY, LLC",LLC,Active,,1329077,2022-03-31,82 POVERTY RD,SOUTHBURY,United States,06488,CT,rob@southburystorage.com,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:35.4666667,,,,,,,,,Lessors of Other Real Estate Property (531190),,,,,,,,531130.0,,,,,,,
JOE'S BAR & GRILL LLC,LLC,Active,Ready for dissolution,1329079,2020-03-31,10 LAURA LANE,NEW HAVEN,United States,06512,CT,JOEDELEONE21@GMAIL.COM,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4666667,,,,,,,,,,,,,,,,,,,,,,,,
"TELEPHYS, INC.",Stock,Active,,1329081,2022-12-02,13663 PROVIDENCE ROAD #391,WEDDINGTON,United States,28104,NC,phitalia@gmail.com,Foreign,2019-12-02,DE,DE,False,False,False,False,False,,2021-11-10 00:10:35.4666667,2019-12-02,"TELEPHYS, INC.",United States,,,,,,Medical Laboratories (621511),,,,,,,,621511.0,,,,,,,
FARINA REALTY LLC,LLC,Active,Ready for dissolution,1329101,2020-03-31,592 SOUTH MAIN STREET,WEST HARTFORD,United States,06110,CT,MIGUEL.CORREA@SUNRISETAX.NET,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.5433333,,,,,,,,,,,,,,,,,,,,,,,,
CONNECTICUT WATER POLO CLUB LLC,LLC,Active,,1329118,2022-03-31,12 FREMONT PLACE,NORWALK,United States,06851,CT,mr.sierra@hotmail.com,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.0600000,,,,,,,,,Sports Teams and Clubs (711211),,,,,,,,,,,,,,,
ELLEN HOGAN INC.,Stock,Active,First report due,1329125,2021-12-02,No information provided,,,,,ELLEN@KENNYSCARPETONE.COM,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.0600000,,,,,,,,,,,,,,,,,,,,1000.0,,,,
DEEN CONSULTING LLC,LLC,Active,Ready for dissolution,1329126,2020-03-31,117 SUNMEADOW DRIVE,EAST BERLIN,United States,06023,CT,MARCULAN@COMCAST.NET,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:36.0600000,,,,,,,,,,,,,,,,,,,,,,,,
29 NORMANDY LLC,LLC,Active,,1329161,2022-03-31,C/O SHEP MURRAY FAMILY OFFICE 181 HARBOR DRIVE,STAMFORD,United States,06902,CT,jennifer@murrayfamilyoffices.com,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:36.1366667,,,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,
BLUE SEA HOLDINGS LLC,LLC,Active,Ready for dissolution,1329275,2020-03-31,86 DOVER RD.,WEST HARTFORD,United States,06119-1214,CT,DLIEBO@GMAIL.COM,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:37.3866667,,,,,,,,,,,,,,,,,,,,,,,,
675-701 S MAIN ST LLC,LLC,Active,Annual report past due,1329086,2021-03-31,680 E MAIN ST UNIT #1145,STAMFORD,United States,06901,CT,qxqproperties@gmail.com,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,Failure to appoint or maintain an agent for service,2021-11-10 00:06:02.8600000,,,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,,2020-07-31T00:00:00.000,,,,,,
ABC SIGNATURE LLC,LLC,Withdrawn,,1329035,2020-03-31,187 E WARM SPRINGS RD SUITE B459,LAS VEGAS,United States,89119,NV,INFO@ABCSIGNATURE.COM,Foreign,2019-12-02,NV,NV,False,False,False,False,False,,2021-11-10 00:06:06.0633333,2019-12-02,ABC SIGNATURE LLC,United States,"187 E WARM SPRINGS RD SUITE B459, LAS VEGAS, NV, 89119, United States",187 E WARM SPRINGS RD SUITE B459,LAS VEGAS,NV,89119,,"187 E WARM SPRINGS RD SUITE B459, LAS VEGAS, NV, 89119, United States",187 E WARM SPRINGS RD SUITE B459,LAS VEGAS,NV,89119,United States,United States,,,,,,,,
NEW ROLLING MOO LLC,LLC,Dissolved,,1328970,2020-03-31,1700 POST RD UNIT # 2D,FAIRFIELD,United States,06824,CT,JTAPIA829@GMAIL.COM,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:08.1333333,,,,,,,,,,,,,,,,,,2020-10-26T00:00:00.000,,,,,,
675-701 S MAIN ST MGMT LLC,LLC,Active,Annual report past due,1329097,2021-03-31,"680 E MAIN STREET, UNIT #1145",STAMFORD,United States,06901,CT,qxqproperties@gmail.com,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,Failure to appoint or maintain an agent for service,2021-11-10 00:04:26.9366667,,,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,,2020-07-31T00:00:00.000,,,,,,
EMPLOYERS NETWORK SYSTEMS LLC,LLC,Withdrawn,,1328956,2020-03-31,4320 WINFIELD ROAD STE 125,WARRENVILLE,United States,60555,IL,JOHN.KLACZA@IDILUS.COM,Foreign,2019-12-02,IL,IL,False,False,False,False,False,,2021-11-10 00:04:41.5000000,2019-12-02,EMPLOYERS NETWORK SYSTEMS LLC,United States,"4320 WINFIELD ROAD STE 125, WARRENVILLE, IL, 60555, United States",4320 WINFIELD ROAD STE 125,WARRENVILLE,IL,60555,,"4320 WINFIELD ROAD STE 125, WARRENVILLE, IL, 60555, United States",4320 WINFIELD ROAD STE 125,WARRENVILLE,IL,60555,United States,United States,,,,,,,,
D-LISH LLC,LLC,Dissolved,,1329014,2020-03-31,284 SHORE ROAD,OLD LYME,United States,06371,CT,203LUIGI@GMAIL.COM,Domestic,2019-12-02,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:05:48.2766667,,,,,,,,,,,,,,,,,,2019-12-11T00:00:00.000,,,,,,
MIGUELVISTORE LLC,LLC,Dissolved,,1329061,2020-03-31,115 PARK AVE UNIT 18,DANBURY,United States,06810,CT,EFILE1234@INCFILE.COM,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:42.9433333,,,,,,,,,,,,,,,,,,2020-03-16T00:00:00.000,,,,,,
CURTINS CRITTERS LLC,LLC,Dissolved,,1329004,2020-03-31,84 HOBSON STREET,STAMFORD,United States,06902,CT,FILING@ACS123.COM,Domestic,2019-12-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:48.1000000,,,,,,,,,,,,,,,,,,2019-12-05T00:00:00.000,,,,,,
EVOLUTION DESIGN GROUP L.L.C.,LLC,Active,Ready for dissolution,1328757,2020-03-31,41 WALNUT LANE,NORTHFORD,United States,06472,CT,OSPBECKER@GMAIL.COM,Domestic,2019-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:35.4666667,,,,,,,,,,,,,,,,,,,,,,,,
GPS SNOW REMOVAL SERVICES LLC,LLC,Active,,1329006,2022-03-31,95 ELMCROFT RD.,STAMFORD,United States,06902,CT,alex@salandracpa.com,Domestic,2019-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:37.4333333,,,,,,,,,Other Support Activities for Road Transportation (488490),,,,,,,,,,alex@salandracpa.com,,,,,
"EXECUTIVE ORDER CONSULTING, LLC",LLC,Active,,1329025,2022-03-31,24 TONICA SPRING TRAIL,MANCHESTER,United States,06040,CT,eoconsultingllc@gmail.com,Domestic,2019-12-03,CT,Connecticut,False,True,False,False,False,,2021-11-10 00:10:38.1533333,,,,,,,,,Other Management Consulting Services (541618),,,,,,,,541618.0,,,,,,,
LUCKYLUCE LLC,LLC,Active,Ready for dissolution,1329046,2020-03-31,12 WALTER PL,BRISTOL,United States,06010,CT,EFILE1234@INCFILE.COM,Domestic,2019-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:38.1833333,,,,,,,,,,,,,,,,,,,,,,,,
BLINK STAGING LLC,LLC,Active,,1329047,2022-03-31,6 SYLVAN LANE,OLD GREENWICH,United States,06870,CT,dfarea@gmail.com,Domestic,2019-12-03,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:38.1833333,,,,,,,,,All Other Consumer Goods Rental (532289),,,,,,,,532289.0,,,,,,,
HOWARD BALDWIN DISTRIBUTORS LLC,LLC,Active,Ready for dissolution,1329048,2020-03-31,83 ALBANY STREET,TORRINGTON,United States,06790,CT,DPEREZ@NATIONALIDA.COM,Domestic,2019-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:38.1833333,,,,,,,,,,,,,,,,,,,,,,,,
FRANKLIN UNIVERSITY CORP.,Non-Stock,Active,Annual report due,1329049,2021-12-03,201 S. GRANT AVE,COLUMBUS,United States,43215,OH,alden.gardiner@franklin.edu,Foreign,2019-12-03,OH,OH,False,False,False,False,False,,2021-11-10 00:10:38.1833333,2011-12-05,FRANKLIN UNIVERSITY CORP.,United States,,,,,,"Colleges, Universities, and Professional Schools (611310)",,,,,,,,611310.0,,,,,,,
SARAH WILLIAMS WELLNESS LLC,LLC,Active,Annual report past due,1329050,2021-03-31,224 PARK ROAD  224 PARK ROAD,WEST HARTFORD,United States,06119,CT,alia@bennettcocpa.com,Domestic,2019-12-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:38.1833333,,,,,,,,,Other Personal Care Services (812199),,,,,,,,812199.0,,,,,,,
21-8 LISA COURT LLC,LLC,Active,,1329051,2022-03-31,27 NORTHRIDGE ROAD,NAUGATUCK,United States,06770,CT,mingo27@att.net,Domestic,2019-12-03,CT,Connecticut,False,True,False,False,False,,2021-11-10 00:10:38.1833333,,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,
"HOP TO IT, LLC",LLC,Active,Ready for dissolution,1329052,2020-03-31,254 WILLIAMS STREET,MERIDEN,United States,06450,CT,ROCHETTEJENN@GMAIL.COM,Domestic,2019-12-03,CT,Connecticut,True,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:38.1833333,,,,,,,,,,,,,,,,,,,,,,,,
SPRING STREET 9A LLC,LLC,Active,,1329053,2022-03-31,27 NORTHRIDGE ROAD,NAUGATUCK,United States,06770,CT,mingo27@att.net,Domestic,2019-12-03,CT,Connecticut,False,True,False,False,False,,2021-11-10 00:10:38.1833333,,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,
"HOP TO IT ORGANIZING, LLC",LLC,Active,Ready for dissolution,1329054,2020-03-31,254 WILLIAMS STREET,MERIDEN,United States,06450,CT,ROCHETTEJENN@GMAIL.COM,Domestic,2019-12-03,CT,Connecticut,True,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:38.1833333,,,,,,,,,,,,,,,,,,,,,,,,
"242 WEST, LLC",LLC,Dissolved,,1329055,2022-03-31,242 WEST RD,MARLBOROUGH,United States,06447,CT,Marybeth.keener@comcast.net,Domestic,2019-12-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:38.1833333,,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,2021-03-13T00:00:00.000,,,,,,
SLOGESKY EDUCATION CONSULTING LLC,LLC,Active,Ready for dissolution,1329056,2020-03-31,27 SUNNYSIDE DRIVE,SOUTH WINDSOR,United States,06074,CT,SLOGESKY@GMAIL.COM,Domestic,2019-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:38.1833333,,,,,,,,,,,,,,,,,,,,,,,,
DR. FALLAGO'S MAIN STREET DENTAL LLC,LLC,Active,,1329058,2022-03-31,8 EAST MAIN STREET SE 202,CLINTON,United States,06413,CT,cfallago@gmail.com,Domestic,2019-12-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:38.1833333,,,,,,,,,Offices of Dentists (621210),,,,,,,,621210.0,,,,,,,
INTELLIGENT SHADES & AUTOMATION LLC,LLC,Active,Annual report past due,1329062,2021-03-31,8 ALDERMAN LN,EAST GRANBY,United States,06026,CT,EFILE1234@INCFILE.COM,Domestic,2019-12-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:38.1833333,,,,,,,,,All Other Personal Services (812990),,,,,,,,812990.0,,,,,,,
"PIONEER PUMP, LLC",LLC,Withdrawn,,1329063,2021-03-31,9255 COVERDALE RD,FORT WAYNE,United States,46809,IN,tax@fele.com,Foreign,2019-12-03,TX,TX,False,False,False,False,False,,2021-11-10 00:10:35.4666667,2019-12-03,"PIONEER PUMP, LLC",United States,"310 S SEQUOIA PKWY, CANBY, OR, 97013, United States",310 S SEQUOIA PKWY,CANBY,OR,97013,All Other Miscellaneous Electrical Equipment and Component Manufacturing (335999),"310 S SEQUOIA PKWY, CANBY, OR, 97013, United States",310 S SEQUOIA PKWY,CANBY,OR,97013,United States,United States,335999.0,,,,,,,
