name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,sub_status,reason_for_administrative,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,date_of_organization_meeting,billing_unit,mailing_jurisdiction_3,office_jurisdiction_3,category_survey_email_address
"TWO TREES PROPERTIES, LLC",LLC,Active,1308096,2020-03-31,2389 MAIN ST. STE 100,GLASTONBURY,United States,06033,CT,NE@NORTHWESTREGISTEREDAGENT.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:32.2900000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"PITNEY BOWES PRESORT SERVICES, LLC",LLC,Active,1308097,2022-03-31,10110 I STREET,OMAHA,United States,68127,NE,NANCY.JOHNSON@PB.COM,Foreign,2019-05-01,DE,DE,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,2021-11-10 00:12:32.2900000,,,,2019-02-26,"PITNEY BOWES PRESORT SERVICES, LLC",United States,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,,,,,,
PRIMAL PERFORMANCE LLC,LLC,Active,1308098,2022-03-31,21 LAUREL STREET,DANBURY,United States,06810,CT,primal.performance.zh@gmail.com,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,Other Personal Care Services (812199),812199.0,2021-11-10 00:12:32.2900000,,,,,,,,,,,,,,,,,,,,,,,,
SHERWOOD & TRUITT LLC,LLC,Active,1308100,2022-03-31,460 SPRING DR.,YORKTOWN HEIGHTS,United States,10598,NY,sherwoodandtruitt@gmail.com,Foreign,2019-05-01,NY,NY,False,False,False,False,False,Site Preparation Contractors (238910),,2021-11-10 00:12:32.2900000,,,,2019-05-01,SHERWOOD & TRUITT LLC,United States,"460 SPRING DR., YORKTOWN HEIGHTS, NY, 10598, United States",460 SPRING DR.,YORKTOWN HEIGHTS,NY,10598,United States,"460 SPRING DR., YORKTOWN HEIGHTS, NY, 10598, United States",460 SPRING DR.,YORKTOWN HEIGHTS,NY,10598,United States,,,,,,
TEE-RIFIC CUSTOM DESIGN INC,Non-Stock,Active,1308101,2021-05-01,No information provided,,,,,HOGHCC@GMAIL.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:32.2900000,First report past due,,,,,,,,,,,,,,,,,,,,,,,
"LA FORTUNA, LLC",LLC,Active,1308104,2020-03-31,133 ROOSEVELT DRIVE,TRUMBULL,,06611,CT,ALEX@PROUD-BUILD.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:32.2900000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
CHATIYANA LLC,LLC,Active,1308105,2022-03-31,68 BRIDGE STREET,SUFFIELD,United States,06078,CT,payonline06519@yahoo.com,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,"Beer, Wine, and Liquor Stores (445310)",445310.0,2021-11-10 00:12:32.2900000,,,,,,,,,,,,,,,,,,,,,,,,
PROPER APPAREL LLC,LLC,Active,1308106,2020-03-31,2389 MAIN STREET STE 100,GLASTONBURY,United States,06033,CT,AGENT@CONNECTICUTREGISTEREDAGENT.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:32.2900000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
P&D CARTING CO LLC,LLC,Active,1308107,2020-03-31,89 COLEMAN ST #322,WESTHAVEN,United States,06516,CT,PDCARTING@GMAIL.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:32.2900000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
HOME DIRECT LOGISTICS LLC,LLC,Active,1308108,2020-03-31,297 CLAXTON AVENUE,WATERTOWN,United States,06795,CT,MARTYPELOSI@HOTMAIL.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:32.2900000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
66 KENT STREET LLC,LLC,Dissolved,1308109,2020-03-31,702 NORTH STREET,MILFORD,,06461,CT,,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:32.2900000,,,,,,,,,,,,,,,,,,,2021-04-30T00:00:00.000,,,,,
"21 VBA, LLC",LLC,Active,1308110,2022-03-31,118 LAKE DR.S,NEW FAIRFIELD,United States,06812,CT,Scatknob@aol.com,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),,2021-11-10 00:12:32.2900000,,,,,,,,,,,,,,,,,,,,,,,,
"ENSIGN CONTRACTING, LLC",LLC,Active,1308111,2020-03-31,45 OAKLAND AVE,HARRISON,United States,10528,NY,EDENSIGNCONTRACTING@YAHOO.COM,Foreign,2019-05-01,NY,NY,False,False,False,False,False,,,2021-11-10 00:12:32.2900000,Ready for dissolution,Failure to file Annual Report,,2019-05-01,NEW YORK,United States,"45 OAKLAND AVE, HARRISON, NY, 10528, United States",45 OAKLAND AVE,HARRISON,NY,10528,United States,"45 OAKLAND AVE, HARRISON, NY, 10528, United States",45 OAKLAND AVE,HARRISON,NY,10528,United States,,,,,,
"JT CATERING, LLC",LLC,Active,1308112,2022-03-31,18 ARBOR RIDGE ROAD,TORRINGTON,United States,06790,CT,JTCateringLLC@outlook.com,Domestic,2019-05-01,CT,Connecticut,False,False,False,True,False,Caterers (722320),722320.0,2021-11-10 00:12:32.3200000,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH END CAFE AND PASTRY SHOP LLC,LLC,Active,1308114,2020-03-31,262 BROCKETT ST UNIT A,NEWINGTOWN,United States,06111,CT,FANCYPURSE@YAHOO.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:32.3200000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
A M P G INVESTORS CORP.,Stock,Active,1308115,2021-05-01,No information provided,,,,,NONE@NONE.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:32.3200000,First report past due,,300.0,,,,,,,,,,,,,,,,,,,,,
WALLINGFORD SWEETS LLC,LLC,Active,1308116,2022-03-31,956 N COLONY RD,WALLINGFORD,United States,06492,CT,YLIU@WYCPAS.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,Snack and Nonalcoholic Beverage Bars (722515),722515.0,2021-11-10 00:12:32.3200000,,,,,,,,,,,,,,,,,,,,,,,,
"GREENSPIRE, LLC",LLC,Active,1308117,2020-03-31,629 CARTER STREET,NEW CANAAN,United States,06840,CT,KARIUKI.OMAR@GMAIL.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:32.3200000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"WHITE BARN FARM, LLC",LLC,Active,1308118,2022-03-31,303 JEROME AVE,BURLINGTON,United States,06013,CT,onesta127@gmail.com,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,Hay Farming (111940),111940.0,2021-11-10 00:12:32.3200000,,,,,,,,,,,,,,,,,,,,,,,,
CURRAN VISUAL PRODUCTIONS LLC,LLC,Dissolved,1308119,2021-03-31,44 NORTH STREET,WEST HAVEN,United States,06516,CT,CURRANVISUALPRODUCTIONS@GMAIL.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",711510.0,2021-11-10 00:12:32.3200000,,,,,,,,,,,,,,,,,,,2021-03-13T00:00:00.000,,,,,
"PHASE III BUILDERS, INC.",Stock,Active,1308120,2022-05-01,4801 SOUTH WOOD AVE. SUITE A,LINDEN,United States,07036,NJ,susanf@p3bnj.com,Foreign,2019-05-01,NJ,NJ,False,False,False,False,False,All Other Specialty Trade Contractors (238990),238990.0,2021-11-10 00:12:32.3200000,,,,2019-05-01,"PHASE III BUILDERS, INC.",United States,,,,,,,,,,,,,,,,,,
OUTSIDE THE BOX EDUCATION LLC,LLC,Active,1308123,2022-03-31,45 SHUNPIKE ROAD SUITE 10,CROMWELL,United States,06416,CT,Corporatecompliance@hi.edu,Foreign,2019-05-01,FL,FL,False,False,False,False,False,Other Technical and Trade Schools (611519),611519.0,2021-11-10 00:12:32.3200000,,,,2019-07-01,OUTSIDE THE BOX EDUCATION LLC,United States,"420 SOUTH STATE ROAD 7, HOLLYWOOD, FL, 33023, United States",420 SOUTH STATE ROAD 7,HOLLYWOOD,FL,33023,United States,"420 SOUTH STATE ROAD 7, HOLLYWOOD, FL, 33023, United States",420 SOUTH STATE ROAD 7,HOLLYWOOD,FL,33023,United States,,,,,,
MADISON COFFEE HOUSE LLC,LLC,Active,1308125,2022-03-31,15 OLD FARMS ROAD,MADISON,United States,06443,CT,madisoncoffee@comcast.net,Domestic,2019-05-01,CT,Connecticut,True,False,False,False,False,Limited-Service Restaurants (722513),722513.0,2021-11-10 00:12:32.3200000,,,,,,,,,,,,,,,,,,,,,,,,
GOODWAY CONSTRUCTION CORPORATION,Stock,Active,1308128,2020-05-01,58 BOONER ST,HARTFORD,United States,06106,CT,NATHANETO500@GMAIL.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:32.3200000,Ready for dissolution,Failure to file Annual Report,1000.0,,,,,,,,,,,,,,,,,,,,,
CYG LLC,LLC,Active,1308129,2020-03-31,106 WOODBROOK DRIVE,STAMFORD,United States,06907-1958,CT,CYG58@AOL.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:32.3200000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
FILTH2FRESH BIN CLEANING SERVICE LLC,LLC,Active,1308131,2022-03-31,"274 OCONNELL DR 274 OCONNELL DRIVE EAST HARTFORD, CT 061 274 OCONNELL DRIVE EAST HARTFORD, CT 061",HARTFORD,United States,06112,CT,filth2freshbc@gmail.com,Domestic,2019-05-01,CT,Connecticut,False,False,True,False,False,Janitorial Services (561720),561790.0,2021-11-10 00:12:32.3200000,,,,,,,,,,,,,,,,,,,,,,,,
GUNPOWDER AND GLORY LLC,LLC,Active,1308132,2022-03-31,17 OVERLOOK RD,MERIDEN,United States,06450,CT,gunpowderandglory@gmail.com,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),446120.0,2021-11-10 00:12:32.3200000,,,,,,,,,,,,,,,,,,,,,,,,
CONSTRUCT ASSOCIATES LLC,LLC,Active,1308133,2022-03-31,33 Wells Rd,BroadBrook,United States,06088,CT,CONSTRUCTASSOCIATESCT@GMAIL.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,True,False,Residential Remodelers (236118),,2021-11-10 00:12:32.3200000,,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
FIESTA RENTAL LLC,LLC,Active,1308134,2020-03-31,23 NATCHAUG ST APT 2,WILLIMANTIC,,06226,CT,FIESTARENTALLLC@GMAIL.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:32.3200000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"THE REDDING COMMUNITY NEWSPAPER FOUNDATION, INC.",Non-Stock,Active,1308137,2022-05-27,3 CHURCH HILL LN,REDDING,United States,06896,CT,chris@parkinlegal.com,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,Newspaper Publishers (511110),511110.0,2021-11-10 00:12:32.3533333,,,,,,,,,,,,,,,,,,,,,,,,
GLASTONBURY NAILS LLC,LLC,Active,1308138,2020-03-31,39 NEW LONDON TURNPIKE SUITE 230-B,GLASTONBURY,United States,06033,CT,GLASTONBURYNAILS@GMAIL.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:32.3533333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
UNAPOLOGETIC FEMMES LTD.,LLC,Active,1308139,2021-03-31,616 W JACKSON AVE,BRIDGEPORT,United States,06604,CT,YCARIS@YAHOO.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,Women's Clothing Stores (448120),448120.0,2021-11-10 00:12:32.3533333,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,
CIGARRO MOBILE LLC,LLC,Active,1308140,2020-03-31,800 HILL ST,HAMDEN,United States,06514,CT,EFILE1234@INCFILE.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:32.3533333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
SKM CARPENTRY & REMODELING LLC,LLC,Active,1308142,2020-03-31,198 MORNINGSIDE DR.,BRIDGEPORT,,06606,CT,,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:32.3533333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
BRACHOREYES LLC,LLC,Active,1308145,2020-03-31,29 COURT A UNIT 34,BRIDGEPORT,United States,06610,CT,BRACHOREYES@GMAIL.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:32.3533333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"ANTOJITOS LATINOS FOOD TRUCK, LLC",LLC,Active,1308146,2020-03-31,128 LUDLOW STREET APT E,STAMFORD,United States,06902,CT,ROBERTOCARRILLO121223@GMAIL.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:32.3533333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
KINGS OF SHINE AUTO DETAILS LLC,LLC,Active,1308148,2020-03-31,350 PARK AVE,EAST HARTFORD,United States,06108,CT,MONASPIKE@GMAIL.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:32.3533333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
BAUTISTA SANTOS SERVICES LLC,LLC,Active,1308149,2020-03-31,161 PRESTON ST,HARTFORD,United States,06114,CT,MONASPIKE@GMAIL.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:32.3533333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
SHEARS AND SHAVES LLC,LLC,Active,1308151,2020-03-31,139 LOWREY PL,NEWINGTON,United States,06111,CT,EFILE1234@INCFILE.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:32.3533333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
NEW VENDING LLC,LLC,Active,1308152,2020-03-31,415 BOSTON POST RD SUITE 3,MILFORD,United States,06460,CT,NEWVENDINGLLC@GMAIL.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:32.4000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
NORTHPOINT PSYCHIATRIC CONSULTANTS LLC,LLC,Active,1308165,2020-03-31,363 MAIN STREET SUITE 412-413,MIDDLETOWN,,06457,CT,,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:32.4000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
DANZYS SWEETS LLC,LLC,Active,1308175,2020-03-31,585 PARK RD UNIT 1-7,WATERBURY,United States,06708,CT,DANZYSSWEETS@GMAIL.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:32.9933333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
SERENE GREEN LAWN & LANDSCAPE LLC,LLC,Active,1308195,2020-03-31,57 STATE STREET,DANBURY,,06810,CT,SERENEGREENLAWNANDLANDSCAPE@GMAIL.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:33.0233333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
ECLIPSE ENERGY COMMERCIAL LLC,LLC,Active,1308199,2020-03-31,"705 N. MOUNTAIN RD., STE. B203",NEWINGTON,,06111,CT,COMM@ECLIPSEENERGYSOLAR.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:33.0233333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
FALCON INTERNATIONAL LLC,LLC,Active,1308201,2020-03-31,*900 CHAPEL STREET,NEW HAVEN,United States,06511,CT,CTINVGURU@GMAIL.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:33.0233333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
DEVIKES LLC,LLC,Active,1308202,2022-03-31,37 HIGHLAND AVE.,MERIDEN,United States,06451,CT,iotoo@proservants.com,Domestic,2019-05-01,CT,Connecticut,False,False,True,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,2021-11-10 00:12:33.0233333,,,,,,,,,,,,,,,,,,,,,,,,
LATRISHA B. MUSICALITY LLC,LLC,Active,1308204,2020-03-31,"50 SAW MILL RD., UNIT 2212",DANBURY,,06810,CT,,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:33.0233333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
MADISON SOLAR LLC,LLC,Active,1308205,2022-03-31,"C/O ALLCO RENEWABLE ENERGY 157 CHURCH ST., 19TH FLOOR",NEW HAVEN,United States,06510,CT,reed.reynolds@ecosrenewable.com,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,Solar Electric Power Generation (221114),221114.0,2021-11-10 00:12:33.0233333,,,,,,,,,,,,,,,,,,,,,,,,
SECUREAI LLC,LLC,Active,1308206,2020-03-31,20 CURIOSITY LANE,ESSEX,,06426,CT,,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:33.0233333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"PACON PERFORMANCE PRODUCTS, INC.",Stock,Active,1308208,2021-05-01,No information provided,,,,,,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:33.0233333,First report past due,,100.0,,,,,,,,,,,,,,,,,,,,,
"NORTH RIDGE BUILDERS, LLC",LLC,Active,1308209,2022-03-31,49 EAST AVENUE,NORWALK,United States,06851,CT,northassociates@sbcglobal.net,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,New Single-Family Housing Construction (except For-Sale Builders) (236115),236115.0,2021-11-10 00:12:33.0233333,,,,,,,,,,,,,,,,,,,,,,,,
"D AND D ASSOCIATES OF GLASTONBURY, CONNECTICUT, LLC",LLC,Active,1308260,2022-03-31,231 CHIMNEY SWEEP HILL ROAD,GLASTONBURY,United States,06033,CT,dthurz@cox.net,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,Turbine and Turbine Generator Set Units Manufacturing (333611),333611.0,2021-11-10 00:12:33.6500000,,,,,,,,,,,,,,,,,,,,,,,,
"MMT ADVISORS, LLC",LLC,Active,1308263,2020-03-31,18 TITUS ROAD,WASHINGTON DEPOT,,06794,CT,,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:33.6500000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"KERNEY SPLS MANAGEMENT, LLC",LLC,Active,1308264,2021-03-31,10 NORMANDY LANE,RIVERSIDE,United States,06878,CT,jcassidy@pkfod.com,Foreign,2019-05-01,DE,DE,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:12:33.6500000,Annual report past due,,,2019-04-17,"KERNEY SPLS MANAGEMENT, LLC",United States,,,,,,,,,,,,,,,,,,
"YOUR BENEFITS PLUS, INC.",Non-Stock,Active,1308269,2022-05-01,130 E. JOHN CARPENTER FREEWAY SUITE 135,IRVING,United States,75062,TX,licensingprocessor@1sas.com,Foreign,2019-05-01,IA,IA,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:12:33.6500000,,,,2019-05-01,"YOUR BENEFITS PLUS, INC.",United States,,,,,,,,,,,,,,,,,,
GOOD FOOD BARS LLC,LLC,Active,1308284,2020-03-31,1001 S. MAIN ST SUITE 49,KALISPELL,United States,59901,MT,JOHN@JG-CONSULTING.COM,Foreign,2019-05-01,MT,MT,False,False,False,False,False,,,2021-11-10 00:12:33.6966667,Ready for dissolution,Failure to file Annual Report,,2019-04-30,GOOD FOOD BARS LLC,United States,"1001 S. MAIN ST SUITE 49, KALISPELL, MT, 59901, United States",1001 S. MAIN ST SUITE 49,KALISPELL,MT,59901,United States,"1001 S. MAIN ST. SUITE 49, KALISPELL, MT, 5901, United States",1001 S. MAIN ST. SUITE 49,KALISPELL,MT,5901,United States,,,,,,
PHOENIX BOOKKEEPING CT LLC,LLC,Active,1308313,2022-03-31,2 FERN AVENUE 14,WALLINGFORD,United States,06492,CT,karen@phoenixbookkeepingCT.com,Domestic,2019-05-01,CT,Connecticut,True,False,False,False,False,Other Accounting Services (541219),541219.0,2021-11-10 00:12:34.2900000,,,,,,,,,,,,,,,,,,,,,,,,
PFD. SERVICES LLC,LLC,Active,1308353,2022-03-31,29 BENJAMIN COURT,GOSHEN,United States,06756,CT,bbgaulin@aol.com,Domestic,2019-05-01,CT,Connecticut,False,True,False,False,False,Other Electronic and Precision Equipment Repair and Maintenance (811219),811219.0,2021-11-10 00:12:34.3666667,,,,,,,,,,,,,,,,,,,,,,,,
"MUSEUM OF CULTURE AND ARTS, INC.",Non-Stock,Active,1308354,2022-05-01,54 WASHINGTON STREET,MIDDLETOWN,United States,06457,CT,museumofcultureandarts@gmail.com,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,Museums (712110),,2021-11-10 00:12:34.3666667,,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
"JAC PROPERTY MANAGEMENT, LLC",LLC,Active,1308478,2020-03-31,586 LITCHFIELD ROAD,WATERTOWN,,06795,CT,CALABJ01@GMAIL.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:12:32.4000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,
JUSTIN'S DELI MARKET LLC,LLC,Dissolved,1308130,2021-03-31,304 GRAND AVE,NEW HAVEN,United States,06513,CT,MALDONADOSBC@GMAIL.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,All Other Specialty Food Stores (445299),,2021-11-10 00:06:21.3000000,,,,,,,,,,,,,,,,,,,2020-08-06T00:00:00.000,,,,,
"380 NMAIN, LLC",LLC,Dissolved,1308351,2020-03-31,115 HIGH ST FLOOR 2,NAUGATUCK,United States,06770,CT,KBSPARTNERS01@GMAIL.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:04:53.3800000,,,,,,,,,,,,,,,,,,,2020-01-08T00:00:00.000,,,,,
BE STILL 4610 LLC,LLC,Dissolved,1308121,2020-03-31,152 FRANCIS AVE,HARTFORD,United States,06106,CT,MONIQUEBURGOS@INSPIREDGIRLSCLUB.ORG,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:03.9833333,,,,,,,,,,,,,,,,,,,2019-08-15T00:00:00.000,,,,,
"26 JREH, LLC",LLC,Dissolved,1308124,2020-03-31,90 SARAH BAKER ROAD,EAST HADDAM,United States,06423,CT,MIADOCKTER@GMAIL.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:07.2333333,,,,,,,,,,,,,,,,,,,2019-12-16T00:00:00.000,,,,,
CAKE MIX RECORDINGS LLC,LLC,Dissolved,1308181,2020-03-31,51 CUMMINGS ST,EAST HARTFORD,United States,06108,CT,DCRUZ1200@YAHOO.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:08.7166667,,,,,,,,,,,,,,,,,,,2020-05-13T00:00:00.000,,,,,
"CCPR PROPERTIES, LLC",LLC,Dissolved,1308095,2020-03-31,663A HERITAGE VILLAGE,SOUTHBURY,,06488,CT,CCLAV963@ICLOUD.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:48.9166667,,,,,,,,,,,,,,,,,,,2020-06-30T00:00:00.000,,,,,
N HERRERA HOME IMPROVEMENT LLC,LLC,Dissolved,1308099,2020-03-31,86 VIRGIL ST,STAMFORD,United States,06902,CT,LOUISSACOTO@SBCGLOBAL.NET,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:39.6933333,,,,,,,,,,,,,,,,,,,2020-10-05T00:00:00.000,,,,,
TYRRELL AXE ADVENTURES LLC,LLC,Dissolved,1308088,2020-03-31,25 WHIFFLE TREE RD,WALLINGFORD,United States,06492,CT,NESCOHAMDEN@GMAIL.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:03:22.1600000,,,,,,,,,,,,,,,,,,,2019-07-10T00:00:00.000,,,,,
SAN MICHELE AUTHENTIC ITALIAN FOOD LLC,LLC,Dissolved,1308103,2020-03-31,24 W PUTNAM AVENUE,GREENWICH,United States,06830,CT,EJAEGLE@JADE-ASSOCIATES.COM,Domestic,2019-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:03:21.5200000,,,,,,,,,,,,,,,,,,,2019-12-17T00:00:00.000,,,,,
