"EndorsementNumber","EndIssueDate","EndExpireDate","EndCity","EndCountry","EndLine1","EndLine2","EndState","EndZipOut","LicenseNumber","BusinessName","Status","IssueDate","RenewDate","ExpireDate","PhysicalCity","PhysicalCountry","PhysicalLine1","PhysicalLine2","PhysicalState","PhysicalZipOut","MailingCity","MailingCountry","MailingLine1","MailingLine2","MailingState","MailingZipOut"
1,10/26/2017,12/31/2023,"KOYUK","UNITED STATES","CORNER OF COTTONWOOD ST. & W. 3RD AVENUE",,"AK","99753",34219,"KOYUK NATIVE CORPORATION","Active",,10/26/2021,12/31/2023,"KOYUK","UNITED STATES","CORNER OF COTTONWOOD ST & W 3RD AVENUE",,"AK","99753","KOYUK","UNITED STATES","PO BOX 53050",,"AK","99753-0050"
2,1/13/2020,12/31/2023,"Koyuk","UNITED STATES","2nd&Cottonwood St.","POB 53050","AK","99753",34219,"KOYUK NATIVE CORPORATION","Active",,10/26/2021,12/31/2023,"KOYUK","UNITED STATES","CORNER OF COTTONWOOD ST & W 3RD AVENUE",,"AK","99753","KOYUK","UNITED STATES","PO BOX 53050",,"AK","99753-0050"
1,1/30/2012,12/31/2013,"WAINWRIGHT","UNITED STATES","565 MAIN STREET",,"AK","99782",35477,"OLGOONIK CORPORATION","Active",,10/4/2021,12/31/2023,"ANCHORAGE","UNITED STATES","3201 C ST., STE. 700",,"AK","99782-0029","ANCHORAGE","UNITED STATES","3201 C ST., STE. 700",,"AK","99782-0029"
1,10/1/2010,12/31/2012,"WASILLA","UNITED STATES","4130 W TWEED CT",,"AK","99654",37681,"SUSITNA VALLEY POST #35","Active",,10/7/2022,12/31/2024,"WASILLA","UNITED STATES","4180 W TWEED CT","9073545800","AK","99623-9800","WASILLA","UNITED STATES","4180 W. Tweed Ct",,"AK","99623"
2,1/2/2019 11:16:57 AM,12/31/2024,"KWIGILLINGOK","UNITED STATES","#2 NORTH RIVER BANK ST.",,"AK","99622",38392,"KWIK INCORPORATED","Active",,11/14/2022,12/31/2024,"KWIGILLINGOK","UNITED STATES","#1 NORTH ST",,"AK","99622","KWIGILLINGOK","UNITED STATES","PO BOX 110",,"AK","99622"
1,1/2/2019 11:16:57 AM,12/31/2024,"KWIGILLINGOK","UNITED STATES","#1 NORTH ST.",,"AK","99622",38392,"KWIK INCORPORATED","Active",,11/14/2022,12/31/2024,"KWIGILLINGOK","UNITED STATES","#1 NORTH ST",,"AK","99622","KWIGILLINGOK","UNITED STATES","PO BOX 110",,"AK","99622"
3,7/24/2018,12/31/2024,"CHEVAK","UNITED STATES","179 AURORA ST",,"AK","99563",38996,"CHEVAK COMPANY","Active",1/25/1991,10/19/2022,12/31/2024,"CHEVAK","UNITED STATES","408 RIVER ST",,"AK","99563","CHEVAK","UNITED STATES","PO BOX 179",,"AK","99563"
2,10/19/2017,12/31/2024,"CHEVAK","UNITED STATES","350 YARDS FROM POST OFFICE",,"AK","99563",38996,"CHEVAK COMPANY","Active",1/25/1991,10/19/2022,12/31/2024,"CHEVAK","UNITED STATES","408 RIVER ST",,"AK","99563","CHEVAK","UNITED STATES","PO BOX 179",,"AK","99563"
1,10/7/2013,12/31/2015,"CHEVAK","UNITED STATES","408 RIVER STREET",,"AK","99563",38996,"CHEVAK COMPANY","Active",1/25/1991,10/19/2022,12/31/2024,"CHEVAK","UNITED STATES","408 RIVER ST",,"AK","99563","CHEVAK","UNITED STATES","PO BOX 179",,"AK","99563"
1,1/4/2019,12/31/2024,"ANCHORAGE","UNITED STATES","4100 LAKE OTTIS PKWY, STE 200",,"AK","99508",39009,"BERNIE'S PHARMACY, INC.","Active",1/2/1991,10/5/2022,12/31/2024,"ANCHORAGE","UNITED STATES","4100 LAKE OTIS PKWY, STE. 200",,"AK","99508-5230","ANCHORAGE","UNITED STATES","4100 LAKE OTIS PKWY, STE. 200",,"AK","99508-5230"
1,12/11/2017,12/31/2024,"KONGIGANAK","UNITED STATES","101 QEMIRTALEK LANE",,"AK","99559",39024,"QEMIRTALEK CORPORATION STORE","Active",,12/2/2022,12/31/2024,"KONGIGANAK","UNITED STATES","DRK Lane 1","DRKMCC Building","AK","99545","KONGIGANAK","UNITED STATES","PO BOX 5070",,"AK","99545-5070"
2,10/13/2015,12/31/2017,"KONGIGANAK","UNITED STATES","10 PUVURNAQ",,"AK","99559",39024,"QEMIRTALEK CORPORATION STORE","Active",,12/2/2022,12/31/2024,"KONGIGANAK","UNITED STATES","DRK Lane 1","DRKMCC Building","AK","99545","KONGIGANAK","UNITED STATES","PO BOX 5070",,"AK","99545-5070"
3,11/21/2019,12/31/2024,"KONGIGANAK","UNITED STATES","71 MAIN WAY DRKCC BLDG",,"AK","99545",39024,"QEMIRTALEK CORPORATION STORE","Active",,12/2/2022,12/31/2024,"KONGIGANAK","UNITED STATES","DRK Lane 1","DRKMCC Building","AK","99545","KONGIGANAK","UNITED STATES","PO BOX 5070",,"AK","99545-5070"
1,10/15/2012,12/31/2014,"PILOT STATION","UNITED STATES","CHOWHOWTOLIK STREET",,"AK","99650",39594,"PILOT STATION, INCORPORATED NATIVE STORE","Active",,10/19/2021,12/31/2023,"PILOT STATION","UNITED STATES","CHOWHOWTOLIK STREET",,"AK","99650","PILOT STATION","UNITED STATES","CHOWHOWTOLIK STREET",,"AK","99650"
1,11/6/2017,12/31/2024,"TUNUNAK","UNITED STATES","89 ISLAND DR.",,"AK","99681",40737,"TUNUNRMIUT RINIT CORPORATION","Active",11/28/1997,12/30/2022,12/31/2024,"TUNUNAK","UNITED STATES","89 ISLAND DR.",,"AK","99681","TUNUNAK","UNITED STATES","P.O. BOX 89",,"AK","99681-0089"
1,1/21/2022,12/31/2023,"petersburg","UNITED STATES","box 1455",,"AK","99833",40934,"SECRET COVE CHARTERS","Active",,1/21/2022,12/31/2023,"petersburg","UNITED STATES","609 queen st box 1455","9077722866","AK","99833","PETERSBURG","UNITED STATES","P. O. BOX 1455",,"AK","99833"
1,11/14/2018,12/31/2024,"JUNEAU","UNITED STATES","8335 AIRPORT BLVD",,"AK","99801",41169,"JUNEAU LODGE #700","Active",,10/27/2022,12/31/2024,"JUNEAU","UNITED STATES","8335 AIRPORT BLVD",,"AK","99803","JUNEAU","UNITED STATES","PO BOX 32980",,"AK","99803"
1,1/2/2018,12/31/2023,"KODIAK","UNITED STATES","326 SHELIKOF AVE",,"AK","99615",41779,"B AND B BAR","Active",,10/4/2021,12/31/2023,"KODIAK","UNITED STATES","326 SHELIKOF AVENUE",,"AK","99615","KODIAK","UNITED STATES","326 SHELIKOF AVENUE",,"AK","99615"
1,12/19/2017 1:49:10 PM,12/31/2019,"ANCHORAGE","UNITED STATES","12870 OLD SEWARD HWY STE 109",,"AK","99515",45297,"VFW POST 9981","Active",,12/20/2021,12/31/2023,"ANCHORAGE","UNITED STATES","12870 OLD SEWARD HWY STE 109",,"AK","99515-3570","ANCHORAGE","UNITED STATES","12870 OLD SEWARD HWY STE 109",,"AK","99515-3570"
1,11/9/2006,12/31/2008,"JUNEAU","UNITED STATES","167 SOUTH FRANKLIN",,"AK","99801",46118,"ALASKAN HOTEL AND BAR, INC","Active",,10/21/2021,12/31/2023,"Juneau","UNITED STATES","167 S Franklin St",,"AK","99801-5000","JUNEAU","UNITED STATES","167 SOUTH FRANKLIN STREET",,"AK","99801"
1,10/15/2018,12/31/2022,"ILIAMNA","UNITED STATES","77 ROADHOUSE STRIP",,"AK","99606",46355,"ILIAMNA TRADING CO","Active",,10/6/2022,12/31/2024,"ILIAMNA","UNITED STATES","77 Roadhouse Strip",,"AK","99606","ILIAMNA","UNITED STATES","PO BOX 9",,"AK","99606"
1,11/29/2017 3:38:47 PM,12/31/2024,"KETCHIKAN","UNITED STATES","7 CREEK STREET",,"AK","99901",46871,"EAGLES NEST","Active",,11/2/2022,12/31/2024,"Ketchikan","UNITED STATES","7 CREEK ST","4067200502","AK","99901-3162","KETCHIKAN","UNITED STATES","PO BOX 8162",,"AK","99901-3162"
1,10/13/2017 1:42:44 PM,12/31/2023,"YAKUTAT","UNITED STATES","509 MAX ITALIO DRIVE",,"AK","99689",46929,"MALLOTT'S GENERAL STORE","Active",,10/28/2021,12/31/2023,"Yakutat","UNITED STATES","509 Max Italio Dr",,"AK","99689","YAKUTAT","UNITED STATES","PO BOX 159",,"AK","99689"
1,5/16/2008,12/31/2008,"KODIAK","UNITED STATES","103 CENTER STREET",,"AK","99615",47764,"EL CHICANO MEXICAN RESTAURANT","Active",,12/29/2021,12/31/2023,"KODIAK","UNITED STATES","103 CENTER STREET",,"AK","99615","KODIAK","UNITED STATES","103 CENTER AVENUE",,"AK","99615"
1,1/16/2018,12/31/2023,"DIOMEDE","UNITED STATES","1.2 MILE SOUTH OF RECREATION HALL LITTLE DIOMEDE",,"AK","99762",50290,"INALIK ENTERPRISES","Active",,11/3/2022,12/31/2023,"Little Diomede","UNITED STATES","12 Stepping Stone Way","po box 7040","AK","99762","DIOMEDE","UNITED STATES","PO BOX 7040",,"AK","99762"
2,12/9/2013,12/31/2015,"ANCHOR POINT","UNITED STATES","72551 MILO FRITZ AVE",,"AK","99556",50918,"VET FOREIGN WARS #10221","Active",11/13/2001,11/14/2022,12/31/2024,"ANCHOR POINT","UNITED STATES","72551 MILO FRITZ AVE., Box 374","9072355582","AK","99556","ANCHOR POINT","UNITED STATES","PO BOX 374",,"AK","99556-0374"
1,1/31/2019,12/31/2023,"PETERSBURG","UNITED STATES","215 N NORDIC DR",,"AK","99833",52324,"PETERSBURG REXALL DRUG, INC","Active",11/8/1996,12/17/2021,12/31/2023,"Petersburg","UNITED STATES","215 North Nordic",,"AK","99833-1209","PETERSBURG","UNITED STATES","PO BOX 1209",,"AK","99833-1209"
1,1/11/2018 2:01:27 PM,12/31/2023,"KETCHIKAN","UNITED STATES","652 PARK AVENUE",,"AK","99901",52429,"THE SALMON LADDER","Active",,11/3/2021,12/31/2023,"ketchikan","UNITED STATES","652 Park Ave APT 29",,"AK","99901-6518","KETCHIKAN","UNITED STATES","436 Main St. Apt 42",,"AK","99901-6518"
2,10/6/2008,12/31/2009,"KETCHIKAN","UNITED STATES","652 PARK AVENUE",,"AK","99901",52429,"THE SALMON LADDER","Active",,11/3/2021,12/31/2023,"ketchikan","UNITED STATES","652 Park Ave APT 29",,"AK","99901-6518","KETCHIKAN","UNITED STATES","436 Main St. Apt 42",,"AK","99901-6518"
1,10/30/2018 10:23:59 AM,12/31/2020,"EMMONAK","UNITED STATES","500 LOWER ROAD",,"AK","99581",52589,"EMMONAK COMPANY STORE","Active",,12/14/2022,12/31/2024,"EMMONAK","UNITED STATES","500 LOWER YUKON ROAD",,"AK","99581","SEATTLE","UNITED STATES","4025 DELRIDGE WAY SW, SUITE 300",,"WA","98106"
2,12/1/2020,12/31/2024,"EMMONAK","UNITED STATES","500 LOWER YUKON ROAD",,"AK","99581",52589,"EMMONAK COMPANY STORE","Active",,12/14/2022,12/31/2024,"EMMONAK","UNITED STATES","500 LOWER YUKON ROAD",,"AK","99581","SEATTLE","UNITED STATES","4025 DELRIDGE WAY SW, SUITE 300",,"WA","98106"
1,11/2/2018,12/31/2024,"KOKHANOK","UNITED STATES","#1 SPRINGHILL ROAD",,"AK","99606",52808,"NIELSEN'S GENERAL STORE","Active",,10/19/2022,12/31/2024,"KOKHANOK","UNITED STATES","#1 SPRING HILL ROAD",,"AK","99606","KOKHANOK","UNITED STATES","P O BOX 1089",,"AK","99606"
1,10/29/2018,12/31/2020,"NAPASKIAK","UNITED STATES","50 FT. EAST OF CEMETARY",,"AK","99559",52810,"NAPASKIAK, INCORPORATED","Active",11/29/1999,10/12/2022,12/31/2024,"NAPASKIAK","UNITED STATES","50 FT. EAST OF CEMETERY",,"AK","99559","NAPASKIAK","UNITED STATES","PO BOX 6069",,"AK","99559"
2,7/13/2020,12/31/2024,"NAPASKIAK","UNITED STATES","142 MAIN STREET",,"AK","99559",52810,"NAPASKIAK, INCORPORATED","Active",11/29/1999,10/12/2022,12/31/2024,"NAPASKIAK","UNITED STATES","50 FT. EAST OF CEMETERY",,"AK","99559","NAPASKIAK","UNITED STATES","PO BOX 6069",,"AK","99559"
1,10/19/2018,12/31/2022,"KETCHIKAN","UNITED STATES","126 THOMAS ST.",,"AK","99901",52862,"NORTON ENTERPRISES, INC","Active",12/1/1997,11/20/2022,12/31/2024,"KETCHIKAN","UNITED STATES","126 THOMAS ST",,"AK","99901","KETCHIKAN","UNITED STATES","PO BOX 6615",,"AK","99901"
1,11/14/2002,12/31/2004,"PALMER","UNITED STATES","606 S ALASKA STREET",,"AK","99652",53009,"IRONHORSE LIQUOR, INC","Active",,11/27/2022,12/31/2024,"PALMER","UNITED STATES","606 S ALASKA STREET","SUITE 801","AK","99652","PALMER","UNITED STATES","606 S ALASKA ST",,"AK","99645-6342"
2,10/8/2018 1:21:13 PM,12/31/2022,"PALMER","UNITED STATES","606 S ALASKA ST",,"AK","99652",53009,"IRONHORSE LIQUOR, INC","Active",,11/27/2022,12/31/2024,"PALMER","UNITED STATES","606 S ALASKA STREET","SUITE 801","AK","99652","PALMER","UNITED STATES","606 S ALASKA ST",,"AK","99645-6342"
2,10/16/2017,12/31/2023,"SITKA","UNITED STATES","205 LINCOLN STREET",,"AK","99835",53981,"AMERICAN LEGION POST #13","Active",,1/28/2022,12/31/2023,"SITKA","UNITED STATES","205 LINCOLN ST",,"AK","99835","SITKA","UNITED STATES","205 LINCOLN ST",,"AK","99835"
1,10/9/2018 3:04:56 PM,12/31/2024,"SEWARD","UNITED STATES","1400 SEWARD HIGHWAY",,"AK","99664",54532,"GATEWAY LIQUOR & FOOD MART","Active",,10/5/2022,12/31/2024,"SEWARD","UNITED STATES","1400 SEWARD HIGHWAY",,"AK","99664","SEWARD","UNITED STATES","PO BOX 944",,"AK","99664"
1,10/16/2017 12:32:06 PM,12/31/2024,"KASIGLUK","UNITED STATES","#9 NAYAGAM ROAD",,"AK","99609",55380,"KASIGLUK INC","Active",,10/19/2022,12/31/2024,"KASIGLUK","UNITED STATES","#9 NAYAGAAM ROAD",,"AK","99609","KASIGLUK","UNITED STATES","PO BOX 39",,"AK","99609"
4,12/14/2018 12:48:06 PM,12/31/2024,"JUNEAU","UNITED STATES","3370 DOUGLAS HWY",,"AK","99801",55914,"BREEZE IN","Active",2/1/1995,12/28/2022,12/31/2024,"JUNEAU","UNITED STATES","2200 TROUT STREET",,"AK","99801","JUNEAU","UNITED STATES","PO BOX 32318",,"AK","99803"
1,11/15/2004,12/31/2006,"JUNEAU","UNITED STATES","2200 TROUT STREET",,"AK","99801",55914,"BREEZE IN","Active",2/1/1995,12/28/2022,12/31/2024,"JUNEAU","UNITED STATES","2200 TROUT STREET",,"AK","99801","JUNEAU","UNITED STATES","PO BOX 32318",,"AK","99803"
2,12/14/2018 12:48:06 PM,12/31/2024,"JUNEAU","UNITED STATES","2200 TROUT STREET",,"AK","99801",55914,"BREEZE IN","Active",2/1/1995,12/28/2022,12/31/2024,"JUNEAU","UNITED STATES","2200 TROUT STREET",,"AK","99801","JUNEAU","UNITED STATES","PO BOX 32318",,"AK","99803"
3,12/14/2018,12/31/2024,"JUNEAU","UNITED STATES","5711 CONCRETE WAY",,"AK","99801",55914,"BREEZE IN","Active",2/1/1995,12/28/2022,12/31/2024,"JUNEAU","UNITED STATES","2200 TROUT STREET",,"AK","99801","JUNEAU","UNITED STATES","PO BOX 32318",,"AK","99803"
1,10/3/2018 3:00:46 PM,12/31/2022,"KENAI","UNITED STATES","MILE 14 1/2 KENAI SPUR HWY",,"AK","99611",57843,"TYLER DISTRIBUTING COMPANY, INC","Active",1/17/1999,10/7/2022,12/31/2024,"KENAI","UNITED STATES","14000 KENAI SPUR HIGHWAY","9072521535","AK","99611","KENAI","UNITED STATES","PO BOX 96",,"AK","99611-0096"
2,12/19/2022,12/31/2024,"KENAI","UNITED STATES","1400 KENAI SPUR HWY",,"AK","99611",57843,"TYLER DISTRIBUTING COMPANY, INC","Active",1/17/1999,10/7/2022,12/31/2024,"KENAI","UNITED STATES","14000 KENAI SPUR HIGHWAY","9072521535","AK","99611","KENAI","UNITED STATES","PO BOX 96",,"AK","99611-0096"
1,1/7/2019,12/31/2024,"ANCHOR POINT","UNITED STATES","33725 STERLING HWY",,"AK","99556",58143,"THE WAREHOUSE, INC.","Active",,11/2/2022,12/31/2024,"ANCHOR POINT","UNITED STATES","33725 STERLING HWY",,"AK","99556-0449","ANCHOR POINT","UNITED STATES","PO BOX 449",,"AK","99556-0449"
1,10/20/2015,12/31/2017,"TUNTUTULIAK","UNITED STATES","850 FT NORTHWEST OF OLD BIA SCHOOL",,"AK","99680",58732,"QINARMIUT CORPORATION, INC","Active",,10/25/2021,12/31/2023,"TUNTUTULIAK","UNITED STATES","825 FT NORTHWEST OF BIA SCHOOL",,"AK","99680-0106","TUNTUTULIAK","UNITED STATES","PO BOX 8106",,"AK","99680-0106"
2,12/20/2017,12/31/2019,"TUNTUTULIAK","UNITED STATES","GAS STATION 250+ NORTH OF OLD AIR PORT",,"AK","99680",58732,"QINARMIUT CORPORATION, INC","Active",,10/25/2021,12/31/2023,"TUNTUTULIAK","UNITED STATES","825 FT NORTHWEST OF BIA SCHOOL",,"AK","99680-0106","TUNTUTULIAK","UNITED STATES","PO BOX 8106",,"AK","99680-0106"
1,10/19/2017,12/31/2021,"SOLDOTNA","UNITED STATES","134 NORTH BIRCH STREET",,"AK","99669",61726,"VFW POST 10046 (VFW)","Active",,10/4/2021,12/31/2023,"SOLDOTNA","UNITED STATES","134 N. BIRCH LANE",,"AK","99669","SOLDOTNA","UNITED STATES","134 N BIRCH ST",,"AK","99669-7508"
1,10/30/2018 12:13:18 PM,12/31/2024,"SHISHMAREF","UNITED STATES","10 BERING SEA ROAD",,"AK","99772",63957,"SHISHMAREF NATIVE STORE","Active",11/28/1997,12/14/2022,12/31/2024,"SHISHMAREF","UNITED STATES","#10 BERING SEA ROAD",,"AK","99772","SEATTLE","UNITED STATES","4025 DELRIDGE WAY SW, SUITE 300",,"WA","98106"
1,12/29/2008,12/31/2010,"ANCHORAGE","UNITED STATES","7828 OLD SEWARD HIGHWAY",,"AK","99518",64021,"ASIA GARDENS, INC","Active",3/3/2020,1/13/2023,12/31/2024,"ANCHORAGE","UNITED STATES","7828 OLD SEWARD HWY",,"AK","99518","ANCHORAGE","UNITED STATES","7828 OLD SEWARD HWY",,"AK","99518"
1,12/6/2018 2:26:27 PM,12/31/2024,"KING COVE","UNITED STATES","38 WINDY WALKWAY",,"AK","99612",64908,"FLEETS INN, THE","Active",,1/15/2023,12/31/2024,"King Cove","UNITED STATES","38 WINDY WALKWAY","9087497231","AK","99612","King Cove","UNITED STATES","PO BOX 38",,"AK","99612"
1,1/3/2022,12/31/2023,"Seward","UNITED STATES","213 Bluefield Dr.","P.O. Box 2443","AK","99664+2443",65846,"LI'L KRITTER'S DAYCARE AND SCHOOL","Active",,1/3/2022,12/31/2023,"SEWARD","UNITED STATES","213 BLUEFIELD DR",,"AK","99664","SEWARD","UNITED STATES","PO BOX 2443",,"AK","99664"
1,10/9/2018,12/31/2024,"NAKNEK","UNITED STATES","MILE 0 ALASKA PENNISULA HIGHWAY",,"AK","99633",66696,"FISHERMANS BAR AND JOES LIQUOR STORE, INC","Active",,10/6/2022,12/31/2024,"NAKNEK","UNITED STATES","MILE 0 ALASKA PENINSULA HWY",,"AK","99633","NAKNEK","UNITED STATES","PO BOX 73",,"AK","99633"
2,11/2/2017,12/31/2023,"KODIAK","UNITED STATES","627 SHELIKOFF",,"AK","99615",66813,"LESTER BROTHERS INC","Active",,12/17/2021,12/31/2023,"Kodiak","UNITED STATES","3350 Eider st.","9074862246","AK","99615","KODIAK","UNITED STATES","PO BOX 538",,"AK","99615-0538"
6,11/2/2017,12/31/2019,"KODIAK","UNITED STATES","800 E. MARINE WAY",,"AK","99615",66813,"LESTER BROTHERS INC","Active",,12/17/2021,12/31/2023,"Kodiak","UNITED STATES","3350 Eider st.","9074862246","AK","99615","KODIAK","UNITED STATES","PO BOX 538",,"AK","99615-0538"
4,11/2/2017,12/31/2023,"KODIAK","UNITED STATES","914 HEMLOCK",,"AK","99615",66813,"LESTER BROTHERS INC","Active",,12/17/2021,12/31/2023,"Kodiak","UNITED STATES","3350 Eider st.","9074862246","AK","99615","KODIAK","UNITED STATES","PO BOX 538",,"AK","99615-0538"
5,11/12/2015,12/31/2017,"KODIAK","UNITED STATES","111 MARINE WAY",,"AK","99615",66813,"LESTER BROTHERS INC","Active",,12/17/2021,12/31/2023,"Kodiak","UNITED STATES","3350 Eider st.","9074862246","AK","99615","KODIAK","UNITED STATES","PO BOX 538",,"AK","99615-0538"
1,11/6/2017 3:36:39 PM,12/31/2023,"WATERFALL","UNITED STATES","GENERAL STORE @ WATERFALL RESORT",,"AK","99950",68371,"RESORT ASSOCIATES","Active",11/15/1999,10/11/2021,12/31/2023,"Ketchikan","UNITED STATES","320 Dock St. Ste 222",,"AK","99901","KETCHIKAN","UNITED STATES","PO BOX 6440",,"AK","99901-1440"
1,12/27/2018 2:00:03 PM,12/31/2024,"JUNEAU","UNITED STATES","5165 GLACIER HWY",,"AK","99801",70694,"GAS N GO","Active",,12/27/2022,12/31/2024,"JUNEAU","UNITED STATES","5165 GLACIER HIGHWAY",,"AK","99801","JUNEAU","UNITED STATES","5165 GLACIER HWY",,"AK","99801-9516"
1,10/5/2017 2:02:02 PM,12/31/2023,"KATMAI NATIONAL PARK","UNITED STATES","BROOKS LODGE AT BROOKS CAMP",,"AK","99502",71677,"KATMAI TRADING POST","Active",9/15/1982,12/17/2021,12/31/2023,"ANCHORAGE","UNITED STATES","6400 S AIRPAK PLAZA STE 1",,"AK","99502-0908","ANCHORAGE","UNITED STATES","111 W 16TH AVE STE 400",,"AK","99501"
1,12/27/2018,12/31/2024,"KENAI","UNITED STATES","37556 KALIFONSKY BEACH ROAD",,"AK","99611",72414,"THE ALBATROSS","Active",11/21/1996,1/4/2021,12/31/2024,"KENAI","UNITED STATES","37556 KALIFONSKY BEACH RD",,"AK","99611","KENAI","UNITED STATES","37556 KALIFONSKY BEACH RD",,"AK","99611"
1,10/30/2018 12:29:05 PM,12/31/2024,"TUNUNAK","UNITED STATES","109 HERRING STREET",,"AK","99681",74106,"TUNUNAK NATIVE STORE","Active",,12/14/2022,12/31/2024,"TUNUNAK","UNITED STATES","109 HERRING STREET",,"AK","99681","SEATTLE","UNITED STATES","4025 DELRIDGE WAY SW, SUITE 300",,"WA","98106"
1,12/22/2017,12/31/2019,"HYDER","UNITED STATES","1 S.W. CORNER KANSAS ST",,"AK","99823",75387,"GLACIER AND HYDER INNS","Active",,11/17/2021,12/31/2023,"HYDER","UNITED STATES","1 S W CORNER KANSAS ST",,"AK","99923","HYDER","UNITED STATES","PO BOX 9",,"AK","99923"
1,11/15/2018,12/31/2024,"YAKUTAT","UNITED STATES","550 MALLOTT AVE",,"AK","99689",78320,"GLASS DOOR BAR AND LIQUOR STORE","Active",1/25/2001,12/21/2020,12/31/2024,"YAKUTAT","UNITED STATES","550 MALLOTT AVENUE",,"AK","99689-0188","YAKUTAT","UNITED STATES","PO BOX 188",,"AK","99689-0188"
2,12/18/2018 11:39:28 AM,12/31/2024,"DEADHORSE","UNITED STATES","123 LAKE CLOOEEN RD",,"AK","99734",79385,"ICE SERVICES, INC","Active",11/16/2000,12/6/2022,12/31/2024,"PRUDHOE BAY","UNITED STATES","100 MAIN STREET",,"AK","99734","ANCHORAGE","UNITED STATES","2606 C STREET, STE 2B",,"AK","99503"
3,12/18/2018 11:39:28 AM,12/31/2024,"NUIQSET","UNITED STATES","K PAD",,"AK","99789",79385,"ICE SERVICES, INC","Active",11/16/2000,12/6/2022,12/31/2024,"PRUDHOE BAY","UNITED STATES","100 MAIN STREET",,"AK","99734","ANCHORAGE","UNITED STATES","2606 C STREET, STE 2B",,"AK","99503"
4,12/18/2018 11:39:28 AM,12/31/2024,"PRUDOE BAY","UNITED STATES","POINT THOMPSON, LAT-70.170 N LONG-146.259 60 MILES",,"AK","99734",79385,"ICE SERVICES, INC","Active",11/16/2000,12/6/2022,12/31/2024,"PRUDHOE BAY","UNITED STATES","100 MAIN STREET",,"AK","99734","ANCHORAGE","UNITED STATES","2606 C STREET, STE 2B",,"AK","99503"
1,12/18/2018 11:39:28 AM,12/31/2024,"PRUDHOE BAY","UNITED STATES","100 MAIN STREET",,"AK","99734",79385,"ICE SERVICES, INC","Active",11/16/2000,12/6/2022,12/31/2024,"PRUDHOE BAY","UNITED STATES","100 MAIN STREET",,"AK","99734","ANCHORAGE","UNITED STATES","2606 C STREET, STE 2B",,"AK","99503"
5,10/7/2019,12/31/2024,"NUIQSUT","UNITED STATES","E PIT PAD",,"AK","99789",79385,"ICE SERVICES, INC","Active",11/16/2000,12/6/2022,12/31/2024,"PRUDHOE BAY","UNITED STATES","100 MAIN STREET",,"AK","99734","ANCHORAGE","UNITED STATES","2606 C STREET, STE 2B",,"AK","99503"
6,11/7/2022,12/31/2024,"DEADHORSE","UNITED STATES","2000 PIKKA",,"AK","99734",79385,"ICE SERVICES, INC","Active",11/16/2000,12/6/2022,12/31/2024,"PRUDHOE BAY","UNITED STATES","100 MAIN STREET",,"AK","99734","ANCHORAGE","UNITED STATES","2606 C STREET, STE 2B",,"AK","99503"
1,10/20/2018 2:16:20 PM,12/31/2024,"PRUDHOE BAY","UNITED STATES","#1 OLD SPINE RD",,"AK","99734",81453,"BROOKS RANGE SUPPLY, INC","Active",5/10/2002,10/6/2022,12/31/2024,"PRUDHOE BAY","UNITED STATES","#1 OLD SPINE ROAD",,"AK","99734","PRUDHOE BAY","UNITED STATES","PO BOX 340008",,"AK","99734"
1,10/13/2017 12:35:19 PM,12/31/2023,"JUNEAU","UNITED STATES","251 FRONT STREET",,"AK","99801",82189,"TRIANGLE CLUB, INC","Active",,10/4/2021,12/31/2023,"Juneau","UNITED STATES","TRIANGLE CLUB, PO Box 20977","9072095656","AK","99802","JUNEAU","UNITED STATES","PO BOX 20977",,"AK","99802-0977"
1,10/19/2017,12/31/2023,"KALTAG","UNITED STATES","#41 2ND STREET",,"AK","99748",84805,"KALTAG COOPERATIVE INDUSTRIES, INC.","Active",,12/7/2022,12/31/2023,"Kaltag","UNITED STATES","#14 2nd St.",,"AK","99748","KALTAG","UNITED STATES","PO BOX 29",,"AK","99748"
1,11/6/2018,12/31/2024,"SKAGWAY","UNITED STATES","6TH AND BROADWAY",,"AK","99840",85293,"EAGLES FRATERNAL ORDER","Active",,10/17/2022,12/31/2024,"Skagway","UNITED STATES","598 Broadway Street","9079832234","AK","99840","SKAGWAY","UNITED STATES","PO BOX 181",,"AK","99840"
1,12/26/2018,12/31/2024,"KING COVE","UNITED STATES","#7 HEART LAKE DRIVE",,"AK","99612",85314,"JOHN GOULD & SONS CO, INC","Active",11/26/2004,12/16/2020,12/31/2024,"KING COVE","UNITED STATES","#7 HEART LAKE DR.",,"AK","99612","KING COVE","UNITED STATES","PO BOX 7",,"AK","99612"
1,10/30/2018 11:23:31 AM,12/31/2024,"KWETHLUK","UNITED STATES","414 MAIN ROAD",,"AK","99621",86642,"KWETHLUK NATIVE STORE","Active",,12/14/2022,12/31/2024,"KWETHLUK","UNITED STATES","414 MAIN ROAD",,"AK","99621","SEATTLE","UNITED STATES","4025 DELRIDGE WAY SW, SUITE 300",,"WA","98106"
1,11/6/2017,12/31/2023,"KOTZEBUE","UNITED STATES","500 SHORE AVENUE",,"AK","99752",89052,"ROTMAN STORES","Active",,2/22/2022,12/31/2023,"Kotzebue","UNITED STATES","500 SHORE AVE.","9074423123","AK","99752","KOTZEBUE","UNITED STATES","PO BOX 969",,"AK","99752-0969"
