name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,category_survey_email_address,sub_status,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,date_of_organization_meeting,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_3,office_jurisdiction_3,dissolution_date,mailing_international_address,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,records_address_unit
"Tobacco Valley Stump Co., LLC",LLC,Active,2549670,2023-03-31,347 Elm Street,,Enfield,United States,06082,CT,tvstumpco@gmail.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,Site Preparation Contractors (238910),2022-06-13 00:16:29.1133333,markspurling@sbcglobal.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhi's Road Restaurant LLC,LLC,Active,2549673,2023-03-31,86 High Rock Rd,,Sandy Hook,United States,06482-1671,CT,rhisrr@yahoo.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,True,False,False,False,False,Mobile Food Services (722330),2022-06-13 00:16:29.1133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Kali LLC,LLC,Active,2549675,2023-03-31,154 Terrace Rd,,Bayport,United States,11705-1524,NY,a.morales@vicentesederberg.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,Farm Labor Contractors and Crew Leaders (115115),2022-06-13 00:16:29.1133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fortune 786 LLC,LLC,Active,2549676,2023-03-31,One Goodwives River Road,,Darien,United States,06820,CT,wajihjafri@yahoo.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:28.5500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123 Union LLC,LLC,Active,2549680,2023-03-31,419 Whalley Ave,200,New Haven,United States,06511,CT,avim770@gmail.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2022-06-13 00:16:29.1433333,avim770@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazing Leaf LLC,LLC,Active,2549689,2023-03-31,35 Giovanni Dr,,Waterford,United States,06385,CT,hetul317@gmail.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,True,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2022-06-13 00:16:29.1433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brayboy Baller Entertainment Incorporated,Non-Stock,Active,2549681,2022-07-31,,,,,,,claytonwilson929@yahoo.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,True,False,False,Sports Teams and Clubs (711211),2022-06-13 00:16:29.0500000,,First report due,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornerstone Property LLC,LLC,Active,2549686,2023-03-31,16 Cornerstone Ct,,Plantsville,United States,06479-1551,CT,contact@wmconservators.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,True,False,True,False,True,Lessors of Other Real Estate Property (531190),2022-06-13 00:16:29.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crystal Lake 1 LLC,LLC,Active,2549687,2023-03-31,18 Wells Hill Rd,,Easton,United States,06612-1525,CT,mlicamele@rfnc.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-06-13 00:16:29.0500000,mlicamele@rfnc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMC2 LLC,LLC,Active,2549698,2023-03-31,390 Boston Neck Road,Apt. 1H,Suffield,United States,06078,CT,palumbo538@gmail.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:29.1300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASC CONSTRUCTION LLC,LLC,Active,2549716,2023-03-31,37 MATHEWS ST,FL 2,WATERBURY,United States,06704,CT,sislemaantonio574@gmail.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,New Single-Family Housing Construction (except For-Sale Builders) (236115),2022-06-13 00:16:29.1300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAC L.L.C.,LLC,Active,2549718,2023-03-31,282 Middletown Rd,,Colchester,United States,06415,CT,kcpumkin@yahoo.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,True,False,False,False,False,,2022-06-13 00:16:29.1300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patricia's Unique Cleaning Services LLC,LLC,Active,2549725,2023-03-31,265 Dewey St,,Stratford,United States,06615-6807,CT,patriciasuniquecleaning@gmail.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,True,False,True,False,False,Janitorial Services (561720),2022-06-13 00:16:28.5366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twins Cargo Limited Liability Company,LLC,Active,2549749,2023-03-31,99 Campfield Ave,First Floor,Hartford,United States,06114,CT,juliorod1166@icloud.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,Motor Vehicle Towing (488410),2022-06-13 00:16:29.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olivia Tufo LCSW LLC,LLC,Active,2549726,2023-03-31,64 Ray Hill Rd,,East Haddam,United States,06423-1353,CT,oliviatufolcsw@gmail.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,True,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2022-06-13 00:16:29.1133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FWmathtutoring LLC,LLC,Active,2549737,2023-03-31,87 Valley View Road,,Fairfield,United States,06824,CT,fwmathtutoring@gmail.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:28.5366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Once & Again Auctions LLC,LLC,Active,2549738,2023-03-31,27 Goodsell Hill Rd,,Redding,United States,06896-3309,CT,lpstellato@gmail.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2022-06-13 00:16:28.5366667,jeff@wazlawfirm.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compton LLC,LLC,Active,2549780,2023-03-31,107 Whitney Ave,,New Haven,United States,06510-1232,CT,james@farnamgroup.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-06-13 00:16:29.1133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quick Funding Group LLC,LLC,Active,2549755,2023-03-31,185 Carrier St,,Liberty,United States,12754-2124,NY,ben@panterscapital.com,Foreign,,2022-05-02,NEW YORK,NEW YORK,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),2022-06-13 00:16:28.5500000,,,,2022-05-02,Quick Funding Group LLC,,"185 Carrier St, Liberty, NY, 12754-2124, United States",185 Carrier St,Liberty,NY,12754-2124,United States,"185 Carrier St, Liberty, NY, 12754-2124, United States",185 Carrier St,Liberty,NY,12754-2124,United States,,,,,,,,,,,
GRC CT LLC,LLC,Active,2549761,2023-03-31,2189 N Il Route 83,213,Round Lake Beach,United States,60073-4906,IL,patel_sanjayk@hotmail.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,True,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2022-06-13 00:16:28.5500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VT 211, LLC",LLC,Active,2549764,2023-03-31,118 Lake Dr S,,New Fairfield,United States,06812-3505,CT,scatknob@aol.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-06-13 00:16:28.5500000,madlyn@ltr-law.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"D & S Interior, LLC",LLC,Active,2549765,2023-03-31,603 Mix avenue,1J,Hamden,United States,06514,CT,dianewoolfolk@sbcglobal.net,Domestic,United States,2022-05-02,Connecticut,Connecticut,True,False,True,False,False,Residential Remodelers (236118),2022-06-13 00:16:28.5500000,oliverpainting1@juno.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46 Cumpstone LLC,LLC,Active,2549769,2023-03-31,35 Sherwood Drive,,North Haven,United States,06473,CT,andrew@modernrentals.us,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2022-06-13 00:16:29.0500000,andrew@modernrentals.us,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT BUILDERS LLC,LLC,Active,2549774,2023-03-31,116 RICHARDS ST,,WEST HAVEN,United States,06516,CT,oneoakagency@yahoo.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2022-06-13 00:16:29.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coal and Wood LLC,LLC,Active,2549771,2023-03-31,145 Church St,,Middletown,United States,06457-3664,CT,coalanwood@gmail.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,True,False,False,Mobile Food Services (722330),2022-06-13 00:16:29.1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brigitte LLC,LLC,Active,2549784,2023-03-31,177 Sound Beach Ave,,Old Greenwich,United States,06870-1740,CT,claudetterothman@gmail.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,True,False,False,False,False,Luggage and Leather Goods Stores (448320),2022-06-13 00:16:29.1133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JC Retail, LLC",LLC,Active,2549788,2023-03-31,1411 Broadway,16th Fl,New York,United States,10018,NY,jcretailct@gmail.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2022-06-13 00:16:29.1133333,b.nikisher@vicentesederberg.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sophia and Selena Enterprises, LLC",LLC,Active,2549789,2023-03-31,78 Broad Street,,Milford,United States,06460,CT,milfordrx@gmail.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2022-06-13 00:16:29.1600000,michaelmilazzo@comcast.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orchard Townhomes LLC,LLC,Active,2549790,2023-03-31,107 Whitney Ave,,New Haven,United States,06510-1232,CT,james@farnamgroup.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-06-13 00:16:29.7066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 NINES LLC,LLC,Active,2549801,2023-03-31,232 PARK STREET,#17,NEW CANAAN,United States,06840,CT,jim@weinbergpc.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:29.1600000,jim@weinbergpc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVED VRJ LLC,LLC,Active,2549802,2023-03-31,38 Ledgewood Dr,,Brookfield,United States,06804,CT,incorporation@corporatedocfiling.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,All Other Consumer Goods Rental (532289),2022-06-13 00:16:29.1433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1071 Ocean, LLC",LLC,Active,2549806,2023-03-31,3225 McLeod Dr,Suite 100,Las Vegas,United States,89121-2257,NV,ra@andersonadvisors.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-06-13 00:16:29.1433333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.A. OUTDOOR WORKS LLC,LLC,Active,2549815,2023-03-31,34 HIGH ST,,EAST HAVEN,United States,06512,CT,aaoutdoorworksllc@gmail.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,True,False,False,Residential Remodelers (236118),2022-06-13 00:16:29.1433333,aaoutdoorworksllc@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APPLIED AI SOLUTIONS LLC,LLC,Active,2549811,2023-03-31,95 MORGAN ST APT 11A,,STAMFORD,United States,06905,CT,efile1234@incfile.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,Custom Computer Programming Services (541511),2022-06-13 00:16:28.5366667,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transport by De�charn�ne Professional Limited Liability Co.,LLC,Active,2549808,2023-03-31,594 Ferry St,,New Haven,United States,06513-2922,CT,transportbydecharnne@gmail.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,True,False,True,False,False,Couriers and Express Delivery Services (492110),2022-06-13 00:16:28.5200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S C G de Souza LLC,LLC,Active,2549810,2023-03-31,39 Muriel Dr,,Granby,United States,06035-2020,CT,sdesouza1@cox.net,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,Nonresidential Property Managers (531312),2022-06-13 00:16:28.5200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Auction Group LLC,LLC,Active,2549817,2023-03-31,50 Red Hill Dr,,Glastonbury,United States,06033-3135,CT,kevin@graffps.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:28.5366667,dloring@bpslawyers.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEASONAL SWEETS L.L.C.,LLC,Active,2549822,2023-03-31,216 HOGS BACK RD,,OXFORD,United States,06478,CT,efile1234@incfile.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,Ice Cream and Frozen Dessert Manufacturing (311520),2022-06-13 00:16:28.5366667,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VTD PUBLISHING LLC,LLC,Active,2549828,2023-03-31,352 Intervale Rd,,Bridgeport,United States,06610-1013,CT,efile1234@incfile.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,Commercial Printing (except Screen and Books) (323111),2022-06-13 00:16:29.0833333,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nanfito Productions LLC,LLC,Active,2549830,2023-03-31,2389 Main St. STE 100,,Glastonbury,United States,06033,CT,eastern@registeredagentsinc.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,Advertising Material Distribution Services (541870),2022-06-13 00:16:29.1300000,eastern@registeredagentsinc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20 Mercer, LLC",LLC,Active,2549833,2023-03-31,3225 McLeod Dr,Suite 100,Las Vegas,United States,89121-2257,NV,ra@andersonadvisors.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-06-13 00:16:28.5200000,ra@andersonadvisors.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Drive Rentals, LLC",LLC,Active,2549834,2023-03-31,"Soundview Plaza, Suite 700R, 1266 E Main Street",,Stamford,United States,06902,CT,kenrickgordon@gmail.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:29.7233333,rcarre@lawssf.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGOR MARIANO SERVICES LLC,LLC,Active,2549838,2023-03-31,9 Ellsworth Ave,,Danbury,United States,06810,CT,multiservice@7statect.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2022-06-13 00:16:29.7233333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRAMER PROPERTY SERVICES INC.,Stock,Active,2549836,2023-05-02,26 Colby Dr,,Dix Hills,United States,11746-8347,NY,donald.j.cramer@gmail.com,Foreign,,2022-05-02,NEW YORK,NEW YORK,False,False,False,False,False,Residential Remodelers (236118),2022-06-13 00:16:29.7233333,,,,2022-05-02,CRAMER PROPERTY SERVICES INC.,,,,,,,,,,,,,,,,,,,,,,,,
JK Fab LLC,LLC,Active,2549844,2023-03-31,2389 Main St. STE 100,,Glastonbury,United States,06033,CT,eastern@registeredagentsinc.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,All Other Automotive Repair and Maintenance (811198),2022-06-13 00:16:29.7233333,eastern@registeredagentsinc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiorella Limited Liability Company,LLC,Active,2549837,2023-03-31,2926 Fairfield Ave,,Bridgeport,United States,06605-3278,CT,helen@thehighendcannabis.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,True,False,True,False,False,,2022-06-13 00:16:28.5366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUESTAN BUILDER LLC,LLC,Active,2549840,2023-03-31,44 DALE ST,1,STAMFORD,United States,06902,CT,elkinbuestan@gmail.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:28.5366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rise Up Retail, LLC",LLC,Active,2549846,2023-03-31,1411 Broadway,16th Fl,New York,United States,10018-3496,NY,riseupretail@gmail.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2022-06-13 00:16:29.1133333,b.nikisher@vicentesederberg.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KURTI CONSTRUCTION, CORP.",Stock,Active,2549849,2023-05-02,516 E. 78th Street,4H,New York,United States,10007,NY,kurti.joe@gmail.com,Foreign,,2022-05-02,NEW YORK,NEW YORK,False,False,False,False,False,Framing Contractors (238130),2022-06-13 00:16:29.1133333,,,,2022-05-02,"KURTI CONSTRUCTION, CORP.",,,,,,,,,,,,,,,,,,,,,,,,
vartulijabickteam Corporation,Stock,Active,2549855,2022-07-31,,,,,,,vartulijabick@gmail.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),2022-06-13 00:16:29.1300000,,First report due,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"94-95 WEST END DRIVE, LLC",LLC,Active,2549870,2023-03-31,110 Bolivia St,,Willimantic,United States,06226-2818,CT,devivopamela@gmail.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-06-13 00:16:28.5200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARI Consulting Services LLC,LLC,Active,2549917,2023-03-31,103 Devens Street,,New Britain,United States,06051,CT,ariconsultingservicesllc@gmail.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2022-06-13 00:16:28.5200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stormy Skywalker Mind and Body LLC,LLC,Active,2549863,2023-03-31,460 E Cotton Hill Rd,,New Hartford,United States,06057-3406,CT,stormyskywalkermindandbody@gmail.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,True,False,False,False,False,Pet Care (except Veterinary) Services (812910),2022-06-13 00:16:29.1300000,lakatosam@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maddox Industrial Transformer LLC,LLC,Active,2549866,2023-03-31,865 Victor Hill Rd,,Greer,United States,29651,SC,tim.miller@maddoxtransformer.com,Foreign,,2022-05-02,SOUTH CAROLINA,SOUTH CAROLINA,False,False,False,False,False,"Power, Distribution, and Specialty Transformer Manufacturing (335311)",2022-06-13 00:16:29.1300000,,,,2022-05-02,Maddox Industrial Transformer,,"865 Victor Hill Rd, Greer, SC, 29651, United States",865 Victor Hill Rd,Greer,SC,29651,United States,"865 Victor Hill Rd, Greer, SC, 29651, United States",865 Victor Hill Rd,Greer,SC,29651,United States,,,,,,,,,,,
Haven Properties CT LLC,LLC,Active,2549861,2023-03-31,11 Andover Dr,,Milford,United States,06460-6968,CT,team@havenpropertiesct.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,Residential Property Managers (531311),2022-06-13 00:16:29.1133333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Biscuit Guy Limited Liability Company,LLC,Active,2549871,2023-03-31,55 Boca Chica Rd,460,Key West,United States,33040-5698,FL,phil_lafleur@yahoo.com,Foreign,,2022-05-02,FLORIDA,FLORIDA,False,False,False,False,False,Pet and Pet Supplies Stores (453910),2022-06-13 00:16:28.5200000,,,,2022-05-02,The Biscuit Guy,,"55 Boca Chica Rd, 460, Key West, FL, 33040-5698, United States",55 Boca Chica Rd,Key West,FL,33040-5698,United States,"55 Boca Chica Rd, 460, Key West, FL, 33040-5698, United States",55 Boca Chica Rd,Key West,FL,33040-5698,United States,460,460,,,,,,,,,
Emmarie Intentions LLC,LLC,Active,2549875,2023-03-31,91 Victoria Ct,,Hamden,United States,06514-4500,CT,emmarieintentions@gmail.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,True,False,False,False,False,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",2022-06-13 00:16:29.0500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crappy Worldwide LLC,LLC,Active,2549877,2023-03-31,672 Queen St,1032,Southington,United States,06489-1540,CT,filings@betterlegal.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,,2022-06-13 00:16:29.0500000,filings@betterlegal.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ash and Jules Apothecary LLC,LLC,Active,2549884,2023-03-31,27 Sarah Drive,,Uncasville,United States,06382,CT,ashandjulesapothecary@gmail.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,True,False,False,True,True,All Other Personal Services (812990),2022-06-13 00:16:29.1600000,ashandjulesapothecary@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LoHi, LLC",LLC,Active,2549885,2023-03-31,1411 Broadway,16th Fl,New York,United States,10018-3496,NY,lohiconnecticut@gmail.com,Domestic,United States,2022-05-02,Connecticut,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2022-06-13 00:16:28.5366667,b.nikisher@vicentesederberg.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
