name,business_type,status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_name_in_state_country,citizenship,date_registration,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,business_email_address,naics_code,total_authorized_shares,country_formation,formation_place,category_survey_email_address,billing_unit,sub_status,date_of_organization_meeting,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction_3,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction_3,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,records_address_unit,mail_jurisdiction,mailing_international_address
ENERGYM FITNESS LLC,LLC,Active,2624780,2023-03-31,,646 MERIDEN RD,WATERBURY,United States,06705,CT,,Domestic,2022-09-01,Connecticut,True,False,True,False,False,2022-10-04 00:17:57.8133333,ccaritomg6@gmail.com,Centros de fitness y deportes recreativos (713940),,United States,Connecticut,ccaritomg6@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Revenue Management Group, Incorporated",Stock,Active,2624774,2023-09-01,2022-09-01,2348 Baton Rouge Ave,Lima,United States,45805,OH,"Revenue Management Group, Incorporated",Foreign,2022-09-01,OHIO,False,False,False,False,False,2022-10-04 00:17:58.3400000,sarah.mullesch@simplicated-inc.com,Collection Agencies (561440),,,OHIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANON ADVANCE LLC,LLC,Active,2624797,2023-03-31,,500 W Putnam Ave Ste 400,Greenwich,United States,06830-6096,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.3433333,office@bridgefundingcap.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMDrones LLC,LLC,Active,2624776,2023-03-31,,6 Scoville Rd,Canton,United States,06019-4535,CT,,Domestic,2022-09-01,Connecticut,True,False,False,False,False,2022-10-04 00:17:58.3700000,hax.mammer@gmail.com,Other Support Activities for Air Transportation (488190),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brothers Hernandez LLC,LLC,Active,2624783,2023-03-31,,32 Grafton St,New Haven,United States,06513-3226,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.3700000,jhernandez@gmail.com,Other Grocery and Related Products Merchant Wholesalers (424490),,United States,Connecticut,,1 Fl,,,,,,,,,,,,,,,,,,,,,,,,,,
92 chestnut st. llc,LLC,Active,2624782,2023-03-31,,50 cold spring rd,rocky hill,United States,06067,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:57.7800000,krpropertiesct@gmail.com,,,United States,Connecticut,,115,,,,,,,,,,,,,,,,,,,,,,,,,,
WolfPackShit LLC,LLC,Active,2624916,2023-03-31,,33 Copper St,Manchester,United States,06040,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.3400000,incorporation@corporatedocfiling.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORIR SONANDO FOOD TRUCK LLC,LLC,Active,2624925,2023-03-31,,17 Henderson Dr,East Hartford,United States,06108-1813,CT,,Domestic,2022-09-01,Connecticut,True,False,True,False,False,2022-10-04 00:17:58.3400000,alers_r@yahoo.com,Mobile Food Services (722330),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MTOWERS GROUP LLC,LLC,Active,2624792,2023-03-31,,72 Marshall Rd,Meriden,United States,06450-5922,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.3166667,filings@betterlegal.com,,,United States,Connecticut,filings@betterlegal.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
"65 Gorham Road, LLC",LLC,Active,2624793,2023-03-31,,494 Lalley Blvd,Fairfield,United States,06824-6712,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.3166667,al@bellahomesct.com,Other Activities Related to Real Estate (531390),,United States,Connecticut,jim@millerandrosnick.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boxscore Brands, Inc.",Stock,Active,2624795,2023-09-01,2022-09-01,500 W Putnam Ave,Greenwich,United States,06830-6086,CT,"Boxscore Brands, Inc.",Foreign,2022-09-01,DELAWARE,False,False,False,False,False,2022-10-04 00:17:58.3700000,mallory@smitheilers.com,All Other Metal Ore Mining (212299),,,DELAWARE,,Suite 400,,,,,,,,,,,,,,,,,,,,,,,,,,
Signature Solutions Group LLC,LLC,Active,2624796,2023-03-31,2022-09-01,2389 Main St,Glastonbury,United States,06033-4617,CT,Signature Solutions Group LLC,Foreign,2022-09-01,DELAWARE,False,False,False,False,False,2022-10-04 00:17:58.3700000,rickyf@frimpongcpa.com,"All Other Professional, Scientific, and Technical Services (541990)",,,DELAWARE,,,,,"3825 Lancaster Pike, 3, Wilmington, DE, 19805, United States",3825 Lancaster Pike,3,Wilmington,DE,19805,United States,"3825 Lancaster Pike, 3, Wilmington, DE, 19805, United States",3825 Lancaster Pike,3,Wilmington,DE,19805,United States,,,,,,,,,,
American Starr Plumbing and Htg. LLC,LLC,Active,2624814,2023-03-31,,20 Clark Road,Stafford Springs,United States,06076,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.3833333,americanstarrplumbing@yahoo.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KBC ADVISORS - CONNECTICUT, LLC",LLC,Active,2624805,2023-03-31,2022-09-01,"5628 AIRPORT WAY S, STE 238",SEATTLE,UNITED STATES,98108,WA,"KBC ADVISORS - CONNECTICUT, LLC",Foreign,2022-09-01,DELAWARE,False,False,False,False,False,2022-10-04 00:17:58.3166667,ROSE.YOST@KBCADVISORS.COM,531210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585 BERLIN TPKE LLC,LLC,Active,2624806,2023-03-31,,2585 Berlin Tpke,Newington,United States,06111-4109,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:57.7600000,rweiner@wpsir.com,Lessors of Residential Buildings and Dwellings (531110),,United States,Connecticut,mratibbus@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NB Grounds, LLC",LLC,Rejected,2624808,,,2 Downing Drive,Preston,United States,06365,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:57.7733333,nbeers9@yahoo.com,Landscaping Services (561730),,United States,Connecticut,victoria@muellergreene.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two Key Realty LLC,LLC,Active,2624838,2023-03-31,,19 Stokes Ave,Waterbury,United States,06705-2942,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.3833333,brianbierce@yahoo.com,,,United States,Connecticut,fulfillment@bizfilings.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lock Cyber LLC,LLC,Active,2624833,2023-03-31,,45 Copper Beech Dr,Cheshire,United States,06410-2950,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.3833333,taxesbyted@gmail.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLADYS GLASSES LLC,LLC,Active,2624842,2023-03-31,,93 Westville Ave,Danbury,United States,06810,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.3700000,gladysher1994@icloud.com,Ophthalmic Goods Manufacturing (339115),,United States,Connecticut,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
"MERSINO DEWATERING, LLC",LLC,Active,2624853,2023-03-31,2022-09-01,900 N. SQUIRREL RD.,AUBURN HILLS,UNITED STATES,48326,MI,"MERSINO DEWATERING, LLC",Foreign,2022-09-01,MICHIGAN,False,False,False,False,False,2022-10-04 00:17:58.3433333,,238910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good Hair Dreamz Limited Liability Co.,LLC,Active,2624856,2023-03-31,,1672 Reservoir Ave,Bridgeport,United States,06606-1433,CT,,Domestic,2022-09-01,Connecticut,True,False,True,False,False,2022-10-04 00:17:58.3566667,cutupco@gmail.com,"Cosmetics, Beauty Supplies, and Perfume Stores (446120)",,United States,Connecticut,cutupco@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
41 Herrick Road LLC,LLC,Active,2624859,2023-03-31,,12 East 12th Street,New York,United States,10002,NY,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.2933333,steven@rubenstein.com,Other Activities Related to Real Estate (531390),,United States,Connecticut,,Apt 10,,,,,,,,,,,,,,,,,,,,,,,,,,
SHOP FA LLC,LLC,Active,2624861,2023-03-31,,91 Cadbury Ln,South Windsor,United States,06074-2270,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.3566667,info@amazonmarket.business,Other Miscellaneous Nondurable Goods Merchant Wholesalers (424990),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3Q DIGITAL, INC.",Stock,Active,2624875,2023-09-01,2022-08-01,"1 SOUTH WACKER DR., STE. 2250",CHICAGO,UNITED STATES,60606,IL,"3Q DIGITAL, INC.",Foreign,2022-09-01,DE,False,False,False,False,False,2022-10-04 00:17:58.3833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paw Haven Trust, LLC",LLC,Active,2624880,2023-03-31,,114 Nash Street,New Haven,United States,06511,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.3433333,krocco@gmail.com,Miscellaneous Financial Investment Activities (523999),,United States,Connecticut,ajsarris@dpapc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.T. SILK NAILS CORP,Stock,Active,2624881,2023-09-12,,1234 FARMINGTON AVE,WEST HARTFORD,United States,06107,CT,,Domestic,2022-09-01,Connecticut,False,False,True,False,False,2022-10-04 00:17:58.3100000,amykimjoyjoo@hotmail.com,Nail Salons (812113),200.0,United States,Connecticut,,,,2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,
Denova Medical Inc,Stock,Active,2624885,2022-11-30,,,,,,,,Domestic,2022-09-01,Connecticut,False,False,True,False,False,2022-10-04 00:17:58.3566667,photi@denovamedical.com,Electromedical and Electrotherapeutic Apparatus Manufacturing (334510),3000.0,United States,Connecticut,,,First report due,,,,,,,,,,,,,,,,,,,,,,,,,
All Things Fun LLC,LLC,Active,2624898,2023-03-31,,850 Hartford Turnpike,Waterford,United States,06385,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.3433333,millscrystal1720@gmail.com,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE WORLD OF CONSTRUCTION LLC,LLC,Active,2624904,2023-03-31,,103 TAFT AVE,WEST HAVEN,United States,06516,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.3233333,theworldconstructionllc@gmail.com,Residential Remodelers (236118),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PAVLOS METTIS, CPA, P.C.",Stock,Active,2624891,2022-11-30,,,,,,,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:57.7800000,sberger@vedderprice.com,,1000.0,United States,,,,First report due,,,,,,,,,,,,,,,,,,,,,,,,,
Goodmoney Kennels LLC,LLC,Active,2624896,2023-03-31,,515 West Ave,Bridgeport,United States,06604-3950,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.3433333,goodmoneykennels203@gmail.com,,,United States,Connecticut,jet3212@yahoo.com,308,,,,,,,,,,,,,,,,,,,,,,,,,,
JR Gotham Luxury LLC,LLC,Active,2624901,2023-03-31,,103 Washington Ridge Rd,New Milford,United States,06776-2258,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.3433333,rchiappa@rc3electric.com,Couriers and Express Delivery Services (492110),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LITTLE SLOTH HEALTHCARE OF FLORIDA, P.A., P.C.",Stock,Active,2624900,2023-09-01,2022-09-01,"660 4TH STREET, STE. 168",SAN FRANCISCO,UNITED STATES,94107,CA,"LITTLE SLOTH HEALTHCARE OF FLORIDA, P.A.",Foreign,2022-09-01,FL,False,False,False,False,False,2022-10-04 00:17:57.7733333,littlesloth@littleotterhealth.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every Day Products Unlimited LLC,LLC,Active,2624902,2023-03-31,,15 Natureview Trl,Bethel,United States,06801-1433,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.3433333,everydayproductsunltd@gmail.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Right Choice Land Management LLC,LLC,Active,2624908,2023-03-31,,88 N Taylor Ave,Norwalk,United States,06854-1427,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:57.7733333,rcm203868@gmail.com,Other Personal and Household Goods Repair and Maintenance (811490),,United States,Connecticut,,#3,,,,,,,,,,,,,,,,,,,,,,,,,,
MK Landscape Design LLC,LLC,Active,2624910,2023-03-31,,93 Field Rock Rd,Southport,United States,06890-1014,CT,,Domestic,2022-09-01,Connecticut,True,False,False,False,False,2022-10-04 00:17:57.7733333,landscapebymk@gmail.com,Landscaping Services (561730),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Making Power Moves LLC,LLC,Active,2624913,2023-03-31,,120 Bird Rd,Bristol,United States,06010-9600,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.3166667,makingpowermoves83@gmail.com,Electrical Contractors and Other Wiring Installation Contractors (238210),,United States,Connecticut,business@totallegal.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
402 ELM ST PARTNERS LLC,LLC,Active,2624919,2023-03-31,,68 White Oak Ln,Stamford,United States,06905-1521,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.2766667,bill@cfmcpa.com,Lessors of Other Real Estate Property (531190),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KIMBERLY SHEEHAN, LLC",LLC,Active,2624921,2023-03-31,,2 Klim Lane,Norwalk,UNITED STATES,06850,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:57.7866667,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AALAYAH'S DELI AND GROCERY LLC,LLC,Active,2624945,2023-03-31,,166 FERRY STREET,NEW HAVEN,United States,06513,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:57.7733333,aalayahs.deli@gmail.com,Supermarkets and Other Grocery (except Convenience) Stores (445110),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DNV GL NOBLE DENTON USA, LLC",LLC,Active,2624930,2023-03-31,2022-08-25,1400 RAVELLO DRIVE,KATY,USA,77449,TX,"DNV GL NOBLE DENTON USA, LLC",Foreign,2022-09-01,TEXAS,False,False,False,False,False,2022-10-04 00:17:57.7866667,,541690,,,,,,,,"1400 RAVELLO DRIVE, KATY, TX, 77449, United States",1400 RAVELLO DRIVE,,KATY,TX,77449,United States,"1400 RAVELLO DRIVE, KATY, TX, 77449, United States",1400 RAVELLO DRIVE,,KATY,TX,77449,United States,,,,,,,,,,
"KATE'S DALEY EATS NUTRITION, LLC",LLC,Active,2624933,2023-03-31,,54 James Vincent Dr,Clinton,United States,06413,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.3766667,katesdaleyeats@gmail.com,,,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DANBURY V, LLC",LLC,Active,2624935,2023-03-31,2022-08-31,29 SUGAR HOLLOW ROAD,DANBURY,UNITED STATES,06810,CT,"DANBURY V, LLC",Foreign,2022-09-01,DELAWARE,False,False,False,False,False,2022-10-04 00:17:58.3166667,,441110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFS Macro LLC,LLC,Active,2624937,2023-03-31,,2389 Main Street Suite 1002389 Main Street Suite 100,Glastonbury,United States,06033,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.3300000,llcsupport@primecorporateservices.com,Electronic Shopping and Mail-Order Houses (454110),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salon UNROOTED LLC,LLC,Active,2625011,2023-03-31,,817 Providence Pike,Danielson,United States,06239-3903,CT,,Domestic,2022-09-01,Connecticut,True,False,False,False,False,2022-10-04 00:17:58.3300000,salonunrooted@yahoo.com,Beauty Salons (812112),,United States,Connecticut,dan@kaplanandbrennan.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brothers in Property LLC,LLC,Active,2625028,2023-03-31,,26 Tobey Rd,Bloomfield,United States,06002-3522,CT,,Domestic,2022-09-01,Connecticut,False,False,True,False,True,2022-10-04 00:17:58.3300000,bomanibrown2@gmail.com,"All Other Professional, Scientific, and Technical Services (541990)",,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Danbury P, LLC",LLC,Active,2624941,2023-03-31,2022-08-31,23 Sugar Hollow Rd,Danbury,UNITED STATES,06810,CT,"Danbury P, LLC",Foreign,2022-09-01,DE,False,False,False,False,False,2022-10-04 00:17:57.7866667,,441110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARTFORD PETRO LLC,LLC,Rejected,2624947,,,56 ENFIELD ST,ENFIELD,United States,06082,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.3300000,mustafa@amsgpetroleum.com,Gasoline Stations with Convenience Stores (447110),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamilky's Day Care LLC,LLC,Active,2624954,2023-03-31,,241 Judith Lane,Waterbury,United States,06704,CT,,Domestic,2022-09-01,Connecticut,True,False,True,False,False,2022-10-04 00:17:57.7733333,yamilky20@gmail.com,Child and Youth Services (624110),,United States,Connecticut,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
"BAGELMAN 4, LLC",LLC,Active,2624956,2023-03-31,,"312 Danbury Rd., Unit 1",New Milford,,06776,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.2933333,bagelman10@sbcglobal.net,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312BeachWalk LLC,LLC,Active,2624957,2023-03-31,,312 Beach Rd,Venice,United States,34285-3708,FL,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.2933333,vsenew@gmail.com,,,United States,Connecticut,vsenew@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diaz Electric LLC,LLC,Active,2624978,2023-03-31,,32 Assisi Way,Norwalk,United States,06851-3216,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.2933333,joeyd3185@gmail.com,Electrical Contractors and Other Wiring Installation Contractors (238210),,United States,Connecticut,joeyd3185@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BRYDON FUND I GP, LLC",LLC,Active,2624960,2023-03-31,2022-09-01,"71 ARCH STREET, 3RD FLOOR",GREENWICH,UNITED STATES,06830,CT,"BRYDON FUND I GP, LLC",Foreign,2022-09-01,DELAWARE,False,False,False,False,False,2022-10-04 00:17:58.3300000,STEVE.RESSLER@BRYDON.COM,523999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allard Equipment LLC,LLC,Active,2624968,2023-03-31,,5 Constitution Plz,Hartford,United States,06103-1822,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.3300000,allardawstyn@gmail.com,Used Car Dealers (441120),,United States,Connecticut,allardawstyn@gmail.com,1001,,,,,,,,,,,,,,,,,,,,,,,,,,
TruClean Power Washing LLC,LLC,Active,2625007,2023-03-31,,208 Reservoir Rd,Killingworth,United States,06419-2329,CT,,Domestic,2022-09-01,Connecticut,False,True,False,False,False,2022-10-04 00:17:58.3300000,trucleanpwrwashing@gmail.com,Other Services to Buildings and Dwellings (561790),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larkin Home Construction LLC,LLC,Active,2624976,2023-03-31,,9 cheryl lane,Prospect,United States,06712,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:57.7866667,larkinhomeconstruction@gmail.com,Residential Remodelers (236118),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ProKidney, LLC",LLC,Rejected,2624994,,2022-08-15,3929 Westpoint Blvd,Winston Salem,United States,27103-6760,NC,"ProKidney, LLC",Foreign,2022-09-01,DELAWARE,False,False,False,False,False,2022-10-04 00:17:58.3300000,renee.bumgarner@prokidney.com,Research and Development in Biotechnology (except Nanobiotechnology) (541714),,,DELAWARE,,G,,,,,,,,,,,,,,,,,,,,,,,,,,
Riquielle Cleaning llc,LLC,Active,2625017,2023-03-31,,77 Prange Rd,Brookfield,United States,06804-1009,CT,,Domestic,2022-09-01,Connecticut,True,False,False,False,False,2022-10-04 00:17:58.3300000,quiely@hotmail.com,Janitorial Services (561720),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dream Beyond Limits, Inc.",Non-Stock,Active,2624981,2022-11-30,,,,,,,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:57.8066667,INFO@DREAMBEYONDLIMITS.ORG,,,United States,,,,First report due,,,,,,,,,,,,,,,,,,,,,,,,,
BRITO A CONSTRUCTION LLC,LLC,Active,2625003,2023-03-31,,192 Jefferson Ave,New London,United States,06320-3612,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.2766667,jvargas@gatewayinsct.com,Finish Carpentry Contractors (238350),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q&Lsoul sisters LLC,LLC,Active,2625022,2023-03-31,,495 Charles St,Bridgeport,United States,06606-5633,CT,,Domestic,2022-09-01,Connecticut,True,False,False,False,False,2022-10-04 00:17:58.2766667,queenworlu@yahoo.com,Beauty Salons (812112),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Airguns LLC,LLC,Active,2624987,2023-03-31,,26 Jeff Rd,Vernon Rockville,United States,06066-5304,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.2933333,hulltyler65@gmail.com,Used Merchandise Stores (453310),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TaxAbility, LLC",LLC,Active,2624990,2023-03-31,,750 Main Street,Hartford,United States,06103,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.2933333,jolie@accounting-connections.com,Tax Preparation Services (541213),,United States,Connecticut,sbf@franklinlaw.net,Suite 804,,,,,,,,,,,,,,,,,,,,,,,,,,
Bag Chasers Only LLC,LLC,Active,2624997,2023-03-31,,1339 Overland Drive,Spring Hill,United States,34608,FL,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.2933333,elias02068@gmail.com,Apparel Accessories and Other Apparel Manufacturing (315990),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESG-FIN LLC,LLC,Active,2625033,2023-03-31,,531 Reef Road,Fairfield,United States,06824,CT,,Domestic,2022-09-01,Connecticut,False,False,False,False,False,2022-10-04 00:17:58.3766667,martha.crawford@esg-fin.com,Administrative Management and General Management Consulting Services (541611),,United States,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
