name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,billing_unit,category_survey_email_address,sub_status,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_3,office_jurisdiction_3,date_of_organization_meeting,dissolution_date,mailing_international_address,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,records_address_unit
Legendary Motorsports LLC,LLC,Active,2413477,2023-03-31,1 Eugene Ave,Bristol,United States,06010-7211,CT,legendarymotorsportsllc@gmail.com,Domestic,United States,2022-01-02,Connecticut,Connecticut,False,False,True,False,False,All Other Automotive Repair and Maintenance (811198),2022-02-07 00:07:03.3866667,,williecaleznegron@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holanda Enterprise LLC,LLC,Active,2413494,2023-03-31,63 Knollwood Dr,Bethel,United States,06801-2315,CT,vinicius.holanda203@gmail.com,Domestic,United States,2022-01-02,Connecticut,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2022-02-07 00:07:03.3866667,,vinicius.holanda203@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ellevy LLC,LLC,Active,2413504,2023-03-31,11 Merwin St,Norwalk,United States,06850-4018,CT,stacy@stacyyvelle.com,Domestic,United States,2022-01-02,Connecticut,Connecticut,True,False,True,False,False,"Independent Artists, Writers, and Performers (711510)",2022-02-07 00:07:03.3866667,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quality Nurse Services LLC,LLC,Active,2413511,2023-03-31,7 Red Barn Ln,Norwalk,United States,06850-1122,CT,vicki@qualitynurseservices.com,Domestic,United States,2022-01-02,Connecticut,Connecticut,True,False,False,False,False,Continuing Care Retirement Communities (623311),2022-02-07 00:07:03.3866667,,vlgatling@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Wax Room LLC,LLC,Active,2413533,2023-03-31,2664 State St,Hamden,United States,06517-2226,CT,rwaxroom@gmail.com,Domestic,United States,2022-01-02,Connecticut,Connecticut,True,False,False,False,False,,2022-02-07 00:07:03.3866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCA Property Services LLC,LLC,Active,2413522,2023-03-31,2 Canary St,Pawcatuck,United States,06379-2322,CT,jay.wosencroft@gmail.com,Domestic,United States,2022-01-02,Connecticut,Connecticut,False,False,True,False,False,Landscaping Services (561730),2022-02-07 00:07:03.3866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing cleaning Limited Liability Company,LLC,Active,2413526,2023-03-31,1046 Capitol Ave,Hartford,United States,06106-1074,CT,siemprepupo@gmail.com,Domestic,United States,2022-01-02,Connecticut,Connecticut,False,False,False,False,False,Servicios de limpieza (561720),2022-02-07 00:07:03.3866667,Apart C-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal Beauty Collections LLC,LLC,Active,2413527,2023-03-31,338 Central Ave,norwich,United States,06360,CT,dametriisbeautysupply@gmail.com,Domestic,United States,2022-01-02,Connecticut,Connecticut,True,False,False,False,False,Other Clothing Stores (448190),2022-02-07 00:07:03.3866667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Dude Art Limited Liability Company,LLC,Active,2413536,2023-03-31,325 Willow St,New Haven,United States,06511-2431,CT,littledudegallery@gmail.com,Domestic,United States,2022-01-02,Connecticut,Connecticut,True,False,False,False,False,"Independent Artists, Writers, and Performers (711510)",2022-02-07 00:07:03.3866667,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morrison Marketing LLC,LLC,Active,2413541,2023-03-31,82 Margery Drive,East Hartford,United States,06118-1939,CT,gracemorrison112@gmail.com,Domestic,United States,2022-01-02,Connecticut,Connecticut,True,False,False,False,False,Marketing Consulting Services (541613),2022-02-07 00:07:03.3866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philpzhenni LLC,LLC,Active,2413550,2023-03-31,1141 e,Waterbury,United States,06705,CT,chenjenny540@yahoo.com,Domestic,United States,2022-01-02,Connecticut,Connecticut,False,False,False,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2022-02-07 00:07:03.3866667,4a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crafts by Jacci LLC,LLC,Active,2413556,2023-03-31,158 Bailey Rd,Middletown,United States,06457-2059,CT,craftsbyjacci@gmail.com,Domestic,United States,2022-01-02,Connecticut,Connecticut,True,False,False,False,False,"Gift, Novelty, and Souvenir Stores (453220)",2022-02-07 00:07:03.3866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renewed Mind Publishings LLC,LLC,Active,2413574,2023-03-31,89 Cooper Pl,New Haven,United States,06515-1805,CT,renewedmindpublishings@gmail.com,Domestic,United States,2022-01-02,Connecticut,Connecticut,True,False,True,False,False,Book Publishers (511130),2022-02-07 00:07:03.3866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ellen Buffa, LLC",LLC,Active,2413578,2023-03-31,112 Spencer Street,Manchester,United States,06040,CT,ellenbuffa@gmail.com,Domestic,United States,2022-01-02,Connecticut,Connecticut,False,False,False,False,False,Offices of Mental Health Practitioners (except Physicians) (621330),2022-02-07 00:07:03.3866667,Suite 3B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mer-made Consulting Inc.,Stock,Active,2413583,2022-04-02,,,,,,mercedz@mercedzmade.com,Domestic,United States,2022-01-02,Connecticut,Connecticut,True,False,True,True,True,Administrative Management and General Management Consulting Services (541611),2022-02-07 00:07:03.3866667,,mercedz.austin@uconn.edu,First report due,20000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Perez Remodeling LLC,LLC,Active,2413585,2023-03-31,374 Thorme St,Bridgeport,United States,06606-3417,CT,crisperez4245@icloud.com,Domestic,United States,2022-01-02,Connecticut,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),2022-02-07 00:07:03.3866667,,crisperez4245@icloud.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marin Rental LLC,LLC,Active,2413593,2023-03-31,42 Ledger St,Hartford,United States,06106-3540,CT,marinrental2022@gmail.com,Domestic,United States,2022-01-02,Connecticut,Connecticut,False,False,True,False,False,All Other Consumer Goods Rental (532289),2022-02-07 00:07:03.3866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Copper Table LLC,LLC,Active,2413604,2023-03-31,300 Nott St,Wethersfield,United States,06109-1623,CT,thecoppertablellc@gmail.com,Domestic,United States,2022-01-02,Connecticut,Connecticut,True,False,False,False,False,Food Service Contractors (722310),2022-02-07 00:07:03.3866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Signature Stonework and Landscape LLC,LLC,Active,2413598,2023-03-31,28 Highview Rd,Dover Plains,United States,12522,NY,office@signature-stonework.com,Foreign,,2022-01-02,NEW YORK,NEW YORK,False,False,False,False,False,,2022-02-07 00:07:03.3866667,,,,,2022-04-01,Signature Stonework and Landscape LLC,"28 Highview Rd, Dover Plains, NY, 12522, United States",28 Highview Rd,Dover Plains,NY,12522,United States,"28 Highview Rd, Dover Plains, NY, 12522, United States",28 Highview Rd,Dover Plains,NY,12522,United States,,,,,,,,,,,,
Blackledge River Company LLC,LLC,Active,2413614,2023-03-31,11 Spice Hill Dr,East Hampton,United States,06424-1762,CT,branden.bergeron@gmail.com,Domestic,United States,2022-01-02,Connecticut,Connecticut,False,False,True,False,False,Other Services to Buildings and Dwellings (561790),2022-02-07 00:07:03.3866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elite Softball University Limited Liability Company,LLC,Active,2413625,2023-03-31,280 School House Rd,Cheshire,United States,06410,CT,jenhap@comcast.net,Domestic,United States,2022-01-02,Connecticut,Connecticut,True,False,False,False,False,Sports Teams and Clubs (711211),2022-02-07 00:07:03.3866667,Unit D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agra Software Inc.,Stock,Rejected,2413627,,149 Tyler Ave,Carteret,United States,07008-1725,NJ,echubenko@agra.software,Foreign,,2022-01-02,NEW JERSEY,NEW JERSEY,False,False,False,False,False,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers (423430),2022-02-07 00:07:03.3866667,,,,,2022-01-01,Agra Software Inc.,,,,,,,,,,,,,,,,,,,,,,,,
Vector Manufacturing LLC,LLC,Active,2413624,2023-03-31,65 Hydeville Rd,Stafford Springs,United States,06076-4330,CT,aeberhard@vector-mfg.com,Domestic,United States,2022-01-02,Connecticut,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2022-02-07 00:07:03.3866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leslie M Luxe LLC,LLC,Active,2413640,2023-03-31,20 Ponus Ave,Stamford,United States,06902,CT,leslie.m.luxe@gmail.com,Domestic,United States,2022-01-02,Connecticut,Connecticut,True,False,True,False,False,Women's Clothing Stores (448120),2022-02-07 00:07:03.3866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Fencing LLC,LLC,Active,2413901,2023-03-31,388 Danbury Rd,Wilton,United States,06897-2510,CT,matt@mdcpapc.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:00.1200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168 GRAFTON LLC,LLC,Active,2407213,2023-03-31,1560 President St,Brooklyn,United States,11213-4727,NY,dovid123@gmail.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-02-07 00:06:57.7900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh Bhaban Communty Center Inc,Non-Stock,Active,2410790,2022-04-03,,,,,,info@bdbcc.org,Domestic,United States,2022-01-03,Connecticut,Connecticut,False,False,True,False,False,,2022-02-07 00:07:02.5266667,,mariasdad@aol.com,First report due,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCOS HENRIQUE CONSTRUCTION LLC,LLC,Active,2412368,2023-03-31,46 Brittany Farms Rd,New Britain,United States,06053-1265,CT,marconesanlima@gmail.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),2022-02-07 00:07:03.2900000,Apt 221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Renzulli Learning, LLC",LLC,Active,2412484,2023-03-31,837 Whalley Ave,New Haven,United States,06515,CT,brian.davis@renzullilearning.com,Foreign,,2022-01-03,DELAWARE,DELAWARE,False,False,False,False,False,,2022-02-07 00:07:03.3400000,,,,,2017-06-15,"Renzulli Learning, LLC","1679 S Dupont Hwy, Suite 100, Dover, DE, 19901, United States",1679 S Dupont Hwy,Dover,DE,19901,United States,"1679 S Dupont Hwy, Suite 100, Dover, DE, 19901, United States",1679 S Dupont Hwy,Dover,DE,19901,United States,Suite 100,Suite 100,,,,,,,,,,
"General Star Management, LLC",LLC,Active,2412817,2023-03-31,120 Long Ridge Rd,Stamford,United States,06902,CT,letitia.boice@gumc.com,Foreign,,2022-01-03,DELAWARE,DELAWARE,False,False,False,False,False,All Other Insurance Related Activities (524298),2022-02-07 00:07:03.3533333,,,,,2021-12-31,"General Star Management, LLC","1209 Orange Street, The Corporation Trust Co., Wilmington, DE, 19801, United States",1209 Orange Street,Wilmington,DE,19801,United States,"1209 Orange Street, The Corporation Trust Co., Wilmington, DE, 19801, United States",1209 Orange Street,Wilmington,DE,19801,United States,The Corporation Trust Co.,The Corporation Trust Co.,,,,,,,,,,
"Cottonwood and Church, LLC",LLC,Active,2413535,2023-03-31,287 Cottonwood Rd,Newington,United States,06111-4219,CT,cottonwoodandchurch@gmail.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,True,False,True,False,False,Used Merchandise Stores (453310),2022-02-07 00:07:03.3866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAFE Properties LLC,LLC,Active,2413589,2023-03-31,6 Fountain Terrace,New Haven,United States,06515,CT,tafe.inc@gmail.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,True,False,True,False,False,Lessors of Other Real Estate Property (531190),2022-02-07 00:07:03.3866667,,shantel@innovativeconsultingct.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loving Lair LLC,LLC,Active,2413650,2023-03-31,1077 Silas Deane Hwy,Wethersfield,United States,06109-4229,CT,helena.a.grey@gmail.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,True,False,True,False,False,Other Clothing Stores (448190),2022-02-07 00:07:03.3866667,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catherine Cosmetic LLC,LLC,Active,2413657,2023-03-31,106 Charles St,Fairfield,United States,06824-6402,CT,drcatherinemuldoon@gmail.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,False,False,False,False,False,All Other Health and Personal Care Stores (446199),2022-02-07 00:07:03.3866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EPS Auto Sales, LLC",LLC,Active,2413658,2023-03-31,11 Falls Ave,Oakville,United States,06779-1807,CT,koster@kosterkeunen.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,False,False,False,False,False,Used Car Dealers (441120),2022-02-07 00:07:03.3866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravenscroft Properties LLC,LLC,Active,2413659,2023-03-31,25 Blossom Ln,Wallingford,United States,06492-5334,CT,ravenscroftproperties@outlook.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,False,False,False,False,False,Nonresidential Property Managers (531312),2022-02-07 00:07:03.3866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mill Design LLC,LLC,Active,2413674,2023-03-31,322 W 57th St,New York,United States,10019-3701,NY,info@milldesign.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,False,False,False,False,False,Interior Design Services (541410),2022-02-07 00:07:00.1033333,#54K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMI 36 Connerton LLC,LLC,Active,2413678,2023-03-31,97 Locust St,Garden City,United States,11530-6512,NY,charlesruhle@yahoo.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-02-07 00:07:00.1200000,,jongcohen@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olivia7 LLC,LLC,Active,2413698,2023-03-31,249-44 148th Avenue,Rosedale,United States,11422,NY,lindseyjeff092018@yahoo.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,True,False,False,False,False,Lessors of Other Real Estate Property (531190),2022-02-07 00:07:00.1366667,,pat@demaiolaw.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sporthorse Bodywork LLC,LLC,Active,2413713,2023-03-31,11 Skyview Ln,New Canaan,United States,06840-6032,CT,susanlfink@gmail.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,True,False,False,False,False,Support Activities for Animal Production (115210),2022-02-07 00:07:00.1366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SMART FUNDING PARTNERS, INC.",Stock,Rejected,2413733,,293 Saw Mill River Rd,Yonkers,United States,10701-5724,NY,hbeylerian@gmail.com,Foreign,,2022-01-03,NEW YORK,NEW YORK,False,False,False,False,False,,2022-02-07 00:07:00.1200000,,,,,2022-01-03,"SMART FUNDING PARTNERS, INC.",,,,,,,,,,,,,,,,,,,,,,,,
"67 Union, LLC",LLC,Active,2413716,2023-03-31,67 Union Street,Thomaston,United States,06787,CT,donald_lamy@hotmail.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,False,False,False,False,False,Bed-and-Breakfast Inns (721191),2022-02-07 00:07:00.1033333,,sgenova@seabourneandmalley.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhu Holdings LLC,LLC,Active,2413717,2023-03-31,8 Roosevelt Ave,Old Greenwich,United States,06870-1811,CT,yanzhu2005@gmail.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:00.1200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete Drywall & Texture  LLC,LLC,Active,2413740,2023-03-31,77 Frederic Rd,Vernon Rockville,United States,06066-5409,CT,completedrywallandtexture@gmail.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,False,False,False,False,False,Drywall and Insulation Contractors (238310),2022-02-07 00:07:00.1033333,,jeff.perras178@icloud.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foundation Tool, LLC",LLC,Active,2413744,2023-03-31,37 Ridge Tree Ln,Stamford,United States,06903-2827,CT,anthony@foundationtoolco.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),2022-02-07 00:07:00.1200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Olympic Properties Group, LLC",LLC,Active,2413788,2023-03-31,133 Gerald Dr,Manchester,United States,06040-7049,CT,mark@olympicbuilding.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-02-07 00:07:00.1200000,,mark@olympicbuilding.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Impact Partners LLC,LLC,Active,2413753,2023-03-31,300 Wilson Ave,Norwalk,United States,06854,CT,mbradley1903@gmail.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2022-02-07 00:07:00.1366667,,mbradley1903@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keith's Custom Woodworking, LLC",LLC,Active,2413754,2023-03-31,13 Hickory Lane,BROOKLYN,United States,06234,CT,hoytkeith1992@gmail.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2022-02-07 00:07:00.1200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avon Surgical Specialists PLLC,LLC,Active,2413758,2023-03-31,222 Reverknolls,Avon,United States,06001-2067,CT,rmn65@comcast.net,Domestic,United States,2022-01-03,Connecticut,Connecticut,False,False,False,False,False,Offices of Physicians (except Mental Health Specialists) (621111),2022-02-07 00:07:00.1200000,,sbf@franklinlaw.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenwich Avenue limo LLC,LLC,Active,2414119,2023-03-31,19 Connecticut Avenue,Stamford,United States,06902-2102,CT,hassanwit@me.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,False,False,False,False,False,Limousine Service (485320),2022-02-07 00:07:00.1200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonair 139 LLC,LLC,Active,2414159,2023-03-31,31 Orchard St,Glastonbury,United States,06033,CT,filings@corpnet.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),2022-02-07 00:07:00.1200000,,filings@corpnet.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kevin Sherwin Media, LLC",LLC,Active,2413761,2023-03-31,120 Nash St,New Haven,United States,06511-2644,CT,kevinsherwinmedia@gmail.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,False,False,False,False,False,Motion Picture and Video Production (512110),2022-02-07 00:07:00.1200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Lettuce Bar Inc,Stock,Active,2413824,2022-04-03,,,,,,stacihope79@aol.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,True,False,False,False,False,Business Associations (813910),2022-02-07 00:07:00.1033333,,,First report due,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Bianca Testa Hair LLC,LLC,Active,2413776,2023-03-31,400 Universal Dr N,North Haven,United States,06473-3174,CT,biancaj815@gmail.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,False,False,False,False,False,,2022-02-07 00:07:00.1366667,,biancaj815@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ideal Health Indemnity Plan, LLC",LLC,Active,2413778,2023-03-31,116 South Main Street,Wallingford,United States,06492,CT,ajackson@innovativehealthplan.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,False,False,False,False,False,Direct Health and Medical Insurance Carriers (524114),2022-02-07 00:07:00.1366667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norma's Cleaning Services LLC,LLC,Active,2413782,2023-03-31,36 Davis Street,Danbury,United States,06810,CT,normamarlene1@hotmail.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,True,False,True,False,False,Janitorial Services (561720),2022-02-07 00:07:00.1200000,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jose Linares Investments, LLC",LLC,Active,2413804,2023-03-31,261 Freeman Street,Hartford,United States,06106,CT,lkiel@mlkrlaw.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-02-07 00:07:00.1200000,,lkiel@mlkrlaw.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETTER HANDYMAN SERVICES LLC,LLC,Active,2413808,2023-03-31,61 MAPLE AVE,PLYMOUTH,United States,06782,CT,efile1234@incfile.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2022-02-07 00:07:00.1200000,,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drysdale & Son's Remodeling LLC,LLC,Active,2413856,2023-03-31,66 Riverview Drive,Bridgeport,United States,06606-5932,CT,kdrysdale91@gmail.com,Domestic,United States,2022-01-03,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2022-02-07 00:07:00.1200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
