name,business_type,status,sub_status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,naics_code,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction_3,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,country_formation,category_survey_email_address,date_of_organization_meeting,total_authorized_shares,dissolution_date,mailing_jurisdiction_3,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,geo_location,mailing_international_address,records_address_unit
Lyon Autoworks LLC,LLC,Active,Annual report due,2671155,2023-03-31,,99 Green Hill Road,,Washington,United States,06793,CT,lyonautoworksllc@gmail.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:23.9133333,,,,,,,"Automotive Body, Paint, and Interior Repair and Maintenance (811121)",,,,,,,,United States,lyonautoworksllc@gmail.com,,,,,,,,,,,,,
"KR Cookies, LLC",LLC,Active,Annual report due,2671160,2023-03-31,,30 Jonathan Lane,,Storrs,United States,06268,CT,krcookiesllc@gmail.com,,Domestic,2022-12-01,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:23.9133333,,,,,,,Mobile Food Services (722330),,,,,,,,United States,hacowkim@yahoo.com,,,,,,,,,,,,,
MUTUAL AID LLC,LLC,Active,Annual report due,2671150,2023-03-31,,132 E PUTNAM AVENUE,,COS COB,UNITED STATES,06807,CT,,,Domestic,2022-12-01,,Connecticut,False,False,False,False,False,2023-01-04 00:08:23.3200000,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
Get Busy Living LLC,LLC,Active,Annual report due,2671159,2023-03-31,,165 Somerset Ave,,Fairfield,United States,06824-4934,CT,filings@corpnet.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.0633333,,,,,,,Administrative Management and General Management Consulting Services (541611),,,,,,,,United States,,,,,,,,,,,,,,
"Invoke, LLC",LLC,Active,Annual report due,2671162,2023-03-31,,300 Housatonic Dr,,Milford,United States,06460-4939,CT,invokeautomotive@gmail.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.0633333,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
JNR Consulting Limited Liability Company,LLC,Active,Annual report due,2671167,2023-03-31,,40 Brookwood Drive,,Woodbridge,United States,06525-2635,CT,jrascati@optimum.net,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.0633333,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
OLIVEIRA PAINTING LLC,LLC,Active,Annual report due,2671172,2023-03-31,,12 Elgin Ave,2ND FLOOR,Bethel,United States,06801-1804,CT,oliveiraspainting@hotmail.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.0633333,,,,,,,Painting and Wall Covering Contractors (238320),,,,,,,,United States,,,,,,,,,,,,,,
BROOKS RORKE INDUSTRIAL DESIGN LLC,LLC,Active,Annual report due,2671168,2023-03-31,,110 RUSSO DRIVE,,GUILFORD,UNITED STATES,06437,CT,BRORKE@RORKEDESIGN.COM,,Domestic,2022-12-01,,Connecticut,False,False,False,False,False,2023-01-04 00:08:19.3700000,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
5 Villages Pizza LLC,LLC,Active,Annual report due,2671173,2023-03-31,,147 Main St,,Broad Brook,United States,06016-9755,CT,isaacmaltadasilva@icloud.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,True,False,True,2023-01-04 00:08:22.0633333,,,,,,,Business Associations (813910),,,,,,,,United States,,,,,,,,,,,,,,
"Winters Equine, LLC",LLC,Active,Annual report due,2671180,2023-03-31,,4 Waverly Rd,,Darien,United States,06820-5735,CT,heatherwinters59@gmail.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.0633333,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
GREENBIRCH LLC,LLC,Active,Annual report due,2671249,2023-03-31,,33 Palomba Dr.,4,Enfield,United States,06082,CT,michael.green@galetoyota.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:23.9966667,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
Ghiroli Enterprise LLC,LLC,Active,Annual report due,2671203,2023-03-31,,51 Silver St,,Branford,United States,06405-3723,CT,ghirolitrucking50@gmail.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:23.9966667,,,,,,,"General Freight Trucking, Local (484110)",,,,,,,,United States,jesposito@fillaw.com,,,,,,,,,,,,,
W&AA LLC,LLC,Active,Annual report due,2671263,2023-03-31,,32 Alexander St,,Bristol,United States,06010-7501,CT,legowskiassoc@aol.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:23.9133333,,,,,,,Limited-Service Restaurants (722513),,,,,,,,United States,,,,,,,,,,,,,,
J&D Home Remodelling LLC,LLC,Active,Annual report due,2671189,2023-03-31,,43 Gorham Ave,,Bloomfield,United States,06002-3530,CT,jdremodelling2011@gmail.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,True,False,False,2023-01-04 00:08:23.9666667,,,,,,,Residential Remodelers (236118),,,,,,,,United States,,,,,,,,,,,,,,
"Sunshine Daisy, LLC",LLC,Active,Annual report due,2671329,2023-03-31,,2 Klarides Village Dr,#102,Seymour,United States,06483-2737,CT,tasmine.mocke@gmail.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:23.9666667,,,,,,,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,,,,,,,United States,,,,,,,,,,,,,,
BR PAINTING & FINISHING LLC,LLC,Active,Annual report due,2671199,2023-03-31,,12 Dorothy St,,Hartford,United States,06106-1017,CT,flaubertff93@gmail.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.0633333,,,,,,,Painting and Wall Covering Contractors (238320),,,,,,,,United States,,,,,,,,,,,,,,
TALENT4HEALTH LLC,LLC,Active,Annual report due,2671196,2023-03-31,2022-12-01,"101 Hudson St., Suite 2100",,Jersey City,United States,07302,NJ,filings@corpnet.com,TALENT4HEALTH LLC,Foreign,2022-12-01,DELAWARE,DELAWARE,False,False,False,False,False,2023-01-04 00:08:23.2600000,"8 The Green Ste. R, Dover, DE, 19901, United States",8 The Green Ste. R,Dover,DE,19901,United States,Other Individual and Family Services (624190),"8 The Green Ste. R, Dover, DE, 19901, United States",8 The Green Ste. R,,Dover,DE,19901,United States,,,,,,,,,,,,,,,
64 SOUNDVIEW LLC,LLC,Active,Annual report due,2671223,2023-03-31,,1150 SUMMER ST.,SUITE 2C,STAMFORD,United States,06905,CT,mgallegos@seanmlaw.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:23.9900000,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,,,,,,,,,,,,,,
"CONNECTICUT VALLEY INSURANCE, LLC",LLC,Active,Annual report due,2671211,2023-03-31,,45 Connecticut Blvd,,East Hartford,United States,06108-3009,CT,jsinatro@sbcglobal.net,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:23.9966667,,,,,,,,,,,,,,,United States,jsinatro@sbcglobal.net,,,,,,,,,,,,,
CITY CAPITAL NY LLC,LLC,Active,Annual report due,2671244,2023-03-31,,360 Bloomfield Ave,301,Windsor,United States,06095,CT,mcaservicingllc@gmail.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:23.9966667,,,,,,,Miscellaneous Financial Investment Activities (523999),,,,,,,,United States,mcaservicingllc@gmail.com,,,,,,,,,,,,,
Mama's Village LLC,LLC,Dissolved,,2671237,,,110 Hunters Lane,,Lafayette,United States,70507,CT,christina.victor@icloud.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.0633333,,,,,,,Child Day Care Services (624410),,,,,,,,United States,,,,2022-12-01T00:00:00.000,,,,,,,,,,
118 COLONIAL LLC,LLC,Active,Annual report due,2671241,2023-03-31,,1150 SUMMER ST.,SUITE 2C,STAMFORD,United States,06905,CT,mgallegos@seanmlaw.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.0633333,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,,,,,,,,,,,,,,
Flat Hill Farm LLC,LLC,Active,Annual report due,2671246,2023-03-31,,614 E Flat Hill Rd,,Southbury,United States,06488-1132,CT,bmanville@flathill.farm,,Domestic,2022-12-01,Connecticut,Connecticut,True,False,False,False,False,2023-01-04 00:08:22.0633333,,,,,,,Turkey Production (112330),,,,,,,,United States,bmanville16@charter.net,,,,,,,,,,,,,
"AFFORDABLE STORAGE GUYS, LLC",LLC,Active,Annual report due,2671238,2023-03-31,,29 COLLINS STREET,,SEABROOK,UNITED STATES,03874,NH,NEPAVING@NETZERO.COM,,Domestic,2022-12-01,,Connecticut,False,False,False,False,False,2023-01-04 00:08:23.9600000,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
77 RIPPOWAM LLC,LLC,Active,Annual report due,2671252,2023-03-31,,1150 SUMMER ST,SUITE 2C,STAMFORD,United States,06905,CT,mgallegos@seanmlaw.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.6433333,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,,,,,,,,,,,,,,
80 RIPPOWAM LLC,LLC,Active,Annual report due,2671259,2023-03-31,,1150 SUMMER ST,SUITE 2C,STAMFORD,United States,06905,CT,mgallegos@seanmlaw.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.6433333,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,,,,,,,,,,,,,,
AARDVARK PAINTING & HOME IMPROVEMENT Inc.,Stock,Active,Annual report due,2671254,2023-12-01,2022-12-15,7 Fernwood Dr,,Wilbraham,United States,01095-1503,MA,5jslong@charter.net,AARDVARK PAINTING & HOME IMPROVEMENT,Foreign,2022-12-01,MASSACHUSETTS,MASSACHUSETTS,False,False,False,False,False,2023-01-04 00:08:22.0700000,,,,,,,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,
Wendt Wicks Candle Co. LLC,LLC,Active,Annual report due,2671256,2023-03-31,,44 Fanning Street,,Waterbury,United States,06704,CT,wendtwicks@gmail.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.0700000,,,,,,,All Other Miscellaneous Manufacturing (339999),,,,,,,,United States,,,,,,,,,,,,,,
JUAREZ SERVICES LLC,LLC,Active,Annual report due,2671264,2023-03-31,,1150 SUMMER ST,SUITE 2C,STAMFORD,United States,06905,CT,mgallegos@seanmlaw.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:23.9966667,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,,,,,,,,,,,,,,
"GDN Tinting, LLC",LLC,Active,Annual report due,2671266,2023-03-31,,2838 Fairfield Avenue,202,Bridgeport,United States,06605,CT,gregorydnussbaum@gmail.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:23.9966667,,,,,,,All Other Automotive Repair and Maintenance (811198),,,,,,,,United States,,,,,,,,,,,,,,
ANALYTICS LABS CT LLC,LLC,Active,Annual report due,2671272,2023-03-31,,677 Cromwell Ave,Suite 200,Rocky Hill,United States,06067-1807,CT,tmadru@myanalyticslabs.com,,Domestic,2022-12-01,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:23.9966667,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
3 Brothers Remodeling LLC,LLC,Active,Annual report due,2671273,2023-03-31,,612 Westchester Road,,Colchester,United States,06415,CT,johnnymatute4@gmail.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,True,False,False,2023-01-04 00:08:23.9966667,,,,,,,Residential Remodelers (236118),,,,,,,,United States,kwmorell@mnolaw.com,,,,,,,,,,,,,
"GEP ADMINISTRATIVE SERVICES, LLC",LLC,Active,Annual report due,2671269,2023-03-31,2023-01-01,2950 N HOLLYWOOD WAY,,BURBANK,UNITED STATES,91505,CA,LEGAL@EP.COM,"GEP ADMINISTRATIVE SERVICES, LLC",Foreign,2022-12-01,,DELAWARE,False,False,False,False,False,2023-01-04 00:08:23.9600000,,,,,,,541214,,,,,,,,,,,,,,,,,,,,,,
Mike Theriault's Plumbing LLC,LLC,Active,Annual report due,2671279,2023-03-31,,20 Fairfield Pl,,Beacon Falls,United States,06403-1437,CT,mikethepipe617@gmail.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:23.9900000,,,,,,,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",,,,,,,,United States,mcsherrylawoffice@yahoo.com,,,,,,,,,,,,,
"L & S Contracting Services, LLC",LLC,Active,Annual report due,2671317,2023-03-31,,161 Richards Road,,Litchfield,United States,06759,CT,lscontllc@outlook.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:23.9900000,,,,,,,Site Preparation Contractors (238910),,,,,,,,United States,,,,,,,,,,,,,,
Mjs Towing and Repair LLC,LLC,Active,Annual report due,2671284,2023-03-31,,47 Madison Street,,new britain,United States,06053,CT,mjstowingandrepairllc@gmail.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,True,False,False,2023-01-04 00:08:23.9966667,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
"Arnold D Holzman PhD, LLC",LLC,Active,Annual report due,2671297,2023-03-31,,9 N Pease Rd,,Woodbridge,United States,06525-1621,CT,arnold.holzman@gmail.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:23.9366667,,,,,,,"Offices of Physicians, Mental Health Specialists (621112)",,,,,,,,United States,,,,,,,,,,,,,,
Cherryco Staffing Solutions LLC,LLC,Active,Annual report due,2671285,2023-03-31,,85 Bentwood Drive,Unit 6,Waterbury,United States,06705,CT,kamacherry38@gmail.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:23.3300000,,,,,,,All Other Health and Personal Care Stores (446199),,,,,,,,United States,,,,,,,,,,,,,,
340 Bond Realty LLC,LLC,Active,Annual report due,2671294,2023-03-31,,4300 Main St,,Stratford,United States,06614-3316,CT,340bond@gmail.com,,Domestic,2022-12-01,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:23.3300000,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,,,,,,,,,,,,,,
HERBAL JONES LLC,LLC,Active,Annual report due,2671312,2023-03-31,,365 Mather St,112,Hamden,United States,06514,CT,herbaljonestea@gmail.com,,Domestic,2022-12-01,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:23.3300000,,,,,,,All Other Health and Personal Care Stores (446199),,,,,,,,United States,,,,,,,,,,,,,,
The Fakework Agency LLC,LLC,Active,Annual report due,2671296,2023-03-31,,2299 Summer St,1004,Stamford,United States,06905-4502,CT,madproperfilms@gmail.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,True,False,False,2023-01-04 00:08:23.9300000,,,,,,,Advertising Material Distribution Services (541870),,,,,,,,United States,mglfiling@gmail.com,,,,,,,,,,,,,
Sweetspot Stamford LLC,LLC,Active,Annual report due,2671300,2023-03-31,,17 Faye Ln,,Mount Pleasant,United States,29464-6626,SC,blucas@sweetspotfarms.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:23.9300000,,,,,,,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,,,,,,,United States,callison@sweetspotfarms.com,,,,,,,,,,,,,
Baylor Melissa LLC,LLC,Active,Annual report due,2671306,2023-03-31,,159 Loomis Rd,,South Windsor,United States,06074-3676,CT,gaddampr@yahoo.com,,Domestic,2022-12-01,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:23.9300000,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,rickyf@frimpongcpa.com,,,,,,,,,,,,,
SPLIT2ECOND LLC,LLC,Active,Annual report due,2671299,2023-03-31,,410 FARMINGTON AVE Q1,,NEW BRITAIN,UNITED STATES,06053,CT,AZJON0210@GMAIL.COM,,Domestic,2022-12-01,,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.7300000,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
AMEXLINE AUTO EXPORT LLC,LLC,Active,Annual report due,2671314,2023-03-31,,300 Schraffts Dr,B205,Waterbury,United States,06705-3248,CT,romanbasak@hotmail.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,True,False,False,2023-01-04 00:08:23.9300000,,,,,,,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,United States,,,,,,,,,,,,,,
Zoe family Day Care home LLC,LLC,Active,Annual report due,2671316,2023-03-31,,99 Bouffard Ave,,Waterbury,United States,06705-1717,CT,brendanmedrano71@gmail.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:23.9300000,,,,,,,Child Day Care Services (624410),,,,,,,,United States,,,,,,,,,,,,,,
OKW LLC,LLC,Active,Annual report due,2671313,2023-03-31,,1095 Savage St,,Southington,United States,06489-4641,CT,kevinwinebrenner6@gmail.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:23.3300000,,,,,,,All Other Personal Services (812990),,,,,,,,United States,,,,,,,,,,,,,,
"INSPIRE AUTO GLASS, LLC",LLC,Active,Annual report due,2671319,2023-03-31,,1559 N Main St,,Waterbury,United States,06704-2767,CT,kristen@premiercfs.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:23.9900000,,,,,,,Automotive Glass Replacement Shops (811122),,,,,,,,United States,,,,,,,,,,,,,,
High Ridge Aviation LLC,LLC,Active,Annual report due,2671323,2023-03-31,2023-01-02,1221 Post Rd East,Suite 303,Westport,United States,06880,CT,notices@highridgeaviation.com,High Ridge Aviation,Foreign,2022-12-01,DELAWARE,DELAWARE,False,False,False,False,False,2023-01-04 00:08:23.9900000,"c/o Corporation Service Company, 251 Little Falls Drive, Wilmington, DE, 19808, United States","c/o Corporation Service Company, 251 Little Falls Drive",Wilmington,DE,19808,United States,Sales Financing (522220),"c/o Corporation Service Company, 251 Little Falls Drive, Wilmington, DE, 19808, United States","c/o Corporation Service Company, 251 Little Falls Drive",,Wilmington,DE,19808,United States,,,,,,,,,,,,,,,
CLARY'S CLEANING SERVICES LLC,LLC,Active,Annual report due,2671587,2023-03-31,,76 CEDAR ST,1st Floor,NEW HAVEN,United States,06519,CT,compfilings@gmail.com,,Domestic,2022-12-01,Connecticut,Connecticut,True,False,True,False,False,2023-01-04 00:08:23.9900000,,,,,,,,,,,,,,,United States,compfilings@gmail.com,,,,,,,,,,,,,
BENJAMIN MOORE & CO.,Stock,Active,Annual report due,2671320,2023-12-01,2010-05-05,101 PARAGON DRIVE,,MONTVALE,UNITED STATES,07645,NJ,,BENJAMIN MOORE & CO.,Foreign,2022-12-01,,NJ,False,False,False,False,False,2023-01-04 00:08:22.0500000,,,,,,,325510,,,,,,,,,,,,,,,,,,,,,,
Heartwork Properties LLC,LLC,Active,Annual report due,2671324,2023-03-31,,195 Lenox St,Unit 4,New Haven,United States,06513-4057,CT,heartworkproperties@gmail.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:23.9366667,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,United States,,,,,,,,,,,,,,
"Nadina Properties, LLC",LLC,Active,Annual report due,2671328,2023-03-31,,4 Lomartra Lane,,Branford,United States,06405-6145,CT,nehal.khokhar@gmail.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.0700000,,,,,,,Other Activities Related to Real Estate (531390),,,,,,,,United States,jesposito@fillaw.com,,,,,,,,,,,,,
Deep Roots Cuisine LLC,LLC,Active,Annual report due,2671348,2023-03-31,2022-12-01,30 Dennison Rdg,,Manchester,United States,06040-6837,CT,deeprootscuisine@gmail.com,Deep Roots Cuisine,Foreign,2022-12-01,NORTH CAROLINA,NORTH CAROLINA,False,False,False,False,False,2023-01-04 00:08:23.9666667,,,,,,,Mobile Food Services (722330),,,,,,,,,,,,,,,,,,,,,,
Sweetspot West Harford LLC,LLC,Active,Annual report due,2671343,2023-03-31,,17 Faye Ln,,Mount Pleasant,United States,29464-6626,SC,blucas@sweetspotfarms.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:22.0700000,,,,,,,,,,,,,,,United States,callison@sweetspotfarms.com,,,,,,,,,,,,,
Gud. Official LLC,LLC,Active,Annual report due,2671355,2023-03-31,,1 Drumlin Rd,,Westport,United States,06880,CT,shoogudclothing@gmail.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:23.9666667,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,
MerManMarine LLC,LLC,Active,Annual report due,2671365,2023-03-31,,30 Mohegan Ave,,Stamford,United States,06902-7410,CT,maxhutter@performanceracingyachts.com,,Domestic,2022-12-01,Connecticut,Connecticut,False,False,False,False,False,2023-01-04 00:08:23.9666667,,,,,,,Other Scientific and Technical Consulting Services (541690),,,,,,,,United States,,,,,,,,,,,,,,
Tectonic Shift Consulting LLC,LLC,Active,Annual report due,2671357,2023-03-31,2022-09-05,1835 Franklin St,701,San Francisco,United States,94109,CA,reganstein@tectonicshift.co,Tectonic Shift Consulting LLC,Foreign,2022-12-01,CALIFORNIA,CALIFORNIA,False,False,False,False,False,2023-01-04 00:08:22.6900000,"1835 Franklin St, 701, San Francisco, CA, 94109, United States",1835 Franklin St,San Francisco,CA,94109,United States,Professional and Management Development Training (611430),"1835 Franklin St, 701, San Francisco, CA, 94109, United States",1835 Franklin St,701,San Francisco,CA,94109,United States,,,,,,701,,,,,,,,,
