name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction_3,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction_3,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,category_survey_email_address,sub_status,total_authorized_shares,date_of_organization_meeting,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,dissolution_date,mail_jurisdiction,mailing_international_address,records_address_unit
36 Lake LLC,LLC,Active,2592626,2023-03-31,36 Lake Dr.,,Enfield,United States,06082-2337,CT,brenjan45@yahoo.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-08-31 00:16:34.8866667,,,,,,,,,,,,,,,,,onlinefilings@legalzoom.com,,,,,,,,,,,,,
NOBRE SWEETIES LLC,LLC,Active,2592672,2023-03-31,7 BACKUS AVE,B114,DANBURY,United States,06810,CT,jnobre11@aol.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,"Cafeterias, Grill Buffets, and Buffets (722514)",2022-08-31 00:16:34.3400000,,,,,,,,,,,,,,,,,probook@sbcglobal.net,,,,,,,,,,,,,
WonderTax Labs LLC,LLC,Active,2592633,2023-03-31,117 Pine Mountain Road,,Ridgefield,United States,06877,CT,d@wonder.tax,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Software Publishers (511210),2022-08-31 00:16:34.9633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWH CO LLC,LLC,Active,2592635,2023-03-31,43 Chevas Rd,,Avon,United States,06001-3204,CT,mwhcollc@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:34.9000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheel Software LLC,LLC,Active,2592637,2023-03-31,32 Letters St,,Putnam,United States,06260-2016,CT,wheel@wheelsoftware.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,True,True,False,All Other Information Services (519190),2022-08-31 00:16:34.8866667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K2 Media LLC,LLC,Active,2592638,2023-03-31,50 Church St.,,Groton,United States,06340-5790,CT,media@kellyknisel.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Commercial Photography (541922),2022-08-31 00:16:34.9333333,,,,,,,,,,,,,,,,,onlinefilings@legalzoom.com,,,,,,,,,,,,,
"The Connecticut Project Action Fund, Inc.",Non-Stock,Active,2592639,2022-09-29,,,,,,,info@ctproject.org,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Other Social Advocacy Organizations (813319),2022-08-31 00:16:34.9333333,,,,,,,,,,,,,,,,,,First report due,,,,,,,,,,,,
First Cut Barrel Co LLC,LLC,Active,2592643,2023-03-31,375 Fairfield Ave,13-1A,Stamford,United States,06902,CT,dmann@rockwestre.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Wine and Distilled Alcoholic Beverage Merchant Wholesalers (424820),2022-08-31 00:16:34.9166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"E.A.S Notary Services, LLC",LLC,Active,2592645,2023-03-31,"3000 Whitney avenue #293 Hamden, CT 06518-2353",,Hamden,United States,06518-2353,CT,e.a.s.notaryservices.llc@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,True,False,True,True,False,,2022-08-31 00:16:34.9166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LEO SERVICES, LLC",LLC,Active,2592651,2023-03-31,3490 Main St,,Bridgeport,United States,06606,CT,leonardolliguicota@icloud.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:34.9166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ENVIRONMENTAL SERVICE SYSTEMS, LLC",LLC,Active,2592647,2023-03-31,5550 77 Center Dr Ste 160,,Charlotte,United States,28217-3042,NC,documents@incorp.com,Foreign,,2022-07-01,ALABAMA,ALABAMA,False,False,False,False,False,Janitorial Services (561720),2022-08-31 00:16:34.9333333,2022-03-01,"ENVIRONMENTAL SERVICE SYSTEMS, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK Wellness LLC,LLC,Active,2592659,2023-03-31,118 Cobblestone Dr,,Plantsville,United States,06479-1387,CT,skwellnessllc@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,True,False,False,False,False,All Other Personal Services (812990),2022-08-31 00:16:34.9333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyoutiful Queen Beauty Bar LLC,LLC,Active,2592670,2023-03-31,182 Hazel ST,,New Haven,United States,06511,CT,beyoutifulqueen90@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,True,False,True,False,False,Beauty Salons (812112),2022-08-31 00:16:34.9000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afshah Holdings L.L.C.,LLC,Active,2592772,2023-03-31,405 Atlantic St,Apt P1R,Stamford,United States,06901,CT,philip.afshar@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-08-31 00:16:34.9000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"119 Main Street Solar, LLC",LLC,Active,2592665,2023-03-31,921 Thrall Ave,,Suffield,United States,06078-2343,CT,info@louthcallanrenewables.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Power and Communication Line and Related Structures Construction (237130),2022-08-31 00:16:34.9000000,,,,,,,,,,,,,,,,,henry@louthcallanrenewables.com,,,,,,,,,,,,,
"John Leavy Consulting, llc",LLC,Active,2592655,2023-03-31,12 Prospect Hill Rd,,Cromwell,United States,06416-2028,CT,john@johnleavyconsulting.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2022-08-31 00:16:34.9166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fireside On Main #2 Limited Liability Company,LLC,Active,2592663,2023-03-31,994 W Main St,,Meriden,United States,06451-2623,CT,firesideonmain@yahoo.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,True,False,False,Full-Service Restaurants (722511),2022-08-31 00:16:34.9800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodland EBT Ventures LLC,LLC,Active,2592661,2023-03-31,40 Woodland St,,Hartford,United States,06105-2331,CT,hmartino@mcmgmt.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),2022-08-31 00:16:34.3400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FERREIRA CONSTRUCTION LLC,LLC,Active,2592662,2023-03-31,7 Sisson Ave,A6,Hartford,United States,06106-1138,CT,wagneralmeidaferreira14@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Residential Remodelers (236118),2022-08-31 00:16:34.3400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP Invest LLC,LLC,Active,2592667,2023-03-31,105 Bridge st,155,Groton,United States,06340,CT,helpfulhomesllc@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,True,False,False,Residential Property Managers (531311),2022-08-31 00:16:34.3400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESCOTEL SOFTWARE INC.,Stock,Active,2592673,2022-09-29,,,,,,,eastern@registeredagentsinc.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:34.9333333,,,,,,,,,,,,,,,,,,First report due,5000.0,,,,,,,,,,,
EDVALDO SERVICES LLC,LLC,Active,2592674,2023-03-31,22 Park Rd,,West Hartford,United States,06119-1852,CT,juniorandradebarbosa1995@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Janitorial Services (561720),2022-08-31 00:16:34.9333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VAST DATA, INC.",Stock,Active,2592684,,1460 Broadway,,New York,United States,10036,NY,raservices@vcorpservices.zendesk.com,Foreign,,2022-07-01,DELAWARE,DELAWARE,False,False,False,False,False,,2022-08-31 00:16:34.9333333,2022-07-01,"VAST DATA, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
gdnctrucking Limited Liability Company,LLC,Active,2592679,2023-03-31,96 Westlook Rd,,Wethersfield,United States,06109-1458,CT,gdncconntrucking@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",2022-08-31 00:16:34.9633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPOT Occupational Therapy LLC,LLC,Active,2592683,2023-03-31,2 Sutula Rd,,Suffield,United States,06078-2265,CT,contact@thespotllc.org,Domestic,United States,2022-07-01,Connecticut,Connecticut,True,False,False,False,False,"Offices of Physical, Occupational and Speech Therapists, and Audiologists (621340)",2022-08-31 00:16:34.9633333,,,,,,,,,,,,,,,,,mackenzy.ryan@gmail.com,,,,,,,,,,,,,
Dominic Hasek LLC,LLC,Active,2592688,2023-03-31,200 S. College Street,Suite 200,Charlotte,United States,28202,NC,bill.green@ginkgomail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2022-08-31 00:16:34.9333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onespott LLC,LLC,Active,2592689,2023-03-31,1650 Dixwell Ave,A,Hamden,United States,06514-3615,CT,gpg9277@yahoo.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,True,False,False,Other Miscellaneous Nondurable Goods Merchant Wholesalers (424990),2022-08-31 00:16:34.8700000,,,,,,,,,,,,,,,,,acasabianca@syedpc.com,,,,,,,,,,,,,
66 Buckingham Ave. LLC,LLC,Active,2592691,2023-03-31,3 Hitching Post,,Trumbull,United States,06611,CT,m.gilberti867@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-08-31 00:16:34.9333333,,,,,,,,,,,,,,,,,m.gilberti867@gmail.com,,,,,,,,,,,,,
"Be Worthy Foods Holdings, LLC",LLC,Active,2592697,2023-03-31,16 Atlantic Street,,Niantic,United States,06357,CT,john.stull@beworthyfoods.com,Foreign,,2022-07-01,DELAWARE,DELAWARE,False,False,False,False,False,Limited-Service Restaurants (722513),2022-08-31 00:16:34.9333333,2022-06-15,"Be Worthy Foods Holdings, LLC","c/o Cogency Global, Inc., 850 New Burton Road, Suite 201, Dover, DE, 19904, United States","c/o Cogency Global, Inc., 850 New Burton Road",Suite 201,Dover,DE,19904,United States,"c/o Cogency Global, Inc., 850 New Burton Road, Suite 201, Dover, DE, 19904, United States","c/o Cogency Global, Inc., 850 New Burton Road",Suite 201,Dover,DE,19904,United States,,,,,,,,,,,,,,
The Beer Temple LLC,LLC,Active,2592720,2023-03-31,3173 N Elston Ave,,Chicago,United States,60618-7133,IL,beertemplecompliance@gmail.com,Foreign,,2022-07-01,ILLINOIS,ILLINOIS,False,False,False,False,False,"Beer, Wine, and Liquor Stores (445310)",2022-08-31 00:16:34.9633333,2022-07-19,The Beer Temple,"3173 N Elston Ave, Chicago, IL, 60618-7133, United States",3173 N Elston Ave,,Chicago,IL,60618-7133,United States,"3173 N Elston Ave, Chicago, IL, 60618-7133, United States",3173 N Elston Ave,,Chicago,IL,60618-7133,United States,,,,,,,,,,,,,,
Connecticut Land & Title Company Limited Liability Company,LLC,Active,2592703,2023-03-31,17 Fitch Ave,,Darien,United States,06820-5334,CT,ctland.titleco@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),2022-08-31 00:16:34.8700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peaceful Yoga Community, LLC",LLC,Active,2592708,2023-03-31,124 Metacomet Dr,,Meriden,United States,06450,CT,peacefulyogacommunity@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,True,False,False,False,False,All Other Miscellaneous Schools and Instruction (611699),2022-08-31 00:16:34.9466667,,,,,,,,,,,,,,,,,pmpowers99@gmail.com,,,,,,,,,,,,,
DK Godfrey Estate LLC,LLC,Active,2592709,2023-03-31,136 Godfrey Rd E,,Weston,United States,06883-1424,CT,matt@pioneer-plaza.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-08-31 00:16:34.8866667,,,,,,,,,,,,,,,,,amy.allen@unitedcorporate.com,,,,,,,,,,,,,
"B&G Housing, Limited Liability Partnership",LLP,Active,2592736,,74 Garden St,,Manchester,United States,06040-5001,CT,raheembarnes1@hotmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,True,False,False,Lessors of Residential Buildings and Dwellings (531110),2022-08-31 00:16:34.8700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240-242 South Quaker Lane LLC,LLC,Active,2592722,2023-03-31,240-242 South Quaker Lane,,West Hartford,United States,06074,CT,grbpropertiesllc6@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2022-08-31 00:16:34.8700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAVID VALENTINE LLC,LLC,Active,2592732,2023-03-31,913 STILL HILL RD,,HAMDEN,United States,06518,CT,bbyturkson@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Graphic Design Services (541430),2022-08-31 00:16:34.9466667,,,,,,,,,,,,,,,,,filings@swyftfilings.com,,,,,,,,,,,,,
226-228 South Quaker Lane LLC,LLC,Active,2592734,2023-03-31,226-228 South Quaker Lane,,West Hartford,United States,06119,CT,grbpropertiesllc6@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2022-08-31 00:16:34.9466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MVC Property 5 LLC,LLC,Active,2592737,2023-03-31,221 W Main St,,Avon,United States,06001-4356,CT,bpercelay@mvernon.com,Foreign,,2022-07-01,MASSACHUSETTS,MASSACHUSETTS,False,False,False,False,False,Nonresidential Property Managers (531312),2022-08-31 00:16:34.9000000,2022-03-23,MVC Property 5 LLC,"1200 Soldiers Field Rd, Suite 102, Allston, MA, 02134-1021, United States",1200 Soldiers Field Rd,Suite 102,Allston,MA,02134-1021,United States,"1200 Soldiers Field Rd, Suite 102, Allston, MA, 02134-1021, United States",1200 Soldiers Field Rd,Suite 102,Allston,MA,02134-1021,United States,,,,,,,,,,,,,,
Sentry Security Solutions LLC,LLC,Rejected,2592744,,60 Mansfield Rd Apt 301,,New London,United States,06320,CT,eastern@registeredagentsinc.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,,2022-08-31 00:16:34.9933333,,,,,,,,,,,,,,,,,eastern@registeredagentsinc.com,,,,,,,,,,,,,
16-18 Bretton Road LLC,LLC,Active,2592741,2023-03-31,16-18 Bretton Road,,West Hartford,United States,06119,CT,grbpropertiesllc6@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2022-08-31 00:16:34.9466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HASANI DEVELOPMENT LLC,LLC,Active,2592745,2023-03-31,179 BROAD ST,,MERIDEN,United States,06458,CT,burimhasani642@yahoo.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),2022-08-31 00:16:34.9466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARLOS AJPOP LLC,LLC,Active,2592749,2023-03-31,100 N MAIN ST,2,NORWICH,United States,06360,CT,rmonroy@rohuer.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2022-08-31 00:16:34.9466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102-104 Lancaster Road LLC,LLC,Active,2592747,2023-03-31,102-104 Lancaster Road,,West Hartford,United States,06119,CT,grbpropertiesllc6@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2022-08-31 00:16:34.8700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good News Girl LLC,LLC,Active,2592760,2023-03-31,194 Gregory Blvd,,Norwalk,United States,06855-2620,CT,goodnewssquad@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,True,False,False,False,False,Marketing Consulting Services (541613),2022-08-31 00:16:34.8700000,,,,,,,,,,,,,,,,,goodnewssquad@gmail.com,,,,,,,,,,,,,
90-92 Maplewood Ave LLC,LLC,Active,2592754,2023-03-31,90-92 Maplewood Avenue,,West Hartford,United States,06119,CT,grbpropertiesllc6@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2022-08-31 00:16:34.9633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C&P Realty Investments LLC,LLC,Active,2592755,2023-03-31,304 West Main St,Suite 2-1146,Avon,United States,06001,CT,cprealtyinvestments@yahoo.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-08-31 00:16:34.9633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067-1069 Boulevard LLC,LLC,Active,2592759,2023-03-31,1067-1069 Boulevard,,west hartford,United States,06119,CT,grbpropertiesllc6@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2022-08-31 00:16:34.9633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doggy style scoopers LLC,LLC,Active,2592761,2023-03-31,81 Fiske Street,,Fairfield,United States,06825,CT,dodanincastillo@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Materials Recovery Facilities (562920),2022-08-31 00:16:34.9466667,,,,,,,,,,,,,,,,,filings@swyftfilings.com,,,,,,,,,,,,,
90 Ayers Road LLC,LLC,Active,2592768,2023-03-31,90 Ayers Rd,,South Windsor,United States,06074-2042,CT,grbpropertiesllc6@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2022-08-31 00:16:34.9466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100-102 South Quaker Lane LLC,LLC,Active,2592767,2023-03-31,100-102 South Quaker Lane,,West Hartford,United States,06119,CT,grbpropertiesllc6@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2022-08-31 00:16:34.9333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52-54 Bretton Road LLC,LLC,Active,2592770,2023-03-31,52-54 Bretton Road,,west hartford,United States,06119,CT,grbpropertiesllc6@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2022-08-31 00:16:34.9333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cypress Enterprises LLC,LLC,Active,2592771,2023-03-31,500 Newfield Ave,6,Stamford,United States,06905-3745,CT,matt@jmrchomebuyers.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2022-08-31 00:16:34.9333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exquisite Auto & Boat Detailing LLC,LLC,Active,2592774,2023-03-31,130 River Valley Rd.,,Stratford,United States,06614-8812,CT,nautidetails@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Car Washes (811192),2022-08-31 00:16:34.9333333,,,,,,,,,,,,,,,,,onlinefilings@legalzoom.com,,,,,,,,,,,,,
1074-1076 Boulevard LLC,LLC,Active,2592763,2023-03-31,1074-1076 Boulevard,,West Hartford,United States,06119,CT,grbpropertiesllc6@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),2022-08-31 00:16:34.9466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROOSEVELT FIELD MALL DENTAL PC STOMATCARE MSC L.L.C.,LLC,Active,2592764,2023-03-31,1052 Burnside Ave,C1,East Hartford,United States,06108,CT,fletchercarlee673@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Other Individual and Family Services (624190),2022-08-31 00:16:34.9466667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S & T STARTFORD SMOKE SHOP AND SNACKS CORP,Stock,Active,2592769,2022-09-29,,,,,,,help@nycarabic.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,True,False,False,,2022-08-31 00:16:34.9466667,,,,,,,,,,,,,,,,,,First report due,200.0,,,,,,,,,,,
CLEANING ANGELS & CAREGIVERS LLC,LLC,Active,2592773,2023-03-31,28 Maplewood Ln,,Northford,United States,06472-1326,CT,cleaningangelscaregiversllc@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,True,False,True,False,False,Janitorial Services (561720),2022-08-31 00:16:34.9466667,,,,,,,,,,,,,,,,,mttaxgroup@yahoo.com,,,,,,,,,,,,,
Inspire Travel Vacations LLC,LLC,Active,2592788,2023-03-31,85 Jobs Rd,,Wallingford,United States,06492-2531,CT,rudmanapril@gmail.com,Domestic,United States,2022-07-01,Connecticut,Connecticut,True,False,False,False,False,All Other Travel Arrangement and Reservation Services (561599),2022-08-31 00:16:34.9633333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madrigal Painting LLC,LLC,Active,2592801,2023-03-31,72 Cherry St,,Naugatuck,United States,06770,CT,contact@amesur.net,Domestic,United States,2022-07-01,Connecticut,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),2022-08-31 00:07:08.8533333,,,,,,,,,,,,,,,,,contact@amesur.net,,,,,,,,,,,,,
