name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,country_formation,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,category_survey_email_address,naics_code,geo_location,began_transacting_in_ct,business_name_in_state_country,date_of_organization_meeting,total_authorized_shares,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,mailing_jurisdiction_3,office_jurisdiction_3,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,mailing_international_address,records_address_unit
Foxfire transport LLC,LLC,Active,Annual report due,2639627,2023-03-31,23 Fenn Dr,,Barkhamsted,United States,06063-3331,CT,foxfiretransport@gmail.com,Domestic,United States,2022-10-02,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:12.4500000,,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
the Spell Beauty Bar LLC,LLC,Active,Annual report due,2639632,2023-03-31,217 Bayberry Dr,,Bristol,United States,06010-7608,CT,spellbeautybar@gmail.com,Domestic,United States,2022-10-02,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:11.2266667,,Beauty Salons (812112),,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Foam Board Company LLC,LLC,Active,Annual report due,2639634,2023-03-31,125 Railroad Ave,1A,Beacon Falls,United States,06403,CT,dimitrioskarouta@gmail.com,Domestic,United States,2022-10-02,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:11.2266667,,Other Miscellaneous Nondurable Goods Merchant Wholesalers (424990),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reliable Linens, LLC",LLC,Active,Annual report due,2639633,2023-03-31,41 Caudatowa Dr,,Ridgefield,United States,06877-2308,CT,andrewttar@yahoo.com,Domestic,United States,2022-10-02,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:12.4700000,andrewttar@yahoo.com,Linen Supply (812331),,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARE for People with Chronic and Invisible Illnesses Co.,Non-Stock,Active,First report due,2639635,2022-12-31,,,,,,,julie.stankiewicz@gmail.com,Domestic,United States,2022-10-02,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:11.8333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thorough Immersion Behavioral Health LLC,LLC,Active,Annual report due,2639646,2023-03-31,111 Aspen Glen Dr,,Hamden,United States,06518-3786,CT,thoroughimmersion@gmail.com,Domestic,United States,2022-10-02,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:12.3700000,,Offices of Mental Health Practitioners (except Physicians) (621330),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serve it LLC,LLC,Active,Annual report due,2641210,2023-03-31,244-2 NORTHRIDGE DRIVE,,WATERBURY,UNITED STATES,06708,CT,,Domestic,United States,2022-10-03,,Connecticut,False,False,False,False,False,2022-12-13 00:18:13.1066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OGS TECHNOLOGIES, LLC",LLC,Active,Annual report due,636705,2022-03-31,"c/o INTEGRATED TECHNICAL SYSTEMS, INC. 8 CAPITAL DRIVE",,WALLINGFORD,United States,06492,CT,MSALAMONE@INTEGRATED-TEC.COM,Domestic,,2022-10-03,,,False,False,False,False,False,2022-12-13 00:11:35.1100000,,332999,"{'type': 'Point', 'coordinates': [-72.81831, 41.4787]}",,,,5000.0,,,,,,,,,,,,,,,,,,,,,,,
Mr.Cheap &Neat Landscaping &Hand Detailing Professional Ltd. Liability Company,LLC,Active,Annual report due,2634937,2023-03-31,41 Chestnut Dr,,Windsor,United States,06095-1111,CT,dcucci8@gmail.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:09.2466667,,Car Washes (811192),,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Things Unique By Angelique LLC,LLC,Active,Annual report due,2634945,2023-03-31,1359 Boulevard,Apt 1,West Hartford,United States,06119,CT,hollars1359@me.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:09.3300000,,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holistic Recovery Solutions Inc,Non-Stock,Active,First report due,2635058,2023-01-01,,,,,,,holisticrecoverysolutions@gmail.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:09.3233333,,Other Community Housing Services (624229),,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONSOLIDATED REFRIGERANT SOLUTIONS INC.,Stock,Active,Annual report due,2637091,2023-10-03,1367 Route 9W,,Marlboro,United States,12542-5415,NY,jean@rankandsmith.com,Foreign,,2022-10-03,NEW YORK,NEW YORK,False,False,False,False,False,2022-12-13 00:18:09.9133333,,Recyclable Material Merchant Wholesalers (423930),,2022-10-03,CONSOLIDATED REFRIGERANT SOLUTIONS INC.,,,,,,,,,,,,,,,,,,,,,,,,,
Cedar Construction Consulting Inc.,Stock,Active,Annual report due,2638605,2023-11-11,14 Cedar Rd,,Clinton,United States,06413-1540,CT,bryan.yudkin@gmail.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:10.6133333,,Other Management Consulting Services (541618),,,,2022-10-03,200.0,,,,,,,,,,,,,,,,,,,,,,,
Bob Hill Home Repair LLC,LLC,Active,Annual report due,2639659,2023-03-31,64 Greenfield Dr,,South Windsor,United States,06074-1320,CT,atax1121@aol.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:12.4233333,,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Priority Towing LLC,LLC,Active,Annual report due,2639655,2023-03-31,123 Holley Rd,,Bristol,United States,06010-5261,CT,prioritytowing@myyahoo.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:11.2200000,prioritytowing@myyahoo.com,Motor Vehicle Towing (488410),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Computer Network Solutions, Limited Liability Company",LLC,Active,Annual report due,2639662,2023-03-31,86 Storrs Rd,B-1013,Willimantic,United States,06226-4011,CT,rgrisamer@cnsnetworking.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:11.7533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dreamers Daycare LLC,LLC,Active,Annual report due,2639666,2023-03-31,4 Thomas St,,Danbury,United States,06810,CT,dreamers.daycare04@gmail.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:11.8666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Willowmere Events, LLC",LLC,Active,Annual report due,2639668,2023-03-31,35 Hidden Brook Rd,,Riverside,United States,06878-2304,CT,jasonhalio@gmail.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:12.4666667,mjlwesq@aol.com,Other Spectator Sports (711219),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portz I.T Solutions LLC,LLC,Active,Annual report due,2639672,2023-03-31,109 Wood Street,1,Waterbury,United States,06704,CT,jpaz570@email.porterchester.edu,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,True,True,True,False,2022-12-13 00:18:12.4666667,,Computer and Office Machine Repair and Maintenance (811212),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesus A Guevara R LLC,LLC,Active,Annual report due,2639747,2023-03-31,26 Highwood Ave,,Norwalk,United States,06850-3613,CT,lissette_trrs@yahoo.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:11.7700000,lissette_trrs@yahoo.com,Janitorial Services (561720),,,,,,,,,,,,,,,,,,,,,,,,,,,,
4640 Main St LLC,LLC,Active,Annual report due,2639681,2023-03-31,4640 Main St,1,brideport,United States,06606,CT,ddrivera33@aol.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:13.0900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giglio Vending LLC,LLC,Active,Annual report due,2639712,2023-03-31,"71 South Main St., Unit 13",,Newtown,United States,06470,CT,chris@gigliolandscape.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:13.0900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MOURA CARPENTRY, LLC",LLC,Active,Annual report due,2639715,2023-03-31,54 JEFFERSON AVE 2FL,,DANBURY,United States,06810,CT,agenciadxr@gmail.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:13.0900000,,Finish Carpentry Contractors (238350),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Your Holistic Recovery, LLC",LLC,Active,Annual report due,2639683,2023-03-31,84 Cooper Ave,,Weatogue,United States,06089,CT,jenniferbradley374@gmail.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:11.7533333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triton Ventures LLC,LLC,Rejected,,2639684,,410 Poplar Street,,Bridgeport,United States,06605,CT,support@venturepointcap.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:11.7533333,nreed2379@gmail.com,Marketing Consulting Services (541613),"{'type': 'Point', 'coordinates': [-73.21732, 41.17554]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
Michilli Inc.,Stock,Active,Annual report due,2639686,2023-10-03,"126 5th Avenue, 9th Floor",,New York,United States,10011,NY,therrera@michilliinc.com,Foreign,,2022-10-03,NEW YORK,NEW YORK,False,False,False,False,False,2022-12-13 00:18:11.7600000,,,"{'type': 'Point', 'coordinates': [-73.9919, 40.73836]}",2022-10-01,Michilli Inc,,,,,,,,,,,,,,,,,,,,,,,,,
ANA SANCHEZ CLEANING SERVICES LLC,LLC,Active,Annual report due,2639688,2023-03-31,58 MYRTLE AVE APT1,,STAMFORD,United States,06902,CT,wendy@durangoagency.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:12.4400000,,Janitorial Services (561720),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Connecticut Value-Based Care Venture, LLC",LLC,Active,Annual report due,2639699,2023-03-31,8725 Henderson Rd,,Tampa,United States,33634-1143,FL,shannon.p.kister@centene.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:12.4400000,shannon.p.kister@centene.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcos Vicente LLC,LLC,Active,Annual report due,2639702,2023-03-31,516 FAIRFIELD AVE,,STAMFORD,United States,06902,CT,wendy@durangoagency.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:12.4400000,,Janitorial Services (561720),,,,,,,,,,,,,,,,,,,,,,,,,,,,
datacubicals Limited Liability Company,LLC,Active,Annual report due,2639697,2023-03-31,20 Adna Rd Apt D16,D16,Bristol,United States,06010-2700,CT,jay23oppong@gmail.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:12.4600000,,,"{'type': 'Point', 'coordinates': [-72.92652, 41.71071]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"45 South High Street, LLC",LLC,Active,Annual report due,2639705,2023-03-31,146 Wilson Ave,,Brooklyn,United States,11237-8043,NY,ewelinaheperek@gmail.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:11.7466667,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRA Tutoring LLC,LLC,Active,Annual report due,2639723,2023-03-31,74 NEPTUNE DR,,OLD SAYBROOK,United States,06475-2934,CT,eastern@northwestregisteredagent.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:11.7466667,eastern@registeredagentsinc.com,Exam Preparation and Tutoring (611691),,,,,,,,,,,,,,,,,,,,,,,,,,,,
KING OF KINGS SPECIALIZED TRANSPORTATION LLC,LLC,Active,Annual report due,2639745,2023-03-31,5 Revere Dr,3,Bloomfield,United States,06002-2625,CT,kingsacquisition88@gmail.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:12.4166667,,"General Freight Trucking, Local (484110)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Meadow Association Inc.,Non-Stock,Active,First report due,2639710,2023-01-01,,,,,,,germanwalas@globalworldusa.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:13.1066667,ggreene@greenelawpc.com,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,,
R DANIELS CO CONSULTING LLC,LLC,Active,Annual report due,2639721,2023-03-31,45 Ely Ave,4,Norwalk,United States,06854-2996,CT,delaiglesiac@gmail.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:12.4800000,delaiglesiac@gmail.com,Other Personal Care Services (812199),,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVERSE CONCEPT LLC,LLC,Active,Annual report due,2639726,2023-03-31,280 Heather Glen Ln,,Mystic,United States,06355-1158,CT,jocelyn@zzausa.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:12.4800000,jocelynzzausa@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREID LLC,LLC,Active,Annual report due,2639727,2023-03-31,2389 Main St. STE 100,,Glastonbury,United States,06033,CT,eastern@registeredagentsinc.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:12.4800000,eastern@registeredagentsinc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHAMPA LAO & THAI LLC,LLC,Active,Annual report due,2639729,2023-03-31,341 E CENTER ST,,MANCHESTER,United States,06040,CT,sjchan85@gmail.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:12.4966667,,Full-Service Restaurants (722511),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rare Form productions Limited Liability Company,LLC,Active,Annual report due,2639730,2023-03-31,35 Loren Cir35,,Windsor,United States,06095-1012,CT,stevestarks313@gmail.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:11.7533333,stevestarks313@gmail.com,Musical Groups and Artists (711130),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZTT, LLC",LLC,Active,Annual report due,2639732,2023-03-31,777 Broad Street Ext,,Waterford,United States,06385-1346,CT,lisa@edbartelliinc.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:13.1200000,,Other Activities Related to Real Estate (531390),"{'type': 'Point', 'coordinates': [-72.13178, 41.36996]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Endri HVAC, LLC",LLC,Active,Annual report due,2639741,2023-03-31,25 Whitmore Ln,,Stamford,United States,06902-4524,CT,endrihvac@gmail.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:11.8266667,jcassoneattorney@aol.com,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hartford Publications LLC,LLC,Active,Annual report due,2639744,2023-03-31,30 Arbor St,Suite 106-H,Hartford,United States,06106-1215,CT,hartfordpublications@gmail.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:11.8400000,,Newspaper Publishers (511110),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jessica Niek Recovery Counseling, LLC",LLC,Active,Annual report due,2639764,2023-03-31,486 S Main St,,Thomaston,United States,06787,CT,jessicaniek@therapist.net,Domestic,United States,2022-10-03,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:11.8533333,jessicaniek@therapist.net,Other Individual and Family Services (624190),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nelso Cisneros M LLC,LLC,Active,Annual report due,2639765,2023-03-31,15 Lawrence St,,Norwalk,United States,06854,CT,lissette_trrs@yahoo.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:11.2133333,lissette_trrs@yahoo.com,Commercial and Institutional Building Construction (236220),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trusted Trucking, LLC",LLC,Active,Annual report due,2639776,2023-03-31,21 Pershing St,B,Hamden,United States,06514-3612,CT,trustedtrucking08@gmail.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:12.4666667,,"Specialized Freight (except Used Goods) Trucking, Long-Distance (484230)","{'type': 'Point', 'coordinates': [-72.92799, 41.35481]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Civil Power, Inc.",Non-Stock,Active,First report due,2639778,2023-01-01,,,,,,,michael@thecivilpower.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:12.4666667,,Other Social Advocacy Organizations (813319),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martins Construction LLC,LLC,Active,Annual report due,2639779,2023-03-31,2 Stevens Pl,,Danbury,United States,06810-5926,CT,gomesannamil@gmail.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:11.1866667,,Finish Carpentry Contractors (238350),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Infusion Solutions, Inc.",Stock,Active,Annual report due,2639780,2023-10-03,3000 Lakeside Dr,Suite 300N,Bannockburn,United States,60015-1219,IL,och-corporatefilings@optioncare.com,Foreign,,2022-10-03,NEW HAMPSHIRE,NEW HAMPSHIRE,False,False,False,False,False,2022-12-13 00:18:11.1866667,,,,2022-10-03,"Infusion Solutions, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,
DMS Jade Trucking Services LLC,LLC,Active,Annual report due,2639784,2023-03-31,30Westbourne pkwy,1st floor,Hartford,United States,06112,CT,charmainemurphy18@gmail.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:11.2066667,,"General Freight Trucking, Local (484110)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANOTHER LEVEL 3 LLC,LLC,Active,Annual report due,2639782,2023-03-31,65 Container Dr,,Terryville,United States,06786-7303,CT,cjhyson@yahoo.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:12.4033333,richard@tmbclaw.com,Lessors of Other Real Estate Property (531190),"{'type': 'Point', 'coordinates': [-73.02699, 41.69338]}",,,,,,,,,,,,,,,,,,,,,,,,,,,
AEM Constructions LLC,LLC,Active,Annual report due,2639787,2023-03-31,72Hallock Street,,New Haven,United States,06519,CT,info@lvcnetwork.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:12.4033333,,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MJ-CT, LLC",LLC,Active,Annual report due,2639799,2023-03-31,225 Asylum Street,20th Floor,Hartford,United States,06123-1277,CT,michaeltu@gmail.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:12.4033333,emccarthy@uks.com,"Offices of Physical, Occupational and Speech Therapists, and Audiologists (621340)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HUBBELL POWER SYSTEMS, INC.",Stock,Active,Annual report due,2639795,2023-10-03,40 WATERVIEW DRIVE,,SHELTON,UNITED STATES,06484,CT,,Foreign,,2022-10-03,,DELAWARE,False,False,False,False,False,2022-12-13 00:18:13.1266667,,335311,"{'type': 'Point', 'coordinates': [-73.081498, 41.29582]}",2022-07-11,"HUBBELL POWER SYSTEMS, INC.",,,,,,,,,,,,,,,,,,,,,,,,,
HARBERT MANAGEMENT CORPORATION,Stock,Active,Annual report due,2639798,2023-10-03,"2100 THIRD AVENUE NORTH, SUITE 600",,BIRMINGHAM,UNITED STATES,35203-3416,AL,RFAULKNER@HARBERT.NET,Foreign,,2022-10-03,,ALABAMA,False,False,False,False,False,2022-12-13 00:18:12.4966667,,523900,"{'type': 'Point', 'coordinates': [-86.80552, 33.51692]}",2023-01-01,HARBERT MANAGEMENT CORPORATION,,,,,,,,,,,,,,,,,,,,,,,,,
40 Church Street West LLC,LLC,Active,Annual report due,2639806,2023-03-31,40 Church Street West,1st Floor,Greenwich,United States,06830,CT,dnldelvecchio@gmail.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:11.8333333,rick@lormc.com,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,,
J&G ENTERPRISES LLC,LLC,Active,Annual report due,2639814,2023-03-31,17 Woodlawn Road,,Monroe,United States,06468,CT,jag@bcman.com,Domestic,United States,2022-10-03,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:12.4800000,,All Other General Merchandise Stores (452319),,,,,,,,,,,,,,,,,,,,,,,,,,,,
