name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,citizenship,date_registration,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,total_authorized_shares,create_dt,billing_unit,business_email_address,country_formation,formation_place,state_or_territory_formation,category_survey_email_address,naics_code,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,sub_status,date_of_organization_meeting,mailing_jurisdiction_3,office_jurisdiction_3,mailing_international_address,dissolution_date,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,records_address_unit
EIP Rocky Hill Brook LLC,LLC,Active,2574142,2023-03-31,20 Pickering St,Needham,United States,02492-3197,MA,Foreign,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:29.6966667,Suite 200,dnevins@eipcorp.net,,MASSACHUSETTS,MASSACHUSETTS,,,2022-06-01,EIP Rocky Hill Brook LLC,"20 Pickering St, Suite 200, Needham, MA, 02492-3197, United States",20 Pickering St,Needham,MA,02492-3197,United States,"20 Pickering St, Suite 200, Needham, MA, 02492-3197, United States",20 Pickering St,Needham,MA,02492-3197,United States,,,Suite 200,Suite 200,,,,,,,,,
PAM Health at Waterbury LLC,LLC,Active,2574147,2023-03-31,"1828 Good Hope Road, Suite 102",Enola,United States,17025,PA,Foreign,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:29.6966667,,syoungblood@pamhealth.com,,PENNSYLVANIA,PENNSYLVANIA,,Specialty (except Psychiatric and Substance Abuse) Hospitals (622310),2022-06-01,PAM Health at Waterbury LLC,"1828 Good Hope Road, Suite 102, Enola, PA, 17025, United States","1828 Good Hope Road, Suite 102",Enola,PA,17025,United States,"1828 Good Hope Road, Suite 102, Enola, PA, 17025, United States","1828 Good Hope Road, Suite 102",Enola,PA,17025,United States,,,,,,,,,,,,,
"Star H Equine Insurance Agency, LLC",LLC,Active,2574150,2023-03-31,258 Bridle Lane,Advance,United States,27006,NC,Foreign,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:30.2600000,,lucinda@starhinsurance.com,,NORTH CAROLINA,NORTH CAROLINA,,Insurance Agencies and Brokerages (524210),2022-06-15,"Star H Equine Insurance Agency, LLC","P.O. Box 2250, Advance, NC, 27006, United States",P.O. Box 2250,Advance,NC,27006,United States,"258 Bridle Lane, Advance, NC, 27006, United States",258 Bridle Lane,Advance,NC,27006,United States,,,,,,,,,,,,,
Eric Brought His Camera LLC,LLC,Active,2574158,2023-03-31,25 Collingridge Dr,Manchester,United States,06040-5659,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:30.2600000,,eric.brought.his.camera@gmail.com,United States,Connecticut,Connecticut,,Commercial Photography (541922),,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Boarders CT Inc,Non-Stock,Active,2574165,2023-06-07,2389 Main St. STE 100,Glastonbury,United States,06033,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:30.3200000,,eastern@northwestregisteredagent.com,United States,Connecticut,Connecticut,,All Other Amusement and Recreation Industries (713990),,,,,,,,,,,,,,,,2022-06-01,,,,,,,,,,,
"GenNEXT Funding, LLC",LLC,Active,2574171,2023-03-31,285 Davidson Ave,Somerset,United States,08873-4153,NJ,Foreign,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:30.2266667,Suite 404,grubino@gennextfunding.com,,NEW JERSEY,NEW JERSEY,,Mortgage and Nonmortgage Loan Brokers (522310),2022-06-01,"GenNEXT Funding, LLC","285 Davidson Ave, Suite 404, Somerset, NJ, 08873-4153, United States",285 Davidson Ave,Somerset,NJ,08873-4153,United States,"285 Davidson Ave, Suite 404, Somerset, NJ, 08873-4153, United States",285 Davidson Ave,Somerset,NJ,08873-4153,United States,,,Suite 404,Suite 404,,,,,,,,,
Frog Rock Real Estate LLC,LLC,Active,2574164,2023-03-31,212 Pomfret Rd,Eastford,United States,06242,CT,Domestic,2022-06-01,True,False,False,False,False,,2022-07-06 00:16:29.6666667,,jburgessahf@yahoo.com,United States,Connecticut,Connecticut,,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleasant building solutions LLC,LLC,Active,2574216,2023-03-31,81 Golden Hill Street,New Britain,United States,06053,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:29.6666667,,wilcastro620@gmail.com,United States,Connecticut,Connecticut,,Finish Carpentry Contractors (238350),,,,,,,,,,,,,,,,,,,,,,,,,,,
R & R LANDSCAPING & TREE SERVICES LLC,LLC,Active,2574219,2023-03-31,621 QUINNIPIAC AVE Apt A,NEW HAVEN,United States,06513,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:29.6666667,,wendy@durangoagency.com,United States,Connecticut,Connecticut,wendy@durangoagency.com,Landscaping Services (561730),,,,,,,,,,,,,,,,,,,,,,,,,,,
TRISTATE PAINTING & REMODELING LLC,LLC,Active,2574220,2023-03-31,754 CANAAN RD BLD 87,BRIDGEPORT,United States,06610,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:29.6666667,17,jumaso76@gmail.com,United States,Connecticut,Connecticut,,Painting and Wall Covering Contractors (238320),,,,,,,,,,,,,,,,,,,,,,,,,,,
M SINAI BUILDING DREAMS Corp,Stock,Active,2574221,2022-08-30,,,,,,Domestic,2022-06-01,False,False,False,False,False,1.0,2022-07-06 00:16:29.6666667,,yvaldez@gatewayinsct.com,United States,Connecticut,Connecticut,,All Other Specialty Trade Contractors (238990),,,,,,,,,,,,,,,First report due,,,,,,,,,,,,
EIP Rocky Hill Inwood LLC,LLC,Active,2574185,2023-03-31,20 Pickering Street,Needham,United States,02492-3197,MA,Foreign,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:30.2266667,Suite 200,dnevins@eipcorp.com,,MASSACHUSETTS,MASSACHUSETTS,,,2022-06-01,EIP Rocky Hill Inwood LLC,"20 Pickering Street, Suite 200, Needham, MA, 02492-3197, United States",20 Pickering Street,Needham,MA,02492-3197,United States,"20 Pickering Street, Suite 200, Needham, MA, 02492-3197, United States",20 Pickering Street,Needham,MA,02492-3197,United States,,,Suite 200,Suite 200,,,,,,,,,
Niantic Counseling Center LLC,LLC,Active,2574199,2023-03-31,8 West Main Street,Niantic,United States,06357,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:29.6666667,Suite 3-11,philip.lafemina@att.net,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infinite Hair Colors LLC,LLC,Active,2574197,2023-03-31,285 Berlin Tpke,Berlin,United States,06037-1505,CT,Domestic,2022-06-01,True,False,True,False,False,,2022-07-06 00:16:29.6666667,Ste 374,infinitehaircolors@gmail.com,United States,Connecticut,Connecticut,infinitehaircolors@gmail.com,All Other General Merchandise Stores (452319),,,,,,,,,,,,,,,,,,,,,,,,,,,
Cirrata Partners Insurance Agency LLC,LLC,Active,2574236,2023-03-31,One World Trade Center,New York,United States,10007,NY,Foreign,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:30.3200000,41st Floor,cirrata@3hcs.com,,DELAWARE,DELAWARE,,Insurance Agencies and Brokerages (524210),2022-06-01,Cirrata Partners Insurance Agency LLC,"1201 N Orange St, Suite 710, Wilmington, DE, 19801, United States",1201 N Orange St,Wilmington,DE,19801,United States,"1201 N Orange St, Suite 710, Wilmington, DE, 19801, United States",1201 N Orange St,Wilmington,DE,19801,United States,,,Suite 710,Suite 710,,,,,,,,,
Stevens Design LLC,LLC,Active,2574208,2023-03-31,893 Plainville Avenue,Farmington,United States,06032,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:29.6966667,,walker.maddi@gmail.com,United States,Connecticut,Connecticut,,Interior Design Services (541410),,,,,,,,,,,,,,,,,,,,,,,,,,,
Niakare daycare and preschool  LLC,LLC,Active,2574211,2023-03-31,695 Capitol Ave,Bridgeport,United States,06606-5203,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:29.6966667,,niakaye.rjsmith@yahoo.com,United States,Connecticut,Connecticut,courtneymckenzie67@yahoo.com,Child Day Care Services (624410),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Open Door Investments, LLC",LLC,Active,2574212,2023-03-31,1072 Route 171,Woodstock,United States,06281-2134,CT,Domestic,2022-06-01,True,False,False,False,False,,2022-07-06 00:16:29.6966667,,inspiringyourpublic@gmail.com,United States,Connecticut,Connecticut,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,
Sherie LLC,LLC,Active,2574238,2023-03-31,13 Charlene Dr,Naugatuck,United States,06770-2243,CT,Domestic,2022-06-01,True,False,False,False,False,,2022-07-06 00:16:29.6966667,,sheriethebrand@gmail.com,United States,Connecticut,Connecticut,,Electronic Shopping and Mail-Order Houses (454110),,,,,,,,,,,,,,,,,,,,,,,,,,,
ARCO/MURRAY CONSTRUCTION COMPANY,Stock,Active,2574229,2023-06-01,900 N Rock Hill Rd,Saint Louis,United States,63119-1315,MO,Foreign,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:29.6800000,,bmeyers@arco1.com,,DELAWARE,DELAWARE,,Commercial and Institutional Building Construction (236220),2022-06-01,ARCO/MURRAY CONSTRUCTION COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,
"SMARTRR, INC.",Stock,Active,2574241,2023-06-01,145 W 28TH ST FLOOR 4,NEW YORK,USA,10001,NY,Foreign,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:29.6500000,,BEN@SMARTRR.COM,USA,,DELAWARE,,,2021-07-01,"SMARTRR, INC.",,,,,,,,,,,,,,,,,,,,,,,,,
DiversiTIES LLC,LLC,Active,2574230,2023-03-31,103 Charolais Way,Burlington,United States,06013-1630,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:29.6666667,,scottgaudet@diversi-ties.com,United States,Connecticut,Connecticut,,Family Clothing Stores (448140),,,,,,,,,,,,,,,,,,,,,,,,,,,
Reds way transport LLC,LLC,Active,2574233,2023-03-31,63 Chatham St,Hartford,United States,06112-1409,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:29.6666667,,redswaytransport@gmail.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sasso Contracting, LLC",LLC,Active,2574235,2023-03-31,302 SHARON DRIVE,CHESHIRE,United States,06410,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:30.2900000,,sasboys@cox.net,United States,Connecticut,Connecticut,,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah's Patchwork LLC,LLC,Active,2574242,2023-03-31,318 Salmon Brook St,Granby,United States,06035-1801,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:30.2900000,,noahstpierre10@gmail.com,United States,Connecticut,Connecticut,alex@aetonlaw.com,Child Day Care Services (624410),,,,,,,,,,,,,,,,,,,,,,,,,,,
DESTATION Limited Liability Company,LLC,Active,2574264,2023-03-31,226 Second Ave,Stratford,United States,06615,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:30.2900000,,destation2.0@gmail.com,United States,Connecticut,Connecticut,,Automobile Driving Schools (611692),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Andrews Remodeling, LLC",LLC,Active,2574243,2023-03-31,157 Shelter Rock Road,Danbury,United States,06810,CT,Domestic,2022-06-01,False,False,True,False,False,,2022-07-06 00:16:29.6666667,38,andersonsa350@gmail.com,United States,Connecticut,Connecticut,hallen@allenagency.us,Finish Carpentry Contractors (238350),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Companions & Home Helpers Franchise, LLC",LLC,Active,2574266,2023-03-31,795 Farmington Ave,West Hartford,United States,06119-1621,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:29.6666667,,benazir_kani@yahoo.com,United States,Connecticut,Connecticut,filings@legalinc.com,Home Health Care Services (621610),,,,,,,,,,,,,,,,,,,,,,,,,,,
"warranTEAM, LLC",LLC,Active,2574246,2023-03-31,111 Metacomet Dr,Berlin,United States,06037-3920,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:30.2433333,,admin@warranteam.com,United States,Connecticut,Connecticut,ania@wsattorney.com,Other Computer Related Services (541519),,,,,,,,,,,,,,,,,,,,,,,,,,,
184 HIGH MIDDLETOWN LLC,LLC,Active,2574248,2023-03-31,386 Main St,Middletown,United States,06457-3360,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:29.6966667,,mstone@stonepointprops.com,United States,Connecticut,Connecticut,krudzik@uks.com,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,
LINCOLN INSTITUTE OF LAND POLICY INC.,Non-Stock,Active,2574249,2023-06-01,11010 N TATUM BLVD STE D-101,PHOENIX,USA,85028,AZ,Foreign,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:30.2733333,,HELLO@LINCOLNINST.EDU,USA,,AZ,,813211,2022-06-01,LINCOLN INSTITUTE OF LAND POLICY INC.,,,,,,,,,,,,,,,,,,,,,,,,,
Phoenix Legal Nurse Consulting Limited Liability Co.,LLC,Active,2574262,2023-03-31,2131 Long Hill Rd,Guilford,United States,06437-1596,CT,Domestic,2022-06-01,True,False,False,False,False,,2022-07-06 00:16:30.3200000,,susanmt1@msn.com,United States,Connecticut,Connecticut,,All Other Support Services (561990),,,,,,,,,,,,,,,,,,,,,,,,,,,
Albarran Co. LLC,LLC,Active,2574258,2023-03-31,95 W Wooster St,Danbury,United States,06810,CT,Domestic,2022-06-01,True,False,True,False,False,,2022-07-06 00:16:29.7100000,P1,albarranllcbusiness@gmail.com,United States,Connecticut,Connecticut,,"Roofing, Siding, and Insulation Material Merchant Wholesalers (423330)",,,,,,,,,,,,,,,,,,,,,,,,,,,
LSP ROOFING LLC,LLC,Active,2574265,2023-03-31,79 Southview St,Waterbury,United States,06706-1423,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:30.2900000,APT 1,klever568@gmail.com,United States,Connecticut,Connecticut,jg@1oakinsurance.com,All Other Rubber Product Manufacturing (326299),,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASBESTOS ABATEMENT BROTHERS, LLC",LLC,Active,2574297,2023-03-31,108 Ellsworth Dr,Bloomfield,United States,06002-2888,CT,Domestic,2022-06-01,False,False,True,False,False,,2022-07-06 00:16:30.2433333,,asbestosabatementbrothers@gmail.com,United States,Connecticut,Connecticut,,Remediation Services (562910),,,,,,,,,,,,,,,,,,,,,,,,,,,
"1785 SUMMER VR PARTNERS, LLC",LLC,Active,2574269,2023-03-31,1799 SUMMER STREET,STAMFORD,UNITED STATES,06905,CT,Foreign,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:30.3200000,,1785SUMMER@VESTROCKCAPITAL.COM,UNITED STATES,,DE,,531311,2022-05-19,"1785 SUMMER VR PARTNERS, LLC",,,,,,,,,,,,,,,,,,,,,,,,,
PAGES NORTH AMERICA INC.,Stock,Active,2574272,2023-06-01,1251 AVENUE OF THE AMERICAS FL3,NEW YORK,USA,10020,NY,Foreign,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:30.2900000,,MYRIAM.SAHNOUNE@PRAMEX.COM,UNITED STATES,,DELAWARE,,811310,2022-06-01,PAGES NORTH AMERICA INC.,,,,,,,,,,,,,,,,,,,,,,,,,
Hands of Hope Homecare LLC,LLC,Active,2574277,2023-03-31,123 Kaye Vue Dr,Hamden,United States,06514-2308,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:29.6800000,,handsofhopehomecarellc1@gmail.com,United States,Connecticut,Connecticut,,Services for the Elderly and Persons with Disabilities (624120),,,,,,,,,,,,,,,,,,,,,,,,,,,
East Shore Drive Associates LLC,LLC,Active,2574289,2023-03-31,99 Commerce St,Glastonbury,United States,06033-2312,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:29.6800000,,dimbert@ditekconsulting.com,United States,Connecticut,Connecticut,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Full Service Trucking, LLC",LLC,Active,2574273,2023-03-31,54 W Normandy Dr,West Hartford,United States,06107-1443,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:29.6800000,,martin.victoryhomesolutions@gmail.com,United States,Connecticut,Connecticut,,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lexington WHP Partners, LLC",LLC,Active,2574283,2023-03-31,"One Financial Plaza, 755 Main Street",Hartford,United States,06103,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:30.2433333,,mkenny@lexingtonct.com,United States,Connecticut,Connecticut,,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,,,,,,,,,
426 HOWE AVENUE LLC,LLC,Active,2574290,2023-03-31,75 MULBERRY LANE,SHELTON,USA,06484,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:29.6666667,,AMELISI699@GMAIL.COM,United States,,Connecticut,,531190,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ross Merchandising Inc.,Stock,Active,2574292,2023-06-01,5130 Hacienda Dr,Dublin,United States,94568-7579,CA,Foreign,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:29.6666667,,tax.department@ros.com,,DELAWARE,DELAWARE,,Family Clothing Stores (448140),2022-07-01,Ross Merchandising Inc.,,,,,,,,,,,,,,,,,,,,,,,,,
BOOGODILIFE LLC,LLC,Active,2574314,2023-03-31,79 Hazel st,HARTFORD,United States,06106,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:29.6800000,,boogodilifellc@gmail.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quantum Technology Solutions Inc.,Stock,Active,2574303,2023-06-01,,,UNITED KINGDOM,,,Foreign,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:30.3200000,,intertrustus@intertrustgroup.com,,DELAWARE,DELAWARE,,Custom Computer Programming Services (541511),2022-06-01,Quantum Technology Solutions Inc.,,,,,,,,,,,,,,,,,"6 South Molton Street London, W1K5QF",,,,,,,,
PlayQuest LLC,LLC,Active,2574301,2023-03-31,43 Holly Rd.,East Hartford,United States,06118,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:29.6966667,,davidcberthold@gmail.com,United States,Connecticut,Connecticut,,Toy and Hobby Goods and Supplies Merchant Wholesalers (423920),,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackwell Professional Management LLC,LLC,Active,2574423,2023-03-31,7 Saratoga Way,Meriden,United States,06450-4904,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:30.2266667,,clayfrost@gmail.com,United States,Connecticut,Connecticut,alex@aetonlaw.com,"All Other Professional, Scientific, and Technical Services (541990)",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lexington WHP Investors, LLC",LLC,Active,2574304,2023-03-31,"One Financial Plaza, 755 Main Street",Hartford,United States,06103,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:29.6800000,,mkenny@lexingtonct.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udayani Cultural Club Inc.,Non-Stock,Active,2574323,2022-08-30,,,,,,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:29.6966667,,psar@hotmail.com,United States,Connecticut,Connecticut,,,,,,,,,,,,,,,,,First report due,,,,,,,,,,,,
JC Sanctuary LLC,LLC,Active,2574335,2023-03-31,89 Laddins Rock Rd,Old Greenwich,United States,06870-1435,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:30.2433333,,tcmpj@yahoo.com,United States,Connecticut,Connecticut,tcmpj@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early Hope LLC,LLC,Active,2574347,2023-03-31,121 Old Redding Rd.,Redding,United States,06896,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:30.2600000,,zia4444@yahoo.com,United States,Connecticut,Connecticut,,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Connecticut Roofing Solutions, LLC",LLC,Active,2574338,2023-03-31,49 Apple Hill Rd,West Hartford,United States,06117-1102,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:30.2433333,,sales@connecticutroofingsolutions.com,United States,Connecticut,Connecticut,,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,,,,,,,,
Survival Shooting Solutions LLC,LLC,Active,2574339,2023-03-31,45 Foxglove Circle,Higganum,United States,06441,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:30.2433333,,bplundt@yahoo.com,United States,Connecticut,Connecticut,,Sports and Recreation Instruction (611620),,,,,,,,,,,,,,,,,,,,,,,,,,,
raj bhandare llc,LLC,Active,2574350,2023-03-31,55 thompson st,east haven,United States,06513,CT,Domestic,2022-06-01,False,False,True,False,False,,2022-07-06 00:16:30.3200000,6g,raj25adi@gmail.com,United States,Connecticut,Connecticut,raj@elmcitywireless.com,Marketing Consulting Services (541613),,,,,,,,,,,,,,,,,,,,,,,,,,,
Caring for Seniors Homecare Agency LLC,LLC,Active,2574351,2023-03-31,680 E Main Street,Stamford,United States,06901,CT,Domestic,2022-06-01,True,False,False,False,False,,2022-07-06 00:16:29.6666667,1101,jessicaedward1@yahoo.com,United States,Connecticut,Connecticut,,Services for the Elderly and Persons with Disabilities (624120),,,,,,,,,,,,,,,,,,,,,,,,,,,
FARMCHO LLC,LLC,Active,2574375,2023-03-31,3 RIVERWOOD RD,GLASTONBURY,United States,06033,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:29.6666667,,2015ota@gmail.com,United States,Connecticut,Connecticut,2015ota@gmail.com,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blue J's Lawncare, LLC",LLC,Active,2574365,2023-03-31,60 Jillson Cir,Waterbury,United States,06708-1805,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:30.2600000,,ash0406@att.net,United States,Connecticut,Connecticut,,Farm and Garden Machinery and Equipment Merchant Wholesalers (423820),,,,,,,,,,,,,,,,,,,,,,,,,,,
TATA VENDING MACHINE LLC,LLC,Active,2574374,2023-03-31,623 Cypress Rd,Newington,United States,06111-5604,CT,Domestic,2022-06-01,False,False,False,False,False,,2022-07-06 00:16:30.2733333,,ejservices.llc@gmail.com,United States,Connecticut,Connecticut,,Vending Machine Operators (454210),,,,,,,,,,,,,,,,,,,,,,,,,,,
