name,business_type,status,sub_status,accountnumber,annual_report_due_date,began_transacting_in_ct,billingstreet,billing_unit,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,business_name_in_state_country,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,create_dt,geo_location,country_formation,naics_code,total_authorized_shares,date_of_organization_meeting,category_survey_email_address,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_3,office_jurisdiction_3,dissolution_date,record_address,records_address_street,records_address_city,records_address_state,records_address_zip_code,records_address_country,mailing_international_address,mail_jurisdiction,records_address_unit
Bevida & Company LLC,LLC,Active,Annual report due,2654784,2023-03-31,,1588 Corbin Ave,,New Britain,United States,06053,CT,bevidaandcompany@gmail.com,,Domestic,2022-11-01,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:21.7466667,,United States,Drinking Places (Alcoholic Beverages) (722410),,,,,,,,,,,,,,,,,,,,,,,,,,,
213 lakeside 1 LLC,LLC,Active,Annual report due,2654792,2023-03-31,,73 Rhode Island Ave,,Fairfield,United States,06824-5338,CT,tonypertesis121@gmail.com,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.7466667,,United States,Lessors of Other Real Estate Property (531190),,,dmbcapital@aol.com,,,,,,,,,,,,,,,,,,,,,,,,
MASON INCORPORATION LLC,LLC,Active,Annual report due,2654814,2023-03-31,,50 WAKEFIELD CIR,,EAST HARTFORD,United States,06118,CT,efile1234@incfile.com,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.7533333,,United States,Internet Publishing and Broadcasting and Web Search Portals (519130),,,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,
WASHINGTON STREET WOODBURY 3 LLC,LLC,Active,Annual report due,2654793,2023-03-31,2022-11-15,"1023 WASHINGTON STREET, APT. 1",,HOBOKEN,USA,07030,NJ,JS@WASHINGTONSTREETPARTNERS.COM,WASHINGTON STREET WOODBURY 3 LLC,Foreign,2022-11-01,,DELAWARE,False,False,False,False,False,2022-12-13 00:18:16.5466667,,,531130,,,,"850 NEW BURTON RD, SUITE 201, DOVER, DE, 19904, United States","850 NEW BURTON RD, SUITE 201",DOVER,DE,19904,United States,"850 NEW BURTON RD, SUITE 201, DOVER, DE, 19904, United States","850 NEW BURTON RD, SUITE 201",DOVER,DE,19904,United States,,,,,,,,,,,,
"OSJ of Orange Post, LLC",LLC,Rejected,,2654797,,,375 Commerce Park Road,,North Kingstown,United States,02852,RI,t.baran@osjl.com,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.6633333,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYCDL FACTORY LLC,LLC,Active,Annual report due,2654799,2023-03-31,,18 FAIRLEA AVE,,STRATFORD,United States,06614,CT,efile1234@incfile.com,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.6633333,,United States,Other Technical and Trade Schools (611519),,,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,
"Integrated Dermatology of Wolcott, PLLC",LLC,Active,Annual report due,2654807,2023-03-31,,4700 Exchange Ct,Suite 110,Boca Raton,United States,33431-4450,FL,michael.auer@mydermgroup.com,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.4800000,,United States,Offices of Physicians (except Mental Health Specialists) (621111),,,michael.auer@mydermgroup.com,,,,,,,,,,,,,,,,,,,,,,,,
C & I CONSTRUCTION LLC,LLC,Active,Annual report due,2654809,2023-03-31,,163 ASCOT LN,,TORRINGTON,United States,06790,CT,efile1234@incfile.com,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.4800000,,United States,Framing Contractors (238130),,,efile1235@incfile.com,,,,,,,,,,,,,,,,,,,,,,,,
DF DESIGNS LLC,LLC,Active,Annual report due,2654819,2023-03-31,,245 Alba Ave,,Bridgeport,United States,06606-2977,CT,dreameroffuturia@gmail.com,,Domestic,2022-11-01,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:16.4800000,,United States,Polish and Other Sanitation Good Manufacturing (325612),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ponus Ridge Holdings, Inc.",Stock,Active,Annual report due,2654843,2023-11-04,,312 Elm Street,Unit 20,New Canaan,United States,06840,CT,bca@ponusridgeholdings.com,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.4800000,,United States,Administrative Management and General Management Consulting Services (541611),10000.0,2022-11-04,stuart@ratnerlawfirm.com,,,,,,,,,,,,,,,,,,,,,,,,
"StrategEYES, LLC",LLC,Active,Annual report due,2654810,2023-03-31,,15 Birch Mill Trail,,Essex,United States,06426-1204,CT,gibson.gangof5@gmail.com,,Domestic,2022-11-01,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:16.5466667,,United States,Administrative Management and General Management Consulting Services (541611),,,tania@crehangroup.com,,,,,,,,,,,,,,,,,,,,,,,,
"HEARTLAND FINANCIAL GROUP, LLC",LLC,Active,Annual report due,2654815,2023-03-31,2022-11-01,1600 NE CORONADO DRIVE,,BLUE SPRINGS,USA,64014,MO,LICENSING@INTEGRITYMARKETING.COM,"HEARTLAND FINANCIAL GROUP, LLC",Foreign,2022-11-01,,DELAWARE,False,False,False,False,False,2022-12-13 00:18:19.6133333,"{'type': 'Point', 'coordinates': [-94.24075, 39.02529]}",,524210,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Management Consultants LLC,LLC,Active,Annual report due,2654832,2023-03-31,,77 Canoe Brook Rd,,Trumbull,United States,06611-2101,CT,davidsalerno29@gmail.com,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.7333333,,United States,Administrative Management and General Management Consulting Services (541611),,,,,,,,,,,,,,,,,,,,,,,,,,,
DAYANE BRUMANO BEAUTY STUDIO LLC,LLC,Active,Annual report due,2654825,2023-03-31,,33 Belmont Cir,,Danbury,United States,06810-6427,CT,dayanabatistasilva24@gmail.com,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.6633333,,United States,Beauty Salons (812112),,,,,,,,,,,,,,,,,,,,,,,,,,,
"LCD STORRS DEVELOPMENT, LLC",LLC,Active,Annual report due,2654826,2023-03-31,2022-11-01,315 OCONEE STREET,,ATHENS,USA,30601,GA,CHRIS.HART@LANDMARKPROPERTIES.COM,"LCD STORRS DEVELOPMENT, LLC",Foreign,2022-11-01,,DELAWARE,False,False,False,False,False,2022-12-13 00:18:16.5000000,"{'type': 'Point', 'coordinates': [-83.37004, 33.95665]}",,531390,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxurious Lifestyle LLC,LLC,Active,Annual report due,2654834,2023-03-31,,25 Dallas St,,Hamden,United States,06514-3912,CT,luxuriouslifestyle24@gmail.com,,Domestic,2022-11-01,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:16.5400000,,United States,Family Clothing Stores (448140),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Helping Hands Unlimited, LLC Co.",Non-Stock,Active,First report due,2654848,2023-01-30,,,,,,,,cardys8@aol.com,,Domestic,2022-11-01,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:16.5400000,,United States,Services for the Elderly and Persons with Disabilities (624120),,,,,,,,,,,,,,,,,,,,,,,,,,,
The Bizzell Group LLC,LLC,Active,Annual report due,2654861,2023-03-31,2022-12-01,455 Wintergreen Ave,,New Haven,United States,06515-1012,CT,yjones@thebizzellgroup.com,The Bizzell Group LLC,Foreign,2022-11-01,MARYLAND,MARYLAND,False,False,False,False,False,2022-12-13 00:18:16.5400000,,,,,,,"8201 Corporate Dr, 900, Hyattsville, MD, 20785-2230, United States",8201 Corporate Dr,Hyattsville,MD,20785-2230,United States,"8201 Corporate Dr, 900, Hyattsville, MD, 20785-2230, United States",8201 Corporate Dr,Hyattsville,MD,20785-2230,United States,900,900,,,,,,,,,,
T P REAL ESTATE LLC,LLC,Active,Annual report due,2654837,2023-03-31,,29 saxony lane,,woodbury,United States,06798,CT,erictherrien@ptelectrical.com,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.7066667,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northpoint Putnam 364 Inc.,Non-Stock,Active,First report due,2654865,2023-01-30,,,,,,,,horowitzharry@gmail.com,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.7066667,,United States,Other Activities Related to Real Estate (531390),,,ben@potoklaw.com,,,,,,,,,,,,,,,,,,,,,,,,
"FOUR CORNERS REIT MANAGEMENT SERVICES, LLC",LLC,Active,Annual report due,2654847,2023-03-31,2022-11-01,315 OCONEE STREET,,ATHENS,USA,30601,GA,CHRIS.HART@LANDMARKPROPERTIES.COM,"FOUR CORNERS REIT MANAGEMENT SERVICES, LLC",Foreign,2022-11-01,,DELAWARE,False,False,False,False,False,2022-12-13 00:18:19.0900000,"{'type': 'Point', 'coordinates': [-83.37004, 33.95665]}",,531390,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRC FOAM SPRAY INSULATION LLC,LLC,Active,Annual report due,2654844,2023-03-31,,5 STEVENS ST,3,DANBURY,United States,06810,CT,ruth1ullaguari@gmail.com,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.4800000,,United States,Drywall and Insulation Contractors (238310),,,mcjmultiservices@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
The Slow Guys LLC,LLC,Active,Annual report due,2654846,2023-03-31,,255 Williams St E,,Glastonbury,United States,06033,CT,cgonsalves@rocketmail.com,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.4800000,,United States,Civic and Social Organizations (813410),,,,,,,,,,,,,,,,,,,,,,,,,,,
Mountain Surfer LLC,LLC,Active,Annual report due,2654866,2023-03-31,,15 Rock Spring Rd,,Trumbull,United States,06611-1442,CT,dverespy@snet.net,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.5466667,,United States,Administrative Management and General Management Consulting Services (541611),,,info@allaboutnumbersllc.com,,,,,,,,,,,,,,,,,,,,,,,,
VENDBLACK LLC,LLC,Active,Annual report due,2654854,2023-03-31,,245 Alba Ave,,Bridgeport,United States,06606-2977,CT,shaniabunyan@gmail.com,,Domestic,2022-11-01,Connecticut,Connecticut,True,False,True,False,False,2022-12-13 00:18:17.8033333,,United States,Other Commercial and Industrial Machinery and Equipment Rental and Leasing (532490),,,,,,,,,,,,,,,,,,,,,,,,,,,
Arondyte Pictures LLC,LLC,Active,Annual report due,2654904,2023-03-31,,12 Jackson Pl,,Darien,United States,06820-2712,CT,arondytepictures@gmail.com,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.8033333,"{'type': 'Point', 'coordinates': [-73.50775, 41.09406]}",United States,Motion Picture and Video Production (512110),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Julie 53 West Mountain, LLC",LLC,Active,Annual report due,2654905,2023-03-31,,44 W Mountain Rd,,West Simsbury,United States,06092-2301,CT,info@flamigfarm.com,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.8033333,,United States,,,,arosenberg@rosenberglawgroup.com,,,,,,,,,,,,,,,,,,,,,,,,
"THE STANDARD AT FOUR CORNERS, LLC",LLC,Active,Annual report due,2654858,2023-03-31,2022-11-01,315 OCONEE STREET,,ATHENS,USA,30601,GA,CHRIS.HART@LANDMARKPROPERTIES.COM,"THE STANDARD AT FOUR CORNERS, LLC",Foreign,2022-11-01,,DELAWARE,False,False,False,False,False,2022-12-13 00:18:19.6066667,"{'type': 'Point', 'coordinates': [-83.37004, 33.95665]}",,531390,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leaky Attic Studio LLC,LLC,Active,Annual report due,2654870,2023-03-31,,27 Fairview St.,Apt. B,West Hartford,United States,06119,CT,leakyatticstudio@gmail.com,,Domestic,2022-11-01,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:21.0366667,,United States,"Photography Studios, Portrait (541921)",,,,,,,,,,,,,,,,,,,,,,,,,,,
Aesthetics Associates CT PLLC,LLC,Active,Annual report due,2654872,2023-03-31,,95 Glastonbury Blvd,Suite 303,Glastonbury,United States,06033,CT,agent@bizfilings.com,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.1966667,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pike Newington, LLC",LLC,Active,Annual report due,2654874,2023-03-31,2022-11-01,1100 NW 4th Ave,,Delray Beach,United States,33444,FL,thenzy@smithhenzy.com,"Pike Newington, LLC",Foreign,2022-11-01,FLORIDA,FLORIDA,False,False,False,False,False,2022-12-13 00:18:17.1966667,"{'type': 'Point', 'coordinates': [-80.07737, 26.47674]}",,Lessors of Residential Buildings and Dwellings (531110),,,,"1100 NW 4th Ave, Delray Beach, FL, 33444, United States",1100 NW 4th Ave,Delray Beach,FL,33444,United States,"1100 NW 4th Ave, Delray Beach, FL, 33444, United States",1100 NW 4th Ave,Delray Beach,FL,33444,United States,,,,,,,,,,,,
ER Construction LLC,LLC,Active,Annual report due,2654891,2023-03-31,,9 Caldwell Dr,,Derby,United States,06418-2306,CT,esvin@myyahoo.com,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.1966667,,United States,Commercial and Institutional Building Construction (236220),,,,,,,,,,,,,,,,,,,,,,,,,,,
Universal Coin Laundry LLC,LLC,Rejected,,2654875,,,731 Campbell Ave,,West Haven,United States,06516-3711,CT,info@lvcnetwork.com,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.5166667,,United States,Coin-Operated Laundries and Drycleaners (812310),,,,,,,,,,,,,,,,,,,,,,,,,,,
The Leonard Team LLC,LLC,Active,Annual report due,2654882,2023-03-31,,85 Douglas St,,Stratford,United States,06614-2729,CT,ijleonardteam@gmail.com,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:16.5166667,,United States,Other Activities Related to Real Estate (531390),,,,,,,,,,,,,,,,,,,,,,,,,,,
LICEDOCTORS LIMITED LIABILITY COMPANY,LLC,Active,Annual report due,2654883,2023-03-31,2022-11-15,21 Pine Dr S,,Roslyn,United States,11576-2031,NY,agent@bizfilings.com,LICEDOCTORS LIMITED LIABILITY COMPANY,Foreign,2022-11-01,NEW JERSEY,NEW JERSEY,False,False,False,False,False,2022-12-13 00:18:16.5166667,"{'type': 'Point', 'coordinates': [-73.65491, 40.80087]}",,,,,,"182 W High St, Somerville, NJ, 08876-1819, United States",182 W High St,Somerville,NJ,08876-1819,United States,"182 W High St, Somerville, NJ, 08876-1819, United States",182 W High St,Somerville,NJ,08876-1819,United States,,,,,,,,,,,,
"SAMBRICO, LLC",LLC,Active,Annual report due,2654887,2023-03-31,2022-11-01,2097 Riverdale Street,,West Springfield,United States,01089,MA,eastern@registeredagentsinc.com,"SAMBRICO, LLC",Foreign,2022-11-01,MASSACHUSETTS,MASSACHUSETTS,False,False,False,False,False,2022-12-13 00:18:16.5166667,"{'type': 'Point', 'coordinates': [-72.633152, 42.160277]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LANDMARK VENTURE MANAGEMENT, LLC",LLC,Active,Annual report due,2654877,2023-03-31,2022-11-01,315 OCONEE STREET,,ATHENS,USA,30601,GA,CHRIS.HART@LANDMARKPROPERTIES.COM,"LANDMARK VENTURE MANAGEMENT, LLC",Foreign,2022-11-01,,DELAWARE,False,False,False,False,False,2022-12-13 00:18:16.5600000,"{'type': 'Point', 'coordinates': [-83.37004, 33.95665]}",,531311,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BIG EDDY ENTERPRISES, INC.",Stock,Active,Annual report due,2654885,2023-11-01,2004-02-01,4 BULKLEY AVENUE,,PORT CHESTER,USA,10573,NY,MSILVERSTEIN@FISHWINDOWCLEANING.COM,"BIG EDDY ENTERPRISES, INC.",Foreign,2022-11-01,,NEW YORK,False,False,False,False,False,2022-12-13 00:18:21.7133333,"{'type': 'Point', 'coordinates': [-73.66633, 41.00379]}",,561720,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Community Rehab Associates, Inc.",Stock,Active,Annual report due,2654893,2023-11-01,2022-11-01,3950 3rd St N Ste D,,Saint Petersburg,United States,33703-6123,FL,agent@bizfilings.com,"Community Rehab Associates, Inc.",Foreign,2022-11-01,FLORIDA,FLORIDA,False,False,False,False,False,2022-12-13 00:18:18.3866667,,,Offices of All Other Miscellaneous Health Practitioners (621399),,,,,,,,,,,,,,,,,,,,,,,,,,,
Summit JiuJitsu LLC,LLC,Active,Annual report due,2654899,2023-03-31,,20 North Avenue,,Norwalk,United States,06851,CT,info@summitjj.com,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:20.3733333,"{'type': 'Point', 'coordinates': [-73.41122, 41.12199]}",United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEAVER APARTMENTS LLC,LLC,Active,Annual report due,2654900,2023-03-31,,2360 LAKEWOOD ROAD SUITE 3 #246,,TOMS RIVER,United States,08755,NJ,mg@bluemarkrg.com,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:20.3733333,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dynamic Star, LLC",LLC,Active,Annual report due,2654910,2023-03-31,2022-11-01,"10 West Street, Apartment 40B",,New York,United States,10004,NY,gsegal@dynamicstarllc.com,"Dynamic Star, LLC",Foreign,2022-11-01,DELAWARE,DELAWARE,False,False,False,False,False,2022-12-13 00:18:21.0766667,,,Lessors of Other Real Estate Property (531190),,,,"874 Walker Rd, Suite C, Dover, DE, 19904, United States",874 Walker Rd,Dover,DE,19904,United States,"874 Walker Road,, Suite C, Dover, DE, 19904, United States","874 Walker Road,",Dover,DE,19904,United States,Suite C,Suite C,,,,,,,,,,
Nine Series Motors LLC,LLC,Active,Annual report due,2654927,2023-03-31,,5 Susan Ter,,Waterford,United States,06385-3515,CT,cneal@neptunedg.com,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.0366667,,United States,Automobile and Other Motor Vehicle Merchant Wholesalers (423110),,,,,,,,,,,,,,,,,,,,,,,,,,,
CJS INVESTING LLC,LLC,Active,Annual report due,2654933,2023-03-31,,177 Westland St,,Hartford,United States,06120-1836,CT,cjsinvestinginc@gmail.com,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:21.0366667,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hazelmeadow Place, LLC",LLC,Active,Annual report due,2654953,2023-03-31,,158 Firetown Rd,,Simsbury,United States,06070-1901,CT,cassidydavidson@khalahouse.com,,Domestic,2022-11-01,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:21.0366667,,United States,Lessors of Residential Buildings and Dwellings (531110),,,geraldfog2@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,
US GLOBE INC,Stock,Active,First report due,2654918,2023-01-30,,,,,,,,hursh5555@gmail.com,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.8033333,,United States,"General Freight Trucking, Long-Distance, Truckload (484121)",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
DG Road Service & Mobile Mechanic LLC,LLC,Dissolved,,2654919,2023-03-31,,151 Clough Rd,,Waterbury,United States,06708-1819,CT,roadservicedg@gmail.com,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.8033333,,United States,General Automotive Repair (811111),,,,,,,,,,,,,,,,,,2022-11-07T00:00:00.000,,,,,,,,,
ALARCON GENERAL SERVICES LLC,LLC,Active,Annual report due,2654923,2023-03-31,,52 TRIANGLE STREET,5,DANBURY,United States,06810,CT,efieschi72+alarcon@gmail.com,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:17.8033333,,United States,,,,efieschi72@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,
BUBBLE RUSH LLC,LLC,Active,Annual report due,2654931,2023-03-31,,87 EVEGREEN WAY,,SOUTH WINDSOR,United States,06074,CT,dmhdcpa@hotmail.com,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,True,False,False,2022-12-13 00:18:19.6133333,,United States,Snack and Nonalcoholic Beverage Bars (722515),,,,,,,,,,,,,,,,,,,,,,,,,,,
HMM Holdings Inc.,Stock,Active,Annual report due,2654942,2023-11-08,,1771 Post Rd E,113,Westport,United States,06880-5606,CT,hmmholdings2022@gmail.com,,Domestic,2022-11-01,Connecticut,Connecticut,False,False,False,False,False,2022-12-13 00:18:19.6133333,,United States,Offices of Other Holding Companies (551112),20000.0,2022-11-07,,,,,,,,,,,,,,,,,,,,,,,,,
"Sterling Site Access Solutions, LLC",LLC,Active,Annual report due,2654943,2023-03-31,2022-11-01,501 E 151st St,,Phoenix,United States,60426-2402,IL,ssastax@sterlingsolutions.com,"Sterling Site Access Solutions, LLC",Foreign,2022-11-01,ILLINOIS,ILLINOIS,False,False,False,False,False,2022-12-13 00:18:19.6133333,,,,,,,"501 E 151st St, Phoenix, IL, 60426-2402, United States",501 E 151st St,Phoenix,IL,60426-2402,United States,"501 E 151st St, Phoenix, IL, 60426-2402, United States",501 E 151st St,Phoenix,IL,60426-2402,United States,,,,,,,,,,,,
Magic Butterfly LLC,LLC,Active,Annual report due,2654944,2023-03-31,,478 Prospect Ave,4,Hartford,United States,06105,CT,magic.butterflyco@gmail.com,,Domestic,2022-11-01,Connecticut,Connecticut,True,False,False,False,False,2022-12-13 00:18:19.6133333,"{'type': 'Point', 'coordinates': [-72.71552, 41.76124]}",United States,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),,,,,,,,,,,,,,,,,,,,,,,,,,,
