name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,sub_status,reason_for_administrative,began_transacting_in_ct,business_name_in_state_country,country_formation,naics_sub_code,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,total_authorized_shares,dissolution_date,date_of_organization_meeting,category_survey_email_address,billing_unit,mailing_jurisdiction_3,office_jurisdiction_3
"THRIVE AND DREAM PSYCHOTHERAPY, LLC",LLC,Active,1280843,2022-03-31,317 WEST AVE #113197,STAMFORD,United States,06911,CT,JENNBREIGH528@YAHOO.COM,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs) (923130)",2021-11-10 00:08:26.7433333,,,,,,,,,,,,,,,,,,,,,,,,,
BACK OFFICE PROFESSIONALS LLC,LLC,Active,1280844,2022-03-31,38 COUNTRY VIEW ROAD 38 COUNTRY VIEW ROAD,DANBURY,United States,06810,CT,mmtreb@gmail.com,Domestic,2018-08-01,CT,Connecticut,True,False,False,False,False,Business Associations (813910),2021-11-10 00:08:26.7433333,,,,,,813910.0,,,,,,,,,,,,,,,,,,,
CHINA ROYALE RESTAURANT INC.,Stock,Active,1280845,2022-08-01,106 BRIDGE RD,HADDAM,United States,06438,CT,nfdservice123@gmail.com,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),2021-11-10 00:08:26.7433333,,,,,,722513.0,,,,,,,,,,,,,200.0,,,,,,
FLORES DE LA CRUZ PAINTING LLC,LLC,Active,1280846,2019-03-31,158 ALBA AVENUE,BRIDGEPORT,,06606,CT,CHRISTINAFLORES528@GMAIL.COM,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:26.7433333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
HOLGER ELOY LUCERO LLC,LLC,Active,1280847,2019-03-31,34 LINCOLN AVE APT 1 34 LINCOLN AVE APT 1,DANBURY,,06810,CT,EDAFIESCHI@GMAIL.COM,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:26.7433333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"CREEPA GANG ENTERTAINMENT, LLC",LLC,Active,1280848,2022-03-31,10 BIBBINS AVENUE,FAIRFIELD,United States,06825,CT,creepagangent@gmail.com,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures (711410)",2021-11-10 00:08:26.7433333,,,,,,711410.0,,,,,,,,,,,,,,,,,,,
KIOVIC LLP,LLP,Active,1280849,2019-08-01,56 BIG OAK LANE,STAMFORD,,06903,CT,KIOVIC.CO@GMAIL.COM,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:26.7433333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
REAL ESTATE MARKETPLACE LLC,LLC,Active,1280850,2021-03-31,29 31 ACTON ST APT 2 29 31 ACTON ST APT 2,HARTFORD,United States,06120,CT,Rossever477@gmail.com,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:08:27.3366667,Annual report past due,,,,,531390.0,,,,,,,,,,,,,,,,,,,
DRONE-CT LLC,LLC,Active,1280851,2022-03-31,9 EASTVIEW ROAD,NEW FAIRFIELD,United States,06812,CT,lee@drone-ct.com,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,Commercial Photography (541922),2021-11-10 00:08:27.3366667,,,,,,541922.0,,,,,,,,,,,,,,,,,,,
THE HEDGEHOG AND THE FOX BOOKSELLERS LLC,LLC,Active,1280852,2019-03-31,27 HILLCREST DRIVE,LAKEVILLE,,06039,CT,MAORES@MAC.COM,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.3366667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
AM PM TRUCK REPAIR LLC,LLC,Active,1280854,2019-03-31,44 DOREEN DRIVE,BRIDGEPORT,,06604,CT,AMPMTRUCKREPAIR@YAHOO.COM,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.3366667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
S.K.I.N. LLC,LLC,Active,1280856,2019-03-31,9 DANBURY RD 2ND FL,WILTON,,06897,CT,OPERATIONS@CURRANLLP.COM,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.3366667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
MARRIED TO CULTURE LLC,LLC,Active,1280857,2019-03-31,9 DANBURY RD 2ND FL,WILTON,,06897,CT,OPERATIONS@CURRANLLP.COM,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.3366667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
SHORELINE ESTATE SALES LLC,LLC,Active,1280858,2022-03-31,23 SHORE DRIVE,OLD LYME,United States,06371,CT,Cat@shorelineestatesales.com,Domestic,2018-08-01,CT,Connecticut,True,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),2021-11-10 00:08:27.3366667,,,,,,453998.0,,,,,,,,,,,,,,,,,,,
ALLIANCE REMODELING LLC,LLC,Active,1280860,2019-03-31,4 PEYOTE RD,WEST HARTFORD,United States,06117,CT,JCOOK124@GMAIL.COM,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.3366667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"DR. THERESA M. FEDERICI, LCSW, LMSW, LLC",LLC,Active,1280861,2020-03-31,91 EAST AVENUE 3RD FLOOR,NORWALK,United States,06851,CT,DRTFED@AOL.COM,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.3366667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"FRIENDS OF FENN'S FARM, INC.",Non-Stock,Active,1280869,2022-07-21,764 CHARCOAL AVENUE,MIDDLEBURY,USA,06762,CT,RAY@CTCOMBUSTION.COM,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,813312,2021-11-10 00:08:27.3366667,,,,,,,,,,,,,,,,,,,,,2021-06-30,,,,
FIRST DUE COMPANY INC,Stock,Active,1280880,2020-08-01,No information provided,,,,,,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.7900000,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,100.0,,,,,,
CRESTVIEW AEROSPACE LLC,LLC,Active,1280884,2022-03-31,5486 FAIRCHILD ROAD,CRESTVIEW,United States,32539,FL,kayla@corpcreations.com,Foreign,2018-08-01,DE,DE,False,False,False,False,False,Aircraft Engine and Engine Parts Manufacturing (336412),2021-11-10 00:08:23.7900000,,,2018-07-31,CRESTVIEW AEROSPACE LLC,United States,336412.0,"3411 SILVERSIDE ROAD TATNALL BUILDING 3104, WILMINGTON, DE, 19810, United States",3411 SILVERSIDE ROAD TATNALL BUILDING 3104,WILMINGTON,DE,19810,United States,"3411 SILVERSIDE ROAD TATNALL BUILDING #104, WILMINGTON, DE, 19810, United States",3411 SILVERSIDE ROAD TATNALL BUILDING #104,WILMINGTON,DE,19810,United States,,,,,,,
"FACILITIES OVERSIGHT, LLC",LLC,Active,1280890,2021-03-31,158 BOSTON TURNPIKE,POMFRET CENTER,United States,06259,CT,quietkorner@gmail.com,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),2021-11-10 00:08:23.7900000,Annual report past due,,,,,541611.0,,,,,,,,,,,,,,,,,,,
ROUTE 69 AUTO LLC,LLC,Active,1280989,2020-03-31,1233 WOLCOTT RD,WOLCOTT,,06716,CT,FIVESTARCARSLLC@GMAIL.COM,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.8066667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
EMPIRE CT LLC,LLC,Active,1280993,2019-03-31,270 COLUMBIA BLVD,WATERBURY,,06710,CT,EMPIREPRESERVATIONCT@GMAIL.COM,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:24.4166667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
678 NORTH PASS RD LLC,LLC,Active,1281026,2019-03-31,1574 BALDWIN ST,WATERBURY,,06706,CT,EAZYLEEFOSTER@GMAIL.COM,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:24.4466667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"MEADOWCROFT CONSTRUCTION, LLC",LLC,Active,1281038,2019-03-31,72 OLD MT. PARNASSUS RD.,EAST HADDAM,,06423,CT,MEADOWCROFTCONSTRUCTION@GMAIL.COM,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:24.4933333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
ARMY SUSTAINMENT LLC,LLC,Withdrawn,1280838,2020-03-31,300 VOYAGER WAY SUITE 300,HUNTSVILLE,United States,35806,AL,govdocs@corpcreations.com,Foreign,2018-08-01,DE,DE,False,False,False,False,False,,2021-11-10 00:05:51.5266667,,,2018-07-31,ARMY SUSTAINMENT LLC,United States,,"3411 SILVERSIDE ROAD TATNALL BUILDING #104, WILMINGTON, DE, 19810,",3411 SILVERSIDE ROAD TATNALL BUILDING #104,WILMINGTON,DE,19810,,"3411 SILVERSIDE ROAD TATNALL BUILDING #104, WILMINGTON, DE, 19810, United States",3411 SILVERSIDE ROAD TATNALL BUILDING #104,WILMINGTON,DE,19810,United States,,,,,,,
C BRADLEY HURP LLC,LLC,Dissolved,1280785,2019-03-31,1600 MATSO DRIVE,TOMS RIVER,,08753,NJ,GAURANG@HAMMOCKWORLDWIDE.COM,Domestic,2018-08-01,NJ,Connecticut,False,False,False,False,False,,2021-11-10 00:06:09.4700000,,,,,,,,,,,,,,,,,,,,2018-10-08T00:00:00.000,,,,,
"TOP NOTCH AUTOMOTIVE, LLC",LLC,Dissolved,1280717,2019-03-31,1284 THOMASTON AVE,WATERBURY,,06704,CT,RAMPERSAUD2128@AOL.COM,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:10.6266667,,,,,,,,,,,,,,,,,,,,2019-03-13T00:00:00.000,,,,,
PRIMO CONTRACTING SOLUTIONS LLP,LLP,Renunciated,1280810,2019-08-01,26 SPRUCE ST,BLOOMFIELD,,06002,CT,PATLA.STEVE@GMAIL.COM,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:25.9600000,,,,,,,,,,,,,,,,,,,,,,,,,
RL RICHARDS LLC,LLC,Dissolved,1280889,2020-03-31,48 OLD TURNPIKE RD,QUINEBAUG,United States,06262,CT,LLOYDRICHARDS25@GMAIL.COM,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:07.5733333,,,,,,,,,,,,,,,,,,,,2020-02-20T00:00:00.000,,,,,
CARDONAS LANDSCAPING & TREE LLC,LLC,Dissolved,1280853,2019-03-31,55 LAKE AVE,DANBURY,,06810,CT,JONATHAN@JESONSMULTISERVICE.COM,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:38.8133333,,,,,,,,,,,,,,,,,,,,2019-09-25T00:00:00.000,,,,,
RUNNING DOGS LLC,LLC,Dissolved,1280778,2019-03-31,41 VILLAGE LANE APT 816,WETHERSFIELD,,06109,CT,RUNNINGDOGSLLC@GMAIL.COM,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:50.9400000,,,,,,,,,,,,,,,,,,,,2020-03-09T00:00:00.000,,,,,
7 FIFTH AVE LLC,LLC,Dissolved,1280835,2020-03-31,37 2ND AVENUE,BRANFORD,United States,06405,CT,SRABINOWITZ@ACBI-INS.COM,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:48.1400000,,,,,,,,,,,,,,,,,,,,2020-08-21T00:00:00.000,,,,,
ALL STAR FOOD LLC,LLC,Dissolved,1280859,2019-03-31,76 WILLOW ROAD,EAST HAVEN,,,CT,ABEED.AHMED@YAHOO.COM,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:59.5766667,,,,,,,,,,,,,,,,,,,,2019-08-28T00:00:00.000,,,,,
PHLEX CLOTHING LLC,LLC,Dissolved,1280855,2020-03-31,138 MANSFIELD ST UNIT 3,NEW HAVEN,United States,06511,CT,M.MEMETAJ@GMAIL.COM,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:03.2000000,,,,,,,,,,,,,,,,,,,,2019-12-06T00:00:00.000,,,,,
CARPHIL LLC,LLC,Dissolved,1280756,2019-03-31,685 MAPLE AVE.,HARTFORD,,06114,CT,USACCOUNTING@YAHOO.COM,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:10.5600000,,,,,,,,,,,,,,,,,,,,2019-08-21T00:00:00.000,,,,,
TCS AEROSPACE LLC,LLC,Withdrawn,1280883,2019-03-31,324 CORDER ROAD,WARNER ROBBINS,,31088,GA,,Foreign,2018-08-01,DE,DE,False,False,False,False,False,,2021-11-10 00:05:11.9833333,,,2018-07-31,TCS AEROSPACE LLC,,,"324 CORDER ROAD, WARNER ROBBINS, GA, 31088,",324 CORDER ROAD,WARNER ROBBINS,GA,31088,,"3411 SILVERSIDE ROAD TATNALL BUILDING #104, WILMINGTON, DE, 19810,",3411 SILVERSIDE ROAD TATNALL BUILDING #104,WILMINGTON,DE,19810,,,,,,,,
RICH & RICH VENTURES LLC,LLC,Dissolved,1280784,2021-03-31,136 SCRIBNER HILL ROAD,WILTON,United States,06897,CT,sr@rrvi.co,Domestic,2018-08-01,CT,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),2021-11-10 00:05:23.9233333,,,,,,,,,,,,,,,,,,,,2020-09-25T00:00:00.000,,,,,
MASTER PAINTING LLC,LLC,Active,1280774,2019-03-31,3 ROOSEVELT ST.,NEW HAVEN,,06513,CT,,Domestic,2018-08-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:26.1800000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"OLD PARK LANE ASSOCIATION, INC.",Non-Stock,Active,1280805,2020-08-02,1 OLD PARK LANE ROAD UNIT #2,NEW MILFORD,United States,06776,CT,PSIROIS@RVNAHEALTH.ORG,Domestic,2018-08-02,CT,Connecticut,False,False,False,False,False,Nonresidential Property Managers (531312),2021-11-10 00:08:26.6666667,Annual report past due,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"HOLLIDAY PROPERTIES, LLC",LLC,Active,1280815,2019-03-31,142-25 254 STREET,ROSEDALE,,11422,NY,CORLENEHOLLIDAY@YAHOO.COM,Domestic,2018-08-02,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:08:26.7133333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"FREEMAN ADVISORY, LLC",LLC,Active,1280817,2019-03-31,5 RIVER ROAD STE 206,WILTON,,06897,CT,DPBFREEMAN@GMAIL.COM,Domestic,2018-08-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:26.7133333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
BLUE ANGEL DAYCARE LLC,LLC,Active,1280824,2022-03-31,104 ELAINE ROAD,MILFORD,United States,06460,CT,BLUEANGELDAYCARE@HOTMAIL.COM,Domestic,2018-08-02,CT,Connecticut,True,False,True,False,False,Child Day Care Services (624410),2021-11-10 00:08:26.7133333,,,,,,624410.0,,,,,,,,,,,,,,,,,,,
FRED'S LLC,LLC,Active,1280827,2019-03-31,25 MONROE STREET APT. C-9,NORWALK,,06854,CT,SONOENERGY2@GMAIL.COM,Domestic,2018-08-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:26.7133333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
NAPH PAY IT FORWARD FUND INC.,Non-Stock,Active,1280829,2019-08-02,"INTEGRATED ANESTHESIA ASSOCIATES - NAPH 100 RETREAT AVE., STE. 403",HARTFORD,,06106,CT,NAPHPAYITFORWARDFUNDILNC@GMAIL.COM,Domestic,2018-08-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:26.7133333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
SARONA ASSET MANAGEMENT USA INC.,Stock,Active,1280840,2020-08-02,K-55 VICTORIA ST. N,KITCHENER ONTARIO N2H 5B7,Canada,06120,,mleroux@saronafund.com,Foreign,2018-08-02,NY,NY,False,False,False,False,False,Investment Advice (523930),2021-11-10 00:08:26.7433333,Annual report past due,Failure to file Annual Report,2018-07-09,SARONA ASSET MANAGEMENT USA INC.,Canada,523930.0,,,,,,,,,,,,,,,,,,,
DYNAMICAUTO 2 LLC,LLC,Active,1280842,2019-03-31,1525 DIXWELL AVE,HAMDEN,,06514,CT,271SAJJAD271@GMAIL.COM,Domestic,2018-08-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:26.7433333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"CT KINGS HIGHWAY PROPERTIES, LLC",LLC,Active,1280862,2022-03-31,8 JORDAN RD,HOPKINTON,United States,01748,MA,mlessard@bassdoherty.com,Foreign,2018-08-02,MA,MA,False,False,False,False,False,Residential Property Managers (531311),2021-11-10 00:08:27.3366667,,,2018-07-30,"KINGS  HIGHWAY PROPERTIES, LLC",United States,531311.0,"8 JORDAN RD, HOPKINTON, MA, 01748,",8 JORDAN RD,HOPKINTON,MA,01748,,"8 JORDAN RD, HOPKINTON, MA, 01748, United States",8 JORDAN RD,HOPKINTON,MA,01748,United States,,,,,,,
"TICKETME TOO, INC.",Stock,Active,1280863,2022-08-02,75 GERBER ROAD EAST,SOUTH WINDSOR,United States,06074,CT,legal@ticketnetwork.com,Foreign,2018-08-02,DE,DE,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",2021-11-10 00:08:27.3366667,,,2018-07-20,"TICKETME TOO, INC.",United States,551114.0,,,,,,,,,,,,,,,,,,,
"MECHANICAL DETAIL, LLC.",LLC,Active,1280864,2019-03-31,338 S FLAT HILL RD,SOUTHBURY,,06488,CT,THE.MECHANICAL.DETAIL@GMAIL.COM,Domestic,2018-08-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.3366667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
968 NICHOLS AVE LLC,LLC,Active,1280865,2021-03-31,57 CRESTON ROAD 57 CRESTON ROAD,STRATFORD,United States,06614,CT,jdawes@homecontinue.com,Domestic,2018-08-02,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:08:27.3366667,Annual report past due,,,,,531390.0,,,,,,,,,,,,,,,,,,,
"DELCOA, LLC",LLC,Active,1280866,2020-03-31,73 MARIAN ROAD,FAIRFIELD,United States,06825,CT,LCOASSINJR@ATPALARMS.COM,Domestic,2018-08-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:27.3366667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"CSLS HOLDINGS, LLC",LLC,Active,1280867,2022-03-31,"5860 TRINITY PKWY, SUITE 120",CENTREVILLE,United States,20120,VA,Compliancemail@cscinfo.com,Foreign,2018-08-02,DE,DE,False,False,False,False,False,Custom Computer Programming Services (541511),2021-11-10 00:08:27.3366667,,,2018-08-02,"CSLS HOLDINGS, LLC",United States,541511.0,"251 LITTLE FALLS DR, WILMINGTON, DE, 19808,",251 LITTLE FALLS DR,WILMINGTON,DE,19808,,"251 LITTLE FALLS DR, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DR,WILMINGTON,DE,19808,United States,,,,,,,
WM HOME IMPROVEMENT INC,Stock,Active,1280870,2022-07-16,528 RACEBROOK ROAD,ORANGE,United States,06477,CT,EMDTAXSERVICE@YAHOO.COM,Domestic,2018-08-02,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2021-11-10 00:08:27.3366667,,,,,,238990.0,,,,,,,,,,,,,200.0,,,,,,
NORTH POND DEVELOPMENT LLC,LLC,Active,1280871,2022-03-31,14 CHESTNUT HILL RD,COLCHESTER,United States,06415,CT,pccolchester@aol.com,Domestic,2018-08-02,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:08:27.3366667,,,,,,531390.0,,,,,,,,,,,,,,,,,,,
THE PAINT MAN LLC,LLC,Active,1280872,2019-03-31,18 WICKS MANOR DRIVE,DANBURY,,06810,CT,EFILE1234@INCFILE.COM,Domestic,2018-08-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.7900000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
JCHI CLEANING LLC,LLC,Active,1280873,2022-03-31,84 TAYLOR AVE #10 #10,NORWALK,United States,06854,CT,dpeters@jchicleaning.com,Domestic,2018-08-02,CT,Connecticut,True,False,True,False,False,Other Services to Buildings and Dwellings (561790),2021-11-10 00:08:23.7900000,,,,,,561790.0,,,,,,,,,,,,,,,,,,,
"PROJECT HOOKE, LLC",LLC,Active,1280874,2019-03-31,919 NORTH MARKET STREET SUITE 950,WILMINGTON,,19801,DE,TJMAZZOLI@GMAIL.COM,Foreign,2018-08-02,DE,DE,False,False,False,False,False,,2021-11-10 00:08:23.7900000,Ready for dissolution,Failure to file Annual Report,2018-08-03,"PROJECT HOOKE, LLC",,,"919 NORTH MARKET STREET SUITE 950, WILMINGTON, DE, 19801,",919 NORTH MARKET STREET SUITE 950,WILMINGTON,DE,19801,,"919 NORTH MARKET STREET SUITE 950, WILMINGTON, DE, 19801,",919 NORTH MARKET STREET SUITE 950,WILMINGTON,DE,19801,,,,,,,,
NEW CANAAN TOY STORE LLC,LLC,Active,1280875,2022-03-31,73 BLACKMAN ROAD,RIDGEFIELD,United States,06877,CT,joe@thetoypostct.com,Domestic,2018-08-02,CT,Connecticut,False,False,False,False,False,"Hobby, Toy, and Game Stores (451120)",2021-11-10 00:08:23.7900000,,,,,,451120.0,,,,,,,,,,,,,,,,,,,
"CDN PROPERTIES, LLC",LLC,Active,1280876,2021-03-31,2 STRATTON PLACE,DANBRY,United States,06810,CT,fc.homes101@gmail.com,Domestic,2018-08-02,CT,Connecticut,False,False,False,False,False,All Other Consumer Goods Rental (532289),2021-11-10 00:08:23.7900000,Annual report past due,,,,,,,,,,,,,,,,,,,,,,,,
THE ELITE CHAUFFEURS INC.,Stock,Active,1280877,2020-08-02,No information provided,,,,,LINZER4@GMAIL.COM,Domestic,2018-08-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.7900000,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,200.0,,,,,,
"NEUROTHERAPEUTIX, LLC",LLC,Active,1280878,2022-03-31,5 RIVIERA DR.,HOPEWELL JUNCTION,United States,12533,NY,mmorenoortega@icloud.com,Domestic,2018-08-02,NY,Connecticut,True,False,False,False,False,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) (541715)",2021-11-10 00:08:23.7900000,,,,,,541715.0,,,,,,,,,,,,,,,,,,,
THREE OLD ROUND HILL LANE LLC,LLC,Active,1280881,2019-03-31,3 OLD ROUND HILL LANE,GREENWICH,,06831,CT,BRENT@KSTREETCAP.COM,Domestic,2018-08-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.7900000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
"42 DEAN PLACE, LLC",LLC,Active,1280882,2022-03-31,15 DANIEL COURT,WESTPORT,United States,06880,CT,WMattera@MatteraConstruction.com,Domestic,2018-08-02,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:08:23.7900000,,,,,,531110.0,,,,,,,,,,,,,,,,,,,
37 BYRAM SHORE ROAD LLC,LLC,Active,1280887,2019-03-31,39 SASCO CREEK ROAD,WESTPORT,,06880,CT,SALLY@THEHOIZINGERS.COM,Domestic,2018-08-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.7900000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
ASH CREEK CAPITAL MANAGEMENT LLC,LLC,Active,1280888,2022-03-31,17 ROCKLEDGE DRIVE,MADISON,United States,06443,CT,matt@ashcreekcapital.com,Domestic,2018-08-02,CT,Connecticut,True,False,False,False,False,Miscellaneous Financial Investment Activities (523999),2021-11-10 00:08:23.7900000,,,,,,523999.0,,,,,,,,,,,,,,,,,,,
BATH NINJAS LLC,LLC,Active,1280891,2019-03-31,"76 LIBERTY STREET, SUITE 305",SOUTHINGTON,,06489,CT,RMSFUND@OPTONLINE.NET,Domestic,2018-08-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.7900000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
PIP & JAM LLC,LLC,Active,1280892,2020-03-31,9 TANTUMMAHEAG RD.,OLD LYME,,06371,CT,BRYAN@DIGITALUNBOUND.COM,Domestic,2018-08-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.7900000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
SUKAMII LLC,LLC,Active,1280893,2019-03-31,132 EDGEMERE AVENUE,WEST HARTFORD,,06110,CT,SUKAMII66@GMAIL.COM,Domestic,2018-08-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:24.4000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
MARTZEIT LLC,LLC,Active,1280894,2019-03-31,38 ORE HILL RD.,LAKEVILLE,,06039,CT,MIIKKYYM@YAHOO.COM,Domestic,2018-08-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:24.4000000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,,,
DENALIPOD LLC,LLC,Dissolved,1280895,2022-03-31,"13 ARCADIA ROAD, SUITE 4A",OLD GREENWICH,United States,06870,CT,robertdbirnbaum@gmail.com,Domestic,2018-08-02,CT,Connecticut,False,False,False,False,False,Ice Cream and Frozen Dessert Manufacturing (311520),2021-11-10 00:08:24.4000000,,,,,,311520.0,,,,,,,,,,,,,,2021-05-10T00:00:00.000,,,,,
