name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,billing_unit,billingcountry,business_email_address,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,naics_code,naics_sub_code,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,category_survey_email_address,date_of_organization_meeting
PRO HOUSE PAINTERS LLC,LLC,Active,Ready for dissolution,1275071,2019-03-31,"175 CAPITAL BLVD, SUITE 402",ROCKY HILL,06067,CT,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.8566667,,,PROHOUSEPAINTERS@HOTMAIL.COM,,,,,,,,,,,,,,,,,,,,,
KRAMER'S RECYCLING ENERGY RECOVERY AND EXPORT LLC,LLC,Active,Ready for dissolution,1275072,2019-03-31,4 WHITE BIRCH COURT,NORWALK,06854,CT,Foreign,2018-06-01,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.8566667,,,WAYNENLEBLANC53@GMAIL.COM,,2018-06-01,KRAMER'S RECYCLING ENERGY RECOVERY AND EXPORT LLC,,"16192 COASTAL HIGHWAY, LEWES, DE, 06854,",16192 COASTAL HIGHWAY,LEWES,DE,06854,,,,,,,,,,,,
BIJOUX NEW LONDON LLC,LLC,Active,Ready for dissolution,1275073,2019-03-31,1742 ROUTE 12,GALES FERRY,06335,CT,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.8566667,,,BIJOUXNEWLONDON@OUTLOOK.COM,,,,,,,,,,,,,,,,,,,,,
LANCASTER 53 LLC,LLC,Active,,1275074,2022-03-31,"53 LANCASTER DRIVE, UNIT 5",BEACON FALLS,06403,CT,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:24.8566667,,United States,jtpbiz@jtpconstruction.com,,,,,,,,,,,Residential Property Managers (531311),531311.0,,,,,,,,,
"CONNECTICUT HOUSE AND HOME, LLC",LLC,Active,,1275076,2022-03-31,4 LAKEVIEW AVE,LAKEVILLE,06039,CT,Domestic,2018-06-01,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:24.8566667,,United States,lenoremorrow@yahoo.com,,,,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,
"CW TR=R, PLLC",LLC,Active,,1275077,2022-03-31,TRAIN 2 XCEL 901 ETHAN ALLEN HIGHWAY #305,RIDGEFIELD,06877,CT,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:24.8566667,,United States,jim@ftre.com,,,,,,,,,,,"Offices of Physical, Occupational and Speech Therapists, and Audiologists (621340)",621340.0,,,,,,,,,
VOSBURGH & CO. LLC,LLC,Active,Ready for dissolution,1275078,2019-03-31,103 PUTNAM ST,BRISTOL,06010,CT,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.8566667,,,VOSBURGHANDCO@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,
FEDERICO SAPON SERVICES LLC,LLC,Active,Ready for dissolution,1275079,2019-03-31,212 PEARL ST,BRIDGEPORT,06608,CT,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.8566667,,,LISSETTE_TRRS@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,
FERNANDO CASTILLO LLC,LLC,Active,Ready for dissolution,1275080,2020-03-31,444 BEDFORD ST 9B,STAMFORD,06902,CT,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.8566667,,United States,F.CASTILLOHVAC@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,
TORRES MCDEVITT FAMILY COLLECTION LLC,LLC,Active,,1275081,2022-03-31,11 STURGES COMMON,WESTPORT,06880,CT,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:24.8566667,,United States,torres.peralta@gmail.com,,,,,,,,,,,Art Dealers (453920),453920.0,,,,,,,,,
MUFFINS N' MORE INC,B Corp,Active,,1275082,,No information provided,,,,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:24.8566667,,,TFATTER@GMAIL.COM,100.0,,,,,,,,,,,,,,,,,,,,
BRANFORD C & D REAL ESTATE HOLDINGS LLC,LLC,Active,,1275083,2022-03-31,50 INDUSTRIAL ROAD,BRANFORD,06405,CT,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:24.8566667,,United States,john@teplitzky.com,,,,,,,,,,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,
PEAK VOLLEYBALL LLC,LLC,Dissolved,,1275084,2020-03-31,169 GOODWIN STREET,BRISTOL,06010,CT,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:24.8566667,,United States,ADMIN@CTPEAKVOLLEYBALL.COM,,,,,,,,,,,,,,,,,,,2020-12-30T00:00:00.000,,
"BRIGHT GIGGLES LEARNING CENTER, LLC",LLC,Active,,1275090,2022-03-31,2010 EAST MAIN ST,BRIDGEPORT,06610,CT,Domestic,2018-06-01,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:24.8866667,,United States,BGLCENTER2018@GMAIL.COM,,,,,,,,,,,Child Day Care Services (624410),,,,,,,,,,
GRYPHON ACCOUNTING LLC,LLC,Active,Ready for dissolution,1275094,2020-03-31,130 VICTORY ST.,BRIDGEPORT,06606,CT,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.8866667,,United States,DLAZ@GRYPHONACCT.COM,,,,,,,,,,,,,,,,,,,,,
PATRICK MELE SHOP LLC,LLC,Active,Ready for dissolution,1275097,2019-03-31,60 WILLIAMS ST,GREENWICH,06830,CT,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.8866667,,,,,,,,,,,,,,,,,,,,,,,,
"CLARISSA WHITE, LLC",LLC,Active,,1275102,2022-03-31,33 LUFKIN LANE,BRISTOL,06010,CT,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:24.8866667,,United States,gbatton@padgettfarmingtonct.com,,,,,,,,,,,Offices of Real Estate Agents and Brokers (531210),531210.0,,,,,,,,,
"HAPPY FEET PET SITTING SERVICES, LLC",LLC,Active,Ready for dissolution,1275114,2019-03-31,1455R FORBES STREET,EAST HARTFORD,06118,CT,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:25.5266667,,,HAPPYFEETPSS@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,
COOK STRONG LLC,LLC,Active,,1275162,2022-03-31,16 VINLEN DRIVE,WINDSOR,06095,CT,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:25.5900000,,United States,cookstrongllc@outlook.com,,,,,,,,,,,Mobile Food Services (722330),722330.0,,,,,,,,,
POWERED ENTERPRISES LLC,LLC,Active,,1275166,2022-03-31,655 MADISON AVE,NEW YORK,10065,NY,Domestic,2018-06-01,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:10:25.5900000,,United States,cleschack@cl-law.com,,,,,,,,,,,Offices of Other Holding Companies (551112),551112.0,,,,,,,,,
"SHEKINAH THE PEACE OF GOD, L.L.C.",LLC,Dissolved,,1275202,2020-03-31,192 SOUTH COLONY STREET,MERIDEN,06705,CT,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.1533333,,United States,BENDICION77@COMCAST.NET,,,,,,,,,,,,,,,,,,,2021-02-13T00:00:00.000,,
"FLAVORS OF NAWAB, LLC",LLC,Active,,1275203,2022-03-31,27 WINDERMERE VILLAGE RD,ELLINGTON,06029,CT,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:26.1533333,,United States,fayazuddinm@gmail.com,,,,,,,,,,,Full-Service Restaurants (722511),722511.0,,,,,,,,,
"TANDEM TRAILS CONDOMINIUM ASSOCIATION, INC.",Non-Stock,Active,Ready for dissolution,1275205,2019-06-01,144 B GRASSY PLAIN STREET,BETHEL,06801,CT,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:26.1533333,,,fastbackgt1968@gmail.com,,,,,,,,,,,,,,,,,,,,,
"AQR LONG-SHORT EQUITY FUND II, LIMITED PARTNERSHIP",Limited Partnership,Cancelled,,1275231,2022-06-01,"C/O AQR CAPITAL MANAGEMENT, LLC TWO GREENWICH PLAZA",GREENWICH,06830,CT,Foreign,2018-06-01,DE,DE,False,False,False,False,False,,2021-11-10 00:10:23.4800000,,United States,complianceteam@cogencyglobal.com,,2018-05-31,AQR LONG-SHORT EQUITY FUND II L.P.,United States,,,,,,,Open-End Investment Funds (525910),525910.0,"850 NEW BURTON ROAD, SUITE 201, DOVER, DE, 19904, United States","850 NEW BURTON ROAD, SUITE 201",DOVER,DE,19904,United States,,,
"FRESH START PALLET PRODUCTS, INC.",Non-Stock,Active,Annual report past due,1275273,2021-10-26,28 SARGEANT ST,HARTFORD,06105,CT,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:23.5600000,,United States,TREASURER@FRESHSTARTPALLETPRODUCTS.ORG,,,,,,,,,,,All Other Miscellaneous Wood Product Manufacturing (321999),321999.0,,,,,,,,,
76 SHORE LLC,LLC,Dissolved,,1274949,2020-03-31,338 SOUND BEACH AVENUE,OLD GREENWICH,06870,CT,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:59.5933333,,United States,WILLIAMFORTUNEBUTZ@GMAIL.COM,,,,,,,,,,,,,,,,,,,2019-08-16T00:00:00.000,,
WILTON WARRIOR HUB LLC,LLC,Dissolved,,1275010,2020-03-31,49 SADDLE RIDGE RD,WILTON,06897,CT,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:19.7366667,,United States,WILTONWARRIORHUB@GMAIL.COM,,,,,,,,,,,,,,,,,,,2019-06-24T00:00:00.000,,
BROOKFIELD MANAGEMENT LLC,LLC,Dissolved,,1275068,2020-03-31,12 SCOUT TRAIL,DARIEN,06820,CT,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:14.8700000,,,PATROSZA@YAHOO.COM,,,,,,,,,,,,,,,,,,,2020-03-02T00:00:00.000,,
CONCEPT CABINETRY INC,Stock,Dissolved,,1275023,,No information provided,,,,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:17.7166667,,,PABLO@INCOMETAXPLUS.NET,1.0,,,,,,,,,,,,,,,,,,2019-08-07T00:00:00.000,,
VALLADARES HEDRALY LLC,LLC,Dissolved,,1274885,2021-03-31,505 WESTPORT AVENUE,NORWALK,06851,CT,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:24.3433333,,United States,RMONROY@ROHUER.COM,,,,,,,,,,,Painting and Wall Covering Contractors (238320),,,,,,,,2020-10-29T00:00:00.000,,
CAROLINE DEL PERCIO LANDSCAPE DESIGN LLC,LLC,Dissolved,,1275034,2019-03-31,132 KIMBERLY PLACE,NEW CANAAN,06840,CT,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:41.4833333,,,CAROLINE.DELPERCIO@GMAIL.COM,,,,,,,,,,,,,,,,,,,2019-02-27T00:00:00.000,,
MAMAN HOPE MARKET LLC,LLC,Dissolved,,1274927,2019-03-31,"832 NORTH MAIN STREET, REAR",WATERBURY,06704,CT,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:30.5300000,,,DDEYITERANDE@YAHOO.COM,,,,,,,,,,,,,,,,,,,2018-11-13T00:00:00.000,,
"OLD OAK PRIMARY CARE, P.C.",Stock,Dissolved,,1275048,2020-06-01,250 MAIN ST SOUTH UNIT G,SOUTHBURY,06488,CT,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:06.5133333,,United States,DOCTORFORT@GMAIL.COM,1000.0,,,,,,,,,,,,,,,,,,2020-06-01T00:00:00.000,,
MARTA VASQUEZ LLC,LLC,Dissolved,,1275007,2019-03-31,34 POWELL PL,STAMFORD,06902,CT,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:01.4033333,,,ANTHONY@DURANGOAGENCY.COM,,,,,,,,,,,,,,,,,,,2019-08-01T00:00:00.000,,
"NEW LUXX NAIL & SPA, INC.",Stock,Dissolved,,1275027,2020-06-01,No information provided,,,,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:23.8766667,,,YOOCPAOK@GMAIL.COM,200.0,,,,,,,,,,,,,,,,,,2020-02-18T00:00:00.000,,
THE EMILIANO LLC,LLC,Dissolved,,1275119,2019-03-31,161 PAWCATUCK AVE,PAWCATUCK,06379,CT,Domestic,2018-06-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:39.6933333,,,ARMANDOCAMPOS75@HOTMAIL.COM,,,,,,,,,,,,,,,,,,,2020-06-30T00:00:00.000,,
"LMICS,LLC",LLC,Withdrawn,,1274828,2019-03-31,500 EAST MOREHEAD SUITE 300,CHARLOTTE,28202,NC,Foreign,2018-06-01,DE,DE,False,False,False,False,False,,2021-11-10 00:03:28.1000000,,,TERRI.SHIPLEY@LIVELMC.COM,,2018-06-01,"LMICS,LLC",,"500 EAST MOREHEAD SUITE 300, CHARLOTTE, NC, 28202,",500 EAST MOREHEAD SUITE 300,CHARLOTTE,NC,28202,,,,"500 EAST MOREHEAD SUITE 300, CHARLOTTE, NC, 28202,",500 EAST MOREHEAD SUITE 300,CHARLOTTE,NC,28202,,,,
"LINDA YALEN, LLC",LLC,Active,,1275086,2022-03-31,188 CHARLES LANE,HEBRON,06248,CT,Domestic,2018-06-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:24.8866667,,United States,cayennelinn@gmail.com,,,,,,,,,,,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",561110.0,,,,,,,,,
SOTO HOME IMPROVEMENT LLC,LLC,Active,Ready for dissolution,1275087,2019-03-31,266 CHERRY ST BSMT,NAUGATUCK,06705,CT,Domestic,2018-06-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.8866667,,,ANTHONY@DURANGOAGENCY.COM,,,,,,,,,,,,,,,,,,,,,
DIO CONSTRUCTION LLC,LLC,Active,Ready for dissolution,1275092,2019-03-31,45 SHERIDAN ST,DANBURY,06810,CT,Domestic,2018-06-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.8866667,,,GENERALHELPCT@AOL.COM,,,,,,,,,,,,,,,,,,,,,
CLAUDIA CORREA CLEANING LLC,LLC,Active,Ready for dissolution,1275095,2019-03-31,38 VERNON ST,NEW HAVEN,06519,CT,Domestic,2018-06-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.8866667,,,LISSETTE_TRRS@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,
HUBBARD PRECISION ENGINEERING LLC,LLC,Active,Ready for dissolution,1275099,2020-03-31,24 HICKORY ST,TERRYVILLE,06786,CT,Domestic,2018-06-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.8866667,,United States,HUBBARDPRECISION@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,
815 RUTH ST LLC,LLC,Active,Annual report past due,1275100,2021-03-31,51 CORAL DR,TRUMBULL,06611,CT,Domestic,2018-06-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:24.8866667,,United States,grzegorzrdzak@gmail.com,,,,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),,,,,,,,,,
"REALTY ANSWERS, LLC",LLC,Active,Ready for dissolution,1275101,2019-03-31,65 HIGH RIDGE ROAD #384,STAMFORD,06905,CT,Domestic,2018-06-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.8866667,,,REALTYANSWERSINC@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,
VML CLEANING SERVICES LLC,LLC,Active,,1275103,2022-03-31,"83 BEAVER BROOK ROAD, APT 2",DANBURY,06810,CT,Domestic,2018-06-02,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:24.8866667,,United States,daniel@epicct.com,,,,,,,,,,,All Other Personal Services (812990),,,,,,,,,,
"BARISTA'S ESPRESSO CAFE, LLC",LLC,Withdrawn,,1275089,2019-03-31,30 TIVOLI GARDEN,TIVOLI,12583,NY,Foreign,2018-06-02,NY,NY,False,False,False,False,False,,2021-11-10 00:06:04.8900000,,,PSCHNEIDER1@HVC.RR.COM,,2018-03-05,"BARISTA'S ESPRESSO CAFE, LLC",,"30 TIVOLI GARDEN, TIVOLI, NY, 12583,",30 TIVOLI GARDEN,TIVOLI,NY,12583,,,,"30 TIVOLI GARDEN, TIVOLI, NY, 12583,",30 TIVOLI GARDEN,TIVOLI,NY,12583,,,,
CHIPPINGMO LLC,LLC,Dissolved,,1275096,2019-03-31,19 BOXWOOD DRIVE 19 BOXWOOD DRIVE,VERNON,06066,CT,Domestic,2018-06-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:11.2500000,,,CHIPPINGMO1943@GMAIL.COM,,,,,,,,,,,,,,,,,,,2018-06-27T00:00:00.000,,
MALEX GROUPS LLC,LLC,Active,,1274936,2022-03-31,725 HART ST,BRIDGEPORT,06606,CT,Domestic,2018-06-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:23.5100000,,United States,malenge2@hotmail.com,,,,,,,,,,,Residential Remodelers (236118),236118.0,,,,,,,,,
NTW BEHAVIORAL HEALTH SERVICES LLC,LLC,Active,,1274950,2022-03-31,50 JACKSON RD,BLOOMFIELD,06002,CT,Domestic,2018-06-04,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:23.5600000,,United States,rosepearl2003@yahoo.com,,,,,,,,,,,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,,,,,,,,,
DRIVEN BY AMBITION LLC,LLC,Active,Ready for dissolution,1274961,2020-03-31,635 NEW PARK AVE BUILDING 2G,WEST HARTFORD,06110,CT,Domestic,2018-06-04,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:23.5600000,,United States,DRIVENBYAMBITION18@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,
18 BAYSIDE TERRACE LLC,LLC,Active,Ready for dissolution,1274962,2019-03-31,18 BAYSIDE TERRACE,RIVERSIDE,06878,CT,Domestic,2018-06-04,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:23.5600000,,,RICHARDROBARTS@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,
GUNTHER PROPERTIES LLC,LLC,Active,Ready for dissolution,1274966,2020-03-31,9 CHARLES SMITH WAY BOX 729,STORRS,06268,CT,Domestic,2018-06-04,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:23.5900000,,United States,NOAHBURK@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,
TAYLOR ANTHONY HOLDINGS LLC,LLC,Active,Ready for dissolution,1274976,2019-03-31,50 ADMIRAL DR.,MONROE,06468,CT,Domestic,2018-06-04,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:23.5900000,,,,,,,,,,,,,,,,,,,,,,,,
BIRCHWATER PROPERTY MANAGEMENT LLC,LLC,Active,,1274977,2022-03-31,38 PRATT ST.,WINSTED,06098,CT,Domestic,2018-06-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:23.5900000,,United States,jreich@impetusproperties.com,,,,,,,,,,,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,
"L.I.F.T. FOUNDATION, INC.",Non-Stock,Active,First report past due,1274979,2020-06-04,No information provided,,,,Domestic,2018-06-04,CT,Connecticut,False,False,False,False,False,Failure to file First Report,2021-11-10 00:10:23.5900000,,,,,,,,,,,,,,,,,,,,,,,,
"GLOBAL-FREESTONE, LLC",LLC,Active,,1274980,2022-03-31,244 MIDDLETOWN AVENUE,EAST HAMPTON,06424,CT,Domestic,2018-06-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:23.5900000,,United States,ashley@randci.com,,,,,,,,,,,Lessors of Miniwarehouses and Self-Storage Units (531130),531130.0,,,,,,,,,
"36 PEARL STREET-CORNISH, LLC",LLC,Active,Ready for dissolution,1274984,2019-03-31,44 MOTT AVENUE,NEW LONDON,06320,CT,Domestic,2018-06-04,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.0900000,,,WILLIAMCORNISH@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,
STAMFORD FUEL ASSOCIATES INC.,Stock,Active,First report past due,1275002,2020-06-04,No information provided,,,,Domestic,2018-06-04,CT,Connecticut,False,False,False,False,False,Failure to file First Report,2021-11-10 00:10:24.0900000,,,,200.0,,,,,,,,,,,,,,,,,,,,
"HAIR BY CHLOE ABRAMS, LLC",LLC,Active,Ready for dissolution,1275004,2019-03-31,53 WEST MAIN STREET,PLAINVILLE,06062,CT,Domestic,2018-06-04,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.1200000,,,,,,,,,,,,,,,,,,,,,,,,
ICOTEC MEDICAL INC.,Stock,Active,,1275009,2022-06-04,222 Pitkin Street,East Hartford,06108,CT,Foreign,2018-06-04,DE,DE,False,False,False,False,False,,2021-11-10 00:10:24.1366667,Suite 126,United States,suzanne.wuersch@wg-law.com,,2018-06-04,ICOTEC MEDICAL INC.,United States,,,,,,,Surgical Appliance and Supplies Manufacturing (339113),339113.0,,,,,,,,suzanne.wuersch@wg-law.com,
"GRACE'S WIN, LLC",LLC,Active,,1275017,2022-03-31,231 INGHAM HILL ROAD,OLD SAYBROOK,06475,CT,Domestic,2018-06-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:24.1366667,,United States,jhipsher@mjbusinc.com,,,,,,,,,,,Lessors of Other Real Estate Property (531190),531190.0,,,,,,,,,
MAPLE NORTH INVESTMENTS LLC,LLC,Active,Ready for dissolution,1275020,2020-03-31,25 MAPLE AVENUE NORTH,WESTPORT,06880,CT,Domestic,2018-06-04,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.1366667,,United States,BWORNOW@AOL.COM,,,,,,,,,,,,,,,,,,,,,
STONE SOLUTIONS LLC,LLC,Dissolved,,1275029,2022-03-31,14 WESTWARD ROAD,WOODBRIDGE,06525,CT,Domestic,2018-06-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:24.1666667,,United States,brie@connecticutstone.com,,,,,,,,,,,Cut Stone and Stone Product Manufacturing (327991),327991.0,,,,,,,2021-11-05T00:00:00.000,,
"LAW OFFICES OF WILLIAM P. LALOR, ESQ.,  PLLC",LLC,Active,Ready for dissolution,1275045,2020-03-31,40 MOLLBROOK DRIVE,WILTON,06897,CT,Domestic,2018-06-04,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.1666667,,United States,wlalor@lalorattorneys.com,,,,,,,,,,,,,,,,,,,,,
FIVE PONDS PRESS BOOKS INC.,Stock,Active,,1275058,2022-06-04,360 BLOOMFIELD AVENUE #301,WINDSOR,06905,CT,Domestic,2018-06-04,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:24.8100000,,United States,dpitkoff@jasonmaxwellltd.com,200.0,,,,,,,,,,Book Publishers (511130),511130.0,,,,,,,,,
SHIFT HEALTH SOLUTIONS LLC,LLC,Active,Ready for dissolution,1275062,2019-03-31,55 N.E. 5TH AVENUE SUITE 502,BOCA RATON,33432,FL,Foreign,2018-06-04,FL,FL,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.8100000,,,LICENSING@HEALTHICO.COM,,2018-07-01,SHIFT HEALTH SOLUTIONS LLC,,"55 N.E. 5TH AVENUE SUITE 502, BOCA RATON, FL, 33432,",55 N.E. 5TH AVENUE SUITE 502,BOCA RATON,FL,33432,,,,"2875 NE 191 STREET SUITE 500, AVENTURA, FL, 33180,",2875 NE 191 STREET SUITE 500,AVENTURA,FL,33180,,,,
"GLOBAL ENERGY SERVICES, INC.",Stock,Active,Ready for dissolution,1275088,2019-06-04,26 WRIGHT AVENUE,MERRIMACK,03054,NH,Foreign,2018-06-04,NH,NH,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.8866667,,,,,2018-05-18,"GLOBAL ENERGY SERVICES, INC.",,,,,,,,,,,,,,,,,,
"PMI NUTRITION INTERNATIONAL, LLC",LLC,Active,,1275091,2022-03-31,4001 LEXINGTON AVENUE NORTH,ARDEN HILLS,55126,MN,Foreign,2018-06-04,DE,DE,False,False,False,False,False,,2021-11-10 00:10:24.8866667,,United States,CLS-CTARMSEvidence@wolterskluwer.com,,2018-05-01,"PMI NUTRITION INTERNATIONAL, LLC",United States,NONE,NONE,,,,,Other Animal Food Manufacturing (311119),311119.0,NONE,NONE,,,,,,,
RAILROAD MAINTENANCE SERVICES LLC,LLC,Active,,1275104,2022-03-31,13901 SUTTON PARK DRIVE SOUTH SUITE 345C,JACKSONVILLE,32224,FL,Foreign,2018-06-04,DE,DE,False,False,False,False,False,,2021-11-10 00:10:24.8866667,,United States,taxdeptroc@gwrr.com,,2018-06-01,RAILROAD MAINTENANCE SERVICES LLC,United States,"13901 SUTTON PARK DRIVE SOUTH SUITE 345C, JACKSONVILLE, FL, 32224, United States",13901 SUTTON PARK DRIVE SOUTH SUITE 345C,JACKSONVILLE,FL,32224,United States,Support Activities for Rail Transportation (488210),488210.0,"13901 SUTTON PARK DRIVE SOUTH SUITE 345C, JACKSONVILLE, FL, 32224, United States",13901 SUTTON PARK DRIVE SOUTH SUITE 345C,JACKSONVILLE,FL,32224,United States,,,
TEGGIANO PROPERTIES LLC,LLC,Active,,1275106,2022-03-31,107 COBBLESTONE DRIVE,PLANTSVILLE,06479,CT,Domestic,2018-06-04,CT,Connecticut,False,True,True,False,False,,2021-11-10 00:10:24.9166667,,United States,alexr785@hotmail.com,,,,,,,,,,,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,
CMF HOLDINGS INC.,Stock,Active,Ready for dissolution,1275107,2019-06-04,"105 RICHARDS AVENUE, UNIT 1306",NORWALK,06854,CT,Domestic,2018-06-04,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.9166667,,,cathleen.fagan@gmail.com,20000.0,,,,,,,,,,,,,,,,,,,,
