name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,billingcountry,business_email_address,naics_code,naics_sub_code,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,category_survey_email_address,billing_unit,office_jurisdiction_3,date_of_organization_meeting
"WOLF POND RUN ONE A, LLC",LLC,Active,Ready for dissolution,1265384,2019-03-31,18 PLUMTREES ROAD,DANBURY,06810,CT,Domestic,2018-03-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.7933333,,JBUNBLASKY@COMCAST.NET,,,,,,,,,,,,,,,,,,,,,,,
BRAVO H SERVICE LLC,LLC,Active,Ready for dissolution,1265387,2019-03-31,7 BURDICK ST APT 3B,STAMFORD,06907,CT,Domestic,2018-03-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.7933333,,LISSETTE_TRRS@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,,,
GN CONSULTING LLC,LLC,Active,,1265388,2022-03-31,800 VILLAGE WALK,GUILFORD,06437,CT,Domestic,2018-03-01,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:24.7933333,United States,business@carriebrown.com,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,,
"TARIFFVILLE, LLC",LLC,Active,,1265389,2022-03-31,121 HORSESHOE ROAD,MILL NECK,11765,NY,Domestic,2018-03-01,NY,Connecticut,False,False,False,False,False,,2021-11-10 00:10:24.7933333,United States,liss@whitegatepartners.com,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,,,,,,,,,
"ITHACA PARTNERS, LLC",LLC,Active,,1265390,2022-03-31,90 ALTON ROAD APT 1109,MIAMI BEACH,33139,FL,Domestic,2018-03-01,FL,Connecticut,False,False,False,False,False,,2021-11-10 00:10:24.7933333,United States,lmarks@jmattys.com,Miscellaneous Financial Investment Activities (523999),523999.0,,,,,,,,,,,,,,,,,,,,,
"BROWNSTONE PAINTING & RENOVATIONS, LLC",LLC,Active,Ready for dissolution,1265392,2019-03-31,71 BRISTOL ST,NEW HAVEN,06511,CT,Domestic,2018-03-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.7933333,,BROWNSTONEPAINTING@HOTMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
FIGHTERS TEA LLC,LLC,Active,Ready for dissolution,1265393,2020-03-31,24 JO MAR DR,SANDY HOOK,06482,CT,Domestic,2018-03-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.7933333,United States,INFO@FIGHTERSTEA.COM,,,,,,,,,,,,,,,,,,,,,,,
OPINIONROUTE LLC,LLC,Active,,1265394,2022-03-31,"1500 WEST 3RD STREET, STE 120",CLEVELAND,44113,OH,Foreign,2018-03-01,OH,OH,False,False,False,False,False,,2021-11-10 00:10:24.7933333,United States,akoepke@opinionroute.com,Marketing Research and Public Opinion Polling (541910),541910.0,,2018-03-19,OPINIONROUTE LLC,United States,"1500 WEST 3RD STREET, STE 120, CLEVELAND, OH, 44113, United States","1500 WEST 3RD STREET, STE 120",CLEVELAND,OH,44113,United States,"1500 WEST 3RD STREET, STE 120, CLEVELAND, OH, 44113, United States","1500 WEST 3RD STREET, STE 120",CLEVELAND,OH,44113,United States,,,,,
GOLD CLEANING LLC,LLC,Active,Ready for dissolution,1265395,2019-03-31,43 ACRE DRIVE 43 ACRE DRIVE,DANBURY,06811,CT,Domestic,2018-03-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.7933333,,HANLETDURAN@HOTMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
THE SECRET INGREDIENT GIRLS LLC,LLC,Dissolved,,1265396,2019-03-31,154 WHITE OAK SHADE RD,NEW CANAAN,06840,CT,Domestic,2018-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:24.7933333,,ALINA@ALINALAWRENCE.COM,,,,,,,,,,,,,,,,,,,2020-12-31T00:00:00.000,,,,
"STEPHENS TRUCKING, LLC",LLC,Active,,1265397,2022-03-31,2842 MAIN ST #132,GLASTONBURY,06033,CT,Domestic,2018-03-01,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:24.7933333,United States,robert.stephen63@gmail.com,Site Preparation Contractors (238910),238910.0,,,,,,,,,,,,,,,,,,,,,
REALIST VENTURES LLC,LLC,Active,,1265403,2022-03-31,16 FAIRWAY DRIVE,STAMFORD,06903,CT,Domestic,2018-03-01,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:10:24.8400000,United States,Marie@realistventures.com,Business Associations (813910),813910.0,,,,,,,,,,,,,,,,,,,,,
CSW-JAMN LLC,LLC,Active,,1265927,2022-03-31,"650 CHASE PKWY., STE. #3",WATERBURY,06708,CT,Domestic,2018-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.7433333,United States,drcheryldds@gmail.com,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,,,,,,,,,
"STUDENTS ACHIEVING SUCCESS, INC.",Non-Stock,Active,Ready for dissolution,1266644,2019-03-01,3 FAWN BROOK,WEST HARTFORD,06117,CT,Domestic,2018-03-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9933333,,lawr888@comcast.et,,,,,,,,,,,,,,,,,,,,,,,
EXACT RENOVATIONS LLC,LLC,Active,Ready for dissolution,1267614,2020-03-31,59 INDIAN TRAIL,WATERBURY,06705,CT,Domestic,2018-03-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:20.9766667,United States,MERKEL_69@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,,,
"SHERWOOD DESIGN ENGINEERS, LTD.",Stock,Active,,1267619,2022-03-01,2548 MISSION STREET,SAN FRANCISCO,94110,CA,Foreign,2018-03-01,CA,CA,False,False,False,False,False,,2021-11-10 00:08:20.9766667,United States,PROF_LICENSES@SHERWOODENGINEERS.COM,Engineering Services (541330),541330.0,,2018-03-01,"SHERWOOD DESIGN ENGINEERS, LTD.",United States,,,,,,,,,,,,,,,,,
"EAGLEMOON RAES, LLC",LLC,Active,,1267651,2022-03-31,12 B MAIN STREET,HEBRON,06248,CT,Domestic,2018-03-01,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:21.6333333,United States,eaglemoon.raes@icloud.com,Professional Organizations (813920),,,,,,,,,,,,,,,,,,,,,,
ALT MINER LLC,LLC,Active,,1267652,2022-03-31,718 RTE 32,NORTH FRANKLIN,06254,CT,Domestic,2018-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.6333333,United States,t.miner33@protonmail.com,Hay Farming (111940),,,,,,,,,,,,,,,,,,,t.miner33@protonmail.com,,,
"TRANSPORTATION EMPLOYMENT MENTORS, LLC",LLC,Active,Ready for dissolution,1267653,2019-03-31,72 PLEASANT STREET,WINDSOR,06095,CT,Domestic,2018-03-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.6333333,,,,,,,,,,,,,,,,,,,,,,,,,
"RICK BARRY BASKETBALL SCHOOL, LLC",LLC,Active,Ready for dissolution,1267654,2019-03-31,21 CAPTAINS WATCH,SHELTON,06484,CT,Domestic,2018-03-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.6333333,,,,,,,,,,,,,,,,,,,,,,,,,
DIMASS CONSTRUCTION LLC,LLC,Active,Ready for dissolution,1267656,2019-03-31,260 W BROAD ST  260 W BROAD ST,STAMFORD,06902,CT,Domestic,2018-03-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:21.6333333,United States,AE.TAXSERVICES@HOTMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
T. PALMER SEPTIC LLC,LLC,Active,,1267657,2022-03-31,11 DONNA DRIVE,NEW FAIRFIELD,06812,CT,Domestic,2018-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.6333333,United States,TGHAYS@ATT.NET,Septic Tank and Related Services (562991),562991.0,,,,,,,,,,,,,,,,,,,,,
"ST. VINCENT DE PAUL SOCIETY, ST. MM CHURCH",Religious,Active,,1267659,,No information provided,,,,Domestic,2018-03-01,,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.6333333,,,,,,,,,,,,,,,,,,,,,,,,,
TREE OF GLORY HEALING & DELIVERANCE MINISTRIES,Religious,Active,,1267660,,No information provided,,,,Domestic,2018-03-01,,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.6333333,,,,,,,,,,,,,,,,,,,,,,,,,
"EL JAY, LLC",LLC,Active,,1267662,2022-03-31,52A BRUCE PARK DRIVE,GREENWICH,06830,CT,Domestic,2018-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:21.6333333,United States,briband@optonline.net,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,,
ENDS2MEET LLC,LLC,Active,,1267663,2022-03-31,87 BARRY PLACE,ROCKY HILL,06067,CT,Domestic,2018-03-01,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:08:21.6333333,United States,VICTORVMC@HOTMAIL.COM,Other Social Advocacy Organizations (813319),813319.0,,,,,,,,,,,,,,,,,,,,,
"S & F REALTY, LLC",LLC,Active,,1267670,2022-03-31,21 GARFIELD RD.,ROCKY HILL,06067,CT,Domestic,2018-03-01,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:21.6800000,United States,sal@sscenterless.com,Nonresidential Property Managers (531312),,,,,,,,,,,,,,,,,,,,,,
"SANS SOUCI RESTAURANT, LLC",LLC,Active,,1267678,2022-03-31,2003 NORTH BROAD STREET,MERIDEN,06450,CT,Domestic,2018-03-01,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:21.6800000,United States,evilia4@yahoo.com,Full-Service Restaurants (722511),722511.0,,,,,,,,,,,,,,,,,,,,,
CORAL GRAPHIC LLC,LLC,Dissolved,,1264871,2020-03-31,183 BROAD ST,MERIDEN,06450,CT,Domestic,2018-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:13.2200000,United States,EDWINDPANJON@HOTMAIL.COM,,,,,,,,,,,,,,,,,,,2020-03-23T00:00:00.000,,,,
"BETTER ENVIRONMENT AND CLEANER HOUSATONIC, INC.",Non-Stock,Dissolved,,1265350,2019-03-01,3 GRANDISON PL,SHELTON,06484,CT,Domestic,2018-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:09.5166667,,beachconnecticut@gmail.com,,,,,,,,,,,,,,,,,,,2019-03-13T00:00:00.000,,,,
D. M. PRATHER LLC,LLC,Dissolved,,1265354,2019-03-31,52 YORK STREET APARTMENT 1,HARTFORD,06106,CT,Domestic,2018-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:15.2666667,,PRATHERDORIS18@YAHOO.COM,,,,,,,,,,,,,,,,,,,2019-08-29T00:00:00.000,,,,
"PATRIOT INSURANCE, LLC",LLC,Dissolved,,1265335,2019-03-31,11 LONG HILL ROAD,SOUTH WINDSOR,06074,CT,Domestic,2018-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:28.6966667,,AALDER@GOPATRIOT.NET,,,,,,,,,,,,,,,,,,,2019-02-26T00:00:00.000,,,,
QUALITY CONTRACTING SERVICES LLC,LLC,Dissolved,,1265385,2019-03-31,266 OLD POVERTY ROAD,SOUTHBURY,06488,CT,Domestic,2018-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:17.2033333,,JOHN@HOGANSHANDYMANSERVICES.COM,,,,,,,,,,,,,,,,,,,2018-03-19T00:00:00.000,,,,
"ELITE MARKETING PARTNERS, INC.",Stock,Dissolved,,1265362,2019-03-01,151 NEW PARK AVE STE 201,HARTFORD,06106,CT,Domestic,2018-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:23.6233333,,c.jonathan151@gmail.com,,,100.0,,,,,,,,,,,,,,,,2019-05-13T00:00:00.000,,,,
AVOCADO MATTRESS L.L.C.,LLC,Withdrawn,,1265363,2021-03-31,"12 HUDSON PLACE, SUITE 100",HOBOKEN,07030,NJ,Foreign,2018-03-01,NJ,NJ,False,False,False,False,False,,2021-11-10 00:04:25.5466667,United States,dan@avocadomattress.com,Mattress Manufacturing (337910),,,2017-02-20,AVOCADO MATTRESS L.L.C.,United States,"12 HUDSON PLACE, SUITE 100, HOBOKEN, NJ, 07030,","12 HUDSON PLACE, SUITE 100",HOBOKEN,NJ,07030,,"12 HUDSON PLACE, SUITE 100, HOBOKEN, NJ, 07030, United States","12 HUDSON PLACE, SUITE 100",HOBOKEN,NJ,07030,United States,,,,,
JANNAS EYEBROW THREADING LLC,LLC,Dissolved,,1265324,2019-03-31,19 OXFORD STREET,MANCHESTER,06042,CT,Domestic,2018-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:58.2633333,,JWAKIE90@GMAIL.COM,,,,,,,,,,,,,,,,,,,2018-10-05T00:00:00.000,,,,
CENTRAL CONNECTICUT ISLAMIC CENTER,Religious,Dissolved,,1266269,,64 SPRING STREET,NEW BRITAIN,06051,CT,Domestic,2018-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:53.4433333,,,,,,,,,,,,,,,,,,,,,2020-08-22T00:00:00.000,,,,
"MERSEN USA NEWBURYPORT-MA, LLC",LLC,Withdrawn,,1265371,2020-03-31,374 MERRIMAC ST,NEWBURYPORT,01950,MA,Foreign,2018-03-01,DE,DE,False,False,False,False,False,,2021-11-10 00:05:09.3600000,,bkwok@shermanwells.com,,,,2018-03-12,"MERSEN USA NEWBURYPORT-MA, LLC",,"400 MYRTLE AVENUE, BOONTON, NJ, 07005,",400 MYRTLE AVENUE,BOONTON,NJ,07005,,"CORPORATION TRUST CENTER 1209 ORANGE STREET, WILMINGTON, DE, 19801,",CORPORATION TRUST CENTER 1209 ORANGE STREET,WILMINGTON,DE,19801,,,,,,
ORBIT LLC,LLC,Dissolved,,1265314,2019-03-31,490 WASHINGTON AVE,NORTH HAVEN,0643,CT,Domestic,2018-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:11.3100000,,MANINDERARORA67@GMAIL.COM,,,,,,,,,,,,,,,,,,,2018-04-10T00:00:00.000,,,,
UNITED STATE SOLUTIONS LLC,LLC,Withdrawn,,1265310,2019-03-31,32-02 GREENPOINT AVE,LONG ISLAND CITY,11101,NY,Foreign,2018-03-01,NY,NY,False,False,False,False,False,,2021-11-10 00:05:29.4233333,,RAMY@UNITEDSTATESOLUTIONS.COM,,,,2018-03-09,UNITED STATE SOLUTIONS LLC,,"32-02 GREENPOINT AVE, LONG ISLAND CITY, NY, 11101,",32-02 GREENPOINT AVE,LONG ISLAND CITY,NY,11101,,"32-02 GREENPOINT AVE, LONG ISLAND CITY, NY, 11101,",32-02 GREENPOINT AVE,LONG ISLAND CITY,NY,11101,,,,,,
"TELEQUALITY COMMUNICATIONS, LLC",LLC,Withdrawn,,1265317,2020-03-31,21202 GATHERING OAK,SAN ANTONIO,78260,TX,Foreign,2018-03-01,DE,DE,False,False,False,False,False,,2021-11-10 00:05:39.7400000,United States,mward@bradley.com,,,,2018-03-01,"TELEQUALITY COMMUNICATIONS, LLC",United States,"21202 GATHERING OAK, SAN ANTONIO, TX, 78260,",21202 GATHERING OAK,SAN ANTONIO,TX,78260,,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,,,,,
CB TRANSFORMERS LLC,LLC,Dissolved,,1265348,2020-03-31,348 STAPLES ROAD,EASTON,06612,CT,Domestic,2018-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:05:44.9166667,,CBOAG@CBTECHNICAL.COM,,,,,,,,,,,,,,,,,,,2020-02-25T00:00:00.000,,,,
GOOD HEAD COMPANY LLC,LLC,Dissolved,,1265360,2019-03-31,"8 YOST ST, APT 1 8 YOST ST, APT 1",NORWALK,06854,CT,Domestic,2018-03-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:03:16.5500000,,MICHAELJASILEWICZ@GMAIL.COM,,,,,,,,,,,,,,,,,,,2019-02-28T00:00:00.000,,,,
KRAINOS CAPITAL LLC,LLC,Active,,1264878,2022-03-31,115 EAST PUTNAM AVENUE 2ND FLOOR,GREENWICH,06830,CT,Foreign,2018-03-02,DE,DE,False,False,False,False,False,,2021-11-10 00:10:23.4800000,United States,mkpe@selectfamilyoffice.com,Miscellaneous Financial Investment Activities (523999),523999.0,,2018-02-22,KRAINOS CAPITAL LLC,United States,"1209 ORANGE STREET, WILMINGTON, DE, 19801,",1209 ORANGE STREET,WILMINGTON,DE,19801,,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,,,,,
KRAINOS INVESTORS LLC,LLC,Active,,1264879,2022-03-31,115 EAST PUTNAM AVENUE 2ND FLOOR,GREENWICH,06830,CT,Foreign,2018-03-02,DE,DE,False,False,False,False,False,,2021-11-10 00:10:23.4800000,United States,mkpe@selectfamilyoffice.com,Miscellaneous Financial Investment Activities (523999),523999.0,,2018-02-22,KRAINOS INVESTORS LLC,United States,"1209 ORANGE STREET, WILMINGTON, DE, 19801,",1209 ORANGE STREET,WILMINGTON,DE,19801,,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,,,,,
ABA CLEAN ENERGY LLC,LLC,Active,Annual report past due,1264880,2021-03-31,41 WEST ELM STREET SUITE C,GREENWICH,06830,CT,Foreign,2018-03-02,AZ,AZ,False,False,False,False,False,,2021-11-10 00:10:23.4800000,United States,dfiore@regerlaw.com,Offices of Other Holding Companies (551112),551112.0,,2018-03-02,ABA CLEAN ENERGY LLC,United States,"4224 E. PALO BREA LN, CAVE CREEK, AZ, 85331,",4224 E. PALO BREA LN,CAVE CREEK,AZ,85331,,"2429 N. 39TH PLACE, PHOENIX, AZ, 85331, United States",2429 N. 39TH PLACE,PHOENIX,AZ,85331,United States,,,,,
BUS RENTALS LLC,LLC,Active,No Agent,1264888,2019-03-31,3340 PEACHTREE ROAD NE STE. 100,ATLANTA,30326,GA,Foreign,2018-03-02,GA,GA,False,False,False,False,False,Failure to appoint or maintain an agent for service,2021-11-10 00:10:23.5266667,,MERRICK@SHOFUR.COM,,,,2018-03-01,BUS RENTALS LLC,,"3340 PEACHTREE ROAD NE STE. 100, ATLANTA, GA, 30326,",3340 PEACHTREE ROAD NE STE. 100,ATLANTA,GA,30326,,"3340 PEACHTREE ROAD NE STE. 100, ATLANTA, GA, 30326,",3340 PEACHTREE ROAD NE STE. 100,ATLANTA,GA,30326,,,,,,
"ACCELERATE MORTGAGE, LLC",LLC,Active,,1264901,2022-03-31,750 PRIDES CROSSING SUITE 303,NEWARK,19713,DE,Foreign,2018-03-02,DE,DE,False,False,False,False,False,,2021-11-10 00:10:23.5266667,United States,lisa@amlicensing.com,Mortgage and Nonmortgage Loan Brokers (522310),522310.0,,2018-03-17,"ACCELERATE MORTGAGE, LLC",United States,"750 PRIDES CROSSING SUITE 303, NEWARK, DE, 19713,",750 PRIDES CROSSING SUITE 303,NEWARK,DE,19713,,"750 PRIDES CROSSING SUITE 303, NEWARK, DE, 19713, United States",750 PRIDES CROSSING SUITE 303,NEWARK,DE,19713,United States,,,,,
CENTURY WINCHESTER & OLIVE PARTNERS LLC,LLC,Active,Ready for dissolution,1264903,2020-03-31,336 W. PASSAIC STREET SUITE 310,ROCHELLE PARK,07662,NJ,Domestic,2018-03-02,NJ,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:23.5266667,United States,DAVID@CENTURYCAPLLC.COM,,,,,,,,,,,,,,,,,,,,,,,
A LITTLE JOURNEY DAYCARE AND LEARNING CENTER INC,Stock,Active,First report past due,1264906,2020-03-02,No information provided,,,,Domestic,2018-03-02,CT,Connecticut,False,False,False,False,False,Failure to file First Report,2021-11-10 00:10:23.5266667,,,,,200.0,,,,,,,,,,,,,,,,,,,,
GRASS CHOPPERS LAWN CARE SERVICES LLC,LLC,Active,Ready for dissolution,1264907,2019-03-31,140 HOLLOCK AVE,NEW HAVEN,06519,CT,Domestic,2018-03-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:23.5266667,,TIP.TOE87@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,,,
MEME'S KITCHEN LLC,LLC,Active,Ready for dissolution,1264911,2019-03-31,233 MILL STREET SUITE 1,WATERBURY,06706,CT,Domestic,2018-03-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:23.5600000,,MEMESKITCHEN1@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
PAYOLEE LLC,LLC,Active,,1264944,2022-03-31,10 BRIAR LANE,BLOOMFIELD,06002,CT,Domestic,2018-03-02,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:24.0600000,United States,davidhudson900@gmail.com,All Other Personal Services (812990),812990.0,,,,,,,,,,,,,,,,,,,,,
HEAVENLY CARE LLC,LLC,Active,Annual report past due,1264948,2021-03-31,35 GREENE TERRACE,EAST HARTFORD,06108,CT,Domestic,2018-03-02,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:24.0600000,United States,heavenlycareathome@gmail.com,Home Health Care Services (621610),621610.0,,,,,,,,,,,,,,,,,,,,,
"183 FOURTH STREET, LLC",LLC,Active,Ready for dissolution,1264955,2020-03-31,18 HAZEL STREET UNIT 1,STAMFORD,06902,CT,Domestic,2018-03-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.1033333,,JOSEPH.MOTTA2@GMAIL.COM,,,,,,,,,,,,,,,,,,,,,,,
RICCARDO MASUCCI LLC,LLC,Active,Ready for dissolution,1264956,2019-03-31,133 CAMPBELL AVE 3RD FL,WEST HAVEN,06516,CT,Domestic,2018-03-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.1033333,,MASUCCI@YAHOO.COM,,,,,,,,,,,,,,,,,,,,,,,
"B & R HOLDINGS, LLC",LLC,Active,Annual report past due,1264960,2021-03-31,2549 BOSTON POST ROAD,GUILFORD,06437,CT,Domestic,2018-03-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:24.1033333,United States,rbrefrig@sbcglobal.com,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,,,
JARDEN LLC,LLC,Active,,1264975,2022-03-31,2381 EXECUTIVE CENTER DRIVE,BOCA RATON,33431,FL,Foreign,2018-03-02,DE,DE,False,False,False,False,False,,2021-11-10 00:10:24.1366667,United States,Compliancemail@cscinfo.com,All Other Miscellaneous Manufacturing (339999),339999.0,,2018-03-02,JARDEN LLC,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,United States,,,,,
KRAINOS HOLDINGS LIMITED PARTNERSHIP,Limited Partnership,Active,,1264977,2022-03-02,115 EAST PUTNAM AVENUE 2ND FLOOR,GREENWICH,06830,CT,Foreign,2018-03-02,DE,DE,False,False,False,False,False,,2021-11-10 00:10:24.1366667,United States,mkpe@selectfamilyoffice.com,Miscellaneous Financial Investment Activities (523999),523999.0,,2018-03-02,KRAINOS HOLDINGS LIMITED PARTNERSHIP,United States,,,,,,,"1209 ORANGE STREET, WILMINGTON, DE, 19801, United States",1209 ORANGE STREET,WILMINGTON,DE,19801,United States,,,,,
"RVROX, LLC",LLC,Active,Ready for dissolution,1265033,2020-03-31,668 RT 148,KILLINGWORTH,06419,CT,Domestic,2018-03-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:10:24.8233333,United States,ROD@RVROX.COM,,,,,,,,,,,,,,,,,,,,,,,
"BERWITTNY ASSOCIATES, LLC",LLC,Active,,1265042,2022-03-31,10 MIDDLE STREET 15TH FLOOR,BRIDGEPORT,06604,CT,Domestic,2018-03-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:10:24.8566667,United States,bobrien@zeislaw.com,Miscellaneous Financial Investment Activities (523999),523999.0,,,,,,,,,,,,,,,,,,,,,
"DEBORAH FINCO CONSULTING, LLC",LLC,Active,,1265044,2022-03-31,101 PROSPECT HILL ROAD,GROTON,06340,CT,Domestic,2018-03-02,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:10:24.8566667,United States,deborahfincoconsult@gmail.com,Other Scientific and Technical Consulting Services (541690),541690.0,,,,,,,,,,,,,,,,,,,,,
WHITECAP SEARCH INC.,Stock,Active,,1265053,2022-03-02,485 LEXINGTON AVE FL 3,NEW YORK,10017,NY,Foreign,2018-03-02,NY,NY,False,False,False,False,False,,2021-11-10 00:10:24.8566667,United States,vyu@whitecapsearch.com,Employment Placement Agencies (561311),561311.0,,2018-03-02,WHITECAP SEARCH INC.,United States,,,,,,,,,,,,,,,,,
CASSIDY & MURPHY BUILDERS CORP.,Stock,Active,,1265079,2022-03-02,33 SANDRA LANE,PEARL RIVER,10965,NY,Foreign,2018-03-02,NY,NY,False,False,False,False,False,,2021-11-10 00:10:24.9000000,United States,mike@dimolacpa.com,Finish Carpentry Contractors (238350),238350.0,,2018-03-01,CASSIDY & MURPHY BUILDERS CORP.,United States,,,,,,,,,,,,,,,,,
DENTAL ONE LLC,LLC,Active,,1265082,2022-03-31,71 EAST AVE SUITE A,NORWALK,06851,CT,Domestic,2018-03-02,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:10:25.5266667,United States,drilyassh@hotmail.com,Offices of Dentists (621210),621210.0,,,,,,,,,,,,,,,,,,,,,
"SMILE OF TENNESSEE, P.C.",Stock,Active,,1265094,2022-03-02,414 UNION ST 8TH FLOOR,NASHVILLE,37219,TN,Foreign,2018-03-02,TN,TN,False,False,False,False,False,,2021-11-10 00:10:25.5266667,United States,Compliancemail@cscinfo.com,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,,2018-03-02,"SMILE OF TENNESSEE, P.C.",United States,,,,,,,,,,,,,,,,,
