name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,create_dt,reason_for_administrative,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,country_formation,mailing_jurisdiction_country,office_in_jurisdiction_country,total_authorized_shares,category_survey_email_address,dissolution_date,billing_unit,date_of_organization_meeting,mailing_address
"JOYCE SKOWRONSKI RE BROKER, LLC",LLC,Active,,1271911,2022-03-31,998A HERITAGE VILLAGE,SOUTHBURY,United States,06488,CT,joycemski@hotmail.com,Domestic,2018-05-01,CT,Connecticut,True,False,False,False,False,Offices of Real Estate Agents and Brokers (531210),531210.0,2021-11-10 00:10:22.3233333,,,,,,,,,,,,,,,,,,,,,,
"DR. JOE FEUERSTEIN, LLC",LLC,Active,Ready for dissolution,1271913,2019-03-31,45 SINGING OAKS DR,WESTON,,06883,CT,KARA.SCHIFF@GMAIL.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.3233333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
ALL ODDS SERVICES LLC,LLC,Active,,1271914,2022-03-31,40 JOHNSON RD.,BETHANY,United States,06524,CT,JUBBARD1@HOTMAIL.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),,2021-11-10 00:10:22.3233333,,,,,,,,,,,,,,,,,,jacob.zavatkay@peoples.com,,,,
THE BROW METHOD LLC,LLC,Active,Ready for dissolution,1271916,2019-03-31,686 BOOTH HILL RD,SHELTON,,06484,CT,BRIDGETLORRAINEB@GMAIL.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.3233333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
480 ELM PACKAGE LLC,LLC,Active,,1271917,2022-03-31,480 ELM STREET,WEST HAVEN,United States,06516,CT,gps1912@yahoo.com,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,2021-11-10 00:10:22.3233333,,,,,,,,,,,,,,,,,,,,,,
ONIT TECHNOLOGY SOLUTIONS INC.,Stock,Active,,1271918,2022-05-01,50 POST OFFICE RD,ENFIELD,United States,06082,CT,EFILE1234@INCFILE.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,Computer Facilities Management Services (541513),541618.0,2021-11-10 00:10:22.3233333,,,,,,,,,,,,,,,,,1500.0,,,,,
LIAM CONSTRUCTION LLC,LLC,Active,,1271920,2022-03-31,28 BASSICK AVE,BRIDGEPORT,United States,06605,CT,wiliam11@icloud.com,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,Framing Contractors (238130),238130.0,2021-11-10 00:10:22.3233333,,,,,,,,,,,,,,,,,,,,,,
CHOICE HOUSING INVESTMENTS LLC,LLC,Active,,1271921,2022-03-31,175 POWDER FOREST DRIVE,WEATOGUE,United States,06089,CT,JMARTIN@VESTACORP.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:22.3233333,,,,,,,,,,,,,,,,,,,,,,
VICTORIA EXPRESS INC.,Stock,Active,First report past due,1271922,2020-05-01,No information provided,,,,,USDATAPROCESS@GMAIL.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.3233333,Failure to file First Report,,,,,,,,,,,,,,,,100.0,,,,,
"NETWORK FRAMING SOLUTIONS, LLC",LLC,Active,,1271926,2022-03-31,35B 1ST. FL ROBERT JACKSON WAY,PLAINVILLE,United States,06062,CT,melissa.sheffy@network-interiors.com,Domestic,2018-05-01,CT,Connecticut,True,False,False,False,False,Prefabricated Metal Building and Component Manufacturing (332311),332311.0,2021-11-10 00:10:22.8866667,,,,,,,,,,,,,,,,,,,,,,
NEXSYS TECHNOLOGIES LLC,LLC,Active,,1271929,2022-03-31,662 WOODWARD AVENUE,DETROIT,United States,48226,MI,govdocs@unitedagentgroup.com,Foreign,2018-05-01,MI,MI,False,False,False,False,False,All Other Information Services (519190),519190.0,2021-11-10 00:10:22.8866667,,2018-05-01,NEXSYS TECHNOLOGIES LLC,"28175 HAGGERTY ROAD, NOVI, MI, 48377,",28175 HAGGERTY ROAD,NOVI,MI,48377,"28175 HAGGERTY ROAD, NOVI, MI, 48377, United States",28175 HAGGERTY ROAD,NOVI,MI,48377,United States,,United States,,,,,,
Z DRONE AERIAL PHOTOGRAPHY LLC,LLC,Dissolved,,1271930,2022-03-31,206 COMMONWEALTH AVENUE 206 COMMONWEALTH AVENUE,NEW BRITAIN,United States,06053,CT,jzman1@att.net,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),812990.0,2021-11-10 00:10:22.8866667,,,,,,,,,,,,,,,,,,,,,,
CT PAINTING DESIGN LLC,LLC,Active,Annual report past due,1271931,2021-03-31,35 STARR ROAD SUITE 6,DANBURY,United States,06810,CT,jfctpaint@gmail.com,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,Painting and Wall Covering Contractors (238320),238320.0,2021-11-10 00:10:22.8866667,,,,,,,,,,,,,,,,,,,,,,
COCKENOE BOTTOM LLC,LLC,Active,,1271932,2022-03-31,9 WAKEMAN RD,WESTPORT,United States,06880,CT,pknealon@optonline.net,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,All Other Amusement and Recreation Industries (713990),713990.0,2021-11-10 00:10:22.8866667,,,,,,,,,,,,,,,,,,,,,,
"A&B CONCRETE, LLC",LLC,Active,Ready for dissolution,1271933,2020-03-31,188 EAST STREET,WALLINGFORD,,06492,CT,JESSENIA@NAS.US.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.8866667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"EYE & VISION CLINIC, LLC",LLC,Active,,1271934,2022-03-31,826 E CENTER STREET,WALLINGFORD,United States,06492,CT,info@eyeandvisionclinic.com,Domestic,2018-05-01,CT,Connecticut,False,False,True,False,False,Offices of Optometrists (621320),621320.0,2021-11-10 00:10:22.8866667,,,,,,,,,,,,,,,,,,,,,,
LOESEL BIOMEDICAL LLC,LLC,Active,Ready for dissolution,1271935,2019-03-31,42 GAYRIDGE RD.,WATERBURY,,06705,CT,FILINGS@CORPNET.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.8866667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"ASCENTIAL CARE PARTNERS, LLC",LLC,Active,,1271936,2022-03-31,1301 6TH AVENUE WEST,BRADENTON,United States,34205,FL,Compliancemail@cscinfo.com,Foreign,2018-05-01,KY,KY,False,False,False,False,False,Administrative Management and General Management Consulting Services (541611),541611.0,2021-11-10 00:10:22.8866667,,2018-05-07,"ASCENTIAL CARE PARTNERS, LLC","333 W. VINE STREET SUITE 300, LEXINGTON, KY, 40507,",333 W. VINE STREET SUITE 300,LEXINGTON,KY,40507,"333 W. VINE STREET SUITE 300, LEXINGTON, KY, 34205, United States",333 W. VINE STREET SUITE 300,LEXINGTON,KY,34205,United States,,United States,,,,,,
SHAKER LLC,LLC,Active,Ready for dissolution,1271938,2020-03-31,854 RIVERSIDE DR,NORTH GROSVENORDALE,United States,06255,CT,MANINDERARORA67@GMAIL.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.8866667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"PREMIER STAFFING SOURCE, INC.",Stock,Active,,1271940,2022-05-01,4640 FORBES BLVD SUITE 200,LANHAM,United States,20706,MD,Compliancemail@cscinfo.com,Foreign,2018-05-01,DE,DE,False,False,False,False,False,Temporary Help Services (561320),561320.0,2021-11-10 00:10:22.8866667,,2018-05-01,"PREMIER STAFFING SOURCE, INC.",,,,,,,,,,,United States,,,,,,,,
BOND UNLIMITED LLC,LLC,Active,Ready for dissolution,1271941,2019-03-31,323 FAIRFIELD AVE.,BRIDGEPORT,,06604,CT,BONDUNLIMITEDLLC@GMAIL.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.8866667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
KRISTEN SCHUELER PHOTOGRAPHY LLC,LLC,Active,,1271942,2022-03-31,2 ROUTE 148,KILLINGWORTH,United States,06419,CT,Kristen@kristenschueler.com,Domestic,2018-05-01,CT,Connecticut,True,False,False,False,False,"Photography Studios, Portrait (541921)",541921.0,2021-11-10 00:10:22.8866667,,,,,,,,,,,,,,,,,,,,,,
"LCG SALES, LLC",LLC,Active,Ready for dissolution,1271943,2019-03-31,42 CENTER BEACH AVE 42 CENTER BEACH AVE,OLD LYME,,06371,CT,C.GIANTONIO@GMAIL.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.8866667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
PRESTIGIA PRO LLC,LLC,Active,,1271945,2022-03-31,"1504 BAY RD., APT #1216",MIAMI BEACH,United States,33139,FL,emursudlu@gmail.com,Domestic,2018-05-01,FL,Connecticut,False,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,2021-11-10 00:10:22.8866667,,,,,,,,,,,,,,,,,,,,,,
MEKKOS LLC,LLC,Active,Ready for dissolution,1271946,2019-03-31,607 BANK ST.,NEW LONDON,,06320,CT,MEKKOS727@GMAIL.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9166667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
72 FENWICK ST. LLC,LLC,Active,Ready for dissolution,1271947,2019-03-31,505 FRANKLIN AVE.,HARTFORD,,06114,CT,,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9166667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
THE KRAFTY EQUESTRIAN LLC,LLC,Active,,1271948,2022-03-31,77 HAWLEY RD.,OXFORD,United States,06478,CT,TheKraftyEquestrian@gmail.com,Domestic,2018-05-01,CT,Connecticut,True,False,False,False,False,All Other Miscellaneous Manufacturing (339999),339999.0,2021-11-10 00:10:22.9166667,,,,,,,,,,,,,,,,,,,,,,
"MONARCH HOMES CT, LLC",LLC,Active,,1271949,2022-03-31,23 MILL CREEK RD.,BRANFORD,United States,06405,CT,tever09@gmail.com,Foreign,2018-05-01,NV,NV,True,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,2021-11-10 00:10:22.9166667,,2018-05-06,"MONARCH HOMES CT, LLC","4730 S FORT APACHE RD., STE. 300, LAS VEGAS, NV, 89074, United States","4730 S FORT APACHE RD., STE. 300",LAS VEGAS,NV,89074,"4730 S FORT APACHE RD., STE. 300, LAS VEGAS, NV, 89074, United States","4730 S FORT APACHE RD., STE. 300",LAS VEGAS,NV,89074,United States,United States,United States,,tracyeverson19@gmail.com,,,,
970 TOLLAND STREET LLC,LLC,Active,Ready for dissolution,1271950,2019-03-31,1471 PLEASANT VALLEY RD.,MANCHESTER,,06042,CT,RICH@HAYESDEVELOPERS.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9333333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
165 BROADWAY LLC,LLC,Active,Ready for dissolution,1271952,2020-03-31,40 JAMROGA LANE,STAMFORD,United States,06905,CT,ALAIN@LASTMINUTERACING.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9333333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
THE FORAN GROUP LLC,LLC,Active,Ready for dissolution,1271953,2020-03-31,7 MERLIN CIR,MILFORD,United States,06460,CT,EFILE1234@INCFILE.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9333333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
CLC BUILDING AND DESIGN LLC,LLC,Active,Ready for dissolution,1271955,2020-03-31,214 MUDGE POND RD,SHARON,,06069,CT,EFILE1234@INCFILE.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9333333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
LV WINERY INC,Stock,Active,Ready for dissolution,1271957,2019-05-01,1495 ROUTE 85 UNIT # 8,MONTVILLE,,06353,CT,HENNIE@LVWINERY.NET,Foreign,2018-05-01,FL,FL,False,False,False,False,False,,,2021-11-10 00:10:22.9333333,Failure to file Annual Report,2018-06-01,LV WINERY INC,,,,,,,,,,,,,,,,,,,
"BRUTAL INDUSTRIES, LLC",LLC,Dissolved,,1271958,2020-03-31,35 HIGH ST.,PORTLAND,United States,06480,CT,CTCHAINSAWCARVINGCO@GMAIL.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9333333,,,,,,,,,,,,,,,,,,,2020-12-21T00:00:00.000,,,
THOMAS MALCOLM & ASSOCIATES L.L.C.,LLC,Active,Annual report past due,1271959,2021-03-31,447 WHITNEY AVENUE,TRUMBULL,United States,06611,CT,marcuspaca@gmail.com,Domestic,2018-05-01,CT,Connecticut,False,False,True,False,False,Other Activities Related to Real Estate (531390),,2021-11-10 00:10:22.9333333,,,,,,,,,,,,,,,,,,,,,,
BNH ENTERPRISE LLC,LLC,Active,Ready for dissolution,1271960,2020-03-31,27 GILMAN ST.,HARTFORD,,06114,CT,JHALENBUSBY@GMAIL.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9333333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"BANK STREET HOLDINGS, LLC",LLC,Active,,1271962,2022-03-31,74 BANK ST.,NEW LONDON,United States,06385,CT,joshfelman73@icloud.com,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),,2021-11-10 00:10:22.9333333,,,,,,,,,,,,,,,,,,,,,,
"AEON GP, LLC",LLC,Active,,1271964,2022-03-31,11 PINTAIL LN,GREENWICH,United States,06830,CT,aeonres18@gmail.com,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:10:22.9333333,,,,,,,,,,,,,,,,,,,,,,
LOTUS ONLINE SHOP LLC,LLC,Active,Ready for dissolution,1271966,2020-03-31,26 BELDEN AVE UNIT 1249,NORWALK,United States,06850,CT,hassan.fetouh@hotmail.com,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9333333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
GALVAN AUTO REPAIR LLC,LLC,Active,Ready for dissolution,1271968,2019-03-31,757 LAUREL AVENUE,BRIDGEPORT,,06604,CT,LEONEL0806@HOTMAIL.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9333333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
CPSCIENCESPCS LLC,LLC,Dissolved,,1271969,2021-03-31,1085 W WOODS RD,HAMDEN,United States,06518,CT,cpsciencespcs@gmail.com,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,Computer Systems Design Services (541512),541512.0,2021-11-10 00:10:20.1666667,,,,,,,,,,,,,,,,,,,2021-02-19T00:00:00.000,,,
LMB DUBLIN HILL LLC,LLC,Active,,1271975,2022-03-31,289 SELLECK STREET,STAMFORD,United States,06902,CT,jhoffman@sbphomes.com,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,2021-11-10 00:10:20.1666667,,,,,,,,,,,,,,,,,,,,,,
"RAYCO DEVELOPMENT CO., LLC",LLC,Active,,1271994,2022-03-31,100 COLD SPRING LANE,SUFFIELD,United States,06078,CT,Ray.Rayco@att.net,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,New Housing For-Sale Builders (236117),236117.0,2021-11-10 00:10:20.2000000,,,,,,,,,,,,,,,,,,,,,,
RELIABUILD ROOFING AND RESTORATION INC,Stock,Active,Ready for dissolution,1271996,2020-05-01,304 VILLAGE WALK,EXTON,United States,19341,PA,MFIORDALISI@RELIABUILDIT.COM,Foreign,2018-05-01,PA,PA,False,False,False,False,False,,,2021-11-10 00:10:20.2000000,Failure to file Annual Report,2018-05-01,RELIABUILD ROOFING AND RESTORATION INC,,,,,,,,,,,United States,,,,,,,,
"CONNECTICUT GOLD BUYERS EXPRESS, LLC",LLC,Active,Ready for dissolution,1272008,2019-03-31,66 WINTERBROOK RD.,WOLCOTT,,06716,CT,MCANDELLA.HARVARD@GMAIL.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:20.2000000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
ADULT BONDING HOME CARE LLC,LLC,Active,Ready for dissolution,1272009,2019-03-31,264 PONDVIEW DR.,WATERTOWN,,06795,CT,AAFLAMENGO@YAHOO.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:20.2000000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
INTEGRITY BASEMENT WATERPROOFING LLC,LLC,Active,Ready for dissolution,1272010,2019-03-31,8 BLAINE STREET,DANBURY,,06810,CT,PORTSILVA@GMAIL.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:20.2466667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"CONTRARIAN EM II, LIMITED PARTNERSHIP",Limited Partnership,Active,,1272013,2022-05-01,"411 WEST PUTNAM AVENUE, SUITE 425",GREENWICH,United States,06830,CT,Compliancemail@cscinfo.com,Foreign,2018-05-01,DE,DE,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:10:20.2466667,,2018-04-30,"CONTRARIAN EM II, LP",,,,,,"411 WEST PUTNAM AVENUE, SUITE 425, GREENWICH, CT, 06830, United States","411 WEST PUTNAM AVENUE, SUITE 425",GREENWICH,CT,06830,United States,,United States,,,,,,
"CEM II GP, LLC",LLC,Active,,1272016,2022-03-31,"411 WEST PUTNAM AVE., STE. 425",GREENWICH,United States,06830,CT,Compliancemail@cscinfo.com,Foreign,2018-05-01,DE,DE,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),523999.0,2021-11-10 00:10:20.2466667,,2018-05-01,"CEM II GP, LLC","251 LITTLE FALLS DR, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DR,WILMINGTON,DE,19808,"251 LITTLE FALLS DR, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DR,WILMINGTON,DE,19808,United States,United States,United States,,,,,,
"KNIT-RITE, INC.",Stock,Withdrawn,,1272020,2021-05-01,120 OSAGE AVE,KANSAS CITY,,66105,KS,annualreports@cscglobal.com,Foreign,2018-05-01,DE,DE,False,False,False,False,False,All Other Miscellaneous Manufacturing (339999),339999.0,2021-11-10 00:10:20.2466667,,2018-04-04,"KNIT-RITE, INC.",,,,,,,,,,,,,,,,,,,
OBXCORONET LLC,LLC,Active,Ready for dissolution,1272021,2019-03-31,16 SYBIL CREEK PLACE,BRANFORD,,06405,CT,,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:20.2466667,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
SPECIAL DELIVERIES LLC,LLC,Active,Annual report past due,1272053,2021-03-31,133 SUTTON PL 133 SUTTON PL,BLOOMFIELD,United States,06002,CT,ctramlus@gmail.com,Domestic,2018-05-01,CT,Connecticut,False,False,True,False,False,"Specialized Freight (except Used Goods) Trucking, Long-Distance (484230)",484230.0,2021-11-10 00:10:23.5733333,,,,,,,,,,,,,,,,,,,,,,
E&N HEART OF LOVE INCORPORATED,Non-Stock,Active,Ready for dissolution,1272055,2019-05-01,213 MANSFIELD AVE.,WATERBURY,,06705,CT,NOVEMBRENICOLE58@GMAIL.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:23.5733333,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"TRUE INNOVATION, INC.",Stock,Active,Ready for dissolution,1272060,2019-05-01,"15 RIVER RD., STE. 15B",WILTON,,06897,CT,MBALI39@GMAIL.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:23.5733333,Failure to file Annual Report,,,,,,,,,,,,,,,,20000.0,,,,,
"CONSTRUCTION RESOURCE SERVICES, LLC",LLC,Active,Ready for dissolution,1272076,2020-03-31,8200 BOYLE PKWY.,TWINSBURG,United States,44087,OH,LSROKA@PRECASTSERVICES.COM,Foreign,2018-05-01,OH,OH,False,False,False,False,False,,,2021-11-10 00:10:24.0600000,Failure to file Annual Report,2018-02-14,"CONSTRUCTION RESOURCE SERVICES, LLC","8200 BOYLE PKWY., TWINSBURG, OH, 44087,",8200 BOYLE PKWY.,TWINSBURG,OH,44087,"8200 BOYLE PKWY., TWINSBURG, OH, 44087, United States",8200 BOYLE PKWY.,TWINSBURG,OH,44087,United States,,United States,,,,,,
"MARY PATRICIA DANIELS, LCSW, LLC",LLC,Active,Ready for dissolution,1268059,2019-03-31,"136 SIMSBURY ROAD, BLDG 6D",AVON,,06001,CT,MPDDUNBAR@YAHOO.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:08:22.3200000,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,,
"BEDFORD STREET MARKETING, LLC",LLC,Active,,1269430,2022-03-31,444 BEDFORD STREET STE 1C,STAMFORD,United States,06901,CT,paul@bedfordstmarketing.com,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,Marketing Consulting Services (541613),541613.0,2021-11-10 00:08:23.6966667,,,,,,,,,,,,,,,,,,,,,,
"NORTH BENSON ROAD, LLC",LLC,Dissolved,,1271799,2019-03-31,23 DRUMLIN ROAD,WESTPORT,,06880,CT,SCOTTMARONNA@GMAIL.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:09.4200000,,,,,,,,,,,,,,,,,,,2020-03-02T00:00:00.000,,,
BLUSH BAKESHOP LLC,LLC,Redomesticated,,1271951,2020-03-31,11 GLENWOOD DRIVE,MARLBOROUGH,United States,06447,CT,BLUSHBAKESHOPPVD@GMAIL.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:12.5000000,,,,,,,,,,,,,,,,,,,,,,
"EMPOWER FOR HEALTH, LLC",LLC,Dissolved,,1271862,2019-03-31,51 HIGH ROCK ROAD,SANDY HOOK,,06482,CT,LINDAWATSON@OUTLOOK.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:04:36.4366667,,,,,,,,,,,,,,,,,,,2019-10-26T00:00:00.000,,,
"BUNDLE COMPANY, LLC",LLC,Dissolved,,1271867,2020-03-31,25 HIDDEN MEADOW RD,WESTON,United States,06883,CT,bundletrio@gmail.com,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:04:43.5933333,,,,,,,,,,,,,,,,,,,2019-08-27T00:00:00.000,,,
"SRG PROPERTIES, LLC",LLC,Dissolved,,1271912,2019-03-31,481 LAKE DRIVE,GUILFORD,,06437,CT,STEPHANIEGOSTELI@GMAIL.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:04:55.2733333,,,,,,,,,,,,,,,,,,,2020-04-09T00:00:00.000,,,
LP SCENTSATIONS LLC,LLC,Dissolved,,1271939,2020-03-31,285 BERLIN TURNPIKE 203,BERLIN,United States,06037,CT,DJLENIHAN36@GMAIL.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:16.3133333,,,,,,,,,,,,,,,,,,,2020-02-28T00:00:00.000,,,
ANNA LIMA SPECTOR LLC,LLC,Dissolved,,1271937,2019-03-31,51 HICKORY,MILFORD,,06460,CT,MAJUTAX@OUTLOOK.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:25.1266667,,,,,,,,,,,,,,,,,,,2018-10-24T00:00:00.000,,,
HARTFORD'S CHOICE OVERHEAD GARAGE DOOR CO,Stock,Dissolved,,1271915,,No information provided,,,,,INFO@HARTFORDOVERHEADDOORS.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:28.2666667,,,,,,,,,,,,,,,,,100.0,,2018-10-26T00:00:00.000,,,
FLORES & PETERSON COUNSELING LLC,LLC,Dissolved,,1271956,2019-03-31,22 SPRAGUE ST,HARTFORD,,06106,CT,FLORESP012@YAHOO.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:03:48.0533333,,,,,,,,,,,,,,,,,,,2019-10-21T00:00:00.000,,,
THE HOP KNOT BETHEL INC,Stock,Dissolved,,1271901,2019-05-01,1 FRONT ST,BETHEL,,06801,CT,thehopknotbethel@gmail.com,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:03:43.2266667,,,,,,,,,,,,,,,,,100.0,,2018-12-18T00:00:00.000,,,
POLO LOGISTICS LLC,LLC,Dissolved,,1271954,2020-03-31,241 CARMEN HILL RD,NEW MILFORD,United States,06776,CT,beatricepolo1@gmail.com,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:03:53.9133333,,,,,,,,,,,,,,,,,,,2020-03-31T00:00:00.000,,,
98 LEWIS LLC,LLC,Dissolved,,1271928,2019-03-31,20 SCENIC HILL LANE,MONROE,,06468,CT,LOUISREGINAIII@GMAIL.COM,Domestic,2018-05-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:03:54.5700000,,,,,,,,,,,,,,,,,,,2020-02-22T00:00:00.000,,,
"620 EAST MAIN STREET ASSOCIATES, LLC",LLC,Active,,1270519,2022-03-31,620-622 EAST MAIN STREET,NEW BRITAIN,United States,06051,CT,sylvia.maksymowicz@gmail.com,Domestic,2018-05-02,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,2021-11-10 00:10:22.9166667,,,,,,,,,,,,,,,,,,,,,,
