name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,billingcountry,naics_code,naics_sub_code,category_survey_email_address,total_authorized_shares,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,billing_unit,date_of_organization_meeting,mailing_jurisdiction_3,office_jurisdiction_3
"ENTRESPACE GROUP, INC.",Stock,Active,Annual report due,1292136,2021-12-03,15 BRADFORD WALK,FARMINGTON,06032,CT,inc@entrespace.com,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:26.6333333,United States,Custom Computer Programming Services (541511),541519.0,,20000.0,,,,,,,,,,,,,,,,,,,,
SARASWATI BALI DANCE CO.,Non-Stock,Active,,1292140,2022-11-16,33 MECHANIC ST UNIT 203,WINDSOR,06095,CT,HAWWA.DJUNED@GMAIL.COM,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:26.6333333,United States,"Independent Artists, Writers, and Performers (711510)",711510.0,,,,,,,,,,,,,,,,,,,,,,
TOP GUN CONTRACTING INC,Stock,Active,Ready for dissolution,1292144,2019-12-03,32 WEED AVENUE,NORWALK,06850,CT,FILING@ACS123.COM,Foreign,2018-12-03,NY,NY,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:26.6633333,,,,,,,2018-12-03,TOP GUN CONTRACTING INC,,,,,,,,,,,,,,,,,
ESCARRILLA MAINTENANCE LLC,LLC,Active,Ready for dissolution,1292146,2019-03-31,73 STILLWATER AVE #2,STAMFORD,06902,CT,BLANCHEDPEREZ@OUTLOOK.COM,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:26.6633333,,,,,,,,,,,,,,,,,,,,,,,,,
"FOISON HOME BUYERS, LLC",LLC,Active,,1292147,2022-03-31,1385 HIGHLAND AVE UNIT 12A,WATERBURRY,06708,CT,minorkacintron@gmail.com,Foreign,2018-12-03,NV,NV,False,False,False,False,False,,2021-11-10 00:12:26.6633333,United States,Other Activities Related to Real Estate (531390),531390.0,,,,2018-12-03,"FOISON HOME BUYERS, LLC",United States,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,United States,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147.0,United States,,,,
ROCKHEAD LLC,LLC,Active,,1292149,2022-03-31,16 CROSS STREET,NEW CANAAN,06840,CT,accounting@rockheadllc.com,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:26.6633333,United States,Construction Sand and Gravel Mining (212321),212321.0,,,,,,,,,,,,,,,,,,,,,,
3 JOHN DOMINICK DRIVE LLC,LLC,Active,Ready for dissolution,1292150,2019-03-31,3715 MAIN ST 406,BRIDGEPORT,06606,CT,TATIANA@UNITEDCOUNSELORS.ORG,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:26.6633333,,,,,,,,,,,,,,,,,,,,,,,,,
605 LOWER LANE LLC,LLC,Active,Ready for dissolution,1292153,2019-03-31,443 SAVAGE HILL ROAD,BERLIN,06037,CT,JOESNELL52@YAHOO.COM,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:26.6633333,,,,,,,,,,,,,,,,,,,,,,,,,
"FOISON HOME SOLUTIONS, LLC",LLC,Active,,1292154,2022-03-31,1385 HIGHLAND AVE UNIT 12A,WATERBURRY,06708,CT,minorkacintron@gmail.com,Foreign,2018-12-03,NV,NV,False,False,False,False,False,,2021-11-10 00:12:26.6633333,United States,Other Activities Related to Real Estate (531390),531390.0,,,,2018-12-14,"FOISON HOME SOLUTIONS, LLC",United States,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147,United States,"4730 S FORT APACHE RD #300, LAS VEGAS, NV, 89147, United States",4730 S FORT APACHE RD #300,LAS VEGAS,NV,89147.0,United States,,,,
25 WHITLOCK AVE LLC,LLC,Active,Ready for dissolution,1292156,2019-03-31,443 SAVAGE HILL ROAD,BERLIN,,CT,JOESNELL52@YAHOO.COM,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:26.6633333,,,,,,,,,,,,,,,,,,,,,,,,,
THE PERES GROUP LLC,LLC,Active,Annual report past due,1292157,2021-03-31,4 CROWNE POND LANE,WILTON,06897,CT,Joe@JoePeres.com,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:26.6633333,United States,Other Computer Related Services (541519),,,,,,,,,,,,,,,,,,,,,,,
RIGHT CHOICES INFO INC.,Stock,Dissolved,Annual report past due,1292158,2020-12-03,7 FOX RUN LANE,SEYMOUR,06483,CT,nadellagopinath@gmail.com,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:26.6633333,United States,,,,100.0,2021-08-25T00:00:00.000,,,,,,,,,,,,,,,,,,,
"R.D. DENEGRIS REALTY, LLC",LLC,Active,,1292161,2022-03-31,10 MARSHALL STREET,WALLINGFORD,06492,CT,KJDENEGRIS@SNET.NET,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.2566667,United States,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,,,,,
"ANNIE MAE CRAFT FOUNDATION, INC.",Non-Stock,Active,Annual report due,1292162,2021-12-01,69 WHITE ROCK DRIVE,WINDSOR,06095,CT,TONY.CRAFT@OUTLOOK.COM,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.2566667,United States,Grantmaking Foundations (813211),813211.0,,,,,,,,,,,,,,,,,,,,,,
CUARTAS LANDSCAPING LLC,LLC,Active,Ready for dissolution,1292164,2019-03-31,75 WINDFIELD STREET APT. 101,NORWALK,06855,CT,GUILLERMOCUARTAS516@GMAIL.COM,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.2566667,,,,,,,,,,,,,,,,,,,,,,,,,
"100 FARMINGTON AVENUE, LLC",LLC,Active,Ready for dissolution,1292165,2019-03-31,100 FARMINGTON AVENUE,HARTFORD,06105,CT,SELTY@CE-ELECTRICAL.COM,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.2566667,,,,,,,,,,,,,,,,,,,,,,,,,
SL 20 UTOPIA ROAD LLC,LLC,Active,,1292166,2022-03-31,195 MORRISTOWN ROAD,BASKING RIDGE,07920,NJ,CHRISTINAKEDRA@SILVERMANGROUP.NET,Foreign,2018-12-03,DE,DE,False,False,False,False,False,,2021-11-10 00:12:28.2566667,United States,Nonresidential Property Managers (531312),531312.0,,,,2019-01-01,SL 20 UTOPIA ROAD LLC,United States,"195 MORRISTOWN ROAD, BASKING RIDE, NJ, 07920,",195 MORRISTOWN ROAD,BASKING RIDE,NJ,07920,,"195 MORRISTOWN ROAD, BASKING RIDGE, NJ, 07920, United States",195 MORRISTOWN ROAD,BASKING RIDGE,NJ,7920.0,United States,,,,
CAZMAN LLC,LLC,Active,Ready for dissolution,1292168,2019-03-31,47 LIBERTY HILL,WETHERSFIELD,06109,CT,LAWCAR86@YAHOO.COM,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.2566667,,,,,,,,,,,,,,,,,,,,,,,,,
"DISCOVERING TIME, LLC",LLC,Active,Annual report past due,1292170,2021-03-31,204 LOVERS LN,FAIRFIELD,06824,CT,vinhaisr@gmail.com,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.2566667,United States,"Independent Artists, Writers, and Performers (711510)",711510.0,,,,,,,,,,,,,,,,,,,,,,
SL 50 UTOPIA ROAD LLC,LLC,Active,,1292171,2022-03-31,195 MORRISTOWN ROAD,BASKING RIDGE,07920,NJ,CHRISTINAKEDRA@SILVERMANGROUP.NET,Foreign,2018-12-03,DE,DE,False,False,False,False,False,,2021-11-10 00:12:28.2566667,United States,Nonresidential Property Managers (531312),531312.0,,,,2019-01-01,SL 50 UTOPIA ROAD LLC,United States,"195 MORRISTOWN ROAD  195 MORRISTOWN ROAD, BASKING RIDGE, NJ, 07920, United States",195 MORRISTOWN ROAD  195 MORRISTOWN ROAD,BASKING RIDGE,NJ,07920,United States,"195 MORRISTOWN ROAD, BASKING RIDGE, NJ, 07920, United States",195 MORRISTOWN ROAD,BASKING RIDGE,NJ,7920.0,United States,,,,
"209 SHERMAN-DEDO, LLC",LLC,Active,,1292173,2022-03-31,209 SHERMAN AVE,NEW HAVEN,06511,CT,ismetertas@gmail.com,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.2566667,United States,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,,,,
SL 227 PROGRESS DRIVE LLC,LLC,Active,,1292175,2022-03-31,195 MORRISTOWN ROAD,BASKING RIDGE,07920,NJ,CHRISTINAKEDRA@SILVERMANGROUP.NET,Foreign,2018-12-03,DE,DE,False,False,False,False,False,,2021-11-10 00:12:28.2566667,United States,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,2019-01-01,SL 227 PROGRESS DRIVE LLC,United States,"195 MORRISTOWN ROAD, BASKING RIDE, NJ, 07920, United States",195 MORRISTOWN ROAD,BASKING RIDE,NJ,07920,United States,"195 MORRISTOWN ROAD, BASKING RIDGE, NJ, 07920, United States",195 MORRISTOWN ROAD,BASKING RIDGE,NJ,7920.0,United States,,,,
"CESIL PROPERTIES, LLC",LLC,Active,,1292176,2022-03-31,96-98 POWHATAN ST.,PUTNAM,06260,CT,christopher_m_lee@mac.com,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.2566667,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,,,
GANNON BUILDERS LLC,LLC,Active,Ready for dissolution,1292178,2019-03-31,14 WALNUT ST,MILFORD,06461,CT,EFILE1234@INCFILE.COM,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.2566667,,,,,,,,,,,,,,,,,,,,,,,,,
THE HEARTS OF THE BROTHERHOOD LIMITED LIABILITY COMPANY,LLC,Active,Ready for dissolution,1292180,2019-03-31,301 BUSHY HILL RD,SIMSBURY,06070,CT,EFILE1234@INCFILE.COM,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.2733333,,,,,,,,,,,,,,,,,,,,,,,,,
EMILY ERB DESIGNS LLC,LLC,Active,Ready for dissolution,1292185,2019-03-31,40 LAUREL RD,NEW HAVEN,06515,CT,EFILE1234@INCFILE.COM,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.3033333,,,,,,,,,,,,,,,,,,,,,,,,,
SL 249 PROGRESS DRIVE LLC,LLC,Active,,1292186,2022-03-31,195 MORRISTOWN ROAD,BASKING RIDGE,07920,NJ,christinakedra@silvermangroup.net,Foreign,2018-12-03,DE,DE,False,False,False,False,False,,2021-11-10 00:12:28.3033333,United States,Lessors of Residential Buildings and Dwellings (531110),531312.0,,,,2019-01-01,SL 249 PROGRESS DRIVE LLC,United States,"195 MORRISTOWN ROAD  195 MORRISTOWN ROAD, BASKING RIDGE, NJ, 07920, United States",195 MORRISTOWN ROAD  195 MORRISTOWN ROAD,BASKING RIDGE,NJ,07920,United States,"195 MORRISTOWN ROAD, BASKING RIDGE, NJ, 07920, United States",195 MORRISTOWN ROAD,BASKING RIDGE,NJ,7920.0,United States,,,,
JAR PERFORMANCE SCIENCE LLC,LLC,Active,Ready for dissolution,1292187,2020-03-31,45 DRUMM RD,FAIRFIELD,06824,CT,EFILE1234@INCFILE.COM,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.3033333,United States,,,,,,,,,,,,,,,,,,,,,,,,
MCQUAID ENTERPRISES LLC,LLC,Active,Ready for dissolution,1292192,2019-03-31,38 PARLEY RD,RIDGEFIELD,06877,CT,EFILE1234@INCFILE.COM,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.3033333,,,,,,,,,,,,,,,,,,,,,,,,,
SSS TECHNOLOGY ADVISORS OF CONNECTICUT LLC,LLC,Active,,1292196,2022-03-31,4 ELCY WAY,SIMSBURY,06070,CT,svellore.ibm@gmail.com,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.3033333,United States,Computer Systems Design Services (541512),541512.0,,,,,,,,,,,,,,,,,,,,,,
SL 430 HAYDEN STATION ROAD LLC,LLC,Active,,1292197,2022-03-31,195 MORRISTOWN ROAD,BASKING RIDGE,07920,NJ,christinakedra@silvermangroup.net,Foreign,2018-12-03,DE,DE,False,False,False,False,False,,2021-11-10 00:12:28.3033333,United States,Lessors of Residential Buildings and Dwellings (531110),531312.0,,,,2019-01-01,SL 430 HAYDEN STATION ROAD LLC,United States,"195 MORRISTOWN ROAD  195 MORRISTOWN ROAD, BASKING RIDE, NJ, 07920,",195 MORRISTOWN ROAD  195 MORRISTOWN ROAD,BASKING RIDE,NJ,07920,,"195 MORRISTOWN ROAD, BASKING RIDGE, NJ, 07920, United States",195 MORRISTOWN ROAD,BASKING RIDGE,NJ,7920.0,United States,,,,
PARADISE RECORDS LLC,LLC,Active,Ready for dissolution,1292198,2020-03-31,31 OLGA AVE,WINDSOR,06095,CT,EFILE1234@INCFILE.COM,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.3033333,United States,,,,,,,,,,,,,,,,,,,,,,,,
SL 436 HAYDEN STATION ROAD LLC,LLC,Active,,1292200,2022-03-31,195 MORRISTOWN ROAD,BASKING RIDGE,07920,NJ,christinakedra@silvermangroup.net,Foreign,2018-12-03,DE,DE,False,False,False,False,False,,2021-11-10 00:12:28.3033333,United States,Lessors of Residential Buildings and Dwellings (531110),531312.0,,,,2019-01-01,SL 436 HAYDEN STATION ROAD LLC,United States,"195 MORRISTOWN ROAD  195 MORRISTOWN ROAD, BASKING RIDE, NJ, 07920,",195 MORRISTOWN ROAD  195 MORRISTOWN ROAD,BASKING RIDE,NJ,07920,,"195 MORRISTOWN ROAD, BASKING RIDGE, NJ, 07920, United States",195 MORRISTOWN ROAD,BASKING RIDGE,NJ,7920.0,United States,,,,
SL 460 HAYDEN STATION ROAD LLC,LLC,Active,,1292201,2022-03-31,195 MORRISTOWN ROAD,BASKING RIDGE,07920,NJ,christinakedra@silvermangroup.net,Foreign,2018-12-03,DE,DE,False,False,False,False,False,,2021-11-10 00:12:28.3033333,United States,Lessors of Residential Buildings and Dwellings (531110),531312.0,,,,2019-01-01,SL 460 HAYDEN STATION ROAD LLC,United States,"195 MORRISTOWN ROAD, BASKING RIDGE, NJ, 07920, United States",195 MORRISTOWN ROAD,BASKING RIDGE,NJ,07920,United States,"195 MORRISTOWN ROAD, BASKING RIDGE, NJ, 07920, United States",195 MORRISTOWN ROAD,BASKING RIDGE,NJ,7920.0,United States,,,,
WATERMELON LLC,LLC,Active,,1292202,2022-03-31,5065 MAIN STREET,TRUMBULL,06611,CT,Anvarbartend@gmail.com,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.3500000,United States,Snack and Nonalcoholic Beverage Bars (722515),711510.0,,,,,,,,,,,,,,,,,,,,,,
SL 118 SANRICO DRIVE LLC,LLC,Active,,1292205,2022-03-31,195 MORRISTOWN ROAD,BASKING RIDGE,07920,NJ,christinakedra@silvermangroup.net,Foreign,2018-12-03,DE,DE,False,False,False,False,False,,2021-11-10 00:12:28.3500000,United States,Lessors of Residential Buildings and Dwellings (531110),531312.0,,,,2019-01-01,SL 118 SANRICO DRIVE LLC,United States,"195 MORRISTOWN ROAD  195 MORRISTOWN ROAD, BASKING RIDGE, NJ, 07920, United States",195 MORRISTOWN ROAD  195 MORRISTOWN ROAD,BASKING RIDGE,NJ,07920,United States,"195 MORRISTOWN ROAD, BASKING RIDGE, NJ, 07920, United States",195 MORRISTOWN ROAD,BASKING RIDGE,NJ,7920.0,United States,,,,
QUINNIPIAC BASEBALL BOOSTER COMPANY,Non-Stock,Active,,1292206,2022-12-03,299 WASHINGTON AVENUE SUITE 18S,HAMDEN,06518,CT,castodiok@gmail.com,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.3500000,United States,Sports Teams and Clubs (711211),711211.0,castodiok@gmail.com,,,,,,,,,,,,,,,,,,,,,
SL 135 SHELDON ROAD LLC,LLC,Active,,1292207,2022-03-31,195 MORRISTOWN ROAD,BASKING RIDGE,07920,NJ,CHRISTINAKEDRA@SILVERMANGROUP.NET,Foreign,2018-12-03,DE,DE,False,False,False,False,False,,2021-11-10 00:12:28.3500000,United States,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531312.0,,,,2019-01-01,SL 135 SHELDON ROAD LLC,United States,"195 MORRISTOWN ROAD, BASKING RIDGE, NJ, 07920, United States",195 MORRISTOWN ROAD,BASKING RIDGE,NJ,07920,United States,"195 MORRISTOWN ROAD, BASKING RIDGE, NJ, 07920, United States",195 MORRISTOWN ROAD,BASKING RIDGE,NJ,7920.0,United States,,,,
J&J PROPERTIES LLC,LLC,Active,,1292208,2022-03-31,349 W MAIN ST,NEW BRITAIN,06052,CT,angelosmarket349@gmail.com,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.3500000,United States,Nonresidential Property Managers (531312),531312.0,,,,,,,,,,,,,,,,,,,,,,
"CLARUS TECH PARTNERS, INC.",Non-Stock,Active,Annual report due,1292214,2021-12-03,SOUNDVIEW PLAZA 1266 E MAIN STREET,STAMFORD,06902,CT,christine@clarustechpartners.com,Foreign,2018-12-03,DE,DE,False,False,False,False,False,,2021-11-10 00:12:28.3500000,United States,Administrative Management and General Management Consulting Services (541611),541611.0,,,,2019-01-01,"CLARUS TECH PARTNERS, INC.",United States,,,,,,,,,,,,,,,,
POWELL AND COMPANY LLC,LLC,Active,Ready for dissolution,1292218,2019-03-31,29 MAPLE STREET,MIDDLETOWN,06457,CT,MTPOWELL93@GMAIL.COM,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.3500000,,,,,,,,,,,,,,,,,,,,,,,,,
SA VARGAS LLC,LLC,Active,Ready for dissolution,1292219,2019-03-31,67 LOWLAND AVE,WATERBURY CT,06706,CT,SIVARGAS00@GMAIL.COM,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.3833333,,,,,,,,,,,,,,,,,,,,,,,,,
SUNNY HILLSIDE LLC,LLC,Active,,1292220,2022-03-31,"501 MAIN STREET, SUITE 2A",MONROE,06468,CT,jessica@sollillc.com,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.3833333,United States,Administrative Management and General Management Consulting Services (541611),541611.0,,,,,,,,,,,,,,,,,,,,,,
"ALMO VETERINARY SERVICES, PC",Stock,Active,Annual report due,1292222,2021-12-03,2364 FOXON ROAD,NORTH BRANFORD,06471,CT,peteralmo@gmail.com,Domestic,2018-12-03,CT,Connecticut,True,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.3833333,United States,Veterinary Services (541940),,wnealley@rudmanwinchell.com,20000.0,,,,,,,,,,,,,,,,,,,,
NO BOUNDS LLC,LLC,Active,Ready for dissolution,1292223,2020-03-31,13 TWIN RIDGE RD,NEW MILFORD,06776,CT,ECHRISTIAN.ARMSTRONG@GMAIL.COM,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.3833333,United States,,,,,,,,,,,,,,,,,,,,,,,,
GILDA MARIA GUTIERREZ CRISTIANES LLC,LLC,Active,Ready for dissolution,1292225,2019-03-31,25 JAMES ST,DANBURY,06810,CT,ESTEVEZKATIUSCA@GMAIL.COM,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.3833333,,,,,,,,,,,,,,,,,,,,,,,,,
RADON RID LLC,LLC,Active,Ready for dissolution,1292226,2019-03-31,45 HOLLAND AVE,GROTON,06340,CT,RADONRIDCT@GMAIL.COM,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.3833333,,,,,,,,,,,,,,,,,,,,,,,,,
SAM & BROTHERS GENERAL SERVICES LLC,LLC,Active,Ready for dissolution,1292227,2020-03-31,106 FRANCIS AV FL 1,HARTFORD,06106,CT,MYPUBLICMAIL10@GMAIL.COM,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.3833333,,,,,,,,,,,,,,,,,,,,,,,,,
GOMES STEFANO DETAIL LLC,LLC,Active,Ready for dissolution,1292228,2019-03-31,19 MOSS AVENUE,DANBURY,06810,CT,,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.3833333,,,,,,,,,,,,,,,,,,,,,,,,,
MOYAMOYA FOUNDATION CO.,Non-Stock,Active,Annual report due,1292229,2021-12-03,133 SOKOL RD,SOMERS,06071,CT,wwarren@moyamoya-foundation.org,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.3833333,United States,Other Grantmaking and Giving Services (813219),813219.0,,,,,,,,,,,,,,,,,,,,,,
SIERRA LANDSCAPING & SNOW REMOVAL LLC,LLC,Active,,1292230,2022-03-31,38 NATICK ST.,HARTFORD,06106,CT,sierralandscapingandsnow@gmail.com,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.3833333,United States,Landscape Architectural Services (541320),541320.0,,,,,,,,,,,,,,,,,,,,,,
RIVERVIEW PROPERTIES PLUS LLC,LLC,Active,Ready for dissolution,1292231,2019-03-31,66 RIVERVIEW DRIVE,STAMFORD,06902,CT,,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.3833333,,,,,,,,,,,,,,,,,,,,,,,,,
L & H CLEANING SERVICES LLC,LLC,Dissolved,,1292232,2019-03-31,192 OAKLAND STREET,BRISTOL,06010,CT,USACCOUNTING@YAHOO.COM,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.3833333,,,,,,2020-12-18T00:00:00.000,,,,,,,,,,,,,,,,,,,
TWO SISTERS HOUSE CLEANING LLC,LLC,Active,Ready for dissolution,1292233,2019-03-31,43 ROSE ST.,HARTFORD,06106,CT,ANICEIAMARTINS2018@GMAIL.COM,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.3833333,,,,,,,,,,,,,,,,,,,,,,,,,
CORVERA LLC,LLC,Active,,1292234,2022-03-31,143 SOUTHPOND RD,SOUTH GLASTONBURY,06073,CT,DGysling@cox.net,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.3833333,United States,Engineering Services (541330),541330.0,,,,,,,,,,,,,,,,,,,,,,
CRE NET LLC,LLC,Active,Ready for dissolution,1292235,2019-03-31,"C/O JUDITH HAMER, 100 REDDING ROAD 2325",REDDING,06896,CT,HAMER.JILL@GMAIL.COM,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.3833333,United States,,,,,,,,,,,,,,,,,,,,,,,,
63 BIRCH STREET LLC,LLC,Active,,1292237,2022-03-31,44 FARNHAM RD  44 FARNHAM RD,WEST HARTFORD,06119,CT,doherty123450@yahoo.com,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:12:28.3833333,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,,,
NANA'S HOME ANGELS LLC,LLC,Active,,1292238,2022-03-31,548 NEW BRITAIN AVE 3RD FLOOR,HARTFORD,06106,CT,Nanashomeangels@gmail.com,Domestic,2018-12-03,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:12:28.9766667,United States,Home Health Care Services (621610),621610.0,,,,,,,,,,,,,,,,,,,,,,
CLINICAL CONSULTATION AND MEDIATION LLC,LLC,Active,,1292239,2022-03-31,2558 WHITNEY AVENUE FIRST FLOOR,HAMDEN,06518,CT,cartier.journeys@gmail.com,Domestic,2018-12-03,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:12:28.9766667,United States,Offices of Mental Health Practitioners (except Physicians) (621330),621330.0,,,,,,,,,,,,,,,,,,,,,,
LISLEY CLEANING SERVICES LLC,LLC,Active,Ready for dissolution,1292240,2019-03-31,43 ROSE ST.,HARTFORD,06106,CT,LISLEYCAIRES@HOTMAIL.COM,Domestic,2018-12-03,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:12:28.9766667,,,,,,,,,,,,,,,,,,,,,,,,,
T & H TRUCKING SOLUTIONS  LLC,LLC,Active,,1292241,2022-03-31,171 FALLS TER,OAKVILLE,06779,CT,thtruckingsolutions@gmail.com,Domestic,2018-12-03,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:28.9766667,United States,"General Freight Trucking, Local (484110)",484110.0,,,,,,,,,,,,,,,,,,,,,,
SOPAH LLC,LLC,Dissolved,,1292242,2022-03-31,57 DUNHAM ST,NORWICH,06360,CT,sonekim2018@yahoo.com,Domestic,2018-12-03,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:12:28.9766667,United States,All Other General Merchandise Stores (452319),452319.0,,,2021-07-20T00:00:00.000,,,,,,,,,,,,,,,,,,,
