name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,total_authorized_shares,create_dt,billingcountry,naics_code,naics_sub_code,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,dissolution_date,category_survey_email_address,billing_unit,date_of_organization_meeting
"OASIS BILINGUAL COUNSELING SERVICES, LLC",LLC,Active,Ready for dissolution,1262414,2020-03-31,682 PROSPECT AVENUE,HARTFORD,06105,CT,obcs@yahoo.com,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.8700000,United States,,,,,,,,,,,,,,,,,,,,,
KRONA TRANSPORTATION LLC,LLC,Dissolved,,1262415,2021-03-31,11 KING ARTHUR DR UNIT 7C,NIANTIC,06357,CT,924473@gmail.com,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.8700000,United States,"General Freight Trucking, Long-Distance, Truckload (484121)",484121.0,,,,,,,,,,,,,,,,2020-12-21T00:00:00.000,,,
"BACKSTAGE, LLC",LLC,Active,Ready for dissolution,1262416,2019-03-31,"DANBURY FAIR MALL , 7 BACKUS AVE.",DANBURY,06810,CT,JADASON.JG@GMAIL.COM,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.8700000,,,,,,,,,,,,,,,,,,,,,,
"CORVO INTERIORS, LLC",LLC,Active,,1262417,2022-03-31,43 LAKESIDE AVE.,MIDDLETOWN,06457,CT,jcorvo456@gmail.com,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.8700000,United States,Residential Remodelers (236118),236118.0,,,,,,,,,,,,,,,,,,,
"SANTA FE DEVELOPMENT, LLC",LLC,Active,Ready for dissolution,1262418,2019-03-31,351 DELAVAN AVE,GREENWICH,06830,CT,BRUCEDUKE@COMCAST.NET,Foreign,2018-02-01,NJ,NJ,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.8700000,,,,2018-02-01,"SANTA FE DEVELOPMENT, LLC",,"30 FRENEAU AVE SUITE B5, MATAWAN, NJ, 07747,",30 FRENEAU AVE SUITE B5,MATAWAN,NJ,07747,,"30 FRENEAU AVE SUITE B5, MATAWAN, NJ,",30 FRENEAU AVE SUITE B5,MATAWAN,NJ,,,,,,
"RISHAAN, LLC",LLC,Active,,1262419,2022-03-31,25 PEPIN PLACE,SOUTH WINDSOR,06074,CT,chirag_tala2001@yahoo.com,Domestic,2018-02-01,CT,Connecticut,False,False,True,False,False,,,2021-11-10 00:10:22.8700000,United States,Supermarkets and Other Grocery (except Convenience) Stores (445110),445110.0,,,,,,,,,,,,,,,,,,,
"KINTSUGI GLOBAL PARTNERS, LLC",LLC,Active,,1262420,2022-03-31,43 CORBIN DRIVE,DARIEN,06820,CT,kevinscottkerr@mac.com,Domestic,2018-02-01,CT,Connecticut,False,False,False,True,False,,,2021-11-10 00:10:22.8700000,United States,Other Sound Recording Industries (512290),512290.0,,,,,,,,,,,,,,,,,,,
AMENDMENT XVIII LLC,LLC,Active,Ready for dissolution,1262421,2020-03-31,151 NORTH NOB HILL RD. SUITE 339,FORT LAUDERDALE,33324,FL,INFO@AMENDMENTXVIII.COM,Domestic,2018-02-01,FL,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.8700000,United States,,,,,,,,,,,,,,,,,,,,,
LIFEICONIC STUDIO LLC,LLC,Active,,1262423,2022-03-31,28 SHORT BEACH RD,EAST HAVEN,06512,CT,Heidi@lifeiconicstudio.com,Domestic,2018-02-01,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:22.9000000,United States,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,,,,,,,,,,,,,,,,,,,
VALE SPORTS CLUB INC.,Stock,Active,,1262424,2022-06-09,1280 NEWFIELD ST.,MIDDLETOWN,06457,CT,JEREMY@VALESC.COM,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,1000.0,2021-11-10 00:10:22.9000000,United States,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,,,,,,,,,,,,,,,,,,,
BLUECARE CLEANING SERVICES LLC,LLC,Active,,1262425,2022-03-31,93 PADANARAM ROAD,DANBURY,06811,CT,bluecarecleaning@gmail.com,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9000000,United States,Janitorial Services (561720),,,,,,,,,,,,,,,,,,,,
JESS CREMINS PHOTO & VIDEO LLC,LLC,Active,Annual report past due,1262430,2021-03-31,5 BLACK POINT RD APT 5B,NIANTIC,06357,CT,jesscremins@gmail.com,Domestic,2018-02-01,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:22.9000000,United States,"Photography Studios, Portrait (541921)",541921.0,,,,,,,,,,,,,,,,,,,
EXPRESS LIMO SERVICE LLC,LLC,Active,Ready for dissolution,1262431,2019-03-31,223 TOWER AVE,HARTFORD,06120,CT,GEUXUBER@GMAIL.COM,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9000000,,,,,,,,,,,,,,,,,,,,,,
SILVAMORA FLOORING SERVICES LLC,LLC,Active,,1262432,2022-03-31,22 EDMONDS ST,OLD SAYBROOK,06475,CT,silvamoura@gmail.com,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9000000,United States,Flooring Contractors (238330),238330.0,,,,,,,,,,,,,,,,,,,
"NEW ENGLAND MARKETING GROUP, LLC",LLC,Active,Annual report past due,1262434,2021-03-31,355 SAW MILL RD,GUILFORD,06437,CT,prbichun@gmail.com,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9000000,United States,Wholesale Trade Agents and Brokers (425120),425120.0,,,,,,,,,,,,,,,,,,,
"SOUTH ENERGY INVESTMENTS, LLC",LLC,Active,,1262435,2022-03-31,3 ROSELL DRIVE,BALLSTON LAKE,12019,NY,kayla@corpcreations.com,Foreign,2018-02-01,MA,MA,False,False,False,False,False,,,2021-11-10 00:10:22.9000000,United States,All Other Personal Services (812990),812990.0,2018-02-02,"SOUTH ENERGY INVESTMENTS, LLC",United States,"32A HARVARD AVENUE, #6, BROOKLINE, MA, 02446,","32A HARVARD AVENUE, #6",BROOKLINE,MA,02446,,"32A HARVARD AVENUE, #6, BROOKLINE, MA, 02446, United States","32A HARVARD AVENUE, #6",BROOKLINE,MA,02446,United States,,,,
"KENT LEVACK, LLC",LLC,Active,,1262436,2022-03-31,133 WORTHINGTON POINT RD,BERLIN,06037,CT,klevack@comcast.net,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9000000,United States,Finish Carpentry Contractors (238350),,,,,,,,,,,,,,,,,,,,
"MASTERS OF CLEANING AND HOME IMPROVEMENT, LLC",LLC,Active,Ready for dissolution,1262439,2020-03-31,787 FARMINGTON AVENUE,WEST HARTFORD,06119,CT,ERAB1962@YAHOO.COM,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9000000,United States,,,,,,,,,,,,,,,,,,,,,
"OFF PRICE WHOLESALERS, LLC",LLC,Active,,1262440,2022-03-31,39 CARRIAGE DR,CHESHIRE,06410,CT,ballegrini@aol.com,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9000000,United States,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers (424330)",424330.0,,,,,,,,,,,,,,,,,,,
SPECIAL ED TUTORING CT LLC,LLC,Dissolved,,1262441,2021-03-31,65 HIGHLAND TERRACE,NEW BRITAIN,06053,CT,ctinaangelina@gmail.com,Domestic,2018-02-01,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:22.9000000,United States,Educational Support Services (611710),611710.0,,,,,,,,,,,,,,,,2021-03-11T00:00:00.000,,,
"OFF PRICE OUTLETS, LLC",LLC,Active,,1262442,2022-03-31,39 CARRIAGE DRIVE,CHESHIRE,06410,CT,ballegrini@aol.com,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9000000,United States,Women's Clothing Stores (448120),448120.0,,,,,,,,,,,,,,,,,,,
CACHE RIDES LLC,LLC,Active,,1262444,2022-03-31,45 OSBORNE ST,DANBURY,06810,CT,fmgrocery999@gmail.com,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9500000,United States,All Other Personal Services (812990),,,,,,,,,,,,,,,,,,,,
ELIZABETH FIFI FOUNDATION INC.,Non-Stock,Active,Annual report past due,1262446,2021-07-14,2717 COMMERCIAL CENTER BLVD SUITE E 200,KATY,77494,TX,NICKINGFOREVER@GMAIL.COM,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9500000,United States,Other Social Advocacy Organizations (813319),813319.0,,,,,,,,,,,,,,,,,,,
"DROPSKY, LLC",LLC,Active,Ready for dissolution,1262448,2019-03-31,4 JEANETTE ST,DANBURY,06811,CT,DROPSKYLLC@HOTMAIL.COM,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9500000,,,,,,,,,,,,,,,,,,,,,,
SEEDLING REAL ESTATE INVESTMENT LLC,LLC,Active,,1262449,2022-03-31,2 HIRAM LANE 2 HIRAM LANE,BLOOMFIELD,06002,CT,seedlingrei@gmail.com,Domestic,2018-02-01,CT,Connecticut,True,True,True,False,False,,,2021-11-10 00:10:22.9500000,United States,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,,
ROSEMARK INDUSTRIES LLC,LLC,Active,Ready for dissolution,1262450,2019-03-31,33 EDGERTON STREET,EAST HAMPTON,06424,CT,ROSEMARKINDUSTRIES@COMCAST.NET,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9500000,,,,,,,,,,,,,,,,,,,,,,
SY EMERSON LLC,LLC,Active,,1262451,2022-03-31,33 EMERSON ST,NORWALK,06855,CT,Yari@usherov.com,Domestic,2018-02-01,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:22.9500000,United States,Other Financial Vehicles (525990),525990.0,,,,,,,,,,,,,,,,,,,
SCHONHEIM LLC,LLC,Active,Ready for dissolution,1262452,2019-03-31,500 ELLSWORTH AVE.,NEW HAVEN,06511,CT,INFO@SCHONHEIM.COM,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9500000,,,,,,,,,,,,,,,,,,,,,,
VM SERVICES LLC,LLC,Active,,1262459,2022-03-31,39 LOCKWOOD AVE,STAMFORD,06902,CT,ctusa15@gmail.com,Domestic,2018-02-01,CT,Connecticut,False,False,True,False,False,,,2021-11-10 00:10:22.9500000,United States,Administrative Management and General Management Consulting Services (541611),541611.0,,,,,,,,,,,,,,,,,,,
D HOMES LLC,LLC,Active,,1262997,2022-03-31,6 WELDON WOODS ROAD,NEW FAIRFIELD,06812,CT,sev.dauti@hotmail.com,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:21.6666667,United States,Residential Remodelers (236118),,,,,,,,,,,,,,,,,,,,
GIRLS GONE MOWING LLC,LLC,Active,Ready for dissolution,1263814,2020-03-31,369 ELLA GRASSO TURN PIKE RD,"WINDSOR LOCKS, CT",06096,CT,jesschristian84@aol.com,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:20.2300000,United States,,,,,,,,,,,,,,,,,,,,,
"MINUTEMEN YOUTH WRESTLING, INC.",Non-Stock,Active,,1263815,2022-02-01,105 ELLSWORTH BOULEVARD,BERLIN,06037,CT,mikelukaszewski75@gmail.com,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:20.2300000,United States,Sports and Recreation Instruction (611620),611620.0,,,,,,,,,,,,,,,,,,,
"NO NONSENSE FUNCTIONAL TRAINING, LLC",LLC,Active,Ready for dissolution,1263817,2020-03-31,91 SHELTON AVENUE,NEW HAVEN,06511,CT,notices@vcorpservices.com,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:20.2300000,United States,,,,,,,,,,,,,,,,,,,,,
"77 DENVER PLACE, LLC",LLC,Active,Annual report past due,1263818,2021-03-31,77 DENVER PLACE,WATERBURY,06708,CT,denverplaceauto@hotmail.com,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:20.2300000,United States,All Other Automotive Repair and Maintenance (811198),811198.0,,,,,,,,,,,,,,,,,,,
"DENVER PLACE AUTO SALVAGE, LLC",LLC,Active,Annual report past due,1263819,2021-03-31,86 DENVER PLACE,WATERBURY,06708,CT,denverplaceauto@hotmail.com,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:20.2300000,United States,All Other Automotive Repair and Maintenance (811198),811198.0,,,,,,,,,,,,,,,,,,,
"TWO SYCAMORE WAY REALTY, LLC",LLC,Active,Annual report past due,1263820,2021-03-31,31 BUSINESS PARK DRIVE,BRANFORD,06405,CT,ceweberjr@gmail.com,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:20.2300000,United States,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,,,,,,,,,,,,,,,,,,,
PREVIEWLABS INC.,Stock,Active,Ready for dissolution,1263822,2019-02-01,157 CHURCH STREET 19TH FLOOR,NEW HAVEN,06510,CT,,Foreign,2018-02-01,DE,DE,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:20.2300000,,,,2018-01-01,PREVIEWLABS INC.,,,,,,,,,,,,,,,,,
VIR2AL TECH LLC,LLC,Active,,1263823,2022-03-31,109 PINE HILL RD.,AVON,06001,CT,pablo.lema@vir2altech.com,Domestic,2018-02-01,CT,Connecticut,False,False,True,False,False,,,2021-11-10 00:10:20.2300000,United States,Engineering Services (541330),541330.0,,,,,,,,,,,,,,,,,,,
"PURESOURCE, LLC",LLC,Active,,1263824,2022-03-31,190 ROBBINS AVE,NEWINGTON,06111,CT,kelly@puresourcect.com,Domestic,2018-02-01,CT,Connecticut,True,False,False,False,False,,,2021-11-10 00:10:20.2300000,United States,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,,,,,,,,,,,,,,,,,,,
"CERTFIED CLEANERS COMPANY, LLC.",LLC,Dissolved,,1262453,2019-03-31,123 NATCHAUG DRIVE,MERIDEN,06320,CT,BGDBROKER@GMAIL.COM,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:57.4833333,,,,,,,,,,,,,,,,,,,2019-01-04T00:00:00.000,,,
"ABM BEAUTY, LLC",LLC,Dissolved,,1262348,2019-03-31,45 RIDGEVIEW AVENUE,GREENWICH,06830,CT,AMICH131@HOTMAIL.COM,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:06.7500000,,,,,,,,,,,,,,,,,,,2019-03-21T00:00:00.000,,,
"ROUSSO HOLDINGS, LLC",LLC,Dissolved,,1262353,2019-03-31,96 LOUNSBURY RD,TRUMBULL,06611,CT,JGR86303@GMAIL.COM,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:16.5466667,,,,,,,,,,,,,,,,,,,2018-03-12T00:00:00.000,,,
GRANITE STREET TRADING LLC,LLC,Dissolved,,1262355,2019-03-31,15 TITICUS CT,RIDGEFIELD,06877,CT,RMANGANIELLO359@GMAIL.COM,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:29.9633333,,,,,,,,,,,,,,,,,,,2018-10-18T00:00:00.000,,,
CONCHA AQUAPONIC SOLUTIONS,LLC,Dissolved,,1262354,2019-03-31,100 WEST CAMPUS DRIVE,ORANGE,06477,CT,INFO@CONCHAAQUAPONICS.COM,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:06:18.3933333,,,,,,,,,,,,,,,,,,,2018-05-25T00:00:00.000,,,
"DHC CONSULTING, LLC",LLC,Dissolved,,1262402,2020-03-31,12 BEARDSLEY RD.,SHELTON,06484,CT,SEAEAGLEOBX@COMCAST.NET,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:04:08.2133333,United States,,,,,,,,,,,,,,,,,,2019-09-11T00:00:00.000,,,
"CHUGACH TECHNICAL AND EDUCATIONAL SOLUTIONS, LLC",LLC,Withdrawn,,1262404,2019-03-31,3800 CENTERPOINT DRIVE SUITE 1200,ANCHORAGE,99503,AK,LICENSING@CHUGACHGOV.COM,Foreign,2018-02-01,AK,AK,False,False,False,False,False,,,2021-11-10 00:04:09.5400000,,,,2018-02-05,"CHUGACH TECHNICAL AND EDUCATIONAL SOLUTIONS, LLC",,,,,,,,,,,,,,,,,
G FOX & COMPANY HARTFORD LLC,LLC,Dissolved,,1262408,2019-03-31,100 PEARL STREET 14TH FLOOR,HARTFORD,06103,CT,MATTHEW.GREENE@GREENEHARTFORD.COM,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:04:17.6700000,,,,,,,,,,,,,,,,,,,2018-04-20T00:00:00.000,,,
250 COMMERCE CIRCLE LLC,LLC,Dissolved,,1262370,2019-03-31,250 COMMERCE CIRCLE,NEW BRITAIN,06051,CT,DSIRACUSA@SIRACUSAMOVING.COM,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:04:46.3433333,,,,,,,,,,,,,,,,,,,2019-02-28T00:00:00.000,,,
"EXPORTACIONES AMERICANAS, LLC.",LLC,Dissolved,,1262390,2020-03-31,12 PRATT STREET 12 PRATT STREET,EAST HARTFORD,06118,CT,ROSAEILEENLEO@HOTMAIL.COM,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:07.2333333,,,,,,,,,,,,,,,,,,,2019-01-08T00:00:00.000,,,
"MELANIN IN STEM, LLC",LLC,Dissolved,,1262010,2019-03-31,74 HAMILTON DR.,MANCHESTER,,CT,MELANININSTEM@GMAIL.COM,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:00.7933333,,,,,,,,,,,,,,,,,,,2020-04-28T00:00:00.000,,,
DARRIEUX CONSTRUCTION SERVICES LLC,LLC,Dissolved,,1262443,2019-03-31,62 PEMBERWICK RD,GREENWICH,06831,CT,NSMAICON@HOTMAIL.COM,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:00.2000000,,,,,,,,,,,,,,,,,,,2018-08-01T00:00:00.000,,,
IMAGE OF LIGHT MENTAL HEALTH SERVICES LLC,LLC,Dissolved,,1261993,2019-03-31,53 BURNWOOD DRIVE,BLOOMFIELD,06002,CT,MHAYNESAPRN@GMAIL.COM,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:13.2966667,,,,,,,,,,,,,,,,,,,2020-06-03T00:00:00.000,,,
"THE PILE HIGH, LLC",LLC,Dissolved,,1262398,2019-03-31,305 SUNNYBANK AVE.,STRATFORD,06614,CT,KEVIN061584@HOTMAIL.COM,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:32.0800000,,,,,,,,,,,,,,,,,,,2020-07-27T00:00:00.000,,,
WERPOKE GREENWICH LLC,LLC,Dissolved,,1262400,2019-03-31,40 S. OLMSTEAD LANE,RIDGEFIELD,06877,CT,GEISEN74@GMAIL.COM,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:31.3933333,,,,,,,,,,,,,,,,,,,2018-12-17T00:00:00.000,,,
"JENNIFER A. BOYCE, D.M.D., PLLC",LLC,Dissolved,,1263821,2020-03-31,53 NORTH STREET,DANBURY,06810,CT,JENNIFERABOYCE@HOTMAIL.COM,Domestic,2018-02-01,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:05:48.9800000,United States,,,,,,,,,,,,,,,,,,2020-03-30T00:00:00.000,,,
"59 LAKE SHORE DR, LLC",LLC,Active,Ready for dissolution,1262026,2019-03-31,59 LAKE SHORE DRIVE,MIDDLEFIELD,06455,CT,B.ABILDGAARD@LEEDCONSTRUCTION.ORG,Domestic,2018-02-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.2300000,,,,,,,,,,,,,,,,,,,,,,
HIP STOP CLOTHING LLC,LLC,Active,Ready for dissolution,1262047,2019-03-31,693 PARK ST,HARTFORD,06106,CT,HIPSTOP757@YAHOO.COM,Domestic,2018-02-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.2600000,,,,,,,,,,,,,,,,,,,,,,
"AMAZON LOGISTICS, INC.",Stock,Active,,1262050,2022-02-02,410 TERRY AVE. NORTH,SEATTLE,98109,WA,Compliancemail@cscinfo.com,Foreign,2018-02-02,DE,DE,False,False,False,False,False,,,2021-11-10 00:10:22.2600000,United States,All Other Transit and Ground Passenger Transportation (485999),485999.0,2018-01-25,"AMAZON LOGISTICS, INC.",United States,,,,,,,,,,,,,,,,
"US ARCHITECTURAL RECLAMATION, INC.",Stock,Active,Ready for dissolution,1262068,2019-02-02,6 MARLBOROUGH ROAD,NORWALK,06851,CT,philiplaw933@gmail.com,Domestic,2018-02-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,100.0,2021-11-10 00:10:22.3066667,,,,,,,,,,,,,,,,,,,,,,
"CODESMASH, LLC",LLC,Active,Ready for dissolution,1262070,2019-03-31,168 ALDEN AVE,NEW HAVEN,06515,CT,KATIHOME@GMAIL.COM,Domestic,2018-02-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.3066667,,,,,,,,,,,,,,,,,,,,,,
ILIRIDA EUROPEAN MARKET CORP.,Stock,Active,Ready for dissolution,1262075,2020-02-02,41 MERIDEN RD,WATERBURY,06705,CT,Arlindrugova@yahoo.com,Domestic,2018-02-02,CT,Connecticut,True,False,False,False,False,Failure to file Annual Report,20000.0,2021-11-10 00:10:22.8533333,United States,Convenience Stores (445120),445120.0,,,,,,,,,,,,,,,,,,,
"TRACE3, LLC",LLC,Active,,1262102,2022-03-31,7565 IRVINE CENTER DR STE 200,IRVINE,92618,CA,KASHYA.JONES@CSCGLOBAL.COM,Foreign,2018-02-02,CA,CA,False,False,False,False,False,,,2021-11-10 00:10:22.9000000,United States,All Other Information Services (519190),519190.0,2018-03-01,"TRACE3, LLC",United States,"7565 IRVINE CENTER DR STE 300, IRVINE, CA, 92618, United States",7565 IRVINE CENTER DR STE 300,IRVINE,CA,92618,United States,"7565 IRVINE CENTER DR STE 200, IRVINE, CA, 92618, United States",7565 IRVINE CENTER DR STE 200,IRVINE,CA,92618,United States,,,,
"226 EAST CANAAN ROAD, LLC",LLC,Active,,1262124,2022-03-31,226 EAST CANAAN ROAD,NORTH CANAAN,06018,CT,croninexcavation@hotmail.com,Domestic,2018-02-02,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:22.9500000,United States,Lessors of Other Real Estate Property (531190),,,,,,,,,,,,,,,,,,,,
"ONE TALCOTT PARTNERS, LLC",LLC,Active,Ready for dissolution,1262126,2019-03-31,"C/O LAZ INVESTMENTS, LLC 15 LEWIS STREET",HARTFORD,06103,CT,,Domestic,2018-02-02,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:22.9500000,,,,,,,,,,,,,,,,,,,,,,
RJL-2 PROPERTIES LLC,LLC,Active,,1262133,2022-03-31,17 BAYFRONT CT S,SAINT PETERSBURG,33711,FL,renee.leary@comcast.net,Domestic,2018-02-02,FL,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:20.1833333,United States,Other Activities Related to Real Estate (531390),531390.0,,,,,,,,,,,,,,,,,,,
CHRIS PHONE REPAIRS LLC,LLC,Active,Annual report past due,1262134,2021-03-31,510 PARK ST,HARTFORD,06106,CT,510repairs@gmail.com,Domestic,2018-02-02,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:20.1833333,United States,Consumer Electronics Repair and Maintenance (811211),811211.0,,,,,,,,,,,,,,,,,,,
BRAGA SYSTEMS INC.,Stock,Active,,1262135,2022-02-02,23 WILLIS AVENUE,SYOSSET,11791,NY,mtorres@mpcpallc.com,Foreign,2018-02-02,NY,NY,False,False,False,False,False,,,2021-11-10 00:10:20.1833333,United States,Other Services to Buildings and Dwellings (561790),,2018-01-26,BRAGA SYSTEMS INC.,United States,,,,,,,,,,,,,,,,
TEKSCAPE INC.,Stock,Active,,1262137,2022-02-02,131 W 35TH ST 5TH FL,NEW YORK,10001,NY,tiare.taylor@claconnect1.com,Foreign,2018-02-02,DE,DE,False,False,False,False,False,,,2021-11-10 00:10:20.1833333,United States,Other Electronic and Precision Equipment Repair and Maintenance (811219),811219.0,2018-02-02,TEKSCAPE INC.,United States,,,,,,,,,,,,,,,,
BIAH USA INC.,Stock,Active,Ready for dissolution,1262138,2020-02-02,1030 SALEM RD,UNION,07083,NJ,hchica@mpcpallc.com,Foreign,2018-02-02,DE,DE,False,False,False,False,False,Failure to file Annual Report,,2021-11-10 00:10:20.1833333,United States,,,2018-01-29,BIAH USA INC.,United States,,,,,,,,,,,,,,,,
"VKB HOME RESTORATION, LLC",LLC,Active,,1262155,2022-03-31,46 JOBS HILL ROAD,ELLINGTON,06029,CT,vernbahler@att.net,Domestic,2018-02-02,CT,Connecticut,False,False,False,False,False,,,2021-11-10 00:10:20.2133333,United States,Residential Remodelers (236118),236118.0,,,,,,,,,,,,,,,,,,,
