name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,naics_sub_code,total_authorized_shares,create_dt,sub_status,reason_for_administrative,dissolution_date,began_transacting_in_ct,business_name_in_state_country,country_formation,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,mailing_jurisdiction_country,category_survey_email_address,billing_unit,date_of_organization_meeting
TURNER TRIBE LLC,LLC,Active,1259245,2019-03-31,202 ROUTE 2A,PRESTON,,06365,CT,EFILE1234@INCFILE.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:16.9166667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
DT MANAGEMENT & CONSULTING LLC,LLC,Active,1259246,2021-03-31,48 LOCUST RD,GREENWICH,United States,06831,CT,processing@mycorporation.com,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),541618.0,,2021-11-10 00:10:16.9166667,Annual report past due,,,,,,,,,,,,,,,,,,,,
"GRACEFUL TOUCH INVESTORS, LLC",LLC,Active,1259247,2022-03-31,93 HOMESTEAD AVE,STRATFORD,United States,06615,CT,stevenson203@yahoo.com,Domestic,2018-01-02,CT,Connecticut,False,False,True,False,False,Other Activities Related to Real Estate (531390),531390.0,,2021-11-10 00:10:16.9166667,,,,,,,,,,,,,,,,,,,,,
MCMI LLC,LLC,Active,1259248,2020-03-31,195 LINCOLN DRIVE,GLASTONBURY,,06033,CT,MICHAEL.C.MANDELL@GMAIL.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:16.9166667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
RG PROPERTY MANAGEMENT LLC,LLC,Active,1259250,2022-03-31,1211 RACEBROOK ROAD,WOODBRIDGE,United States,06525,CT,steveg@rgproperty.net,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,Other Personal and Household Goods Repair and Maintenance (811490),811490.0,,2021-11-10 00:10:16.9166667,,,,,,,,,,,,,,,,,,,,,
MYBLOX INC.,Stock,Active,1259251,2020-01-02,9 MOTT AVE SUITE 301,NORWALK,,06850,CT,chris.patrona@wmmcap.com,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,18000.0,2021-11-10 00:10:16.9166667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
MAIN STREET HONG KONG CAFE INC,Stock,Active,1259252,2022-01-02,3580 MAIN STREET,STRATFORD,United States,06614,CT,YHTAXINC@GMAIL.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,Full-Service Restaurants (722511),722511.0,200.0,2021-11-10 00:10:16.9166667,,,,,,,,,,,,,,,,,,,,,
PERSANIX LLC,LLC,Active,1259253,2022-03-31,153 BOSTON POST ROAD # 106,EAST LYME,United States,06333,CT,jpersano@persanix.com,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,Software Publishers (511210),511210.0,,2021-11-10 00:10:16.9166667,,,,,,,,,,,,,,,,,,,,,
"RF CONSULTING, LLC",LLC,Active,1259255,2022-03-31,10 TRUMBULL LANE,WEST HARTFORD,United States,06117,CT,rfishman@pasiusa.com,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",,,2021-11-10 00:10:16.9166667,,,,,,,,,,,,,,,,,,,,,
EGLC LLC,LLC,Active,1259257,2021-03-31,PO BOX 960,RIVERSIDE,United States,06878,CT,erin@cornerharvest.com,Foreign,2018-01-02,DE,DE,False,False,False,False,False,Food Service Contractors (722310),722310.0,,2021-11-10 00:10:16.9166667,Annual report past due,,,2018-01-02,EGLC LLC,United States,"300 DELAWARE AVENUE SUITE 210-A, WILMINGTON, DE, 19801, United States",300 DELAWARE AVENUE SUITE 210-A,WILMINGTON,DE,19801.0,United States,"300 DELAWARE AVENUE SUITE 210-A, WILMINGTON, DE, 19801,",300 DELAWARE AVENUE SUITE 210-A,WILMINGTON,DE,19801.0,,,,
21 WARD LLC,LLC,Active,1259258,2020-03-31,50 GILLETT STREET L01,HARTFORD,United States,06105,CT,JDEUTSCH@BHPM.US,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:16.9166667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
PV FAMILY OFFICE LLC,LLC,Active,1259260,2022-03-31,195 CHURCH STREET - 15TH FL,NEW HAVEN,United States,06510,CT,joseph@pvfamilyoffice.com,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,"Corporate, Subsidiary, and Regional Managing Offices (551114)",551114.0,,2021-11-10 00:10:16.9166667,,,,,,,,,,,,,,,,,,,,,
"JEFFREY S. BULLOCK AND ASSOC., LLC",LLC,Active,1259261,2022-03-31,17  STANLEY ST. 1 1,WOLCOTT,United States,06716,CT,jeffbull50@gmail.com,Domestic,2018-01-02,CT,Connecticut,False,True,False,False,False,"Specialized Freight (except Used Goods) Trucking, Local (484220)",484220.0,,2021-11-10 00:10:16.9166667,,,,,,,,,,,,,,,,,,,,,
44 NEW BRITAIN LLC,LLC,Active,1259262,2020-03-31,50 GILLETT STREET L01,HARTFORD,United States,06105,CT,JDEUTSCH@BHPM.US,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:16.9166667,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
NUVAZON LLC,LLC,Active,1259264,2019-03-31,127 HAMPTON CT,NEWINGTON,,06111,CT,MALIK.ANSARI@GMAIL.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5100000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
CAMLY INSURANCE LLC,LLC,Active,1259266,2022-03-31,120 BOSTON POST ROAD,MILFORD,United States,06460,CT,camlyinsurance@gmail.com,Domestic,2018-01-02,CT,Connecticut,True,False,False,False,False,Insurance Agencies and Brokerages (524210),524210.0,,2021-11-10 00:10:17.5100000,,,,,,,,,,,,,,,,,,,,,
LINDSEY VICTORIA PHOTOGRAPHY LLC,LLC,Active,1259267,2020-03-31,60 NORTH STREET,LITCHFIELD,United States,06759,CT,LINDSEYVICTORIAPHOTOGRAPHY@GMAIL.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5100000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
PELLE DOLCE AESTHETICS EH LLC,LLC,Active,1259269,2019-03-31,310 MAIN STREET SUITE 2B,EAST HAVEN,,06512,CT,PELLEDOLCEA@GMAIL.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5100000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
YOUR CRYPTO SOLUTION LLC,LLC,Active,1259273,2022-03-31,135 PERRY AVE,NORWALK,United States,06850,CT,larrynancy111@gmail.com,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,Investment Advice (523930),,,2021-11-10 00:10:17.5100000,,,,,,,,,,,,,,,,,,,,,
"GMR MARIN MANSORY & PAINTING, LLC",LLC,Active,1259274,2020-03-31,8 LAKE AVE APT 3,DANBURY,United States,06810,CT,GALLETAMARIN@YAHOO.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5100000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"ALL THINGS GREAT & SMALL GROWERS, LLC",LLC,Active,1259275,2020-03-31,233 NEWFIELD EXTENSION,WEST HARTFORD,,06110,CT,REPORTS@CORPNET.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5100000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
UNCOMMON 777 LLC,LLC,Active,1259276,2019-03-31,777 ECHO LAKE ROAD 777 ECHO LAKE ROAD,WATERTOWN,,06795,CT,GEISE_JASON@YAHOO.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5100000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
AXELA MANAGEMENT LLC,LLC,Active,1259277,2022-03-31,61 INTERSTATE LANE,WATERBURY,United States,06705,CT,YR@AXELAGROUP.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,,2021-11-10 00:10:17.5100000,,,,,,,,,,,,,,,,,,,,,
LAURA SELLS CT LLC,LLC,Active,1259278,2020-03-31,700 ANDREWS WAY APARTMENT 305,SOUTH WINDSOR,,06074,CT,LAURA@LAURASELLSCT.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5100000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
MATTATUCK PROPERTY GROUP LLC,LLC,Active,1259279,2022-03-31,61 INTERSTATE LANE,WATERBURY,United States,06705,CT,yr@axelagroup.com,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,Nonresidential Property Managers (531312),531312.0,,2021-11-10 00:10:17.5100000,,,,,,,,,,,,,,,,,,,,,
"INTERFAITH PARTNERSHIP FOR REFUGEE RESETTLEMENT, INC.",Non-Stock,Active,1259280,2020-01-02,No information provided,,,,,VAHUTCH@ATT.NET,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5100000,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,,,
111 FOREST LLC,LLC,Active,1259281,2022-03-31,4 CEDAR POND RD,WESTPORT,United States,06880,CT,Petikebacsika@hotmail.com,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,Lessors of Other Real Estate Property (531190),531190.0,,2021-11-10 00:10:17.5100000,,,,,,,,,,,,,,,,,,,,,
"AUTOARCHEOLOGIST, LLC",LLC,Active,1259282,2019-03-31,133 BALLFALL ROAD,MIDDLETOWN,,06457,CT,PHRANCESSZEWCZYK@YAHOO.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5100000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
LESSER GLOBAL CONSULTING INC,B Corp,Active,1259283,2022-01-02,59 LIBERTY STREET UNIT 34,STAMFORD,United States,06902,CT,robert.dean.lesser@gmail.com,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,Tax Preparation Services (541213),541213.0,10000.0,2021-11-10 00:10:17.5400000,,,,,,,,,,,,,,,,,,,,,
ROYCE INTERNATIONAL EDUCATION LLC,LLC,Active,1259284,2019-03-31,26 HARVEST HILL RD,WEST SIMSBURY,,06092,CT,NANCYWANPING@HOTMAIL.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5400000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"STRATEGIC MOVES, LLC",LLC,Active,1259285,2019-03-31,27 STONEBRIDGE LANE,WEST HARTFORD,,06107,CT,JEANNETTEDEJESUS@GMAIL.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5400000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
5 STAR FLOORING CORPORATION,Stock,Active,1259286,2022-01-02,49A 3RD AVENUE EXT 49A 3RD AVENUE EXT,WEST HAVEN,United States,06516,CT,5starflooringcorp@gmail.com,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,Flooring Contractors (238330),238330.0,1000.0,2021-11-10 00:10:17.5400000,,,,,,,,,,,,,,,,,,,,,
"THE ROASTING LAB, LLC",LLC,Active,1259287,2022-03-31,190 SANFORD PLACE,STRATFORD,United States,06614,CT,timprimeau@gmail.com,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,Coffee and Tea Manufacturing (311920),611430.0,,2021-11-10 00:10:17.5400000,,,,,,,,,,,,,,,,,,,,,
WOMEN ON A  MISSION LLC,LLC,Active,1259288,2022-03-31,19 GLORIA ST 19 GLORIA ST,WINDSOR,United States,06095,CT,womenonamissionllc@gmail.com,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,Other Management Consulting Services (541618),,,2021-11-10 00:10:17.5400000,,,,,,,,,,,,,,,,,,,,,
PL SOLUTIONS LLC,LLC,Active,1259289,2022-03-31,50 BRIDGE STREET APT 202,SHELTON,United States,06484,CT,plsolutionsllc@outlook.com,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,Other Computer Related Services (541519),541519.0,,2021-11-10 00:10:17.5400000,,,,,,,,,,,,,,,,,,,,,
"JSC PAINTING & POWERWASHING, LLC",LLC,Active,1259290,2019-03-31,89 TOLLAND ROAD,BOLTON,,06043,CT,SCOTTS.COLTS@ATT.NET,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5400000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
THE LANDSCAPE COMPANY LLC,LLC,Active,1259291,2019-03-31,9 GILBERT ST,WEST HAVEN,,06516,CT,THELANDSCAPECOMPANY9@GMAIL.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5400000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
151 CHESTNUT HOLDINGS  LLC,LLC,Active,1259292,2020-03-31,1 BISHOP LANE,MADISON,United States,06443,CT,BBELENARDO@PECCORP.US,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5400000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"WATERSIDE GREENWICH, LLC",LLC,Active,1259293,2022-03-31,20 WATCHTOWER LANE,OLD GREENWICH,United States,06870,CT,jsong88@gmail.com,Domestic,2018-01-02,CT,Connecticut,False,False,True,False,False,Residential Property Managers (531311),531311.0,,2021-11-10 00:10:17.5400000,,,,,,,,,,,,,,,,,,,,,
"UNDERGROUND PRINTING - CONNECTICUT, LLC",LLC,Active,1259294,2022-03-31,"260 METTY DR, SUITE G",ANN ARBOR,United States,48103,MI,kim@undergroundshirts.com,Domestic,2018-01-02,MI,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),452319.0,,2021-11-10 00:10:17.5400000,,,,,,,,,,,,,,,,,,,,,
BR DRYWALL LLC,LLC,Active,1259295,2019-03-31,16 MOUNT PLEASANT RD,WEST HAVEN,,06516,CT,ATLANTISLLC@GMAIL.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5400000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
MUKTESH OM CORPORATION,Stock,Active,1259296,2022-01-02,360 BLOOMFIELD AVE SUITE 301,WINDSOR,United States,06095,CT,vmistry@mukteshom.com,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,Other Scientific and Technical Consulting Services (541690),541690.0,5000.0,2021-11-10 00:10:17.5400000,,,,,,,,,,,,,,,,,,,,,
J&C HOMES  LLC,LLC,Active,1259297,2020-03-31,230 GAY HILL RD,UNCASVILLE,United States,06382,CT,JLIZARDI20@GMAIL.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5400000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
"THEO RAYMOND & SONS, LLC",LLC,Active,1259298,2022-03-31,3 ROCKWELL TERRACE,NORWICH,United States,06360,CT,cohenquarters@gmail.com,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,Residential Property Managers (531311),531311.0,,2021-11-10 00:10:17.5400000,,,,,,,,,,,,,,,,,,,,,
S & K SERVICE LLC,LLC,Active,1259299,2022-03-31,31 CROCKER AVE,WEST HARTFORD,United States,06110,CT,CARLOSRKIRCHHEIM@GMAIL.COM,Domestic,2018-01-02,CT,Connecticut,False,False,True,False,False,"General Freight Trucking, Long-Distance, Truckload (484121)",,,2021-11-10 00:10:17.5400000,,Failure to file Annual Report,,,,,,,,,,,,,,,,,marinholn@hotmail.com,,
STO HOP LLC,LLC,Active,1259300,2019-03-31,177 NORTH STATE STREET,ANSONIA,,06401,CT,AIVYSANDERS@AOL.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5400000,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
WOODFIRE KITCHEN L.L.C,LLC,Active,1259301,2019-03-31,90 ELM STREET 90 ELM STREET,ENFIELD,,06082,CT,OWILSON@WOODFIREK.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
HI HOME IMPROVEMENT LLC,LLC,Active,1259302,2021-03-31,19 COUNTRY RIDGE DR,SHELTON,United States,06484,CT,HIHOMEIMP@GMAIL.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,Residential Remodelers (236118),,,2021-11-10 00:10:17.5733333,Annual report past due,,,,,,,,,,,,,,,,,,,,
"DESCO CARPENTRY SERVICES, LLC",LLC,Active,1259303,2022-03-31,14 EVA CIRCLE,VERNON,United States,06066,CT,desco1@comcast.net,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,Finish Carpentry Contractors (238350),238350.0,,2021-11-10 00:10:17.5733333,,,,,,,,,,,,,,,,,,,,,
"OB CHRISTY, LLC",LLC,Active,1259304,2022-03-31,1672 EAST GUN HILL ROAD,BRONX,United States,10469,NY,globaltransnow@aol.com,Foreign,2018-01-02,NY,NY,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,,2021-11-10 00:10:17.5733333,,,,2018-01-02,"OB CHRISTY, LLC",United States,"1672 EAST GUN HILL ROAD, BRONX, NY, 10469, United States",1672 EAST GUN HILL ROAD,BRONX,NY,10469.0,United States,"1672 EAST GUN HILL ROAD, BRONX, NY, 10469,",1672 EAST GUN HILL ROAD,BRONX,NY,10469.0,,,,
PEK LEASING LLC,LLC,Active,1259305,2019-03-31,41 LITTLE PUNK UP ROAD,OXFORD,,06478,CT,PAULYSHOES@AOL.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
FOM PROPERTY MAINTENANCE LLC,LLC,Active,1259306,2019-03-31,21 HIGH ST,STAMFORD,,06902,CT,SERVIEXPRESS2008@HOTMAIL.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
SOMMERFIELD PROPERTIES LLC,LLC,Active,1259307,2022-03-31,422 PITKIN HOLLOW,TRUMBULL,United States,06611,CT,bakonydr@sbcglobal.net,Domestic,2018-01-02,CT,Connecticut,True,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),531110.0,,2021-11-10 00:10:17.5733333,,,,,,,,,,,,,,,,,,,,,
"DRAGONFLY TRANSFORMATIONS, INC",Non-Stock,Active,1259309,2020-01-02,No information provided,,,,,PJ0827@GMAIL.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5733333,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,,,
"COSH'S OFFICE CLEANING SERVICE, LLC",LLC,Active,1259310,2019-03-31,7 CARRIAGE DRIVE,SEYMOUR,,06483,CT,MATTCOSCIELLO@GMAIL.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
CENTRAL DELI AND GAS LLC,LLC,Active,1259312,2022-03-31,1204 STANLEY STREET 1204 STANLEY STREET,NEW BRITAIN,United States,06051,CT,ABDULGHANI.ALTAHRI@YAHOO.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,Convenience Stores (445120),,,2021-11-10 00:10:17.5733333,,,,,,,,,,,,,,,,,,,,,
SORRENTO FINE WOODWORK LLC,LLC,Active,1259313,2022-03-31,17 SORRENTO RD,WALLINFORD,United States,06492,CT,Sorrentobld42@gmail.com,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,Wood Kitchen Cabinet and Countertop Manufacturing (337110),337110.0,,2021-11-10 00:10:17.5733333,,,,,,,,,,,,,,,,,,,,,
SHIPIN FOODS LLC,LLC,Dissolved,1259314,2021-03-31,1289 FOXON RD,NORTH BRANFORD,United States,06471,CT,MYTAXINFO338@GMAIL.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,Caterers (722320),722320.0,,2021-11-10 00:10:17.5733333,,,2021-05-22T00:00:00.000,,,,,,,,,,,,,,,,,,
JEANETTE ANDROMEDA LLC,LLC,Active,1259315,2020-03-31,220 BROAD STREET UNIT 3,PLAINVILLE,United States,06062,CT,JEANETTE.ART@GMAIL.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
REO SOLUTIONS CORP.,Stock,Active,1259316,2020-01-02,No information provided,,,,,DMILNE@HOULIHANLAWRENCE.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,1000.0,2021-11-10 00:10:17.5733333,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,,,
TECH TOOLS LLC,LLC,Active,1259317,2022-03-31,29 REDER RD,NORTHFIELD,United States,06778,CT,techtool74@yahoo.com,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,All Other General Merchandise Stores (452319),452319.0,,2021-11-10 00:10:17.5733333,,,,,,,,,,,,,,,,,,,,,
PICHE' CONTRACTORS LLC,LLC,Active,1259319,2019-03-31,240 EAST WASHINGTON RD.,TERRYVILLE,,06786,CT,PICHECONTRACTORS@GMAIL.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5733333,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,
TIGER FAMILY LLC,LLC,Active,1259321,2021-03-31,16192 COASTAL HWY,LEWES,United States,19958,DE,mh@delsol.com.tw,Foreign,2018-01-02,DE,DE,False,False,False,False,False,Professional and Management Development Training (611430),611430.0,,2021-11-10 00:10:17.5733333,Annual report past due,,,2018-01-02,TIGER FAMILY LLC,United States,"16192 COASTAL HWY, LEWES, DE, 19958, United States",16192 COASTAL HWY,LEWES,DE,19958.0,United States,"16192 COASTAL HWY, LEWES, DE, 19958,",16192 COASTAL HWY,LEWES,DE,19958.0,,,,
"THE PETAL PRESERVATION CO., LLC",LLC,Active,1259322,2022-03-31,13 CAROL DRIVE,NORWALK,United States,06851,CT,info@petalpreservation.com,Domestic,2018-01-02,CT,Connecticut,True,False,False,False,False,All Other Miscellaneous Store Retailers (except Tobacco Stores) (453998),453998.0,,2021-11-10 00:10:17.5733333,,,,,,,,,,,,,,,,,,,,,
GQM LLC,LLC,Active,1259323,2022-03-31,76 TOWN HILL RD BLDG BACK,TERRYVILLE,United States,06786,CT,gqarmory@gmail.com,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing (332994)",332994.0,,2021-11-10 00:10:17.6200000,,,,,,,,,,,,,,,,,,,,,
ASHEE RESOURCES LLC,LLC,Active,1259324,2021-03-31,65 GREEN HILL RD,ORANGE,United States,06477,CT,asheeshop@gmail.com,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),454110.0,,2021-11-10 00:10:17.6200000,Annual report past due,,,,,,,,,,,,,,,,,,,,
"CLEARVIEW ST. 77, LLC",LLC,Dissolved,1259487,2020-03-31,120 WEST RD,WATERTOWN,United States,06795,CT,cd@dzinskipolzellcpa.com,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:19.4500000,,,2021-02-02T00:00:00.000,,,,,,,,,,,,,,,,,,
67 ADELAIDE LLC,LLC,Dissolved,1259490,2020-03-31,120 WEST RD.,WATERTOWN,United States,06795,CT,cd@dzinskipolzellacpa.com,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:19.4966667,,,2021-02-02T00:00:00.000,,,,,,,,,,,,,,,,,,
"JESSICA DANIELLE PHOTOGRAPHY, LLC",LLC,Dissolved,1260297,2019-03-31,34 SUMMIT DRIVE,WALLINGFORD,,06492,CT,JDGOJUKPHOTOGRAPHG@GMAIL.COM,Domestic,2018-01-02,CT,Connecticut,False,False,False,False,False,,,,2021-11-10 00:10:17.5400000,Ready for dissolution,Failure to file Annual Report,2021-09-23T00:00:00.000,,,,,,,,,,,,,,,,,,
BLUE MIND HOMES LLC,LLC,Withdrawn,1260302,2021-03-31,118 CHENEY LN,COVENTRY,United States,06238,CT,Cindyharrigan@comcast.net,Foreign,2018-01-02,NV,NV,False,False,False,False,False,Other Activities Related to Real Estate (531390),531390.0,,2021-11-10 00:10:17.5400000,,,,2017-12-05,BLUE MIND HOMES LLC,United States,"4730 S. FORT APACHE RD SUITE 300, LAS VEGAS, NV, 89126, United States",4730 S. FORT APACHE RD SUITE 300,LAS VEGAS,NV,89126.0,United States,"4730 S. FORT APACHE RD SUITE 300, LAS VEGAS, NV, 89126, United States",4730 S. FORT APACHE RD SUITE 300,LAS VEGAS,NV,89126.0,United States,,,
