name,business_type,status,sub_status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,reason_for_administrative,create_dt,billingcountry,naics_code,naics_sub_code,began_transacting_in_ct,business_name_in_state_country,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,total_authorized_shares,country_formation,mailing_jurisdiction_country,office_in_jurisdiction_country,category_survey_email_address,dissolution_date,billing_unit,date_of_organization_meeting
MAKOS AQUATICS RECREATION LLC,LLC,Active,,1286432,2022-03-31,43 HIGH STREET,EAST HAVEN,06512,CT,makosaquaticsrec@gmail.com,Domestic,2018-10-01,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:29.1500000,United States,Sports Teams and Clubs (711211),711211.0,,,,,,,,,,,,,,,,,,,,
"MAR BROTHERS TRUCKING, LLC",LLC,Active,,1286433,2022-03-31,252 PRISCILLA ST,BRIDGEPORT,06610,CT,marbrotherstrucking@gmail.com,Domestic,2018-10-01,CT,Connecticut,False,True,True,False,False,,2021-11-10 00:08:29.1500000,United States,General Warehousing and Storage (493110),493110.0,,,,,,,,,,,,,,,,,,,,
TR AND SON ELECTRIC LLC,LLC,Active,,1286434,2022-03-31,267 PLAIN HILL RD,NORWICH,06360,CT,TRANDSONELECTRICLLC@YAHOO.COM,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1500000,United States,Electrical Contractors and Other Wiring Installation Contractors (238210),238210.0,,,,,,,,,,,,,,,,,,,,
ORBE'S HERITAGE FARM LLC,LLC,Active,,1286435,2022-03-31,1459 ROUTE 163,OAKDALE,06370,CT,orbesheritagefarm@gmail.com,Domestic,2018-10-01,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:29.1500000,United States,Beef Cattle Ranching and Farming (112111),112120.0,,,,,,,,,,,,,,,,,,,,
"JRV CONTRACTING, LLC",LLC,Active,Ready for dissolution,1286437,2020-03-31,363 WEED AVENUE,STAMFORD,06902,CT,JRVCONTRACTING@OUTLOOK.COM,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:29.1500000,,,,,,,,,,,,,,,,,,,,,,,
"THE ASSOCIATION FOR THE UNITED STATES ARMY, INC.",Non-Stock,Active,,1286438,2022-10-01,2425 WILSON BLVD,ARLINGTON,22201,VA,nonprofit@harborcompliance.com,Foreign,2018-10-01,DC,DC,False,False,False,False,False,,2021-11-10 00:08:29.1500000,United States,Other Grantmaking and Giving Services (813219),813219.0,2018-02-09,ASSOCIATION FOR THE UNITED STATES ARMY (THE),,,,,,,,,,,,United States,,,,,,
"DWELL IN DESIGN ARCHITECTURE, LLC",LLC,Active,,1286439,2022-03-31,70 MEADOW HILLS DRIVE,GUILFORD,06347,CT,dwellindesignarchitecture@gmail.com,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1500000,United States,Architectural Services (541310),541310.0,,,,,,,,,,,,,,,,,,,,
"KAREN GRAY, LLC",LLC,Active,,1286440,2022-03-31,235 LEXINGTON ROAD,GLASTONBURY,06033,CT,karengrayconsultant@gmail.com,Domestic,2018-10-01,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:29.1500000,United States,Educational Support Services (611710),611710.0,,,,,,,,,,,,,,,,,,,,
RG PROPERTIES FOUNTAIN LLC,LLC,Active,,1286441,2022-03-31,254 TOWPATH LANE,CHESHIRE,06410,CT,Friedmangadi@gmail.com,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1966667,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,
RG PROPERTIES WEST ROCK LLC,LLC,Active,,1286442,2022-03-31,254 TOWPATH LANE,CHESHIRE,06410,CT,Friedmangadi@gmail.com,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1966667,United States,Lessors of Residential Buildings and Dwellings (531110),531110.0,,,,,,,,,,,,,,,,,,,,
REMODELING BY MATT LLC,LLC,Active,Ready for dissolution,1286443,2019-03-31,78 INGRAHAM STREET,BRISTOL,,CT,REMODELINGBYMATTHEW@GMAIL.COM,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:29.1966667,,,,,,,,,,,,,,,,,,,,,,,
VANIR INNOVATIONS LLC,LLC,Active,,1286444,2022-03-31,197 HULLS HILL RD,SOUTHBURY,06488,CT,wayne@vanirinnovations.com,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1966667,United States,Other Computer Related Services (541519),541519.0,,,,,,,,,,,,,,,,,,,,
WILLIAMS & BASSOLI LLP,LLP,Active,,1286445,2022-10-01,132 MAIN STREET SUITE 2A,SOUTHINGTON,06489,CT,willowtreewellnessct@gmail.com,Domestic,2018-10-01,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:29.1966667,United States,Outpatient Mental Health and Substance Abuse Centers (621420),621420.0,,,,,,,,,,,,,,,,,,,,
SIGNATURE EQUIPOVISION LLC,LLC,Active,,1286447,2022-03-31,4222 W ALAMOS AVENUE SUITE 104,FRESNO,93722,CA,Compliancemail@cscinfo.com,Foreign,2018-10-01,CA,CA,False,False,False,False,False,,2021-11-10 00:08:29.1966667,United States,Electronic Shopping and Mail-Order Houses (454110),454110.0,2017-05-07,SIGNATURE EQUIPOVISION LLC,"4222 W ALAMOS AVENUE SUITE 104, FRESNO, CA, 93722,",4222 W ALAMOS AVENUE SUITE 104,FRESNO,CA,93722,"4222 W ALAMOS AVENUE SUITE 104, FRESNO, CA, 93722, United States",4222 W ALAMOS AVENUE SUITE 104,FRESNO,CA,93722,,United States,,United States,,,,
"PETER TAYLOR, LLC",LLC,Active,,1286448,2022-03-31,801 PROSPECT STREET,WETHERSFIELD,06109,CT,pkowalczyk@thazoo.com,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1966667,United States,All Other Business Support Services (561499),561499.0,,,,,,,,,,,,,,,,,,,,
KPM ANALYTICS NORTH AMERICA CORPORATION,Stock,Active,Ready for dissolution,1286449,2019-10-01,113 CEDAR STREET,MILFORD,01757,MA,,Foreign,2018-10-01,DE,DE,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:29.1966667,,,,2018-07-01,KPM ANALYTICS NORTH AMERICA CORPORATION,,,,,,,,,,,,,,,,,,
"STRICKLY GOOD EATZ, LLC",LLC,Active,Annual report past due,1286450,2021-03-31,9 CHURCHILL RD,DANBURY,06811,CT,ChefSiimba101@gmail.com,Domestic,2018-10-01,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:08:29.1966667,United States,Limited-Service Restaurants (722513),722513.0,,,,,,,,,,,,,,,,,,,,
"FACADESX OF CT, INC.",Stock,Active,First report past due,1286451,2020-10-01,No information provided,,,,MATT@FACADESX.COM,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1966667,,,,,,,,,,,,,,,,100.0,,,,,,,
"GMR VERNON, LLC",LLC,Active,,1286452,2022-03-31,2 BETHESDA METRO CENTER SUITE 440,BETHESDA,20814,MD,CLS-CTARMSevidence@wolterskluwer.com,Foreign,2018-10-01,DE,DE,False,False,False,False,False,,2021-11-10 00:08:29.1966667,,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),531120.0,2018-10-01,"GMR VERNON, LLC","2 BETHESDA METRO CENTER SUITE 440, BETHESDA, MD, 20814, United States",2 BETHESDA METRO CENTER SUITE 440,BETHESDA,MD,20814,"2 BETHESDA METRO CENTER SUITE 440, BETHESDA, MD, 20814, United States",2 BETHESDA METRO CENTER SUITE 440,BETHESDA,MD,20814,,United States,United States,United States,,,,
ATZENTRIC LLC,LLC,Active,Annual report past due,1286455,2021-03-31,3 RICHMOND DRIVE,DARIEN,06820,CT,rupask77@gmail.com,Domestic,2018-10-01,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:08:29.1966667,United States,Other Computer Related Services (541519),,,,,,,,,,,,,,,,,,,,,
"MEAN CARLENE PRODUCTIONS, LLC",LLC,Active,Ready for dissolution,1286456,2019-03-31,19 BAYARD AVENUE,NORTH HAVEN,06473,CT,JWGONZALEZ@JWGLLP.COM,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:29.1966667,,,,,,,,,,,,,,,,,,,,,,,
"JOURNEY TO LEARN, LLC",LLC,Active,Ready for dissolution,1286457,2019-03-31,898 ETHAN ALLEN HIGHWAY UNIT #2,RIDGEFIELD,06877,CT,TJOHNSON@JOURNEYTOLEARN.ORG,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:29.1966667,,,,,,,,,,,,,,,,,,,,,,,
"JMD SERVICES, LLC",LLC,Active,,1286458,2022-03-31,12 FAIRVIEW STREET,IVORYTON,06442,CT,tdsailfast@yahoo.com,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1966667,United States,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) (813990)",813990.0,,,,,,,,,,,,,,,,,,,,
AN BOIL INC,Stock,Active,,1286459,2022-10-01,756 CHAPEL STREET,NEW HAVEN,06510,CT,kaffcocoinc@gmail.com,Domestic,2018-10-01,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:29.1966667,United States,Full-Service Restaurants (722511),722511.0,,,,,,,,,,,,,200.0,,,,,,,
TGBA CONSULTING LLC,LLC,Active,,1286460,2022-03-31,68 GREAT HILL ROAD,RIDGEFIELD,06877,CT,tgbaconsulting@gmail.com,Domestic,2018-10-01,CT,Connecticut,False,True,False,False,False,,2021-11-10 00:08:29.2433333,United States,Other Management Consulting Services (541618),541618.0,,,,,,,,,,,,,,,,,,,,
"LSCAP OFFICE, LLC",LLC,Active,,1286461,2022-03-31,"21 WEST MAIN STREET, 6TH FLOOR",WATERBURY,06702,CT,dj@mgslawct.com,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.2433333,United States,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),,,,,,,,,,,,,,,,,,,,,
SOLO INDUSTRIES LLC,LLC,Active,Ready for dissolution,1286463,2020-03-31,346 RAYMOND HILL RD,UNCASVILLE,06382,CT,SOLOINDUSTRIES210@GMAIL.COM,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:29.2433333,United States,,,,,,,,,,,,,,,,,,,,,,
"GRACE & COMPANY SIGNATURE EVENTS, LLC",LLC,Active,Ready for dissolution,1286466,2020-03-31,39 RIVER ROAD,COLCHESTER,06415,CT,gracesignatureevents@gmail.com,Domestic,2018-10-01,CT,Connecticut,True,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:29.2433333,United States,"Promoters of Performing Arts, Sports, and Similar Events without Facilities (711320)",711320.0,,,,,,,,,,,,,,,,,,,,
PINE AND PALM ADVISORS LLC,LLC,Active,Ready for dissolution,1286467,2019-03-31,72 HURDLE FENCE DRIVE,AVON,06001,CT,TAYLOR@PINEANDPALMADVISORS.COM,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:29.2433333,,,,,,,,,,,,,,,,,,,,,,,
ERI CONSULTING LLC,LLC,Active,,1286469,2022-03-31,18 OLD FITCH HILL RD. UNIT B12,UNCASVILLE,06382,CT,eibr_02@sbcglobal.net,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.2433333,United States,Administrative Management and General Management Consulting Services (541611),541611.0,,,,,,,,,,,,,,,,,,,,
"MILANO VEGAN PROVISIONS, LLC",LLC,Active,Ready for dissolution,1286470,2019-03-31,2389 MAIN ST. STE 100,GLASTONBURY,06033,CT,NE@NORTHWESTREGISTEREDAGENT.COM,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:29.2433333,,,,,,,,,,,,,,,,,,,,,,,
BECA'S CAKES AND CATERING LLC,LLC,Active,Ready for dissolution,1286471,2019-03-31,1051 WOLCOTT ST,WATERBURY,06705,CT,BECASCAKESANDCATERING@YAHOO.COM,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:29.2433333,,,,,,,,,,,,,,,,,,,,,,,
"FORGING FOUNDATIONS, INC.",Non-Stock,Active,,1286473,2022-09-07,730 BOUND LINE RD,WOLCOTT,06716,CT,BEVELICH@GMAIL.COM,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.2433333,United States,Apprenticeship Training (611513),611513.0,,,,,,,,,,,,,,,,,,,,
"JOSE F DOMINGUEZ AGENCY, LLC",LLC,Active,Ready for dissolution,1286474,2019-03-31,87 W MAIN ST,NEW BRITAIN,06051,CT,JOSEFDOMINGUEZ@OUTLOOK.COM,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:29.2433333,,,,,,,,,,,,,,,,,,,,,,,
YOUR COMFORT ZONE LLC,LLC,Dissolved,,1286475,2021-03-31,29 HUDSON STREET,EAST HARTFORD,06108,CT,Pryan2223@gmail.com,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.2433333,United States,"Sewing, Needlework, and Piece Goods Stores (451130)",451130.0,,,,,,,,,,,,,,,,,,2020-11-30T00:00:00.000,,
JASON LIVE PRODUCTIONS LLC,LLC,Active,Ready for dissolution,1286479,2020-03-31,144 MIMOSA CIRCLE,RIDGEFIELD,06877,CT,JAS0NLIVE@HOTMAIL.COM,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:29.2433333,United States,,,,,,,,,,,,,,,,,,,,,,
KARP GROUP LLC,LLC,Active,,1286488,2022-03-31,3 MULBERRY LN.,AVON,06001,CT,desire.karp@gmail.com,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.7600000,United States,Marketing Consulting Services (541613),541613.0,,,,,,,,,,,,,,,,,,,,
TOBAR CONSTRUCTION LLC,LLC,Active,Ready for dissolution,1286489,2019-03-31,102 LINCOLN AVE,BRIDGEPORT,06605,CT,MULTISERVICIOSHISP@GMAIL.COM,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:29.7600000,,,,,,,,,,,,,,,,,,,,,,,
SJC PROPERTY MAINTENANCE AND LANDSCAPING LLC,LLC,Active,Annual report past due,1286490,2021-03-31,291 SOUNDVIEW AVE,STRATFORD,06615,CT,Dgomez1480@gmail.com,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.7600000,United States,Landscaping Services (561730),561730.0,,,,,,,,,,,,,,,,,,,,
"SUITE SOLUTIONS, LLC",LLC,Withdrawn,,1286505,2019-03-31,901 S 15TH ST #1605,ARLINGTON,22202,VA,JJ@MYSUITSOLUTIONS.COM,Foreign,2018-10-01,VA,VA,False,False,False,False,False,,2021-11-10 00:08:29.7900000,,,,2017-01-01,"SUITE SOLUTIONS, LLC","901 S 15TH ST #1605, ARLINGTON, VA, 22202,",901 S 15TH ST #1605,ARLINGTON,VA,22202,"PO BOX 2160, SPRINGFIELD, VA, 22152,",PO BOX 2160,SPRINGFIELD,VA,22152,,,,,,,,
"SANDVIKS CRATE, INC.",Stock,Active,,1286508,2022-10-01,4 Mountainview Ter,Danbury,06810-4116,CT,linda.fletcher@sandviks.com,Foreign,2018-10-01,DE,DE,False,False,False,False,False,,2021-11-10 00:08:29.7900000,United States,Book Publishers (511130),511130.0,2016-10-01,"SANDVIKS CRATE, INC.",,,,,,,,,,,,United States,,,,,Suite 200,
"MOTTA POOL & PATIO, LLC",LLC,Active,Ready for dissolution,1286510,2020-03-31,388 STAMM RD,NEWINGTON,06111,CT,INFO@MOTTAPOOL.COM,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:29.7900000,United States,,,,,,,,,,,,,,,,,,,,,,
GOOD VIBES GIFTS & FLOWERS LLC,LLC,Active,,1286512,2022-03-31,21 WHITING STREET,PLAINVILLE,06062,CT,givinggoodvibes1@gmail.com,Domestic,2018-10-01,CT,Connecticut,True,False,False,False,False,,2021-11-10 00:08:29.7900000,United States,Florists (453110),,,,,,,,,,,,,,,,,,,,,
PROFESSIONAL POWER WASH & DETAIL LLC,LLC,Active,Ready for dissolution,1286546,2019-03-31,9 WESTPHAL ST,WEST HARTFORD,06110,CT,JOSE14GONZALEZ.PH@GMAIL.COM,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:29.8700000,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD BOAT YARDS & MARINE LLC,LLC,Active,Annual report past due,1286548,2021-03-31,230 WATER STREET,GUILFORD,06437,CT,rdgobears@yahoo.com,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.8700000,United States,Boat Dealers (441222),441222.0,,,,,,,,,,,,,,,,,,,,
"FLYING PURPLE CLEANING PEOPLE, LLC",LLC,Active,Annual report past due,1286549,2021-03-31,80 BRIARWOOD DR,COLCHESTER,06415,CT,erinavery1995@gmail.com,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.8700000,United States,Home and Garden Equipment Repair and Maintenance (811411),811411.0,,,,,,,,,,,,,,,,,,,,
ONE DOCK MORTGAGE HOLDINGS LLC,LLC,Active,,1286550,2022-03-31,750 WASHINGTON BLVD SUITE 1050,STAMFORD,06901,CT,jstrauss@sgcp.com,Foreign,2018-10-01,DE,DE,False,False,False,False,False,,2021-11-10 00:08:29.8700000,United States,All Other Nondepository Credit Intermediation (522298),522298.0,2018-10-01,ONE DOCK MORTGAGE HOLDINGS LLC,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,"251 LITTLE FALLS DRIVE, WILMINGTON, DE, 19808, United States",251 LITTLE FALLS DRIVE,WILMINGTON,DE,19808,,United States,United States,United States,,,,
PBV LLC,LLC,Active,Annual report due,1286551,2021-03-31,1404 BERLIN TURNPIKE,WETHERSFIELD,06109,CT,PBVLLC1968@GMAIL.COM,Domestic,2018-10-01,CT,Connecticut,True,False,True,False,False,,2021-11-10 00:08:29.8700000,United States,Nail Salons (812113),,,,,,,,,,,,,,,,,,,,,
INTEGRATIVE PSYCHOLOGICAL CENTER LLC,LLC,Active,Annual report past due,1286553,2021-03-31,44 CAPITOL AVE SUITE 402,HARTFORD,06106,CT,drrandall@hotmail.com,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.8700000,United States,"All Other Professional, Scientific, and Technical Services (541990)",541990.0,,,,,,,,,,,,,,,,,,,,
"SEASONS PROPERTY MAINTENANCE LLC,",LLC,Active,Annual report past due,1286554,2021-03-31,77 OAK RIDGE DR,HADDAM,06438,CT,dotaxes@sbcglobal.net,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.8700000,United States,Residential Property Managers (531311),531311.0,,,,,,,,,,,,,,,,,,,,
"NASCAR PRODUCTIONS, LLC",LLC,Active,,1286563,2022-03-31,550 SOUTH CALDWELL ST,CHARLOTTE,28202,NC,dlong@nascar.com,Foreign,2018-10-01,DE,DE,False,False,False,False,False,,2021-11-10 00:08:29.8700000,United States,Racetracks (711212),711212.0,2017-07-01,"NASCAR PRODUCTIONS, LLC","ATTN: S. THOMPSON 1 DAYTONA BOULEVARD, DAYTONA BEACH, FL, 32114,",ATTN: S. THOMPSON 1 DAYTONA BOULEVARD,DAYTONA BEACH,FL,32114,"1 DAYTONA BLVD., DAYTONA BEACH, FL, 32114, United States",1 DAYTONA BLVD.,DAYTONA BEACH,FL,32114,,United States,,United States,,,,
SICILIAN DELIGHT WATERBURY CT LLC,LLC,Active,Ready for dissolution,1286565,2020-03-31,495 UNION ST STE 2200,WATERBURY,06706,CT,PLAZA5INC@AOL.COM,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:30.4466667,United States,,,,,,,,,,,,,,,,,,,,,,
"EP FREIGHT, LLC",LLC,Active,,1286588,2022-03-31,78 KENSINGTON HEIGHTS,MERIDEN,06451,CT,EPFreightLLC@gmail.com,Domestic,2018-10-01,CT,Connecticut,False,False,True,False,False,,2021-11-10 00:08:30.4800000,United States,"General Freight Trucking, Long-Distance, Truckload (484121)",,,,,,,,,,,,,,,,,,,,,
"BROWN & BROWN OF ARKANSAS, INC.",Stock,Active,,1286590,2022-10-01,2120 RIVERFRONT DRIVE SUITE 200,LITTLE ROCK,72202,AR,Compliancemail@cscinfo.com,Foreign,2018-10-01,AR,AR,False,False,False,False,False,,2021-11-10 00:08:30.4800000,United States,Insurance Agencies and Brokerages (524210),524210.0,2018-09-14,"BROWN & BROWN OF ARKANSAS, INC.",,,,,,,,,,,,United States,,,,,,
"BROWN & BROWN PACIFIC INSURANCE SERVICES, INC.",Stock,Active,,1286603,2022-10-01,700 BISHOP STREET,HONOLULU,96803,HI,Compliancemail@cscinfo.com,Foreign,2018-10-01,HI,HI,False,False,False,False,False,,2021-11-10 00:08:27.3533333,United States,Insurance Agencies and Brokerages (524210),524210.0,2018-09-05,"BROWN & BROWN PACIFIC INSURANCE SERVICES, INC.",,,,,,,,,,,,United States,,,,,SUITE 1400,
"19 BENHAM STREET, LLC",LLC,Active,Ready for dissolution,1286604,2019-03-31,17 SQUIRE COURT,BROOKFIELD,06804,CT,ALVESLAND@HOTMAIL.COM,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:27.3533333,,,,,,,,,,,,,,,,,,,,,,,
"FAST FOOD MUZIK, LLC",LLC,Active,Ready for dissolution,1286643,2019-03-31,570 STATE ST APT 400,BRIDGEPORT,06604,CT,,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:28.0266667,,,,,,,,,,,,,,,,,,,,,,,
IGLESIA APOSTOLICA CRISTIANA DE BETHSAIDA INC. BETESDA,Religious,Active,,1286644,,No information provided,,,,,Domestic,2018-10-01,,Connecticut,False,False,False,False,False,,2021-11-10 00:08:28.0266667,,,,,,,,,,,,,,,,,,,,,,,
HPG AUTO SALES LLC,LLC,Active,,1286735,2022-03-31,275 TOWER AVE,HARTFORD,06120,CT,NEVMAR.MARTIN@GMAIL.COM,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:29.1666667,United States,Used Car Dealers (441120),,,,,,,,,,,,,,,,,,,,,
"1337-1339 ALBANY AVE, LLC",LLC,Active,Ready for dissolution,1286739,2019-03-31,1339 ALBANY AVE,HARTFORD,06112,CT,DAWNBENNETTWRIGHT22@GMAIL.COM,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:29.1666667,,,,,,,,,,,,,,,,,,,,,,,
CORDERO CONVENIENCE LLC,LLC,Active,Ready for dissolution,1286765,2019-03-31,16 HUNGERFORD ST 1ST FLOOR,HARTFORD,06106,CT,EFILE1234@INCFILE.COM,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,Failure to file Annual Report,2021-11-10 00:08:29.2433333,,,,,,,,,,,,,,,,,,,,,,,
"78 CENTERBROOK ROAD, LLC",LLC,Dissolved,,1286367,2019-03-31,30 POTTERS LN,FAIRFIELD,06824,CT,NBHOMEDESIGN@GMAIL.COM,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:12.4533333,,,,,,,,,,,,,,,,,,,,,2018-12-13T00:00:00.000,,
"PAYFORMANCE SOLUTIONS, INC.",Stock,Withdrawn,,1286370,2020-10-01,3520 GREEN COURT SUITE 300,ANN ARBOR,48105,MI,complianceandethics@ALTARUM.ORG,Foreign,2018-10-01,DE,DE,False,False,False,False,False,,2021-11-10 00:06:13.2333333,,,,2018-09-01,"PAYFORMANCE SOLUTIONS, INC.",,,,,,,,,,,,,,,,,,
"PRISMMIX, LLC",LLC,Dissolved,,1286476,2019-03-31,200 LEEDER HILL DR,HAMDEN,06517,CT,MARVINWEISS51@GMAIL.COM,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:06:27.3066667,,,,,,,,,,,,,,,,,,,,,2019-08-23T00:00:00.000,,
DOUBLE E CONSULTANCY LLC,LLC,Dissolved,,1286397,2019-03-31,"112 SOUTHFIELD AVENUE, ROOM 506",STAMFORD,06902,CT,ELIZABETH@ELIZABETHELFENBEIN.COM,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:16.1400000,,,,,,,,,,,,,,,,,,,,,2019-02-23T00:00:00.000,,
CHAMBERS HOLDINGS LLC,LLC,Dissolved,,1286464,2019-03-31,8 BUTTERNUT DRIVE,BLOOMFIELD,06002,CT,ACHAMBERS312@GMAIL.COM,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:07.6033333,,,,,,,,,,,,,,,,,,,,,2019-03-29T00:00:00.000,,
BROOKLYN BROS CONTRACTORS & PROPERTY MANAGEMENT LLC,LLC,Dissolved,,1286636,2019-03-31,61 HOLLY LANE,WETHERSFIELD,06109,CT,BROOKLYN_BROS@YAHOO.COM,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:20.8900000,,,,,,,,,,,,,,,,,,,,,2019-02-06T00:00:00.000,,
"NORTHWEST JAGUARS, LLC",LLC,Dissolved,,1286478,2019-03-31,83 MORNINGSIDE DRIVE,TORRINGTON,06790,CT,NWJAGSALLSTAR@GMAIL.COM,Domestic,2018-10-01,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:04:17.7633333,,,,,,,,,,,,,,,,,,,,,2019-01-30T00:00:00.000,,
