name,business_type,status,accountnumber,annual_report_due_date,billingstreet,billingcity,billingcountry,billingpostalcode,billingstate,business_email_address,citizenship,date_registration,formation_place,state_or_territory_formation,woman_owned_organization,veteran_owned_organization,minority_owned_organization,org_owned_by_person_s_with,organization_is_lgbtqi_owned,naics_code,create_dt,naics_sub_code,sub_status,reason_for_administrative,dissolution_date,total_authorized_shares,began_transacting_in_ct,business_name_in_state_country,country_formation,mailing_jurisdiction_address,mailing_jurisdiction_2,mailing_jurisdiction,mailing_jurisdiction_1,mailing_jurisdiction_4,office_jurisdiction_address,office_jurisdiction_2,office_jurisdiction,office_jurisdiction_1,office_jurisdiction_4,office_in_jurisdiction_country,mailing_jurisdiction_country,category_survey_email_address,billing_unit,date_of_organization_meeting
"MILEO GROUP, LLC",LLC,Active,1268718,2022-03-31,43 APPLEWOOD DRIVE,HUNTINGTON,United States,06484,CT,paula@propertychoices.net,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:08:22.4000000,531390.0,,,,,,,,,,,,,,,,,,,,,,
MAN4RENT HANDY MAN SERVICES LLC,LLC,Active,1268719,2019-03-31,160 EASTON AVE,WATERBURY,,06704,CT,CHERYLRIZZI68@GMAIL.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:22.4000000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"1220 SHERMAN AVENUE, LLC",LLC,Active,1268720,2022-03-31,73 MARIAN ROAD,FAIRFIELD,United States,06828,CT,lcoassin06@gmail.com,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,Lessors of Nonresidential Buildings (except Miniwarehouses) (531120),2021-11-10 00:08:22.4000000,531120.0,,,,,,,,,,,,,,,,,,,,,,
TSL PRODUCTS LLC,LLC,Active,1268721,2022-03-31,173 MONARCH DRIVE,SOUTHINGTON,United States,06489,CT,TSLCT@Hotmail.com,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,Electronic Shopping and Mail-Order Houses (454110),2021-11-10 00:08:22.4000000,,,,,,,,,,,,,,,,,,,,,,,
"ECO-SEPTIC, LLC",LLC,Active,1268722,2020-03-31,237 POST ROAD WEST,WESTPORT,,06880,CT,PETER@BPAW.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0566667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
AMOLL LLC,LLC,Active,1268723,2022-03-31,123 BURNHAM STREET,HARTFORD,United States,06112,CT,kadebayo12@gmail.com,Domestic,2018-04-02,CT,Connecticut,False,False,True,False,False,Clothing Accessories Stores (448150),2021-11-10 00:08:23.0566667,448150.0,,,,,,,,,,,,,,,,,,,,,,
YR 2 DELI GROCERY LLC,LLC,Active,1268724,2019-03-31,682 IRANISTAN AVENUE,BRIDGEPORT,,06605,CT,YRGROCERYDELI@GMAIL.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0566667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
STEWARTS ALL AMERICAN WHC LLC,LLC,Active,1268730,2019-03-31,4625 W. NEVSO DR.,LAS VEGAS,,89103,NV,BROSE@STEWARTSALLAMERICAN.COM,Foreign,2018-04-02,NV,NV,False,False,False,False,False,,2021-11-10 00:08:23.0566667,,Ready for dissolution,Failure to file Annual Report,,,2018-03-19,STEWARTS ALL AMERICAN WHC LLC,,"4625 W. NEVSO DR. 2&3, LAS VEGAS, NV, 89103,",4625 W. NEVSO DR. 2&3,LAS VEGAS,NV,89103.0,"4625 W. NEVSO DR., LAS VEGAS, NV, 89103,",4625 W. NEVSO DR.,LAS VEGAS,NV,89103.0,,,,,
"BRIZA INSURANCE AGENCY, LLC",LLC,Active,1268731,2022-03-31,2028 E BEN WHITE BLVD #240-3870,AUSTIN,United States,78741,TX,dsanford@ilsainc.com,Foreign,2018-04-02,TX,TX,False,False,False,False,False,Insurance Agencies and Brokerages (524210),2021-11-10 00:08:23.0566667,524210.0,,,,,2018-04-03,"BRIZA INSURANCE AGENCY, LLC",United States,"2028 E BEN WHITE BLVD #240-3870, AUSTIN, TX, 78741,",2028 E BEN WHITE BLVD #240-3870,AUSTIN,TX,78741.0,"2028 E BEN WHITE BLVD #240-3870, AUSTIN, TX, 78741, United States",2028 E BEN WHITE BLVD #240-3870,AUSTIN,TX,78741.0,United States,,,,
"PENNROSE, LLC",LLC,Active,1268733,2022-03-31,230 WYOMING AVE,KINGSTON,United States,18704,PA,CLS-CTARMSEvidence@wolterskluwer.com,Foreign,2018-04-02,PA,PA,False,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:08:23.0566667,531390.0,,,,,2018-04-02,"PENNROSE, LLC",United States,NONE,NONE,,,,NONE,NONE,,,,,,,,
FAST FOOD CORPORATION,Stock,Active,1268734,2020-04-02,No information provided,,,,,FILING@ACS123.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0566667,,First report past due,Failure to file First Report,,200.0,,,,,,,,,,,,,,,,,,
O&J CARPENTRY LLC,LLC,Active,1268735,2021-03-31,59 LAFAYETTE AVE,EAST HARTFORD,United States,06118,CT,JORGE.CANAS81@GMAIL.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,Industrial Building Construction (236210),2021-11-10 00:08:23.0566667,236210.0,Annual report past due,,,,,,,,,,,,,,,,,,,,,
PFEIFER STRUCTURES AMERICA LLC,LLC,Active,1268736,2022-03-31,1011 REGAL ROW,DALLAS,United States,75247,TX,kathee@fabritecllc.com,Foreign,2018-04-02,DE,DE,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2021-11-10 00:08:23.0566667,238990.0,,,,,2018-04-02,PFEIFER STRUCTURES AMERICA LLC,United States,"1011 REGAL ROW, DALLAS, TX, 75247,",1011 REGAL ROW,DALLAS,TX,75247.0,"1011 REGAL ROW, DALLAS, TX, 75247, United States",1011 REGAL ROW,DALLAS,TX,75247.0,United States,,,,
"H. T. LYONS, INC.",Stock,Active,1268738,2019-04-02,7165 AMBASSADOR DRIVE,ALLENTOWN,,18106,PA,BHOLSINGER@HTLYONS.COM,Foreign,2018-04-02,PA,PA,False,False,False,False,False,,2021-11-10 00:08:23.0566667,,Ready for dissolution,Failure to file Annual Report,,,2018-04-16,"H. T. LYONS, INC.",,,,,,,,,,,,,,,,
"888 HARTFORD FOOD GROUP, INC.",Stock,Active,1268739,2022-04-02,52 KANE STREET,WEST HARTFORD,United States,06119,CT,hibachigrillwesthartford@yahoo.com,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,Limited-Service Restaurants (722513),2021-11-10 00:08:23.0566667,722513.0,,,,1000.0,,,,,,,,,,,,,,,,,,
DORMDOLLA LLC,LLC,Active,1268741,2019-03-31,131 PLAZA DRIVE,MIDDLETOWN,,,CT,DORMDOLLA@GMAIL.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0566667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
AHM TRUST INC.,Non-Stock,Active,1268742,2020-04-02,No information provided,,,,,JDASGUPTA66@GMAIL.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0566667,,First report past due,Failure to file First Report,,,,,,,,,,,,,,,,,,,,
REAL DEAL FITNESS LLC,LLC,Active,1268743,2020-03-31,87 CHURCH ST,EAST HARTFORD,United States,06108,CT,ARIV27@ICLOUD.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.0566667,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
JPL CAPITAL FUNDING SOLUTIONS LLC,LLC,Active,1268744,2022-03-31,26B ELLERY AVENUE 26B ELLERY AVENUE,MIDDLETOWN,United States,02842,RI,jlally@jplcapitalfundingsolutions.com,Domestic,2018-04-02,RI,Connecticut,False,True,False,False,False,Mortgage and Nonmortgage Loan Brokers (522310),2021-11-10 00:08:23.0566667,522310.0,,,,,,,,,,,,,,,,,,,,,,
P-SQUARED INVESTMENTS I LLC,LLC,Active,1268745,2022-03-31,1 GLENDINNING PLACE,WESTPORT,United States,06880,CT,ExecFin_ERPDFO@bwater.com,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,Miscellaneous Financial Investment Activities (523999),2021-11-10 00:08:23.1033333,523999.0,,,,,,,,,,,,,,,,,,,,,,
"FLAGSHIP SOLUTIONS AND SERVICES, LLC",LLC,Active,1268746,2019-03-31,216 FORSYTH ROAD,SALEM,,06420,CT,DINIS.L.PIMENTEL@GMAIL.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1033333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
AUTO WIZARD COMPUTERIZED AUTO REPAIRS LLC,LLC,Active,1268747,2019-03-31,29 MANHASSETT TRAIL,SHELTON,,06484,CT,AUTOWIZARD18@HOTMAIL.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1033333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
AI BROKERAGE LLC.,LLC,Active,1268748,2019-03-31,127 BONAIR AVE,WATERBURY,,06710,CT,ANDREAP@AIBROKERAGELLC.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1033333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
DEEP RIVER ROASTERS LLC,LLC,Active,1268749,2019-03-31,305 MAIN STREET,DEEP RIVER,,06417,CT,BETHE@DEEPRIVERROASTERS.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1033333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"KINGDOM TERRITORIES, LLC",LLC,Active,1268751,2022-03-31,84 SOUTH STREET APT B,DANBURY,United States,06810,CT,info@israeldduran.com,Domestic,2018-04-02,CT,Connecticut,False,False,True,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:08:23.1033333,531390.0,,,,,,,,,,,,,,,,,,,,,,
B. MIRANDA CLEANING LLC,LLC,Active,1268752,2019-03-31,15 CHESTNUT ST APT 1,STAMFORD,United States,06902,CT,BLANCHEDPEREZ@OUTLOOK.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1033333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
EME CAPITAL PARTNERS LLC,LLC,Active,1268753,2022-03-31,19 COLEY DR,WESTON,United States,06883,CT,aaronyoung601@gmail.com,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,Investment Banking and Securities Dealing (523110),2021-11-10 00:08:23.1033333,523110.0,,,,,,,,,,,,,,,,,,,,,,
BYRON MIRANDA SERVICE LLC,LLC,Active,1268754,2019-03-31,7 BURDICK ST APT 3B,STAMFORD,,06905,CT,LISSETTE_TRRS@YAHOO.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1033333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"FLEXXRAY, LLC",LLC,Active,1268755,2022-03-31,320 SOUNDVIEW RD,GUILFORD,United States,06437,CT,mmills@flexxray.com,Foreign,2018-04-02,TX,TX,False,False,False,False,False,"All Other Professional, Scientific, and Technical Services (541990)",2021-11-10 00:08:23.1033333,541990.0,,,,,2018-03-23,"FLEXXRAY, LLC",United States,"3751 NEW YORK AVE, STE. 130, ARLINGTON, TX, 76014,","3751 NEW YORK AVE, STE. 130",ARLINGTON,TX,76014.0,"3751 NEW YORK AVE, STE. 130, ARLINGTON, TX, 76014, United States","3751 NEW YORK AVE, STE. 130",ARLINGTON,TX,76014.0,United States,,,,
"AS LAUNDRY, LLC",LLC,Active,1268756,2019-03-31,52 HAMILTON AVENUE,STAMFORD,,06902,CT,SANDOLO77@GMAIL.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1033333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"K-COM TRANSPORT SERVICES, INC.",Stock,Active,1268758,2019-04-02,1021 E WALLACE STREET 1021 E WALLACE STREET,FORT WAYNE,,46803,IN,MICHELLE@KCOMENVIRONMENTAL.COM,Foreign,2018-04-02,IN,IN,False,False,False,False,False,,2021-11-10 00:08:23.1033333,,Ready for dissolution,Failure to file Annual Report,,,2018-04-02,"K-COM TRANSPORT SERVICES, INC.",,,,,,,,,,,,,,,,
NEWTON ROUX FINE ART LLC,LLC,Active,1268759,2019-03-31,20 CLAYTON PL,RIDGEFIELD,,06877,CT,KEVIN.MANLEY@GMAIL.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1033333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
GROSSBERG AND SON LLC,LLC,Active,1268760,2022-03-31,312 CHELSEA MANOR,PARK RIDGE,United States,07656,NJ,dsanford@ilsainc.com,Foreign,2018-04-02,DE,DE,False,False,False,False,False,Insurance Agencies and Brokerages (524210),2021-11-10 00:08:23.1033333,524210.0,,,,,2018-04-02,GROSSBERG AND SON LLC,United States,"300 DELAWARE AVENUE STE 210-A, WILMINGTON, DE, 19801,",300 DELAWARE AVENUE STE 210-A,WILMINGTON,DE,19801.0,"300 DELAWARE AVE STE 210-A, WILMINGTON, NJ, 19801, United States",300 DELAWARE AVE STE 210-A,WILMINGTON,NJ,19801.0,United States,,,,
MANTELLO TILE & CARPET LLC,LLC,Active,1268763,2022-03-31,3 COMANCHE RD,EAST HARTFORD,United States,06118,CT,mantellotilecarpet@yahoo.com,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,Flooring Contractors (238330),2021-11-10 00:08:23.1033333,,,,,,,,,,,,,,,,,,,,,,,
STRATEGY GENERATION COMPANY LLC,LLC,Active,1268765,2022-03-31,5 IMPERIAL LANDING,WESTPORT,United States,06880,CT,bcapo@strategygeneration.com,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,Professional and Management Development Training (611430),2021-11-10 00:08:23.1333333,611430.0,,,,,,,,,,,,,,,,,,,,,,
CAROLE & CO. HAIR SALON LLC,LLC,Active,1268766,2019-03-31,813 KINGS HWY,FAIRFIELD,,06825,CT,MARCIASTEWART1@YAHOO.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1333333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"TWENTY PROPERTY, LLC",LLC,Active,1268767,2022-03-31,25 -27 HUNTING STREET,BRIDGEPORT,United States,06606,CT,kalmanidesa@yahoo.com,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,Lessors of Residential Buildings and Dwellings (531110),2021-11-10 00:08:23.1333333,531110.0,,,,,,,,,,,,,,,,,,,,,,
MANILA PROPERTIES LLC,LLC,Active,1268769,2019-03-31,28 PLEASANT ST. 2ND FLOOR 28 PLEASANT ST. 2ND FLOOR,ANSONIA,,06401,CT,COREYCT522@GMAIL.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1333333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"PAYG, LLC",LLC,Active,1268770,2022-03-31,608 ROBIN ROAD,LAKELAND,United States,33803,FL,sosteam@csilongwood.com,Foreign,2018-04-02,FL,FL,False,False,False,False,False,Telecommunications Resellers (517911),2021-11-10 00:08:23.1333333,517911.0,,,,,2018-04-02,"PAYG, LLC",United States,"608 ROBIN ROAD, LAKELAND, FL, 33803,",608 ROBIN ROAD,LAKELAND,FL,33803.0,"608 ROBIN ROAD, LAKELAND, FL, 33803, United States",608 ROBIN ROAD,LAKELAND,FL,33803.0,United States,,,,
WEN MING TASTE LLC,LLC,Active,1268771,2020-03-31,89 WEST RD UNIT H3,ELLINGTON,,06029,CT,NIXIN5122@SINA.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1333333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
SMELLY MELLY BEAUTY PRODUCTS LLC,LLC,Active,1268772,2020-03-31,61 STANTON AVE,WINSTED,United States,06098,CT,MELISSABALTHAZAR@SMELLYMELLYBEAUTY.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1333333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
5 STAR RIDERSHARE LLC,LLC,Active,1268773,2019-03-31,1340 WASHINGTON BLVD 415,STAMFORD,,06902,CT,JOHN.FRANCIS.MOORE@ICLOUD.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1333333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"EVOLUTION SCUBA, LLC",LLC,Active,1268774,2022-03-31,440 BUTTONBALL LANE,GLASTONBURY,United States,06033,CT,ehayes@evolutionscuba.com,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,All Other Amusement and Recreation Industries (713990),2021-11-10 00:08:23.1333333,713990.0,,,,,,,,,,,,,,,,,,,,,,
"HELPING HANDS SYNERGY, INC.",Non-Stock,Active,1268775,2021-04-02,65 SNOW CRYSTAL ROAD,NAUGATUCK,United States,06770,CT,helpinghsynergy@gmail.com,Domestic,2018-04-02,CT,Connecticut,False,False,True,False,False,Civic and Social Organizations (813410),2021-11-10 00:08:23.1333333,813410.0,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"EM EQUESTRIAN, LLC",LLC,Active,1268776,2019-03-31,37 BRIDGEWATER ROAD,NEW MILFORD,,06776,CT,ELIZABETHPHILLIPS417@GMAIL.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1333333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
AMAZING DEVELOPMENT GROUP LLC,LLC,Active,1268777,2019-03-31,115 HUNTINGTON RD,BRIDGEPORT,,06608,CT,ATLANTISLLC@GMAIL.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1333333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
AG CONSTRUCTION LIMITED LIABILITY COMP.,LLC,Active,1268778,2022-03-31,6 COUNTRY CLUB RD,NORWALK,United States,06851,CT,chmarax@hotmail.com,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,New Single-Family Housing Construction (except For-Sale Builders) (236115),2021-11-10 00:08:23.1333333,236115.0,,,,,,,,,,,,,,,,,,,,,,
"DVM CONSULTING, LLC",LLC,Dissolved,1268779,2021-03-31,4552 TERRAZZA COURT,BRADENTON,United States,34211,FL,dennis.mckeown81@gmail.com,Domestic,2018-04-02,FL,Connecticut,False,False,False,False,False,All Other Insurance Related Activities (524298),2021-11-10 00:08:23.1333333,524298.0,,,2021-03-29T00:00:00.000,,,,,,,,,,,,,,,,,,,
GENC LLC,LLC,Active,1268780,2021-03-31,405 RIVER ROAD SUITE 102,SHELTON,United States,06484,CT,mvitali@chexworks.com,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,Tobacco Stores (453991),2021-11-10 00:08:23.1333333,453991.0,Annual report past due,,,,,,,,,,,,,,,,,,,,,
"SBA, LLC",LLC,Active,1268781,2021-03-31,22 DARROWS RIDGE,EAST LYME,United States,06333,CT,Jsoleau5@gmail.com,Domestic,2018-04-02,CT,Connecticut,True,False,False,False,False,Other Activities Related to Real Estate (531390),2021-11-10 00:08:23.1333333,531390.0,Annual report past due,,,,,,,,,,,,,,,,,,,,,
A 2L GROUP LLC,LLC,Active,1268782,2019-03-31,100 GREYROCK PL,STAMFORD,,06901,CT,EGONDELEN9@GMAIL.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1333333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
677 WEED STREET LLC,LLC,Active,1268783,2019-03-31,673 WEED STREET,NEW CANAAN,,06840,CT,MLB@THEBAROCASLAWFIRM.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.1333333,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"POWERED BY DTC, LLC",LLC,Active,1268784,2019-03-31,17 QUALITY AVE,SOMERS,,06071,CT,EFILE1234@INCFILE.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.6800000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
MARY ARTHUR LLC,LLC,Active,1268785,2022-03-31,12 BELLEVUE ST,WILLIMANTIC,United States,06226,CT,EFILE1234@INCFILE.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:08:23.6800000,812990.0,,,,,,,,,,,,,,,,,,,,,,
WILD ESSENCE YOGA SCHOOL LLC,LLC,Active,1268786,2022-03-31,29 EARL ST,CENTERBROOK,United States,06409,CT,howl@wildessence.org,Domestic,2018-04-02,CT,Connecticut,True,False,False,False,False,All Other Personal Services (812990),2021-11-10 00:08:23.6800000,812990.0,,,,,,,,,,,,,,,,,,,,jessi@wildessence.org,,
US APPLIANCE LLC,LLC,Active,1268787,2019-03-31,3 BROWN ROAD 3 BROWN ROAD,EAST HAVEN,,06512,CT,USAPPLIANCE.1@YAHOO.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.6800000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"NATURE'S DESIGNS, LLC",LLC,Active,1268788,2022-03-31,55 HILLCREST AVENUE,NAUGATUCK,United States,06770,CT,naturesdesigns@live.com,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,All Other Specialty Trade Contractors (238990),2021-11-10 00:08:23.6800000,238990.0,,,,,,,,,,,,,,,,,,,,,,
"DELUXE BUILDERS,LLC",LLC,Active,1268791,2020-03-31,67 DERBY AVE,SEYMOUR,United States,06483,CT,IASTRUBCHAK@GMAIL.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.6800000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
CONNECTICUT WOOD EXPORT INC,Stock,Dissolved,1268792,2021-04-02,1204 MAIN STREET SUITE 550,BRANFORD,United States,06405,CT,ctwoodexport@gmail.com,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers (423310)",2021-11-10 00:08:23.6800000,423310.0,Annual report past due,,2021-09-01T00:00:00.000,300.0,,,,,,,,,,,,,,,,,,
"CHILDREN'S ADVOCACY AND RESOURCE SERVICES, LLC",LLC,Active,1268793,2019-03-31,128 GARDEN STREET 128 GARDEN STREET,FARMINGTON,,06032,CT,CTKIDCASES@GMAIL.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.6800000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
ALAMEL SMART SERVICES LLC,LLC,Active,1268794,2019-03-31,248 SPRING STREET APT 15,NAUGATUCK,United States,06770,CT,KELLYNHASILVA802@GMAIL.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.6800000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
DUCK KEEPER LLC,LLC,Active,1268795,2019-03-31,28 WILDERNESS WAY,WILLINGTON,,06279,CT,INFO@DUCKKEEPER.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.6800000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
VEZ FURNITURE LLC,LLC,Active,1268796,2019-03-31,355 NEPAS RD,FAIRFIELD,,06825,CT,EFILE1234@INCFILE.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.6800000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
BLUECASTLE IT SOLUTIONS LLC,LLC,Active,1268798,2022-03-31,615 W JOHNSON AVE SUITE 218,CHESHIRE,United States,06410,CT,dscott@bluecastleit.com,Domestic,2018-04-02,CT,Connecticut,True,False,True,False,False,Computer Systems Design Services (541512),2021-11-10 00:08:23.6800000,541512.0,,,,,,,,,,,,,,,,,,,,,,
ORSZULAK LLC,LLC,Active,1268800,2022-03-31,34 BRIDGE ST,ELLINGTON,United States,06029,CT,orszulakllc@outlook.com,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,"General Freight Trucking, Local (484110)",2021-11-10 00:08:23.6800000,484110.0,,,,,,,,,,,,,,,,,,,,,,
GOLD COAST EXTERIOR PROJECT MANAGEMENT LLC,LLC,Active,1268801,2019-03-31,89 BRINCKERHOFF AVENUE,STAMFORD,,06905,CT,CONNOLLY123@GMAIL.COM,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.6800000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
RHANDSON LLC,LLC,Dissolved,1268805,2019-03-31,3 SCATACOOK TRAIL,WESTON,,06883,CT,KNUDSENR@OPTONLINE.NET,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.6800000,,,,2021-03-08T00:00:00.000,,,,,,,,,,,,,,,,,,,
MOXIE AND MISSION LLC,LLC,Active,1268806,2020-03-31,11 CLARK LANE,ESSEX,United States,06426,CT,chkonstan@gmail.com,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,,2021-11-10 00:08:23.6800000,,Ready for dissolution,Failure to file Annual Report,,,,,,,,,,,,,,,,,,,,
"POLIMENI ENTERPRISES, LLC",LLC,Active,1268808,2022-03-31,471 BOSTON POST ROAD,WATERFORD,United States,06385,CT,cpoli41850@aol.com,Domestic,2018-04-02,CT,Connecticut,False,False,False,False,False,Nonresidential Property Managers (531312),2021-11-10 00:08:23.7266667,531312.0,,,,,,,,,,,,,,,,,,,,,,
